"response","DUSP26","CLTA","DGAT1","TLR6","TRPV5","TRIM36","PITRM1","TP53AP1","TBX19","SDCCAG1","CHRM5","ZC3H11A","TTC33","SEMA4D","POLI","PYY","GADD45GIP1","MGC10334","KLK6","RAPGEF6","FNDC4","AMPD3","LAMA3","CENPJ","KIF1A","DAXX","THYN1","LPAL2","GSS","THPO","NKX2.8","RPL14","TTF1","KIAA0649","PRKAA2","HDAC1","APOL5","FLG","CEL","UQCRC2","CBY1","HSBP1","ARID5B","LRRC51","GLI1","RAB3B","PPP2R3A","C1orf77","CSNK2A2","DHX57","POLR1C","NPTXR","HSPB1","SUSD4","FTSJ2","POLD2","NXPH4","PHF2","GMDS","SNRPD3","CSGlcA.T","ADCY8","MTO1","BASP1","IL6R","DUSP10","PROSC","MORC4","NBR1","ZBTB11","SPINK1","ORM1","FRYL","CENPM","ZFPM2","TSPAN8","TCF4","FLJ13236","AXIN1","ANKS1B","ITGB7","ZNF471","ATP8B2","C9orf6","METTL9","VAMP4","RBM25","CACNA1H","PDE11A","SAPS3","JDP2","FOXC1","PTPRG","UBD","FAM110B","METRN","CLIC1","PDAP1","DEPDC1","C10orf6","KIAA0562","ZNF451","CEP290","PAK6","C16orf33","PNKP","GLT8D2","RMI1","PPP1R10","G3BP1","NOX4","LY6E","FAIM3","TM4SF4","C12orf41","LSM1","MED28","OR2S2","ATF7","MMP27","FLJ20035","CD3E","CCT8L2","RIN1","VANGL1","HABP2","UGCGL2","NMD3","NHLH2","C5orf28","ATG2A","DDX43","TRIOBP","RASA2","KIAA0692","ERCC5","DUT","MYBBP1A","BANF1","EIF4ENIF1","CASP8","FLJ20254","ARHGEF18","WDFY3","XRCC2","C14orf115","MT1G","SEC14L1","HOXC10","SSX2IP","PCDHGB5","SNX16","ONECUT1","SNX15","REV3L","PYCRL","IFT88","CTR9","RAB6B","CADM3","C20orf39","DIO1","ATP10B","UPF3A","GRIA2","NEUROD2","LALBA","RARB","C9orf16","CCL5","PDZK1IP1","C6orf66","BZW2","TOMM7","C14orf2","C9orf7","TIMM9","EDN1","VPS4A","EML3","TRIAP1","SNCAIP","SYT11","PCYOX1","JMJD1C","CLU","CXCL9","CLCF1","PRRG1","RPS28","PPFIA4","TTF2","SPEG","ACP5","FUT1","SLC34A2","SSRP1","C14orf172","MYO1B","RAB11FIP3"
233,3.583305471,10.2025727,4.399261102,3.180826393,3.574246115,3.714774695,6.077113486,4.801221384,4.225230388,7.071736649,3.494769541,8.055182294,5.503766912,5.366143024,6.56652537,2.952962034,5.27470332,6.678326976,4.031475569,5.3500222,4.278233345,5.159089097,7.755042202,3.362648444,3.342191482,6.688351809,7.776224577,2.968610198,7.124494314,3.241748268,2.984882043,10.22937274,6.418662292,6.073593587,3.688582212,8.008782338,3.615896191,2.943509704,3.270572941,8.163953499,6.90408809,8.587955332,8.454828531,7.851979262,3.194618304,3.425044009,6.459542934,5.964094222,7.646834879,4.402521069,6.138739893,5.290810422,11.59084537,7.294561857,6.779804002,7.299503043,5.216259475,6.83656944,6.745696889,8.648133065,6.927225387,2.975047642,6.779755819,6.497235076,4.738076484,7.307735296,5.620487546,6.223355694,6.97840603,6.893507811,3.37483705,8.134695788,6.885382655,4.922788444,4.31384252,3.10876276,6.176163103,3.180796352,5.673782544,2.918879611,4.155440077,3.559728451,4.604371113,6.423391529,8.812073183,5.081899639,6.290395494,3.722119391,3.461733973,5.788991581,2.880939147,4.854089465,6.045100389,10.28946481,3.302017036,5.757857018,10.41986723,4.789454144,3.587506288,5.385341347,5.389590905,5.777783349,3.892580058,4.790545973,7.432439824,6.07355371,4.149044833,7.217661932,7.038890028,7.349132854,3.989385144,7.376782771,4.794016687,3.556898215,6.822231018,7.194327785,7.631065011,3.201956823,3.75614327,3.015127802,7.190820414,3.907138963,3.287901721,4.282668369,6.359121243,3.81348921,4.824935731,3.685589018,3.051959662,6.018536227,5.98074276,3.117792098,7.736545723,5.021389223,5.264594935,6.703882774,8.199378798,4.938979472,8.608261365,6.007661569,5.89508995,7.783337496,7.335353551,5.688223626,5.511115742,3.842401468,10.52727762,7.120474412,3.568695595,4.372372903,4.400509453,4.079583415,3.308989019,5.241351283,5.372927747,4.171425286,5.130600569,7.369352395,4.158762525,3.64739167,7.799800569,2.867348598,5.147502139,5.903068715,3.115790298,2.97423558,3.153888751,3.606632816,7.675826128,7.386552724,9.01241892,5.732788699,8.803795309,10.64914103,7.40134686,6.312621812,8.105271207,4.199523482,7.396389069,6.385146989,6.906872526,8.014049254,3.629921308,6.837377411,7.587068438,8.285428325,6.850226619,4.470205682,6.327037241,11.94317021,3.588092169,4.822522597,4.376096634,6.692261003,3.674233331,7.013387936,7.990205696,4.847946515,5.636981885,5.467019392
679,3.889629101,9.138474774,5.667062152,3.194590502,3.845335755,3.123611986,6.789268958,4.793183957,4.551342619,7.144269099,3.388294698,8.129707034,5.002122767,5.164019199,5.221117565,3.266986509,5.307689582,6.20939476,8.608183519,5.637486993,4.800277062,4.262835093,6.578700456,3.675934642,5.405668399,5.851476464,6.802364208,3.11395895,6.461630819,3.482002252,2.982029954,10.35038917,5.654406477,6.086899276,4.067832154,8.470509067,3.69703956,2.897593268,3.701253363,9.116741979,6.895635833,8.546784151,8.549349907,7.563580218,3.479619684,3.662649254,5.794425187,6.081945785,7.049222724,4.655906478,6.482568693,3.957245899,10.29830384,4.884499966,5.11966497,6.142665515,4.300611744,5.608335711,5.270034631,8.16726944,5.390287714,3.383173887,5.15250241,9.532583507,5.771068275,4.337815828,4.879032753,4.048921846,6.475994357,6.701572242,3.105681561,3.300362755,5.874261536,5.478507096,6.173051085,5.933748007,7.485620147,3.272869514,5.624184685,2.837727341,3.529963433,3.112197991,4.650884442,6.304087376,9.012101057,5.604302219,6.809396042,3.957916631,4.029906598,4.845189005,3.341790801,3.913532342,5.436111423,4.613949832,4.595505403,4.355718327,10.06161,4.545452956,4.565675282,4.787174526,5.029654231,5.019070108,4.357701261,3.870409405,7.312819959,5.564155539,3.929515868,5.982557671,5.980159019,7.189075896,5.150346483,7.058273207,3.746525905,3.532408484,6.893439764,7.48574776,6.394832662,3.434290601,3.68897026,3.014812919,6.025459466,3.669022902,3.230844297,3.746368341,5.123400279,3.728970918,5.273872983,4.493483029,3.241314474,6.127553112,5.592821416,3.200218992,6.238440457,3.987066981,4.378274082,5.976642257,8.280019133,4.875133443,8.325506671,5.092945979,5.389346962,6.388171439,8.871268977,4.521171841,5.405278215,3.868389654,5.924800183,5.75542735,3.877132733,4.484286721,4.116965132,4.697656738,3.285629536,4.751320737,5.698149739,4.199393626,5.534390163,6.279057492,5.025147506,3.661234119,7.288756406,3.020977057,4.553973623,6.588002586,4.052849435,2.835256195,3.085991376,3.679296246,7.517650167,4.215619201,5.007801157,6.172305264,9.122884065,10.54810941,9.492256015,5.361195245,7.158192079,3.823201228,6.04694263,4.865691366,7.79002657,5.048755089,4.697166857,5.471196165,7.431597069,6.965700102,4.8326406,4.581221044,3.822335869,12.62791077,3.937959867,4.745798734,5.202172859,5.934224739,4.400787861,7.925987633,7.085363531,4.777071266,5.496826477,5.286640245
1645,3.668490305,10.23687025,5.101901956,3.072138984,3.510384135,3.502253717,8.573355605,5.438826998,5.213459512,7.048389752,3.566294718,7.364304074,5.861105937,5.840798857,5.537170876,3.157787144,4.655528867,5.963529281,9.142120928,5.995131738,4.140584069,4.519014335,7.168819609,3.250297695,6.393932435,5.141100696,8.382409512,3.185875375,6.67209812,3.35607673,3.185334306,9.970660891,6.004572301,5.26684186,4.385558717,8.371257125,3.508316103,2.940492654,3.910976524,10.04072165,6.93149481,7.712537181,8.327013386,7.044378276,3.493678107,3.398702469,5.477496671,6.065528387,7.378165447,4.264118263,6.498876104,4.249580785,11.67808633,6.801824676,6.469528422,6.333036027,3.754229283,6.359853963,6.558058404,8.775478066,6.489957811,3.183830861,6.661669384,4.035031295,4.160322318,3.783142228,6.392466663,5.665150794,6.611763618,7.346623155,3.280718955,3.250633682,6.771001154,5.663897039,3.90799948,5.55120413,5.726198303,3.304211207,5.70323741,2.747104754,3.723803825,3.485476677,4.603745067,7.757693567,8.581780411,4.472511,6.734442743,3.717133245,3.683865445,5.154467236,3.113056795,7.11637363,6.556292157,3.565844108,3.978162127,5.401460275,9.48379733,5.577433669,4.560741562,4.323670396,4.70078724,4.656060485,4.651611236,4.062296525,8.853308032,6.731081884,3.999033306,7.84605799,5.471272089,7.78850816,3.772399253,7.637218207,3.724279437,3.648398509,8.073015094,8.570405385,7.497818588,3.148827519,3.637579194,3.165061705,6.540850986,3.440339092,3.212412075,3.74657808,7.000442959,3.513963434,5.307852006,5.861454513,3.143595901,6.819127568,6.174820256,3.151835366,6.108818901,3.964833416,5.15131653,5.089916746,7.885420546,4.485068174,9.545921287,5.829843201,5.670108259,5.459710641,7.434536988,4.509181567,4.75635709,4.043690341,7.365008661,7.994030964,3.561684284,4.895617437,4.391476854,5.067886957,3.167858814,5.109985719,5.893505867,5.153523891,5.751699322,5.916677124,5.497528323,3.576720871,3.923455164,3.084929195,4.751553048,5.58061937,5.826261504,2.873915384,2.998188402,3.444197483,9.091935704,4.244904841,3.756357701,7.594861948,9.820586452,10.33434981,9.822894036,5.326751908,8.54784486,4.005985633,6.190584739,4.985755269,8.051791099,4.025062829,4.152771462,6.377143263,6.742296688,10.1874507,4.460902915,4.844820006,4.709800279,12.23285228,3.493763361,6.33972865,4.406617384,4.023217633,4.592366926,9.388916876,7.274847467,5.251595816,4.512502616,5.676194052
1933,3.649827491,9.472216838,5.932556838,3.353000329,3.73056643,4.535978815,7.059655385,6.390800164,5.403788313,6.359038913,3.248729779,7.226519942,4.33373244,5.480807701,5.326362141,3.118178941,4.827311398,7.280810833,6.564293372,5.506722824,4.449064493,5.192806905,6.30400463,3.309234997,5.975333362,4.517317005,7.724481483,3.149075388,6.774526992,3.379022533,2.970058043,10.04345473,5.472227623,6.227908647,3.557601708,9.245863404,3.642279913,3.059684427,3.087573068,9.358906022,6.752735886,7.614965563,9.245312167,7.114172523,3.404590299,3.515473067,6.318038249,6.142132928,6.92850943,4.111710541,5.179836063,4.248103468,11.065697,5.2706495,5.11270166,5.946776818,3.733545314,6.293783001,5.843637503,8.518046666,6.544226208,3.210421944,5.59096743,6.53114036,3.780997742,4.315820118,5.829664192,4.504683232,6.693832968,7.003680202,3.151488722,3.247002059,6.594983785,4.64907556,4.840836018,6.334791428,5.943731819,3.332963528,5.012643803,2.871326044,4.156859388,3.101392258,4.305886542,6.893791815,8.847800413,5.602663869,6.750683477,3.826286141,3.330977449,5.236160213,3.077802455,4.005815551,5.364199993,4.997316727,3.497371778,4.267774107,9.455137425,5.427651468,4.224728608,4.158070934,6.016419127,4.456044152,3.760018076,5.126713452,6.718498699,6.703626289,4.326646591,6.990626918,5.846067175,7.657125642,3.589157588,7.981273996,4.028784088,3.566809047,6.571731584,8.270723631,6.649817735,3.314128619,4.036537695,2.841966994,6.373615525,3.509588857,3.161207093,4.081710486,5.589452966,3.473764947,4.361325382,5.732469297,3.127635918,6.169377916,6.290192415,3.331470535,6.291559973,4.737820851,4.410883475,6.181775107,8.174526637,4.329035867,8.249260903,4.904331427,5.737767739,6.261654933,6.4630204,4.455320572,4.690896366,4.106965103,7.577276337,6.231080667,3.411426163,4.92928189,3.777385962,4.731942327,2.913907457,5.312849865,5.073148663,4.950484882,5.637808896,6.784020126,5.311461189,3.586261417,4.778360021,2.912077155,4.334818701,5.771163609,3.207689549,3.00387129,3.182359343,3.68684373,8.487760071,6.480373836,8.664613185,6.572073124,7.575762772,10.23020079,8.9426022,5.602634422,6.842133163,3.67834718,6.5770972,5.056671779,7.273744387,4.100663301,4.278080175,6.814395978,7.189758064,9.652231191,6.587243594,4.749590099,5.211826966,11.37744396,3.535990321,4.876276367,4.483453673,4.850411299,4.259160086,9.503342082,6.949178305,4.769393263,4.525770138,4.460698356
1442,3.778658597,9.023228634,7.154806523,3.101316429,3.511018232,3.394064756,6.99939458,4.977382214,4.198901507,7.187769633,3.481865441,7.825998232,4.384246494,4.69714405,5.996257968,3.35186973,4.772823381,6.098296063,10.64097755,5.38880431,4.460120886,4.533584012,5.839982424,3.409233464,6.903593846,4.8605832,7.243906863,3.250685577,5.901128002,3.44776959,3.465854704,10.04155255,4.887630334,4.672252027,4.469168179,8.601214812,3.684373669,2.840284654,3.754152911,9.19819142,6.544891582,6.929762809,7.690437647,6.87255822,3.730169091,3.408519445,5.222018335,5.781902351,5.688236647,4.111561075,5.754851627,3.960280746,11.05087793,4.992141299,5.709773781,5.973523785,4.036998411,4.859355916,4.997439487,8.385814358,4.555558888,3.494748914,6.084161695,8.365454611,4.523137411,4.031284064,4.404313663,4.750738467,6.869321322,6.887452404,3.257746781,3.344146477,5.816272369,5.370849275,7.498829368,4.148667575,5.616030628,4.718586074,5.208658419,3.055516789,3.887751731,3.410151894,4.82207577,6.19229718,8.806575581,4.860616066,6.631058571,4.282414991,3.661830278,5.011057279,3.293827334,4.04564786,7.176480891,5.626233066,4.485304813,4.643564147,9.529295546,5.177163867,4.649521744,4.461315693,4.742866137,4.560709148,4.296990961,3.595447923,7.551247908,6.429289628,3.847164997,5.672755079,5.293402466,7.628293118,7.870623688,8.096715637,3.885476591,3.340083167,7.102168434,7.261275585,6.465655827,3.382094807,3.566490066,2.934998734,6.673426837,3.426293296,3.471608986,3.56765371,4.781928557,3.484452438,4.743893764,4.933810398,3.292252114,5.196524987,5.611912732,4.162936153,6.163636472,3.55054354,4.464344948,5.496853777,8.660040953,4.7136613,9.133253394,4.990798021,5.298487324,5.807828141,6.283612207,4.801491387,4.545282551,3.937162311,6.737662643,5.985121077,3.625833452,4.202165235,3.916340273,6.31071678,3.489622355,4.882772048,4.249867187,4.983535899,4.973173845,5.863264578,4.973196885,3.545808784,6.633799335,3.251934823,6.092036554,5.620545156,3.707494474,3.000124854,3.072045242,3.749824223,7.55806588,5.121312177,3.805909052,6.534099445,9.408584488,10.64261617,9.697318113,5.635006863,7.483678031,3.684497379,5.811800059,5.01168077,7.263343282,4.480680513,4.647954941,5.475861921,6.875778031,8.017400413,9.035913449,4.553407587,4.616521137,11.79567209,3.882275578,4.744825627,4.944365875,6.642193963,4.733842141,8.555066284,7.513424973,4.837445845,5.009131353,4.461205139
192,3.689944668,9.841956727,6.017553334,3.433036759,3.74619979,3.968995688,7.043558021,4.683104809,4.761023921,7.263107984,3.634471306,7.571996539,4.102084474,4.341486112,5.193515435,3.364445286,4.911081887,5.701437719,9.195021296,5.01147024,4.143011793,4.434769847,7.593911153,3.437397777,6.270951847,6.055151506,7.342572928,3.007949796,5.864707201,3.230989523,3.142069341,10.112534,5.284473108,5.187013709,3.898611074,7.692681794,3.590049482,2.893677961,4.016821037,9.107694235,6.434773537,7.623967534,8.371846821,7.695032624,3.854148168,3.545050481,5.808940811,6.171595705,6.266505337,4.492865253,6.712833954,3.936797957,10.71115598,5.881934143,5.987273468,6.885972427,4.581651708,4.679745207,4.991332662,7.709254758,6.209957215,3.81156363,5.033784419,4.728736084,5.299385515,4.541119781,4.880603468,4.859782627,6.495133087,6.448235052,3.45132734,3.046783969,4.865478049,4.801301423,5.256066411,5.851102301,6.071378888,4.515548621,5.043731886,2.985391083,3.907480903,3.213425099,5.034870815,6.444381266,9.098784372,5.148487444,6.77002665,3.541931302,3.559322004,5.225506808,3.202493189,4.595453842,4.985135413,4.524527248,4.239238544,4.610984823,9.981170587,5.137005188,4.117413078,4.646962949,4.644879798,4.711657942,4.867517336,3.456706342,6.757897191,5.312560604,3.603347779,5.334309571,5.599973889,6.699147841,3.582037323,9.121851556,4.208281549,3.145490015,7.10847995,7.029545724,6.487855364,3.117306535,3.391157433,2.81473422,7.85715904,3.241374998,3.383988335,3.980267383,5.762285008,3.275217437,4.867895842,5.213329421,3.399804529,5.85721382,6.090908251,3.063493008,6.200116446,3.715876236,4.818206115,6.675493,7.245484959,4.249469392,8.622879278,5.176732271,5.839312219,6.28501989,7.162922481,4.26761225,5.017281464,3.664645951,5.737058118,6.94172976,3.380790524,4.839179371,4.081177996,3.742335549,3.358083593,5.227379005,4.869670648,4.445159618,5.484132175,6.059223308,4.35371086,3.503123552,5.594485896,3.068747122,5.704653431,5.507843263,3.704037867,3.253935465,3.127315059,3.548603459,7.212758783,4.674717701,6.781779815,6.106959034,9.074704481,10.82767763,8.981098014,5.33096569,8.148520338,3.985653049,5.690835744,5.352900412,7.574071916,4.87764979,5.110531419,5.548216094,7.090759036,8.747382208,3.769801532,5.552166709,5.081175883,11.91263922,3.812916818,4.921120702,5.137761037,6.583437355,4.367646702,8.769338677,7.319958857,4.833434463,4.821276312,4.684740382
194,3.431973572,9.655076892,5.528364324,3.333351516,3.521089749,4.266699912,7.513723741,5.676954252,4.349437013,7.10538088,3.354059133,7.371853068,4.515994528,5.108908371,4.351819734,3.197560772,5.510698864,6.177634261,8.683335516,5.822495367,4.167327331,5.302317762,6.233985454,4.15903226,4.872312564,4.488212197,7.524324699,3.077809788,6.050665569,3.285338575,3.060741607,10.03094878,6.426467472,5.670083615,4.007978359,8.722412636,3.660787953,2.9401952,8.128146973,8.971798751,8.147306643,8.597508615,8.521011129,6.690948781,3.446495105,3.324674587,5.361233002,6.214061159,5.705441923,4.414082077,6.057970907,3.779723563,11.29451797,6.572351202,6.391321086,7.253681317,3.699370384,5.994090542,5.288349899,7.963915426,5.150421638,3.154194637,5.447415224,5.199716821,4.703437566,5.160332937,5.449038163,4.554232606,6.477904235,7.083477542,3.292300988,2.972508154,6.558556527,5.692055352,5.920284791,7.196004714,5.910246359,3.559141674,5.199679832,2.867476426,3.926371197,3.31304618,4.304198671,8.405372102,8.868791665,4.905932403,6.650865274,3.62886901,3.40940518,5.709657267,2.971973855,4.88818295,4.876952473,3.348814451,4.63984157,4.905839055,9.404787901,5.294274095,5.446196978,4.182551207,5.51677775,4.187371859,3.955465893,3.921005806,7.929859406,6.338770244,4.113330442,7.336872218,5.487040326,7.376679984,3.934134194,7.676970602,4.180239714,3.647376408,7.294666879,7.796370298,7.100588878,3.094870689,3.692749893,2.96198817,6.967405525,3.294005213,3.277790809,3.890842875,6.203246575,3.542005483,5.352679277,5.186111972,3.051180059,5.694294967,5.705561625,3.100692011,6.056990885,3.937099346,4.7443667,6.812242439,8.400915648,4.453322511,8.541778911,4.553639605,6.203565324,6.098405465,6.381724859,4.397641865,4.324071057,3.787454146,6.656268385,6.768547809,3.4733022,5.54318762,3.714966236,4.487196892,3.160738234,4.682720001,5.474114758,4.955529215,6.738214542,7.249404432,5.085744906,3.567854675,4.85984669,6.488665406,6.008515307,6.448919482,3.606177799,2.953765468,3.163670557,4.731219163,8.205098185,4.096457158,7.870154444,6.401952242,9.465980217,10.87356849,9.825920716,5.565344892,7.906981124,4.661869085,5.750576967,4.771098307,8.46806217,6.076706992,4.271975167,5.960183424,6.679442085,9.74693844,3.734569779,4.858412192,4.736665556,11.9093522,3.358451202,5.947088083,4.97308063,6.901449365,4.449317061,8.404350828,7.729108813,4.824260441,4.367335159,5.010042291
238,3.211971002,10.24251545,6.057781895,3.320789396,3.559314768,3.00702624,8.153666754,4.353489042,4.48880807,6.98491628,3.442366847,7.11912224,5.437776705,4.857418206,5.705687118,3.077618632,5.292399996,5.592274528,7.908598954,6.061614117,4.219518482,4.782553167,7.100226168,3.717596523,3.618765792,6.457867668,7.746124222,2.996683978,6.340317788,3.128231319,3.046164475,9.761453232,5.945183488,4.672783777,3.747054237,8.238697595,3.599384755,2.742803858,3.064719086,9.115213875,7.287019325,8.848660951,9.211252019,6.430127477,3.153279259,3.307269472,6.274099848,6.461723982,6.581833727,5.68535942,7.413705007,3.981337589,9.863382465,6.09475055,7.133023964,6.558302406,3.716854411,5.044991203,6.350087776,8.816616029,6.719266709,3.113165083,7.014662432,7.400622021,6.308931128,5.365899488,5.53034668,5.596732774,7.94251012,7.429890293,3.178057682,2.871379442,6.423933635,5.478672984,6.59117602,3.083398331,6.557941936,3.608435546,4.509050451,2.816703128,3.9515485,3.446278269,4.855174547,7.211780338,8.701374154,6.313987098,6.519107705,3.342024873,3.59021548,5.349960939,2.862140058,4.174120317,4.783146526,7.354264181,4.760746034,4.343705818,10.69914064,5.22841402,7.082746133,4.666915056,4.928219888,5.147347949,4.100583905,3.752594005,7.518623984,6.93080031,5.120169362,6.917889026,5.958056867,7.826442778,4.962646112,8.589267104,3.991718616,3.466461624,7.984084889,8.152629439,7.421334597,3.143560092,3.456057567,2.867329083,8.74506032,3.368747028,3.043606578,3.47460893,6.80789966,3.259934013,4.51616013,6.909681352,3.046819765,6.565787873,5.416469361,3.080333509,5.975737873,5.108311163,5.191025318,6.05377246,8.050812016,4.496413496,8.869532095,5.877632286,5.801445798,6.717914006,7.33754378,4.855101245,5.537508847,3.692807029,7.897241774,6.251869108,3.352133028,5.821101298,3.660605836,5.721837453,2.917728445,4.906219111,5.550749955,4.453524853,5.354181708,6.82675067,4.476746945,3.457446011,8.869678837,3.20259452,3.672827253,6.082763834,3.990288634,3.020410307,3.068540001,3.901676945,7.132965464,6.70074883,7.564826902,6.895226255,7.979155989,9.655308303,9.177106216,5.046420631,7.918788825,6.229961927,6.401671064,4.639074034,8.691710298,4.554549273,5.522581052,6.912850606,7.309935083,8.937039792,6.879671396,5.07255887,5.258306661,12.09949486,3.410381734,6.01441743,4.295428442,6.895513619,4.867285528,8.551725626,7.675342131,4.688761152,6.222245393,4.739306991
243,3.427302868,9.429527166,6.317177413,3.266545941,3.502161313,3.881625579,7.923763433,5.268937427,4.746098998,7.489348323,3.2905468,6.973483408,5.106970372,5.492339274,5.276636454,3.284735866,4.620830376,6.03982855,7.958810751,5.444232371,4.278843029,4.46365408,7.835301789,3.80279628,7.063882841,5.48669744,7.441284424,3.127903666,6.816567303,3.294732496,3.170566163,10.08240701,6.515136512,6.563081383,4.092105289,8.944085577,3.357140261,2.843211741,3.232196344,9.135103809,7.147653672,8.800913523,9.122244581,6.883146107,3.162518872,3.428042296,5.838436082,6.199731646,6.058765673,4.760822362,6.569891062,4.043605744,10.83215584,4.890309928,6.550851626,7.130286182,4.819801757,5.969549886,6.073322759,8.749970161,6.690535157,2.961864739,7.08218462,9.305350257,3.761781801,4.551482269,6.558033289,4.709470278,7.594176851,7.794302521,3.414316454,3.144997666,5.882000402,5.594557994,5.601436095,3.16665056,6.926107474,5.201382864,5.279109083,2.866169611,3.57837845,3.139469852,4.727361279,7.345196498,8.694150728,4.849014742,6.772207534,3.466537051,3.524077034,5.657097395,2.965561752,4.756067305,5.755259956,5.01134261,5.164763945,3.929537178,10.24987037,5.580850273,6.243292838,4.222324413,5.411870792,4.905883481,3.807349713,3.5629978,7.679074559,6.855945183,5.445953332,6.362856154,5.918705857,7.660779142,5.33503591,8.124588181,3.953217075,3.616642392,8.32611646,8.778837332,7.462891635,3.184923757,3.648927386,3.02847352,6.297716321,3.449570341,3.360240548,3.583004928,5.725923815,3.456146828,5.607470179,6.839671481,3.071512445,6.040729344,5.794017481,3.03761247,6.601607248,4.420481601,5.451329856,6.932825601,8.022521055,4.583865522,8.705455212,4.845431857,6.064546087,6.234210637,7.296131477,4.994117654,4.40851802,3.695159142,9.837153609,5.970286291,3.80234912,5.162270843,4.142322737,5.672919596,2.979479362,4.693058742,5.854677616,4.623964186,6.193481445,6.922287498,4.047636671,3.49554241,7.045397399,2.950923377,3.991187665,6.728435506,3.083434853,2.992548214,3.292523991,3.766068846,7.984440364,4.244404341,7.131425881,7.543999866,9.917583597,10.80131465,9.087704163,5.802871993,7.893156617,5.296733505,5.685049025,4.788836896,9.887955089,4.140894192,4.572233569,6.750062093,7.40685622,9.546327523,5.404472323,5.57355705,5.845665481,11.49187988,3.65516459,6.418054229,4.772381432,4.815328077,4.732015431,8.118456371,7.789067723,4.824991652,6.743714652,5.004820351
239,3.469951654,9.755613876,5.620316828,3.051742816,3.359823809,2.59397724,7.521422402,4.454097813,4.120162716,6.872832103,3.395197303,7.519535838,4.910475668,4.654255462,6.160146098,3.280039954,4.651783984,5.782376192,7.403448461,4.750573799,4.38668875,4.242393337,3.438427913,3.188467208,6.964398248,5.158159096,8.004616531,3.109802126,5.729351782,3.228630387,3.015993463,9.943806476,6.267707966,5.684517176,4.0489531,9.464132274,3.490292209,2.848105691,4.912167908,8.119381756,7.151607789,8.134306924,8.879975331,6.90113629,3.181911712,3.508492744,5.513703625,6.438387808,4.949624677,5.119055572,6.862526693,3.943954079,11.12343501,3.333370489,6.199503263,7.160512673,5.021752143,5.300981867,5.610409068,8.516489592,5.225980967,3.804389057,6.427689188,3.932981268,3.785039922,3.605331998,6.109721159,4.300821739,6.420921394,7.000975328,3.37586723,5.36379843,6.609220228,5.08870382,3.74626223,6.894720455,5.988407668,5.044938691,4.791619192,2.783549323,4.021966598,3.301251964,4.546896226,8.190319633,8.597248304,4.919852245,6.843595431,3.702153658,3.563653062,5.465222862,3.278735857,5.641497137,3.94484751,3.743796302,5.213155702,4.004717159,10.10416489,5.119859341,5.833615032,4.941703795,5.039959372,4.961994438,4.250940687,3.802892399,6.796502493,6.329887743,3.830432033,6.211619649,6.129039744,6.381224492,3.42205745,9.008223602,3.95151284,3.675434636,8.905771403,8.619654461,7.856941039,3.436849654,3.753262766,3.173568722,6.975952896,3.253048205,3.341404941,3.569399272,5.018322619,3.376360581,5.180764337,6.040686709,3.052471867,6.033586163,5.99679895,4.270906663,5.568518985,4.429471361,5.166819247,5.911058657,8.07872122,4.624284768,8.994303279,5.197257645,6.003751735,5.405810293,7.965847243,4.474052479,4.504540554,3.868580312,7.217656312,6.649440062,3.85201061,5.678428639,3.932544223,4.77242815,3.141934989,5.206636721,6.761772672,3.98133785,5.28849466,7.472930632,5.512661627,3.46207198,5.229475139,3.193511374,4.053078713,6.093088842,2.992646575,3.053430269,3.308025803,4.739918093,7.638504743,3.136514942,5.641585223,6.389896629,9.668348441,10.38019549,9.57408601,5.80576896,7.545806663,4.615088297,5.892933615,4.841029296,9.22279225,3.995496319,5.170943085,6.128699691,7.347347513,9.193630632,4.031960613,4.283750946,3.429114898,11.96309195,3.679005705,5.116273674,4.308442637,4.93533944,4.482082904,6.461283964,7.870682473,4.588414073,4.1386007,4.955788413
