"response","DUSP26","CLTA","DGAT1","TLR6","TRPV5","TRIM36","PITRM1","TP53AP1","TBX19","SDCCAG1","CHRM5","ZC3H11A","TTC33","SEMA4D","POLI","PYY","GADD45GIP1","MGC10334","KLK6","RAPGEF6","FNDC4","AMPD3","LAMA3","CENPJ","KIF1A","DAXX","THYN1","LPAL2","GSS","THPO","NKX2.8","RPL14","TTF1","KIAA0649","PRKAA2","HDAC1","APOL5","FLG","CEL","UQCRC2","CBY1","HSBP1","ARID5B","LRRC51","GLI1","RAB3B","PPP2R3A","C1orf77","CSNK2A2","DHX57","POLR1C","NPTXR","HSPB1","SUSD4","FTSJ2","POLD2","NXPH4","PHF2","GMDS","SNRPD3","CSGlcA.T","ADCY8","MTO1","BASP1","IL6R","DUSP10","PROSC","MORC4","NBR1","ZBTB11","SPINK1","ORM1","FRYL","CENPM","ZFPM2","TSPAN8","TCF4","FLJ13236","AXIN1","ANKS1B","ITGB7","ZNF471","ATP8B2","C9orf6","METTL9","VAMP4","RBM25","CACNA1H","PDE11A","SAPS3","JDP2","FOXC1","PTPRG","UBD","FAM110B","METRN","CLIC1","PDAP1","DEPDC1","C10orf6","KIAA0562","ZNF451","CEP290","PAK6","C16orf33","PNKP","GLT8D2","RMI1","PPP1R10","G3BP1","NOX4","LY6E","FAIM3","TM4SF4","C12orf41","LSM1","MED28","OR2S2","ATF7","MMP27","FLJ20035","CD3E","CCT8L2","RIN1","VANGL1","HABP2","UGCGL2","NMD3","NHLH2","C5orf28","ATG2A","DDX43","TRIOBP","RASA2","KIAA0692","ERCC5","DUT","MYBBP1A","BANF1","EIF4ENIF1","CASP8","FLJ20254","ARHGEF18","WDFY3","XRCC2","C14orf115","MT1G","SEC14L1","HOXC10","SSX2IP","PCDHGB5","SNX16","ONECUT1","SNX15","REV3L","PYCRL","IFT88","CTR9","RAB6B","CADM3","C20orf39","DIO1","ATP10B","UPF3A","GRIA2","NEUROD2","LALBA","RARB","C9orf16","CCL5","PDZK1IP1","C6orf66","BZW2","TOMM7","C14orf2","C9orf7","TIMM9","EDN1","VPS4A","EML3","TRIAP1","SNCAIP","SYT11","PCYOX1","JMJD1C","CLU","CXCL9","CLCF1","PRRG1","RPS28","PPFIA4","TTF2","SPEG","ACP5","FUT1","SLC34A2","SSRP1","C14orf172","MYO1B","RAB11FIP3"
1128,3.541623195,9.787852355,5.233385332,3.067921905,3.417858952,5.108023955,8.123553576,4.017110329,4.664331718,7.402394335,3.219811062,8.981886196,5.855784778,5.926232373,5.218905809,3.09718358,5.357125492,5.696981318,6.788071488,6.348577967,4.344825902,4.987759378,6.424862359,3.693181391,7.622818522,6.039934446,6.786675841,3.038466255,6.246472567,3.204374872,2.865097964,10.12103197,5.9792031,5.107064588,4.835104464,9.117684156,3.506190371,2.719287183,2.878641164,7.803580227,6.31121462,7.924883254,8.884242639,7.822433515,3.232170721,3.480409585,7.046788964,6.611763843,5.868121711,5.059948259,5.646581232,4.272476018,10.31790705,6.726826724,6.844936059,7.506752117,3.626461017,6.105320929,5.980798446,8.265195812,5.713319279,2.88181431,6.001916849,9.180753261,6.186021722,4.130987606,5.974466407,7.316609267,6.956920073,7.794974928,2.97582226,3.043310868,6.272730152,5.158453291,6.850296258,3.517617131,7.280818053,4.163897929,4.913107174,2.943799323,3.730180599,3.371245691,5.387797919,7.409080249,8.156741526,5.394370188,7.338397722,3.647074973,3.823363644,5.391793714,3.019641287,4.776147453,6.093003868,5.136817494,5.907287431,3.32975296,9.885153047,4.819326407,7.060358842,4.501160399,5.611935914,4.895100215,5.910804926,4.500513687,7.683664911,6.893739795,4.455354565,7.853106681,6.874626458,7.491099294,3.669414948,6.774889485,4.723675316,3.303726549,7.745607858,8.289508572,6.399187813,3.375907786,3.604675947,2.876022067,6.731608237,3.650243745,3.141111145,3.561289227,6.954942722,3.474544692,4.65910026,6.320360964,3.171115089,6.150052025,5.43547977,3.111164013,6.512369873,6.441023731,5.008589677,6.598985242,8.332313871,4.63822576,9.24706988,5.543915052,6.194413459,6.851296211,7.702971937,5.092679244,6.063796952,3.67005735,5.928601142,6.000747759,3.413654913,5.600428826,4.007753774,4.774932806,2.898455252,5.13242897,6.036788358,4.059595153,5.111584475,8.150137424,4.448882818,3.507546661,5.978810205,3.114146464,3.928775696,5.921021701,3.204367111,2.938807046,3.199174778,3.723884632,6.731176582,6.224000202,5.689621076,6.509709535,9.548122824,10.83968503,9.292064888,5.16904617,7.833241226,6.89660606,6.21290866,4.561957032,8.655086176,4.050627046,6.467562641,7.391572038,8.073675953,10.95252851,6.289520391,4.911519264,5.65721965,12.4262508,3.609000024,5.670161327,4.492960698,4.922362184,4.281727451,6.791102163,8.367039818,4.832455273,7.550610939,4.80305416
842,3.756384783,10.09669425,5.523967838,3.292667632,3.599818203,3.023989486,7.989043709,4.450433376,4.823643528,6.623203005,3.348710597,8.20313065,5.834560356,5.10348856,4.621338486,3.161147418,4.995087992,6.561013322,9.502481847,4.460734971,4.324520089,4.981873918,5.096098235,3.53889107,7.006630322,6.69696201,7.798297559,3.049251977,7.218210234,3.235357645,3.247767615,9.977684414,5.729420557,5.770494527,4.10367712,8.940985438,3.578693547,2.925951154,3.250116223,8.341228738,7.776961668,8.652001366,8.451273881,7.243282087,3.485006121,3.364743029,6.312944703,5.924802629,6.558640367,4.819052411,6.516592624,4.640460534,11.1095098,6.086479494,6.277618296,7.974019338,4.37987303,5.416206078,6.17547676,8.174394512,6.795651678,3.305085241,5.663265354,7.700330915,4.99256481,5.536158743,6.623215399,5.184078239,6.792488076,7.326743406,3.254286612,4.44420532,5.511012077,5.298909439,5.282770585,2.92102597,7.104499578,3.955956339,5.097218147,2.937933564,4.323902755,3.086836122,5.349346568,6.982018026,8.344245919,4.632095956,6.453770741,3.516856001,3.62736411,5.488016133,2.883060225,4.159778506,6.761787075,9.446878969,4.085887673,5.033485345,10.060798,5.408779082,5.36067458,3.836027522,5.439467714,5.146074519,3.65197072,3.518294408,7.95020399,6.59538896,5.544784893,6.792841518,5.498173695,6.578598887,6.376900781,8.409643813,4.171058877,3.517547571,7.515767081,8.682679072,7.415835622,3.19097304,3.685359099,2.922884784,6.717290581,3.385844763,3.289155339,3.721619079,5.441227425,3.367696953,5.41092681,6.12511309,3.012635791,7.42130005,5.992486756,2.970540745,7.018908182,4.706425825,5.336949696,6.763755997,8.016171192,4.850016823,9.675503338,5.524085885,5.750803266,7.432971408,6.831594288,4.883391231,5.108064008,3.655958652,9.955913694,6.452369703,5.382173985,4.535815473,3.810481518,4.996874961,3.305588089,5.465080588,5.64101593,5.187861585,6.170686416,6.980084215,5.746056136,4.908011304,6.93464346,3.002452279,4.046279235,5.598260636,3.261287926,2.802006877,3.246196366,3.867907904,7.713757044,7.482382694,8.506606496,5.816115697,9.187146194,9.922913903,9.406510343,5.493881096,7.935950136,5.538551529,6.502002476,5.614959611,7.811146134,4.078348409,6.175346854,6.64535444,6.793011458,7.536145697,5.216951256,4.468419457,5.530783276,11.60546674,3.476790324,5.607301978,4.400400134,7.456399163,4.92216262,8.09091148,7.898449624,5.111080257,6.427026717,5.037923255
1036,3.553034052,9.841872196,5.746473112,3.291651584,3.879853372,4.070956202,7.562470231,4.611460728,5.112599858,7.86735416,3.396572642,8.591904534,5.06906865,5.636848945,5.85412267,3.210811036,5.374959994,6.371954737,8.976742845,6.100086257,4.528949209,5.16880844,9.138049731,3.976687963,7.477766788,6.008412379,7.434920358,3.126121049,6.634156303,3.356160573,3.239858665,10.41689891,6.845163444,7.780036279,5.838130097,8.018670692,3.851684619,3.183359151,3.792455308,8.182850925,7.083389565,8.056066277,8.693397943,8.944265506,3.585005725,3.340250544,5.435161041,5.83249178,6.326595164,4.878993478,6.843222574,4.415826856,10.59721818,6.018180479,6.20317726,7.396786759,5.426680525,6.67560983,5.166121239,7.621929118,6.748430272,3.059848936,6.305627191,7.819907369,4.519884201,4.177215735,5.407265689,5.106022928,6.212005449,7.372449826,3.131619616,2.968405592,5.644958549,4.626056563,4.9886651,5.117664342,6.516092184,4.845373852,5.376878399,3.09215821,3.736213318,3.339300641,4.531575407,7.071452379,8.746676174,4.407720548,8.373004374,3.592521024,3.685690385,5.838722096,2.967680538,4.861318577,6.985654352,6.525772885,4.287474259,3.708618213,9.650247581,5.199621577,5.022779412,4.594765609,6.107660077,5.744156331,5.597478835,4.2784133,6.253942388,6.555289141,3.847804904,6.762341686,6.88114104,7.460453147,5.428093043,7.186537447,4.354335887,3.922448117,7.850983216,7.133890213,5.806486197,3.36894374,3.968624523,3.018718057,4.3491955,3.313262539,3.426710977,3.991316312,5.62223183,3.711996368,6.446950759,4.908229971,3.119714515,6.760975615,5.673330752,2.998053908,6.948919609,5.24037705,5.834456583,7.539779916,8.578477847,4.978077702,9.410526918,4.908162523,5.809662655,6.343947845,6.407047026,4.669853806,6.967560583,3.643833625,7.688510502,6.639279869,3.791486251,5.239438433,4.679127192,6.223798456,3.347239363,5.153789197,6.838693151,5.174666369,6.976938844,7.788655115,3.999131312,3.596325245,5.424857234,3.068966182,4.032191217,7.218653247,3.211278313,3.112077537,3.233738883,3.615676442,8.308891699,4.193275536,7.375097117,6.589255787,9.721714504,9.686207586,9.618678429,5.821599418,8.307581057,4.198296052,5.973357278,5.455841661,7.95837624,5.198729188,4.795494138,6.422368435,8.43612299,7.935768357,3.824894081,6.021814484,5.277024843,12.30927456,3.796923851,6.526285025,5.199460877,4.459160423,5.467087325,9.134230925,8.046573504,5.672710953,6.071299173,4.699640968
912,3.749514095,10.12404746,7.387828677,3.123871169,3.466990899,3.59214402,8.597475652,5.864241792,4.645212811,7.760411849,3.347859091,7.984528154,5.940891643,4.702441688,6.288053007,3.157700346,5.1945633,5.388353301,9.650207912,6.336326352,4.60061541,5.116838572,5.365124034,3.872747859,5.29034543,6.310700557,8.353258842,2.993957393,6.854203157,3.253125555,3.487243883,10.62386497,6.073668926,5.44540504,4.852554559,9.658043863,3.858687445,2.831156547,3.33978165,10.33572686,7.295097962,9.815077367,8.669585036,7.141157776,3.358993992,3.401953023,6.019965126,6.313050887,7.343852855,6.307377881,7.064795383,4.610369753,10.74081507,6.756538508,6.13814944,7.550027959,3.873474528,5.31368409,6.473088489,9.95260627,6.236086912,2.9458636,7.19921118,4.069291923,5.239142523,5.032038831,5.944259965,6.523577748,8.393329178,7.415657965,3.152673223,3.136102311,7.070965699,5.030070494,5.523262107,6.075203614,6.389638297,5.948772602,4.475667264,2.936751148,3.898487451,3.470752573,5.206699612,6.868662634,9.691167159,5.256811628,6.585709515,3.66260623,3.476091914,6.392623487,2.887990404,4.225865971,6.595544898,4.37785577,4.347318719,5.003651554,8.663015991,5.640787841,6.342301775,4.023101193,5.57073068,6.071790813,4.957785591,4.454029015,7.397294686,6.505241081,5.039089063,6.400646123,6.28019235,7.310564247,8.210783396,9.543477103,3.7694539,3.616029393,7.727880995,7.205237523,8.313303786,3.261479045,3.586098858,2.849630733,6.419915957,3.187797566,3.442123692,3.753593205,6.277219849,3.437655189,6.624046988,5.674473327,3.073081798,6.87228344,6.01609228,3.014692735,6.781171984,4.999715599,4.995551525,7.163253949,9.31082493,5.558719766,9.90413064,5.830292272,6.134224187,7.107604211,6.344822246,4.923145197,5.870756681,3.713041491,6.25837079,8.255772451,3.689741672,6.544387657,4.206115908,4.924032933,3.29974226,5.176107544,7.012925924,6.811487,6.318296621,7.692654341,5.929565801,3.723876822,5.069502378,3.205879289,3.780295756,7.506909705,6.337523092,2.979425631,3.259474908,4.352800353,6.772817946,3.839366815,4.418973881,7.844077127,9.728753207,11.71742698,9.332506054,5.458210713,7.878449398,3.737426434,6.261930055,5.45385374,7.444119488,6.048499513,5.673357173,7.511386153,7.782359293,9.600718843,4.282495025,4.60381229,5.447084488,12.00994477,3.267869241,6.17459079,4.84144524,5.756313922,4.268050635,7.644804672,7.237142988,5.188121708,5.38188721,4.761019659
912,3.577840922,10.15625871,6.746087103,3.036085052,3.562617425,3.167133125,7.361680923,6.335011641,4.585175285,6.91604126,3.390169612,7.151359115,6.795046691,4.547319958,5.907339148,3.179770017,5.829212893,5.491728713,8.490530808,5.939396457,4.497989455,4.583182529,5.961198225,3.48902449,3.98747637,5.834110394,8.670018222,3.166804386,7.049287213,3.374503442,3.363980584,10.38757063,6.000474766,6.169609589,4.086468965,8.79622175,3.829658289,2.890483053,3.113990733,9.765087158,7.702130613,9.188140427,7.722208111,7.138852206,3.292204081,3.325808167,5.632890059,5.913967061,7.037438871,5.194830633,7.380774806,3.811354211,10.58822362,6.406439886,5.921287355,6.945961536,4.786355087,5.073188552,7.231125064,9.463302223,6.365913367,2.864013331,6.843048572,5.062531554,4.296276581,5.382461759,5.250592339,4.865280089,7.302113286,7.920498244,3.467166451,3.141583619,5.72997852,5.61931807,5.494425069,3.443304401,5.836989657,6.360046799,5.080447047,2.848331336,4.078311921,3.28744664,4.85297186,6.431721263,9.443775225,5.491865448,5.950910388,3.605103737,3.70366684,6.892133008,3.036617845,4.124433101,6.871862854,8.773121897,4.149239163,4.396777876,9.843883108,5.142528881,6.651669697,3.86315018,4.972063897,5.757923634,3.655701037,3.524818826,8.601867566,6.895394631,4.240270767,7.438901219,5.567363119,7.526275114,8.529419234,9.740920036,4.050954463,3.798468439,8.63048533,7.745213102,9.30444491,3.619695875,3.879929353,2.956775474,6.825378276,3.434354493,3.471255713,3.980014551,5.531034672,3.716596455,6.534648293,5.388884171,2.97463051,7.488408846,5.671319157,3.193018898,5.460588879,4.274773263,4.509456328,6.023038062,9.435556834,4.832536495,10.10377987,5.511079901,5.273984215,6.31733753,5.604908121,4.017235921,4.851101825,3.786634566,8.264926464,5.574515113,3.500974473,5.911251349,4.430124669,4.814650229,3.010601177,5.175247246,5.874605072,6.909855188,6.01426588,6.625737934,4.421043813,3.581317831,5.916778701,3.110203864,4.835837523,6.825709683,3.963909518,2.947591015,3.125694715,3.752783041,8.156251614,5.912215795,8.642982749,7.646993153,10.35714536,11.48459589,9.794712328,5.430370365,8.274194566,3.986143933,6.390270524,4.912292923,8.287652078,5.426143802,5.868645209,5.955142504,7.293417482,9.071069498,7.559843841,4.943458909,6.170171412,11.77807743,3.511338615,6.405296785,4.718697062,6.230048003,4.444722352,8.011265822,6.706175274,5.058641664,4.895740382,4.598319936
643,3.745845706,9.0004966,6.324529565,3.154294781,3.493420482,4.265622057,8.174337665,6.21243731,4.026273861,6.637750645,3.364294188,8.189529755,5.273984927,5.440059467,7.282105561,3.089686622,4.919705337,5.498812694,8.860095235,4.901993308,4.231665783,4.634318522,5.018377297,3.613064949,7.249009838,6.806489442,8.291176602,3.015151458,6.449330539,3.212606366,3.072419031,10.16479141,7.072638025,5.991901955,4.981879404,9.185518063,3.615501112,2.792111902,3.570770744,9.408582027,7.170677096,8.63285967,7.742257311,7.592927006,3.356203971,3.588021464,6.466274284,6.374686372,6.125678163,4.469653492,6.796271366,4.148684796,12.22778955,3.520081858,7.150416989,8.276218706,5.289678121,5.294973908,5.702281667,8.369510287,6.1269431,3.784550282,6.971396905,4.698656665,3.926407575,3.62939809,6.022580654,5.653987924,7.068093844,7.73075143,3.144877431,3.935670806,7.292777706,5.365266768,3.322427171,3.007037022,7.282016736,5.241715542,4.806789922,2.87197318,3.900018614,3.277505357,4.90077046,7.415929856,9.804742845,4.492778234,7.52473742,3.752894593,3.750526879,5.961337524,3.040458295,4.022760282,4.74888013,9.431348394,5.394461386,5.259457236,10.19595277,5.50237671,5.446005978,4.296771308,5.050958614,5.435906878,6.084873576,4.084586044,7.440560878,6.253778828,3.665281044,7.718241559,6.416026533,6.974085352,3.142858837,9.476185014,4.369809914,3.310785553,8.103152357,8.442112426,8.145401697,3.317709873,3.725650524,3.003340161,8.710179824,3.672050627,3.089840473,3.74345488,6.417025023,3.400067955,5.779686597,5.979506924,3.259437552,6.306540557,5.627545684,3.087345807,5.964698156,4.91808991,5.373002515,6.012353443,8.542054857,5.128719669,9.902239851,5.647088811,6.58630506,5.950947843,6.739343049,4.547728859,5.966336989,3.718215947,10.46800386,6.280317682,3.517474404,5.884744953,3.843125653,4.186116961,3.134658504,5.167433307,7.707252851,5.800224817,5.532999102,7.351975648,5.255010267,3.74506422,7.396732939,2.92518687,4.365022282,6.147798981,3.010470739,2.937483739,3.196777251,4.958677934,7.585674677,6.215623052,7.784599204,7.760497737,9.873418578,10.92002531,9.258833265,5.36179442,7.57459884,4.295579082,6.512780843,5.358072054,8.2790582,5.235610221,6.505378602,6.061663883,6.765823082,9.479192,8.691599451,4.307881599,4.104923905,11.35908853,3.337163453,5.93715279,4.408815355,7.624915349,4.308565122,4.290598966,8.244557645,5.268356669,6.740871874,4.902959546
453,3.516756353,10.38902103,7.471518443,3.228791393,3.639268054,2.978556944,10.26761439,4.532641645,4.588911088,6.881746642,3.275182618,8.165227817,4.886215023,5.161177717,6.978550834,3.107986135,4.818514501,6.333251593,9.669028202,4.924831165,4.579877769,5.402591847,7.837860611,3.435654112,7.141520475,6.070464933,6.890841391,3.054259342,7.051228859,3.307173704,3.123800617,9.997205156,6.108075816,6.071579383,3.776900743,7.820240717,3.797619674,2.856731932,3.13411355,9.246498227,7.1735001,8.374541383,9.989239691,7.98463167,3.364993304,3.201665835,5.736077443,6.17551148,5.55434059,4.7641527,6.210593318,4.534606501,11.5273479,7.431067913,6.89924738,6.582144969,3.61859823,5.262935856,5.381808016,8.084264873,6.272356411,2.796010785,6.743136187,8.25485807,4.900208916,6.667413692,6.086824624,6.620511821,7.247438493,7.349559576,2.874789658,2.876726484,7.034711157,4.868743444,5.378950721,3.363744835,7.625100466,3.157378086,5.476004002,2.91598794,3.574362545,3.158662844,4.784296662,6.436312126,9.07217841,5.220451693,6.508833268,4.018553205,3.810284201,6.213211633,2.875411713,5.133930494,7.694100873,5.913931098,4.411476076,6.116923898,10.23360724,5.131438442,4.857054886,5.044245519,5.918430629,6.092318573,4.358627997,4.159435152,7.515049383,6.108356791,6.488691513,6.479633005,6.630847006,7.046747506,6.651476571,9.394396619,4.464251081,3.671177895,6.735466262,8.461367906,7.259527778,3.404565223,3.841141717,2.947074881,7.727531942,3.352665943,3.362200422,4.025424826,7.251990426,3.650065115,5.149573169,6.039318363,3.079805718,6.421948082,5.651463542,3.451732807,6.402146821,4.375233431,5.066056498,6.538728531,8.973221676,5.002561298,9.141517981,5.481466262,6.811913508,6.937913994,6.591727889,5.663059437,5.427343411,3.751063966,7.479023951,7.108524297,3.89499821,5.011041236,4.332484201,5.224506798,3.183167243,4.582358743,5.600422927,5.793917495,5.890307794,8.138363681,5.219198069,3.794336337,6.718811386,3.365585832,6.331260033,5.95351754,5.361952874,2.913306076,3.18332583,3.614517997,8.266808983,5.336045848,4.397618626,6.519003053,8.923666063,9.709767472,9.987905154,5.855830108,7.393826281,5.430310891,6.177724125,6.070263955,7.217998213,4.002725413,4.493398736,7.400225257,7.859879383,8.252659081,6.931058937,4.382599753,5.766906455,11.58969743,3.454176777,5.593126762,5.054731489,6.479451685,4.309707402,8.798655711,7.969284014,4.981039551,7.167119646,5.535952008
420,3.975624097,9.583559243,5.477316441,3.154244555,3.556285374,3.781884347,8.750090111,4.677327587,4.580149745,6.613926233,3.60648982,7.871776767,5.532294327,4.951821662,4.763745564,3.287519632,4.780507629,5.373831483,6.945198494,4.841203349,4.43428971,4.055525725,8.19237018,3.702211374,5.618642475,6.306093406,6.000452759,2.983558079,6.833909047,3.195039174,3.059968882,9.767165676,6.21680609,5.284208889,4.903289788,8.920252256,3.683724549,2.764798716,3.838417519,9.169527476,7.853344491,8.670174621,7.921042774,7.217377645,3.598699305,3.504495941,5.489252639,6.376835883,5.989928276,5.055930124,7.484742887,4.174927663,9.726117417,4.950599412,5.555154893,7.705713269,3.625496938,4.417755188,5.411356722,8.86517954,5.677886281,3.123922464,6.935253642,5.371155406,4.407259464,3.877532221,5.677787267,4.851811555,6.798015879,7.389124252,3.118422468,3.055376281,5.957890867,5.338614256,6.033770475,7.255449761,6.739974112,3.737475948,5.165619936,2.973807179,3.681207522,3.289222615,4.648150843,7.680283969,8.714468049,5.115147502,6.67075651,3.55039875,3.776815324,5.74234254,3.085687212,3.606438085,5.542825714,5.637458469,4.589101226,4.511096675,9.480988111,5.345205163,6.587693178,4.01166354,4.662161576,6.167864478,3.7659221,3.881598509,8.22146735,7.13252593,4.254965878,7.447118927,6.800567384,6.864465494,9.544001281,7.079444743,3.918376942,3.571193194,7.588697939,7.660794698,8.256586779,3.39408334,3.906576131,2.905351746,5.751587677,3.209107053,3.318364344,3.503068945,4.995233978,3.46692545,4.547299715,6.474113767,3.324682552,7.231366516,5.464033656,3.114318542,6.804107087,4.572690166,4.828909012,6.092663922,8.856817496,5.533231217,9.533741192,5.974508769,5.565449026,6.754672648,5.80997356,4.602816192,5.057209423,3.820802714,8.761157568,6.536568092,3.653161062,4.61779678,3.844698869,3.459324673,3.381127303,4.634849595,6.439188934,5.031142185,6.513305327,6.389880878,6.314318398,3.582142901,6.585784114,2.873299537,3.813562407,6.787444481,4.946150426,3.310920872,3.0419841,3.546162404,7.860234792,4.684801153,4.011794042,8.37859875,10.00746619,10.41282385,10.0166473,5.32111721,7.749457729,3.477361902,5.992363487,5.077502752,7.459973731,5.223029796,5.4189843,7.434330438,7.856949964,9.17049908,5.708270467,4.258969809,3.982504925,11.85045498,3.434264636,5.217173047,4.074034126,4.40233695,4.73257353,7.645321673,8.273797591,5.000334639,6.877871048,4.992518307
141,3.743791475,9.682584566,5.404562365,3.209279625,3.885160683,3.107692,6.678971975,6.36157277,4.310773629,6.56178577,3.484827073,7.238377331,4.820576519,3.92466012,4.784910466,3.32846799,6.37221187,6.236248548,8.867371883,4.602317714,5.114715212,4.600307107,7.04661147,3.247709242,6.396321122,5.467871805,8.08917259,3.209680179,6.359208932,3.42398863,3.28178121,9.710047783,4.796678932,4.47647466,4.533526387,8.419357164,3.880610474,3.026013595,3.03115767,8.881090803,6.653740888,9.178762704,6.659980763,7.337752278,3.704527426,3.616801658,5.875019514,6.02722518,6.525912285,4.334645238,5.825406034,3.994605149,10.98823368,5.414947507,6.030685993,7.240534567,4.847078953,4.844269589,4.72330441,7.775816515,6.121712936,3.380032682,5.526367897,6.580222333,4.140928508,6.742365363,5.411894578,5.028308261,6.392540033,7.131965103,3.251192284,3.544413482,5.673798068,4.872948741,4.511554697,5.272526991,6.227979722,3.850068249,5.108069753,2.943376186,4.656064305,3.319433705,4.351951528,5.989378214,8.110349807,5.052645491,5.729468999,3.516310682,3.62123775,5.524822651,3.122027142,4.327446974,4.258533831,4.995614405,4.468551956,5.512157409,9.502111284,4.763589465,5.295896843,4.0474691,4.951943288,4.276221263,3.60684017,4.318100743,7.932354173,5.216917075,3.611286799,6.149626814,5.322734812,6.999046643,3.821255288,5.723097198,4.399083219,3.479941073,7.662632088,7.814305709,7.222806987,3.278746348,3.713400885,3.0775523,5.910372181,3.397756093,3.698386107,4.277993229,4.923573765,3.472721327,5.747551133,4.65489165,3.258085784,6.283748262,5.439018063,3.440223497,6.00797682,4.012164499,4.524811176,7.183527712,7.576152156,4.497925397,8.660578745,4.951495854,5.425220258,6.341776824,7.525131139,4.432103342,4.921189,4.180773745,6.175765922,4.661216284,3.428041017,4.751610967,4.396534884,4.273325089,3.215367544,4.859182902,5.058573628,4.589462567,5.314647823,5.534515197,4.264211061,4.813678848,5.370019656,3.27498293,7.934530086,5.557565601,5.160275687,3.221445076,3.147981992,4.060317443,7.237639302,5.720412842,8.095850588,6.776449198,9.84734787,10.9454784,9.29474918,5.323474834,7.994165056,5.820560744,6.435701287,4.825747332,8.420809499,3.833737103,5.717852627,5.458198946,6.300610209,10.35688338,4.877547292,4.616602012,4.263697017,12.60488528,3.564987341,5.376102464,4.973403527,5.987012144,4.410359217,9.033460811,6.866607988,4.746050804,4.572478424,4.70090807
195,3.493030964,11.39580436,6.069161439,3.31311069,3.677322963,4.136329843,8.249547368,5.957153598,4.467196309,7.168612903,3.337005521,7.8859446,5.603322421,4.894101305,6.167132972,3.147662366,5.576304765,6.129502509,7.817943027,5.2335638,4.828005316,4.64778854,5.430187341,3.338557677,5.910657368,6.377240456,8.804280037,3.04015826,7.999721275,3.299612456,3.211667026,10.20401868,6.496893021,5.645435914,4.373804275,8.868324651,3.56431989,2.813473063,3.567125868,9.074899942,7.613320173,8.956333614,9.214342691,7.066499508,3.27650995,3.352398971,6.479628811,6.325210053,6.732660367,5.425412877,6.856275248,4.175262629,10.90000037,5.461678151,5.409272316,7.682119016,4.302804009,5.43229976,6.202504847,8.133030551,6.814438324,3.217131029,7.333366121,5.050579222,5.837456432,4.93115139,6.112096154,6.095757247,6.909270156,6.921961758,3.057384957,4.118528295,6.319248044,5.268459332,5.62849538,5.008270285,6.404199044,5.337909584,4.508878109,2.86201327,3.869495384,3.539078565,5.259280649,6.403208541,8.904865007,4.837585589,6.72914274,3.694620594,3.690501269,5.459197453,3.021205186,4.123310282,6.117882915,8.182845016,5.364565112,4.051021532,10.27615437,5.786181869,4.84134081,4.5673731,5.665981655,4.673571653,3.757582182,4.139299187,7.299633136,7.917766225,3.676545418,6.64810969,6.873329674,6.909615528,4.908279913,8.594374497,3.988059412,3.606318454,7.87033057,8.456662732,8.237901688,3.311456062,3.668005788,2.808761055,8.544290011,3.339221658,3.697876117,3.521162374,6.438638446,3.455608668,5.623119707,6.325175048,3.012550376,6.639161717,5.722455372,2.924437949,6.772171786,4.905571734,4.878674556,7.097915903,8.220170464,5.236651611,9.062716157,5.630763926,6.466439468,6.841478545,7.027573643,4.802504631,5.572629341,3.98460212,11.06997825,6.307598288,3.624814862,5.091979595,3.994815825,5.922144015,3.243458609,4.804232468,5.792983963,5.036523275,5.653924092,7.23079183,5.534650311,3.744273378,7.368384298,5.756920713,6.023274665,6.755000522,3.025355712,3.02277281,3.32274375,3.573326594,8.204389202,6.166258875,6.673102754,7.276362561,9.328675475,11.11045639,8.823397369,6.192951347,7.828520718,4.752302237,7.05514207,5.115456315,7.573961471,4.483645806,5.724572035,8.09456678,8.070840278,11.46779732,5.665882471,4.612091761,6.060438009,11.96057276,3.408435481,5.293911647,4.250004293,7.027428193,4.309025114,8.455139683,7.426203832,4.887859176,6.352314505,4.354497449
