"response","PTCH2","FBN2","C19orf42","RIC8B","HSP90B1","MAZ","NDUFA10","GALNT12","HOXA4","ZFP36L2","PTCD2","NAT11","PACS1","LIMCH1","DCXR","CPLX2","M6PRBP1","FNDC3B","FNDC3A","EPHX1","B3GALT4","SAPS1","EXO1","ANAPC10","CXorf45","PRDX6","MAP3K12","RAB38","NYX","SPINK1","NRIP1","SLC41A3","X41338","SEC16A","DCP1A","NDRG4","MLNR","TSGA14","SPCS3","COL6A3","PGM3","ABBA.1","TESC","RGS5","CADM3","CNOT1","OR7C1","MTFR1","HMBS","RBM15B","CYP2A13","UPK1A","IPP","PCGF3","ATG9A","ETV5","FER","ARD1A","GOSR1","CDH3","MYO1C","SPARC","C19orf10","VPS13A","TRIM36","SF1","PDX1","MED13L","HIST1H2BM","MARK3","ETV3","EMR3","KCTD9","CSTF1","PRR14","HABP2","CLMN","LAMB3","DIXDC1","COL11A1","PCNA","HPN","MDN1","FAT","H2AFX","AR","PYY","BCAP29","CNN2","RUVBL1","MXD4","PPP1R16B","MMP9","CRYL1","CARD14","GDF15","FNDC4","PBK","ORM1","PCM1","EPB41L4A","TGM3","SNX26","PIR","RPA4","ACTR3B","SMCHD1","RUNX1","B3GALT1","NOLC1","BANK1","FLG","CEBPB","AQP4","FAM117A","TRMT5","NUMA1","TCTA","WBP2","SCRIB","ABCC1","MAP9","C17orf81","IGSF2","NDN","CRYGA","ANKFY1","GNL3L","CEL","COL9A1","APOL3","C14orf130","COL1A1","NDUFB1","TRRAP","TNFRSF21","TCF25","C19orf53","NRL","CLDN10","SEPHS1","MCPH1","ZNF140","RPE","PKN1","NARFL","TCEB2","HMGA1","PTPN9","EGR3","SLC5A7","NEUROD4","NME5","TCF3","HLA.F","TCTN3","QSOX1","CLIC2","CLOCK","MACROD1","PGR","RET","EIF4H","FGF6","SIKE","NDUFS8","PLAGL2","SLC31A1","CDK4","ZNF189","RHBDD3","CTPS2","PIGA","HOXC10","C1orf41","FAM18B","PPEF1","AYTL2","FNTB","MCM7","CCL4","TCERG1","LSM7","HTR4","TMEM185B","EIF4G1","SIAH1","RELN","OTOF","BRD9","GAL3ST1","SLC38A6","LY6G5C","THBS2","CEP110","PRKAR2A","STAU2","AMT","BBS1","NPTX2"
1442,3.93031721,4.447419386,7.79699037,4.655042816,9.522879367,5.179554245,8.785475916,4.83000729,4.012014758,4.249176834,5.543289471,4.549447564,4.342678174,4.363802706,6.904879887,3.317792388,5.356513762,8.10523907,5.268648505,6.179835152,4.648639221,5.406678751,5.126412081,5.5738494,4.23292121,10.34978402,5.083648935,3.775199935,3.552176561,3.257746781,7.044947026,5.906245356,7.177207825,6.175128439,5.833683354,4.162135132,3.170835381,4.064482934,7.105315493,9.107225538,4.659973906,4.096352434,3.345162516,4.351253745,3.545808784,5.895174842,3.149384622,6.053435241,6.90110148,6.895489397,3.832871283,3.518160755,4.568921342,4.668987099,4.875882342,4.467028599,4.861959713,5.932702803,6.06877959,6.219895826,5.714834423,8.884126165,6.748295338,4.234352308,3.394064756,6.083499129,3.539913828,5.459435871,3.641306173,5.614045459,3.580624315,3.243028671,4.563084991,5.001547358,6.014758956,3.484452438,4.809221446,4.352452315,3.851062067,6.653950434,8.412658481,4.830711033,5.494274291,7.82936089,5.431968472,3.902532354,3.35186973,4.234189582,5.765832387,7.694055801,4.91950777,3.880135311,6.643461098,3.850792698,3.499143099,3.943771159,4.460120886,6.803907813,3.344146477,6.053974754,3.340319961,3.6005173,4.198872439,3.867180594,3.103987277,4.213491996,5.192281525,3.741932801,3.380593835,6.948417764,3.079793188,2.840284654,9.290894069,3.153625628,6.270499229,9.130369145,3.691410532,5.645118128,4.664630111,8.737586215,5.559730785,5.221715142,6.888707859,3.383997692,5.932151661,3.36201336,3.776186116,4.018297316,3.754152911,3.38719985,4.317802184,5.969684604,7.205246324,9.985992422,5.361292447,6.841274864,6.982756537,9.30976665,3.507719646,5.679988797,5.966980722,3.489468012,4.623287191,5.666565779,4.788829928,4.916184714,7.868222242,6.344696977,5.059450255,3.418169684,3.405159775,3.896633959,4.375042481,4.821277577,7.476955791,6.472980568,4.348711272,4.325817498,5.707360712,4.614701645,3.225778027,3.471099517,8.896432467,3.867188985,3.738230316,8.186096402,4.706988642,5.437518425,9.091211478,4.36668653,3.372621062,4.540408676,4.375040757,3.625833452,7.272237648,4.692806178,3.668379715,4.957586972,4.161321362,6.818719081,4.914169495,7.622316854,6.546479199,3.597662619,6.805412865,7.026625762,4.910730737,4.442945647,2.958765979,5.452592287,3.623913073,3.738840843,3.284855581,7.752476304,3.619918482,5.519807194,5.681814891,5.412181913,6.892261902,4.71667191
192,3.841315949,3.944124461,7.726884189,5.357168323,9.227301878,5.172670288,8.168382907,5.474668709,5.688466322,5.032166661,5.040484717,4.788248961,4.975031894,3.896028291,6.632539213,3.630252792,5.929202955,7.249843467,5.235545219,7.248624255,5.576101513,4.519172509,4.64256869,4.8383701,4.909324824,10.18049636,5.444759122,5.881138612,3.54276645,3.45132734,7.869467803,6.209192598,7.161093123,6.590241412,6.204390993,3.87117458,2.991749751,3.976378475,3.949688523,7.998595508,3.698896341,4.06801969,3.513474009,5.443618554,3.503123552,5.658140209,3.116722786,5.014174431,6.202560146,6.886814408,3.887759074,3.359448909,5.040296745,4.785626872,5.209778181,5.58393907,4.887183701,6.759846237,5.678924816,5.839974353,5.620740789,7.703491324,6.679832384,4.121474391,3.968995688,6.22446941,3.533197228,5.736041201,3.585652216,6.230336256,3.140982319,2.898839656,4.232574192,5.542140843,6.377703952,3.275217437,4.780931382,5.576566921,4.117035544,3.012750351,7.719321028,3.729258106,4.818693242,6.416363822,4.850560093,5.46700471,3.364445286,4.070522584,4.60570659,7.527485597,4.810435623,5.064654625,5.22639955,4.104218011,3.55393063,4.667557706,4.143011793,5.871838419,3.046783969,6.11874832,3.680174172,3.665297962,4.101353302,4.720595914,2.899140595,5.369805389,5.463352868,3.66180908,3.087447949,6.56188585,5.217673173,2.893677961,9.12345459,3.233547563,5.466517261,8.972555219,4.551652647,6.396090861,5.27948292,7.334541041,5.600077596,4.728087625,4.144068651,3.554811548,4.381559321,3.689637071,4.059555547,4.419629001,4.016821037,4.53578202,5.107173007,6.048472905,6.222593578,9.219690847,5.290401541,7.956998391,6.509966563,9.220270561,3.48006364,10.11266889,6.442870621,3.303139141,6.288303144,4.594557424,4.932079463,5.331540239,7.394258309,6.891557245,5.611644878,3.710020974,3.238805451,3.683985881,7.762406169,4.51726125,8.791400499,7.322494838,6.845067037,4.003572468,4.899840177,4.459436247,3.212816658,3.589577203,8.206090265,3.928239861,3.845612174,7.848483975,5.459146662,4.402547481,8.791950498,5.258737533,3.545073702,5.386757021,4.796540218,3.380790524,7.835408682,5.960873733,3.146362332,5.670166515,4.536546394,6.138348055,4.777598765,7.525440279,7.134029077,3.381171276,5.626043302,6.792741054,5.955403013,3.924720822,3.072839326,5.530637679,3.38578303,5.402124957,3.805835368,4.751136619,3.901986497,5.542846491,5.01389017,5.322026741,7.366800301,6.917116633
194,4.072121643,3.862403534,8.466776126,5.416398358,9.216429565,4.820624624,9.096406004,7.586429226,3.427214746,5.014876242,5.346744471,4.571915669,4.166256729,5.533115699,7.886790783,3.413879419,6.444056407,7.606982115,5.531256631,7.969052444,4.503515329,5.274133697,5.633140248,5.391768022,4.922605271,10.11576363,4.944320741,5.559243805,3.314266114,3.292300988,8.608811363,6.669376884,7.100596096,7.516727744,6.573208232,4.466426523,3.023006579,4.020869082,4.676454491,9.083688047,4.108325043,3.789722976,3.525485324,6.295061238,3.567854675,6.317684069,3.315470783,6.051982722,6.167254584,6.763681951,3.801979553,3.493231112,5.354977318,4.83045244,5.313522182,3.84261295,4.539494305,6.722136489,5.804504665,5.625738938,5.419612415,7.935091204,7.030256098,4.794298455,4.266699912,5.860260087,3.251868386,5.40356132,3.708162675,6.309178782,3.388215067,3.019940531,4.880135778,5.792573664,5.293088506,3.542005483,5.001231902,5.764177104,5.371008599,3.489874291,8.502397592,3.682217197,4.922473434,6.996889525,5.0771756,5.118191776,3.197560772,4.401231093,4.856365969,8.725100664,5.438999668,5.653508898,3.968468084,5.236869227,3.415839489,4.428476723,4.167327331,7.718224415,2.972508154,6.402668347,3.617979563,3.446705095,3.88126233,6.079436768,3.047011217,5.740979926,4.878072809,3.733849379,3.25275796,6.756427033,4.771032498,2.9401952,9.112153757,3.011961373,6.279094768,9.483306542,3.380903189,7.225865236,4.899229952,7.019270539,5.241165045,6.002199528,4.239892308,3.237114534,4.711179306,3.637254144,4.259886472,4.363083624,8.128146973,4.565671215,5.193486859,6.986172236,6.079549562,10.18269001,5.789755407,5.936974666,6.868050948,10.37182688,3.266985795,9.40733831,6.658090947,3.321125469,5.662323828,5.450926792,4.591963183,4.759290768,8.07863849,5.430220016,5.395925656,5.754934485,3.169955882,3.546671715,9.616894629,4.736198244,7.527394676,7.251618351,5.647073875,4.032435068,7.368070383,5.672337824,3.26747595,3.928668183,8.661536524,3.838034758,3.924991864,8.333673076,5.240972816,6.157296199,8.800481281,6.044014999,3.473314093,5.759221776,4.98562986,3.4733022,8.36251535,6.432296956,3.171566845,6.744708112,4.168387804,6.941717404,6.497563041,7.413370196,7.462209433,3.371092377,6.4934531,6.922091464,5.091513835,4.744757172,3.061087674,5.347615557,3.671262676,4.726753044,3.501313253,4.451505563,5.378151288,5.562562579,5.615153758,4.716077892,7.73654624,6.416068425
238,3.845999628,2.876018131,8.050106711,5.286935172,9.820036158,4.66828654,8.874084107,4.576002414,3.992393743,4.86958283,4.595626389,4.419339802,4.49959374,3.88739188,7.624873081,3.611056326,6.907418738,9.026794927,5.499068871,6.100351466,5.013555423,5.105309897,5.777638191,7.086078709,5.591469501,10.76638049,5.125817506,3.729032449,3.432578473,3.178057682,7.764479642,6.80619667,7.447604146,6.567054128,5.900677422,4.171394437,2.966538896,3.632353716,6.279828754,9.800749152,6.135816357,3.421143744,3.268193021,7.517549253,3.457446011,6.330008968,3.212059791,6.190130307,6.208657229,6.19669862,3.374947793,3.474131844,5.558296333,4.863082577,5.182321907,4.123352755,4.734755921,7.281691091,6.56562671,6.548685999,5.601447884,9.944842775,7.749038136,4.21893418,3.00702624,5.725114293,3.391545293,5.96782563,3.517069816,6.426633438,3.399248975,3.03194867,5.287980465,5.384427402,6.027523362,3.259934013,4.3982167,6.197595865,3.920664241,8.02597255,7.857557642,4.877546262,5.014021833,8.86649461,5.303160885,4.712939929,3.077618632,4.638579756,5.717810382,8.173942268,4.830422652,5.236187955,8.097370715,4.885390847,3.211365809,3.532956787,4.219518482,7.928346411,2.871379442,6.176178781,4.009589457,3.485516599,3.908048698,5.936310391,2.810692534,5.467503686,6.129432703,3.718282537,3.189866173,6.898625096,4.0002411,2.742803858,9.471211796,3.052647646,6.56436618,9.395361022,3.56127629,7.349385582,5.139943956,7.035046906,4.997260038,5.928046261,5.100794977,3.264185571,5.68706444,3.137668336,4.927203772,4.703835788,3.064719086,3.442783065,5.818683101,6.507284604,7.69127165,9.483807414,5.785835769,7.843555274,7.13432604,9.778164681,3.289934165,8.228455711,7.131352086,3.735195908,6.935801622,6.022774672,4.572889853,4.443902295,7.132235972,6.017157406,5.202221145,5.02506959,3.1728697,3.572405099,7.051642429,4.499551164,9.239814536,7.217429862,6.363204766,5.760027622,6.005175638,5.445106056,2.814545112,3.862399372,7.616835527,3.700705658,4.284035447,7.877814146,5.365177177,5.650099747,9.140175878,6.152482759,3.436909367,5.596050044,5.603811385,3.352133028,7.930716316,6.909421518,2.974678556,6.65752715,4.517150575,7.426745522,6.608970142,7.713748025,8.466245403,3.319545889,6.595403303,8.061203066,5.756853033,3.810838031,2.85019571,5.998480938,3.444105836,5.479166954,3.561645716,8.614038155,3.549289266,5.189993271,5.236016382,4.376883034,7.201968635,6.708742493
243,3.942054738,4.773236718,7.313341018,4.446389215,9.048080383,4.888724672,8.590016692,5.372486626,4.45384583,4.145638651,4.681502982,4.976282931,4.456273314,5.541691013,7.410394804,3.356799313,6.951018746,8.510839487,6.148550593,6.847372149,4.477206365,5.097894209,5.142278794,6.302369783,4.79740931,10.38785943,5.433969573,5.931677308,3.436668086,3.414316454,8.005011974,6.269631374,7.823235929,7.649260125,6.726795756,4.807729304,2.951027197,3.785572797,6.08034392,10.26860796,6.349222772,3.550135553,3.22567184,6.961881603,3.49554241,5.743931144,3.423801205,6.150634529,6.272571697,6.969074057,3.650562924,3.675112296,4.764174977,4.767017527,5.54707103,5.059243446,5.121973094,6.48428082,5.549564719,5.849604488,5.989734206,10.55252651,7.218310023,4.587272098,3.881625579,6.038646763,3.381838902,6.894098529,3.326507528,6.549616654,3.30164076,3.080527559,6.235890062,5.972784124,5.826461787,3.456146828,5.281357307,5.27204923,4.233321399,9.114864035,8.877082637,4.945535193,6.443558485,6.83068067,5.229514598,3.825928477,3.284735866,4.4710448,6.144166388,7.966394026,5.018415163,3.877964633,4.230087447,4.671829552,3.353080715,4.547245578,4.278843029,8.100814543,3.144997666,6.881144308,3.33648395,3.603148867,3.818437947,3.316190642,2.824761258,5.622295515,6.137734462,3.748728453,3.231327986,6.858291811,4.847614825,2.843211741,9.616272537,3.081692447,6.94724213,9.510829348,3.870067503,5.862798515,5.462069483,7.554541779,6.268096766,5.599126032,4.646186227,3.369986653,6.921726824,3.334647965,4.087962921,3.881166905,3.232196344,7.388852122,4.047924342,6.857565805,8.658515285,9.646509381,6.051959828,6.34208403,7.726487186,8.93506269,3.399578865,7.480646866,7.279516501,3.570585933,5.87056932,6.358948264,4.257450286,4.775768701,7.374771395,5.677100973,5.239399827,6.290986004,3.182386018,3.62070634,6.911364922,4.772397139,7.571342741,7.309366021,5.381451197,4.418359901,5.996168216,5.003609181,2.874158421,3.247076111,9.329533586,3.92468123,4.120166988,8.137178471,5.38118118,5.654511042,9.731348451,6.168119507,3.310338329,5.193918134,4.678632481,3.80234912,7.502150141,6.595535565,3.343619079,6.847665955,4.743611324,7.766261584,4.737962955,7.853163805,7.640936522,3.279771097,6.657012869,7.660161653,5.001926467,7.078743042,2.924913872,6.523233267,3.435695183,5.188272205,3.46625088,8.969948208,3.980631905,5.181921719,5.631074451,4.411676615,7.755233261,4.408028028
239,4.21321905,3.230832865,8.611082786,5.546012344,10.15385304,4.590702282,8.979525241,5.374074481,5.333194394,5.114298681,4.129811251,4.351551662,4.182281742,4.34774314,8.489191623,3.610508535,6.436482682,9.25347286,5.028980307,8.673835369,4.71395585,4.654812893,5.269332174,5.033549533,4.887407965,10.91535077,5.356159767,8.268531007,3.735050328,3.37586723,9.101744257,7.293259178,8.489822977,7.200482135,6.728047028,4.083875643,3.105286875,3.499407126,4.852686467,8.26359731,5.693287012,3.819970206,5.098023567,5.981553521,3.46207198,6.197488033,3.36894081,5.067144316,5.975575907,6.994449258,3.4392606,4.394485853,5.104078487,5.268907452,5.295267837,3.423537846,4.223294262,6.229187594,5.51952696,6.619612599,6.467787619,8.294235947,8.141303116,4.005304329,2.59397724,5.798705047,3.482998699,6.51281146,3.378421607,6.911928722,3.269983998,3.296725525,5.106895315,6.029775703,4.64586333,3.376360581,5.137775887,3.559880708,4.673384673,3.39867442,7.755767479,4.26243928,5.410904172,5.76374992,5.552468937,5.882481855,3.280039954,4.754022693,4.431863041,7.090150065,5.451264824,3.434936642,3.995515641,4.816695805,3.430500152,3.78037426,4.38668875,6.886667631,5.36379843,6.047344948,3.495227528,3.451251617,3.800556424,4.946586404,3.037476575,5.952698952,5.734988848,3.581974248,3.130493267,6.677076986,3.303830069,2.848105691,8.956750398,3.133661354,5.853204933,9.843208098,3.671048932,5.105901637,4.684276705,7.02921004,4.391170678,3.833175489,7.399112172,3.452452406,4.420646073,3.312788251,5.180937602,4.36404045,4.912167908,3.57653982,3.862758322,6.533988272,5.764265604,9.474040593,5.966796299,7.69389676,6.954115887,9.673337007,3.297440662,9.734916514,6.580645245,3.184331931,7.794123212,5.394068028,3.610048429,4.272013339,7.494646141,5.563328378,5.595933987,3.381420038,3.491975145,3.34412629,5.09129575,4.775096426,6.534218922,7.694540788,7.293080084,3.680227086,5.763042022,4.119552578,2.940700808,3.337784665,8.895502525,3.914407123,4.121448938,7.236118014,4.936779359,6.01609279,9.960453542,6.950573873,3.726969499,6.311236105,5.116811767,3.85201061,7.013489487,5.24169896,3.279888392,6.874343534,4.944861805,7.568567343,3.49402874,6.183072264,7.362551734,3.415445213,6.407198771,7.753169303,5.084267145,3.288259767,3.013530378,6.048166714,3.735956219,4.20614975,3.737918304,4.012735861,4.364513282,5.556820703,6.221814985,4.150320449,7.450530914,4.007095382
23,3.928111792,5.678079343,8.040336382,5.188889424,9.297139197,4.662836328,8.636681147,6.315259316,4.155192526,4.252106535,4.728175667,4.142139318,4.428610769,4.375517688,7.111907737,3.448479952,7.152819109,9.072906856,6.256802416,7.187144079,5.138763637,4.890313917,4.221899337,6.009787621,5.421263447,9.989617544,5.006848065,4.780797953,3.428002924,3.375820974,8.661030196,6.203001716,6.781655969,6.521568332,5.870728936,3.453771243,2.856358085,3.673195834,5.089644925,11.03674527,5.936341936,3.481525265,3.338611536,6.964202829,3.663900295,6.582839246,3.563658298,6.339472458,6.645994124,6.284433852,3.911849107,3.647368941,5.722223748,4.821595817,4.975955781,4.010308869,5.049837252,5.931962461,6.232797692,6.5731865,6.536922799,11.07861911,7.902162184,4.997490656,3.16668289,5.873832798,3.391175399,5.690700322,3.274597972,6.033216629,3.403577182,3.073216669,4.670444361,5.393528851,6.105370329,3.461912539,4.509646238,5.639282188,4.521844338,9.797457995,8.118406783,4.064040949,6.003111249,7.621574813,5.065509487,5.447976999,3.055340531,4.617487755,6.219053867,7.472371302,5.227280575,4.381985931,6.123325914,4.139924914,3.501219452,3.520344359,4.265603601,5.938103222,3.322112173,5.585441794,3.87142137,3.301131229,3.824994564,4.743578147,2.830648275,7.101197788,6.150573175,3.866542151,3.175159055,6.652686137,3.528455184,2.997225748,9.434856364,3.159820073,6.741430776,8.14921404,3.856900682,6.004099225,4.734182847,6.466569785,6.056450348,4.833177613,4.243854724,3.563812934,6.155650067,3.239782348,4.025526885,4.078647936,3.251914603,5.8414247,5.199366216,6.401740322,9.093277959,9.834629405,5.028560526,5.451614725,6.913543481,9.513829621,3.258225274,5.57267999,6.568149923,3.382966313,3.845995896,6.11320547,4.576165537,4.704866579,7.378461827,5.356498314,4.848568502,3.8163757,3.185930257,3.438958818,6.120025833,4.612079609,7.804166381,6.960251046,5.21218198,4.885640616,5.601471461,4.710118431,2.86409752,3.330732415,8.697375811,3.624089169,3.788778661,7.138742861,4.793326963,5.53312687,8.37291513,5.684304211,3.43439751,4.529393497,4.825043201,3.503573922,7.979316943,7.157674599,3.610600562,6.448902851,4.080833951,6.032716035,6.794854489,7.499991463,7.593697488,3.402649742,6.739689977,6.801333694,5.514344693,3.881244123,3.013797846,5.698820797,3.459138656,5.119381756,3.310380908,9.496274021,3.894463835,5.189407745,5.652108622,5.017932677,6.481438053,5.449850648
190,3.929545033,4.646635173,7.966415062,6.74933435,10.06152331,4.606723622,9.017701142,6.626199639,3.903908501,5.394999953,4.481887854,4.893848276,4.743562328,5.128295361,6.010812518,3.422683458,6.665007191,8.598289377,5.951273063,8.354344363,4.99574076,4.922836615,5.157709134,5.460003613,4.629503038,10.78240279,5.110568853,5.916107885,3.245501642,3.048284474,7.893891685,7.392405868,7.904688271,8.068544757,6.600259688,3.967547743,2.969965768,3.403046751,5.360238539,8.700078456,6.436557406,3.598305963,3.425868068,6.602334707,3.545625932,6.505781394,3.232065442,6.10246562,5.262716834,6.877523421,3.447655597,3.242993939,5.51920479,5.140604975,4.835491183,5.348818637,4.556934105,6.060584787,5.682164249,8.358468507,6.788751085,9.150982153,7.901940662,4.790993427,3.137435386,6.624397898,3.380575869,5.815159867,3.631652786,6.240344729,3.272652564,3.027546478,5.305888073,6.149624643,5.571552683,3.325980638,4.430721414,6.114548424,4.340713853,5.871047738,8.851479895,6.258000933,5.508726417,6.173283999,4.709886606,5.20683358,3.262802985,4.688163852,6.35292317,7.512559278,5.699991224,5.826131814,5.467160106,5.631360816,3.342308151,4.379688245,4.179693643,6.505810222,3.144204517,5.590222106,3.571110427,3.629781379,3.653121691,4.914245606,3.015338821,4.981431143,5.309558509,3.496940794,3.299871773,6.590060793,3.139847181,2.888728852,9.076524497,3.156840877,6.602651184,8.339939822,4.063157889,6.888932815,4.529204739,7.566677956,5.873349671,4.572319163,4.367867821,3.572792499,7.709725725,3.170099114,4.52287841,4.300751232,5.049756338,5.628763127,4.756298242,5.784995008,6.838923638,9.328482508,5.787900866,6.288260471,7.552510097,9.068708586,3.366862985,3.977210386,7.138692091,3.342979358,5.334999642,5.394920299,4.372192205,4.354770085,6.789388173,5.690756581,5.574686372,4.643510972,3.166792896,3.342300826,5.501157725,4.847149509,9.127968038,7.10884091,5.671192043,6.654345505,6.206428061,4.955216129,3.033638754,3.5205555,8.700492212,3.945531621,3.854686366,8.404294691,4.995186181,5.953865267,8.967793272,6.203707349,3.626915474,5.631385686,5.376212183,4.161319209,5.943668067,6.269128677,3.262801981,7.363306245,3.866806993,6.199219119,5.462806283,6.578028377,8.573756617,3.282086608,7.667656558,8.033524665,5.820448168,4.169653931,2.914237301,5.865606326,3.313634966,4.408153101,3.321825314,6.346690374,3.746964162,5.398901139,6.639200697,4.505310631,7.158554528,5.620361579
183,3.846080378,3.878881349,7.637732406,6.011731095,9.750902708,4.81768155,8.232572728,4.995922985,6.452720467,4.195487106,4.708158043,4.338922272,4.315544719,4.919368647,7.724701817,3.383674237,7.03531461,8.060166185,5.346469367,4.848066997,3.873505881,4.633582075,6.045385566,6.07052979,4.935397086,10.36099613,4.826481281,6.010018722,3.438828013,3.237293563,7.608346654,6.629456235,7.923807401,6.78901099,6.788704096,3.968740786,2.927635024,3.900620398,5.413587645,9.403137142,6.216961022,3.968172211,3.256147344,7.193128118,3.531635727,6.265201679,3.394660641,5.831241322,5.781016658,7.005942472,3.72674816,3.591102611,4.970912208,4.978507194,5.352682105,3.586812077,4.510675205,6.823714365,5.998865931,8.534401919,5.927477784,9.883072254,7.411745265,4.292397608,4.045510886,5.572378729,3.306239041,5.547613907,3.44217939,5.938657569,3.409552146,3.027123578,4.665390788,6.094643931,6.064788313,3.36483238,4.441007389,5.531635013,4.290058795,7.161293372,9.431542874,3.772669268,5.441101513,5.364760659,5.433358759,4.64456805,3.077618306,4.160772235,6.007540616,7.884817137,5.016778539,5.114309644,5.445570105,4.276602096,3.46660426,4.517833716,4.613610983,7.543886976,3.050592008,5.835423428,3.374373427,3.206210128,3.663553544,4.217151447,3.042566152,6.310330146,4.936265903,3.492155754,3.035658943,6.63301649,3.817676964,2.927113508,9.338115443,3.103512572,6.628854997,9.14311661,3.570309137,6.463266296,4.234045994,6.838225814,5.215126511,5.580335405,4.786154942,3.360454097,7.5015323,3.267678109,4.212647923,4.344864496,3.133404864,4.718914102,4.299096478,5.995932299,7.585044247,8.987720092,5.973142219,7.216238601,7.210146038,11.05867023,3.398334797,4.42028421,9.446135124,2.965974559,6.624408385,5.20536387,4.211947393,4.830908573,7.257239062,5.500340808,4.632644819,4.97695099,3.181552204,3.686767126,4.61732666,5.085746526,7.762650184,7.032226872,5.742892548,4.873853257,5.296058219,4.300094587,2.949491101,3.420091676,8.97183216,3.696360455,3.92547675,7.404909878,5.58624641,5.975596198,9.899356277,5.696358757,3.320023059,5.784812043,4.3061439,3.600593974,6.938454055,6.661706565,3.290497163,7.012946377,4.348488549,7.965667519,5.071755795,6.709658423,7.83381449,3.402441438,6.973210551,6.90990901,5.506153317,4.097364606,2.972338725,6.070054758,3.311071843,3.799347143,3.663877499,7.381303321,4.018483252,5.389383858,5.793107536,4.732033654,6.677439322,5.348591608
181,4.124044459,4.349974838,7.445941843,4.608794446,9.091114123,4.670119607,8.621694973,5.91152155,4.704631587,5.152337767,4.49350795,3.936084343,4.48381258,5.465653336,7.942240828,3.399018919,6.683042253,8.143833463,5.698189807,7.03153665,4.962673998,5.08881945,4.869779354,5.649347958,5.670920498,9.960637893,4.630595197,3.578817678,3.52035611,3.508287084,7.932980547,6.429428835,7.851077703,7.87609422,6.452073165,4.240204955,2.919568779,3.543658339,5.396670886,11.01637135,5.691231175,4.021666927,3.501742082,7.905538683,3.644749232,5.98870514,3.405221204,5.837333039,6.08028666,7.026805394,3.811855511,3.57095854,4.640889426,5.200374219,5.296465922,4.39562879,5.066939099,6.439129062,6.218678372,5.808467074,6.886912715,10.95782074,7.012992397,5.27746279,5.186421379,6.729313192,3.365019745,6.336630227,3.322379444,6.301705503,3.136143,2.969034082,6.371884832,5.441062369,6.084293425,3.52688663,4.520459345,4.365956739,5.165866163,10.01651502,8.582359777,4.288045964,5.90133952,8.667588889,5.00325694,4.264810094,2.951189452,4.561984525,6.584084664,7.33360443,5.437489597,4.581127814,7.652043066,5.278098188,3.610519124,3.406849215,4.436879002,7.556827134,3.011060863,6.292547722,3.541764143,3.43459807,4.025272737,5.817756388,3.024497006,6.544720286,6.245047498,3.909131508,3.315642283,6.475610866,5.064819225,2.855513533,9.445192209,2.994111524,6.528877929,8.550780129,3.490379133,6.489892783,4.474978953,7.377234497,5.490845492,4.24185197,3.915364629,3.665471247,7.55275586,3.589251329,4.295234761,4.159137152,3.648584807,3.176740943,5.658834055,6.630981389,9.201334401,9.656514552,5.538086247,7.874228791,7.168448253,8.99898004,3.224011098,7.885634659,5.727873934,3.479342265,6.087384982,5.597966033,4.06264683,4.290110838,6.894039579,5.859119759,5.239861432,6.348695066,3.201698136,3.41969766,5.644856039,4.640895823,7.861121654,6.742069051,5.655519368,5.324409115,6.495177624,5.924551395,2.966820673,3.37131217,8.644793452,3.696187338,3.98343213,7.831380702,5.317617693,6.595433695,8.092050108,6.326688417,3.317792664,5.5325885,4.967572368,3.569907629,7.268134041,6.446156079,3.578137705,7.214321937,4.216543539,6.965517893,6.555108307,8.246238706,6.323508781,3.352633483,6.196945602,7.406091834,6.012779671,4.369613187,2.962814742,6.126283511,3.350225934,4.640809019,3.415113385,9.997120116,3.974254226,5.286076586,5.715742621,4.686067667,7.071569891,5.128070492
