"response","PTCH2","FBN2","C19orf42","RIC8B","HSP90B1","MAZ","NDUFA10","GALNT12","HOXA4","ZFP36L2","PTCD2","NAT11","PACS1","LIMCH1","DCXR","CPLX2","M6PRBP1","FNDC3B","FNDC3A","EPHX1","B3GALT4","SAPS1","EXO1","ANAPC10","CXorf45","PRDX6","MAP3K12","RAB38","NYX","SPINK1","NRIP1","SLC41A3","X41338","SEC16A","DCP1A","NDRG4","MLNR","TSGA14","SPCS3","COL6A3","PGM3","ABBA.1","TESC","RGS5","CADM3","CNOT1","OR7C1","MTFR1","HMBS","RBM15B","CYP2A13","UPK1A","IPP","PCGF3","ATG9A","ETV5","FER","ARD1A","GOSR1","CDH3","MYO1C","SPARC","C19orf10","VPS13A","TRIM36","SF1","PDX1","MED13L","HIST1H2BM","MARK3","ETV3","EMR3","KCTD9","CSTF1","PRR14","HABP2","CLMN","LAMB3","DIXDC1","COL11A1","PCNA","HPN","MDN1","FAT","H2AFX","AR","PYY","BCAP29","CNN2","RUVBL1","MXD4","PPP1R16B","MMP9","CRYL1","CARD14","GDF15","FNDC4","PBK","ORM1","PCM1","EPB41L4A","TGM3","SNX26","PIR","RPA4","ACTR3B","SMCHD1","RUNX1","B3GALT1","NOLC1","BANK1","FLG","CEBPB","AQP4","FAM117A","TRMT5","NUMA1","TCTA","WBP2","SCRIB","ABCC1","MAP9","C17orf81","IGSF2","NDN","CRYGA","ANKFY1","GNL3L","CEL","COL9A1","APOL3","C14orf130","COL1A1","NDUFB1","TRRAP","TNFRSF21","TCF25","C19orf53","NRL","CLDN10","SEPHS1","MCPH1","ZNF140","RPE","PKN1","NARFL","TCEB2","HMGA1","PTPN9","EGR3","SLC5A7","NEUROD4","NME5","TCF3","HLA.F","TCTN3","QSOX1","CLIC2","CLOCK","MACROD1","PGR","RET","EIF4H","FGF6","SIKE","NDUFS8","PLAGL2","SLC31A1","CDK4","ZNF189","RHBDD3","CTPS2","PIGA","HOXC10","C1orf41","FAM18B","PPEF1","AYTL2","FNTB","MCM7","CCL4","TCERG1","LSM7","HTR4","TMEM185B","EIF4G1","SIAH1","RELN","OTOF","BRD9","GAL3ST1","SLC38A6","LY6G5C","THBS2","CEP110","PRKAR2A","STAU2","AMT","BBS1","NPTX2"
1333,4.072361783,3.281912345,8.096268135,4.855097917,8.536759683,5.08302153,7.449761248,4.684145804,4.384374832,4.662487691,4.940895853,4.525147034,4.438542765,4.392323974,9.47751557,3.865302463,6.741214835,7.360999884,5.118418507,9.074264147,5.656289228,5.328580022,3.822611479,3.430712099,4.149513165,9.637272388,5.213648175,3.125900884,3.360470038,4.772180748,6.526777049,6.274952512,5.045552046,5.846345655,6.31908607,4.062287301,3.020146946,3.932334888,4.473181411,9.393988323,3.967669369,4.268029783,3.555575153,6.139377574,3.748915028,6.313970912,3.533150165,4.709769364,6.466251129,6.648658419,4.271665056,3.69652209,5.74546589,5.153562855,5.284204935,3.961920099,3.959669477,6.955444076,5.69531645,5.609336011,6.945142399,8.401645937,5.945641099,3.954242113,3.394039759,6.306610086,3.582556522,5.639475628,3.515821571,5.603488257,3.4033616,3.199216872,4.621450059,4.965248017,6.053102087,3.43170711,4.676742856,5.07438829,3.897678012,6.444765819,7.010287353,3.959237524,5.303437404,4.761581564,5.444754447,4.906998734,3.359774489,3.864291013,4.930614633,6.437958387,5.990537248,3.91309594,7.337450681,4.631223026,3.649893367,3.741444664,4.950517364,5.4673793,4.483050749,5.880725457,3.478391927,3.393558702,4.17774009,3.624807278,3.492457615,5.595697405,4.622709513,4.089993015,3.273526714,6.673319321,4.287932289,2.925152182,9.869214182,3.196589821,6.967896149,8.187010234,3.41103624,6.685569022,5.855778126,7.800726148,5.418771265,3.377704878,7.185476322,3.430891995,4.550679157,3.512220597,3.352194196,4.967728816,3.085992835,3.245852962,5.446741436,6.419289518,7.181839242,10.71772286,5.17960542,5.986669886,7.872174453,10.85686916,3.452453538,5.000082721,7.049035888,3.244229387,5.130356575,4.540117867,5.018504646,5.582651612,7.876541302,5.505745299,4.711844963,3.488465605,3.454047973,3.538014588,4.332416727,4.747730076,7.644145862,6.323812894,4.825687463,3.997494963,5.603677163,7.094447583,2.828548027,4.51044076,8.771676751,3.871576568,4.295772297,8.977092794,4.537973367,6.204698595,8.181993124,5.63864648,3.439269733,4.229002861,4.864514613,3.538255845,6.10609036,5.229853114,3.215130067,6.757828845,3.745079714,6.362912189,4.711768205,6.364276017,8.515858858,3.433935454,5.751098301,7.323590553,5.871007021,5.83938008,3.574843409,6.336350327,3.734780517,3.754415352,4.198257678,7.740411585,4.352678065,5.29962098,4.421191781,6.576859585,6.51434084,4.035792997
1073,4.437191382,3.680871558,8.078497936,5.620524462,8.726381889,5.355133967,8.563648757,4.740057725,4.08167262,4.768652193,4.908965095,4.841814048,4.761756849,4.475188054,8.002225801,3.931555044,6.857334765,9.221846543,4.832397903,7.549449561,4.410957078,4.349226552,5.202423389,4.181699748,4.790654643,10.38359132,4.970558035,4.513493165,3.621988235,3.445793361,5.642732279,6.726928663,5.526905131,5.530028347,5.780831386,3.870383347,3.370431466,4.098643037,4.790686557,5.944366143,4.480835922,3.757248178,3.327852754,5.327366106,3.710424321,5.701123148,3.938071896,5.012343894,5.442988914,6.511378673,3.825326253,3.936471343,5.011361721,4.685088925,4.576217216,5.659618262,4.646764579,5.360639219,5.148273459,5.998133039,5.336394188,6.924909615,6.494094192,4.006791407,3.387462563,6.557210674,3.787770471,5.93133781,3.436872396,5.33916755,3.557871023,3.273250095,3.742300697,4.077070445,5.967571752,3.559142958,5.769241306,6.248222207,3.950603595,3.462411157,8.656005368,4.462800918,5.802914678,6.094786786,5.150246684,4.574636832,3.322791327,4.234947206,5.2242003,6.727761677,4.504371067,4.12950754,4.979863616,4.611005993,3.442470881,3.638330841,4.272882752,5.965118258,4.017768415,5.477988204,4.02465746,3.500422995,4.139136934,3.677188203,3.200623865,5.421822273,4.145513648,3.787209008,3.604989084,5.893638897,4.569122131,3.08416283,9.176811541,3.436775708,5.549619004,9.287043851,4.11694166,5.241224702,4.844312503,6.443905961,5.515257089,3.755055857,5.027097924,3.911809161,4.253288324,3.784048091,3.846499078,4.342781785,3.873112413,6.554066047,4.416947091,5.981558746,5.421171102,9.656043022,5.114622766,6.297888265,6.786697574,9.639326134,3.338113403,7.517764288,6.377783238,3.048479058,5.490560064,4.857529452,4.420003498,4.95943459,7.734893263,5.807397475,4.76861787,3.74072594,3.573904512,3.557518742,4.620942099,4.659595616,6.665377775,6.668531963,4.795782453,4.018124264,4.662475195,5.105435874,3.149079265,3.792503268,8.734205489,3.767840647,3.771237171,7.592480648,5.023243188,4.60727827,8.946139625,4.570292458,3.516998788,4.349797519,4.277240285,3.277158682,6.868846758,4.644542306,3.443651306,8.254069877,4.109769293,6.783549223,5.204707996,7.15354059,6.120304807,3.837747067,5.10103424,6.783428026,5.650327355,3.491852852,3.694379462,6.710479605,3.323950981,4.587683565,3.995707728,4.416315108,3.8721037,5.334556862,4.712300705,5.684574747,5.976811705,5.017096393
1073,4.324884953,3.525890545,8.333447336,4.145781209,7.881198652,5.770718529,8.571685877,5.039779028,8.754052266,4.197163289,4.230560983,4.323874313,4.21733223,3.686729516,8.00179799,3.538368584,6.473261814,7.761110484,4.968088871,7.773339053,4.581590455,4.994794249,4.193758,4.357923238,4.468047872,9.939359329,5.420642476,5.092980971,3.289628032,8.117086765,7.324972962,6.056194974,6.832475362,5.251488767,6.189263249,4.137696006,3.411338359,4.006090104,5.374377673,10.07115365,4.859039356,3.615819204,3.847251896,6.144781764,5.601967624,6.170704751,3.570400752,5.311761478,6.244587694,6.99721696,4.134611036,4.0994963,4.796951469,4.563338387,4.947653078,4.69442325,4.427576538,6.510659029,5.130234642,6.922216348,6.097304641,9.023265696,6.12351474,4.196709725,3.728563903,5.241943157,3.731510046,4.659083706,3.522362664,5.456610974,3.407119269,3.191101547,4.320306144,5.295394809,5.981613181,3.366189992,4.935236373,4.535190642,3.891231167,8.091046632,8.305256171,4.682869459,5.85510134,6.269956471,5.646884087,5.405160814,3.682451368,4.160905614,5.199916123,6.777280904,4.902703099,5.12641665,8.048380439,4.956837852,3.240010123,3.525779336,4.587548177,6.190450459,3.661295671,5.102271455,3.409064448,3.39427532,3.939756928,4.038357403,2.996637177,5.864500728,4.890116645,3.723089801,3.394593398,6.245751723,3.539926367,2.903867231,9.493213518,3.240454355,6.595522362,9.252093971,3.016095851,5.673851755,5.067047293,5.655718613,6.26203289,3.306415814,4.445410092,3.516661989,5.070452485,3.399612502,3.494352796,4.157596275,3.352592268,3.628665466,4.267892238,5.480247472,7.340619736,10.51575529,5.313025692,5.434293401,6.990163878,10.83906372,3.387267308,6.166883131,6.905783061,3.046476587,4.710850145,5.099221943,4.92529899,4.215160587,7.53085589,5.814443703,5.06242615,4.033466524,3.452567026,3.463808092,5.233428342,4.806145721,7.550192989,6.520842607,5.187480601,4.065154452,5.358058233,4.867847215,2.959188342,3.719932195,9.055169217,3.697096845,3.862417439,8.802972641,4.847859085,5.843849762,9.560209435,5.560621929,3.50027953,4.514634122,4.74603491,3.464714622,7.25252165,4.933767544,3.145599161,6.72698124,3.996260899,6.490555534,4.858000447,7.5304317,7.844399287,3.709268853,5.90051998,6.199193204,4.717892362,3.782112488,3.504776202,5.220956438,3.483934204,4.580010427,3.307948285,7.265748375,3.392012867,5.170774728,4.674510072,4.685564103,5.922336049,5.137270422
414,4.320585455,3.94758183,7.75203451,4.41586076,9.517468517,4.574174382,9.027003065,4.8828503,3.92101934,5.059005074,4.544349684,4.170569219,4.400848955,4.667792103,7.526066719,3.327395849,7.319412066,8.647578317,5.496684482,6.71979812,4.700037064,5.142011674,5.391243458,5.76839445,4.376356739,10.00121781,4.681450436,4.351024807,3.352434804,3.705853721,8.585765092,6.648627592,5.529259677,6.751624246,6.31278659,4.569919215,3.160066523,3.819295218,5.104727032,10.12327002,4.618908697,4.077622217,3.100479962,5.720977534,3.656013117,6.024811811,3.204709936,5.317112947,5.66969002,6.420621275,3.705104698,3.61795278,4.955231297,4.655919358,5.779170083,4.164921347,5.302453459,5.993898241,6.544403694,7.386452605,6.566267422,9.805232176,7.005461107,4.655976662,4.183215412,5.800905428,3.602042521,5.901523664,3.661523694,6.054836795,3.443305539,3.451732555,4.756946563,5.445043524,4.954884964,3.692578683,4.947808312,5.723498885,4.700561106,8.946961765,8.175522749,5.088833681,4.954124941,7.472765817,5.297484603,5.140961107,3.395101574,4.745529695,5.888172543,7.494908185,4.988994406,4.233467986,5.256352104,4.485668418,3.433912666,4.369996235,4.5571264,6.467899162,3.374238756,5.454771563,3.97416931,3.700011868,4.207995257,4.816352456,2.884919213,5.303838568,5.055052017,3.997970295,3.406796417,6.154500767,4.772697857,3.006894964,9.431604338,3.334933104,6.448703892,9.797490748,4.034822802,6.116942929,5.778551225,7.249919977,5.284102538,5.897405298,3.257865592,3.575140347,5.471192195,3.673281251,4.197232144,4.464059589,3.77238415,3.905076896,5.226389113,6.430963436,8.187886799,10.16821333,5.934039232,6.031227516,6.764806206,10.22568096,3.496304136,8.36868669,6.595887447,3.143894637,5.138882978,4.511088589,5.385771052,5.25563935,7.392580647,6.096765172,5.459414108,4.977662231,3.501767468,3.847184117,6.568477699,4.884209375,8.445099108,5.918223058,5.712514511,4.43999063,6.134499645,6.158042727,3.195776941,4.100692492,8.902790947,4.074432064,4.09938361,8.344550297,5.857632148,5.170080771,8.671383952,6.219588937,3.621637745,5.385179647,4.843838455,3.688752723,7.147950328,5.330000486,3.697153067,6.419222769,4.716018843,7.237187783,5.165955996,7.386767413,8.337637961,3.56898302,5.757968381,7.862394169,5.227103532,3.623976796,3.140452543,5.618515675,3.861701173,4.169588029,3.334723381,9.544367963,4.043848008,5.442237617,5.189963721,4.434086307,7.145448344,4.982553667
2096,4.300588565,5.311872321,7.685832799,5.220285915,9.334276832,5.024659658,8.602020993,5.690930351,3.985392734,5.385146594,5.072447,5.034817765,4.596282928,5.635548199,6.47714249,3.429492559,6.929906349,7.874460613,5.763858095,6.934237249,4.830799412,5.705968329,4.981760624,4.483558599,5.628816069,9.839165143,5.142294377,4.88011737,3.593411754,3.186810803,8.932481957,5.356504359,5.889753114,7.196039244,6.35239264,3.637843602,3.062738222,3.757534878,5.398577878,8.366672524,4.61719952,3.992706903,3.361783847,5.847864245,3.748558846,6.224270674,3.382423893,5.033293602,6.341995701,6.478174029,3.831028746,3.612082085,6.112279933,5.401670803,5.639936931,4.584965367,4.921794458,8.348602819,6.433675722,5.274895513,7.162309265,7.918291766,5.907301369,5.267546102,3.306153358,6.917524233,3.34618244,6.604469979,3.332064693,6.396010613,3.283562755,3.022233015,5.191000158,5.170730725,5.499708568,3.504415077,4.72689219,4.341493306,3.949235311,3.830441028,7.788976452,5.128215583,5.170997774,6.865489187,5.111250153,5.618067416,3.319898649,4.386198392,5.413010766,6.57600276,5.674960633,3.922107438,5.245546468,4.027674876,3.471011424,3.424293431,4.650372609,6.047614374,3.115970115,6.338754469,3.607433718,3.675616398,3.814212499,4.934896722,3.053918426,5.807622699,5.581578043,3.843160357,3.55769355,6.659979021,4.591951658,3.289975241,8.890048438,3.136087913,6.481928245,8.704243612,3.80892854,6.369143222,5.243008035,7.47371157,5.568044824,5.275605355,5.837393293,3.51101787,4.89688927,3.478831201,4.185632842,4.664509676,3.449802171,4.384050408,4.941715882,6.27054243,6.83903084,10.41548274,5.669712833,6.057941334,6.46001299,9.371345808,3.334347629,7.375378881,6.672928873,3.137105751,5.850239498,4.992372478,5.174695014,5.229302326,7.594880053,6.004835606,5.275407004,4.411561157,3.374564731,4.013653385,6.192180521,4.836154688,7.624791552,6.470846018,5.581885778,5.096899777,7.075924824,5.095523707,3.098006052,3.616217674,8.415974071,4.063319204,4.524120089,7.829958723,5.456554703,6.237459733,7.503749688,7.106496009,4.030954507,5.36373735,4.911698091,3.633337285,7.310067846,6.863701666,3.346523878,6.535961853,4.234489727,6.955818559,5.294955824,8.3323625,7.739052195,3.511139153,5.991627456,7.117617897,6.719726065,4.111248243,2.918503786,6.138725053,3.779393244,4.870520313,3.229922039,6.482056431,4.492493677,5.817451645,5.38929851,5.851191442,7.236417758,4.562152736
3260,3.940347385,3.146466595,7.193847617,5.205782662,9.260771117,4.944504306,8.367836501,4.049111855,6.244207171,5.081714874,5.006633404,4.600658395,4.799111134,4.534784819,6.25165721,3.505041623,6.694565761,8.202083458,5.199688818,8.347146752,4.940811191,5.324323955,5.042626431,4.732578084,4.474490849,9.962484258,5.506599353,4.066398172,3.675247035,3.345133814,8.34809799,6.58207581,6.116857921,6.700644178,6.202782218,3.974532838,3.013058526,3.807983161,4.994619477,9.420187818,4.429762749,3.740064315,3.088784843,5.415614515,3.697537332,6.046519218,3.234788786,5.381699778,5.943482429,6.757331101,3.872321677,3.454851996,4.921365633,5.102840099,5.484032824,3.86196189,4.406585857,7.313858708,5.646957128,6.09581277,6.688006509,9.314608827,7.222389866,4.795084355,2.892025973,6.244363545,3.725407138,6.640452259,3.660551871,5.621846753,3.208163496,3.093687064,5.988685033,5.472982179,5.881419087,3.320012037,4.386736895,5.54005518,4.45287452,8.440773634,8.335936983,5.504117406,5.079205617,7.847474042,5.327237119,5.807132507,3.263134353,3.884876558,6.326187247,7.948239421,5.949950909,4.373429406,5.62889459,3.668661476,3.709553994,3.606686578,4.200044435,8.092172569,3.186002825,5.838780946,3.605408982,3.423447698,4.203338891,5.719811277,2.965124513,4.757389501,4.861234414,3.831713922,3.305965146,6.615549156,4.003403303,2.980489053,9.000430752,3.269228859,6.806014014,8.921968929,4.040666143,6.895019758,5.180278115,7.930778387,5.384183639,4.98011351,3.250683843,3.863462437,4.821993373,3.398781392,4.09339822,5.169365529,3.20618553,7.056174463,6.207879861,5.882324187,7.714663719,9.051131258,5.336677484,5.719015139,6.964280841,9.476146439,3.381768418,9.659990341,6.669893263,3.242764309,4.999465551,4.903032204,5.455453277,4.882374941,7.452197495,6.253698627,5.67369252,4.995616389,3.074340921,3.740863333,5.578061787,4.557428292,7.848114672,6.330484058,5.196454748,4.492140592,6.602917995,5.238931953,3.076585005,3.43336984,8.409420331,3.854448872,3.842644022,7.304351182,5.119065548,4.990215046,9.523748104,5.672312679,3.761977648,5.609047721,4.751274454,3.3421151,6.868371849,5.985285971,3.635722105,6.722252625,4.064007716,6.614845739,5.185763035,6.905612038,6.96284483,3.298615412,5.652216637,7.753838205,5.316011747,3.785169267,2.918195665,6.061568304,3.527266159,3.844539125,3.39448062,8.488414363,4.009344447,5.362416758,5.435274372,4.550451594,7.182701377,5.447064682
2780,4.131614592,4.222810966,7.014070543,4.812219814,9.29572284,5.140194136,8.164582897,5.653329031,4.035619178,5.94439644,4.559949189,4.641036332,4.964310282,5.013687117,7.616878816,3.477869906,6.110913843,8.078821858,5.557079994,5.61769277,4.732800083,6.238390452,5.494170386,5.375781079,4.688590535,10.12481801,5.167599911,4.509465631,3.693094485,3.452742207,7.197933557,5.878040994,6.455914637,6.43498473,5.497751112,3.707196073,3.133414272,3.486828149,4.973170779,9.334631191,5.365366099,3.856158394,3.68489177,6.227458478,3.893646118,5.651817808,3.329324718,5.419160004,5.817314524,6.2003359,3.685546673,3.418904802,5.424726554,4.576028487,5.633906291,5.12085168,5.232932039,7.161796335,5.430008507,4.562114296,6.503271709,8.533392831,6.550278491,4.710940402,4.810915185,6.099652961,3.546173476,5.747804024,3.886628749,6.458954366,3.501092228,3.306401211,4.689372282,5.461672781,5.726896035,3.564325008,5.283664907,5.814771569,4.385075876,6.581469205,9.714464695,3.457803557,6.717346545,4.949191755,5.165131496,5.563997683,3.568368449,5.087324115,5.32281264,7.003559773,4.960853146,4.665265211,7.046689897,4.329316779,3.442460883,3.649447408,4.213380895,6.813065615,3.352133432,5.496092342,3.939807315,3.754932548,4.327239586,7.620788883,3.169859417,7.0224496,6.569008524,3.934123483,3.391010943,6.708931786,4.387718524,3.085660309,9.712057262,3.346262531,5.867104127,9.36445397,5.087190719,5.890368659,5.131750066,7.590181551,4.714310719,4.553468642,4.21211428,3.884939608,4.503538257,3.485563154,4.351138607,5.425108568,3.300393201,3.938010945,6.75615722,6.320986423,7.4482648,9.811740392,5.379598091,5.386456815,7.083156287,8.830535419,3.528936813,4.545971352,7.402839675,3.49104888,5.33585768,5.958792612,4.432762213,4.503359189,7.60911526,6.453238351,5.862390006,3.746809516,3.375310732,3.729032345,3.689392439,4.500757407,9.062167878,6.485611672,4.344382606,5.700295881,6.111470973,5.47785484,3.194300729,3.52426491,8.479711816,3.931219124,4.224252124,8.264268627,5.683909767,5.31765647,8.299363993,5.133119473,3.428568346,5.488752428,5.624071538,3.707068605,7.706168949,5.446288114,3.560065378,6.107831814,4.156348375,7.729366201,5.3024635,7.462858693,7.643516037,3.576320337,6.322404752,7.864938763,5.075825779,4.00469916,3.003994781,5.126601449,3.633479308,4.551498932,3.345243341,7.045163729,4.278837643,5.841784973,4.760920405,4.929709361,6.180907563,4.315723396
2259,3.823892657,4.209129816,7.635276172,4.7357566,9.450263579,4.864936119,8.294723523,5.189264908,3.847653149,5.00736336,4.226348098,4.984571352,4.684286765,5.643239562,7.060159916,3.57324395,6.692792772,8.707097892,5.326179565,8.067717291,4.990330015,5.371978924,5.125068619,6.134048198,5.51361424,9.770097548,5.387474133,4.501787509,3.563568465,3.364323981,8.047191492,5.968897722,7.167514314,7.190651196,6.088106762,4.46201305,2.983310782,3.958273478,5.858508375,10.74752532,5.633039002,3.958850037,3.066598375,7.233025402,3.511362746,6.019073333,3.214287545,4.898769646,6.401084319,6.327495356,3.746701285,3.351903555,5.336629818,5.520669391,6.090748377,4.656847728,4.669862887,6.907698825,6.033857498,6.657039918,7.001495817,10.23833505,6.821718132,4.379523135,3.341880635,6.445766593,3.224587313,5.98207523,3.639308909,6.96578358,3.242865031,3.181944005,4.874518304,5.560763482,5.446093339,3.400777961,4.856233637,4.976273141,3.966199757,9.520682937,8.165746428,5.78029135,5.450920878,7.614569893,5.268683338,4.650320451,3.032095851,4.417478232,6.589432849,6.809316451,5.803088265,5.186206902,7.446057486,4.751222448,3.38110657,4.590829495,4.524446663,7.211982138,2.910100117,5.902034539,3.596306248,3.491554412,3.951669971,6.563623041,3.174998044,4.65017909,5.747260495,4.008509152,3.129263991,6.612175923,4.630959733,3.214163459,9.048934979,3.128357984,6.815326513,8.894175428,4.014453698,6.289306212,5.903997655,6.874440912,5.021469541,6.327114838,3.667362255,3.451725765,5.558913224,3.539841077,4.507246611,5.365243136,3.30101216,5.085100902,5.481689205,6.738546177,8.964237736,10.28835441,5.11049478,6.650926832,7.222409914,9.707889998,3.236052013,7.634759435,7.316180696,3.32499946,6.061366907,4.701659062,6.342395782,4.691065857,7.455104682,6.212794844,5.468897939,5.19757232,3.114096568,3.594865136,6.304176245,4.600640135,8.955201581,6.384071889,5.237216235,4.827889541,7.018074671,5.136139244,2.857820058,3.547574019,8.736504229,3.845658016,4.29202022,8.166982858,5.557183557,5.804230892,8.76361317,5.465350672,3.425609312,5.658192629,5.173715102,3.779575094,7.499196882,6.396994314,3.669121545,7.027289985,3.972941672,6.616773171,5.885039906,7.436273614,8.038167647,3.431897336,4.896402809,7.839132169,5.896919934,4.049102048,2.943416878,5.870694606,3.451729412,4.738578131,3.042967355,8.799108268,3.898372214,5.785701196,4.483390074,4.640857661,7.239179824,4.32415527
2027,3.974650114,3.698966583,7.470130695,5.270439487,9.200485727,5.057560304,8.870248437,6.27071465,5.678173178,5.033847755,4.43891213,4.983179157,4.202445959,5.345399832,6.467986947,3.431512014,6.771818984,8.484633253,5.466743273,8.168210271,4.894803334,5.169368893,6.40806769,6.175196221,5.215560401,9.790488702,5.618487109,5.911931556,3.28426425,3.263676102,8.452149977,5.989370504,6.110583349,6.980003652,5.810864207,4.300794933,2.903025122,4.010249786,5.406051209,9.409848232,6.296776488,3.612032688,3.149148438,5.905278378,3.517458665,5.971175061,3.340417086,4.912093606,7.218867683,6.26462414,3.575738771,3.472445925,5.952398671,5.993172756,5.929418344,5.034081752,4.567218498,7.738790963,6.056915992,5.379567158,7.426993073,8.619124595,7.796161831,5.303899451,4.486137285,6.387317669,3.362136599,5.271241733,3.372465104,6.694215993,3.198692923,3.32042377,7.54997134,6.247680417,6.260551334,3.490074143,4.038354054,6.762163532,4.517600432,5.085760301,9.484202504,6.668868758,5.473472032,7.750588621,5.277994222,4.109270021,3.165465217,4.614188158,5.461035606,7.476250538,5.83881287,4.254909092,5.381199139,5.543819734,3.312269762,4.671670633,4.516560044,8.673487332,3.05682109,6.139942551,3.314393915,3.771415719,4.094843956,7.862603781,3.150752427,5.198842321,6.353034935,3.721209462,3.116348086,6.827751276,3.201826738,2.738453715,9.672500122,3.037718362,5.571801819,9.199059273,4.634238966,6.632446134,5.229967206,7.514707193,5.326876963,5.844202724,5.069137833,3.182047093,4.494328378,3.424579717,5.041051661,5.168830777,3.438611163,5.030263845,4.675406637,6.017767226,7.406805758,9.976011652,5.869727685,7.26919989,7.489147513,9.165965807,3.295263492,6.508522242,7.408561555,3.250242605,6.025318704,6.169676255,5.604875101,4.451745633,7.856418879,5.846753471,5.439279626,6.664390967,3.209575775,3.686709216,7.316884739,4.761659065,8.311952123,6.613892407,6.636472618,4.250157002,7.002678893,4.355375832,3.274789895,3.950973375,8.622202891,3.882408341,4.245345682,8.567888321,5.76123702,6.549661891,9.435117665,6.748579933,3.664377837,6.572360339,6.387460722,4.086403039,7.895580552,6.578805818,3.37212045,7.387921736,3.844065535,7.205560008,5.713751171,7.644349434,9.154337897,3.30609424,6.672538752,7.760964451,5.778643159,3.557426539,2.817952002,5.800938695,3.50193641,4.359066536,3.381181972,7.124875107,3.843156427,5.64190489,4.279074783,4.309018311,7.161770507,6.287043851
2141,3.86681548,9.356613026,7.148715824,4.800449386,9.518748471,5.36097136,8.416086599,5.140147163,6.971056625,4.274457354,5.009461489,6.770975253,4.024657122,6.785436204,6.990920991,3.414328972,6.111095066,9.313922074,6.615822459,7.750333457,5.763484208,4.941269116,4.928565361,5.330791216,4.542939749,9.937967228,5.067810659,4.34693447,3.477029065,3.13494594,8.30619008,6.440116765,5.70797507,7.651293384,6.907534172,4.404152387,2.900042576,3.800736614,5.843916069,9.152388214,4.8929777,3.814553424,3.551670012,7.173400213,3.600859918,5.705963479,3.214208529,5.004529955,5.877757241,6.385528832,3.729745613,3.495434936,5.795298626,5.270372898,5.887473229,6.542410107,5.607967557,6.671582853,6.317455123,8.895794548,6.268731876,9.438873308,6.577252015,4.881218073,4.343324807,6.889121056,3.219771631,6.237473737,3.43048637,6.230748741,3.135204192,3.171467587,4.596670566,5.784217871,6.306495223,3.365264765,4.693164691,6.500146873,4.87341088,5.113371301,8.170792298,6.418374057,5.444235531,8.151400461,4.960680928,4.74832165,3.155606836,4.231394643,5.770949653,7.883220702,5.966765501,4.295540828,5.114816547,3.951062159,3.410134551,4.37951983,4.584238272,4.767326542,3.017753805,6.093459798,3.368167256,3.399263971,3.793429471,3.324203487,2.928644963,5.605865485,5.997766195,3.674369984,3.423018552,6.563527038,3.923855085,2.822337716,8.906699889,3.102092005,7.755466471,9.19828481,4.568236456,5.452275557,5.049718787,6.876602095,6.0959399,6.503827921,4.303889977,3.467833132,4.681621363,3.239231696,4.706750201,4.361374381,4.852866737,4.451049081,3.608868652,5.818686221,7.539880588,9.048694566,6.311446499,7.308137211,7.723245344,8.917763403,3.27503552,3.311267153,7.258045516,3.230296379,6.195460372,4.789104051,5.810063512,5.323852054,7.5383224,5.250562415,5.635762064,4.768225322,3.370678894,3.823685311,6.654124759,4.755716552,8.072320236,7.147411149,6.741566251,3.721034607,7.365691015,4.854212861,2.841644099,3.4584727,8.772043586,4.006946141,4.429716785,7.706179702,6.382970269,5.352217909,10.22770319,6.009634559,4.135551483,4.674502098,4.185625886,3.709706692,7.003560116,7.290683327,3.123875431,6.60758599,4.569555495,7.159547713,3.692786707,7.178783671,7.582940518,3.401961223,6.203908041,8.3351702,6.020226146,6.872757908,2.849965681,5.165887012,4.337223353,3.623581692,3.100585349,5.477240711,4.557659899,5.807663573,6.013861554,4.58615213,7.128589416,5.061917632
