response,THAP9,LRRFIP1,SPATA6,TBX21,PPIA,NR1H3,SDC4,ASCC3,DEFB1,KCNMB4,GRHPR,CAP1,B4GALT2,BXDC2,SLC13A2,CADM3,CASC5,SLC6A6,SLIT2,MRFAP1L1,HOXC10,HOXA6,HABP2,IL21,KIF18A,CD58,EMID1,RFTN1,RPS23,EEF1G,ORM2,NCOA1,PGK1,ANKRD5,KNG1,RCAN2,SENP2,NAGLU,CGREF1,PYY,FREQ,FUBP1,SLC30A5,BRD8,SPTBN2,MYST4,KIAA0182,BPGM,MAP2K3,IL7R,CAMK2A,EFTUD1,PPP5C,DNAJB14,CSNK1G2,PPL,DKK3,DNAJC6,TSC2,EPB41L5,RPH3AL
493,3.167281386,7.022623827,4.01198781,3.233404935,11.94826803,5.534434573,8.33859848,6.583628216,6.582095455,3.066178229,7.651951019,8.879825895,4.738405471,6.062084193,3.643001252,3.505609994,2.800741254,3.315445768,4.633621317,7.268503594,3.577552031,3.20084833,3.26753753,3.23850285,5.379790158,5.300993872,6.444934495,5.741764862,12.55718695,11.86273212,3.494592799,6.811411738,8.861783793,6.426752559,3.235040584,3.963288759,6.487692123,3.689106378,4.270136605,3.256711012,4.748377753,5.876238703,5.980103135,5.581164601,3.330636004,6.481157041,7.460013991,6.001962363,5.388784344,4.30776892,3.318721667,5.688327262,4.482169585,4.981873744,6.201473205,6.854758168,3.959351893,3.309276082,5.136383357,3.514431624,3.549635689
1721,3.062973837,8.263175625,3.236168536,3.330058769,12.72531248,4.852302329,8.777813943,7.836006616,9.325382047,6.84543425,7.491552088,9.692142959,5.240646361,7.788724206,3.386433264,3.36996922,2.695174119,3.325890632,6.280410294,7.115581567,3.317330629,3.157729947,3.377556354,3.245746356,4.788499497,6.173863298,6.345354484,6.802865092,12.6412152,11.72469869,3.226147562,6.595754762,9.928042826,4.864780866,3.127073659,5.068555417,6.03374729,4.097417334,3.61269755,7.502974045,5.389756836,6.018315656,6.445591195,5.365766826,3.835912871,6.88391742,5.895557995,6.348343334,5.807126216,5.209987844,3.42378082,6.094865858,4.56299326,7.293295528,5.860406733,8.625847718,5.108186554,3.651293822,5.874824453,3.460986879,5.590617772
1249,3.006626043,7.382613209,3.984861622,3.33444993,12.53218159,5.72258993,8.427299799,6.533940047,5.484535289,5.898364002,7.041555052,10.18887464,5.031374434,6.364830377,3.485525566,3.41594004,2.810372762,3.275816748,8.81959811,7.937150455,6.791587598,3.790590914,3.521069855,3.121602284,4.359723157,5.472059753,4.54290587,7.056341853,12.73345491,12.12294598,3.47101527,6.507374019,9.716831914,4.126135074,3.486300333,5.274275768,5.350926371,4.058207797,4.060340864,3.162544533,4.21232405,5.569866268,5.561267548,5.476096613,3.459452256,5.214752957,5.284339804,5.832924579,4.7399564,4.986542647,3.474548158,5.132072609,4.534519827,5.429993954,6.062762262,7.073247729,4.053090649,3.710902366,5.493040618,3.32850045,3.539927432
1579,2.74173843,7.743937306,3.366066565,3.47293881,12.68792292,6.471990194,9.90437884,7.474964104,4.071181475,4.004306547,8.1641885,10.16757511,5.072757403,6.708147621,3.359555746,3.761951686,2.635378147,3.27348531,3.996034224,5.935100109,3.354730006,3.159132994,3.312642584,3.30267211,4.153578471,5.604042,5.407996272,7.951831265,12.89089667,12.06803839,3.657104812,6.410863166,9.55265022,5.464919858,3.239739964,4.565964702,4.503432347,3.96935613,3.953861893,3.177015858,4.027684155,5.160506518,6.101544225,5.272292047,3.381015448,6.340079499,4.906294908,7.17822504,5.144308158,5.684016818,3.439246014,6.433983067,5.110045317,4.945140791,5.5796825,8.436519282,3.401280969,3.592031755,6.451176393,3.462459586,4.078287812
1259,3.006019715,6.547051844,3.518263908,3.278104144,12.6583586,5.423678507,8.73317673,6.078805737,10.39924584,5.912128336,8.069484186,10.03207752,4.844729035,6.554993357,3.774160385,3.513708563,2.639563396,3.212498908,5.159380331,7.174469186,3.537990306,3.066457792,3.459087863,3.398802785,5.368672704,5.864145801,4.896098156,7.145054125,12.67394188,12.29134553,3.528310783,6.432333917,9.370319976,5.186485459,3.317163195,4.729143155,5.101327812,4.376517311,3.962067449,3.176190806,5.487301546,4.617645919,5.939895981,5.510941836,3.460043122,5.409509806,4.865317474,5.973907878,5.439616594,4.203804563,3.453194259,4.496818311,4.697376765,5.529865402,5.395347423,8.523984941,4.055315373,4.021914088,5.764797805,3.748343866,4.235275245
1767,2.858127873,6.780131122,3.582251113,3.318915944,12.24749847,5.815608547,8.688977194,6.089473758,9.023750631,4.39878648,8.367043419,9.5122212,4.764131941,6.224516219,3.687823953,3.576500493,2.728808001,3.267264618,4.497712379,6.884595264,3.3143592,3.400918123,3.576882529,3.143574727,3.661843648,5.439379571,6.075922376,7.540580485,12.8014528,12.40293632,3.358498421,6.613097782,8.202954203,5.765606208,3.109861573,4.799465527,4.904259294,3.939530164,4.322695621,3.076048335,5.219983834,5.177568266,5.240465419,5.072654869,3.702380916,7.048287634,5.353419851,6.402334998,6.031185104,5.774556047,3.278956997,5.174800298,4.135437973,5.635877065,5.377302423,8.450403798,5.418307781,3.843992049,5.316760334,3.351112989,4.395582771
2692,3.253654054,6.0694024,3.659856674,3.451481793,12.47540232,5.413839143,6.23465695,6.291230292,8.168433715,6.900209469,7.005889889,9.23829627,4.875975493,7.208323676,3.627164919,3.899894558,2.746117762,3.358220317,4.478672861,5.730948427,3.580974449,3.493586984,3.76508392,3.21385787,3.960437456,4.53733442,5.676820318,8.128967714,12.98066851,12.43910268,3.861008601,5.100186859,9.135031455,4.790275406,3.433817435,3.722480283,4.56994621,4.454108861,4.619386138,3.156317356,4.29337047,5.405993969,5.622124117,5.174116964,3.731865491,5.946595862,5.246138509,4.241819828,5.086520311,4.16244788,3.63951184,5.391528118,4.422999183,4.533792868,5.031329166,7.540887159,3.490325388,3.8299237,5.706813635,3.493715116,3.947875715
2148,2.901368616,7.385713792,3.720354388,3.17044101,12.16250812,5.902182889,7.658655286,7.34177126,6.172356086,4.328048272,7.96729883,9.21526281,5.165493126,6.698965312,3.814309132,3.764797501,2.664108154,3.254721569,5.202588991,8.222650618,3.307761973,3.056628124,3.357213302,3.071269545,4.22251192,4.859029969,5.904382699,6.970113353,11.92772019,11.55168691,3.441986971,5.386080745,9.201439403,5.470541711,3.256001028,3.951757289,5.486510255,4.098995547,3.855526745,3.186807479,4.301818656,5.740958214,5.122583789,5.668112943,3.35463653,5.949782282,5.429684864,3.655594593,5.284853322,4.541412988,3.54184424,7.111009394,4.599362279,5.200572682,5.380368053,5.929258589,3.643713203,3.549289736,5.350630214,3.934861007,4.410915426
1213,2.820567171,7.065755167,3.604761673,3.322449177,12.12710594,5.120511431,9.617618905,6.470731476,9.933108545,5.45084161,7.943263138,10.34111171,5.054938615,7.541104889,3.640735556,3.625333724,2.677178308,3.223613767,4.929353415,9.275920018,3.172657777,3.167740774,3.329332384,3.163159186,4.921372898,5.05793076,5.361920355,6.427299287,12.10825038,11.59826268,3.442776612,6.098584732,9.816607534,5.326446357,3.106235602,3.983179505,6.626421245,4.392718463,4.034205203,3.087419461,5.041624397,5.761382721,6.332986875,5.182319027,3.344278026,5.883987316,7.227037263,4.969894297,5.550452651,3.725201789,3.386595744,5.53508442,5.050788107,5.591867906,5.988449103,7.269024777,4.28548251,3.521402751,6.423716074,3.366038809,3.689751588
594,2.936825538,7.225082963,3.75376936,3.42612153,12.07178492,5.662821011,7.979373992,7.065965317,5.70964938,5.834701055,7.760671326,9.879123364,5.36102546,5.917219181,3.610064429,3.445663427,2.659907726,3.277660717,5.55265362,8.038664678,3.32027956,3.062430926,3.370185325,3.116208937,3.9821609,5.106131266,5.277887129,7.923243146,11.61595095,11.68605195,3.319403107,6.25901235,9.068536393,5.39777959,3.283986434,4.360516522,6.116010106,3.988529802,3.374220445,3.224758632,5.047346613,5.586969403,5.385966641,5.166924493,3.335729586,6.245536169,5.334701425,6.063040019,5.13392015,4.662840564,3.450163379,6.615678799,4.591989768,5.562371706,6.211035408,6.778507613,3.665796506,3.104623866,5.6192079,3.566662861,5.964898178
1341,3.043733888,6.939739086,4.295004327,3.420638364,11.85857951,4.323001968,7.23734273,5.591551907,8.661979849,3.801184768,7.539609313,9.783220279,4.501115438,6.202985878,3.820978932,3.430663996,2.791601408,3.40904204,4.169156914,6.814441551,3.274435599,3.267920805,3.245324644,3.288340322,3.769108506,5.530572436,5.674141827,5.596550691,12.09711251,11.69715063,3.383932321,6.563287642,9.321271109,5.130740065,3.337736355,3.757519416,6.058581225,3.9615381,3.892947971,3.334510899,4.150167955,5.854841377,5.754973007,5.686781336,3.292294949,5.805380488,6.647260893,4.805907773,5.246822926,4.077124898,3.564095051,5.790303946,4.330431947,5.357389845,5.332037231,5.979197342,3.704775837,3.447294139,4.764848615,3.63769405,3.433027205
1384,2.872235148,7.298877285,3.683054786,3.464955245,12.35751939,5.275997288,8.411195067,5.801207172,6.793043418,3.390814462,8.051563442,9.847975753,4.649292803,6.393385744,3.518545229,3.537506832,2.720261379,3.273151899,5.326516991,7.242083054,3.194964505,3.434151226,3.356859613,2.98869656,3.493737101,5.167734803,5.906666405,8.335004551,13.00408225,12.38430816,3.702833317,6.081332107,9.777191794,4.722988736,3.042226469,4.386354978,4.996451593,3.78021995,4.543157051,3.083406122,4.804783703,5.478461054,6.175839308,5.449261639,3.381118191,6.424325984,6.136101215,5.54305649,5.300155907,4.683043752,3.449045848,5.778889355,4.708574223,4.962112296,5.629186504,7.803677279,3.889822728,3.648620242,5.113512314,3.453651821,3.661134717
1451,2.988505792,6.931959847,4.155054139,3.074452644,12.76770964,4.674028435,7.30924277,6.988276681,8.456032618,7.727632689,8.154184127,9.728492492,4.901599892,6.718981078,3.407024457,3.439415336,2.573088935,3.394365085,6.649944006,7.906043459,3.539265799,3.274439296,3.417264073,3.014080932,4.024126657,6.649056696,5.564060967,7.17132953,12.82198073,12.23391862,3.500237947,5.714372877,9.909043862,4.559214626,3.240726417,5.733608408,4.532710124,4.219731904,4.146334672,3.103984556,4.268900173,5.329461868,5.99574835,5.64384034,3.711925392,5.691257377,4.860405028,6.181535219,4.883528086,6.109555067,3.388328467,5.970133018,5.068242961,5.785861106,5.3040786,7.712466966,4.240138412,3.92913612,5.694709533,3.75858261,3.684405132
787,3.003561832,7.254570063,4.039560176,3.069730664,12.70048121,6.230445765,7.820000211,7.098058596,8.088882193,6.007219966,7.90204632,10.62683439,5.151777314,6.362303443,3.452836448,4.249905948,2.802990976,3.357511869,6.216020812,7.071517355,3.601804673,3.238439582,3.40533782,3.307664014,4.173167013,7.622480075,5.655282204,7.559191048,12.43718528,11.93576422,3.397325112,6.260882503,9.19854396,5.410944014,3.171080873,6.471767607,5.357678713,4.509544037,3.554302761,3.038436782,5.209922123,5.213987319,5.699513572,5.454411006,3.580483663,6.312750451,6.283940384,5.982143575,5.89609945,7.088042529,3.379053479,5.569061503,4.665537389,5.874945713,6.213349596,8.020612586,4.776056465,3.251677578,5.782775405,3.803092208,3.747170024
312,3.051118144,7.638674096,4.140850829,3.432052991,12.18943731,5.70788884,8.088184907,7.115034757,7.859606916,4.003926176,7.926518514,9.69460848,5.046835082,6.361829083,3.702317076,3.434163064,2.580746555,3.334668831,4.56727131,7.138752703,3.693442929,3.303008108,3.44668276,3.258615056,4.008678232,5.731852546,5.162065196,7.946385255,12.99379884,12.40759751,3.222951993,6.495792948,7.519925822,5.789576229,3.291052772,3.93723623,4.308740639,5.370731567,3.254421135,3.130565064,4.795684571,5.523524628,6.067036129,5.657845375,3.541296587,6.507236447,5.270834822,5.582407214,6.686098025,4.146303126,3.473821294,5.778749922,4.568717163,6.339363172,5.664484286,7.653324438,3.399581603,3.233744879,6.219478748,3.588109444,3.770884442
524,3.17305139,7.640874316,4.430097608,3.396471778,12.11733048,5.045697347,8.64719808,6.667420189,4.799590424,3.835314801,7.601793454,10.08230337,4.795628792,6.008495303,3.515719566,3.541386164,2.745427113,3.403264461,3.782606955,7.631774441,3.415578799,3.507964088,4.222629247,3.280713859,5.448596652,5.82732865,5.232673139,5.277502378,12.06212505,11.97737558,3.513141808,6.026740398,8.627906763,4.708375831,3.334980554,4.460948521,6.004325923,3.846020677,4.046825426,3.19672368,4.720701843,4.847755404,5.642963695,5.068332194,3.654753467,5.905211435,6.006182238,4.434472596,5.147919128,3.908415528,3.401661951,6.417643819,4.656440903,5.37075205,5.841986375,6.713462768,4.857200908,3.943175036,4.628002026,3.305486643,5.056944098
2742,2.997474978,6.825481928,3.862586661,3.219299858,12.71087127,5.681501266,7.97960208,7.159220629,8.003483942,5.956647875,7.573917914,9.955792491,4.765928068,6.742750929,3.421827409,3.547319252,2.672890254,3.296318456,5.451418781,7.753425087,3.426075449,3.327983604,3.278642004,3.238434188,4.777270969,5.172130502,5.388033976,6.504761778,12.71565623,12.21197115,3.436457774,6.217265956,10.16554802,4.549194889,3.20550184,4.358153366,4.827550687,4.200763935,3.714723033,3.049089913,4.502564398,5.84845341,6.162085024,5.559474304,3.330316365,6.139793015,5.597708533,5.128186471,5.254443483,4.152244296,3.407714584,5.776576303,4.492358591,5.142776433,5.726575741,6.925112693,3.906294082,3.547938853,6.151788306,3.594067934,3.420400515
2687,3.025049814,7.121879531,3.482344531,3.176551957,12.23876624,5.489609984,8.347652725,6.545968289,7.622465664,3.876561348,8.138277738,9.691183457,5.193363228,7.324138922,3.622531238,3.391526807,2.661884304,3.416959844,5.866615723,7.475332551,4.014862794,3.00240575,3.525166992,3.103009688,3.68070183,4.556706357,5.194624315,7.619022473,12.89461435,12.44559953,3.349205626,6.257004781,8.659987947,4.579312024,3.243381755,4.390946151,4.867376691,4.257723622,5.980600442,2.999550023,5.099744606,5.415371193,5.143983514,5.642258867,4.419545295,6.002761804,5.868574566,6.045986904,5.635197887,4.153334313,3.478238106,5.738629461,4.099777025,6.294211263,5.905935524,8.663540298,4.325451909,3.590944708,6.569461044,3.179879637,5.435942348
1470,2.862748013,7.816061483,4.455737584,3.3409777,12.39480951,4.508533606,8.578750317,5.667027709,7.251956342,6.305744489,7.723290659,8.930509152,5.798785028,6.161071589,3.876848052,3.713668222,2.641067432,3.409115997,6.568564212,6.625905003,3.855608864,3.621310536,3.3007261,3.307652342,3.656007769,4.175444931,4.983531898,6.755949276,12.20479425,10.73076397,3.409830109,5.255962574,5.827143512,5.420282796,3.322097453,3.685036189,4.335952517,4.247088284,3.702579922,3.173773041,5.433598684,5.350979365,4.855115316,5.709413692,3.807201997,5.525921124,5.204524728,4.371943175,5.463321184,4.256047833,3.778864897,5.284541167,4.115839024,5.510470943,6.094770359,8.0249391,3.73205633,3.272698405,5.572280646,3.627375354,3.6716485
1163,3.059744161,7.342031657,3.524874768,3.272350288,12.45687375,6.103641747,9.427019169,6.699051547,10.28094234,3.392116926,7.712142718,10.6906219,5.737659755,7.351281787,3.52671557,3.53435252,2.772879647,3.279803538,4.36465808,6.594561411,3.39435043,3.314351039,3.607242595,3.054012857,3.690860036,4.308329447,6.551188754,7.724119425,12.63550702,12.39190801,3.603954647,6.425882023,9.161779731,5.393008333,3.253549177,3.878565396,6.08277374,3.982007055,4.646270291,3.304976938,4.875241645,5.496287798,5.582423064,4.957241116,3.467377186,6.127962687,6.487653732,7.053152313,5.890627772,3.962863536,3.336897954,5.278507735,4.46097276,5.510709487,5.794245101,8.171859693,3.912912081,3.188153409,6.451196771,3.524384487,3.76020208
253,3.046773813,8.608000957,3.764931609,3.928169094,12.73223741,5.613343444,8.514495555,7.336033722,5.687441576,3.708905482,7.965827607,10.66460451,4.540633572,6.454623611,3.301189016,3.431710553,2.787995293,3.509506345,5.187584653,6.637924507,3.711230255,3.145585013,3.802143882,3.286008881,4.817326334,5.018708211,4.787840601,7.924946211,12.80862094,12.26060216,3.41277411,6.065595767,8.983276594,5.49344015,3.174476653,4.060053184,5.048964737,3.876149504,4.444745349,3.071805049,4.204257544,5.247741833,5.87043424,5.249004049,3.88243409,6.941915624,7.350611331,4.248760176,6.647010615,5.810851266,3.51067436,5.368065452,4.516077632,5.375876773,6.367992693,7.377141144,3.943583299,3.54356147,6.369786223,3.532474952,3.469804381
106,3.045475891,6.973124785,3.797762439,3.316230977,12.67055857,7.018845546,8.135288439,6.877225523,7.275579781,3.834121102,7.48914298,9.980244194,4.862685309,6.623574101,3.412804082,3.382875572,2.674745928,3.408954091,5.52517715,8.11368717,3.770544129,3.385957034,3.546401126,3.166720887,5.366370244,5.681864743,5.814540027,7.152887484,12.81981949,12.03383532,3.396062892,6.637699245,8.67662289,5.640458438,3.204074368,4.652311731,5.062080074,4.382017077,3.828976686,3.196330169,4.526573741,5.628862226,6.286740064,5.686542951,3.780577812,6.196861579,6.543540349,5.93032822,5.808162425,5.737629019,3.602844163,4.965582096,4.502791872,6.482047566,6.219430298,7.465564163,3.790572123,3.810955477,6.06421006,3.608653582,5.394676078
113,3.244766814,7.195991802,4.282139647,3.259509101,12.66381801,5.760236299,8.499179482,6.662197114,11.32098257,5.753249502,9.071862647,9.626259807,4.870938657,6.730955887,3.315868477,3.839897392,2.772730573,3.416400162,7.096007323,8.552424727,4.247655936,3.267505955,3.602751187,3.21696117,4.491610924,5.341885927,5.96083406,5.842403291,12.97797424,12.52884324,3.097652496,5.735272154,8.988174553,6.318556187,3.369574051,4.170901838,5.114878805,4.73513867,3.919337638,3.203001268,5.269398811,5.49558974,6.671002162,5.950352186,3.907467425,6.781798722,5.614756454,6.105449302,6.762644406,4.098186493,3.532741509,5.051131258,4.482318309,5.819057967,5.236392648,7.433673812,4.382855392,3.671957473,6.486137776,3.716650457,3.945788425
116,2.857176224,6.171324185,3.990986842,3.596099309,12.54488993,5.619550586,8.537925394,5.711679575,9.758000009,3.353017968,7.79766113,10.03386119,5.435442126,6.279878051,3.739125867,3.5837113,2.830441221,3.391703396,6.268126329,6.767596195,3.304902875,3.689714056,3.421105211,3.640489109,4.625998058,4.566111308,5.056151966,7.036898501,12.84142921,12.4990808,3.781170983,6.403106839,7.774932605,4.833598915,3.187860679,3.738287329,4.501889045,5.088655786,4.818679688,3.350528244,4.499341063,5.526700409,5.454653855,5.414234633,4.205550761,5.014686776,6.417862427,5.556443842,5.420479802,4.241341826,3.851957347,4.756700665,4.450823114,5.172171714,6.335403849,6.894576794,3.514482793,3.301530663,6.240823352,3.787277073,3.466637863
133,2.959226998,7.962717237,3.738126904,3.361489108,12.1249833,5.235276852,9.862877196,6.89673825,9.934658306,5.805540888,8.203535901,9.913904536,4.96796262,7.222831598,3.522761222,3.523532883,2.723533569,3.470416718,5.96412014,8.28567031,6.248556507,3.327321558,3.751728125,3.172991134,4.276733419,6.027791115,5.714052203,6.688488305,13.08177338,12.10003603,3.476400492,6.220587194,8.664863682,4.751224594,3.086176566,4.548965799,5.019428861,4.24191218,4.173463044,3.128585169,4.937181442,5.117558293,5.316860024,5.89814568,4.048309921,5.993613584,5.977222704,6.579707241,5.818183485,5.209933573,3.663796952,6.297143536,4.192718878,5.789622593,6.218437153,5.245767098,3.458911074,3.617882402,5.640691212,3.942113459,4.42710142
343,2.84412091,7.714951568,3.515963258,3.395800433,12.69088177,5.417670214,9.423049595,5.894341706,10.62060288,7.197861886,8.804842772,10.461235,5.123153959,6.120356862,3.565104868,3.51837798,2.769591107,3.546084078,5.697349932,7.392952145,3.46747769,3.273944958,3.499368316,3.271630294,4.715367993,6.110064599,4.783701679,8.555276852,12.60202972,11.86286679,3.362810415,5.580540822,9.906573471,5.3637304,3.349530016,4.665668471,5.299992753,4.880814374,3.925955499,3.095808907,5.372717763,4.953949433,5.598018641,4.89827819,3.905453848,5.930341577,6.379859153,5.264717048,6.337985237,5.172997389,3.507520289,5.621535688,4.51976653,5.457946676,6.249660636,7.625638732,4.84461469,3.699850412,6.07040384,3.548226326,3.386908679
175,2.87550527,7.193439032,3.658192302,3.383239424,12.69513152,5.090733034,9.550562797,6.820806706,4.797533791,5.158098678,7.779922799,10.1097924,5.222272078,5.625808821,3.598178612,4.048643685,2.686303672,3.402791023,7.778103907,8.071984216,3.820235262,3.321499313,3.574931273,3.331295301,3.667218764,5.159870567,4.811671806,7.756397611,12.57824887,12.09455325,3.528272504,5.992446993,8.837346514,4.821717937,3.223787116,7.140416188,4.523939252,4.37145323,3.604340117,3.063730639,4.981162659,5.087690731,5.551313749,5.418841123,3.999367309,6.70187646,6.018957237,5.227892494,5.816281257,6.784443947,3.598894516,6.571933487,4.657015486,5.7151654,6.113065223,9.195769433,3.983038994,4.038671543,6.636340515,3.774939439,4.06747966
167,3.119127465,6.957778419,3.437509662,3.191150204,12.65779861,5.316620867,9.270286057,6.088312226,7.483871118,5.659693164,8.067538579,9.909696457,4.909915875,6.939909787,3.527037141,3.534955993,2.669022794,3.419219682,8.187743661,7.341042059,4.488362506,3.126229149,3.51924619,3.269550766,4.742320951,4.729727049,5.21947092,7.259677185,12.3911253,12.374105,3.31313533,6.698466019,9.67871156,5.360318121,3.231934529,4.624250069,4.883908939,5.121375895,3.644991324,3.084612156,5.307017737,4.926472185,5.2593364,5.423394607,3.581411393,5.523979081,5.390505783,6.421100587,5.758759783,5.022448584,3.502005391,5.777380343,4.808232651,5.858108328,5.94973705,6.926853087,3.802238171,3.2381649,6.085961724,3.954073188,3.876020099
298,3.167750573,6.872064142,4.025592443,3.137013634,12.16141179,4.407220559,8.770216643,6.330332369,7.326910693,3.72340514,8.200455643,9.390099009,4.594368802,6.502272051,3.844016481,3.376866611,2.74183603,3.341189368,6.285385991,7.361896935,3.436787905,3.923206325,3.634113529,3.075201819,3.69810511,5.955008816,7.93876111,5.951637693,11.99342139,11.82197207,3.030628748,5.85161781,9.029120039,4.715265443,3.371880712,4.308975692,6.383786413,3.692855013,4.165265392,3.225788175,4.184367348,6.107677635,5.497045841,5.533169774,3.724430167,6.015290153,5.36433173,5.760585854,5.425777554,4.834088495,3.441655874,5.570397277,4.549933984,4.890257875,5.770220071,7.842665408,3.830862453,3.821040652,7.491511353,3.412690522,4.742136708
689,3.046776311,7.47368581,3.831645603,3.545728554,11.96852029,4.282788821,9.348788927,4.874398791,3.81810028,4.690099668,7.257463954,9.157044802,4.955266067,5.965800046,3.888877369,3.60293147,2.91949995,3.172928435,4.712096316,7.079570558,4.196267876,3.552362455,3.498905799,3.24694322,4.293297493,4.152632842,5.876140977,8.417533473,12.38018148,11.7811925,3.519366784,6.492158689,6.90540592,4.836923705,3.350281787,5.262503512,5.164256338,4.349790907,4.372676719,3.668237298,4.165158337,5.109389275,4.866930531,5.126987356,3.845640502,6.865942493,5.56788194,4.26367997,5.495465556,4.271950953,3.598071134,5.185940538,4.736668653,5.729195548,5.597461785,6.570738786,4.66277256,3.410739491,5.748938156,3.577140084,3.889178722
919,3.085180831,7.144110206,4.694614537,3.285497891,12.28117843,6.791479097,7.681121501,7.000577746,7.582518278,4.830889816,8.805331282,10.49412386,5.01518022,7.668382095,3.605566779,3.426822671,2.667410877,3.478828733,4.733411257,7.152413128,3.260104345,3.346076367,3.29445781,3.186458256,4.558283719,6.388981495,5.767488198,7.129881353,12.57424103,11.90699039,3.182741379,5.744458066,9.499911197,5.040612972,3.068092695,4.268802109,5.653682621,4.196002912,3.599422442,3.069863719,4.610629846,5.105291032,5.261439159,5.445388747,3.665810057,5.591604864,5.812727374,6.483567578,5.836682499,5.221858193,3.525385793,5.231512422,4.706598139,6.259990027,5.730560003,6.037117925,3.554692594,4.315478384,6.508946879,3.598909391,3.623633597
336,3.088398932,7.428072463,3.572800824,3.177012207,12.24020117,5.181759186,7.718713051,7.053427783,7.553794849,4.6951243,8.305546343,9.845380744,4.712248955,6.362889855,3.876501865,3.289814871,2.730346368,3.178527633,6.065414984,8.062823021,4.108900237,3.238486669,3.379510179,3.164435279,5.035963271,5.000534423,6.657180172,7.036960694,12.39991806,11.7734276,3.280477978,6.866231031,9.482195071,4.376015797,3.050135614,6.887047749,6.757057183,4.193645971,4.64204993,2.994115323,4.444321103,5.359154094,5.84063359,5.496338761,4.067128721,7.867505459,7.662399785,6.356166082,6.019884216,5.318560738,3.378975055,5.529776418,4.966209352,5.876279459,5.866689857,8.814395587,3.468425672,3.603877812,6.902962857,3.462827996,3.804453066
2467,3.128946953,7.707644651,3.55428168,3.560856405,12.30977789,5.824001272,7.71905202,6.476015996,10.35721639,3.818717326,8.391154024,9.805931383,4.981130076,5.591949034,3.497506883,3.681528611,2.610568235,3.302005318,5.090737879,6.897576928,3.164270765,3.219140006,3.417367229,3.13497053,3.610300694,5.334637328,4.946930184,7.595399205,12.42173548,11.43339251,3.412529404,5.86516906,9.282853991,5.47673125,3.078882596,4.971170763,5.991406366,4.618863901,3.800371176,3.361517487,4.844551767,5.270430647,5.537644273,5.306134163,3.590272027,6.336266687,6.401896401,5.134974915,5.260935609,5.841426524,3.548758423,5.505408649,4.1016989,5.382564926,5.914214487,7.56796118,3.750216902,3.481015343,5.820481474,3.749176581,3.601889437
148,3.089258113,6.674589809,3.775057331,3.079880408,12.53086696,4.99741149,8.288081459,5.789929391,5.250258221,3.395971403,8.47080395,9.338867065,5.370275537,6.442158757,3.56513544,3.445154691,2.630085226,3.308583453,5.424332392,7.664592354,3.745309441,3.375255575,3.532442967,3.086462324,5.149343529,5.834956863,6.92912483,6.929983891,12.72296248,11.81934717,3.205897629,6.671708637,9.348066374,4.983681754,3.387350278,4.665816562,4.7645909,5.291598613,4.455703726,3.078472202,4.62865134,5.308380418,5.622833823,5.479696523,3.910054357,6.307285734,5.610457282,6.58644549,5.550656262,4.486454156,3.520621917,5.542910356,4.725519995,5.733650813,6.379208858,7.237566369,4.730763659,3.129527664,7.289959627,3.401128079,3.70849729
1364,2.977872427,8.476298753,4.27086889,3.015870315,12.50662356,6.30170913,8.430000209,6.057960168,9.045149061,3.400228124,7.786438448,10.02226265,4.97670885,6.643613137,3.864466817,3.395095427,2.897573419,3.501780586,3.871633999,6.824171078,3.293409062,3.485786079,3.281707078,3.21114966,5.639632393,6.214779484,4.788089415,6.981543678,12.55494185,12.11291113,3.316747769,5.984872397,10.07248936,5.637379197,3.22397031,4.009076152,5.883111512,3.9264768,4.387697097,3.115056195,4.402136279,5.155531334,6.519974158,5.537212238,3.192585399,5.789339413,5.940391478,6.191811517,5.248868875,4.556395894,3.597866834,5.842752962,4.407599586,5.231462323,6.157868695,7.388056187,3.826153446,3.777907428,6.359381612,3.609166561,3.635610524
1769,2.893211714,7.315479351,3.584626407,3.09090922,12.59700568,5.971434183,8.309096744,6.312568082,6.561749767,6.001726532,7.659872458,8.747543963,4.800421934,6.411862519,3.523190067,3.48148905,2.620838205,3.244280351,6.901850277,8.098576379,3.624292244,3.28460654,3.525819234,3.091358548,4.289624233,5.607963269,5.506594027,7.427744039,12.85503298,12.49730465,3.326683892,6.235998129,9.162091173,5.068242961,3.100558241,5.881017965,5.241768777,4.93237454,3.902273622,3.092795523,4.604745501,5.395005185,6.044787479,5.870616445,3.555513368,6.280417657,6.15324601,5.466834738,5.636359103,4.76148661,3.446990374,5.701796631,4.326218798,5.414823408,5.712507899,8.100267882,3.742598812,3.342437697,6.536705385,3.942379463,5.616637345
1059,3.103144992,7.064153637,4.054226215,3.355305388,12.40008268,4.788853719,9.370998625,6.565756967,3.330887617,3.099966873,8.694826624,9.911076674,6.11033276,7.177094808,4.160507287,3.569074603,2.954954965,3.185659758,4.546387701,7.151699753,3.262123528,3.399753037,3.322311359,3.29563541,4.170861506,5.212224439,4.693688045,7.749375273,12.21573013,11.83981139,3.15782106,6.651860936,8.576342483,5.888573352,3.26436342,3.98360548,5.485480608,4.28665237,3.497056199,3.304065227,4.549698314,5.58753513,5.352247144,5.062022744,3.784187213,5.352028739,6.09962102,4.960544129,5.614453967,4.888569822,3.690112566,4.982662982,4.742620705,5.28991208,5.904651985,9.384367717,3.51820939,3.52586355,5.786562783,3.587951442,3.421822787
