response,THAP9,LRRFIP1,SPATA6,TBX21,PPIA,NR1H3,SDC4,ASCC3,DEFB1,KCNMB4,GRHPR,CAP1,B4GALT2,BXDC2,SLC13A2,CADM3,CASC5,SLC6A6,SLIT2,MRFAP1L1,HOXC10,HOXA6,HABP2,IL21,KIF18A,CD58,EMID1,RFTN1,RPS23,EEF1G,ORM2,NCOA1,PGK1,ANKRD5,KNG1,RCAN2,SENP2,NAGLU,CGREF1,PYY,FREQ,FUBP1,SLC30A5,BRD8,SPTBN2,MYST4,KIAA0182,BPGM,MAP2K3,IL7R,CAMK2A,EFTUD1,PPP5C,DNAJB14,CSNK1G2,PPL,DKK3,DNAJC6,TSC2,EPB41L5,RPH3AL
208,2.967080578,7.45903394,3.874489599,3.412206081,11.92609281,4.838205324,6.64291215,5.643131424,4.842627527,3.807966854,7.13829774,8.827893707,4.973483408,7.079173221,3.507394587,4.323855764,2.647179851,3.316020589,5.60231273,6.315151498,3.263539001,3.37875431,3.364707902,3.186297443,3.617096252,3.76031174,5.535642622,6.516171433,12.66262492,11.93180542,3.423232628,6.459362199,6.430537797,4.690506704,3.302041448,4.558359284,5.053946922,4.245162426,4.883673318,3.260683552,4.621211923,5.37874849,5.060598309,5.877466318,3.603299553,7.39672079,6.856854342,4.734937388,5.179832571,4.006689726,3.53541481,5.580858092,4.527987468,5.262602149,5.571281049,8.814187557,4.803554312,3.18981898,7.298777043,3.608976569,4.363303437
143,3.080648075,7.457733307,3.660972658,3.218511503,12.32228866,5.702368655,9.558240972,5.888995039,9.786927248,3.767025915,7.528450057,9.710296191,5.42056641,6.449808215,3.784366662,3.558646322,2.632089742,3.20898877,6.159369551,6.059858505,3.374096376,3.244453557,3.404336145,3.192231099,4.663417166,5.447984311,5.788996757,7.384556646,12.2694693,11.54696274,3.194751295,6.090928274,8.79553516,5.133592219,3.202824955,4.970815161,5.457327895,4.445377759,4.386746366,3.427854758,4.884546079,5.353171061,5.724083714,5.26820059,3.767562958,5.31861783,5.221330898,6.380378226,5.991535772,5.275598251,3.506258059,5.045072051,5.107551854,5.541572389,5.857020229,6.033516263,4.117004461,3.30201857,5.621742364,3.557261868,3.535704196
128,3.101446602,6.489500719,3.46588932,3.526585441,12.4452229,6.536474659,8.265395858,6.49583783,4.315221028,4.241201422,6.982195028,10.14823171,4.856958131,6.857442791,3.573368204,3.612806081,2.689992535,3.284661886,5.707503742,6.383521843,3.377423701,3.406684978,3.444931463,3.134189711,4.062664286,6.269418787,5.136411521,6.823946577,12.37522349,11.90148122,3.306519837,6.058866061,8.5370181,4.612209339,3.364897152,6.265745085,4.98056157,4.732812708,3.493568906,2.990718401,4.684877113,5.266172168,6.067898278,5.123976124,3.661658838,5.304504792,5.929660245,6.393906257,5.587464169,8.53760553,3.324864357,5.061014148,4.829742281,6.068462918,6.005157302,8.672714514,4.028823367,3.215560697,5.959813874,3.677813177,3.740740452
162,2.968903433,6.66241402,3.404443217,3.432864393,11.81008764,3.955809604,9.455599639,4.999932237,5.918243353,3.30046177,7.533362767,9.969070718,6.091518516,5.800572124,3.821877796,3.780915167,2.841049937,3.30023622,6.417831788,7.478670515,3.473491603,3.278753294,3.544628558,3.14435344,3.354136231,5.237266864,5.775287761,6.704538719,11.70313632,11.33113522,3.250025985,6.435630206,5.992408526,5.106129189,3.236480385,4.737722051,4.949822259,5.041234854,4.034150785,3.322006242,5.529546487,5.292350703,4.467786997,4.870155856,4.457954564,5.706396735,6.270830118,5.147001623,6.470893172,5.72325399,3.621194256,5.273256072,4.474027963,5.862436737,5.969144426,7.196233351,3.799334493,4.122337014,5.675682615,3.848173235,4.015049003
1661,3.153365705,7.862072597,3.400680517,3.231812391,12.07019188,3.761021181,7.653649605,6.047871438,4.176449389,4.116495789,7.756029219,8.495207518,5.121492256,6.141998114,3.837014496,3.446316262,2.553300119,3.145265011,7.427466693,7.932852718,3.3046556,3.062612578,3.463393407,3.234461659,3.257623357,4.790690931,5.185912114,7.166069123,12.8137761,12.40587948,3.416427095,6.232469382,7.964507185,4.54532757,3.093851125,4.851230529,4.603588316,4.716875443,3.807349812,3.252362549,5.489807668,4.960119423,5.752596251,5.278319142,3.655965201,6.81235791,7.119499228,4.77845327,6.229219726,4.324278627,3.481570963,5.678408866,4.936289001,6.627531658,6.121011574,9.242113154,3.901698947,3.6741844,5.254850719,3.727842262,4.077122127
2648,3.012726144,6.85777536,3.583223281,3.170329295,12.38984636,4.268988953,7.639660101,5.52149429,4.504361004,4.94809386,8.042228139,9.710979801,5.095885187,7.246324252,3.603633249,3.422307475,2.595368357,3.373925847,6.7998062,7.851718927,5.264089621,3.485579613,3.377350882,3.09121164,4.328038681,5.238252822,4.900754985,6.884227171,12.31142183,11.99525261,3.025747201,5.95506027,8.786537956,4.853184464,3.228689684,5.320497178,6.02790819,4.196848525,3.731830385,3.808111447,4.789421209,5.042377783,5.416772406,5.433400787,4.291843921,6.044341919,5.751212129,5.686548508,4.881399575,5.212573566,3.41666225,6.203701375,5.029166725,5.470331066,5.64483877,8.616168194,4.4602659,3.516517485,6.289431881,3.785434907,3.749272656
1877,3.21167163,7.974275235,4.203560544,3.195168671,12.51035793,4.435198056,7.822737499,5.704038606,6.504951579,4.974860223,7.890459952,9.081344786,5.469415514,6.574314149,3.653008604,3.324427931,2.64935037,3.347684486,6.920921694,8.014889008,3.450058513,3.127903194,3.325111762,3.040810599,4.221930599,5.670975481,5.240734714,7.496587942,12.23588218,11.38470208,3.051432506,6.592120518,8.367763863,5.586697335,3.109925161,5.795386427,5.149247072,4.055430897,4.189430217,3.252043138,5.188444117,4.993522976,5.225203906,5.919244516,3.301175058,6.448763621,6.990569533,5.988904028,5.211917547,4.678365772,3.36659716,5.281319665,4.654405603,6.62273833,5.6675524,7.430931926,3.664348755,3.17290784,6.489096296,3.697548573,3.353615569
894,3.339372823,7.473864513,3.768873252,3.260679964,12.00888524,4.54304268,8.323442123,6.273010429,8.736492255,8.051315333,7.717797311,9.73102956,5.01587933,6.840238449,3.816891075,3.900998148,2.658571723,3.474227794,6.102739361,8.103189664,3.659446886,3.199119948,3.384301177,3.285990403,5.589717201,5.081192303,4.836586486,7.252067544,12.73887547,12.2307357,3.43267111,5.975460981,9.619309449,5.04799754,3.187539499,5.902362509,5.577465594,3.733842968,3.506729724,3.291715653,4.403279936,5.592402287,6.408826107,5.354824686,3.402485548,5.952310504,5.916548843,5.639493845,5.508249117,6.027103831,3.444639963,6.654391726,4.466187888,5.743404749,5.916529983,8.306073792,3.455498428,3.679255756,5.410262548,3.52808682,3.445843109
2982,2.910683075,7.46717205,3.507583559,3.482190393,12.43684317,5.445071316,9.462621214,6.106730016,10.79817028,3.146451368,7.815238159,9.314713506,4.937196532,7.096756488,3.647437346,3.799942921,2.656565614,3.165681113,5.189161279,7.266425412,3.539465906,3.339316138,3.394640102,2.957546678,3.563693788,4.726306108,6.127162791,8.793217204,12.62778523,12.09036331,3.469480353,6.292487201,7.697570949,5.902847333,3.345220055,4.363878618,4.735304696,4.671821455,4.657530857,3.136215612,4.99224868,4.967569466,5.516170712,5.267673395,3.876307754,6.894076134,6.654738938,6.433928198,5.853531723,6.878882003,3.512036573,5.256457209,4.355627872,5.552012932,6.490583321,7.728231729,3.438673341,3.260425422,6.048633043,3.479503616,4.155860182
629,3.206066709,7.416722418,4.010836245,3.040572841,12.19896354,4.568322403,8.886006674,7.579783532,10.50591353,4.065865585,7.092858094,9.813073054,5.244767395,6.075567936,3.647305365,3.597437801,2.595492769,3.220799425,7.683049751,7.750430682,3.316479176,3.240522193,3.36739422,3.091792082,3.40298536,5.464566938,4.943066176,8.867255547,12.53932994,11.80287505,3.085434854,5.926655772,8.287046952,5.307226524,3.254103046,5.495549241,4.458769052,4.505385144,3.714031234,3.027454011,5.256851643,5.466964521,5.989329269,5.285097239,3.632587358,5.722914652,6.920670691,6.483046566,5.64596313,4.752074846,3.43038134,5.699930454,4.53524108,6.371770929,5.918624887,8.831969873,5.708151621,3.745545287,6.189649493,3.468596203,3.598559495
681,3.153962949,8.559398214,3.895184644,3.210534313,12.14284248,4.076161069,8.049793389,7.066876051,4.198783883,4.261582916,7.470545186,9.250282368,5.253787771,6.662594605,3.466431626,3.487428888,2.534726174,3.316881701,6.767943062,7.425278021,4.454165228,3.205907769,3.316895784,3.170102018,4.880411683,5.03069862,4.828502414,7.467969664,12.91800927,12.07087221,3.19014297,6.659107013,8.411209681,5.175612288,3.136162875,5.769383577,5.095145553,3.904133213,3.735897049,3.207531086,5.640012752,5.574728866,6.204073771,5.419006039,3.711388972,6.918841769,6.062169195,5.488465359,5.561719823,5.207217086,3.411337971,5.085069286,4.66194898,5.674749053,5.354874714,8.007346421,4.273018115,4.163284051,5.916282043,3.791840535,3.600103578
2154,3.03354046,7.182845319,3.461613709,3.268719456,12.60146783,4.766162994,8.361658436,7.242341434,10.17828371,6.905734042,8.441795539,9.663784033,5.422407576,6.652659006,3.92804608,3.477449979,2.677559757,3.46693304,8.31437718,7.810769402,3.304827555,3.245531236,3.607483725,3.013191799,4.93492434,4.670081021,6.047620531,8.968364808,12.49111667,11.69298959,3.410989287,6.63822355,8.388371302,5.410685672,3.077523289,4.471296031,4.71568293,4.692460559,3.904511146,3.283180645,5.777693066,5.294675572,4.749335373,5.309656894,3.630624857,5.890931078,6.863882549,6.406123632,4.961985256,5.502036844,3.335676846,5.570227014,4.662005393,5.656580561,5.742648457,6.715621561,3.288085122,3.090401599,5.618585685,3.69893088,4.765909357
2521,3.134606806,7.928060362,4.373169701,3.034784357,12.55651787,5.910307762,6.402201481,6.93595544,9.308622195,3.674182029,7.705203859,8.929587291,4.867431273,7.290759108,3.54953593,3.595578246,2.829869035,3.235224254,5.550521347,7.344604068,7.061866392,3.460598752,3.669356229,3.42288886,4.907331263,4.438232708,4.408243044,7.85883226,12.6746565,12.31913556,3.636758909,6.087379478,8.798732927,7.133628433,3.343759349,3.722110738,6.328629872,3.961237092,4.055989682,3.293810919,4.658057923,5.147780507,6.250378518,5.602063936,3.487618898,5.510358538,6.073678241,5.524902857,5.292363343,4.007991358,3.34215865,7.294396247,4.532991494,5.528661326,5.59700216,7.861215385,3.7730122,3.687960392,5.434993127,3.698463793,3.674982069
2521,3.058669571,7.947812413,5.303991118,3.067629333,12.81741007,6.876126266,9.036137551,6.629844287,11.24301472,3.362157338,7.929700603,9.846881416,5.45960109,7.854020961,3.655893161,3.386731107,2.607505962,3.331244313,3.950904961,7.487043148,6.955633148,3.300299768,3.682677036,3.055146043,5.739290611,6.532337969,5.258130796,8.248668695,12.86160861,12.50334851,6.87593098,5.783657222,10.70890012,7.229089875,3.189382708,4.098090892,6.748819441,3.918757076,4.370952213,3.065427147,5.00745969,5.65691623,6.531725429,5.479607103,4.23573934,4.612761433,6.094327409,6.157692946,5.594521661,5.88803529,3.385071399,6.604134327,5.045488889,6.605911477,5.999520777,7.386771885,3.53422201,4.408943987,5.591775362,3.45077769,3.862130124
1595,2.777163494,7.162247329,4.00408036,3.147076952,12.33762775,5.993766283,8.673698342,5.21118279,11.53126746,6.546178776,7.610893272,10.08104175,5.439082507,7.035761959,3.883110673,3.465371475,2.608828166,3.30631234,4.412506275,7.120401795,3.26799322,3.41741874,3.248747004,3.145245417,4.410779467,5.473119711,6.401939225,7.918250906,12.67698846,12.19372988,3.275035662,7.423651324,9.390418402,5.685450751,3.067686112,5.108534347,6.160675924,3.561655154,4.329182764,3.356935487,4.573464479,4.784357375,5.959687693,5.325840001,3.048102839,7.001139451,6.829320528,5.283477835,5.404709045,4.470840806,3.331882563,5.735591865,4.542544366,5.025313127,6.087565623,7.492117115,4.438483119,3.917755938,5.889932153,3.383556779,4.011529273
2237,2.780588725,6.12325644,3.902331868,3.172360359,12.40414862,4.043063006,8.455461931,6.946296272,3.108932452,4.656165694,7.636199659,9.395736903,6.011375372,7.840624467,3.969824754,3.580049774,2.700169071,3.459470267,5.928323547,6.702775732,3.500612882,3.525117276,3.409653783,3.24803222,5.618584901,5.05672585,7.296873369,5.269358715,12.1135244,11.67165293,3.466125639,6.268986669,8.373375504,5.260545161,2.991100019,4.008056007,5.538814361,4.402787511,3.431640169,3.504494002,4.090848179,5.424671972,5.230599973,5.355245561,3.806098509,6.059492175,4.922669688,5.073563843,4.860208644,4.161707779,3.552505758,6.371824094,5.571324222,4.505114575,5.688859202,6.778351498,4.121085742,4.457740194,5.608606436,3.736432281,3.350253321
1161,2.924786322,7.147404938,3.841032944,3.198911995,12.50447242,4.365661249,8.186199042,6.430864948,10.78529441,7.00694152,8.047742163,9.84435034,5.109316735,6.609119545,3.653693444,3.457859529,2.68950111,3.289516029,6.868502978,8.179175313,3.446072888,3.484955862,3.286813515,3.235582321,4.040603942,5.838881813,5.810717732,8.04931015,12.39231153,12.12047394,3.361223362,6.602665002,9.20132767,4.295977253,3.247557866,6.798622688,5.788959133,4.359923918,3.579857289,3.131886469,5.319082348,4.425797014,6.274226137,5.05056162,3.515423617,5.609227895,6.258196227,5.587579078,5.922614979,7.115411386,3.449648294,5.707835878,4.802534114,5.458216847,5.58197195,6.771313349,3.904855363,4.210564633,5.208561234,3.478036607,3.666297371
1497,3.148775396,8.288074558,3.694521022,3.168836132,12.36824107,4.36100832,8.546127305,6.084188301,8.985214647,6.737119201,8.361407448,10.2551881,5.179362437,6.342710316,3.578094044,4.331419689,2.698483187,3.430995073,6.578703796,7.918300139,3.53531525,3.127802932,3.554441539,3.135017516,4.779633101,4.717730803,8.283589318,7.357222029,12.81154286,12.19369063,3.088357197,6.878980105,8.440691526,5.308640108,3.312660862,5.487846166,5.397632335,3.735834984,3.711929277,3.147993323,4.369357721,5.417933359,6.334854564,5.714087744,3.402781787,6.820176722,6.500549427,6.107986933,5.588159438,4.878021904,3.478031545,5.106698711,4.667187356,5.164728351,5.9372797,7.251448171,3.438785255,4.043360936,6.175368328,3.334174518,4.517862544
129,3.152040929,7.831305601,3.877597372,3.634855132,12.43040469,5.098196775,8.799813708,6.462159247,5.097698624,4.139021051,7.60836978,10.31805743,5.748854135,6.316635228,3.563905544,3.365752011,2.597308328,3.131725735,3.989830508,7.542778256,3.187152236,3.229547603,3.381228585,3.067072411,4.398750215,5.495452259,4.705246581,6.852697038,12.08138656,10.77873659,3.10495221,6.995270645,8.324309945,4.916432215,3.19542718,3.85237987,5.290757139,4.957174415,3.452335515,3.1403984,5.572237502,5.103174133,5.83283633,5.319390979,3.532436784,6.980490448,6.23190114,6.38290749,6.042538432,4.919620513,3.448550906,5.263291554,4.437243079,6.064840272,6.095067302,8.474818456,3.156848436,3.138932961,6.700351872,3.328460868,4.056667315
1652,2.945954484,6.4836661,4.425584087,3.254204133,12.26576168,5.649942143,8.01886286,6.711665608,10.27010765,4.001618309,8.55869583,10.04353115,5.222388539,7.564493992,3.488905622,3.520530922,2.620018415,3.214327126,5.578468403,7.677632552,3.224144352,3.371298343,3.331357223,3.110338336,5.226586969,5.079449789,5.764123131,6.817919125,12.15914763,11.97299477,3.504553525,5.900467926,9.242458031,5.873556008,3.15488299,4.650396934,6.46402418,4.398678464,4.275541277,3.294691696,4.535663147,5.417528709,5.373588047,5.251784324,3.713776129,5.611111161,5.242993939,5.612286519,5.465626809,5.891534903,3.637356421,6.589063612,4.336884337,5.364306078,6.113235999,5.172680664,3.676327721,3.520165686,5.852411685,3.197055275,3.63898215
1144,3.13367656,8.111027229,5.494460228,3.338845172,12.52442885,5.635109188,8.304546569,6.696654525,6.852775795,6.996952519,8.220827022,9.957034183,5.329013277,6.913417205,3.805672344,4.964005444,2.595757379,3.186661665,5.74537428,7.769930435,3.570557561,3.33940599,3.370160044,3.169919498,5.440943284,5.265504741,4.887179423,7.656662385,12.84419765,12.02561627,3.363441539,4.979201006,8.744150581,5.766526988,3.351991279,4.331312935,5.333064698,4.198981965,3.560471733,3.315395322,4.2886663,5.100040687,6.564918284,5.864302822,3.260725039,6.433457205,5.841820093,5.924304557,5.679747462,5.19709068,3.468070252,5.17480822,4.274293544,6.224606595,5.639459509,7.125659247,3.26707212,4.068947655,5.642975149,3.385117754,3.833725716
1167,2.851960873,7.288917175,3.937088926,3.217783943,11.98652711,5.061901486,7.796146083,7.075633707,6.255419072,5.217638269,7.653660866,9.848563153,5.353748679,6.314942334,3.354772371,3.678695014,2.70736324,3.398727255,8.853480039,8.656520881,3.441854668,3.160880693,3.31813661,3.269909971,4.722965605,5.083745335,5.928591203,7.745424958,12.53768242,11.87814327,3.260301078,6.267774535,7.750617242,4.248240886,2.958846321,6.209816101,5.095454491,4.391988751,3.61247945,3.1203268,4.884350998,5.216640336,5.851055012,5.632578705,3.53286835,6.45091421,6.949086021,5.205735688,5.815592326,7.545130632,3.256399762,6.241422571,4.638760477,5.894595389,5.820596482,8.236356004,5.786962035,3.110201474,6.164405969,3.628074916,3.773140616
425,2.989716539,7.93163403,3.818650143,3.38169199,12.3289785,3.762257732,9.501776092,5.393937147,7.917469237,5.09695815,7.897311304,9.761861117,5.331332756,6.26299247,3.786349503,3.450661166,2.718565694,3.298789486,5.329537555,7.179100882,3.672016626,3.123856175,3.370821478,3.094905955,3.748264725,4.707606213,5.025371935,7.01950284,12.64092682,11.87957895,3.190893791,6.637056645,7.322143539,4.860625442,3.258539006,3.875170199,4.338501096,4.276065606,4.091640376,3.255942411,5.20510818,5.125585944,5.873292684,5.91666282,3.823996318,6.339890225,6.196534292,5.245508896,5.939131516,4.897007582,3.443865755,5.489488592,4.435082938,4.743969037,5.604945889,6.886589493,3.613729673,3.641927374,4.862532558,3.568925168,3.879522862
999,3.135117434,7.037761923,3.707568616,3.264848456,12.41548596,4.45952705,9.127127674,6.246854232,10.38012175,4.386081929,8.273544642,9.785819908,5.3809753,6.902170006,3.57146878,3.519391021,2.678490644,3.448895795,6.556529676,7.642651203,3.436918895,3.23764645,3.345289099,2.905647107,5.361481076,4.560090575,5.332591278,6.604458328,12.35254324,12.10013215,3.210029922,5.554955428,8.397282934,4.925544389,3.163619889,4.646716465,4.936163442,4.350502076,3.932922895,3.274224431,5.994421462,5.026705789,5.067693169,5.500406704,3.929872225,6.082515025,7.163819174,5.162862877,5.722380218,4.406092742,3.336744895,5.365509477,4.993675944,4.851159981,5.615063706,7.876297823,4.521704425,3.823300371,5.403760883,3.675923447,3.359925794
504,2.96099822,7.069202094,3.868538961,3.451636104,12.43625874,4.374789301,8.042099861,7.049426986,3.806873192,4.076095975,8.621487396,10.2450607,5.388954045,7.698151223,3.511873513,3.385935712,2.545972294,3.330666501,5.674834701,7.162637493,3.354135289,3.279010009,3.335104215,3.26190309,4.752963377,5.460441897,6.206244564,7.024073888,12.34971209,11.90905586,3.146047009,5.906930312,9.098460886,5.345732794,3.371024823,5.386175101,5.910867585,4.788800263,3.888609488,3.388637612,5.561791246,5.527522942,5.556933871,5.2064613,3.411981961,6.001998086,5.769900278,4.835657329,5.86349571,6.616364758,3.556969994,5.280315417,4.652011873,5.312776621,5.671215048,8.35045446,3.864966997,3.617279572,5.726330121,3.695644395,3.560505668
128,3.164215053,6.304123593,4.043277822,3.161542492,12.22936966,4.966464438,7.16258264,6.176120026,3.83921715,6.719013885,8.22066291,10.51395645,5.753298986,6.815976788,3.823301537,3.564945372,2.574001445,3.469819904,6.587582397,8.149459051,4.028960923,3.204542638,3.216206179,3.102678178,3.79109779,4.873168092,5.805707174,7.00799495,12.64621018,12.12955911,3.137253533,6.049397072,8.667182483,4.665622827,3.445132585,4.217188582,5.768090006,4.291602688,3.797911126,3.259214549,4.272872219,5.2975347,5.132320706,5.453487176,3.66083386,6.174757484,4.250308105,5.337439792,4.760881838,4.85188836,3.434334638,5.293693208,4.607174967,5.47509489,5.48757057,7.260037421,4.936263746,3.406918095,6.988155566,3.648487601,3.671110175
134,3.172915468,6.22715099,3.677402974,3.416093044,12.12121588,5.860193485,8.941698154,6.117882439,9.146026027,3.79729808,8.273258776,9.341361232,5.056313074,7.505834325,3.768991136,3.563074166,2.73328298,3.642922283,4.123774731,7.315630813,6.127734303,3.228117014,3.385011213,3.209892087,5.455902098,5.821829344,6.572208005,5.611707795,12.57429082,11.76818937,3.1322661,5.870499524,10.13383614,5.419304693,3.187765858,4.326117146,6.4907772,4.371820505,4.093192996,3.253619865,5.183098016,6.199928401,6.317626939,5.611757541,3.496353269,5.438254413,5.605817569,5.042518728,5.314418672,4.774060422,3.427302485,5.339727563,4.547967556,5.715333112,4.982125031,6.096637953,4.360306465,3.240670233,5.959111823,3.522456177,3.137664272
145,3.161405174,6.351656659,3.653274027,3.008877719,12.75917087,5.72481733,7.325245744,6.423614397,6.267324634,3.608005809,9.266450148,9.813772484,4.899283619,7.364606521,3.531213551,3.533622744,2.653059462,3.430256009,4.93262838,8.087473363,3.351428324,3.334616462,3.374990364,3.217625105,4.421639061,6.358323489,5.301178966,7.512001961,12.89680993,12.09042567,3.485625306,4.890680924,9.780725477,4.545540861,3.296899968,5.187513524,5.12654127,4.383629154,3.96009741,3.22680214,5.577744017,4.957512317,6.632586803,5.241057511,3.753440696,5.435789782,4.568311501,6.365211492,5.159240034,5.450884516,3.550791986,4.860204002,5.368022943,6.164717611,5.455211816,6.878669599,4.142089602,4.054157308,4.46906481,3.751801868,3.587368823
126,3.085196881,7.673764647,4.08562206,3.061684482,12.3609494,5.549287503,7.7773383,6.890734632,10.77988744,5.093723005,8.247124946,9.827576368,5.707529439,6.745174421,3.775661716,3.439697876,2.756079117,3.257133871,6.72973016,7.252239096,3.501021868,3.376572685,3.290990221,3.307412487,5.434705846,4.810996061,4.872134144,6.799558311,12.5945966,11.95555449,3.123444802,6.335159703,8.880352452,5.692320819,3.270935741,4.368142872,5.413373037,4.485154061,3.63886828,3.107389024,4.820324675,5.576458974,5.924589087,5.175627972,3.419688145,5.977554458,6.705689859,6.334192253,5.338530475,5.332255679,3.490224503,6.228970137,4.780187905,6.056202583,5.658546555,6.936795082,4.062791407,4.195413812,5.509925258,3.457332905,3.460857432
78,3.016304858,7.908697803,4.977690352,3.223270543,12.3405176,5.245395591,8.283518247,6.248875967,7.908561024,6.814212792,7.959935182,9.844175134,5.376946606,6.452391574,3.470216979,3.42603372,2.753965279,3.512903063,5.228326378,6.760821651,4.072960812,3.373636233,3.468394597,3.244683644,3.738686973,4.254057619,5.098839779,9.37445104,12.58687929,12.12089296,3.634085382,6.383553352,8.018024398,4.943232101,3.247792818,4.340202452,4.676143358,4.450136439,3.972337586,3.361273302,4.616996005,4.330656928,5.171497976,5.19261038,3.646006104,6.262496774,7.548607692,5.730199053,5.778008629,4.93263667,3.54123466,5.875652249,4.022049425,5.374455418,5.432450274,8.466867838,3.835132228,3.251645654,6.454112251,3.411678037,4.229827889
118,3.547504595,8.309735431,4.420801662,2.971836632,12.24085144,5.505189099,9.167449998,8.058532673,8.288912248,5.423916585,8.740835341,9.708212151,4.514177799,6.931075173,3.856505792,3.37163216,2.623622658,3.290278488,5.774220923,7.625409871,3.527707864,3.219501644,3.377235159,3.23412437,5.300249768,5.275908228,4.892001693,6.963859613,12.37506861,11.61685672,3.453604476,6.583124441,10.03818574,5.206735378,3.120845512,5.627126614,5.663284032,3.993334055,3.376868333,3.036214872,5.442401906,5.056672275,6.366732679,5.798642364,3.283779625,6.035674212,6.856476062,7.34405814,5.020805344,5.954276641,3.317331871,6.120872241,4.865210697,5.479950568,5.564699235,7.572577881,3.730140372,3.457148635,6.803390538,3.205858562,3.552748708
94,3.2519393,6.375519941,3.694050698,3.375928196,12.56156869,4.961123491,7.649323177,5.827119472,7.687869647,4.624729315,7.956951171,9.863257299,5.151255515,7.901731258,3.442961841,3.581315532,2.659708406,3.274896082,6.77117288,7.34723017,3.57603414,3.135351699,3.287320657,3.138956858,6.322312322,6.122417908,5.127310177,6.823684534,12.75323981,11.45917368,3.558810135,5.67388539,9.920425915,4.371410156,3.36036769,5.736410603,5.487794411,4.322466644,4.193522353,3.258144458,5.249820614,5.674501021,5.878434243,5.825385652,3.404426325,6.175393761,5.294657204,5.019944941,5.431812298,6.520338603,3.406952858,5.349694681,5.336106885,5.869508562,5.501578705,7.277698171,3.199295066,3.845847013,5.22294772,3.810575851,4.595068836
433,2.901496504,8.007986398,3.55629742,3.177997332,12.37275615,5.231926914,9.060506782,6.277341893,9.621414844,5.007800302,8.412615715,10.23836902,5.413598233,6.174611514,4.038490201,3.660711802,2.697612624,3.276096426,6.350065243,7.298034731,3.599910686,3.287713788,3.482656821,3.233523281,4.45051405,4.559305781,4.233777641,9.118706187,12.3285892,12.01478092,3.517174849,6.925890233,8.553305627,4.565346868,3.283958041,4.767261268,5.221147516,4.239987988,4.680470165,3.208777176,4.704233478,5.611917233,5.461794663,5.1411938,3.742391166,6.755202897,4.48815457,5.063292703,5.882598928,5.944636468,3.403824841,5.734508278,4.902499417,5.691654077,6.558695013,7.94857862,3.936761121,3.793710063,7.195817784,3.763021957,3.318897469
372,2.957591223,7.052048913,4.239397205,3.02878021,12.12567643,4.643664877,7.768399902,6.156208555,3.263882661,6.237084913,8.031843194,9.652343683,5.183439875,5.979408012,3.806423458,3.863004097,2.640177514,3.260210469,8.163721684,8.144811787,4.280414117,3.255290694,3.394268908,3.088228103,3.532003067,4.69992336,5.572794927,7.509192805,12.57189392,11.50727093,3.152478272,5.980320297,7.95060048,4.416982773,3.103962473,7.191892823,5.167733119,4.404260253,3.487055051,3.012349692,4.224088549,5.432140053,5.487813421,5.504541766,3.309237218,6.455431578,6.755581381,5.556913764,5.538598416,5.173819085,3.373461533,4.690180786,4.101686398,5.802416572,5.65651968,8.742475976,4.183725629,3.538022168,6.706266877,4.427883395,3.440983825
261,3.065693381,6.999564904,3.94732267,3.272734849,12.22129785,5.836209597,8.238033519,7.412371628,3.461849981,5.121992216,7.649692549,11.60803526,6.034679928,6.724275481,3.786585116,3.646454886,2.590443139,3.169566622,6.263655617,7.199779864,3.659437957,3.129296225,3.737336169,3.222133785,5.205370732,5.911219982,5.020211392,6.510561126,12.48362945,11.47800697,3.107908578,7.650281222,8.734241571,5.263169607,3.258877967,4.204112588,5.843952191,4.498405394,3.595036388,3.091142539,4.464144866,4.760192434,6.211797861,5.422931451,3.738352483,5.946699995,5.868698801,7.045003706,6.392684796,5.123237334,3.403695232,5.801606636,4.703303534,6.846831406,6.253405627,7.897311765,4.47485323,3.401391784,6.982465669,3.489505129,3.473436729
328,2.855754273,7.71320347,4.508559235,3.294134541,12.50545299,6.282575903,8.687912992,6.794215448,9.048373288,6.923448998,7.518578724,10.34794706,5.207193846,6.337533164,3.570474526,3.298973465,2.807522374,3.362338362,5.712811813,7.369727926,3.351251319,3.228505474,3.434383638,3.251912292,5.53260681,5.266880168,5.538652405,7.734865569,12.72542441,12.10335009,2.965230488,6.161295987,9.070198922,5.310308509,2.999022377,4.355682979,5.246489819,4.075225326,3.461425114,3.162778996,5.225934205,5.756360145,6.077360131,5.572766021,4.122733224,6.43156162,7.030884985,4.890992937,5.677477819,6.538190353,3.397958157,5.004327638,4.689829633,5.756341411,6.400044234,7.662164401,3.201891932,3.208493216,6.36746861,4.536068485,4.68645543
266,3.053854475,8.43386225,3.604107965,3.269445469,12.40907908,5.216631604,8.036863297,6.880335355,6.78736048,4.218486523,8.255014158,10.04976664,5.152799308,6.822654848,3.398422875,3.563293461,2.590745792,3.241415151,5.690190806,7.012540317,4.488935034,3.078447281,3.414466533,3.002109887,4.279932587,5.316151964,5.184833282,7.801903596,12.53086863,12.06184547,3.261095777,6.168743417,9.107767335,4.791132874,3.058738429,5.520425654,5.562156696,5.176028692,3.931929739,2.99711305,5.170616741,5.776063897,5.488821796,5.891759511,3.345679877,7.482082412,6.634827443,6.169540321,6.007503148,5.51337461,3.40577758,5.453184461,5.042246512,6.516916338,6.188883691,8.675851428,4.477411068,4.064892064,6.403128168,4.299433729,3.350690772
