"response","ALDH3B2","EWSR1","CD2","AP3M2","EBAG9","HPX","PYY","MBNL2","WDR3","INSIG2","TRIM48","CCNA2","LYZ","NPAL3","LRPPRC","ZNF174","CAPZA1","IL12B","CADM3","STAT6","MAOB","CYP20A1","PURA","DPYSL2","TNFRSF10C","ORM1","CCNC","THG1L","BHLHB9","MAPBPIP","PDPK1","GDF9","HS2ST1","TMED3","WDR47","SEMA3C","LSM5","ARL6IP4","KRR1","HIST1H2BG","GULP1","NIT1","MRPL9","MAB21L1","FLJ11184","OLFML2A","ZNF669","TMUB2","C19orf24","KBTBD2","ORC2L","PFDN2","YEATS4","CACYBP","MIS12","ODF2","HOXC10","ADH1C","ELN","GAB1","NOL6","FRZB","CCDC99","RNF122","PSRC1","CTSZ","LOC339229","ZNF264","ATG4B","SLC25A38","SOCS1","ZNF7","MIA2","USP48","SEMA5A","LHCGR","CRMP1","RPL35","SH3BP2","IVNS1ABP","CADPS2","MSRA","NOL10","NDRG1","RHEB","HABP2","CECR5","MRPS34","NUDT3","FNDC4","FTCD","PMS2L5","TRIM21","SLC5A6","MTDH","RFC4","CUGBP2","FNTA","SST","ATP2B1","HN1L","KIAA0644","FLJ20920","HGD","NHLH1","RASGRP1","VIPR2","KRT35","PISD","HOXB3","ZNF238","AVEN","TRIM36","SUPT4H1","ADAM8","ZNF701","FLG","SESN1","SNRPA1","CDC7","HCRTR1","DHX38","CETP","APH1A","NDUFS1","CD209","CTDSPL","MAST2","GSTO1","RPS19","INHBC","ADAMTS13","WWTR1","SPINK1","GRINA","KIAA0953","GTF2H4","NUP133","MCCC1","C2orf43","USP36","CSTF2T","TMLHE","ADAM29","SUB1","HIST2H2BE","CSNK1D","MPPED2","COCH","C2orf37","LYPLA2","GPM6B","ERH","CHMP1B","MLLT11","DVL1","C14orf138","GNAT2","UGT8","RBPJ","TMPRSS4","SMG7","HIRA","CBX6","RBM26","CTDP1","DNASE1","BRD1","MLF1IP","CEL","CDC2L5","RANBP3","TBL3","FRAG1","HHLA3","EEF1E1","PSPH","FLJ10986","SLC27A6","TP53I11","DCUN1D4","UBR5","SLC24A6","KIF17","PLXNA2","ABHD11","HSDL2","ITGB1BP2","TAPBP","PMFBP1","C13orf24","TUBB","PDE7B","CETN3","C13orf1","PSMC3","FAM127B","C12orf24","RPS7","ISOC2"
1018,4.682014718,5.748037106,5.986489787,7.238722956,8.571263455,3.837116449,3.189132316,4.297495239,7.179767436,5.232243488,3.367149962,6.05146354,7.988899262,3.943777865,8.275360112,4.278095493,9.521404309,3.124693714,3.523398997,5.694181766,7.106057603,5.206589179,4.685215783,6.828690186,3.330813095,3.503842718,9.068269863,4.008296961,4.880626634,6.583700743,5.036170258,3.779984498,5.17088763,6.904719046,5.112660781,4.34987795,6.852960815,6.438287922,7.028638254,4.746304778,4.78273242,6.969977972,7.00866695,3.405651002,4.752913983,5.388761356,4.711763584,4.696378073,5.532271019,7.737610763,4.916627107,8.648244779,6.006278476,7.513344849,6.560777473,4.406147642,3.542178283,3.064625682,4.304802216,3.302478701,5.600594427,4.695760348,5.728916546,4.723696353,6.338898612,5.728815784,6.896818335,3.473923332,6.483114609,8.330637782,4.196417075,6.25502194,3.296105844,5.820870088,3.381493048,3.001269705,3.878982723,11.26624153,4.02872525,6.197703989,3.391018025,5.816066758,3.374644853,6.738626781,6.580161824,3.455277296,5.709826777,5.774217102,5.152426281,4.188694327,3.611672229,6.434569056,5.354708487,5.582287527,8.505697695,8.850942502,4.76845624,8.422404239,6.105355941,5.636186712,5.426612326,4.621413838,4.627883613,3.411818566,3.796650121,5.255275852,3.730812988,2.967292145,5.188891989,3.652743351,3.908735912,5.174497836,3.398099768,7.124815486,4.279134169,4.62392747,2.91737126,4.90076438,6.960387078,6.25243907,3.636222896,4.565797517,3.508723395,8.116910893,8.040245902,3.970333341,4.708142673,4.565467388,8.983657664,9.766839545,3.171541039,4.488197606,4.996255037,3.416325418,5.709501093,3.433447908,4.522420257,8.022386101,7.40238952,4.575026289,4.39797904,5.019869967,3.522589792,3.270616139,9.02315366,5.955569831,6.772321421,4.306980203,6.316502102,3.824567731,6.556680283,3.784699937,9.79674566,7.590728434,4.625360482,7.057922169,5.2889328,2.937919111,5.536267376,8.54711717,5.926516161,4.803585548,6.218258429,6.553273397,6.29899737,4.25658534,3.58158965,4.999523185,8.996624162,4.84243782,4.498311282,4.841304046,4.957841727,6.404922088,4.863045796,5.548600049,4.621132535,5.682138738,3.539898095,4.393956911,4.402498559,6.08947893,4.976971348,3.683136943,3.589341177,8.896437549,4.941118819,3.329879807,5.84495607,3.999509766,4.98403046,10.06674863,3.055011624,6.488708918,4.086624617,7.348071508,4.871383203,5.725246419,11.75255225,4.949948861
1768,3.719407414,5.389375323,4.12723003,6.368914175,7.856526214,3.872921226,3.30309565,4.745697197,6.456272186,5.924780434,3.206218625,4.357211019,7.058695992,4.100898898,8.39999223,3.885657744,9.510607121,2.78904523,3.594305694,6.612730729,4.31602874,4.948661491,4.630665957,6.048806631,3.379692872,3.294273114,8.878346676,4.01672686,3.786387196,6.204877066,5.439647789,3.425549898,5.107505082,7.551287108,5.444708073,5.037007296,7.28986003,6.155222025,6.255202508,3.287772678,3.964873155,5.760550831,6.356570581,3.257420935,4.456837916,5.592221824,4.512296925,4.865167267,5.557689577,7.53141335,4.779358875,7.613520947,4.828739085,6.844641409,5.626127211,4.050522429,3.81416105,3.187834257,4.023172785,3.589578918,4.782513375,4.476446847,4.922824912,4.540051868,5.51502074,5.829939857,6.479765218,4.748060966,5.392724489,5.944440588,3.886424925,5.941835677,3.509093957,5.768731132,5.114972029,3.102714215,4.264384325,10.67546285,5.180212393,7.888835109,5.125124129,5.329571907,3.275586317,8.821002199,5.921117978,3.779296548,6.103613095,6.354603173,5.331950745,4.338221559,3.473043017,6.323374775,5.126093471,6.340514068,8.21160658,6.858007563,6.670075725,7.817849466,7.863933767,6.691566333,6.097683677,5.188973611,6.240724234,3.609245708,4.164381108,5.764758835,3.733122619,2.941748652,5.57043376,3.854149309,4.20239215,5.574584173,3.394473554,6.881654889,4.294499037,4.735017367,2.771732457,3.771880426,6.897440752,5.310966484,3.461353667,5.197241144,3.282969763,8.142780171,7.423664146,3.945973677,4.600938161,5.046458934,10.00654061,10.06209062,3.271269379,4.525479828,5.857504489,3.306141674,6.707084408,3.510885955,4.198577081,7.416921714,6.301185945,3.663264268,7.082588925,5.01468235,3.364811812,3.522428878,9.187380619,4.03344804,6.920671145,3.513176393,4.817738337,3.603136866,6.865255165,6.093814866,9.69214413,6.875878406,5.577410848,6.483675079,6.117690814,2.960195446,4.361850363,8.871843776,7.674677729,5.214739915,5.719482305,5.005672345,7.220361056,4.410221394,3.656130334,4.887831572,6.902825349,3.39465724,4.712236568,4.961662,5.818625473,5.318257585,5.987018044,5.656710605,4.865762528,4.122348548,3.088526718,4.533757229,4.532192173,6.067750931,4.788232828,3.226835207,3.924921119,8.704832921,4.495006058,3.375096984,6.76475509,3.968821365,5.552777667,9.889264055,3.380606121,6.311335207,4.436490816,5.953659536,6.336988637,4.188753628,11.46625337,5.093238461
16,3.67679751,5.707263069,4.160911767,7.047886744,7.764137611,3.361606636,3.164908768,4.776735019,5.745272712,7.153196056,3.188072042,7.756291522,7.677034283,4.115847277,8.482495084,4.539469456,9.659921985,3.120611727,3.300828999,5.206360091,8.74954775,5.663896062,5.298972347,7.948238976,3.075540354,3.290434728,10.43276017,4.740710296,5.704116305,6.598306077,5.169401162,3.164741545,5.070542401,6.905260656,5.186411102,5.937778072,7.816810529,7.797635505,7.865203238,5.233712263,3.934237609,7.187722371,6.833971663,3.481764456,4.813347895,7.976108088,5.106709252,4.585252205,4.997742252,7.87630157,5.555081736,7.360870521,6.754563476,7.525188623,7.465779116,4.981294817,5.161910864,3.47067538,4.082291677,3.843136678,5.569796054,5.167430703,7.459921717,3.812218051,6.74260981,5.252883677,5.716778337,6.604340117,6.582562609,6.529672417,3.965410002,5.991192597,3.342743135,5.711154934,4.068079899,3.234949106,7.101423198,11.57531684,4.013844179,7.507238141,4.011602806,4.662738774,3.60683746,7.091098784,6.663915709,3.560552197,7.364710306,6.31907063,6.150264351,4.347810442,3.595628438,7.133508657,4.885751849,5.577488875,8.49370107,9.535071245,6.175396959,8.462457339,10.41953334,6.570499657,6.560674984,4.509131418,6.263521522,3.185386335,3.2722301,3.790857645,3.573089628,3.168307611,6.198029361,3.646990297,4.442046852,4.648157099,3.668092703,7.093969083,4.186441329,5.78107891,8.264238699,4.877855981,6.784051787,6.483075728,3.320498142,5.068882563,3.44187252,8.516340982,8.288675311,3.724822221,4.69322447,4.760817794,8.969056925,10.17986916,2.915486268,3.614987797,7.075313149,3.416598601,5.288017229,3.513671341,4.78135451,8.212354184,7.851368467,5.202286769,5.395308979,6.097784608,3.524605917,3.667078724,9.976801918,7.60885354,6.735377527,3.709447454,7.31368658,3.748962205,5.926465217,3.961918068,9.714518672,7.891079461,5.572395037,5.724920036,6.711980199,3.381523545,3.722218223,8.585468843,5.144718138,5.035502896,7.137426004,7.171583795,7.531517226,3.958415803,3.105108439,6.153615578,8.37977879,3.1957385,4.386804243,4.472213738,5.214297477,6.302660537,4.940675541,5.722845149,8.087281054,3.470740039,3.313489799,4.185274108,7.056484251,6.216908936,6.089396815,3.570231995,4.298216289,8.483077204,6.60373409,3.015869124,6.317462713,4.236175544,6.72722114,11.27066732,3.847481402,8.219608729,4.194390012,7.681726225,4.948955245,5.837663828,12.46939974,6.778353504
759,4.523368724,5.212781785,4.436408972,5.896374167,8.361867627,3.761376735,3.145863752,5.874856527,7.419714502,6.638842656,3.016059115,3.403352758,5.936925347,4.632420063,8.853981474,3.989206076,9.678221221,2.868076106,3.436036422,6.030459695,5.600635258,5.163702646,5.895656725,10.08790548,3.252409617,3.024156086,8.211806177,4.89582995,4.047768285,7.149820755,5.174249876,3.606048204,6.222354339,8.087804176,6.303724459,5.175811142,6.604548365,7.52581123,6.312963532,5.258475029,6.721933489,6.481824801,6.622324228,3.364880592,4.768992751,7.31840517,5.033670005,4.369309791,5.465460037,8.127599239,5.174228081,8.145532151,4.815502131,7.091940223,6.031914858,3.9927152,3.236001049,3.112725677,4.005965423,3.62469195,5.436328776,3.959695475,4.67927917,3.949448532,4.045954253,5.778374862,6.06224151,6.026448302,5.994696984,7.162339232,3.60484649,6.027923877,3.25493835,5.825215699,4.273176093,2.98509006,5.383576159,11.48865646,5.136595827,6.64929039,4.059906023,5.987070972,3.380640863,9.782192495,6.251028556,3.479658289,6.352994943,6.046499068,5.318915393,5.39952906,3.506926891,7.972595622,5.446568554,6.523209334,9.020511874,7.180548107,4.362143958,8.549010821,4.025743653,7.241161553,5.982136871,5.246693055,6.578054068,3.332902357,3.864329747,5.907418555,4.281165832,2.943887565,6.29079074,3.526921006,4.152707105,6.331068779,4.127425431,6.174646865,4.277451722,4.524333428,2.946347056,5.132214003,6.498010522,3.50142272,3.283352212,5.209322616,3.476373296,8.796683783,7.911466874,3.88652484,5.930762509,5.10984707,9.572145078,10.28938699,3.379440507,3.985581048,4.474769945,3.025404379,6.136050039,3.563414502,4.666597633,7.737163154,7.917487266,4.54012863,4.828575531,5.188301638,3.550256881,3.221249463,8.446882502,7.42110534,6.142647287,3.558277996,3.219004516,2.944250759,7.295592813,6.077789093,9.226488633,7.014988581,6.843070623,7.326511779,5.167106167,3.073279932,4.936378692,9.337258748,7.874659006,5.102278504,6.797671123,8.047736672,7.406655398,4.3835784,3.395284657,5.337641228,5.793528994,2.929046609,4.666643897,4.527725758,5.894907388,7.022134956,4.303077808,4.42937839,4.961145665,4.465071243,3.308946816,5.009601928,4.508738263,7.138717242,5.603314383,3.236161965,4.981062031,8.791989436,5.807264604,3.09723535,6.589632404,4.179492894,5.608567748,9.918481584,3.226273268,6.505379813,4.564591326,7.263447736,6.208630589,6.33506645,12.33728951,5.856047707
3525,4.644421173,5.644855379,5.0181083,6.280883595,9.180415622,3.746476392,2.910636143,5.163336114,7.577472279,6.021038585,3.076485189,5.627025279,7.885055551,3.965879117,9.13196573,4.047649983,10.31356508,2.72141173,3.818896821,6.022690364,7.353916093,5.667124756,4.894195509,8.546277236,2.993924147,4.661014969,9.127012082,5.14849877,5.07405896,7.716021146,4.953977399,3.288598857,5.553765559,7.937686851,5.271099078,6.818144176,7.452128606,6.848307168,5.915653207,4.633560458,5.322344233,7.478359954,7.008447601,3.412417503,4.713969166,5.530684467,5.508804018,5.407979551,5.92496161,7.211647125,5.58170974,8.708467611,5.437311539,7.79338829,7.627350861,3.683602807,3.251773924,3.090267356,4.239008607,3.55249239,5.639830753,9.77860005,6.56608006,4.431694997,5.359898188,6.021407523,7.039049559,5.991102615,5.949883692,7.673266476,3.61661379,6.310515571,3.212234831,5.487998353,4.456862726,2.978373297,5.418615586,11.16077177,4.222278122,7.375929786,5.189547098,5.372477991,3.321258308,8.440491178,6.672142157,3.567592208,7.415394921,6.284308171,6.359222742,4.778932655,3.639102416,7.092099319,5.259455224,6.820707196,7.618140137,8.840158908,5.45432967,9.533234901,8.52333163,6.131273733,6.227107058,5.810560554,5.837522359,3.501226986,3.668599155,4.758004179,3.860690888,3.112345324,6.549920004,3.567761738,5.021893253,5.40164086,3.266222935,7.466995005,4.014778703,4.726671567,2.916839371,5.867322767,6.742100926,4.972430936,3.61055607,4.734944105,3.352475485,8.978381764,8.211428345,3.826238225,4.93450282,5.136131889,9.726272426,9.94910544,3.38609759,3.947464652,5.204799025,2.936758066,6.722532815,3.4747395,5.460318651,8.8755123,7.762342193,5.107588568,4.939652382,6.601750163,3.607524586,3.73047107,9.371076686,6.344202702,7.370450756,3.627750388,5.722302663,3.819748266,7.077015664,5.431797381,9.883642931,8.538634764,6.376313678,7.499684727,5.836357744,3.228606609,5.575793926,9.344916089,5.672816789,5.57807181,6.788118796,6.714328015,7.102665044,4.99748075,3.259455655,6.309134224,6.352029817,3.322927449,4.543409133,4.821441183,5.914010325,6.514584283,4.929904543,6.173099898,6.983976464,5.478481051,4.286797866,4.380324847,5.483223251,7.408251597,4.808899089,3.593133489,3.746187588,8.162495362,5.923100302,3.123869591,6.444778707,3.974433496,6.387374866,10.98858293,3.384010739,7.453135844,4.205464403,6.787057222,6.75215388,5.239180407,12.06084944,5.987281883
2661,4.434827356,5.532315851,6.586089579,6.677757057,8.503324731,3.628359874,3.138054732,5.135058706,6.93443713,5.465162441,3.007802012,7.441262385,8.09291905,3.973648587,9.090323898,4.121210665,9.507485809,2.915917572,3.594592617,5.659124657,4.635262331,6.526629376,5.792062937,8.525826043,2.961470891,2.842462854,7.947409805,5.790127522,4.668879359,8.108881738,4.858673219,3.476724329,6.1006957,8.308770214,6.342419385,5.686124962,7.254264983,7.555465507,6.234021135,4.708417828,4.467101259,6.247958506,6.694648116,3.365027757,6.043327391,5.583627527,5.015509315,4.662769627,5.709916677,7.144092308,5.449309252,8.182626824,5.61544824,7.345992071,6.53976844,4.840047563,5.635313707,3.119194763,4.141143584,3.592217033,5.247405895,4.872680985,7.213772453,4.388584801,6.61407827,5.835556044,5.946306626,6.972359499,6.096374795,7.980908765,3.662505185,6.633711438,3.10400808,5.949055377,6.166468216,3.077440653,4.015024494,11.55912475,4.360523621,7.189116627,4.930655686,5.909556476,3.411323228,8.444288619,6.077344809,3.509230264,6.89439426,5.836587449,5.387649641,4.472207912,3.310397967,7.231369739,5.413079223,7.191726291,9.358187982,8.122884381,6.036604264,8.625003115,3.19948559,6.320325427,5.973485773,4.610239181,4.758116548,3.680306507,3.58633553,6.241434355,3.702223002,2.920473256,4.925851397,3.507951752,4.27963495,6.687473294,2.982037703,7.469312784,3.699832306,4.80885933,4.130325622,5.137284026,7.123977387,6.717110856,3.242541766,5.142115785,3.582713968,8.326503276,7.775234202,4.140980291,4.851326143,4.912115267,9.645070069,9.889949415,3.170787103,3.804319234,5.111533058,3.310639129,5.900782987,3.393363222,4.238356921,7.820327304,7.042334027,5.886421389,6.580740806,6.40955357,3.457719407,3.562436691,9.475845969,7.389854758,7.354062362,5.068409777,3.273471509,3.107855115,7.124806022,5.641382142,10.04390923,7.694313673,7.478799362,6.543757207,6.575443456,3.283945893,3.975289886,9.301515173,7.772436507,5.549003415,6.246960321,6.757605171,7.566958004,4.521573364,3.281291504,5.945610828,7.873457818,7.137834505,4.410081486,5.174004923,5.0666258,5.978562617,4.329227528,6.0444163,4.221382677,4.496285847,4.99885001,4.284015814,5.092526502,7.708378989,4.596414996,3.093704148,5.091544987,7.619558533,5.359152351,3.481193756,6.066366636,3.874216313,5.802785534,10.03909526,3.22121258,7.871662102,4.855649447,7.860865331,5.820178183,4.381539123,12.22756218,6.87036312
2788,3.785827888,5.51921739,5.938000802,5.799823489,9.555130898,3.74849282,3.05238994,4.895703777,7.339592065,5.234860398,2.947266568,6.045145561,8.932383642,3.816943695,8.584732255,4.437557538,9.858483239,2.873008183,5.369029502,6.111816225,3.900063127,4.984448882,5.10412905,8.36759245,3.04410224,2.879439943,9.121671522,5.370319843,3.765631802,6.913864099,5.010654271,3.714147186,6.356243336,7.36788488,5.973647361,5.411266973,7.128053967,7.904089009,5.735109327,3.200468515,5.481025447,7.009204837,6.66656307,3.265688436,5.68757976,5.669902452,4.362522841,5.459759662,6.066479307,6.566861526,4.602749149,7.581745363,5.008628485,7.073851456,6.981352746,3.767791861,3.404069728,3.222754817,4.1383779,3.33438855,4.759637504,4.311730718,6.335003733,4.1556899,6.723893899,5.769080855,6.628175286,4.554819392,6.091427154,7.381808544,3.61463695,6.462450599,3.234051989,5.547705563,5.141842868,3.149622473,8.275029834,11.76553914,4.656497968,6.445249051,6.762618151,5.048087203,3.38611483,8.743782027,6.490124591,3.407650799,6.634460559,6.8601085,6.879670461,4.29624997,3.36302345,5.937552703,5.671136421,7.314497226,8.007923285,9.49480103,6.119318583,8.317552557,8.008720286,6.354097481,7.229496702,4.078134842,6.432452568,3.267895809,3.558808734,4.8222352,3.881915572,2.88548888,5.243309257,3.908850233,4.151751151,6.528859334,4.520467978,7.466735557,4.060525748,4.054176191,2.896195094,4.773087178,7.82741462,6.953556082,3.468474646,4.391559321,3.453622309,8.195866883,7.717042433,3.685652534,4.837219165,5.639152441,10.52848142,9.89490896,3.116268121,4.078231774,7.199719816,3.178269271,6.651887425,3.5992575,6.349405695,7.329744476,7.753467832,4.710996822,4.591634537,6.243666485,3.42451962,3.623682934,9.898776841,5.54946002,6.79596948,5.171085303,3.681872891,3.145711408,6.655947628,5.248999852,9.86217989,7.543961175,5.101106396,6.718595376,5.684410376,3.421157102,4.341396932,9.447831248,4.952711658,4.757691329,6.154376839,6.805471318,6.653824404,4.603393286,3.319940533,5.854978591,8.028025085,3.311669749,4.403033875,5.081336008,6.1315171,6.05298074,6.241578228,5.669869805,4.735668193,5.950393215,4.714538481,4.659103637,5.239659125,7.162783605,4.930333996,3.539393724,4.203575031,8.332186145,6.833831858,3.079351637,7.362908444,3.869613327,6.524141496,11.42897298,3.32322165,7.466187016,4.216876381,7.38292701,6.454374857,6.146991838,12.33030145,5.184898189
2342,4.691338004,5.158960017,3.973189701,6.265668837,9.371512122,3.777340709,3.291111105,4.656880561,6.89262721,5.102309264,2.941125627,4.809954921,4.440986105,3.886226375,8.838859505,4.363828634,9.554306509,2.994119208,3.515883756,6.674356944,5.72161011,4.729609024,5.711289185,6.916524425,3.105241309,2.97041111,9.162849819,4.978340999,4.02735445,7.361190826,5.080521216,3.711899563,5.552700169,8.107425742,5.558241205,4.897156265,6.707395681,7.453041371,5.536764425,4.416824453,6.466398392,6.518232447,6.590790442,3.214724355,4.615453404,6.477487036,4.24861528,5.360110045,5.948073893,7.295949517,5.623384099,7.834389358,5.491634287,7.413483832,6.129986343,3.700481205,3.403919473,3.296504431,4.12363156,3.76457936,5.327437517,5.536889845,5.341915102,4.494948946,6.174833968,6.217239178,6.494558375,4.910860267,5.869141307,7.400946909,3.587569121,6.585937886,3.200943492,5.031286588,5.222758354,3.062618177,4.518319864,11.48286863,4.484228815,6.875392026,6.296656078,4.826205245,3.479805422,9.779658547,6.536444541,3.330419363,5.47478529,6.480905673,6.54543964,4.340972676,3.466677066,6.774783441,4.954702095,6.112821585,9.172421557,8.320864575,4.966079327,8.87560032,9.520011098,6.058469256,7.048185676,4.502135084,6.131719927,3.511010991,3.841864616,5.507734403,3.643062265,2.963485272,5.408445458,3.421606576,3.799310182,5.93855429,3.360008341,7.314936804,3.906597966,3.949271652,2.907817536,5.25385686,7.363782124,5.194141089,3.303017727,4.643360905,3.237362572,8.657480157,7.721224797,3.804273636,5.474792963,5.116405202,9.314957819,9.462211056,3.437699251,4.168197415,4.69981346,3.312985959,6.378431662,3.494634545,5.234627424,7.815140318,7.368692551,5.637242754,4.476765112,6.188849441,4.522314169,3.49664633,9.434605959,7.538101999,7.352885329,4.964949457,3.267222176,3.434902928,6.033332087,6.533543734,9.807741782,8.007995292,6.025990117,6.239817303,6.02540421,3.422906564,4.286662099,9.452675103,8.600542934,5.119708658,5.532907458,6.735362341,5.980045068,4.230336256,3.225879354,5.811039683,5.568114775,3.544785364,4.580942716,4.939935067,5.281547202,6.452498029,4.812633866,5.538843364,4.154303745,5.208647258,4.669183843,4.596210006,4.782152492,8.076790974,5.705173795,3.146892117,3.904191476,7.966831936,5.867994788,3.110936935,6.924075624,3.777813241,4.846426768,10.1379125,3.500944698,6.706770012,4.279924938,7.186313011,6.292286804,4.140257494,12.22709883,5.602860923
1516,3.885586626,5.699598928,4.725719163,6.199182118,9.085541994,4.110646587,3.203632679,4.869844291,7.308449581,4.974683719,2.992280754,7.030250035,7.40449818,3.984802356,8.978324937,4.064963584,10.07733046,3.069521881,3.529488462,6.40672818,5.930069191,5.072010557,5.314431396,7.47743602,3.02287421,2.854057782,8.978240435,5.618771392,3.601228076,7.782102687,5.135816201,3.225300565,5.731065928,7.832230995,5.788477493,5.527726235,7.792064526,7.504613168,6.52786974,3.651349996,4.558375634,7.067629333,7.282941917,3.336315182,4.813167316,4.916982107,4.150725935,4.210836744,6.039523865,7.271302724,5.500409865,8.171863205,5.897349992,7.645252398,6.434346984,4.840563868,3.38969317,3.199691064,4.215993272,3.352131141,5.901066024,4.426234805,7.318583354,4.553793326,6.691375387,5.769582027,6.448655881,5.689646881,5.798865301,7.569603934,3.809568949,6.844648113,3.2535486,5.009588432,3.803524357,2.847482835,4.642560427,11.66151402,4.105545855,6.18896305,4.437600587,5.909911756,3.26274794,7.9392648,6.597267289,3.621138573,6.236753052,6.769676148,6.754963325,4.860849232,3.573790934,6.122096518,6.520489919,6.862011378,9.3337903,8.488239293,4.978090449,9.178606501,3.257681761,7.011448059,6.397150907,3.991624862,5.146371189,3.386448921,3.884579428,3.671276607,3.760248078,3.28301966,5.432780815,3.597743081,3.241236051,6.253115598,3.265033379,7.579708737,4.192604962,4.848570412,2.810876069,4.77671956,6.941561244,6.320580498,3.437866724,4.780597335,3.460239773,8.946683398,7.258801068,3.919214778,4.70551596,5.261468572,10.33786849,10.15757453,3.636675395,4.320635858,6.167134504,2.912246866,6.799186151,3.505990439,5.077943566,7.804367096,6.292966243,5.119334258,4.296595589,5.532655198,3.971558551,3.823596107,9.665758455,5.318145714,6.840724629,3.420693484,3.86392101,3.718454591,6.360543044,6.975194971,10.0976271,7.652082466,5.359466201,6.739210559,5.603353439,3.178165456,4.26053626,8.646184249,5.282573499,4.831605498,6.141335551,5.612203489,6.490465806,4.565345474,3.323325431,5.502596445,8.858283558,3.203904458,4.588276924,5.250123743,6.108064806,7.554744228,5.642913362,5.785014271,4.356298823,4.456897309,3.093709789,4.451434,4.682608461,8.398328403,5.876447063,3.354041237,3.675034958,7.67540976,6.967723276,3.341895562,7.359826623,3.945770568,5.218007528,10.48379733,3.373259328,7.097201587,4.295579362,8.455659333,5.86756654,6.610295512,11.92173872,7.460652241
84,4.263493727,5.735255417,6.006414431,6.511321119,7.962512235,3.487071616,2.952212198,6.009353844,6.925027371,5.911685292,3.027875801,5.603381286,9.437794988,4.22190494,8.497664388,3.780669717,9.769818881,2.6931348,3.917975318,6.755311001,6.736964425,5.912323809,5.880259209,9.183969543,3.109583919,3.43969534,8.751186278,5.221039807,4.509746739,7.254216389,4.973265302,3.190500344,6.718038847,7.869904521,6.14041728,7.583014342,7.212229932,6.898680261,6.980688815,3.660824505,4.870280425,6.843512529,6.569294264,3.012876493,4.918227336,6.357569052,4.998425672,5.053697235,5.091731886,7.85015545,5.685213429,8.019122722,5.443266961,7.174493569,6.838990267,4.681867852,3.55731715,3.692201503,5.378706427,3.410767824,5.436954849,4.548002846,5.866936755,4.485357762,5.802624433,6.00290959,5.827074782,6.583338529,6.309818542,6.919741883,3.670522269,6.413581189,3.217119489,5.593580785,5.896225034,2.854359552,4.913661621,11.07641244,4.34491311,7.191521185,5.604159897,5.817865857,3.256795651,8.08647998,6.215435092,3.382152211,6.778542904,6.193672588,6.030551633,4.861154413,3.23774257,7.207074661,5.646876618,6.628519965,8.726052852,7.68536188,6.409002276,8.673538227,5.968238581,6.393423846,6.42777971,5.2637271,6.750589438,3.487611293,3.764316129,5.739709031,3.963924948,2.813020684,5.781102229,3.894350404,4.191215581,6.541077231,3.109066883,7.349395031,4.293453266,4.552190988,2.882331838,5.867462475,7.103260271,5.391781524,3.230295059,5.485961692,3.372853505,8.025508975,7.849763863,4.319536931,4.684514822,5.224987761,10.19571613,9.87702973,3.19265357,3.879046687,5.519435536,3.013976016,6.451762232,3.321612851,4.805848747,8.031512588,7.010536301,4.706091993,6.363171205,6.452510095,3.927659074,3.313117335,9.693091932,5.516353728,7.268545141,5.252392291,3.500777584,3.248108681,6.418759558,6.072085324,9.857748313,7.267189308,7.078861427,5.856554993,6.53943372,3.119950503,4.142487592,9.096603051,8.039331584,5.650955638,6.350571407,7.151257993,7.458903316,5.334920151,3.271745261,6.328759556,7.885456203,3.566809163,4.765124702,5.528669672,5.764624408,6.557233349,4.539285799,5.716210638,4.083588885,4.929300945,4.347349,4.768052236,5.242417616,7.456419092,6.072741704,3.30628188,4.422063097,8.700380343,5.904897707,3.103426609,7.383370752,3.726218783,6.010566179,10.38148407,2.957532863,6.995795266,4.414167134,7.735935773,6.105736064,5.309944101,12.03070367,6.251162661
