"response","ALDH3B2","EWSR1","CD2","AP3M2","EBAG9","HPX","PYY","MBNL2","WDR3","INSIG2","TRIM48","CCNA2","LYZ","NPAL3","LRPPRC","ZNF174","CAPZA1","IL12B","CADM3","STAT6","MAOB","CYP20A1","PURA","DPYSL2","TNFRSF10C","ORM1","CCNC","THG1L","BHLHB9","MAPBPIP","PDPK1","GDF9","HS2ST1","TMED3","WDR47","SEMA3C","LSM5","ARL6IP4","KRR1","HIST1H2BG","GULP1","NIT1","MRPL9","MAB21L1","FLJ11184","OLFML2A","ZNF669","TMUB2","C19orf24","KBTBD2","ORC2L","PFDN2","YEATS4","CACYBP","MIS12","ODF2","HOXC10","ADH1C","ELN","GAB1","NOL6","FRZB","CCDC99","RNF122","PSRC1","CTSZ","LOC339229","ZNF264","ATG4B","SLC25A38","SOCS1","ZNF7","MIA2","USP48","SEMA5A","LHCGR","CRMP1","RPL35","SH3BP2","IVNS1ABP","CADPS2","MSRA","NOL10","NDRG1","RHEB","HABP2","CECR5","MRPS34","NUDT3","FNDC4","FTCD","PMS2L5","TRIM21","SLC5A6","MTDH","RFC4","CUGBP2","FNTA","SST","ATP2B1","HN1L","KIAA0644","FLJ20920","HGD","NHLH1","RASGRP1","VIPR2","KRT35","PISD","HOXB3","ZNF238","AVEN","TRIM36","SUPT4H1","ADAM8","ZNF701","FLG","SESN1","SNRPA1","CDC7","HCRTR1","DHX38","CETP","APH1A","NDUFS1","CD209","CTDSPL","MAST2","GSTO1","RPS19","INHBC","ADAMTS13","WWTR1","SPINK1","GRINA","KIAA0953","GTF2H4","NUP133","MCCC1","C2orf43","USP36","CSTF2T","TMLHE","ADAM29","SUB1","HIST2H2BE","CSNK1D","MPPED2","COCH","C2orf37","LYPLA2","GPM6B","ERH","CHMP1B","MLLT11","DVL1","C14orf138","GNAT2","UGT8","RBPJ","TMPRSS4","SMG7","HIRA","CBX6","RBM26","CTDP1","DNASE1","BRD1","MLF1IP","CEL","CDC2L5","RANBP3","TBL3","FRAG1","HHLA3","EEF1E1","PSPH","FLJ10986","SLC27A6","TP53I11","DCUN1D4","UBR5","SLC24A6","KIF17","PLXNA2","ABHD11","HSDL2","ITGB1BP2","TAPBP","PMFBP1","C13orf24","TUBB","PDE7B","CETN3","C13orf1","PSMC3","FAM127B","C12orf24","RPS7","ISOC2"
1364,4.954014508,5.123836762,5.329057499,7.028649887,9.861506764,3.613186383,3.176285782,4.54537247,6.227910997,5.08126562,2.973057676,4.488650943,8.632514806,3.614171192,9.182504986,4.282115037,9.740606238,2.822717858,3.853703322,6.284548509,4.889790335,6.203041458,5.83403775,8.408906681,3.212742904,2.960196507,9.827805537,4.742574143,3.890157939,6.682521344,5.292803398,3.542449193,5.454752364,8.325719934,5.098658456,6.377152797,6.765534079,6.552888925,5.374346759,4.070796558,5.388168548,6.38699601,6.15871723,3.451074872,4.183749099,5.888148847,4.437922713,4.656199525,6.044031347,7.023330171,5.019394754,7.448875636,4.841633734,7.882496035,6.265642514,4.066662913,3.184063706,3.457112179,4.322689158,3.415603426,4.561197032,5.404573669,5.189411364,4.280537731,5.455225866,5.738805289,6.272154764,5.134588477,5.624141503,7.513388345,3.639466575,8.138679593,3.287932853,5.206494388,5.145390501,2.938772684,4.93392716,11.17096218,4.070626743,6.366158369,5.798650175,5.515153841,3.379688113,8.901372023,6.129917818,3.273895458,5.112130048,6.242033321,5.580435587,4.29389369,3.609580737,5.316351145,4.977585638,5.844873629,9.938470567,6.987539689,6.425026588,9.445891341,4.156765284,5.54787627,6.312975715,6.110389796,4.730996817,3.584666431,3.868209335,4.800819641,4.525295815,2.923364212,5.172076772,3.64484284,3.860436667,5.968175112,2.872820739,7.724207814,4.38995228,4.263853585,2.857414409,4.682956447,7.728978597,4.19497998,3.467762001,4.419393943,3.003336386,7.928820053,8.196149436,3.726105981,4.948363488,4.817269628,9.844351585,9.143912538,3.322569929,3.829191694,5.121101398,3.066456807,7.45997023,3.58118058,4.615220451,6.996811705,6.740612516,4.998934518,5.630406007,5.654379488,3.809123883,3.23146789,9.499962154,5.612003318,7.29157557,4.233347733,3.20375633,3.264354972,6.034233923,4.343718964,9.985136803,7.19235528,6.031875494,6.111549613,5.655863471,3.149852379,3.614190742,9.229341056,5.509570615,5.128453331,5.967180955,6.302305768,7.035378382,4.269628092,3.314641463,5.214356181,6.714976714,3.297543796,4.557319721,4.889390142,5.478320573,5.840052847,4.745693812,5.060982165,3.687783061,4.442305461,4.212009607,4.491387919,4.944924432,8.699650605,4.705417032,3.215184144,4.351694532,7.130807923,6.039318865,3.347415374,6.757562955,3.773742988,5.779241434,9.907695892,3.285807441,6.662857185,4.343928604,7.42020067,6.508992805,4.438351002,11.84708297,6.229200212
1128,4.909918621,5.840448423,5.836520516,6.678099659,8.295108335,3.756178094,3.09718358,4.987707516,7.042606728,6.465931906,3.069689861,6.52024879,7.933397738,4.266878595,8.60792524,4.376900649,9.626223929,2.886774692,3.507546661,6.35980384,5.583768906,6.430039654,5.740867038,8.624758761,3.06313616,3.043310868,7.997597639,5.882234151,4.972504561,7.307732378,5.024405357,3.41414558,5.837301852,6.470685309,6.285746919,5.839368546,6.496082342,8.195301161,8.082357792,3.270892409,6.329451055,7.182221567,6.831516203,2.9850454,4.656364413,4.679229872,5.921466336,4.627056349,5.065921449,6.861752184,6.000058645,8.708261836,6.958976645,7.996457714,6.068772703,4.174105074,3.413654913,3.333886091,4.647484228,3.911137858,5.210823667,5.277370273,6.979739264,4.451563667,6.52660323,5.571783191,5.542411524,6.664327486,5.79216901,7.26290375,3.678251852,5.525938204,3.189226293,6.064134719,6.177690826,2.818391623,4.162945985,11.59746383,4.032671649,7.447013209,3.670006872,6.488695436,3.53220026,8.309891936,6.204690088,3.474544692,5.518755553,5.391437783,5.812000499,4.344825902,3.361601549,6.3517758,5.714916991,6.240770956,8.724054769,9.995177553,6.229078723,9.031824521,9.924695364,8.102077263,5.707481309,5.128681129,6.708244046,3.313097816,3.534816396,4.843365689,3.513105414,2.904038645,4.757716453,3.495736477,3.286317194,5.315502154,5.108023955,7.269983285,3.786696378,5.189620842,2.719287183,5.343681694,6.923612661,7.886656469,3.214670113,5.131162398,3.433774146,8.197369694,8.126096465,3.730600115,5.405101201,4.918234434,8.928042465,10.26869005,3.202816736,3.901911209,5.817230488,2.97582226,5.27330474,3.537682304,5.456419969,8.394694524,7.316990771,5.527529623,7.199359326,6.696859416,3.582360236,3.379512559,9.897197081,6.628340293,6.61190418,5.705970121,4.295044557,3.739763514,6.411730786,5.367901006,10.32745205,6.533860104,6.166134727,6.168675943,6.88708225,3.3578811,6.597984554,8.680078535,5.681925421,5.765596295,6.397473966,5.816466329,7.561586171,4.207000613,3.203159034,5.786573152,8.86341281,2.878641164,4.897814812,5.505328442,5.099507055,6.856213402,4.339158305,5.549565659,6.687147331,4.08566825,5.619812723,4.990624841,4.711990699,8.273465675,6.536066706,3.282805786,4.14492985,8.082519085,6.512781446,3.318815706,6.273326939,3.847374921,6.079131381,10.99607415,3.076570653,7.92524112,4.221746261,8.548869756,6.279560142,5.753872269,11.86940784,6.690477398
842,3.809369152,5.655133793,4.933322181,6.277954932,7.918713045,3.816188663,3.161147418,4.915410496,6.670299339,5.892466849,3.04606653,5.650031907,10.31143292,3.922999985,8.186354727,4.490121285,9.601004948,2.774994618,4.908011304,6.696556791,6.16963176,5.436052185,5.093857249,8.673387692,3.073177762,4.44420532,7.705165883,4.909296071,4.220163377,8.068771719,5.109301111,3.275271297,6.157627112,7.51382673,6.004890284,6.074822381,7.596191235,7.429718062,6.251247915,3.639658666,4.732230683,6.659554025,6.688444444,3.298867219,4.576873651,5.211794891,5.383316033,4.917960572,6.185912266,7.026163241,5.034499427,8.836401377,6.318143369,7.334024854,6.1935404,4.712066186,5.382173985,3.16988984,4.20153004,3.215690587,5.333228796,4.577870189,6.954183617,4.7094687,6.53091505,6.053288232,6.119526932,4.455990993,6.260380625,8.898570759,3.781969967,5.970559527,3.18079969,5.440999661,5.072290628,2.848001359,5.875134193,11.52781976,4.340055586,6.630480664,4.099555371,6.197792312,3.358435104,8.009335561,6.198352112,3.367696953,5.793522445,6.432506984,6.215039985,4.324520089,3.35870351,6.621978066,5.532042317,5.793867698,8.345834156,9.03226404,7.637701898,9.2872998,7.317524128,6.495300124,6.928088472,3.934008717,6.082767569,3.295422697,3.67899926,5.29212037,3.878422643,2.865732421,6.158063381,3.493535924,3.990142147,5.984963289,3.023989486,7.28205535,4.536869575,4.478190203,2.925951154,5.246982494,6.762558949,4.812085623,3.503320121,5.339151508,3.50206696,8.419269326,8.215236885,3.876468609,4.639675555,4.730515019,9.572548391,9.987269651,3.059009037,4.049780264,6.587594986,3.254286612,6.470850113,3.442884918,5.564490852,7.347386851,7.422707323,5.208300752,6.261157198,5.51676609,3.806944464,3.605804234,10.82995456,7.222313356,7.352339158,5.925157979,3.611570816,2.994660475,7.114176178,6.80885177,10.23139918,7.293809236,5.767131419,6.543422586,6.030670167,3.568278444,3.558843176,8.723792058,7.956854421,5.5280217,5.7153152,6.616293966,6.828330502,4.874394569,3.271659073,5.459378459,8.115809185,3.250116223,4.410196804,4.852083879,6.046953618,6.192174801,5.547143535,5.235534117,3.95484353,4.494617822,4.607775714,4.579610921,4.648041098,7.416940908,5.347615557,3.384677316,4.739528781,8.951823796,6.859133601,3.157523343,7.184308471,3.756186138,5.925524197,10.51040671,3.333762189,6.794873125,4.326353363,8.171972969,6.723642511,5.060764362,11.8628841,6.12794081
1036,4.7614719,5.842789209,3.843785561,6.397739253,8.657552663,3.875011731,3.210811036,5.434674418,7.757451764,5.719077513,3.188128501,4.154089539,5.169039134,3.842110618,8.450819968,4.086532621,9.68168827,2.684657032,3.596325245,6.398050825,4.909078756,5.421093137,5.657014287,6.331245407,3.08993436,2.968405592,8.739187274,5.703678033,3.997135711,6.087910331,5.461171284,3.354230008,5.406703401,7.126624134,6.152456919,5.603969583,8.132642964,7.625366948,7.699927278,3.76150832,4.32921863,6.271728451,6.260293324,3.146171344,5.049108863,4.559686213,5.961307934,4.39145627,5.537561929,7.624239135,4.871179846,8.501410328,5.911103197,6.893622049,6.160256603,5.247183053,3.791486251,3.181683978,4.215992976,3.182645614,5.467513637,3.78438833,6.032104766,4.440073792,4.989563583,5.07449217,6.510855419,5.440941637,6.054914278,7.999863095,3.587575645,6.175725269,3.32006246,5.545448949,4.140468458,2.913379311,6.682052129,10.64363626,4.454601147,7.230933984,4.216353331,5.397775674,3.616256045,7.430928864,5.862653909,3.711996368,5.328859379,5.338837557,6.387227201,4.528949209,3.507098256,7.414522663,4.70996031,6.650022372,8.498910181,7.162514109,6.121344431,8.941044292,6.452094034,7.899747816,5.828956452,4.882365612,6.782682835,3.445451139,3.884432611,6.069005039,4.029446981,2.966184352,5.547283474,3.939247311,3.655498296,5.86144571,4.070956202,6.88350795,3.886481302,5.649469117,3.183359151,5.776423494,7.118823714,5.57277689,3.302528206,4.722891416,3.589239669,7.74539172,7.822065556,4.102771873,5.207706378,5.004052406,9.4651298,10.46596976,3.298367057,4.107320056,4.803010789,3.131619616,5.766913934,3.601548877,5.026059369,7.713861588,6.305258537,4.047225447,6.626554927,6.345012092,3.759603474,3.827393201,9.572672358,5.384567976,6.771664159,5.228443821,3.791330442,3.555608151,6.172482294,5.317480103,10.52364307,6.786049224,5.627739703,6.803832351,7.502309569,3.212368434,4.165918132,8.695802819,7.465869771,5.664403121,5.381567506,5.433452111,8.570520503,4.806607341,3.411099747,5.756315958,7.758462957,3.792455308,4.883878091,4.788214305,5.202601694,6.631678538,4.825291021,5.356777019,4.517712274,4.156473831,4.070552555,4.990343087,4.124634087,7.611909469,5.105190145,3.437470675,4.237517647,8.154411762,5.767817617,3.222547443,6.857239737,4.15180456,6.577370623,9.80689187,3.564778883,7.448451973,4.912768392,6.460524389,5.884659631,5.726912245,12.07274596,5.944622171
912,4.08811372,5.656973494,3.937204166,6.126868602,7.943481982,3.746508376,3.157700346,5.521548085,7.704732468,5.685069028,2.976877504,5.077710058,6.400261094,3.968179068,10.42464404,4.471509388,9.671860211,2.79405418,3.723876822,5.487414412,6.031055503,5.86416158,6.49949922,7.916815231,3.059990329,3.136102311,9.71522176,6.2133134,4.844391337,7.342939899,4.991256878,5.477149038,7.337933532,8.148848771,6.818573986,6.135314275,8.497446459,6.957969133,7.096665296,5.103883098,5.694402206,6.886423994,6.846226176,3.256926631,5.445117805,4.443337413,5.510074047,5.980003478,6.544558167,7.302267413,6.072953945,8.61051259,7.17642854,7.660153164,8.074242094,5.163500888,3.689741672,3.21293715,4.242068221,3.386126937,5.611464781,6.886069396,7.173193858,4.194148755,6.555437655,6.154197882,7.545133578,6.692800432,6.490218749,7.748343866,3.530051334,7.920274158,3.170383702,5.007275922,4.035214919,2.897983162,4.001516434,11.60802048,4.01702433,7.512215653,5.560826791,4.476241637,3.497942325,7.720891451,6.240636172,3.437655189,7.28179762,5.961747832,6.024145431,4.60061541,3.691446635,7.213885896,4.335836831,6.896385439,7.849995546,8.790376837,4.948553668,7.902974538,8.444704661,6.381216305,5.896069601,5.569315822,5.576446633,3.490427856,3.535676197,4.754111716,3.841543713,3.061675254,5.262471684,3.66916589,4.595527029,5.682874708,3.59214402,7.998269591,3.708212467,5.090520001,2.831156547,6.396449827,7.663325299,6.597834107,3.427503905,5.625258577,3.413602494,8.094636522,8.540983735,3.750864077,5.259460971,4.693331683,9.01948214,9.980132865,3.198759308,4.191886048,4.481192894,3.152673223,7.061333284,3.623662619,4.296854889,8.375329957,7.767077658,5.777428104,6.633416891,6.891625195,4.012726996,3.699385529,10.26685187,9.159168418,6.948296732,7.13615239,7.670258272,3.502041701,5.952074238,7.319206553,10.12023361,7.520304309,7.071239425,5.771384988,6.725992338,3.569737772,6.127536267,8.999322745,4.805881507,5.144818942,6.849319096,6.257293166,7.94647673,4.975582904,3.226704259,5.428371803,7.135012974,3.33978165,4.731687883,4.974977385,5.388569167,6.683474201,6.079549888,5.55086947,5.178926941,5.295771316,8.058435895,4.174822237,5.616443062,6.715870163,4.337235742,3.442442785,4.848825396,8.084942653,5.89803706,3.040878642,6.656566486,4.111551523,6.70054809,9.608181262,3.433744352,8.524759296,5.934124923,7.505773764,7.553537662,5.991057968,12.58782764,6.478847491
912,3.66800936,5.035110186,6.272546639,5.867001349,7.917279013,3.654062354,3.179770017,5.18834541,7.356629279,5.781703788,3.068727936,5.596087704,8.588339952,3.955517774,9.527540958,4.598098402,9.698652532,2.985811543,3.581317831,5.732049393,5.592552959,4.818285607,5.615956341,6.354439203,3.124935828,3.141583619,9.75288204,6.859808594,4.638164542,7.55922408,4.469641196,3.914523915,7.167921886,8.236731451,6.157412166,4.955689988,8.672459873,7.727753784,6.529895658,5.958021721,5.949956873,6.723819654,6.939317446,3.292338204,5.753297762,3.779440637,5.053243148,5.843076088,6.763996341,6.49956564,4.459914215,8.389515809,7.653430284,7.876379518,7.894136193,4.584030168,3.500974473,3.259052304,4.288653769,3.340588906,5.737410651,6.764488449,6.880601413,4.439394029,6.987645158,5.188819868,7.919163485,4.541683806,6.144879919,8.351324523,3.719682204,6.997875827,3.093455285,5.453226543,4.204871396,3.057337191,3.940090686,12.01537319,4.567872774,6.91667439,4.894518141,4.487114071,3.22887886,8.246268285,6.449157967,3.716596455,7.452525302,6.743669973,6.377469376,4.497989455,3.547866388,6.401751778,5.751733743,6.449314038,7.765544398,8.323826359,4.5232286,8.450587169,8.855395857,6.296617573,5.775985257,5.120778449,6.196071822,3.630168011,3.801557794,5.642288508,3.773644504,2.893601591,5.505967307,3.298281465,4.181773742,6.156202382,3.167133125,8.557353848,4.062377068,5.585006986,2.890483053,6.686670857,7.733653916,6.955396893,3.766465317,4.391069698,3.544408883,8.428688201,7.477079848,3.796294144,4.633655681,4.425798806,10.49380122,10.06506453,3.30466493,4.218308249,4.681971946,3.467166451,6.409206915,3.745065862,4.499264655,8.008439223,7.612869172,5.59196033,6.070034115,6.588588037,3.673764863,3.615829192,10.60334631,7.337555893,6.546849019,4.762999965,3.976734368,3.962747416,6.692705629,6.292795115,10.21384096,7.522258127,5.997814338,5.612248267,7.027634721,3.356999944,4.675686491,8.201231037,5.76984561,4.712033115,5.528162671,4.79247626,7.545806428,4.847874755,3.433844553,4.59257634,7.735134847,3.113990733,4.490213239,4.467734518,5.415619543,6.088017126,5.587306782,6.017573552,5.747757218,4.945540015,3.635853822,4.062744808,5.71523276,6.477027459,4.176851706,3.453458665,3.848825969,7.871201941,5.539871243,3.166452432,6.152714221,3.776197664,6.391858992,8.853642698,3.0842115,8.858322643,4.64793288,6.956940008,7.012182405,6.760799728,12.75537641,6.1827285
643,3.646880243,5.483383062,5.791071451,7.391146155,7.935616857,3.82252532,3.089686622,5.15456968,7.534687471,6.530141731,2.981042949,5.856487555,7.496720561,3.938236063,8.421419355,4.135804461,9.550563502,2.938795024,3.74506422,6.098048473,7.757946923,5.047694909,4.610790565,9.003629939,2.950057648,3.935670806,10.05327928,4.978009164,4.975608704,7.198618144,4.843529206,3.651570181,5.187475919,8.06172716,5.526860369,4.548509273,8.030341649,7.835562405,7.856001339,3.012530769,5.966497267,7.093676105,6.993902127,3.318726907,6.32729291,6.2028,5.69370761,4.341036764,5.488214526,7.365839431,5.625996721,8.658228265,6.702320564,7.832277843,7.177340606,5.943844473,3.517474404,3.294284334,3.686529807,3.561999553,4.703380427,5.618822463,6.009912314,4.157521185,5.453062226,6.239877598,6.989193081,5.381238885,5.773255535,7.322410941,3.525661069,8.567093132,3.2979231,5.318401446,5.471115025,2.816377067,4.318087361,11.62328406,3.809251675,7.506102337,6.172473443,5.94381631,3.274412707,7.402143698,6.763288463,3.400067955,5.91403871,6.136699547,5.787050345,4.231665783,3.247607554,7.85829627,5.782109488,6.345318475,7.801787187,9.288808918,6.420317624,9.187018845,9.200223033,7.601918333,6.551925421,3.832749911,4.581102293,3.289625921,3.574125402,5.944931758,3.87025587,2.939615171,5.031720719,3.703358247,4.121585685,5.080163349,4.265622057,7.18016549,3.852087785,5.875171324,2.792111902,5.367471809,8.956802499,7.096077318,3.450308894,5.241702015,3.38175139,8.284866451,8.381563018,4.061211638,4.984115754,4.90861178,9.029007277,9.838733059,3.232400578,3.919798701,5.444940559,3.144877431,6.606431307,3.400122172,6.55869186,8.157675061,7.002477174,5.522984936,5.006521268,5.696006132,3.811137704,3.471337589,9.840093582,4.72160938,6.870523605,7.310704301,7.824747665,3.72045449,6.232647964,7.269691434,11.16347233,8.314997082,5.788734062,6.122367508,5.651371129,3.480001988,6.078604452,8.586240683,3.84020915,5.333606204,6.72271468,4.701819153,7.129846145,5.301651225,3.252564093,6.05440559,8.245343506,3.570770744,4.713443784,5.057999157,5.356002692,5.902411551,4.505811433,6.332780829,5.266182751,4.905500673,5.96681205,4.86705189,5.540120351,6.706567683,4.950549312,3.286924177,3.481141023,7.707207661,8.135844845,3.495082325,7.297900996,3.738734383,5.441284171,10.53692363,3.367168096,7.509913422,4.243986013,8.790877526,5.920044493,6.093325033,11.43381196,7.274511669
453,4.660068599,5.649079399,4.783890278,6.773553761,9.620354531,3.839189561,3.107986135,4.875342432,7.185537571,6.009382209,3.085165915,6.194522122,8.42924914,3.88508088,9.384539388,4.608693733,9.549998358,2.778602957,3.794336337,6.410200039,4.513943682,5.673983594,5.407276194,7.928221243,3.104266329,2.876726484,8.638898323,5.281839918,4.321686886,7.536022584,5.374825908,3.343695383,6.143083905,8.153886587,5.809335196,6.252727791,7.301766894,7.150579992,7.111590683,6.882080002,4.885528631,7.727871338,6.6772024,2.942319142,5.115524419,5.102043453,4.675085907,4.673279849,5.684873048,7.364362324,5.774636373,8.794413982,5.758028992,8.218629452,6.378201968,4.443696955,3.89499821,3.57934126,4.200260008,3.217027903,5.353558633,4.463469369,6.527753434,4.345953778,5.860484407,5.754133741,5.826118039,5.079633868,6.162554214,8.024255191,3.556963915,7.113228367,3.252101048,5.467827412,5.720524525,2.95839704,4.708432878,11.41242771,4.010279669,6.929503317,4.646225348,5.735505721,3.317899457,8.067843804,5.963232305,3.650065115,5.608916804,6.885799783,5.774349733,4.579877769,3.557973011,6.892283955,5.75845645,6.357505963,9.500340322,7.96321281,5.775503184,8.865975898,6.004640875,6.581698249,6.948495654,4.931714274,6.455762789,3.303886773,3.671674952,6.942233758,3.839771709,3.024364943,6.50315134,3.470976185,3.947487214,6.408540047,2.978556944,7.043454392,4.098446589,4.641558213,2.856731932,5.469512647,7.994382098,6.07520639,3.342857997,4.93679023,3.586444459,8.52493501,8.194241956,4.028605713,4.891202051,4.501028187,9.223038489,9.61208141,3.105154649,4.135851576,5.599030773,2.874789658,6.870567345,3.430793884,4.772178231,7.536077262,6.066449087,7.026042647,4.368452908,6.299463216,4.51922447,3.783060776,10.20806538,8.416922358,6.865056041,6.003803366,3.505842803,3.278352609,6.975102586,4.974460542,9.707867992,8.334492486,6.557842517,6.671340108,5.759070471,3.174624618,4.786461382,8.856366919,8.487140329,5.612350532,5.896220229,5.932656312,7.059549771,4.751563059,3.422095957,5.717562428,7.036547924,3.13411355,4.613353675,4.928989161,6.046725695,6.905154131,4.457174066,5.701914839,6.794380069,4.56336632,3.862321138,4.47271922,5.469222221,8.210283403,5.101068073,3.24330083,5.064405304,8.816322766,6.047099443,3.265295552,6.492925502,3.806272106,5.711300424,10.0454024,3.50209319,7.770396931,4.309615959,7.951902303,6.474734055,4.378419358,12.05032729,5.968658445
420,3.73420828,5.923390601,4.125195878,7.438098791,7.223673565,4.031418692,3.287519632,4.593943969,6.44404819,6.044196983,3.508122028,6.653252922,7.107213882,3.884377178,9.183982866,4.160270608,8.700999268,2.816246974,3.582142901,5.506378532,6.226076692,5.705930057,4.204267845,6.776345979,3.033738386,3.055376281,9.588405152,4.531694498,4.257677734,7.680704083,5.026459616,3.512442334,5.431227356,7.960821955,5.209608941,5.276385138,7.774858728,7.019758855,6.362070632,5.711872053,5.519799997,7.481279505,6.899222391,3.250281212,4.760534487,4.630287125,5.826074968,4.920758906,5.593442416,6.824255002,5.723475866,9.388265658,6.551830747,7.825971165,7.304539049,5.012277903,3.653161062,3.23705281,3.851560149,3.765160727,5.221477675,6.840503169,6.500333513,4.400888424,6.00935692,5.127541777,6.312642584,4.585768416,5.555865554,7.543628607,3.58999864,5.891255739,3.048911039,5.386505626,4.474752743,2.938666901,4.399503245,11.64443911,4.209896251,7.243986884,4.418034407,4.517597188,3.629216637,7.860012612,6.348990405,3.46692545,6.721009775,6.274170247,6.555918082,4.43428971,3.542547436,6.143670785,4.51874667,7.48924198,7.300843798,7.966111284,4.898927371,9.524783084,9.308855185,6.343985379,6.459982608,4.193739053,5.918887343,4.398162281,3.507634366,4.336932403,3.841101012,3.030738521,6.891086694,3.911063595,3.757215822,5.832991583,3.781884347,7.917690208,3.588405609,5.351456092,2.764798716,6.077992609,7.462003936,4.671712524,3.531892804,5.053248783,3.400502678,8.797818137,8.965171907,3.943645356,4.309614293,4.887745689,8.809992689,10.22370597,3.171048031,4.300160516,5.193911067,3.118422468,5.269640076,3.442191162,5.583929318,8.162444038,7.050685993,5.345331741,5.718683058,6.677070425,3.378739892,3.685016399,10.19871975,7.047558962,6.560866898,5.013715055,6.535978341,4.056112596,6.846658892,5.811698555,10.67063659,7.929320543,8.041877351,6.283685817,6.465957307,3.122100152,6.329768834,8.187917901,6.99463579,5.053548098,5.810951457,5.57075847,7.725522387,4.197389043,3.886068186,5.876575586,6.908527309,3.838417519,4.592629373,4.704237067,5.547431049,5.948827309,4.647279341,6.036526293,4.834985112,5.286477389,3.511927185,4.22879154,4.826150633,6.089834494,4.10302522,3.376338852,3.660728447,7.431312045,7.16704888,3.261364262,5.930727143,3.720600924,7.371976001,10.73534922,3.201652824,8.056992538,4.206758029,7.127459596,5.603688028,5.76502573,12.37910201,6.453994238
141,3.878918196,5.016569431,4.525350304,4.905541988,8.673840544,4.055117571,3.32846799,5.461414248,7.066476187,5.480096192,3.264000539,4.917390565,8.825305677,4.074875123,8.812367312,4.292737833,9.328176227,2.924668999,4.813678848,5.355590909,3.830766826,4.823974459,5.083550094,8.123384648,3.19614118,3.544413482,7.448753162,6.486857603,4.571298064,7.074795765,4.832442524,3.616849994,5.439790945,6.884007911,5.714186184,6.546791804,7.402241173,8.107644914,6.788199167,4.203245082,5.024516789,6.526835302,6.564770395,3.226864452,5.414847016,3.99073545,5.521110003,4.937526842,6.180596212,6.12173064,4.657574032,8.155526238,5.49635583,7.481090753,5.226523029,3.99033166,3.428041017,3.159368319,4.170802687,3.490852957,4.757780024,3.966863437,5.138052075,4.131386158,5.148383171,5.17214714,6.903440767,4.329672905,5.820142629,8.538568342,3.658330483,5.425564111,3.322949448,5.662677284,3.95884924,2.861275218,4.903028709,11.35173928,4.929368135,6.899377761,6.065367648,5.220728439,3.424412745,8.882666649,5.643088365,3.472721327,5.875699301,6.890992102,5.001004889,5.114715212,3.816905621,5.969651146,4.336406992,6.203076568,8.822342093,7.318966681,4.814396859,8.184962941,3.914083158,6.890662743,5.632377237,5.217021836,5.678161355,5.248522197,3.840674021,4.535341832,3.841925353,2.999141465,4.862558002,3.884546172,3.904377369,5.57510306,3.107692,8.157335061,3.898355052,5.166581456,3.026013595,4.315040768,5.949847456,5.324340576,3.534175336,4.6485949,3.437663951,7.655794919,8.614161192,3.898123717,4.275528774,4.658215406,10.06203724,9.839810145,3.400858074,4.410941685,4.157791306,3.251192284,5.649622607,3.904111524,4.372489947,6.989722774,7.01813938,4.683257225,5.596624619,5.22400992,3.529314612,3.422247411,9.457191479,6.060483034,7.172997236,8.053647027,3.72325899,3.663642031,6.233593201,5.88491437,9.385998097,6.333303739,4.955880535,5.874919079,4.918832672,3.059881439,5.095451754,8.661982349,7.975983586,4.871593299,4.387493985,4.360236395,7.532660192,4.851366752,3.508037255,4.851248927,6.562147028,3.03115767,4.493218039,4.586281463,5.736774027,4.710354739,5.561818276,5.031042542,5.434847967,5.293865072,4.028782233,4.510918181,5.012611752,6.769089231,5.192159145,3.376419936,3.70377328,8.944856802,4.980676178,3.507460161,5.768002346,3.640151913,6.797146064,9.010733823,3.23143991,7.67619007,5.101428327,6.562932956,6.138356181,5.877330009,12.23975904,6.532557826
