"response","THAP9","RBCK1","TSR1","LRRFIP1","BRD3","SPATA6","CDC14B","TBX21","HIST1H2BD","NAT9","PPIA","PPP1R3C","RP11.114G1.1","NR1H3","SDC4","SMARCA5","RNF4","ASCC3","EXOSC4","DEFB1","HIST1H2AC","LRAP","SUHW4","KCNMB4","GRHPR","C20orf149","CAP1","ZNF767","TNPO1","B4GALT2","SPIN1","BXDC2","SLC13A2","CADM3","SDF4","CASC5","CP110","ALDH3B1","SLC6A6","ZNF133","SLIT2","KCNS3","MRFAP1L1","HOXC10","AHCY","HOXA6","HABP2","MAT2A","ESRRA","DENND4C","RAB25","DMWD","RPRM","BARX1","NTF3","B4GALT3","EDG2","MUT","FAM115A","DOLK","IL21","ME3","GPR19","C14orf94","COL4A3BP","SSR1","HIST1H1C","CYP3A43","TRIP6","FNDC4","KIF18A","MELK","C1orf121","CD58","CLIC5","CTGF","JRK","EFNB3","TAF5","EMID1","CCDC103","RFTN1","TINF2","LOC93349","TFAP2A","SENP6","C7orf24","RPS23","EEF1G","TIMP3","NIPSNAP1","FXYD3","ZNF556","CCNG2","HSPD1","ORM2","FLG","NCOA1","LIMD2","PARN","MMP14","PGK1","FHL1","TRIM36","ANKRD5","HADH","FUBP3","CD79B","GOLGA4","KNG1","RCAN2","SENP2","UFC1","RNASEH2B","TFAP4","NAGLU","PACSIN2","NDUFA8","LPPR4","ATHL1","CGREF1","PCDHGA3","TCTN1","HIST1H4H","CYP2E1","HIST1H2BE","HSD17B3","PEX5","PUS3","FEV","PYY","HTF9C","FREQ","HIST1H2AE","SPINK1","FUBP1","APBB1","SLC30A5","BRD8","SPTBN2","PAGE4","LANCL2","SFRS1","TRAPPC6A","MYST4","FLJ14154","SNX5","ADD3","KIAA0182","FASTKD3","GINS3","C1orf115","ERBB2IP","FAIM","BPGM","HDHD1A","ACPP","MASP2","YIPF6","MAP2K3","ORM1","ACD","IL7R","CAMK2A","APOBEC3F","FGFR4","CCNA1","ATP9A","B9D1","TBCE","SKAP1","EFTUD1","PSTPIP1","CSRP1","CEL","SHBG","PLEKHG3","PPP5C","DNAJB14","MZF1","CSNK1G2","TOP2A","RBM12","PPL","ROR1","DKK3","S100A8","WISP3","TOMM34","CACNA1F","SAFB","RPS6KB1","NFATC3","FZD8","SCPEP1","C8orf79","DNAJC6","TSC2","EPB41L5","RPH3AL"
1081,3.187617573,5.71334739,5.724915458,7.546550321,7.205546883,4.215681553,4.604708519,3.434162046,6.911413019,5.054964111,11.94627557,4.724011977,3.653731049,5.133807138,8.597675575,5.6965604,6.911668837,4.822476403,5.356169441,4.290490695,10.0873021,3.098944804,3.760906298,3.138353212,5.967113041,7.497838318,9.943917515,4.007098633,7.538863252,4.912157581,7.463581745,7.099575756,3.60565946,3.504469149,6.532115106,2.80159815,5.8299951,4.747885955,3.390106883,5.757247364,4.923150276,4.166209524,7.022304649,3.120480898,10.09615809,3.320678823,3.539102592,6.419952979,4.480117153,4.486523635,7.315597095,4.089204924,4.148731493,3.726266604,5.453942259,7.354532691,4.128208974,8.043536995,5.335567681,4.110569013,3.290612323,3.145112915,6.027079189,6.952153797,4.687374402,8.473623265,7.090653574,3.180031906,7.772831736,4.351039909,3.906934531,4.631926495,6.662972109,4.095760466,7.81404905,5.950832628,4.497155754,5.486469869,5.622187472,6.087581484,3.092620214,4.405790561,5.4764733,3.499091018,3.626489424,5.717502394,8.895823572,12.49134449,11.97476055,6.062869288,7.671941713,4.875609319,3.656097265,5.980476763,10.88771836,3.191264084,3.119464874,6.354812717,3.947658517,6.606017696,4.380416674,7.440427684,3.961611134,3.966127747,5.28134443,5.989790845,5.369745229,3.910427265,7.009196805,3.379737286,3.820304513,5.762613285,10.3764418,4.020647173,4.685107537,4.038471278,6.647935404,7.032178434,3.122423279,3.857038934,3.586632632,3.514982949,5.439779914,5.583269657,3.283730037,5.268782695,3.585960114,6.368891668,6.656871289,3.625213978,3.107021313,4.473770149,4.316489534,6.999582882,3.380670321,5.734353635,4.648491112,4.753200934,5.664895791,3.581311854,3.101740731,5.609667976,7.291374343,6.212629965,6.460630621,5.963335685,8.006328305,9.32363233,6.632941298,6.27046116,4.303961306,5.717097046,7.607945101,5.785972822,6.289545297,6.023393291,3.972627786,3.582522642,6.893941849,5.211896016,3.162668376,6.431128376,4.045844798,3.512926084,3.223815244,3.970718108,4.206191344,7.217167277,4.386125094,6.762134023,5.822973854,5.594810249,3.255760063,8.174304135,3.099039063,3.55951013,4.668149201,3.948142085,5.046162143,4.202314871,6.155173375,8.288490858,6.947607333,8.225135638,5.599079596,5.677076879,3.613645939,3.526729656,6.950258285,3.826607642,5.108216869,4.719724185,4.884558189,3.739577605,6.720692659,3.566708959,3.663844499,5.965712166,3.950657964,3.23308686
1558,3.126973024,5.547526129,5.580346907,7.040591067,8.03010216,3.796362276,4.229852821,3.035572364,5.636631037,4.463335654,11.93401655,5.538678807,3.408364081,4.600700584,7.915301436,6.593917762,8.949435618,7.75709575,5.765920786,4.681735339,7.333245177,3.392523656,4.038606243,4.761195925,7.50433821,7.310754772,9.73969935,4.432130493,7.900954676,5.046896849,7.942536608,5.714676504,3.392019813,3.396932795,7.126597826,2.783140629,5.119530257,4.726411826,3.537202994,4.625120983,6.194294115,5.483739526,8.617147831,3.355923946,8.304815582,3.479051961,3.42933484,6.221494048,4.773314501,6.000111956,6.668441612,4.133884413,3.930193116,3.335743486,3.891383692,5.427571423,5.424452856,7.571281281,5.23192501,5.814323607,3.156314579,4.276236174,4.295311844,6.052046757,6.389165094,7.124979673,4.964993773,3.060120161,6.161261537,3.956605162,5.134442145,7.276944931,6.498822796,6.131180928,6.365786847,8.852124752,4.350432337,5.350942688,4.700471468,6.676537025,3.260196253,6.1073729,5.688637166,4.308106235,3.814131608,5.537263672,8.991301172,12.16310635,11.39033469,8.577155647,6.742634273,6.584100954,3.274676308,5.271281919,10.69197551,3.215122363,2.813572975,5.986383713,3.504042221,7.088640098,4.542492766,9.546923537,4.703188186,3.684182089,5.000694643,5.947616607,6.601262087,3.687915341,7.576847939,3.236814497,4.746123915,5.066737958,8.873283013,4.609782145,4.267945658,4.423098466,6.597350956,9.177727926,4.960792443,3.640953396,3.723680836,3.312095228,6.664503383,3.150945597,3.121181412,4.375516494,3.413661627,5.354587571,4.859219687,3.496840249,3.009995665,3.956543838,4.578885497,4.096298702,3.337990951,5.358056086,4.790391554,6.02946518,5.206548342,3.691594659,2.978709935,5.274385121,7.848517213,4.927157646,5.620396372,6.045526384,7.601904395,9.014784151,6.79422963,5.112240315,4.582642999,5.524924492,8.012531451,6.701721557,5.393576638,6.597830471,4.730935578,3.389741215,8.883571713,5.377360812,2.969791386,5.890417646,5.596733229,3.302594861,3.356788703,3.521828526,4.993002626,7.870814333,4.51778615,5.633796232,4.767154157,5.914099769,3.57988939,9.164441878,3.193707024,3.496356805,3.977338364,4.459162425,4.732761171,4.309813963,5.320105579,9.40670872,6.702417908,6.870213061,4.606819842,4.900728179,5.017288431,5.00073607,6.772939534,3.426780834,4.545021838,4.852347197,4.623672665,3.503393767,8.963215545,3.612051479,3.782702129,4.932551882,3.406805368,3.440694947
454,3.367779324,5.858971939,5.702972888,7.392914947,6.700652643,3.554608523,4.143392245,3.128821283,7.36427428,4.886473674,12.46120327,3.989890434,3.580742761,4.914019726,8.003180921,6.434074341,7.950406743,6.474914731,5.42097843,5.918118943,8.513484129,5.457344805,4.903647626,3.755087345,6.80622057,6.949460287,9.230634565,5.051457897,7.930820158,4.59717168,7.068186203,5.885501261,3.767612459,3.358293571,6.49400334,2.756556424,4.915278273,5.448863666,3.254176302,5.705570062,5.101236428,3.94386888,7.776330315,3.583931039,9.191265289,3.510204949,3.455598008,6.083013899,4.698937236,5.487231614,3.111539744,4.472499225,4.063570193,3.438957042,3.98253948,6.854028287,4.091058419,7.780881735,5.892640457,4.075298458,3.215103991,4.651690169,3.718644704,5.584831903,6.000193639,7.843909457,5.805059635,3.109781566,7.139806596,4.709838448,3.269642929,3.724019786,6.660184616,4.304975685,7.166587585,7.782759411,4.610980769,4.929349351,5.203893558,5.966313223,2.768511263,6.600034934,5.297884488,5.613099132,5.393734912,6.129282545,8.82748469,12.70682396,11.9500629,4.108402578,7.144224281,10.51899129,3.421420896,6.247931858,10.85060273,3.328344306,2.879663544,6.260685419,3.364849341,6.929162493,4.563018521,8.506990913,5.126518427,3.180799993,5.195142532,6.707653286,5.93754112,4.171234838,7.589623833,3.373261187,4.325747242,6.032070621,10.43980413,5.330239625,4.239720447,4.761262184,6.735511402,6.576083055,3.924049248,3.740193225,4.247579016,3.484415313,6.395422215,3.420430071,3.420690915,4.673519357,3.544156032,5.644049788,5.840432672,3.45059019,3.200846983,4.526016796,4.217773591,4.318001,3.032927859,5.766238024,4.634802743,5.756302416,5.452765956,3.542546491,3.075686582,6.878185562,7.160229978,6.325329751,6.494363173,5.706721434,8.077033925,8.600657487,7.251793857,5.555537474,4.214725244,5.793298879,8.198430503,6.539412894,5.028704682,7.164413488,4.032789336,3.490725795,8.513895626,5.388520952,2.901465017,5.831261331,4.035969813,3.436753854,3.223816275,3.686546798,6.058418553,7.952238241,4.022158498,6.269029915,6.017070049,5.582142326,3.305161939,9.932491148,3.031898877,3.276846561,4.662300898,4.500900825,5.239482283,4.681369899,5.754092239,5.854483114,6.380289437,6.963965946,4.377935313,4.170586792,3.554342347,4.819034961,6.967772431,3.891851828,4.959259903,4.377657093,4.72986093,3.222742143,6.742130642,3.543015177,3.624138713,7.209584847,3.490431284,3.633851207
760,2.899062669,5.620221168,5.767372616,6.286707356,6.652948229,4.1866937,3.733079266,3.26839922,6.77551303,4.646851795,12.24067591,4.859343687,3.715104847,4.606519979,7.47779865,5.802938435,7.370047602,6.032211904,5.388918452,3.712783062,9.417099473,3.751601161,4.564566674,3.838167615,6.148431274,7.984396119,8.928950047,5.159971858,7.818087502,5.073390103,6.203602213,5.646955261,3.731635477,4.073178089,6.979301939,2.777712226,6.734556859,4.729677579,3.372388182,5.877397697,4.979219675,3.927588821,6.939676323,3.298207197,9.541015295,3.186189066,3.304006859,6.117009536,4.5574928,4.902509353,7.493896606,5.054490053,4.243340785,3.17847946,3.967740687,6.677013308,4.401349465,7.653272606,5.852114271,4.846631731,3.454292139,3.921293711,5.063656096,7.114747774,5.51397319,8.033612207,5.413924988,3.268440057,7.10464562,4.488522361,4.1527645,6.041459301,6.255362737,3.842582357,5.757500494,5.983063878,4.364448493,6.0089707,5.354745473,6.202944043,3.282246142,4.490005447,5.029928496,3.170637216,3.770144945,6.550359995,8.199584736,12.52766814,11.5007585,4.746003737,7.420542767,5.403579913,3.464229889,5.399648224,10.12637647,3.300270857,3.168090271,5.264240274,3.368867296,7.870409217,4.615473273,8.541288433,6.117861994,3.005824972,5.448190807,5.330977859,5.951256252,3.655863034,7.18373744,3.261218474,4.202022161,5.806325706,9.893657504,4.401591517,4.688473472,4.685929552,5.213882337,6.963125213,3.264711179,4.02740575,4.318719874,3.757626228,6.028861803,4.283498606,3.584419736,4.531887808,3.725879518,5.463966826,5.773051451,3.478409579,3.307338688,4.390901426,3.906216266,5.081248389,3.493376379,5.825983001,4.359889075,5.402059361,5.613788003,3.915089584,3.205453068,6.84051335,7.583403611,6.733919181,7.120137081,6.868683261,7.658186417,8.896406505,7.030722022,4.687834949,4.807133785,4.865159524,8.267871669,5.389836382,5.412729797,5.56791895,3.525267733,3.935142024,7.592001634,4.946241292,3.07718799,4.987028022,4.178653759,3.465768407,3.489096418,3.699541425,9.202479738,6.93770849,5.197234994,6.145383348,5.043333065,5.99860205,3.615250653,7.407547724,3.006608238,3.652541944,4.821149969,5.097523588,4.706314838,4.702496857,5.383541487,7.827284937,6.397654006,8.191382022,4.5739721,5.175264305,3.18897165,4.764981706,7.256215024,3.52591324,4.66144084,4.690147743,4.71295913,3.497141741,6.757161078,3.699522044,3.485183304,7.847906001,4.096934029,3.358674002
549,3.195687144,4.367407152,5.788364874,4.731064996,6.057980489,3.863965801,4.038919826,3.197134036,8.609162052,4.876854701,12.37515427,6.298058092,3.552267459,5.824016622,5.633568994,6.919071625,6.21588266,4.983752198,6.645251849,3.478404271,9.59774524,3.001285513,4.390056619,4.55716731,7.220552656,6.146636881,8.967511508,3.715479334,7.566668667,4.438085335,5.336475641,6.237527566,3.284393748,3.617364889,4.863501004,2.752797432,5.303459701,4.300983403,3.275660337,5.562389991,4.650908759,5.340749841,7.363778516,4.010278986,10.02427126,3.444280909,3.366361839,6.209882868,4.572787643,3.98088001,7.250606072,4.049296189,5.444469862,3.619670691,6.368044531,6.130308337,4.588936586,7.476298629,4.605360147,4.407296813,3.255320088,4.540238148,6.76212155,8.834748787,4.979228312,7.760963132,8.587328417,3.395396718,5.298746983,5.043200879,4.438519922,6.645672723,6.191633379,5.397002673,4.369505628,7.019114236,4.237626612,4.778770673,5.625071696,4.532142817,3.515877622,5.090030179,5.129031252,4.104751822,3.858432871,6.464494275,7.771832682,12.67669724,11.74694756,5.231146163,7.723425244,7.497238122,3.241534879,4.768792504,9.637242865,3.795594907,3.470876048,5.340277849,4.778863695,5.338286994,4.841920555,8.334796747,5.140493578,2.849629588,5.071617515,6.070243807,5.506572358,3.759280302,6.258089379,3.34303278,4.290955219,5.754046759,9.207579342,4.505456019,3.973072394,4.571110543,5.013218043,8.322329378,3.221740509,3.832117008,4.121276917,3.334758019,4.006846011,5.849938869,3.671871546,5.140323502,3.603167774,5.164044373,6.122322952,3.47628775,4.268212157,4.629573851,4.24377092,3.93507951,4.315079061,5.512737329,4.294785072,4.937130604,5.43893928,3.316872589,8.069100127,5.50825613,6.592129759,5.051436489,5.080684341,5.539512172,6.809342654,8.592110364,5.034758334,6.934697625,4.341120399,4.82455734,7.216437706,4.775905107,5.179855041,6.267488809,3.918643811,3.876197384,7.658209957,4.122628021,3.362687233,4.341445798,4.32505218,3.658416894,3.404050752,4.395788538,4.046772981,4.50769497,4.468174562,7.729274393,4.844046373,4.788296961,3.823333028,7.389161417,3.317484381,3.34210316,4.263105834,4.270767966,5.948568461,4.307033863,4.990302745,8.379578527,6.463330913,5.75783454,4.659083052,3.696461916,7.326217975,3.684473944,5.44060878,4.01689668,4.387248109,4.680916186,4.203684948,3.910900972,6.629748034,3.560497156,3.627161689,4.902454242,3.721371362,3.332388999
2587,3.278461369,5.770241146,5.434551368,5.707254853,6.37951322,4.167941481,3.687023847,3.617375203,8.966092973,4.836871905,12.23511832,4.387602578,3.647018413,6.407132498,6.703491007,5.244821533,7.230872581,5.935019873,7.385398885,9.641732058,9.703866514,5.724348975,4.093956192,6.660102774,7.783197394,6.879249031,9.213274979,4.345142614,7.123538105,5.067306499,5.751837512,7.99893994,4.136308563,3.493590527,6.305145932,2.590471694,4.466052557,4.689411422,3.419172223,5.25110876,3.921078287,5.44510593,6.532709529,3.273478907,8.665525896,3.468819528,3.463159884,5.637824702,5.069548432,5.757598152,6.968616613,4.375840723,4.538928358,3.628314481,4.065905019,7.124034359,4.127284984,6.693577987,4.799503669,5.185758196,3.395077118,4.995491575,5.573587096,7.014830793,6.733213665,8.703187129,10.04905201,3.197816153,7.072014647,4.255034623,4.645774076,6.791715463,6.636148646,5.602333348,5.839695698,4.532170647,4.387005743,4.211570786,5.651167779,5.842508891,2.857458738,7.575479696,6.148064565,4.701809108,4.968983124,5.240990134,8.239843373,12.26564237,11.53652968,3.964618316,8.296383018,7.055250821,3.612427255,5.044903682,10.09307949,4.952492877,2.971846804,4.958645015,3.903544936,6.230282451,4.443466165,8.576554697,6.143514162,3.360003383,5.053216793,6.596400322,5.20064751,4.005071957,6.743172149,3.210333797,4.304215385,6.186678136,9.674945013,3.81319022,4.530538503,4.825459024,5.737323893,8.323740479,3.724871858,4.832637509,3.955690166,3.333758914,5.614109394,6.689516893,3.529073523,6.047846316,3.530284877,5.259142123,6.000428861,3.292922445,3.321433388,4.852635324,4.845675338,7.203562187,3.621535577,5.07632844,4.125534236,5.658967708,5.037052722,3.549361307,3.454697526,5.880749275,6.487141924,5.47826539,5.543674621,5.954751253,7.871757782,9.307040397,5.073452704,6.69981293,4.07671433,4.576789019,6.690657488,4.684839561,5.488819835,6.956682346,5.930564014,3.566592143,7.948529607,5.410021687,4.994775781,4.847047116,6.304920277,3.442408487,3.327075903,3.682345379,4.452141051,5.958079972,4.339002359,7.194694794,5.562694975,4.430578376,4.126456826,8.226115362,3.434161282,3.565545715,4.511046713,3.870028923,4.646569587,4.158828153,5.176911345,6.720956353,5.464234626,6.07282837,3.601778381,4.223746763,8.07198847,5.902692796,5.98125396,3.64445165,4.460760714,4.748653018,4.417712573,3.344824819,7.662841651,3.687028441,3.116325398,5.411073361,3.832141062,3.697104589
396,2.802711395,5.517073902,5.279882584,7.302855734,7.602288374,3.55952495,4.784796371,3.008038391,7.474906193,4.957869972,11.92906784,5.140724319,3.362613533,4.65507023,8.564944442,5.954090054,7.866824157,6.400660454,6.97277799,6.987025853,8.373330362,5.394105327,4.63241862,6.717754855,7.814917633,8.701665619,9.973636414,4.267477379,8.402458224,5.439920394,7.370234823,5.977690614,3.621874469,3.81805297,7.156333097,2.824082875,4.845411278,5.376285722,3.478493518,4.893939442,7.919971051,5.501385422,6.871456528,4.02146378,8.552919406,3.322724361,3.447901982,6.38445955,5.138688498,5.845996662,7.362570997,4.454014075,3.642056873,3.351023189,4.553580198,6.46472995,5.602905879,7.425140974,5.682810963,5.79275664,3.213723662,4.584158889,4.147381024,6.128082452,6.598634456,7.974066003,7.607787451,2.961148315,7.629695348,5.085742475,3.878243667,6.545058615,6.95900761,5.398284297,5.387433901,10.86210704,4.468473652,4.522079572,4.278195054,5.183936691,2.871254968,7.45476027,5.788650535,5.858853028,4.734433336,5.565908589,9.028288024,12.49414401,11.81570929,8.389451739,6.570050475,6.469803512,3.557133296,5.644041754,10.45318396,2.928421416,6.946176937,6.746546406,3.350779784,7.311715892,5.736352587,9.030927069,5.70820794,3.82120847,3.848907516,6.438571571,6.532849568,3.687026518,8.016983367,3.305047378,6.866263014,5.290114776,8.967197581,4.779889845,4.257111853,4.594600704,7.471268243,9.245611892,6.535422879,4.472966814,4.022511911,3.398039862,6.393919215,3.897545908,3.448933341,4.655215262,3.45237913,5.389104685,5.458456053,3.515775862,3.156720853,4.334167288,4.918820756,4.918608237,3.366961139,5.629394643,4.499278039,6.230719868,5.489113573,3.625402401,3.056652267,5.3783323,7.268867771,6.466870326,7.002907874,6.737839208,7.672390918,8.999390795,6.232360612,5.978397301,3.971415061,6.072400875,8.470571623,5.142701502,5.256721088,7.132854887,7.424756791,3.588575799,8.239546089,6.00172636,2.892953157,5.653289884,6.796904746,3.440776422,3.262620786,3.286825357,8.690155098,7.90704606,3.839990398,6.153527756,3.541423505,5.585152357,4.004611903,9.448682974,3.181445441,3.687544522,4.319359416,4.692365414,5.748341307,4.5372773,6.015512888,6.554916679,6.597115858,8.630809354,6.065292696,5.834193645,6.467116314,3.74333037,5.946701244,3.432888345,4.512758423,6.34650954,4.339476807,2.940960355,6.339411971,3.555464921,3.573863611,6.310477989,3.727347359,3.425511482
1492,2.853576266,6.602332215,5.501564492,7.346411472,6.950486662,4.434216906,4.208957673,3.045131059,7.311647301,5.249290999,12.57418559,6.590563523,3.299282793,6.043079698,9.907954478,5.547009822,9.476569959,6.077284822,6.636321042,8.513687844,8.744589972,5.945334254,4.556812052,3.480687785,8.216767465,7.711407668,10.14228113,4.507110236,7.751929938,6.153737871,7.252787117,6.581864176,3.47040207,3.912312752,7.613201561,2.623179668,5.719534214,5.56429942,3.234587081,5.775615605,4.685451178,6.89012676,7.75464951,3.321276615,9.68718792,3.346849277,3.605448998,6.307361204,5.557714231,6.673540923,9.278278301,4.2658661,3.914468622,3.06569108,4.044181137,6.201299997,4.779829044,7.687640946,5.439241701,4.748985844,3.260020043,5.436753981,5.060552464,7.494774911,6.093541199,7.798338402,7.012024821,3.167755319,7.607148999,4.346395916,4.360115807,7.379941096,5.592724942,5.314375105,6.158004654,7.389904767,4.259704766,4.941385903,5.384021019,5.456525,3.093816961,7.961348299,6.04558404,6.056692945,4.736642231,6.029585994,8.56677375,12.43681014,11.93949196,4.066229152,7.153670155,7.970494756,3.232784374,5.604311043,10.73079889,3.187793339,3.00111986,6.865794521,3.751353124,7.049162886,4.27953067,9.70976642,4.61706351,3.501775363,5.523506562,6.86218235,5.943711522,3.250158014,7.582581099,3.168808899,4.096775626,6.110513577,9.155421701,4.858844398,4.054626176,4.524699763,7.050561786,8.569535214,3.576934413,5.879229958,5.015372343,3.141987204,5.587875352,3.688191818,3.176914996,4.380694098,3.390324455,5.453190867,6.074046053,3.273785215,3.186407324,4.551733487,4.362518159,3.534282576,4.189548606,5.845293349,4.594429514,5.381349138,5.548931356,3.319824108,3.138751609,6.435139798,7.446592784,7.851564152,6.312845434,6.445167702,8.402109469,9.301621086,6.001534988,5.733445289,5.089770499,6.625830666,7.577988745,6.700947427,6.836013264,7.669256629,5.256296669,3.68328036,8.140889201,5.562158793,3.390572037,5.529687309,4.750017712,3.369542635,2.973989219,3.641757191,4.636745083,7.941864415,4.187399951,5.024319453,4.989223577,6.539197394,3.41532451,9.287770283,3.307864232,3.532294327,4.571855043,4.504275161,4.833138806,5.149456415,6.116892654,7.661986915,6.584800713,7.544714155,4.898301351,4.531930035,8.215368581,3.917629666,6.607470744,3.654679291,4.558282551,5.541460491,4.194527833,3.163780486,7.562016911,3.543309297,3.505422581,5.478344893,3.713430568,3.705815446
31,3.085198016,5.965751352,6.045709843,7.484174471,7.028885404,4.415447276,3.859059078,3.179316874,8.65779545,6.032024701,12.11619862,5.570138747,3.19907785,5.737714831,7.867170128,7.221282067,8.920216086,7.019664869,7.966612821,7.307581196,8.776704602,4.762002799,4.316639923,3.690094445,7.345554818,8.240738353,10.24522642,4.815417208,7.611094271,4.851766386,7.348631182,6.289919113,3.70076957,3.701552678,6.804986399,2.670762127,4.936658156,5.668127771,3.742407923,4.620640012,3.871369853,6.026597566,8.267548531,3.46183587,9.038557014,3.249003181,3.668468231,6.409207045,4.911879546,5.58074874,8.407607754,4.174807763,3.723485553,2.904585196,4.268849215,6.315521779,4.156328159,8.409450761,5.946586047,6.030552475,3.188991866,5.045490722,4.824294534,7.267962083,5.484920348,8.508149962,6.707264859,3.051592482,6.589190398,4.214910333,3.505795324,5.742932627,6.711031808,6.425298128,6.727284615,6.452966868,4.931144084,4.959272199,5.776606923,6.945725657,2.982521985,7.248520894,6.264616123,5.522733091,6.615664881,6.149584022,9.931838058,12.21959662,11.41834626,5.681039228,7.903753342,7.756497075,3.715053721,7.336836814,11.140546,3.032448016,3.680643783,7.215200292,3.490039979,7.304525959,4.553352858,9.35212683,6.485911712,3.790335967,4.443381301,7.189425994,6.983899857,3.603692668,8.532377448,3.275393363,4.920751729,5.48423361,8.991940091,4.151879794,4.341621839,4.888374076,6.527220812,8.576829952,3.332453332,5.056664503,3.58850203,3.178793547,7.854231127,3.965071038,3.136782298,5.293690402,3.561565313,5.772286883,5.334500942,3.558359751,3.07109602,4.594973195,4.462374334,6.654953036,3.24978026,5.818395329,4.452639916,5.776055461,5.577923535,3.818737021,3.043061337,6.575292833,7.601506259,6.17674003,6.453373131,6.502842121,7.085981006,8.905447329,6.784735277,6.628133336,4.549724162,5.351630377,8.358810402,6.648433401,5.667330959,7.657994271,4.239779581,3.557806766,8.744301201,6.442960955,3.07527283,6.526656357,5.295779162,3.521057511,3.644664089,3.403883467,3.873670334,6.999748195,5.292833161,6.710923906,5.136936213,5.45449058,3.79001921,8.884397301,4.337294006,3.315541403,4.349600069,4.837423708,6.605366251,4.784732282,6.443135155,8.082729244,6.561481758,8.763555933,3.420062755,4.47724973,7.472619204,4.345642523,6.615216409,3.459769291,4.913134664,5.933988463,4.692937253,3.172011438,8.707493631,3.466983185,4.473484914,6.632739548,3.576032294,3.826127352
1157,3.531174397,5.953552264,5.84542956,6.805996406,7.444661319,3.549231912,4.856021862,3.359342734,5.81230855,6.147079748,12.41450563,4.43295077,3.262218748,5.360661989,8.248790427,6.896674974,9.404434121,6.316087867,7.514488813,4.545099987,6.090192071,5.684662596,3.501066831,10.04112972,7.85436564,7.719579438,9.627534886,4.177055561,8.254137511,5.434241344,7.466485895,7.105459214,3.533726223,3.401517825,6.493597856,2.525502887,5.910468073,4.200873617,3.364869107,5.686804093,6.162662077,3.930730571,8.469408434,3.407910981,9.494848994,3.199010132,3.598451931,6.833157824,4.900042944,5.112945317,7.624652687,4.900182468,4.402706074,2.839177064,6.562684496,6.129848817,4.098671787,7.093398382,4.548070834,5.535920337,3.013347552,4.45744075,5.454954129,7.058484615,7.913364153,7.414481501,6.482375924,3.096906049,6.15871307,4.365404415,4.264257887,7.308293474,6.803994007,5.084444446,4.583772234,6.01436805,4.943823731,5.136785114,6.325880616,5.894893422,2.873326857,5.570398899,5.392761954,4.809760476,6.813210971,6.390071318,9.416022409,13.00600893,12.23261576,5.189974727,8.341025359,4.485164382,3.843078101,6.559300996,11.30931425,3.207731247,2.814965047,6.507930224,3.930570059,7.065677113,4.401226405,9.502537326,6.00001651,2.717349892,5.157195954,7.511274182,7.035567163,3.312045081,6.948211255,3.339255644,4.89578891,4.982111188,9.703552155,5.859747278,5.125199663,3.877569383,6.10937955,8.348484902,3.093134309,4.08141257,3.560852907,3.234552438,6.220473096,3.466626662,3.365337796,4.114920257,3.617937315,7.292763526,7.174492502,3.264942065,3.119112105,4.864562125,4.623117362,3.928292369,3.28945313,6.023507338,4.35470647,6.301013695,5.698830863,3.652208648,2.970685726,7.099451033,7.890443902,5.555442687,6.18605619,8.074432391,7.764390041,8.171891143,6.243466308,6.941739609,5.328408272,4.481081019,8.535014867,5.792071776,4.780244885,7.525696311,3.627397398,3.535714161,9.117327305,5.81309361,3.147638147,6.818303358,5.165013693,3.309035803,2.979481368,4.000904345,5.006041295,7.387653848,4.372010021,7.132858024,3.639059236,6.365123233,3.389409199,9.308876289,3.46944781,3.366100592,4.298547873,4.71220602,6.519972239,4.203415219,6.327373508,8.446252393,7.304993086,7.531139765,4.3640327,4.015180049,6.164925028,6.394950252,7.235383357,3.355190303,5.050351871,4.669699859,4.760119221,3.206566525,6.568244459,3.688083902,3.615069096,8.638904397,3.889163957,3.720706748
