"response","THAP9","RBCK1","TSR1","LRRFIP1","BRD3","SPATA6","CDC14B","TBX21","HIST1H2BD","NAT9","PPIA","PPP1R3C","RP11.114G1.1","NR1H3","SDC4","SMARCA5","RNF4","ASCC3","EXOSC4","DEFB1","HIST1H2AC","LRAP","SUHW4","KCNMB4","GRHPR","C20orf149","CAP1","ZNF767","TNPO1","B4GALT2","SPIN1","BXDC2","SLC13A2","CADM3","SDF4","CASC5","CP110","ALDH3B1","SLC6A6","ZNF133","SLIT2","KCNS3","MRFAP1L1","HOXC10","AHCY","HOXA6","HABP2","MAT2A","ESRRA","DENND4C","RAB25","DMWD","RPRM","BARX1","NTF3","B4GALT3","EDG2","MUT","FAM115A","DOLK","IL21","ME3","GPR19","C14orf94","COL4A3BP","SSR1","HIST1H1C","CYP3A43","TRIP6","FNDC4","KIF18A","MELK","C1orf121","CD58","CLIC5","CTGF","JRK","EFNB3","TAF5","EMID1","CCDC103","RFTN1","TINF2","LOC93349","TFAP2A","SENP6","C7orf24","RPS23","EEF1G","TIMP3","NIPSNAP1","FXYD3","ZNF556","CCNG2","HSPD1","ORM2","FLG","NCOA1","LIMD2","PARN","MMP14","PGK1","FHL1","TRIM36","ANKRD5","HADH","FUBP3","CD79B","GOLGA4","KNG1","RCAN2","SENP2","UFC1","RNASEH2B","TFAP4","NAGLU","PACSIN2","NDUFA8","LPPR4","ATHL1","CGREF1","PCDHGA3","TCTN1","HIST1H4H","CYP2E1","HIST1H2BE","HSD17B3","PEX5","PUS3","FEV","PYY","HTF9C","FREQ","HIST1H2AE","SPINK1","FUBP1","APBB1","SLC30A5","BRD8","SPTBN2","PAGE4","LANCL2","SFRS1","TRAPPC6A","MYST4","FLJ14154","SNX5","ADD3","KIAA0182","FASTKD3","GINS3","C1orf115","ERBB2IP","FAIM","BPGM","HDHD1A","ACPP","MASP2","YIPF6","MAP2K3","ORM1","ACD","IL7R","CAMK2A","APOBEC3F","FGFR4","CCNA1","ATP9A","B9D1","TBCE","SKAP1","EFTUD1","PSTPIP1","CSRP1","CEL","SHBG","PLEKHG3","PPP5C","DNAJB14","MZF1","CSNK1G2","TOP2A","RBM12","PPL","ROR1","DKK3","S100A8","WISP3","TOMM34","CACNA1F","SAFB","RPS6KB1","NFATC3","FZD8","SCPEP1","C8orf79","DNAJC6","TSC2","EPB41L5","RPH3AL"
2982,2.910683075,6.885293553,6.146401023,7.46717205,7.091243606,3.507583559,4.267249185,3.482190393,7.932845961,5.07491627,12.43684317,4.678596378,3.415788438,5.445071316,9.462621214,5.833056556,7.941242783,6.106730016,6.550301745,10.79817028,7.652170455,3.523375904,3.774468679,3.146451368,7.815238159,7.182267039,9.314713506,4.613705734,8.005266288,4.937196532,6.875109627,7.096756488,3.647437346,3.799942921,6.527279525,2.656565614,5.142248094,4.609799275,3.165681113,5.865066427,5.189161279,3.989945075,7.266425412,3.539465906,8.915155158,3.339316138,3.394640102,6.329766644,5.412925383,5.581154025,3.34454068,4.327820142,3.588335034,3.124349322,4.9257204,6.777510176,4.297196164,8.029081441,5.257819852,5.113158087,2.957546678,3.911430483,4.752028077,6.221064153,6.348420469,8.281597006,6.317559043,3.125369324,7.936491742,4.144640507,3.563693788,7.345507309,6.616058793,4.726306108,6.735209546,6.059462468,4.521313603,4.800735034,6.223513018,6.127162791,3.373588179,8.793217204,5.541131837,4.814119381,5.230661974,5.713175356,9.637143455,12.62778523,12.09036331,6.438856053,6.517808131,4.757726624,4.359373434,5.140607315,10.14887018,3.469480353,2.978483366,6.292487201,3.80286105,7.048337031,4.785501658,7.697570949,3.833519201,3.63910871,5.902847333,5.972608505,6.175215413,4.388550118,7.668977363,3.345220055,4.363878618,4.735304696,9.168638915,4.804086106,4.449405985,4.671821455,7.410240936,8.207931232,3.450608815,4.511750724,4.657530857,3.417968758,5.834139141,4.020707866,3.658030784,4.8433793,3.512490439,5.479239376,6.256791909,3.247822365,3.136215612,4.49473207,4.99224868,4.450895211,3.179124883,4.967569466,4.120337242,5.516170712,5.267673395,3.876307754,3.068977659,6.61615428,7.191964791,6.483285996,6.894076134,6.461721485,7.428787349,8.66323462,6.654738938,6.918255911,4.25808262,4.634797094,7.862690322,5.409241882,6.433928198,6.430337182,3.680385387,3.588157036,7.010193944,5.853531723,3.237173775,5.712061671,6.878882003,3.512036573,3.843089702,3.430498493,6.516205946,7.572264915,4.51603121,6.787357391,5.310058691,5.256457209,4.221378399,9.277506492,3.224108132,3.40762785,4.596954632,4.355627872,5.552012932,4.556073315,6.490583321,8.581438518,6.324588208,7.728231729,3.658043972,3.438673341,5.913518099,5.210751297,7.144791408,3.792087668,5.089946963,4.779373404,4.568794965,3.3824516,6.727477307,3.667862144,3.260425422,6.048633043,3.479503616,4.155860182
629,3.206066709,5.497357767,6.022692903,7.416722418,7.29630025,4.010836245,4.960043837,3.040572841,7.353121244,5.312616412,12.19896354,7.288904224,3.240610699,4.568322403,8.886006674,6.341121757,8.019922551,7.579783532,6.072572608,10.50591353,7.808718738,5.842557133,5.657357161,4.065865585,7.092858094,6.949560918,9.813073054,5.649781452,8.317603341,5.244767395,7.711855778,6.075567936,3.647305365,3.597437801,6.650930227,2.595492769,6.101670531,6.05531289,3.220799425,5.630275347,7.683049751,6.05176588,7.750430682,3.316479176,8.659025654,3.240522193,3.36739422,6.089474404,4.986283968,5.566632321,8.579876274,4.233377724,3.686221695,3.023506492,4.070848465,6.463782778,5.221645823,7.677836936,6.483681844,5.195433037,3.091792082,5.116024389,3.812507156,6.4004202,6.69648155,7.430273495,5.926220245,3.030118497,8.150849248,4.628251172,3.40298536,5.039892791,6.720958753,5.464566938,7.642770172,9.016084116,4.618607079,5.034417648,4.428981281,4.943066176,2.90753573,8.867255547,5.423536051,4.80156401,4.4591319,6.48187012,9.444805494,12.53932994,11.80287505,8.643504257,6.698007581,6.454217324,2.978578239,5.648398838,10.38476649,3.085434854,4.020378089,5.926655772,3.238575445,7.495324403,5.83847667,8.287046952,5.100218306,3.460835814,5.307226524,7.518196301,6.801518522,3.437377202,7.7094931,3.254103046,5.495549241,4.458769052,10.1131848,5.255595412,3.896471548,4.505385144,7.821483614,8.493309673,7.337314289,7.664270078,3.714031234,3.346842245,7.733094786,3.37252369,3.334571319,4.647841997,3.532478519,5.375649058,5.856579688,3.355545746,3.027454011,4.390773142,5.256851643,4.690047222,3.255446735,5.466964521,4.635584399,5.989329269,5.285097239,3.632587358,2.988432633,5.719881657,7.548941466,6.029735943,5.722914652,6.318368482,8.006170936,8.310634969,6.920670691,5.866249712,3.936895432,6.906494568,8.004823779,5.462066861,6.483046566,7.912318601,3.604152995,3.534977477,8.008588138,5.64596313,3.188176958,6.040920436,4.752074846,3.43038134,3.374211688,3.401615082,6.902056167,7.306223184,4.164601923,6.723852247,4.842900919,5.699930454,3.204070636,9.382152079,4.839437846,3.43249029,4.426341801,4.53524108,6.371770929,5.067302559,5.918624887,7.117636444,6.466135848,8.831969873,5.4074178,5.708151621,3.907437076,3.332041057,6.342737575,3.466321339,4.857779441,5.190394844,4.661039659,3.419514434,6.161198173,3.482969905,3.745545287,6.189649493,3.468596203,3.598559495
681,3.153962949,5.423773127,5.319694445,8.559398214,7.383056916,3.895184644,4.72060322,3.210534313,6.803445526,5.181147251,12.14284248,4.898764389,3.180520185,4.076161069,8.049793389,6.270328837,7.846286443,7.066876051,5.831803592,4.198783883,7.434716789,3.426256947,4.823808226,4.261582916,7.470545186,7.007386117,9.250282368,4.841455894,8.247928527,5.253787771,8.292695292,6.662594605,3.466431626,3.487428888,5.784220468,2.534726174,6.003444996,4.036908392,3.316881701,5.820098503,6.767943062,5.287740557,7.425278021,4.454165228,9.794134519,3.205907769,3.316895784,6.750738263,4.96326309,5.638666364,8.55127408,4.080925011,3.540996383,3.088506985,4.335929626,6.653010463,4.727678698,8.029537299,5.840614575,5.227559393,3.170102018,4.969246417,4.080019201,5.588633783,6.935083828,7.975278252,7.642356162,3.115588076,7.854065965,4.35247077,4.880411683,6.66951216,6.971082156,5.03069862,5.677607069,8.40562919,4.328524418,5.324675823,5.591199194,4.828502414,2.961738296,7.467969664,5.126828753,3.602243738,5.625049728,6.476079179,8.931128931,12.91800927,12.07087221,7.356268326,6.957157584,4.163262243,3.136366145,5.886006395,10.83124306,3.19014297,2.783044684,6.659107013,3.257463234,7.652005854,5.393411931,8.411209681,5.39238189,3.280231438,5.175612288,6.813577182,6.682048163,3.453303419,7.20431815,3.136162875,5.769383577,5.095145553,10.12015101,4.33459505,4.409336289,3.904133213,7.333081218,9.1463182,4.952939469,5.153150587,3.735897049,3.288401158,6.164700734,4.045525551,3.314909706,4.356103066,3.376235636,5.313486477,6.024906476,3.305504595,3.207531086,4.001773598,5.640012752,4.043618592,3.268182739,5.574728866,4.270716076,6.204073771,5.419006039,3.711388972,3.210587225,6.246197816,7.813660453,6.503548568,6.918841769,6.696253679,7.499649696,9.362109838,6.062169195,6.35062374,4.269574592,6.212148576,8.768915643,5.893131429,5.488465359,5.460688108,4.021228235,3.597319127,7.462288204,5.561719823,2.975026294,5.891723361,5.207217086,3.411337971,3.379100425,3.904362852,8.179535263,7.79850018,4.685365088,6.737901392,5.705635973,5.085069286,3.417543516,8.648191996,2.858408303,3.410222947,4.311137966,4.66194898,5.674749053,4.615571045,5.354874714,7.458589221,7.506951218,8.007346421,5.079249571,4.273018115,5.399012529,4.085235627,6.96935411,3.499794561,4.735961485,6.290198181,4.597068561,3.371135062,7.744868218,3.441456293,4.163284051,5.916282043,3.791840535,3.600103578
2154,3.03354046,6.059489864,5.765499479,7.182845319,8.001242212,3.461613709,4.970584276,3.268719456,7.523778608,4.813064734,12.60146783,4.42391556,3.171305552,4.766162994,8.361658436,6.035193604,8.111646236,7.242341434,6.173918791,10.17828371,7.447989985,6.699695926,3.796110923,6.905734042,8.441795539,6.38447839,9.663784033,4.534755259,7.463046851,5.422407576,7.190531541,6.652659006,3.92804608,3.477449979,6.814827689,2.677559757,5.815260639,4.419190229,3.46693304,5.268086483,8.31437718,5.540027975,7.810769402,3.304827555,8.016974699,3.245531236,3.607483725,6.185554206,5.566168691,6.60717937,5.992570947,4.140700763,4.179525544,2.981759754,6.054946728,5.762619266,5.479436512,8.571353158,5.866737486,5.51600427,3.013191799,4.565778694,4.74221084,6.098878803,6.926581218,8.41929942,8.430202402,3.101965896,6.953175771,4.154605062,4.93492434,7.667044497,6.623616631,4.670081021,5.08169521,6.390588568,4.191931668,4.019343169,5.515212445,6.047620531,2.879422835,8.968364808,5.417325375,4.932139673,6.036250764,5.972593168,9.555166481,12.49111667,11.69298959,5.159566344,7.471453323,6.359107835,3.486301438,5.875668464,11.03911869,3.410989287,2.723882445,6.63822355,3.704542307,8.305673666,4.467181878,8.388371302,5.048847697,3.743098889,5.410685672,7.078597449,6.489722914,3.608566056,7.583255882,3.077523289,4.471296031,4.71568293,9.015603401,4.407738698,4.241637286,4.692460559,7.801430305,10.14968681,3.519672842,4.781193,3.904511146,3.372899857,5.157372534,4.856854532,3.156981252,4.825427386,3.354757577,5.001880608,6.235716847,3.462503271,3.283180645,4.107640444,5.777693066,5.235057097,3.558329385,5.294675572,4.336991769,4.749335373,5.309656894,3.630624857,3.238877011,5.866451029,7.423210055,6.750527083,5.890931078,5.890802065,7.175087463,9.398353588,6.863882549,6.14994306,4.468014675,5.252657204,6.313378388,4.893776821,6.406123632,7.911359801,4.074276398,3.578300126,7.409016135,4.961985256,3.252781054,5.656591362,5.502036844,3.335676846,4.054775202,3.846843168,8.715908696,6.685679158,3.775668749,6.754998076,4.794135709,5.570227014,3.484315981,8.893621401,4.253927677,3.240505307,4.270706667,4.662005393,5.656580561,4.542162457,5.742648457,8.726400808,6.161503128,6.715621561,4.271913777,3.288085122,7.232866331,5.629586412,5.893747201,3.291351577,5.076912291,5.301637132,4.531803825,3.2164007,6.514592228,3.536820261,3.090401599,5.618585685,3.69893088,4.765909357
2521,3.134606806,6.299425344,5.521788398,7.928060362,6.320548134,4.373169701,4.41279801,3.034784357,8.742151617,6.155522841,12.55651787,4.607457649,3.511327031,5.910307762,6.402201481,6.554112901,7.798525988,6.93595544,6.661634485,9.308622195,9.1491275,5.079672113,4.869466485,3.674182029,7.705203859,7.235546533,8.929587291,5.154330788,7.913196766,4.867431273,8.276674645,7.290759108,3.54953593,3.595578246,6.57665099,2.829869035,5.842116758,6.086371776,3.235224254,4.800697714,5.550521347,6.842058907,7.344604068,7.061866392,10.04911535,3.460598752,3.669356229,6.706336235,5.283927813,4.866993239,4.743745361,3.988084556,4.018114584,2.929233572,4.372669015,7.208075955,3.99306484,8.40820546,6.081786865,5.015589791,3.42288886,4.940302842,5.627676814,7.482246165,6.449619581,7.823898097,9.444819646,3.252522661,7.374332297,4.231016925,4.907331263,6.812894889,7.058435399,4.438232708,7.064180451,5.336138629,4.034472056,4.592345253,5.168929452,4.408243044,2.807512351,7.85883226,6.135938133,5.946234687,4.739238995,5.907248459,9.296971363,12.6746565,12.31913556,4.44347565,6.663572328,4.822835507,3.501029888,4.49385838,11.66641993,3.636758909,2.865768379,6.087379478,3.461832873,7.534966083,4.329738455,8.798732927,5.014490816,2.813786866,7.133628433,6.406275214,6.242660237,3.418717101,7.281636197,3.343759349,3.722110738,6.328629872,10.82276745,4.642604163,4.512326828,3.961237092,7.580800255,8.869584995,3.613163109,5.092124973,4.055989682,3.265544372,6.463113474,4.632000741,3.269089716,5.203667625,3.228837769,5.564000708,4.719692229,3.426283313,3.293810919,4.333003942,4.658057923,5.531514727,3.188926539,5.147780507,4.260545448,6.250378518,5.602063936,3.487618898,3.498560853,7.030062409,7.743086764,6.405466503,5.510358538,5.577831359,7.218319189,8.393816333,6.073678241,6.230328779,4.367939387,6.722002723,7.491790111,6.473858692,5.524902857,7.458326128,4.177562487,3.477421568,8.593205654,5.292363343,3.083181451,6.363479906,4.007991358,3.34215865,3.393190896,4.17549808,7.201634429,7.05381322,4.895390933,6.849593512,6.348006921,7.294396247,3.323523487,8.691451215,3.055933929,3.463494689,4.449396413,4.532991494,5.528661326,4.356985173,5.59700216,8.005619924,6.944518961,7.861215385,3.925494045,3.7730122,7.156104993,7.235660614,6.55250224,3.420120082,5.022535277,6.080197512,4.440549853,3.222874335,7.364980217,3.415310324,3.687960392,5.434993127,3.698463793,3.674982069
2521,3.058669571,6.357818696,5.833749358,7.947812413,6.450110003,5.303991118,4.48973259,3.067629333,8.219017075,6.031122493,12.81741007,4.945746639,3.303645176,6.876126266,9.036137551,6.728863727,7.762381532,6.629844287,7.221353616,11.24301472,8.91921687,6.053753074,4.596469025,3.362157338,7.929700603,8.087355196,9.846881416,5.262704362,7.810648803,5.45960109,7.648123298,7.854020961,3.655893161,3.386731107,7.619419835,2.607505962,5.713149025,6.535537263,3.331244313,4.692867035,3.950904961,6.733752065,7.487043148,6.955633148,10.33562683,3.300299768,3.682677036,6.955487089,5.816145294,5.346465444,6.731219059,4.065000741,4.180842779,2.994166869,5.316547537,7.57625309,4.861894515,8.061832945,5.038825742,5.798310218,3.055146043,5.477152127,6.180867661,8.116267645,6.708280467,7.942296946,8.771661137,3.096568791,6.956636355,4.332331766,5.739290611,7.166778954,6.871681934,6.532337969,5.840987723,5.632400647,4.269719538,4.806758854,5.360908688,5.258130796,3.056425871,8.248668695,6.768173217,5.708030975,4.904891093,5.938850827,8.889709767,12.86160861,12.50334851,4.950361264,6.755120157,5.576627004,3.150407847,5.22313824,10.95852369,6.87593098,2.86187909,5.783657222,3.309142414,6.75732988,4.402735736,10.70890012,5.619130306,3.065306175,7.229089875,6.940654306,6.748640018,3.436061592,7.030546076,3.189382708,4.098090892,6.748819441,10.47199714,5.468045883,3.822129467,3.918757076,7.691175894,9.02754614,4.392391848,6.943416341,4.370952213,3.229455189,6.788381305,5.23085646,3.176199786,5.337951084,3.462656033,5.638219903,5.673118717,3.299919133,3.065427147,4.912329109,5.00745969,5.373557514,3.319857865,5.65691623,4.554256031,6.531725429,5.479607103,4.23573934,3.151513186,6.711087489,7.696790344,7.396827384,4.612761433,6.083958073,6.582735901,8.546651817,6.094327409,7.291268238,5.062522331,5.9576765,7.994589699,7.433462936,6.157692946,7.290655207,4.216763765,3.481600524,8.861028391,5.594521661,7.107511148,6.789525785,5.88803529,3.385071399,3.472007057,4.400617201,8.430706996,6.802574246,5.943561212,6.884350625,6.854293628,6.604134327,3.176223378,8.11235837,3.139828606,3.639218475,4.363499289,5.045488889,6.605911477,5.167340962,5.999520777,8.183252825,6.818935037,7.386771885,3.586208149,3.53422201,9.907087972,6.338762765,6.676044978,3.400611338,4.895839747,6.217229414,4.394659595,3.029193692,8.693939817,3.791866065,4.408943987,5.591775362,3.45077769,3.862130124
1595,2.777163494,6.580037119,5.573969211,7.162247329,6.782519973,4.00408036,5.017827191,3.147076952,7.73632079,4.910406586,12.33762775,5.149466494,3.22694748,5.993766283,8.673698342,5.941429247,7.888623608,5.21118279,6.760174664,11.53126746,8.448616689,3.313734872,4.538984939,6.546178776,7.610893272,6.481125992,10.08104175,4.396816673,7.451227339,5.439082507,7.523251935,7.035761959,3.883110673,3.465371475,6.185288628,2.608828166,4.615560942,5.123128851,3.30631234,5.744349864,4.412506275,6.405844694,7.120401795,3.26799322,9.250999941,3.41741874,3.248747004,6.155597727,5.97794787,5.468500002,7.698747369,4.187030175,4.60860418,2.978309748,7.682481587,6.341413628,3.931345024,6.784199296,5.739198814,5.008014618,3.145245417,5.024889403,4.821077838,6.164517376,6.561697451,7.164863205,5.976600831,3.331895407,7.830758317,4.397157045,4.410779467,6.480681006,6.789992354,5.473119711,5.737462951,4.641792464,4.500218492,4.810380607,6.378676003,6.401939225,2.763834597,7.918250906,5.190675608,4.643723441,5.367350892,5.4055187,9.733342879,12.67698846,12.19372988,5.591887418,6.901201397,6.8048537,4.232963356,6.155515893,11.10115594,3.275035662,3.150614233,7.423651324,3.315975275,6.811876084,4.903451709,9.390418402,5.825911499,3.886746974,5.685450751,6.33073939,6.291518521,3.772093337,7.990142753,3.067686112,5.108534347,6.160675924,9.777892884,5.828192958,3.794432228,3.561655154,7.036084381,8.576334178,3.448281439,3.909669267,4.329182764,3.185098489,5.261327386,4.113342684,3.554923469,4.58487192,3.620405434,5.890744557,7.051719753,3.146420291,3.356935487,4.062110221,4.573464479,4.379141154,3.333457846,4.784357375,4.296949665,5.959687693,5.325840001,3.048102839,3.897912465,6.923967398,7.244815002,5.884088332,7.001139451,5.991010205,7.753250828,9.11158925,6.829320528,6.260267477,4.856271068,6.136320611,8.247111035,7.799302474,5.283477835,7.478755674,5.065235658,3.470314307,8.208499467,5.404709045,3.201835261,5.554226867,4.470840806,3.331882563,3.302014943,3.766166331,9.633731722,7.697075734,4.196460751,7.333910106,4.527439898,5.735591865,3.858195424,9.359640727,3.413644455,3.582778388,4.886132674,4.542544366,5.025313127,4.239338346,6.087565623,7.877869176,6.839076891,7.492117115,5.043649962,4.438483119,6.247833662,5.357982015,7.446621178,3.552205884,5.11118726,4.482775466,4.173934798,3.204373828,6.498095034,3.607131273,3.917755938,5.889932153,3.383556779,4.011529273
2237,2.780588725,5.737292531,5.952063392,6.12325644,8.029119028,3.902331868,4.632974791,3.172360359,8.32536187,4.475540365,12.40414862,4.454551575,3.506086836,4.043063006,8.455461931,5.803511252,7.698485413,6.946296272,6.104413674,3.108932452,9.018523832,5.408396348,4.906952049,4.656165694,7.636199659,7.698058891,9.395736903,5.670088479,8.312042587,6.011375372,6.52000762,7.840624467,3.969824754,3.580049774,6.996393405,2.700169071,6.484897613,4.42625362,3.459470267,5.940005349,5.928323547,3.618635418,6.702775732,3.500612882,9.003468158,3.525117276,3.409653783,6.073996222,4.565650415,5.306332785,7.276792617,4.627902533,3.976055543,2.970878865,3.984392729,5.538757536,5.034336032,7.745653195,6.22382467,5.711516899,3.24803222,4.165568262,5.000350974,5.976814764,6.637663761,6.675148594,6.876208159,3.22140746,7.337135952,4.192647249,5.618584901,8.569685281,6.147576355,5.05672585,4.277445479,4.762032716,4.464500382,3.952718411,5.09909462,7.296873369,2.869195823,5.269358715,5.360986492,4.701678097,3.747936136,5.912274098,9.645503201,12.1135244,11.67165293,4.658200803,6.438706206,3.440150864,3.451699609,4.817142934,10.96831312,3.466125639,2.956905011,6.268986669,3.583611116,7.292550389,5.080285359,8.373375504,3.764068142,3.660548063,5.260545161,6.29784042,5.919572052,3.53328208,7.870059787,2.991100019,4.008056007,5.538814361,8.681150247,4.334761155,4.224921248,4.402787511,7.281841333,8.784731883,3.248493244,5.274498589,3.431640169,3.680368324,5.4730336,4.270824131,3.274062869,5.01940256,3.564535276,5.02676876,5.918605507,3.185677148,3.504494002,4.045441228,4.090848179,6.108139962,3.309014147,5.424671972,4.272438571,5.230599973,5.355245561,3.806098509,3.378516465,6.358448787,6.819210908,6.732725363,6.059492175,6.665209576,8.16384865,9.343316674,4.922669688,6.906930954,4.431446849,7.177411934,7.165197449,4.45793115,5.073563843,6.483225835,3.774187135,3.501900948,8.010596568,4.860208644,3.23267109,5.766075723,4.161707779,3.552505758,3.291660436,3.456399037,3.294156141,8.612366957,3.868812855,5.464746898,4.221975131,6.371824094,3.022206426,9.363426433,6.351657198,3.304409397,4.399928362,5.571324222,4.505114575,4.854427565,5.688859202,9.164997894,6.176469629,6.778351498,6.447984059,4.121085742,3.925379043,5.637733512,8.062521014,3.538647551,4.831828328,4.486491351,4.548880219,3.551782059,6.351109888,3.796431,4.457740194,5.608606436,3.736432281,3.350253321
1161,2.924786322,4.596343446,5.654117765,7.147404938,7.500774059,3.841032944,4.63244558,3.198911995,6.419234601,5.078221022,12.50447242,5.952606626,3.332185053,4.365661249,8.186199042,6.750775568,8.982802747,6.430864948,6.913906361,10.78529441,5.927787364,3.022790754,4.188647397,7.00694152,8.047742163,6.661908979,9.84435034,4.974089117,8.394916768,5.109316735,8.176190197,6.609119545,3.653693444,3.457859529,6.776792237,2.68950111,5.270120489,4.872221431,3.289516029,5.169933715,6.868502978,5.233369971,8.179175313,3.446072888,7.929592347,3.484955862,3.286813515,6.215146661,4.846397595,4.965963906,5.424707079,4.285534154,4.07698599,2.912879928,4.581054467,6.317329663,6.035576559,7.409528839,5.608527705,6.215720799,3.235582321,4.455922661,3.806421491,6.255831363,6.585859398,8.483563765,6.092792137,3.094901447,6.710927688,4.46871253,4.040603942,6.910598085,7.101538454,5.838881813,7.327953188,8.192750177,4.061035415,4.575875156,5.712910446,5.810717732,2.863283108,8.04931015,5.924883797,4.598830584,4.974640399,5.397685599,9.586413763,12.39231153,12.12047394,7.076530205,6.999321541,4.866490082,3.119510626,6.001577937,10.23441269,3.361223362,2.968935943,6.602665002,3.058923848,6.993488165,5.208402122,9.20132767,7.007562857,3.092967426,4.295977253,6.667005829,6.806500161,3.483947977,8.295102448,3.247557866,6.798622688,5.788959133,9.299472579,4.188012411,3.656492185,4.359923918,7.037202736,9.391067468,5.909998526,4.181770558,3.579857289,3.302119284,6.51339461,3.472744378,3.233983553,4.09184566,3.398005275,5.14658732,5.412955481,3.488181422,3.131886469,4.082772928,5.319082348,4.763268198,3.264181275,4.425797014,4.258325929,6.274226137,5.05056162,3.515423617,3.554717884,6.860213286,7.33544515,5.497202056,5.609227895,5.837880721,6.404352258,8.909861413,6.258196227,5.699332148,4.251949843,6.338010408,8.298409711,5.902466019,5.587579078,6.27212272,8.471880207,3.530722801,8.610583666,5.922614979,2.900073449,4.782702729,7.115411386,3.449648294,3.305148159,3.51816664,6.091692346,7.32940315,3.938990685,6.024877232,4.575725847,5.707835878,3.376719987,10.01478534,3.81307188,3.386881322,4.312338323,4.802534114,5.458216847,4.132853162,5.58197195,7.111478137,6.645991486,6.771313349,4.539580562,3.904855363,7.354540224,5.314153518,5.310706103,3.349351563,4.763762784,6.298456699,4.233608706,2.977322727,8.132360247,3.520997346,4.210564633,5.208561234,3.478036607,3.666297371
1497,3.148775396,5.784885911,5.778497988,8.288074558,7.571635425,3.694521022,4.988043545,3.168836132,7.058018156,5.871687292,12.36824107,4.602459086,3.408118237,4.36100832,8.546127305,5.776608028,8.220156881,6.084188301,6.400847653,8.985214647,7.494722184,5.850333366,4.253015878,6.737119201,8.361407448,6.623395933,10.2551881,5.030824549,8.453873077,5.179362437,8.125571125,6.342710316,3.578094044,4.331419689,7.638528717,2.698483187,5.308448192,4.405375608,3.430995073,5.450226068,6.578703796,4.755055246,7.918300139,3.53531525,8.907318975,3.127802932,3.554441539,6.304034442,5.506980626,7.076512427,3.512162595,4.221230874,3.767563867,2.997141743,3.893579836,6.373127077,4.641433632,7.156864788,6.374644986,4.456768873,3.135017516,4.080123815,4.998258141,6.629135242,7.874851182,7.425749771,8.211730143,3.054289322,7.025280342,4.32891853,4.779633101,7.353751775,7.132909785,4.717730803,6.950380488,7.891776195,4.269867322,4.789150828,5.752450578,8.283589318,3.083171548,7.357222029,5.093523791,5.328010184,6.1095624,5.63125245,9.120021719,12.81154286,12.19369063,5.582727633,7.661628614,7.277404897,3.053556549,6.05098916,10.89795972,3.088357197,3.536486635,6.878980105,3.479454645,6.92199852,4.877065313,8.440691526,3.967301645,4.824640659,5.308640108,5.959424242,6.152072349,3.640510732,7.442976263,3.312660862,5.487846166,5.397632335,9.357845671,4.198306695,4.285362565,3.735834984,6.952387828,8.913326896,4.160731773,4.032180957,3.711929277,3.497237269,6.129461789,3.722296513,3.238665236,4.520970978,3.320479825,5.717716372,5.814994374,3.446178044,3.147993323,4.239484905,4.369357721,4.10280983,3.019623982,5.417933359,4.059171641,6.334854564,5.714087744,3.402781787,3.130573234,6.828582406,7.542395818,6.545082188,6.820176722,6.125832637,6.891493648,9.16285243,6.500549427,6.161798179,4.368309956,6.034899857,8.524615122,6.966399395,6.107986933,7.893427451,7.183775597,3.561026262,7.940777414,5.588159438,3.291839285,4.964946109,4.878021904,3.478031545,3.230692607,3.605181976,8.488366797,7.419252864,3.987162593,6.419704731,5.6810093,5.106698711,3.745636783,9.654074923,3.386249186,3.563845627,4.315959387,4.667187356,5.164728351,4.609347961,5.9372797,8.450774166,6.996564515,7.251448171,5.565265625,3.438785255,6.698365864,6.478411554,7.234675659,3.603398606,5.203275406,6.0054205,4.274358246,3.303145971,6.619190321,3.513292555,4.043360936,6.175368328,3.334174518,4.517862544
