"response","SAMD4A","SMAD1","SKIV2L2","LRRFIP2","EIF2S3","SRPK1","PCNT","NSDHL","LRRC14","LOC23117","YBX2","FNDC4","GRIN2C","RCOR3","BEX4","FGF9","PRSS23","WDR67","DERL1","MRPL17","BAMBI","FLG","PYY","CHMP7","PNPLA2","DIRAS2","TMEM41B","AKAP1","PDGFRB","CENPC1","GABRB2","EPYC","UBE3A","KCNN4","COG4","TERF2","PIAS4","GLRX5","TCF20","KRT10","SPRED2","RNPEP","IQCG","RANBP6","SLC16A3","CAMK2N1","CEL","TMEM132A","RCN3","IL1F6","C9orf127","ACSL3","MMS19","CYR61","CFH","ANKRD12","FKBP10","CREB1","KIAA1305","FGA","CDK5RAP3","COL6A2","GCNT3","TNNT1","HYPK","MAP2K6","SLC1A3","MAOA","FGD2","GIP","PDE1B","FMR1","THAP11","GK2","TK2","CBLB","TTC3","COX4NB","BICD2","TAF11","SLAMF8","SRD5A2L","LCMT2","BSPRY","RNF6","HABP2","TMOD3","ZNF137","GSR","PFKM","C5orf15","DDX28","ETAA1","TRIM36","KRT8","NR3C2","C8orf30A","HOXC10","PRPSAP1","CADM3","CCDC15","TSSC1","UBE1C","ARL6IP1","NOSIP","EN1","EFCAB2","LRP5","THTPA","LEFTY1","SEC14L5","CAV2","C4orf15","NBLA00301","ZNF8","TMF1","INSRR","C6orf211","SPINK1","CNGB3","ADK","SLC16A1","AP3S2","TNFRSF9","C11orf2","HCN3","SLC44A4","REN","COL6A1","TMEM8","SILV","GCKR","CYSLTR2","FAM130A1","ZNF266","ADAMTS1","ABL1","HLA.DRA","ATP4B","MLL","FMO4","TRPC5","WNT7A","FABP2","FOXJ2","BOP1","IL12RB2","CDC42EP4","ZIM2","DYNC1I2","HMG20A","HCFC1R1","RPL36A","PDE9A","PRG3","DOM3Z","NFKBIE","CYP3A4","HS1BP3","MST1","TRAF3IP2","MRPL23","BRPF1","SLC26A2","CD320","DPYD","STIL","MXRA7","RPL30","NOLA1","MECP2","MYO10","SNRPB2","MTX1","ZNF195","DGCR14","HNRNPA1","NMT2","ORM1","ANKRD28","RND2","ALDOC","SLC5A4","FBXW7","ARL2","CAV3","REST","RNF24","RHOT2","CXCR7","SPTB","NCSTN","SLC10A3","SCEL","MPHOSPH6","MFSD5","OSBPL10","HSPC171","COQ4","C16orf68"
1124,3.794650661,7.861247763,7.732935025,4.979963718,4.867816869,5.949796617,5.871464519,5.33876902,6.035823194,7.321751011,4.425525824,4.240910384,3.151831651,6.458044084,8.529413872,4.129857148,9.195607703,5.685582282,6.955610003,7.321693491,3.902512573,2.866883286,3.224924191,5.760237518,5.067574848,3.5811377,7.26753853,5.406083138,5.841187989,5.478724696,3.913562381,8.350249814,6.228824708,6.497137598,6.373668754,6.019983275,3.429562921,8.462943417,4.989349887,9.127784358,4.156338653,7.581209318,5.590220621,7.522154781,5.605369869,6.330495957,3.408807971,4.867739683,5.935661275,3.043043142,5.302229755,7.098822595,6.483703121,9.073444532,7.55824576,4.741625189,5.164235158,6.323109613,6.49223474,3.001771365,7.328532087,6.836650431,3.643694269,6.929897322,7.470471334,4.491880246,5.786274015,3.833845849,3.336668087,3.318513435,3.412033018,8.426300847,5.923007695,3.32087559,4.799758483,5.098081734,7.441325208,7.216509644,5.665289828,7.426605288,5.176793435,3.931577857,6.501046051,4.88559277,5.022199821,3.362423581,3.734937181,4.351652616,4.088514587,7.816263188,8.688890781,3.874353478,6.322721748,3.115711571,6.640596452,4.974837822,5.871569236,3.323765213,7.701830784,3.529178282,4.778509718,6.528369809,7.704771405,10.57063052,7.683277575,2.952584943,4.555466209,4.026568862,6.770430808,3.967907579,3.308607615,6.310382849,6.737897164,3.057955377,5.050232286,5.95357704,3.217998509,7.419034724,3.800132372,4.087412338,5.767802668,5.465666538,5.316756192,3.423097953,7.5641011,3.269949054,3.879948417,2.967174269,4.775193403,5.565211111,3.501461839,3.440472295,3.451680872,5.626816129,6.696064095,8.570403995,6.82046336,9.596935529,3.724687351,4.951141774,4.90889301,2.826766281,4.466259843,3.28781128,5.174482292,5.384104703,2.831644733,5.76815706,3.145499655,9.160470049,5.069863391,6.544909147,11.54128761,5.469065307,3.169628244,5.241468834,4.709920987,3.864220913,6.217914816,6.050593503,5.729181127,7.505623319,6.029266667,6.263331819,5.779511173,6.515415075,6.919399382,10.19973135,12.06347688,6.68028193,4.579797686,5.774681611,8.964711022,8.022482957,6.986136813,4.460760714,10.57919519,5.087009869,2.872237497,4.939488018,3.336515822,5.343152364,3.530063959,4.505098701,7.206707808,3.291210756,5.076663286,6.19375409,5.140365008,8.209768664,4.199816101,7.930047708,5.376979185,3.077424842,6.609795556,6.073683471,6.767944476,7.224631469,5.922773475,5.719106453
1033,3.591941161,8.140681419,7.558683453,5.303506107,4.823125408,5.76358754,5.472971399,5.530210924,6.116476434,7.929832053,4.107871712,4.525729522,3.160177034,6.125530925,7.717656448,4.582211252,9.908356427,5.109310517,6.681709821,7.712850533,4.348853479,2.85972169,3.319780704,4.881486489,5.278392313,5.543028515,6.634585744,4.956450074,4.738726653,4.917024279,3.984797316,3.238394243,6.241750596,3.629304364,6.340100694,7.114075116,3.629986988,9.05740793,4.942292561,8.387608494,4.101605936,8.477287904,6.681791626,4.690062679,4.392047598,3.920840211,3.356922998,4.933771955,4.225130488,3.259722148,3.796644081,6.73948253,7.363827699,6.351829976,5.246401673,5.196745889,4.912508384,6.309382536,6.78510759,3.166810361,7.420836349,4.983366195,3.70569819,8.306950035,7.767763982,4.45905058,4.991193029,5.226546401,3.282120411,3.344588628,3.316994636,7.984663741,6.623381308,3.31937568,5.150550864,5.535311927,7.330043309,6.945437228,4.682269714,6.655919467,3.750002782,4.949419053,6.513875511,4.674615453,4.959000886,3.64629952,5.478631144,3.912575172,5.162253784,8.596463338,8.624235006,4.460697606,6.070815553,2.762001582,8.036704361,4.210755458,6.234628301,3.206061192,7.490094592,3.557319487,5.027731563,5.788709373,7.207843975,9.712892189,6.651012044,3.10727647,6.26157603,4.364183692,8.38685028,3.95684875,3.638033589,5.839212344,5.279043035,3.105891249,4.389262137,5.463716311,3.542150173,7.6152456,3.16094284,4.448271607,5.954022675,4.248412749,5.735680277,3.178348608,7.380541521,3.369685066,4.52147512,3.415484542,4.346292293,6.655661517,3.783327703,3.710204528,3.544009656,5.437703822,6.621274535,6.718934895,6.355436191,9.482143975,3.532983174,4.779971678,4.55597634,2.988818063,3.982356165,3.5031983,6.269096851,5.121663934,3.056880942,5.58991683,3.345049327,9.197957396,4.536543193,7.208424003,11.68144003,5.71973348,3.234029031,4.967212536,5.232097217,3.83290749,6.235771326,4.942522022,5.962215933,7.312994266,5.192466807,5.306210527,5.826820094,4.242099195,5.359425717,9.511687878,11.94421822,6.80534693,4.868038227,7.398125086,8.249278845,7.81065704,6.40289678,4.474919434,10.96072379,4.425465126,3.039986472,4.075315761,3.405389503,5.450849663,3.53140514,5.20378515,7.946135341,3.312595224,6.214804676,5.27156604,5.500460318,6.776498194,4.222492315,7.581694342,6.040263463,3.877604111,5.581472079,6.636100066,8.191594526,7.305552883,5.985367282,5.04357721
91,3.762620483,6.984993701,6.779673974,6.150516931,5.653336467,6.030386949,6.391683863,6.1442179,5.499822414,6.852312617,4.614109507,4.634747804,3.071961637,6.341303674,8.276696082,4.114060496,8.287239058,5.492484753,7.465786214,7.137888432,6.001315927,2.849841158,3.117889254,5.283057116,5.013758495,6.104513655,7.387864166,5.317222137,5.297626772,4.652171221,3.9807913,3.68002465,6.440868027,5.041169836,5.583833624,5.816838061,3.307906467,9.751623429,4.912658219,8.655368142,3.928057108,7.304587648,3.678288608,6.309173784,5.327666118,6.233914383,3.386015995,4.315246599,5.197081079,3.208682826,5.03023353,7.321785961,6.485563645,7.275692444,6.593990001,4.784090638,4.4214765,6.123883954,6.243389165,3.112779915,6.940157644,5.792221745,3.629490698,8.101709318,7.150663036,4.144989734,6.718755688,4.530889696,3.507052633,3.089026105,3.333883225,9.015961316,5.732575082,3.185005453,4.481922827,5.03892217,7.821933348,7.20037392,6.190620002,6.109670473,4.425754124,5.154709195,5.898773428,6.100994953,5.123322756,3.471679679,3.566109565,4.45575213,4.861762784,7.868828017,7.873714448,3.954655775,6.194555335,3.829654225,7.908960606,4.654545895,5.941389127,3.320359035,7.109109617,3.474273104,5.155461849,6.983968551,7.713490038,10.03470142,6.888931329,3.064197559,3.680003396,5.268512018,6.498561462,3.875535829,3.748866928,5.794235481,6.210641026,3.18311468,4.141522035,6.531654762,3.051840044,7.096593883,3.179893604,4.000896095,6.643967575,5.199659316,5.049577547,3.236138749,7.844230409,3.198548905,6.135549917,2.978223499,4.421534541,5.689281413,3.442214833,3.553036631,3.346085703,5.824677461,6.322466369,7.760438651,6.252311436,9.413342303,3.291974567,5.123151907,3.995782157,2.828639831,5.577892656,3.324361591,6.126938532,5.185896088,2.844366815,5.270116781,3.331248687,9.17720676,4.758680297,5.443017253,11.68602277,4.317453742,3.116217981,4.507680091,5.332169342,3.781216617,5.887183422,5.157761398,5.692382762,7.221043201,6.046731356,6.925876473,5.983181767,6.362265045,7.323156903,8.63914449,12.13821726,6.661940719,4.951682687,6.726439372,8.734055156,6.665892119,7.838493404,4.750354927,11.00534494,4.691225956,3.791415006,5.685335143,3.1952229,5.577110227,3.452238852,3.913445328,8.643545872,3.509968133,5.393203205,5.552501185,4.750711586,8.367654966,3.854420526,7.661582298,6.36786942,3.570844152,6.660416515,6.490768021,7.437047713,6.401875834,5.092464562,4.708383515
365,3.855403651,6.571357093,7.32581146,5.249367538,5.528393657,6.505002964,6.176862356,5.623060525,5.690891145,7.027455361,4.264862626,4.664802608,3.469261603,6.213230918,7.859254575,7.557530545,8.508643252,5.124940875,6.294879983,6.997241773,7.760964349,5.530681371,3.11354538,5.379629025,4.893737296,3.010727337,6.29484129,5.168401272,5.523205983,4.539422124,3.944459713,3.648681786,6.340907907,5.650486779,5.368301696,6.337045822,3.201898062,9.582328534,4.979263817,9.629099436,4.10365055,6.906100084,7.494674581,5.456595434,4.510579476,5.522750448,2.814810482,5.17521785,6.07708039,3.240318959,4.521054155,7.467023,7.17705328,8.616430273,5.722986131,4.714655754,5.029640415,6.289781529,6.287949616,3.307424717,7.79826077,6.421901226,3.934133924,7.834082803,7.370474702,4.619300716,4.833241033,4.133126217,3.373290929,3.271331224,3.347013167,7.285528651,6.346441231,3.357347423,4.612700587,4.960826815,8.644829311,7.935557062,5.128798003,7.88135943,3.868026637,3.757479232,6.30847444,4.198137003,5.383237182,3.575222306,3.410357406,4.893147727,4.443173231,7.692031826,8.91086539,4.065483356,5.641665477,2.786255966,7.853104396,4.172899144,5.654920923,4.670133118,7.376619844,3.55766282,4.929724619,6.606325684,7.522284592,9.481647328,7.623458339,3.01315567,5.235704432,4.924653416,6.258545044,6.451683513,3.731130788,5.179432603,5.337376089,3.184904089,4.594517105,5.618172407,3.514673246,7.648624082,3.416474386,3.741617166,5.76004316,5.733555761,5.07870575,3.209444144,7.073274864,3.213137156,6.019766489,3.237316323,4.531745891,5.50098541,3.864855284,3.784063872,3.584044395,6.425138797,7.552612347,8.430516486,6.823187425,8.152319043,3.644484436,4.411264128,3.923819186,3.018717039,5.834187085,3.390282728,5.664409631,4.815361893,3.221784605,5.303861138,3.795794242,8.879157587,4.546089025,5.79477766,11.84255253,6.384235162,3.563837948,5.959999191,5.117341257,4.020682097,5.561913927,6.13824586,5.921958853,7.342113607,5.271744406,6.672974071,5.559167354,4.599232751,6.778590325,9.951433512,12.13511728,6.745262247,4.848229982,6.086295315,9.197336695,7.957650997,6.269933506,4.587819855,11.10594319,4.34983868,3.251858853,4.35018411,3.871664452,5.357656969,3.415570934,4.243382336,8.474705343,3.406218502,5.412413755,6.803172537,5.345563886,9.694400506,3.831347936,6.935355089,6.196567609,4.230714152,6.848155275,6.210621556,5.35292896,6.604922369,5.413370584,5.652797827
1035,3.408264427,7.175363302,7.660396602,5.356841483,4.182608943,6.213362798,5.905255054,4.557779076,5.710455326,7.911709975,3.810465631,4.199339854,3.228265158,4.880815868,7.03657207,5.065966302,6.926725799,4.879811035,6.458680328,7.342345592,3.785684037,2.873574124,4.867823089,5.845857539,5.020466263,4.582050535,6.601338381,5.229492008,4.859310508,4.746879821,4.078505103,3.296656638,6.222700434,3.653043165,6.45662288,7.015770462,3.275887915,8.308614697,4.867981595,8.558419312,4.55880815,6.250734868,7.358098353,6.995744037,3.873553285,3.307981349,3.21471324,4.623804705,4.776715243,3.09400276,5.855019667,6.740781928,7.417288929,6.130419424,3.829893416,4.56895079,5.3843942,6.505667534,4.984686598,3.10401288,7.652730552,3.873653346,3.696920633,8.342945594,7.805960796,4.809600054,5.707929798,4.796304146,3.340667678,3.142787493,3.156124441,7.613337374,6.8682099,3.430680839,5.154041006,4.524991545,7.350225664,7.710453224,6.227169062,7.304436136,3.75933974,4.302266995,7.192058433,4.387626373,4.723923159,3.412699824,3.636380015,4.438407226,4.549575412,9.560449575,8.361554432,4.311740417,6.887635261,3.290667861,7.909383611,4.530350252,5.681073339,3.393857696,7.368992082,3.557971025,4.884665313,6.641272101,7.946168635,10.96730868,7.147905003,3.033379477,4.619329041,4.737000747,6.382780209,4.251494257,3.650447007,4.543811594,6.65913533,3.140784378,5.184293941,6.486347353,3.286058532,7.851717974,3.210653361,3.907287064,5.330653646,4.766987814,6.141673574,3.093922836,7.851885882,3.329661957,5.162735978,3.109635406,3.912997757,4.838474554,3.55257377,3.580384749,3.527296709,6.044052865,5.654873627,8.015005261,7.374287584,8.81655617,3.607652921,5.080311549,4.857660241,2.969928892,4.210277308,3.169663258,5.22161839,4.98204049,3.068724985,5.716051927,3.350208125,9.144814431,5.834928228,7.630059667,10.99514675,3.727218127,3.151447999,5.859829632,5.507836248,3.842142468,5.276871828,6.518512933,6.077964422,6.737802597,6.247362865,6.878851047,5.288628425,3.609576341,6.331015458,9.114700599,12.18245861,6.907237363,4.358990237,6.321392648,9.16354419,7.454399207,6.019406802,4.044158453,11.27502003,5.737827864,3.172423693,4.881354388,4.163275912,4.281277352,3.416121271,4.304922923,7.605496699,3.340676506,5.307159526,6.016782619,5.510594807,6.801761832,4.132515576,7.568421683,5.800095729,3.099344439,7.129703419,6.065836996,7.686825782,6.362507591,6.038724284,7.302516074
976,3.751921053,7.324945915,7.939904228,5.189010121,6.852053486,6.914616247,6.190292954,6.561668904,5.701617927,7.002290709,3.677005025,4.151172195,3.228926407,5.069811285,9.307825052,3.458480961,11.0878791,5.782375692,7.952774212,7.366257372,3.798050993,2.796040203,3.311757876,4.812438019,5.076921422,4.348909385,5.611406469,6.061536333,4.946572304,6.361756812,3.920779891,3.153549712,6.972845112,3.885461882,5.726265877,6.384854219,3.541653678,10.39141261,4.750238987,7.694757348,3.964141562,7.604568612,6.737323583,5.566988653,3.942297483,4.348457886,3.103174773,4.441551148,4.089034352,3.206838944,4.460016241,6.759478522,7.270125623,6.205331949,3.799542008,4.341271908,4.447049921,5.961873568,6.502997831,3.198426306,7.439115996,4.679759164,3.549661068,8.571941238,9.002896717,4.739404859,5.683858379,3.626774362,3.165631742,3.145670677,3.271423702,9.252032018,5.955409576,3.465720836,4.528492981,5.92321485,7.295272742,7.514209349,5.424394932,6.673294948,4.18203542,5.279263561,7.801608806,6.003847792,4.95865006,3.552300532,4.778476933,4.757299255,5.122697841,9.033429555,7.574095136,4.196323715,6.17327805,3.457561362,7.992393657,3.789254628,6.528154203,3.40688839,7.461914037,3.499154172,4.708355938,6.44220382,7.55323765,10.23854702,6.62294796,3.004929534,4.526427838,5.337398821,8.037527181,3.929512888,3.157746444,4.960010685,6.68614014,2.988688674,4.382955102,6.092976456,3.047971423,6.481807314,3.247409952,4.002570226,6.855771854,4.752431386,5.34000545,3.087434191,8.07056582,3.167505279,3.464711631,3.08808848,4.111047772,4.7241036,3.41481541,3.401227837,3.477134336,5.587042678,8.117684315,8.176752051,7.306943362,9.006713178,3.581467481,4.541352484,3.625752536,3.125937134,3.912174671,3.491908619,6.198705361,5.986164422,3.237858519,5.189142423,3.591431606,8.805212787,4.253504455,5.294128369,12.39263855,5.589164904,3.198982265,5.688178476,5.006099523,3.923219113,5.60896394,4.788794191,5.371483806,7.531572432,5.783602274,4.522875417,5.852963195,5.997373327,5.866897243,9.350832783,12.36079592,6.728633027,5.373348153,4.675946484,8.229951368,7.482963014,5.808832528,4.723766544,10.96348651,5.10133198,2.897440936,5.08855567,3.665813309,4.665642342,3.545999858,4.394307903,7.752211877,3.567581415,6.682637498,5.072170558,5.294867506,3.764263984,4.219223923,6.791917719,7.103302217,2.949686386,5.848606609,6.531625495,7.325534806,6.722403046,6.959301919,5.087708857
944,3.792038801,6.259068831,5.970399612,4.807942295,5.529171608,6.357920554,6.150711838,6.339071293,5.443075066,7.251217571,4.371538843,4.618117167,3.274342746,5.044397955,6.004776127,3.556073432,8.762139499,5.580374628,6.817582313,6.335306932,4.225604329,3.126858522,3.323809459,5.241783903,4.906078517,3.539819073,5.851389438,4.650215473,5.704275595,4.333769421,3.940278106,7.305692868,5.60931989,4.367180763,5.656671331,5.720238204,3.475225169,9.666301489,4.900636704,8.625938548,4.280577942,6.589221149,6.031093879,4.83454753,5.029782441,4.680281393,4.88646558,4.871488302,5.022785676,3.137522317,4.099307675,6.728217818,5.865987221,7.223188039,5.96084431,4.636861443,4.749702205,5.131886469,5.37144512,3.172991745,7.092053657,5.866300846,3.42087823,7.309750693,7.03717374,4.077763509,6.549847756,3.654378395,3.495723182,3.431717311,3.131060792,7.902808792,6.225694784,3.32438604,4.67951414,4.606840396,7.906892338,6.480818176,5.47038643,6.296923626,5.421597459,4.006500038,6.134672916,5.595951396,4.768269247,3.249986215,3.476643129,4.323781565,4.487688811,7.596368244,8.193254477,4.12431177,5.306481733,2.885648249,8.053036773,3.661082186,5.632634503,4.718718381,6.629650218,3.441588633,4.931864562,6.459462262,7.331079169,9.18589503,6.281317684,2.993987789,4.086962265,4.500160492,6.257936356,4.167778897,3.349573884,5.153172549,4.514651096,3.201139932,3.893812179,6.397553609,3.218741774,6.205457244,3.306311922,4.447411819,5.666450165,4.972282799,5.524585114,3.464161073,6.734548797,3.354799537,5.311813991,3.871992914,4.617159155,5.320895692,3.288528173,3.435750621,3.284275548,5.08299409,5.160623458,4.61330286,6.155991082,10.00435867,3.918407971,4.470907815,4.02670275,3.084505109,4.37899238,3.772268154,5.339063815,5.150421793,3.106049294,5.362717327,3.342965527,7.87996094,4.532945495,6.344215301,11.65148621,6.710909511,3.543854653,5.087258552,5.25054232,3.872636276,5.632240321,4.820696291,4.907017995,6.246217246,5.573062693,6.176544196,4.916132675,6.136475984,5.67886283,9.530226763,11.90754637,5.68456105,4.892360488,6.461301078,8.012298025,7.508665736,5.271305859,4.419663074,10.36964061,4.395450589,3.20400778,4.764117257,3.290844163,5.759747816,3.658589373,4.419658831,6.816003164,3.391734988,5.682207765,5.407151174,5.061349107,8.096230328,4.378172063,6.714861038,6.40784863,3.33316477,6.16349966,6.029988127,6.013806533,6.755051169,5.949984827,5.428289752
1979,3.963571084,6.756497482,7.595693536,5.050696454,5.543871051,5.715059798,5.467083966,4.837420628,5.454626121,8.733301809,3.779604849,4.675760133,3.391971188,5.144666333,7.553405243,6.335350961,7.524559051,4.4366137,5.333104701,6.605137204,5.143439114,2.890322453,3.345890179,5.699135447,4.912320245,3.290550877,5.908555069,5.522976678,5.887581159,4.035913281,3.740493937,4.953761917,6.027085434,6.693071614,5.665762574,6.577437933,3.53533222,8.831897508,4.841481041,8.19543484,4.532957024,7.061634716,4.879105411,5.980153701,4.903199947,6.004795497,3.743533977,5.244977114,5.06547481,3.205777741,4.933683092,5.750160358,6.135908394,8.024034817,6.737684303,4.901068786,5.034861414,5.392553658,5.57740958,3.1394291,7.315330914,6.758444149,3.447515489,6.847367848,7.51434686,4.054891265,6.51569635,3.646038196,3.176838774,3.382356473,3.250781845,6.75153415,6.134236566,3.384220931,5.064406949,4.931657563,7.885458437,6.361333415,5.412651762,5.532690151,4.833243447,3.503276684,6.074136725,5.393882566,4.576758347,3.627354757,3.731218334,4.264286813,4.261925466,7.948052142,8.178203001,4.034999402,5.471752106,3.254487744,6.856587381,4.71610595,5.293966357,3.280944039,6.761061064,4.597795925,4.497788017,5.669805375,6.789949882,8.815986167,6.273986776,2.967000957,4.634710476,4.842618225,5.992166027,4.014407554,3.404943001,6.599478969,4.882551633,3.115211175,4.165644622,5.04975235,3.078766329,6.151671576,3.208823902,4.300454508,5.233649662,4.500926468,5.056570411,3.432795594,7.882434556,3.383685442,6.009192533,3.148538646,4.723686252,4.446502046,3.525273469,3.793987922,3.338071362,4.985936415,6.201410087,6.476683297,7.318509711,9.66200561,3.784405505,5.178263191,4.000658371,3.068752861,5.139595223,3.539191476,5.567449467,5.124791511,3.005781292,5.1458266,3.374064661,8.43437002,4.480857242,6.75091814,11.77983696,5.070663917,3.197149638,4.750740511,5.639417776,3.924397443,5.480770359,6.959801584,7.362816567,7.435439455,5.136454862,5.686807085,5.648940768,7.36548745,3.813964041,9.413800801,11.93227901,6.150829264,4.967426722,5.533725391,7.744163621,6.380693306,6.312757097,4.3593182,11.07061053,4.769381862,3.215398652,4.955403102,3.396697928,6.39687898,3.738094322,4.44154507,7.92947713,3.428150308,5.277044288,5.899903222,5.374965299,4.848804865,4.250360301,6.313950575,5.324185904,2.960352519,6.507333245,4.667054462,6.638684369,5.772682858,6.417771023,5.345429206
90,3.745833091,6.406684719,8.168299653,5.65792037,5.900372565,5.509431802,6.085507794,6.632657909,6.89109977,7.468501245,4.730809154,4.815917294,3.246691751,5.33793843,7.838164921,4.209451729,8.274586172,6.249255839,7.820918085,6.603145017,6.222608612,2.805951254,3.277448317,6.192033744,5.335864902,3.487180328,6.127405593,5.292488605,5.476003507,4.501724956,3.834061193,8.305352762,6.027769353,5.630952848,5.001749378,5.206079829,3.424915396,9.265346922,5.054426292,8.920724202,4.425903658,7.242528392,3.786675542,7.134714586,6.064654789,10.02852343,3.36372345,5.086649883,5.423466421,3.310543861,4.239620525,7.472560331,6.019724586,7.520828583,6.413860959,4.191311984,5.601230004,5.87695678,6.458309981,3.184105336,7.970988454,6.128791082,3.232881405,8.523664364,7.353104682,4.634786904,5.412362712,4.319745981,3.461150421,3.462274222,3.55390474,9.214465724,5.90026743,3.386691381,4.617789271,5.217952522,7.951625066,6.369685066,6.878858155,6.399256147,4.441591039,4.479938237,6.463196062,5.851764384,4.763744754,3.289764928,3.322729724,5.663604683,5.411172693,7.904925353,8.601306186,3.874039535,6.059047007,3.69057288,8.24729839,3.902937104,7.076246714,3.352937578,7.324422575,4.626137129,4.801141834,5.71888265,8.068332358,10.0192495,7.643506789,2.944942657,3.855057889,4.428502792,7.085759977,3.88889873,3.217389627,5.62468325,5.709977868,3.007707929,5.652431,6.542792069,3.362892129,6.741844977,3.267289625,4.375352364,5.427265011,5.206690819,5.632472982,3.190454829,7.177201893,3.344939515,5.936896241,3.033718225,4.63905272,6.105099965,3.340818556,3.585536235,3.706563994,5.681542872,5.974851736,6.69026531,7.22725031,9.080927125,3.872737903,4.755773794,4.032479798,2.837806534,4.185725989,3.461762195,5.810206719,5.695517283,2.883543747,6.189285724,3.454753243,8.747452485,4.739468315,7.727672986,12.0342262,4.514953944,3.175539652,5.124579504,4.33253733,3.905096734,5.707534916,6.619989767,5.143100413,5.944130986,6.202630538,7.806276335,6.042958006,7.818683198,6.473274203,9.649012169,12.35135728,6.186036991,5.693874114,5.595971536,9.057624091,7.477394268,6.196855727,4.747672924,10.80993589,5.095819046,3.042326345,5.114935185,3.30657713,5.021594245,3.63676621,4.495040226,7.006262037,3.376014339,6.27103423,6.297392522,5.66589071,6.245525869,4.305037216,7.179448701,6.470603893,3.466432746,5.647100452,5.600640248,6.046264744,6.200077521,6.605979729,6.3736957
565,4.40236779,6.55652991,8.290007453,5.487552048,7.689990296,6.828644673,5.857043682,5.191012211,4.952655144,7.345743891,4.11003002,4.223625256,3.411552364,5.921662002,7.184680156,7.87827922,8.958457489,4.259273608,6.883615712,7.050905322,5.153762143,3.274997712,3.036015272,5.149407881,4.760266659,4.053699058,6.653410493,5.16347893,6.054521518,5.00776284,3.831766681,9.599388501,5.593227314,4.440847122,5.40632855,6.881610644,3.202434898,9.007538735,4.808873761,8.294850683,4.245115846,7.284437241,5.233607097,5.944376421,4.216722179,5.066285494,2.984112276,4.53150616,5.861582865,3.090713977,3.802230182,6.681955545,7.693014807,9.647212137,6.481123158,5.129894242,4.772683261,5.865633415,4.950840991,3.223188923,7.095548817,6.481856697,3.550310436,5.981815923,7.057317853,4.237957688,6.837188938,4.341104379,3.374151313,3.08991917,3.482223019,7.406064448,6.036712912,3.159538013,4.480848739,4.733434531,7.785566411,6.411947965,5.62424516,6.325301063,5.691030704,3.439737057,5.619865324,4.394294032,4.714353486,3.420136149,3.985584609,3.664348104,5.78669548,6.956483663,8.99450295,4.017825323,4.737079889,3.676798801,8.456571622,3.509963181,5.587177999,5.013241219,6.900604553,3.304128608,4.409368534,6.088681825,7.27588408,9.788449314,7.053136069,3.093822763,3.734923748,4.926571718,5.920489248,4.23930338,3.693381245,5.710297453,4.825110475,3.035783937,3.840313855,5.676640429,3.091853083,7.274973833,3.163964091,3.670305607,6.325391655,6.018197631,5.584990132,3.523707551,7.242816924,3.168469065,3.477994008,3.034761524,4.291168029,5.344676933,3.284326388,3.565658201,3.72128718,5.414320325,5.795510091,6.765930293,7.300072237,10.76102808,3.4293024,4.862574554,3.793983856,2.906729519,5.432392416,3.182679254,5.408573864,5.030049608,3.332847193,5.700576239,3.682958483,9.213454172,6.019480952,5.481633411,11.39058949,4.962655025,3.303832716,4.745382384,5.17071621,3.797385956,5.459659994,5.539850541,6.4856511,6.851750566,4.95833172,7.611439565,4.689092937,6.568248751,6.585288199,9.432852417,11.9423953,6.634807949,4.531872701,7.249517133,8.752573283,7.284761137,5.924950106,4.087995282,10.53885047,6.063716981,3.102527773,4.281743296,3.282131585,5.839152165,3.576560924,4.325881713,8.173529227,3.298730625,4.659244017,5.806396021,5.151484387,8.193744617,3.91411209,6.670917042,5.331239392,4.090567165,6.495353318,5.597587608,8.02121705,6.002996092,4.616835639,5.154532442
