"response","SAMD4A","SMAD1","SKIV2L2","LRRFIP2","EIF2S3","SRPK1","PCNT","NSDHL","LRRC14","LOC23117","YBX2","FNDC4","GRIN2C","RCOR3","BEX4","FGF9","PRSS23","WDR67","DERL1","MRPL17","BAMBI","FLG","PYY","CHMP7","PNPLA2","DIRAS2","TMEM41B","AKAP1","PDGFRB","CENPC1","GABRB2","EPYC","UBE3A","KCNN4","COG4","TERF2","PIAS4","GLRX5","TCF20","KRT10","SPRED2","RNPEP","IQCG","RANBP6","SLC16A3","CAMK2N1","CEL","TMEM132A","RCN3","IL1F6","C9orf127","ACSL3","MMS19","CYR61","CFH","ANKRD12","FKBP10","CREB1","KIAA1305","FGA","CDK5RAP3","COL6A2","GCNT3","TNNT1","HYPK","MAP2K6","SLC1A3","MAOA","FGD2","GIP","PDE1B","FMR1","THAP11","GK2","TK2","CBLB","TTC3","COX4NB","BICD2","TAF11","SLAMF8","SRD5A2L","LCMT2","BSPRY","RNF6","HABP2","TMOD3","ZNF137","GSR","PFKM","C5orf15","DDX28","ETAA1","TRIM36","KRT8","NR3C2","C8orf30A","HOXC10","PRPSAP1","CADM3","CCDC15","TSSC1","UBE1C","ARL6IP1","NOSIP","EN1","EFCAB2","LRP5","THTPA","LEFTY1","SEC14L5","CAV2","C4orf15","NBLA00301","ZNF8","TMF1","INSRR","C6orf211","SPINK1","CNGB3","ADK","SLC16A1","AP3S2","TNFRSF9","C11orf2","HCN3","SLC44A4","REN","COL6A1","TMEM8","SILV","GCKR","CYSLTR2","FAM130A1","ZNF266","ADAMTS1","ABL1","HLA.DRA","ATP4B","MLL","FMO4","TRPC5","WNT7A","FABP2","FOXJ2","BOP1","IL12RB2","CDC42EP4","ZIM2","DYNC1I2","HMG20A","HCFC1R1","RPL36A","PDE9A","PRG3","DOM3Z","NFKBIE","CYP3A4","HS1BP3","MST1","TRAF3IP2","MRPL23","BRPF1","SLC26A2","CD320","DPYD","STIL","MXRA7","RPL30","NOLA1","MECP2","MYO10","SNRPB2","MTX1","ZNF195","DGCR14","HNRNPA1","NMT2","ORM1","ANKRD28","RND2","ALDOC","SLC5A4","FBXW7","ARL2","CAV3","REST","RNF24","RHOT2","CXCR7","SPTB","NCSTN","SLC10A3","SCEL","MPHOSPH6","MFSD5","OSBPL10","HSPC171","COQ4","C16orf68"
595,3.649066019,5.81776351,6.583748251,5.225652131,4.543552975,6.393858219,7.347639885,5.260378758,5.867469639,7.822956063,5.060602597,4.575210763,3.275084981,6.484946277,5.714869631,4.020519843,4.720467015,4.474430567,5.56787231,7.299987166,3.066917262,2.994239047,3.166606279,5.602137695,4.983414907,3.552120144,6.403950669,5.594997448,5.505806346,4.543689133,4.187504462,4.169666928,5.551823474,5.799041649,5.705286031,6.081977632,3.471228917,8.516856722,4.666322188,7.832271758,4.092785847,6.177074424,5.740627853,5.427755546,4.471960187,4.321309237,3.299430655,4.950767321,4.544684916,3.279791922,4.785138529,5.997117703,6.521709456,6.464148731,5.878414317,5.546695616,4.448578001,4.663107661,5.639412476,3.298203981,7.559746186,5.189556298,3.859788882,7.253405194,7.682298545,3.854853549,7.197363394,4.131019959,4.14793434,3.089318089,3.3744456,8.652520281,5.240954625,3.393866597,4.780561593,5.092485048,7.701098182,6.482541859,4.587792049,6.440698875,5.431176081,3.854518593,6.164000932,4.347642453,4.412750468,3.636861664,3.499873252,4.724366046,4.979651007,7.037049034,8.175819668,4.26858012,5.486977007,3.771287956,8.107346079,5.058126525,5.41842476,4.099192722,6.248882479,3.791731756,4.389134233,5.698122283,7.518806569,9.337766294,8.154315644,3.174906639,4.208027567,4.430119308,6.113300233,3.921119249,3.554604425,4.789882142,5.560455173,3.277062171,3.968899743,5.442254578,3.598221897,6.334810656,3.578815375,3.828781496,5.368376704,4.288217094,5.909521044,3.584060112,8.281755604,3.313847639,5.686619888,3.292560078,4.197726933,5.257535745,3.844752592,3.631167617,3.517795159,5.343368322,6.193399025,7.803160611,5.996951226,10.44525474,3.407790554,4.395324932,4.995779052,3.127199009,3.928129416,3.273493847,5.566789308,5.075414841,2.94938432,5.929552438,3.506310003,8.679433709,5.409349757,6.027635902,11.68012673,4.854192121,3.347160273,6.14491834,5.277750094,3.818336324,6.147944585,5.403974846,6.997409078,7.261449776,5.247741833,5.48359181,5.257303958,6.185325534,5.556835084,7.910443369,12.20354845,6.353796994,4.968705987,6.401608963,7.751586452,7.970232305,5.506913215,4.876104059,11.15460583,3.959713868,4.377666624,4.980972461,3.537616786,5.486592374,3.748458731,4.320817347,8.054740596,3.21771828,4.632259295,5.082028813,5.38935287,4.602040028,4.184897583,6.951855626,5.580843029,3.581785122,6.297386084,6.519387782,5.871722632,6.226534201,5.844578488,5.785886542
265,4.231490009,6.341364625,7.149477658,5.945697531,5.971408483,5.576949286,9.347723139,5.635223798,7.826213393,9.099281988,4.222024676,4.350590155,3.037679826,6.512624498,5.452994132,4.034756823,7.900476494,5.363123471,7.322512167,7.331166665,3.304815443,2.961433002,3.131897299,5.707779966,4.754181768,3.428878953,7.250225832,5.304987518,5.035137041,5.220950978,3.915066874,3.345510963,6.104428072,4.750806741,5.716837459,6.54278168,3.293980665,10.17480944,4.927864659,6.871911158,4.115137181,8.101808845,3.585070731,5.02716341,4.471028298,4.365893349,3.476421012,4.255960126,4.03334301,3.221486673,5.358771911,5.88365104,7.171350301,7.407473946,3.48806273,5.514464613,4.070801962,5.835562501,8.064624038,3.288979957,8.238832414,4.397828411,3.728284882,4.099417803,7.679676599,4.129307704,8.072492305,3.58059223,3.178636892,3.357411996,3.446460525,8.852908444,5.345769604,3.511307002,4.461479322,4.624607176,7.073217977,6.822465122,5.313701386,5.40179747,4.095505357,4.121318501,5.976356272,6.044866004,4.437014303,3.600567433,4.215748049,5.579681694,5.11739326,8.12297851,8.928512683,4.020217497,6.132006066,3.67368066,8.49504706,5.312288599,7.208128212,3.668601644,6.460618748,3.4926895,5.149792697,6.186175008,7.308189718,10.06357167,6.165364465,3.112060669,4.780399393,6.773214177,6.383339371,3.667685465,4.006502606,6.709448822,6.501980374,3.362668106,3.965511904,4.407363468,3.398322792,6.515271769,3.344763066,3.74714492,6.887909178,5.214605642,6.480607671,3.522823229,7.821877309,3.174701262,3.999805991,3.162967337,3.952048813,5.310385346,3.648846658,3.899558652,3.445885154,5.410633791,7.682384925,4.441609654,7.063893042,9.394758885,3.426061241,5.66202974,4.296842709,2.959320493,3.579848084,3.384563497,6.595166293,5.896390798,5.237948355,4.885934084,3.26157646,8.518939922,5.303741736,6.958742619,11.89133511,4.004252533,3.467372459,4.998392873,4.063041501,3.683222631,5.612874458,6.852133802,6.051985376,7.909487717,6.405490265,7.193932868,6.045082386,3.864399181,5.708316256,7.132834183,12.11614182,6.521892729,5.188063287,6.903035423,7.371246754,7.34843857,4.688178689,5.122093515,11.32155849,4.590088099,3.540218989,5.333029747,3.500358681,4.426374052,3.643456474,4.345774476,7.899791601,3.656625401,4.538363847,6.378310998,5.98077483,4.098091214,3.683583961,6.318598524,5.874725412,4.972860447,6.803641316,6.413081936,7.175236432,5.331797024,5.797595631,5.526960873
237,3.999242992,6.564874919,7.064118269,5.53771832,6.12676433,7.183541342,5.67011269,5.340685198,6.639331765,8.866015529,4.373203694,3.857319671,3.115430437,7.201123326,7.836724677,6.024610966,5.255328877,5.294455005,5.981478614,8.262186626,3.409573251,3.271272942,3.304903571,5.423162983,4.649640038,3.473854234,7.167024984,6.391676653,4.804861674,6.318005967,4.330911272,3.309725579,6.410106854,3.905856311,7.043413005,8.112017067,3.682230058,9.621493657,4.5961959,8.340543678,4.226289881,7.63157497,4.296878688,7.118293817,4.02243453,5.531800256,3.550862779,4.324996028,3.990233573,3.034250885,5.931120904,5.285236965,7.081350963,6.913875874,5.106905536,5.058533334,4.528451011,5.620274313,5.260657426,3.355607307,7.946750943,4.910372547,3.908403433,7.950373101,9.117337611,4.562024832,8.854712139,4.287088251,3.462526736,3.189889543,3.428534867,8.729928644,7.054463059,3.391703134,5.30447499,4.76452854,7.185531522,8.530060148,5.739917166,6.991783306,3.931614194,4.264924747,7.608762079,4.90218335,4.386429054,3.580695384,4.320890047,4.244658967,4.49955603,8.884160456,8.032165988,4.820482935,6.268291412,3.925842435,7.002618809,6.376061914,5.105035044,3.518156552,7.523892484,3.566870814,5.100528887,5.767613671,7.65684631,10.41963029,6.477400815,3.435338474,6.795763531,5.484627107,6.612834309,4.075156598,3.590555299,4.524954493,8.084176945,3.184011024,4.175742779,5.230040818,2.815845682,6.728875557,3.256490178,4.348918838,6.281501782,6.111233594,5.922066232,3.390457108,7.925048113,3.198970878,4.796792487,2.884986173,4.054053941,3.901102861,3.325281983,3.62680488,3.382158414,5.639631068,7.390454221,5.499765492,6.963629112,9.085994779,3.302030009,5.45881848,4.654736098,2.918666828,4.263131057,3.316484286,6.368733176,5.288603363,2.938791076,4.872253657,4.120332971,8.731573643,6.65323805,5.17445669,12.21293537,3.747801873,3.024736751,6.293969162,4.72915602,3.662375553,6.017866261,6.569772185,5.561635928,8.332636073,6.298513334,5.125680055,5.663992234,5.147553842,6.21091862,9.69208601,12.45114532,6.721379394,5.122398475,5.19508815,8.821548037,8.041165491,6.043251786,4.330341944,11.64406024,5.360273105,2.957944609,5.274379433,3.764159484,3.964758606,3.500897179,4.591268602,7.325638969,3.468339778,4.852120941,5.056192989,5.066033334,5.388176301,3.924113782,6.711391073,4.753124814,3.21865369,8.712342797,5.573146504,6.673032751,7.037202903,5.263993378,6.330095024
247,3.565344892,6.897124221,7.798048719,5.201921836,6.565211111,7.466824782,5.857752299,5.432546488,5.179155415,6.115786965,4.823423415,4.722189137,3.03999333,5.677491046,8.093479141,4.923261828,5.693548956,4.954287736,6.931564872,8.435026457,5.784074758,2.910339515,3.80737841,7.502296334,4.739952693,4.183500302,6.369354925,5.867288073,4.425195538,4.042757668,4.332461118,3.294754228,6.150662106,4.639017712,5.739064147,7.96207257,3.603734542,9.969717272,4.811102025,9.012192979,4.946978804,8.102597451,6.935067637,5.933212755,4.39577978,7.417035456,9.252165597,5.500933274,4.024179763,3.119889571,4.497991525,6.911928722,6.76842373,6.529241801,4.108272233,4.246622607,5.984688597,6.192863028,7.031369554,3.282210503,7.353569132,4.260104776,5.040842197,8.784011337,7.876094501,5.805762762,5.59591305,4.867081215,3.290144735,3.036064588,3.530949569,7.215733683,6.47649592,3.333504798,4.94485564,4.942187483,7.703450663,8.10677266,6.058093817,7.425366902,3.546515938,3.748699692,6.716333533,4.569989886,4.653871626,3.621868546,3.744353662,4.304241153,5.67136203,9.360764986,8.041682042,4.318657959,6.615694737,3.192381318,9.11369019,4.253731372,5.124340013,3.459211589,7.388848969,3.790123046,4.810634194,8.051754763,7.227173323,9.091110571,7.697236759,3.148368585,4.686839243,5.998497637,6.645321453,4.616008746,3.953633962,3.656286063,6.690921082,3.094319998,5.117990525,5.404421517,3.064449876,5.597320378,3.379411685,4.014067648,5.148299065,6.134524713,6.244007941,3.236736414,8.097579524,3.170794895,6.154372976,4.19183621,3.998089815,6.453639765,3.419108556,4.073458098,3.372353639,6.657912631,8.628301574,6.546524298,8.68483464,5.844775,3.649980723,4.96450974,5.027513744,3.200302819,5.065956445,3.433815525,6.014726271,5.468083431,2.888658535,6.215532555,3.592459889,9.693404324,6.036751474,6.411536848,11.48976737,6.567789585,3.250916262,6.240972962,4.437698108,3.552872161,7.11622766,4.955700629,6.482234223,8.288252303,5.465002468,7.959173923,7.093024668,3.402269933,4.843919135,10.05428121,12.28561895,7.260940058,4.726198199,7.242536242,9.112411984,8.418585349,5.560781787,4.760174359,11.22566581,4.142945285,3.216954512,4.776302299,4.210679666,5.21097434,3.422943381,4.568413217,8.316239541,3.265095492,5.832127248,5.997329735,4.795557057,5.679316114,3.966402299,7.148674557,5.293855252,3.292347333,8.450242306,7.205456946,7.311488214,6.024260603,6.516321383,6.665073138
252,3.644541976,5.818395621,7.174335227,6.529215226,7.937509781,6.58007957,5.935267582,6.306533326,5.368467695,6.460612125,4.327236707,4.62384466,3.12957184,5.691900881,7.306531379,4.410141281,7.305339819,5.090911803,7.949580687,7.478520921,3.514197067,3.088781285,3.28939853,5.339243137,4.836012782,3.592387801,6.475601342,6.164305142,4.640107661,4.482708268,3.636371716,3.488043356,5.587520595,5.901354345,5.548620743,6.754118242,3.819278064,10.38850019,4.767367362,8.031131582,4.053559201,7.732479338,4.697440718,5.820733097,4.918398417,4.473001508,2.889585564,4.161974966,4.285610347,2.97652051,4.284076691,6.283482639,5.930042202,4.808650892,4.768666023,5.054269777,3.913855153,6.029012334,6.678047096,3.326528237,7.702583093,4.584626752,4.041908091,7.985200312,8.610403098,5.040808927,7.259343441,4.247820482,3.484231397,3.131625268,3.617828833,7.859707853,5.825088536,3.251736368,4.566330955,4.924445017,6.559477921,7.316707587,5.810767343,6.515216537,6.065269355,3.991467957,6.066195641,5.579290499,4.919974051,3.750950842,4.135384737,4.293172722,6.939313231,7.616445642,7.771103446,4.222899092,5.219851082,3.306024408,8.545039166,4.056711134,5.78120701,3.54151012,7.90124302,3.524061965,4.326664419,7.148966194,7.735848926,9.80631951,8.0064622,3.091112185,4.401772867,5.206572636,6.755287058,4.28423431,3.632673882,4.263598599,5.788135827,3.172589265,4.788493623,5.362551868,3.186933486,6.533005045,3.70313072,4.122393893,5.5643599,4.745243574,5.431572331,3.687688675,8.122096202,3.288024413,5.605594923,3.521147753,4.125515475,4.818040093,3.544160161,3.787633488,3.683251442,5.610419319,7.260912357,5.374302975,6.526195462,11.16675092,3.467926891,4.121609714,4.306821156,3.364137862,3.817695601,3.459090865,6.717887761,5.840865304,3.031464968,5.849192894,3.437631825,9.230818357,4.92302248,5.636625948,12.21309116,3.715165819,3.327921538,4.968814335,5.716409526,3.600288956,6.444573492,4.854552263,6.207059911,7.397093444,5.614702207,6.473698443,6.768040723,5.797523599,5.338017211,9.71146302,12.40374528,6.59997718,4.664975627,6.253693579,8.906941226,7.172254593,5.272621812,4.355266265,11.11622322,4.085909872,3.195115942,5.318555773,3.438493652,5.057576664,3.271319682,4.085392709,8.237800327,3.253167981,4.761536218,4.579550732,4.813982823,7.581488284,3.807472946,6.360875208,5.040868946,4.055994976,7.822402588,7.527410904,4.973612242,7.09464538,5.484048809,5.616558603
249,3.895709231,6.796728038,7.565657271,4.862180363,7.100483491,6.684088323,6.429430878,5.318685539,5.412519067,6.746569777,4.741472644,4.672140753,3.190611412,6.60729272,8.165163246,7.061903793,7.401317171,4.997154667,7.025027503,7.61597957,8.229839475,2.920006773,3.19482312,5.116869975,4.588030731,4.003689809,6.567469312,5.633383741,5.096861343,4.905897891,3.878310657,3.480852806,6.253938927,3.808721782,5.30285183,7.167756085,3.800219978,10.29369517,4.303447716,8.327188865,4.841562044,7.858439606,4.605071965,5.758094075,3.783009503,4.643129332,3.861119003,5.216812601,4.642188453,3.145599783,5.373587516,6.89900014,7.512662832,7.935235564,4.196338125,4.802641589,5.473806434,6.11840409,5.869995142,3.323275809,7.213297824,4.560286765,3.916261174,8.823090219,7.705709262,4.996735001,5.870110504,6.455812821,3.350740808,3.082993279,3.398020285,6.451170229,6.085975983,3.508829521,4.720178176,4.736974124,7.740498775,8.242615903,5.625542755,6.704335338,3.76728754,3.562828524,6.4500954,4.927233889,4.315028049,3.60434894,3.632454677,3.786895052,4.287920034,10.03707066,7.629652775,4.174844633,6.180394678,4.054931,9.419487945,4.399243498,5.667518076,3.365643497,8.057053705,3.660240227,5.059059718,7.675041098,7.079688387,10.10047515,8.113241087,3.189813552,4.558899331,5.698107761,6.575275981,4.18817424,3.896635899,4.220379361,6.198772494,3.192773199,4.853168756,5.09638863,3.267087555,5.69893819,3.706775912,3.778818287,6.461657295,6.778838335,6.561615652,3.292737553,8.98665383,3.237595397,5.932974692,3.229221633,4.162780993,6.537076297,3.703438939,4.086303253,3.538795538,6.441285817,5.272457936,7.206967088,8.667418673,8.989628371,4.156766364,4.663417491,4.040334542,3.436053838,5.667714805,3.268469042,5.621408807,5.797842671,3.292248181,6.216796027,3.491757578,9.369203008,5.080394671,6.391016451,11.82956926,6.746676379,3.371107536,8.533751171,4.981081634,3.675394253,6.486718919,5.492196715,6.711186975,7.998324604,5.315581065,6.16087977,6.254629168,3.396064591,6.345026716,10.17205708,12.58851175,7.002991287,4.673092399,7.001506126,9.11802634,8.444541898,5.647445031,4.282777936,11.66361521,5.50914882,3.806163819,4.187830784,3.808381441,5.061788786,3.486498102,4.464202338,8.75465165,3.261562114,5.675194692,5.84139197,5.131116229,7.847739636,4.130194414,6.401772997,4.986274679,4.611918584,7.712114058,6.420841231,6.807611203,6.593027458,6.219513903,7.012263579
1333,3.661791904,7.408105277,6.119109571,5.378571763,4.606021085,5.212464621,5.29379675,5.288295257,5.444879914,7.965370983,4.983531289,4.950517364,3.206040468,5.641743192,6.61654088,6.915298791,6.621426247,4.310781255,6.350873375,7.301427535,3.511227605,2.925152182,3.359774489,5.803067369,4.969624975,3.755130958,6.254914281,6.402128471,5.62524464,4.233304721,4.138509459,3.78861559,5.719853568,5.452429155,7.228960159,6.782602856,3.762549217,9.677548897,4.7366027,7.083127713,3.919031515,6.629839286,5.145343852,6.261186473,4.364690137,4.493465805,3.085992835,5.496806855,5.709699751,2.857632433,5.377778606,5.417090972,6.101497739,5.842624554,4.371378913,4.714785069,4.286873569,4.915520277,5.007010152,3.393016191,6.379933166,5.760232339,4.662106147,6.234445871,8.204362185,4.321630053,8.583489463,4.268787834,3.657500764,3.127489194,3.776495182,7.000552474,6.1369603,3.438497079,4.607210531,5.067221634,7.844699061,6.995321804,5.376026133,5.33640277,4.999286526,3.519304508,6.04843399,4.819670998,4.436940112,3.43170711,3.299011349,5.109199548,5.39232214,6.388417158,7.02877549,4.351181616,5.200199531,3.394039759,7.901331509,5.538814006,6.964403889,3.538255845,5.842905233,3.748915028,4.903780735,5.324827833,5.695723291,8.926912792,8.189150267,3.051350519,4.269598132,6.46943514,5.500794357,3.802227717,3.781630758,4.861805938,6.083664353,3.512045015,3.975854264,4.48630684,3.157807648,5.031977602,4.772180748,3.985332187,5.193522052,5.010022138,6.466415943,3.193178964,8.5494572,3.340308822,5.280801773,3.454987503,4.194955491,5.61756499,3.381911495,4.113273363,3.542415067,4.715117943,7.025016009,6.834755345,6.239703988,8.741378003,3.438916571,5.446991257,3.688317656,2.911086734,4.055099693,3.447672495,6.288986291,5.951429509,3.100163434,5.581941388,3.462753248,7.933087649,5.307031083,6.110040856,11.91693447,3.607124611,3.343749321,5.661644487,4.773727496,3.713850159,5.748248958,5.289449612,6.065089517,8.039210412,6.248538701,8.298133905,7.008407762,4.211205075,5.437398412,9.807529842,12.22037109,6.542758776,4.886345285,7.107575159,7.505123543,8.174695014,5.497748432,4.942313325,10.74345457,4.348088397,4.483050749,5.631676207,3.418660362,5.483900632,3.720472651,4.29916413,6.534012978,3.888477852,5.282375255,6.100539955,5.380006383,5.081543251,4.595889496,6.483819836,6.364683459,3.234488996,6.417344693,6.113501981,6.691693901,7.977606774,6.950612226,5.398802394
1073,3.683481161,6.773323758,5.92388083,4.889943569,5.3931723,5.610263629,6.289489716,4.85086107,5.57296061,8.024695162,4.260520037,4.272882752,3.044041856,5.384693255,7.901783819,3.87650149,5.516148465,4.648369432,6.562530788,6.168659266,3.356965836,3.08416283,3.322791327,5.44158534,4.683984596,3.500762391,5.438142078,4.738757881,4.509752779,3.78696064,4.256905329,3.642923935,5.585482024,4.805836057,5.597066741,6.134508262,3.168853878,9.58087281,4.450171813,7.77680378,4.127200584,6.38556135,3.575796926,4.358369102,4.46188382,3.663248304,3.873112413,4.206525539,3.984706847,3.129756236,4.143372626,4.274205232,6.621240434,5.361324846,3.99969444,4.122280133,4.856841427,5.197404492,6.722211551,3.470305121,7.370961655,4.19250368,3.889885934,8.14128877,7.502872342,4.233519624,7.161398408,4.456983136,3.740421056,3.189705288,3.624106353,6.936874411,4.58250886,3.607786886,4.831989196,5.269853914,6.932561974,6.068312183,4.486029108,5.346087326,4.465482956,4.010731775,6.384001646,4.33008189,4.39956348,3.559142958,3.995280308,3.990412687,4.449075579,6.974582375,8.202677762,3.897744844,5.140514797,3.387462563,9.244859704,3.386124831,4.150061169,3.277158682,5.822289961,3.710424321,4.679159844,5.224505326,5.633886563,10.02469804,6.931499408,3.316372277,3.989840381,5.406044979,5.473196154,3.783472989,3.773865604,4.290865531,4.103701768,3.073350874,3.940739604,4.591672198,3.272952499,5.851312416,3.445793361,3.972767387,4.938132215,4.226495835,5.436183623,3.651162961,8.673430611,3.367202897,4.862464264,3.150452163,4.132485609,4.867038124,3.274958624,3.934473575,3.535918558,4.865716849,7.609738078,5.680406421,6.69736372,10.46470141,3.647271654,4.542811548,4.498343546,3.206920302,4.648674217,3.939224709,5.540127684,4.617935298,3.071009086,5.535195745,3.722304852,7.974518747,5.11377761,5.718909191,11.940588,4.703865036,3.550193341,4.861608799,4.825689112,3.786052615,5.352717123,5.061586102,6.685818794,6.47274004,5.277998194,7.29785343,5.730592549,4.528299693,5.03251965,7.936284327,11.85182842,5.865831044,4.995300927,7.622727384,6.747359669,6.323470024,4.306144317,4.367326627,11.22677245,4.113338391,4.017768415,4.343262584,3.213234776,5.205123249,3.480939068,4.334366044,7.644363848,3.390339282,4.695299244,6.078757861,5.114712036,3.773173925,3.828204098,5.725210216,4.840968713,3.960097145,5.667176418,5.195876493,7.266025578,5.245055479,5.157408156,4.766935159
1073,3.924382038,6.51394573,6.75167777,4.736300866,5.395135185,6.030281191,6.033182847,5.125461242,5.132781008,6.821336364,4.724653735,4.587548177,3.326010136,5.537396633,6.551041212,3.615473273,6.67665022,4.330240445,7.039882754,8.243470086,4.065203275,2.903867231,3.682451368,5.334084203,4.842493066,3.389031665,6.501152865,4.965719651,5.194565104,4.2991331,3.84643509,4.216529182,5.218097426,4.349359798,5.180717149,5.627662677,3.372823887,10.17319828,4.593953312,8.253999067,4.18442259,7.29242429,4.11772727,5.129562408,4.713477557,5.867037746,3.352592268,5.052785602,4.445975805,3.012392662,4.683983633,5.680477462,6.74005927,6.372395356,4.256200769,4.45448694,4.761130069,5.203101816,5.447188561,3.323074557,5.689901065,5.399765031,5.588968486,8.797254436,6.661573382,4.237920063,5.100914774,5.66650521,3.459955852,3.384260066,3.750842819,7.547175903,5.103959593,3.434205959,4.769398005,4.442313688,7.100308953,6.642649661,4.547132707,5.804983643,5.046400813,4.025939611,5.904799331,4.068633644,4.553903217,3.366189992,3.46912979,3.497715546,4.456722006,7.978829054,8.211046402,3.980299986,4.919795611,3.728563903,8.611624168,3.964116261,5.21691737,3.464714622,6.47458529,5.601967624,4.626635019,5.49941917,6.29284369,10.03275706,6.475655144,3.110745659,4.353831985,5.267255615,5.891771654,3.705940706,4.084062402,4.508371842,4.826629461,3.326273119,3.958374647,4.406406668,3.577721777,5.874258815,8.117086765,3.81190136,5.339377037,5.9257137,5.722220621,3.426661076,8.76236754,3.498981496,5.142078381,3.217168461,4.266074062,4.716473582,3.602317941,4.06735968,3.724374998,5.396780228,5.233968491,7.412508601,7.458812348,10.25016394,3.444888759,4.497001483,3.993795819,3.073908155,4.7855276,3.964271586,5.688410614,4.674136438,2.841033808,5.337229616,3.391508058,8.981412328,5.341379964,5.707615164,12.39332708,4.992640266,3.305469248,4.503581565,5.14758862,3.92081523,5.708750911,5.194483046,6.37603806,8.699693914,5.254805028,6.25976912,5.653600299,4.921443363,4.996655277,9.711075302,12.5816894,6.358157927,4.836107002,5.772360287,8.187237431,6.963228953,5.676376902,4.36327496,11.24186375,4.383126018,3.661295671,4.45154606,3.482391435,5.266905182,3.213891679,3.964060192,7.174339342,3.445069042,4.574064291,5.757584318,4.829592001,6.783089659,3.930580706,6.043131944,5.953554129,3.374795668,6.958076962,5.99599956,6.717092966,6.076886202,5.5228346,4.938656582
414,4.105700102,8.244381112,7.961204585,5.447299815,5.226557572,6.37330819,5.808110269,5.087375755,5.415134666,5.667892996,4.297206242,4.5571264,3.521564618,4.771992928,7.486545484,3.895387604,8.236465787,5.457849637,6.809492801,8.011069225,4.276489078,3.006894964,3.395101574,5.370798602,5.147693571,4.526778123,6.158310439,5.476903397,5.856443481,4.61094023,4.31349741,3.963722146,5.96589162,3.94031288,5.745486304,6.186084157,4.028626283,8.549164095,4.965195252,8.982204169,4.099383449,6.337708321,5.605855879,7.216974635,5.089051814,4.514337348,3.77238415,4.65503954,5.392804526,3.377768414,4.593765066,6.759323992,6.27993542,8.048848029,4.806509404,5.091744313,4.077136636,5.165242694,5.997696777,3.338153265,6.683068175,6.876048867,4.166237571,7.294773856,6.799905877,4.323153604,6.593085149,5.335744304,3.402161527,3.502829741,3.753142875,7.424002218,5.531990578,3.588165731,4.587955446,5.298839118,7.476596657,6.759707491,5.673293654,6.599893665,4.376879458,3.924686757,6.054865106,4.982291138,4.665565905,3.692578683,3.631427652,3.92112479,4.284987708,7.195214037,8.769158964,4.212587072,5.36003608,4.183215412,8.354850373,5.680506114,5.631107876,3.688752723,6.868597173,3.656013117,4.850936399,6.06473701,7.174845699,9.26897939,7.243464856,3.23964252,4.68647488,5.468063041,5.211067797,4.049798374,3.576033217,5.425126757,5.829665934,3.176610695,4.087832172,5.706319265,3.486391057,6.204670539,3.705853721,4.179856104,5.41595061,5.63837139,5.238908781,3.477459243,7.674526343,3.40494417,5.684971897,3.498099052,4.649752732,4.760379867,4.033056787,3.770131936,3.694877834,4.666712585,5.622446002,7.635678603,7.158541584,10.04688952,3.768118181,5.246703347,4.148746075,3.29417704,4.133372408,3.178178529,5.257670109,5.224528731,3.265325172,5.692637848,3.320641504,9.362967687,5.19948574,5.881027397,11.87048334,5.140506528,3.385312511,5.042969525,5.002170851,4.00283012,5.924133087,4.905716876,6.57427326,7.343449111,5.673625133,6.020510179,5.8570565,5.124250233,5.661809515,9.297697852,12.55314365,6.582832012,4.428032325,7.380943867,8.373613799,7.794473874,5.865046598,4.521445406,11.15384763,5.022501752,3.374238756,5.015393613,3.646337869,6.058243145,3.882626352,4.569619926,7.169809577,3.650573332,5.717023078,5.684578278,5.111742852,6.970112299,4.117314779,6.685107751,5.478790846,4.344317447,5.977164609,5.223466765,7.98483616,6.219203388,6.408336998,4.890474147
