"response","MMP16","SLC25A20","AGTR1","ODC1","RNF144A","ORM1","RPL8","ANP32A","TCOF1","IFNA2","SLC39A9","COL4A5","P2RX1","POU2F1","ZNF343","FTSJ3","CRB1","NSMAF","FOSB","PITPNA","GPR56","POU6F1","CDC25A","ANKRD46","PTPN12","HABP2","SERPINB7","MIF","PTDSS2","FBXW2","MYBPH","GALNT1","TWSG1","SLC25A31","ABCA3","CCT6A","TSPYL4","TROAP","PLA2G4A","OTUD4","TARDBP","BIN3","TAPBPL","AK1","NUBP1","TNFRSF11B","GRIN2D","HSD11B2","RNF44","GADD45G","ISG20","ITGA9","TAF1C","SPINK1","HBB","GH1","XYLT2","CXorf9","MRE11A","COL4A2","ITPR3","ANAPC2","SCAMP1","FAM83E","KCNJ10","ACCN3","PYY","TFG","ZNF587","FGF5","JARID1A","RUNDC3B","UFM1","PUS7L","FLJ10815","SLC16A5","ALX3","TBL1X","IFNAR2","PITPNM1","SEC61A1","PSAT1","VWA1","HDGF","RACGAP1","NCAPD3","TRIM36","CHSY1","HLA.G","EXOSC8","HNF4G","CPT1B","ZKSCAN3","RERE","SNRPE","DSC2","ENC1","CA9","SLC25A13","HOXC10","COPG","C18orf1","CRELD1","LIF","BRWD1","YPEL1","BMP4","AMIGO2","CROP","MAP7D3","APOBEC3B","CD6","CDKN2A","JARID2","SLFN12","BET1L","R3HDM1","EDA","CHCHD2","ZDHHC3","MC3R","CEL","E2F6","PCDH1","GPBP1L1","ANXA6","PRPF39","CADM3","NUDT9","S100A11","WDR79","HSPC152","RPL23AP13","CFHR2","RNF7","HIST1H2BN","CLSTN1","CCDC90A","RDBP","KNTC1","KIAA0753","KIAA0020","OR1G1","TLR5","CLCN6","NUDT2","MPI","SRR","KIF5C","TRIM58","ASTE1","TRIM38","HD","CLEC4E","APEX1","HCRTR2","NDUFA5","GCAT","ATP10A","ZNF518","STON1","B3GAT3","KLRB1","KBTBD4","VEGFC","NPY","FBXO3","XPA","SC4MOL","AQP5","PRPF4B","SRP72","ATF4","BAG5","FLNB","GPR27","CLN5","PUS7","ITIH2","PITPNC1","ACTL6A","POLS","KIF1C","FNDC4","PLSCR2","FLG","HERC2","TWF1","GLDC","PPAT","GSTT1","LOC130074","PUM1","E2F5","PLXNA3","C17orf62","MBIP","LY75","TINAGL1","CRISP1"
681,3.087637808,4.633367332,3.243360979,10.25134761,6.63795479,2.975026294,12.15485364,6.177310796,5.086527438,3.059966572,3.909862145,5.997543976,3.485588089,5.909784613,3.208890863,7.39299851,3.240657278,7.55291624,4.461858222,6.912227035,6.095463666,3.616317078,4.18364583,6.201931106,5.369140026,3.316895784,3.496197328,10.75342805,5.447898956,5.798791948,3.285022149,7.809563061,5.144955826,2.789986187,5.774245962,8.382053633,8.723140227,5.723461492,4.033108221,5.448107733,6.787837413,4.588067457,4.059864115,5.989185717,5.648466097,3.475362241,2.814731775,4.495410536,7.887378306,4.448632442,4.972674408,2.968277171,4.107823834,3.268182739,4.808287749,3.882231632,5.699500122,3.029940793,5.282343721,7.730330092,6.023574172,4.370561304,6.556102091,3.424461955,3.040660124,3.199718618,3.207531086,6.892245409,8.124615945,3.294450518,6.597462467,2.930101504,7.118954376,4.468138508,4.635960957,4.74597728,3.470364831,4.393613164,5.825882004,4.777228422,8.581750994,9.063133361,4.063209413,9.557521196,8.213257473,6.071012033,3.280231438,7.422861535,6.646519489,7.398003578,3.10015124,4.547987789,4.617603325,4.15321245,9.265172056,5.835271329,7.514704665,4.631838261,7.481059825,4.454165228,8.151365929,4.538404346,4.690702134,4.158027775,4.437008332,5.413943834,4.307079459,7.349612081,9.785974518,4.679292917,3.0933821,3.587280683,6.544612405,6.244811228,3.783646233,4.315607874,5.590948476,3.791088944,10.52352427,5.370098035,3.371034797,2.858408303,6.222071417,3.805393872,7.425469992,6.462546705,5.561691858,3.487428888,6.931987611,8.940659054,5.56866649,9.930930847,4.523462173,4.099874119,7.310301158,3.811477886,7.011826281,8.670859896,8.651486863,5.571767801,5.609846495,6.296823109,3.561085014,3.959715194,4.191958467,4.62613022,5.072185935,4.346394834,5.166826754,4.754182685,6.389179802,6.66600019,4.826187882,3.449244508,9.636208954,3.198807258,8.817876101,4.724261739,4.24854536,4.797995503,6.864972096,4.512374334,3.419223926,5.65570846,5.444910616,4.534581924,5.727184259,5.795395345,7.493187248,4.659402351,6.300600294,7.376783433,10.1787858,7.414959116,5.902700615,3.221723991,5.925402226,6.877906611,3.500670864,5.504102006,7.967183242,7.005380578,5.157055137,4.35247077,3.243739983,2.783044684,6.59731458,6.996665878,5.366437082,5.733165763,4.031242326,7.423108984,8.800856069,4.013914017,4.670365152,6.152042632,5.587164033,4.074409361,4.204845581,3.060346967
2154,3.13967937,5.693781827,3.226563011,9.425508281,5.199199495,3.252781054,11.8600147,5.153046651,5.352806413,2.882567305,3.74944709,5.4690294,3.314889659,5.434846695,3.40930754,7.344204463,3.137666617,7.142155682,5.523056029,7.271832584,6.306740514,3.713186161,4.525459157,5.791766924,5.397513657,3.607483725,3.429711167,11.10717636,4.652566014,6.782332495,3.485391914,7.602285655,4.996710266,2.817010079,5.745099826,8.768099701,7.832270695,5.585193054,4.841040049,5.803424437,7.174363574,4.941517635,7.02729201,6.409894187,5.764073307,4.181410407,2.959770371,4.52278229,7.377539276,4.665839869,5.972835561,3.383917296,4.206371717,3.558329385,7.273491002,3.713109579,5.076263679,3.603538853,4.839489939,7.709115584,5.478147855,5.032716875,5.24167976,3.750576559,3.079748111,3.254816559,3.283180645,7.037552316,6.993151416,3.31043042,6.002451592,2.910751595,7.456996041,4.266610706,4.602566352,5.055356089,3.475563618,5.622975879,6.388908338,4.646192271,8.068575917,7.797620862,5.604182864,9.395219665,8.227410883,6.664836563,3.743098889,6.720912946,7.905839789,8.107743075,3.107940974,4.800963176,4.88144532,4.730252237,8.536045119,5.015889026,4.928575391,6.021222642,6.42322147,3.304827555,8.461623451,4.608334921,4.765024414,4.909335355,3.436221629,4.694450881,3.439486103,5.562424929,8.614434983,4.093483493,7.339355695,3.77886179,6.932294874,5.975251658,4.401557145,4.210246387,5.694456939,3.792143485,11.22818896,5.587658388,3.359829572,4.253927677,5.153815013,3.761108454,7.912031092,5.517554179,5.04113273,3.477449979,6.901623,8.86553695,4.895400363,10.10559541,4.163211407,3.924182029,6.639723353,4.245188835,8.072569174,9.202336695,8.543831059,5.407000332,6.006395596,7.35839392,3.392655976,5.284611905,4.866432729,5.046477586,4.683085957,6.122129387,4.711003861,3.810722831,4.921354646,7.53432402,5.159830387,3.351505967,9.629762373,3.169986302,8.90781662,5.887585993,4.083381124,3.897164206,5.327588414,5.378712247,3.873831766,5.265813747,3.901216775,3.668059258,6.59739347,5.934995405,9.057875908,4.199319033,6.54880639,7.12594202,10.20808027,7.303052159,6.505506417,3.667840168,6.201790402,7.108348814,3.695125893,4.590689378,8.144513863,7.240397723,5.089288344,4.154605062,3.429028163,2.723882445,5.791916328,6.978794236,7.13670158,5.966055293,3.820191138,7.538227067,8.280385938,3.830532615,4.558138185,6.567847018,6.05565265,6.995494422,4.251895683,3.012121864
2521,3.111152389,4.834630659,3.103983116,10.43817077,6.921476052,3.083181451,12.29624857,7.127181372,4.443161972,2.89800319,3.656173115,4.550900345,3.540150865,4.725597378,3.386591139,7.984612897,3.178330218,7.615748049,3.803701418,6.941140317,6.048437815,3.531349927,4.150730583,5.426126394,5.457046657,3.669356229,3.617903695,10.47376284,4.39905909,5.752279571,3.633202234,7.54862039,5.508320335,2.722436193,5.722186114,9.044664263,7.908881377,4.904019896,4.97687899,5.458280564,6.86424406,5.042040228,5.275894023,5.344718104,5.372578554,6.895230601,2.896342013,4.176010729,7.92021027,4.684740061,6.52665194,3.047651481,4.417303224,3.188926539,4.426061241,3.869212864,4.784466912,3.00946371,5.842878482,6.562783233,5.586305862,4.124301198,5.273603117,3.692003615,3.149757506,3.371522093,3.293810919,7.224270968,6.228080013,3.319799995,6.209771787,3.282936545,7.508540618,5.781625455,4.394143018,5.159051206,3.517339474,6.531445597,6.304139612,4.914036063,8.289018385,9.165916293,3.865558377,9.657139711,7.575107678,5.287428039,2.813786866,7.477173501,6.13618541,7.727574735,3.314598041,5.332084913,4.413181774,4.355186942,9.322826803,5.28987874,7.87390187,3.641537598,8.195846913,7.061866392,8.322693971,3.854377625,5.064849808,3.61204439,4.882285094,4.40865795,3.277733354,5.054589249,8.098346508,4.56576998,5.828287981,3.798067314,6.289958783,5.748167354,4.011624131,4.504656322,5.723231801,3.61336087,11.53833602,5.114873723,3.548274076,3.055933929,6.390489908,3.782135591,6.60144539,5.409467853,5.082695302,3.595578246,6.802019108,8.919073172,5.665970273,11.01909658,4.402777104,3.526908831,8.125609591,4.247846263,7.209131006,9.39846254,9.202407994,6.475683961,6.937621754,7.634072084,3.322292927,6.201124224,4.035657098,4.877469407,6.654036124,4.35997015,5.598306758,4.550295286,6.416932664,6.739454718,4.373951461,3.569180902,10.60814662,3.063668109,8.636148978,6.274961609,3.843275105,4.175784193,5.73138792,5.271133282,3.425166079,6.527215084,4.876376333,3.55009738,5.921518002,5.211581777,7.913287174,3.563145871,5.81002918,7.247222321,9.562344336,6.357338563,5.898902653,3.538281899,6.548497749,7.498139723,3.491823133,8.252152023,8.514378407,7.119531365,5.270186234,4.231016925,3.362081337,2.865768379,5.742566845,6.888493738,5.440175709,6.056748173,3.748535712,7.11830982,8.805083357,4.347031961,3.727958044,7.288935616,5.446921993,4.661063479,3.974074146,3.025153083
2521,3.158796726,5.93915708,3.171049712,9.755911085,5.844062278,7.107511148,12.53797609,6.192078305,4.637776289,3.248093621,4.10828755,4.103979756,3.249365947,4.594109633,3.659699152,7.602802942,3.181487298,7.586627135,4.656832347,7.118951209,6.302053305,3.672248897,4.184446351,7.131089531,6.041216803,3.682677036,8.629350283,11.61029427,5.691171314,5.643221723,3.212512712,7.752806515,6.502519238,2.742135166,6.119755194,9.10795406,7.424067207,5.084192357,3.671866256,5.554745164,7.091350638,5.963489417,6.94617051,5.998502716,5.928228654,7.562855535,2.786547727,4.077343179,7.516573388,5.04279106,8.175318525,3.429958082,4.590978619,3.319857865,7.043641118,3.871187838,4.911330997,3.471921872,5.525747918,7.110865588,5.73215438,4.88279294,5.507168442,3.598843189,3.081154261,3.078890249,3.065427147,7.280055393,6.755072263,3.340692939,6.217796365,3.404659287,7.998179447,6.483427348,4.321080866,5.757734762,3.310932518,6.052724751,7.128303071,5.268284986,8.343284952,8.933584139,5.982898991,10.36195301,8.29338717,5.860252035,3.065306175,7.829759408,7.351980364,8.198203713,3.236505348,6.360031122,4.59187441,4.475704491,8.572773421,6.152625107,7.042664167,4.1243651,8.184846445,6.955633148,8.520568448,4.053493908,5.590189205,6.060931056,4.711304206,5.620937403,3.686315215,6.283218522,8.117049182,5.107558398,7.807274825,3.677680936,6.98089857,5.514969349,4.102325766,5.171158469,5.635578974,3.721536894,12.20345824,5.88114048,3.191127909,3.139828606,6.962552391,3.726580315,7.526033278,6.263483984,6.383457902,3.386731107,7.106192782,9.387839456,6.370803922,11.06197381,4.44050195,3.570290141,8.333280397,4.059008046,7.121246084,9.472000734,8.794090184,6.583382147,7.294383766,7.606939432,3.466486393,6.181508984,4.23323186,6.304874752,6.776906866,4.653713449,3.952693443,4.331869446,6.517043136,6.353053247,4.570959119,3.786468461,10.90463683,3.228185582,8.703120262,6.352489494,3.999569979,4.59312072,4.141072467,5.526525506,3.803466416,7.236557169,4.731172852,3.45709226,7.204854534,5.98725525,9.123658238,4.210569092,6.019013759,7.79081142,9.882425507,6.814085928,6.205582081,3.508449825,7.513265684,7.016001967,3.671184375,6.476161523,9.362323244,7.362554544,5.332127811,4.332331766,3.464168678,2.86187909,4.980173404,7.430511509,6.367037551,6.446492329,3.805434711,6.575131805,8.315557019,4.669804726,4.08646281,7.604914114,6.383123117,6.323499848,4.541075222,2.984401856
1595,3.205484539,5.750946448,3.092219356,10.23959387,5.87251811,3.201835261,12.51216694,5.655124728,4.380211477,3.271973315,3.492756357,7.938370775,3.260605314,5.057978011,3.377934519,6.215261477,3.085430315,7.528977696,3.689981341,6.287770143,5.195532463,3.702127864,4.596069728,5.510997112,5.845162104,3.248747004,3.416235076,10.5837362,5.159626547,6.383536741,3.354342748,7.626176351,7.418625751,2.955561938,5.928296255,8.920583652,7.042619919,5.073687229,4.467102504,5.528917861,7.154444676,5.536626307,5.794828417,5.904065114,5.084557336,5.269914108,2.782735219,3.702492101,6.472026524,5.12713476,5.536394856,3.050210693,4.121429017,3.333457846,3.882818589,3.798752304,4.559399381,3.432145917,4.760902745,7.910116683,5.896381559,4.472296551,5.678506225,3.414818119,2.80311744,3.194366113,3.356935487,7.362832616,6.889560592,3.218395467,6.666123318,3.440065171,7.734417314,4.473626114,4.369032299,4.217396136,3.294468748,5.841873923,7.030446897,5.513773008,9.20208615,7.456059447,4.635955755,9.721374074,7.932073514,6.426760364,3.886746974,6.519004253,7.63761269,7.779073974,3.198134155,4.296579486,5.069893212,4.944312697,9.262769872,6.427641878,6.037261396,4.15496934,6.7257826,3.26799322,9.140781414,4.847182396,6.229446094,4.27099817,3.824265589,5.020509161,4.774498238,5.396312889,7.842908589,5.389732158,6.368189775,3.510306257,6.737939856,5.031643494,4.414278512,4.311065882,5.713167488,3.994660475,11.19559178,6.547865094,3.429562538,3.413644455,6.15238481,3.779373905,7.536553153,6.281024437,5.011110868,3.465371475,6.967803472,9.20694757,4.769871532,10.65464837,4.39134482,3.525200334,8.773606578,3.796968098,7.984841809,7.396745349,8.533954539,4.604152316,5.441225652,6.321165391,3.520647812,4.983696713,4.473374173,4.495223258,4.455823981,4.017687041,6.466862487,4.499453113,6.848068144,6.720946023,4.505050955,3.393390327,9.803603481,2.932925237,9.220167364,5.444580569,4.044465996,4.412524365,7.677899719,5.031194024,3.262070465,5.871267096,3.95115823,3.202922826,6.213376,5.759188549,7.579518047,3.791610151,5.53329432,7.47805093,8.425280326,7.823461901,7.196662004,3.827813773,6.610242111,7.563780007,3.6538631,7.290585608,8.257997913,6.492236574,5.20355696,4.397157045,3.332695752,3.150614233,6.40384668,7.026551471,7.84445168,5.23295882,3.719926766,7.377862256,8.014963561,3.976043565,4.486265588,6.507256775,5.037940677,6.677081827,4.555647466,2.900633848
2237,3.234970734,4.234256108,3.246628985,9.97392898,5.75080807,3.23267109,11.5944712,5.419246691,4.451096384,2.942126527,3.7468872,3.681050599,3.343880092,6.110235412,3.401174313,5.960483326,3.335643184,6.554912933,4.902316962,6.285132666,5.838191183,3.771209157,5.509473484,6.334092389,5.293552475,3.409653783,3.318838457,9.977887096,5.003029044,6.865878606,3.194630627,9.168787327,5.351316165,2.831680391,5.27876903,8.660768481,7.425808921,7.194705012,5.773567644,5.421442085,7.622647074,5.56135263,4.789878163,5.004131808,5.959160743,3.502917975,3.121235332,3.972373699,5.871969985,4.733768302,5.402094502,4.401767269,4.364048067,3.309014147,8.442457593,3.91581247,4.707928745,3.358737443,4.750915176,7.65928627,5.722378967,5.047082797,4.93183968,3.221690217,3.296895488,3.378298958,3.504494002,6.209507804,8.396363589,3.42426703,6.314019194,3.193042518,6.910820842,4.346382659,4.086957083,4.198250783,4.571380473,4.217912745,6.501826375,4.692255788,7.235570928,6.185666714,5.094946535,8.871571398,8.973191453,6.551474993,3.660548063,8.066847317,7.220060468,7.128429573,3.104170171,4.702360094,4.346081373,5.589318887,8.874225601,3.833295088,6.703865775,5.284800525,6.609040842,3.500612882,6.137851543,4.469653616,4.749116314,3.612435692,4.391172645,4.179766069,6.049721113,5.712216518,8.01387995,4.231134881,6.612475176,3.742313137,7.324220521,6.408888935,4.779227104,4.284862922,6.122740648,3.949153097,11.19031647,5.749965252,3.035134356,6.351657198,6.209270848,3.681057571,7.616582383,4.916818055,5.084678651,3.580049774,6.136762119,9.373873689,4.8663016,10.47489456,4.517557423,4.1011941,5.870113797,4.149501536,9.136195425,7.686297687,8.742737363,7.406484523,5.74178214,6.588216752,3.565443913,4.555153371,5.132145583,3.814009529,5.338838373,6.326150207,5.115987889,2.791044914,4.810341379,6.631069009,5.069093405,3.208915862,10.01374691,5.653234988,8.239872647,5.132822105,4.228971605,4.116996374,6.376442326,4.140693587,3.432880319,5.311387459,3.502390551,3.267450661,4.69212018,5.252763012,7.131606115,6.063211553,6.413008053,6.258806386,9.036283803,7.030324977,7.006056023,3.566224098,4.748013554,7.513428346,3.792477352,8.056106972,7.933606649,8.883971752,4.561669836,4.192647249,3.455842414,2.956905011,6.53006515,6.338811176,3.99975069,5.722809198,5.362915666,7.163294034,9.039004531,3.667665869,4.586753906,5.298686442,5.131592614,5.519897036,3.799088797,3.124700182
1161,3.209013916,4.85193667,3.941520948,9.985487676,6.54175103,2.900073449,11.69842596,5.298191952,4.120721348,2.786655104,3.67610504,5.518529141,3.371025621,4.825960008,3.220011151,7.306187994,3.223521856,7.397548256,6.095119792,7.896099173,6.191845546,3.854469893,3.859358665,6.327772594,5.650254813,3.286813515,4.396443164,11.27146631,4.632823956,6.764712374,3.466908403,8.898187944,5.393277716,2.766665281,5.13585502,8.603258459,6.741524591,4.363355711,4.480492915,5.803673338,6.837099795,5.545662457,5.71454959,5.975418384,5.411829038,8.572467668,2.814381504,3.745898419,6.216158507,4.713601943,6.096500911,4.219044558,3.995536516,3.264181275,8.77350547,3.604754775,5.079749901,3.573794054,3.991917434,8.964897649,5.02288369,4.540185992,5.903374842,3.405891555,2.960784844,3.015352434,3.131886469,7.267771107,6.699617354,3.255868668,6.022308544,3.21577589,6.968133706,4.10453413,4.478158967,4.515584592,3.443938833,5.260551334,6.041749877,4.222804777,8.698840929,7.182415723,5.058405836,9.121644491,7.483982162,5.28563137,3.092967426,8.489480262,6.90595489,7.284958347,3.21671552,3.880190627,4.059345781,4.403085249,8.894863455,5.485263778,9.870286634,4.076204137,6.275906381,3.446072888,8.423192355,3.959153578,4.600126269,5.503247442,3.977886835,4.546488855,4.47081698,7.840732791,7.899513016,5.232137337,5.835045946,3.459345687,6.346474507,5.887404432,4.118320594,3.876621485,5.232229726,3.950643816,11.44374779,5.246576799,3.171223841,3.81307188,5.862568217,3.614183888,7.003759968,6.515089699,4.818707673,3.457859529,6.430456253,8.57912842,4.626094005,10.70382164,3.99684385,4.436008836,7.596011928,4.030409851,7.5381823,9.017779797,8.706478734,6.05488961,4.900905953,6.614968146,3.369640208,4.966647583,4.152220927,4.533460442,5.080178153,5.244934012,5.556365604,3.928829087,5.510253008,7.192505486,5.014002927,3.407245199,10.43180656,3.124905073,7.911028841,4.924109522,4.126940422,4.072629684,6.426595691,5.089676925,3.651662253,5.612928099,5.43689806,3.227080757,5.772759866,5.643784973,8.363702064,5.100842929,6.375774054,8.150045825,9.670482397,7.868392292,5.877712408,4.111002546,5.504965517,5.767685798,3.561845423,7.777752553,7.668907485,6.927256318,4.574201066,4.46871253,3.363225089,2.968935943,5.834916947,7.115146391,5.647691721,5.882971633,7.043909568,6.495819658,8.063633222,4.467966058,4.401875574,7.040178833,5.41336671,5.584098086,4.025394578,2.976305048
1497,3.152708033,4.906610718,3.26830455,9.496789669,6.000936142,3.291839285,12.03419932,4.914204631,5.342354274,2.773962765,3.638818798,7.092131588,3.599594061,5.862580135,3.165733396,7.938883931,3.10738184,7.11165515,3.67644104,7.207123528,4.666190189,3.744254487,4.526016437,5.720447079,5.539737444,3.554441539,3.818752134,10.79478946,5.104559084,5.74643508,3.667063885,8.63454398,4.732814985,2.649524266,5.609893262,8.828323819,6.944055631,5.71313675,3.075258464,5.69263955,7.236543156,5.253475168,6.896455011,4.563230493,5.785153399,4.134512649,2.919237969,4.39577076,7.526905967,5.210494182,6.861993778,3.708312151,4.296083853,3.019623982,5.571236254,3.869407085,5.287172818,3.556779198,4.424649165,7.472601604,5.739067032,4.64998434,6.186193147,3.313404961,2.977872165,3.236928332,3.147993323,7.150158347,7.379940039,3.377782841,7.257742897,2.957489202,7.383969224,4.695320061,4.291782528,4.429641706,3.405865853,5.07560482,7.172024871,4.557829899,9.184426828,7.721799391,5.153399879,9.333615075,8.215023242,5.632696954,4.824640659,7.358842589,6.432723224,6.846390229,3.138952953,4.341024137,4.580304809,5.089145267,9.197578919,2.986414876,8.24625741,7.19634698,6.682925809,3.53531525,8.798772868,4.102347233,4.763682154,5.053905172,4.252527569,4.492488788,4.053573784,5.724254452,8.874854464,4.713622813,2.62917683,3.691036776,7.585206466,5.722674452,3.895480429,4.241966426,5.811713546,3.908664274,10.78024418,5.961965745,3.434553532,3.386249186,6.145992765,3.921765589,7.449367696,6.302616056,6.210363973,4.331419689,7.947905492,9.26090676,5.193147674,10.86486803,4.200858654,4.43840748,8.584545669,3.967264612,8.615306676,8.629454345,7.445001454,5.123272388,6.606359349,6.50765735,3.77468342,4.591254333,4.092732466,5.812929936,4.651051691,5.571518659,6.881719948,4.036509692,6.96859763,6.901680444,4.740337567,3.786980774,9.77249752,3.180625347,8.309219452,5.010138272,4.704517611,4.326830617,6.343771953,5.729452402,3.623599664,5.265934756,3.920288426,3.532074193,6.175435794,4.66094677,8.361367687,4.425618147,5.638056465,7.798281241,9.087073339,7.494281129,7.187028514,3.71823121,5.4953754,6.35889811,3.718870007,6.08176704,7.726801264,7.267499954,5.301418743,4.32891853,3.424498092,3.536486635,6.934541333,7.212801076,7.264799645,6.55872899,6.588508549,7.086643081,8.902578078,4.218992547,5.256098957,7.227444229,6.043743732,7.704068905,4.049056501,3.202603338
129,3.094353023,5.535292465,3.137313736,9.171044365,6.571863836,3.186776655,11.68606211,5.413176221,5.090676024,3.133958863,3.660608012,7.014764744,3.186359715,5.223093596,3.40960536,7.531282336,3.084889143,7.078713892,4.554774786,6.875377588,5.28761784,3.732601579,4.267416083,6.387988766,5.11723233,3.381228585,4.687009212,10.73274441,4.845246539,6.462772092,3.249171335,8.235138048,5.07486353,2.700309746,5.242942929,8.503803906,6.380593307,5.061691897,4.553097936,6.321187416,7.144739762,5.366204669,7.484825106,4.442576173,6.247934031,3.723424931,2.946559722,4.106092438,7.15947334,4.092781493,8.47484828,3.331836242,4.339860602,3.151487174,7.35351381,3.927273682,5.605448546,4.497374701,4.658288529,7.287334327,6.156848127,4.675145794,5.648978169,3.545168466,3.064889434,3.250245353,3.1403984,7.071463672,5.978751126,3.349236812,7.012011859,3.232429564,7.904814855,4.2302933,4.938517858,5.520868858,3.365772032,5.67206045,6.793500021,4.764143485,8.552441262,7.079967785,5.096963939,10.08634553,8.288171884,5.961369409,4.093051434,6.62919451,9.054148363,7.532986859,3.158369154,4.307255434,5.367021016,5.429006192,8.652976339,7.094059478,3.565705144,6.117059014,7.284823253,3.187152236,8.129563508,4.074305965,5.397414687,3.727926373,4.802737127,4.071791304,3.537643088,7.069404366,8.766228519,4.841523271,7.892054887,3.685346159,7.435506221,5.993021377,3.900243103,4.196357637,5.591760527,3.62395403,11.17287351,5.819287908,3.441962917,3.064795219,6.364836253,3.698298348,8.32270676,5.194117787,5.015753791,3.365752011,7.234733831,9.532558777,4.793418456,10.12803634,4.474627619,3.591805373,7.925670786,3.86266488,9.032345773,8.968218363,9.285174725,5.582459014,5.596451395,6.831994316,3.498301055,5.079173221,4.940990365,3.745373049,4.997234019,4.593044332,3.7102861,3.156697248,5.794532079,8.063634209,5.72850858,3.921088187,8.279763306,3.275804247,8.57544034,5.22451563,4.428071441,5.121976729,7.456872876,5.084031899,3.527532606,5.333178695,4.058631096,7.358485677,5.284660898,5.251880662,8.316783531,3.379423584,6.469142959,7.528500731,9.697642846,7.449907811,6.745393567,3.702638784,6.647200936,6.442882134,3.540076943,7.096341012,8.016108947,7.549277866,4.307881182,4.122795142,3.653029932,2.908714476,6.380769258,7.332152812,8.676017314,6.16831511,6.630206902,7.341692005,8.77799539,3.895412105,4.478651138,7.155065724,5.707615796,8.38039527,4.470030996,2.950377462
1652,3.23380733,5.688534086,3.164445868,11.06246189,5.968936382,3.315764987,12.41347479,7.404133282,4.41120994,3.141082917,3.799043132,5.625652219,3.612342995,4.766582893,3.55723183,7.011651257,3.50287659,6.51387503,5.281358864,7.848682916,5.392335767,3.611534121,4.772553899,6.072725678,6.054101318,3.331357223,3.375532005,10.9915817,4.385555952,6.213645357,3.455876143,8.740457806,4.699021143,2.63590075,4.87039059,7.818174609,6.246278144,5.308513602,3.728346753,5.458989024,6.968625753,5.85998665,5.419966991,6.052187589,4.857056595,3.597670574,3.064910808,3.586877574,7.204091089,4.94287384,6.554969359,3.259726601,4.468632246,3.186892543,9.052422114,3.873562203,4.922805045,3.273583768,4.800326342,8.443276321,5.149951895,5.244061963,5.209716615,3.622985706,2.861973623,3.001744225,3.294691696,6.967021369,7.026868699,3.421240201,5.621655517,4.094889691,7.980451573,4.543828936,4.16399556,4.29327616,3.671310086,6.295559184,5.696937396,4.157004698,7.943113049,6.609362278,4.044336916,9.265476984,8.423269822,5.282462644,4.320532159,7.628099842,7.399178814,8.870526615,3.340371173,4.036117592,5.483769781,4.05544182,8.786745027,4.922197925,4.877132358,5.238036727,6.932726589,3.224144352,8.033759219,4.103818603,4.89240635,3.9825756,3.799259188,4.911430026,3.978181682,4.969731322,8.3396361,3.90986425,6.088169375,3.783963793,7.127861485,5.74979487,4.692813413,4.037621686,5.227471552,3.585759821,11.27697332,5.919919057,3.54304445,4.266632293,7.035888957,3.849533956,7.243191275,5.091764486,5.416650525,3.520530922,7.436780409,8.662545278,4.666614644,10.90946776,3.984189045,3.978966835,6.950691066,4.49534551,6.888161485,8.77868797,9.147582255,5.890412358,5.891192222,7.641693146,3.81550477,4.360472852,4.141301401,5.0944769,4.877158669,5.53652766,4.450629453,3.041838592,5.59607553,6.587344213,4.941518799,3.386275766,10.43426133,3.217737358,8.564348385,5.586572964,4.22034467,3.837583279,5.210329486,5.000945938,3.972593606,5.461815392,4.57246443,3.390731953,6.021985061,5.329229308,7.076471489,5.073503862,6.787353804,7.919696427,9.766553475,7.754771008,5.716967939,3.861236119,6.321694455,6.856730887,3.570974633,6.170465919,9.101146481,6.897520982,4.848666108,4.471430003,3.50008887,2.957992063,4.765029778,6.44181871,4.34779463,5.800342143,7.106738161,5.935205614,8.219587903,4.68022451,3.592992911,6.54825667,5.955117045,5.986365136,4.022484481,2.946040809
