"response","MMP16","SLC25A20","AGTR1","ODC1","RNF144A","ORM1","RPL8","ANP32A","TCOF1","IFNA2","SLC39A9","COL4A5","P2RX1","POU2F1","ZNF343","FTSJ3","CRB1","NSMAF","FOSB","PITPNA","GPR56","POU6F1","CDC25A","ANKRD46","PTPN12","HABP2","SERPINB7","MIF","PTDSS2","FBXW2","MYBPH","GALNT1","TWSG1","SLC25A31","ABCA3","CCT6A","TSPYL4","TROAP","PLA2G4A","OTUD4","TARDBP","BIN3","TAPBPL","AK1","NUBP1","TNFRSF11B","GRIN2D","HSD11B2","RNF44","GADD45G","ISG20","ITGA9","TAF1C","SPINK1","HBB","GH1","XYLT2","CXorf9","MRE11A","COL4A2","ITPR3","ANAPC2","SCAMP1","FAM83E","KCNJ10","ACCN3","PYY","TFG","ZNF587","FGF5","JARID1A","RUNDC3B","UFM1","PUS7L","FLJ10815","SLC16A5","ALX3","TBL1X","IFNAR2","PITPNM1","SEC61A1","PSAT1","VWA1","HDGF","RACGAP1","NCAPD3","TRIM36","CHSY1","HLA.G","EXOSC8","HNF4G","CPT1B","ZKSCAN3","RERE","SNRPE","DSC2","ENC1","CA9","SLC25A13","HOXC10","COPG","C18orf1","CRELD1","LIF","BRWD1","YPEL1","BMP4","AMIGO2","CROP","MAP7D3","APOBEC3B","CD6","CDKN2A","JARID2","SLFN12","BET1L","R3HDM1","EDA","CHCHD2","ZDHHC3","MC3R","CEL","E2F6","PCDH1","GPBP1L1","ANXA6","PRPF39","CADM3","NUDT9","S100A11","WDR79","HSPC152","RPL23AP13","CFHR2","RNF7","HIST1H2BN","CLSTN1","CCDC90A","RDBP","KNTC1","KIAA0753","KIAA0020","OR1G1","TLR5","CLCN6","NUDT2","MPI","SRR","KIF5C","TRIM58","ASTE1","TRIM38","HD","CLEC4E","APEX1","HCRTR2","NDUFA5","GCAT","ATP10A","ZNF518","STON1","B3GAT3","KLRB1","KBTBD4","VEGFC","NPY","FBXO3","XPA","SC4MOL","AQP5","PRPF4B","SRP72","ATF4","BAG5","FLNB","GPR27","CLN5","PUS7","ITIH2","PITPNC1","ACTL6A","POLS","KIF1C","FNDC4","PLSCR2","FLG","HERC2","TWF1","GLDC","PPAT","GSTT1","LOC130074","PUM1","E2F5","PLXNA3","C17orf62","MBIP","LY75","TINAGL1","CRISP1"
146,3.055122703,5.299671421,3.35757375,9.541868575,6.540219462,2.805387475,11.81430659,6.900740707,4.608924247,3.09748083,3.717619531,8.387614673,3.317436491,5.05894432,3.128429731,6.885144481,3.127024051,7.289858482,7.233331202,7.891910219,6.037769127,3.621970131,4.321729544,6.670510492,5.439422945,3.377277001,3.43988274,10.01175361,5.033785595,6.909285815,3.447418755,8.501768075,5.457886199,2.537097038,4.841951354,7.626039959,7.407774219,5.573913524,4.148191985,6.087354387,6.879133743,5.651851413,5.331428847,5.208967344,5.352247952,4.65158945,2.779283822,3.20941499,7.213466928,4.051501543,5.125228835,3.370606266,4.113342843,3.146555314,8.745701402,3.793681887,4.920252256,4.116147053,4.997705303,8.567226623,4.932302985,4.4339366,5.5005707,3.35008872,3.120633873,3.212633675,3.168851124,7.317822605,7.379614748,3.414183654,6.649421751,2.947255687,7.517703264,4.263411486,4.781252743,4.710346225,3.380574416,5.150516466,6.318712842,4.718451978,8.060726437,7.719775564,4.913261513,9.165362011,8.105264652,5.482256876,3.394434302,7.80488727,6.610627031,7.62099041,3.208490239,4.393312024,4.453945147,4.411747463,8.871072938,6.324684887,8.211715144,4.306330281,6.696467223,3.668227017,7.844438654,4.417804753,5.008049679,5.725144361,4.437385457,5.219295574,4.196537444,7.509333091,8.399777545,5.125015946,6.303845395,3.836333183,4.956536482,5.428515826,4.387660026,4.144780986,5.322343133,3.762916658,10.25456127,5.98720016,3.511591974,3.113360172,6.298957249,4.040309958,6.867161077,6.299758747,4.653655837,3.470701567,7.700693066,8.788810417,4.829761247,10.89300678,4.924099552,4.197483984,7.754080206,4.0279453,7.408136382,8.226164177,8.17092842,4.617634486,5.867858524,6.61477959,3.486942034,4.265226865,4.232691435,5.169922708,4.885150161,4.629364625,4.782609955,3.285177266,5.650536192,6.320252699,4.890211851,3.425793557,9.530400264,3.138271019,8.798131901,5.173164877,4.300004488,4.76423067,8.153609549,5.084335277,3.996591236,5.522043642,5.198491654,6.326016035,6.188605295,5.742936018,8.045123892,5.168156089,6.30757536,8.00672944,10.29063187,7.472667292,6.452447882,3.589751141,6.582668952,5.933166641,3.536338173,7.973274762,7.981456926,7.119423553,5.299142605,4.275416808,3.245642789,9.025048293,6.549500443,6.559107356,6.375752051,5.897477774,3.482629005,6.998410521,8.592550792,4.092965491,4.655287446,7.096617527,5.083775357,4.147751167,4.14543093,2.870642781
528,3.11401473,4.629749701,3.109876713,9.460552885,4.878789694,3.096286315,12.34885132,6.794678223,5.248146186,2.957682699,3.881824483,3.83608417,3.710770497,4.910741074,3.739771341,6.477527922,3.43372538,6.27275663,3.568274616,8.712860711,4.404706577,3.815322115,4.40853305,5.701081362,5.581584479,3.624013734,3.440857131,10.31494883,4.642986934,6.283403225,3.26605361,7.196778601,4.64287294,2.864515275,6.00957391,8.336160427,6.237859832,5.650536521,4.853348299,5.706347408,7.573810693,5.16591292,6.416357249,4.195290947,6.155133528,4.011572609,2.929803615,3.847038033,6.627712989,4.046590489,5.898698987,3.382336153,4.213238039,3.535502142,5.696175555,3.995684268,4.849892591,3.970525386,5.296696822,6.485088571,5.24080807,4.499197369,5.257699311,3.844957698,3.104631064,2.945750568,3.446967539,7.447392017,8.137965958,3.391527724,5.506521392,2.978533727,6.335535516,4.778130182,4.157494509,5.090941515,3.537319844,6.30265231,7.865017799,4.921171926,7.033146206,7.715716441,5.205308977,9.005743607,7.544011072,6.140473451,4.698398826,7.248589368,7.355428932,7.724592643,3.238092285,4.263500461,4.562015397,5.106642807,9.221556442,5.266732363,6.690406208,5.267962083,6.136747102,3.323801626,6.581318865,3.769107195,4.536203336,3.809432254,4.343741461,4.793872361,3.600565278,7.454694264,8.311336732,5.390129456,5.449981087,3.914829537,6.572269889,4.433371623,4.18016974,4.307592035,5.239010793,3.799248415,11.35343452,4.757780634,3.354070032,3.265485569,5.613354574,3.689851063,7.530088732,4.561374774,5.103480876,3.552386262,6.000939923,7.933670667,5.534119517,9.91124321,4.215117029,3.915306086,6.469390298,4.139608181,7.888503771,9.077385886,7.780779934,6.211858596,6.41452447,7.290077784,3.629133352,4.484186029,5.117849632,6.058733145,4.965400489,7.397274837,4.823512047,3.718705318,4.944840274,7.044479837,5.312243722,3.547998376,9.786441938,3.180466766,8.942386802,5.441593065,4.44516846,4.033994574,5.051246785,4.571752875,4.318393446,4.196930298,4.006706673,4.478809728,4.478209586,5.250849922,7.646695373,3.784966062,6.361793483,7.52260763,9.947230623,7.314820528,5.594956002,4.018246541,5.495265718,6.880425603,3.787840202,4.516535999,8.018559657,8.233454527,6.072706873,4.273984927,3.5624318,2.86595174,5.494977136,6.67526879,5.834946064,6.20538356,5.295462215,6.11103121,8.432029663,3.805048413,4.220934451,7.236853611,5.685159735,5.99009037,3.604046753,3.083454655
862,3.25057557,5.196152589,3.268985242,9.049647836,4.925305148,3.320483405,12.18381511,5.691155549,4.212879131,3.061554626,3.739824791,7.925689527,3.532168625,4.773460094,3.846142851,5.708276783,3.440128047,7.581341279,3.506580832,6.424845448,4.942802356,3.747652848,4.343527321,6.19485287,6.084231617,3.396235922,3.568687362,10.8387195,5.282301862,6.542950255,3.671637487,9.489701725,6.032269422,2.830207054,5.303985545,8.213586625,8.459027935,4.750446528,5.943983043,5.349356828,7.196637393,6.019334345,5.700903097,5.217956515,5.644582572,4.144873853,2.976735242,3.548941583,6.111739828,4.884982448,4.571270516,3.388307707,4.326157067,3.164951874,7.763174165,4.044976366,4.198317337,3.050130631,4.632669556,8.526749115,5.529084965,4.306947255,5.525646853,3.776677698,3.064451027,2.982771854,3.328277187,7.288591113,7.679703656,3.498344399,6.567766727,4.676010532,7.244223434,4.563402166,4.195916582,5.044574388,3.571129412,6.095132189,5.59139645,4.473928533,8.348733962,8.031981135,4.935917414,9.375944895,7.019428182,5.752866935,3.139040261,7.558736346,6.300151577,7.996547189,3.254216678,4.1775929,4.917515401,4.847281721,9.082248953,7.960350132,5.165648148,4.943274586,7.918058327,3.521649318,7.61688162,3.966241218,4.193872426,3.921356189,3.930069462,6.515331933,3.8465754,4.471961675,8.078780008,4.851673564,4.314354497,3.722741879,4.695047815,6.311470752,4.364846136,4.179498057,5.585659206,3.918451102,11.1025361,5.345094279,3.509394952,3.643372686,5.418599374,3.665320952,6.736964837,4.959772405,5.449879104,3.652863787,5.972088358,7.518551111,4.505877927,10.59492458,4.118486947,4.026329083,7.268684052,4.489372335,8.35636801,8.585371761,8.9523457,5.243312017,5.529147654,5.336963312,3.648884171,4.672951095,5.123750107,5.484590233,4.501137676,5.075826432,5.955966357,3.885075572,5.457792788,6.105827163,5.274860119,3.421147341,10.35995045,3.266785254,8.833804744,5.588031074,4.123330493,4.257915214,4.949594935,4.690872607,3.65256481,5.990235131,6.448362486,3.614989819,5.900470966,5.569997416,7.371708591,3.521548325,6.250797455,6.634478175,9.541595075,7.226956444,6.412821909,3.988354529,7.581222423,7.046848568,3.751708515,5.8601698,7.38153239,6.623948785,4.890912251,4.253309967,3.660114528,2.833084649,5.594718918,5.848783284,5.803543375,5.079443441,3.553144353,7.434000762,9.035724042,4.445319027,4.518012198,6.848738114,6.084453853,6.350320101,3.866699194,3.010738262
583,3.219591596,5.245128326,3.228992589,9.846993287,3.358249431,3.331766961,12.52118646,6.426517891,4.79201238,3.223276289,3.813791269,4.754913694,3.439939538,4.730706659,3.230223659,6.654486567,3.33789203,5.934168666,4.357001555,5.172819964,5.272057776,3.606981777,4.340437597,4.903229741,4.982772811,3.450883635,3.59781422,10.37257842,5.556733717,5.244010991,3.629537833,7.627245311,4.585910158,2.670494932,5.582795153,9.359301576,6.870733732,4.699595221,6.858860329,5.747683269,7.254003682,4.484324341,6.560760567,5.042592702,5.107384873,3.705827255,2.865211547,3.802442113,5.903326937,3.937982579,4.223868996,3.318035214,4.468237468,3.221103991,7.849372742,3.994830582,4.911798008,3.804236506,5.232212156,7.194999361,6.205549717,4.184131221,5.223439808,3.570090094,3.217164762,3.28398601,3.322592208,6.892289792,8.256868051,3.340504968,5.789277417,3.306454615,7.615457782,5.033674206,4.043449719,5.632486739,3.688125639,5.167527943,5.963485889,4.793564912,7.822514233,7.150768074,4.767622763,9.352870651,7.458510623,6.9254226,2.956105629,5.788348643,6.57376043,8.089562819,3.083945417,4.806787661,4.171284934,4.6819936,9.253837677,6.688350422,3.979648565,3.977304645,8.318928766,3.195066216,8.126942155,3.891670896,5.15569237,3.599878006,4.087619519,4.744837943,3.680013271,6.828458542,9.205297192,4.152363301,3.504246061,3.572431816,6.4305013,5.219619363,4.400012823,4.294631826,5.441356746,3.670545717,11.18359465,5.738002861,3.69762079,2.90193109,6.222184504,3.965802248,7.766535075,4.862170808,5.49632474,3.423260844,6.446460272,8.920610546,4.677683946,10.10473983,5.312337076,3.697477625,6.738463611,4.234011337,7.914270519,7.948902593,8.665087455,5.135735585,6.173261426,6.15859274,3.809550305,4.644142561,5.427115618,4.309656339,5.380979394,4.157550481,5.812619276,2.83384527,5.546735999,6.013756451,4.721759242,3.594510157,9.946043487,3.096853945,9.37842465,6.349057378,4.149805873,4.190345106,6.42949639,4.702768969,3.902605125,5.697650269,5.015803974,7.040980784,5.564377229,5.451563667,7.967409131,4.216567961,6.553294142,7.528801162,9.570174078,6.772841701,6.808762135,3.36224016,7.955192445,7.815790383,3.888262488,6.72815345,7.724089336,7.15425831,5.004433943,4.326760136,3.415423549,2.961676747,4.969557966,7.153045877,9.848180591,6.254775479,5.322485074,6.507384545,8.541585386,4.136437494,4.272062191,6.78149219,5.200887682,4.431900395,3.882058446,3.140041817
568,3.14722853,4.713430568,3.504123712,9.56293703,6.871569988,3.175441733,11.98946233,5.958674129,4.162096398,2.98585531,3.635204309,6.41867876,3.312020699,4.389799497,3.627586872,6.527659906,3.307007728,6.321416046,7.003719657,6.528116278,7.071244009,3.604114301,3.87312706,5.776852664,5.335214915,3.277429587,4.143206626,10.60738326,5.397934924,6.221703343,3.53686507,9.315918077,5.917454942,2.778021267,5.807783144,7.921412853,7.165197142,4.28002834,4.089920463,5.440841801,6.63401612,5.309273861,6.809069896,5.853899166,5.183191933,4.834532967,2.930855882,3.516432483,7.315952479,4.2612852,5.644109326,3.351421449,4.082177635,3.458142611,9.220956586,3.891778327,4.569107409,4.343019493,4.980386285,8.603844995,4.606713119,4.51293898,5.459503787,3.421026472,2.86062942,3.252702675,3.315152465,7.476727172,6.031066612,3.539827828,5.793904302,2.734846037,6.999047934,4.700244438,4.135791469,6.719077618,3.578230552,4.793507562,5.748280595,4.430434941,8.465650596,7.595141816,4.756313209,8.72485833,7.57104942,6.114802253,3.258989211,7.863599212,7.111264961,7.026503012,3.395313425,4.167699435,3.943456674,4.198715252,8.452434182,5.428973489,6.823272573,5.020616994,6.351857198,3.724794957,8.042322337,4.547389979,4.449057438,5.193364581,3.837444882,4.874901355,5.972894532,8.570629706,7.757788466,4.706712899,6.395183441,3.786242104,6.37855192,4.930672017,4.541504802,4.170936211,5.268004075,3.685005701,10.65217418,5.09612961,3.682569243,3.263101535,5.846098651,3.789830813,6.72131691,6.396998493,4.445715706,3.813711332,7.168791764,8.785217469,4.4796055,10.02030025,4.685311935,4.555927441,6.999055936,4.003194821,7.779885639,7.962201367,8.17007053,5.155905257,5.342419114,6.576278928,3.893240326,5.045415397,4.484120986,4.515445635,5.640918323,5.367184763,5.847832902,3.099576719,5.666179026,4.833627577,4.589750341,3.310946243,9.679384095,3.456393898,8.434956615,4.759968314,4.466222497,3.848797703,4.881401629,4.603725262,4.203387736,6.050024649,5.347425647,3.296356829,5.605458041,5.089164829,7.68757015,4.187495552,5.376767274,8.354449561,10.27928028,6.58761696,6.058209779,3.863018942,6.7270041,6.329347988,3.410463774,5.519734502,7.303704952,6.749550512,5.336284805,4.604945663,3.386518913,2.888503771,5.3686767,7.006083767,8.209398628,6.340980959,6.759949831,6.893233104,8.739679369,3.983632703,4.155239785,6.52507963,4.693658378,5.963196755,5.219213729,3.029606549
1324,3.163952271,5.577526216,3.712525741,9.897277047,6.927291769,3.034849663,12.18164698,6.283193083,4.661883651,3.00489594,3.955180292,5.270737745,3.407403537,4.798488216,3.297104484,6.862937054,3.315673927,6.962602341,3.866918649,6.976315712,6.141894774,3.631142744,4.398986704,6.494945528,5.429939316,3.568727946,3.449301694,10.52736759,4.052020546,6.424674279,3.448555569,8.734475614,5.666367051,2.856092268,5.107154166,8.440072144,7.576331064,5.455287708,3.392818804,6.362191591,6.608530074,5.220893428,5.107335382,5.749494045,6.121413998,5.237612901,2.771749884,3.67998257,6.996445128,4.746015017,4.844338941,3.54602271,4.207417589,3.141293448,8.214747029,3.78465651,5.003472619,3.67442462,4.589079275,7.957496375,4.79507593,4.676603523,5.400426454,3.529941755,3.006377104,2.957731489,3.354200409,7.097163482,5.890341288,3.334043955,5.266507911,3.029859598,6.782159693,4.137325777,4.402411901,3.918232705,3.541474553,5.03178179,6.953707131,4.517638875,8.277465486,7.194493717,4.841525478,8.933475003,8.094579021,5.529874217,3.606092496,6.948608739,7.861727956,6.940501794,3.184509611,4.220722831,4.419179683,4.197005165,8.709843916,5.423022785,5.289487183,4.074042622,5.082844542,3.530208066,7.880721534,4.103476234,5.456261155,4.411401206,4.470191653,5.51165579,4.299663457,6.05560764,8.11495853,4.655523736,6.401014899,3.753459875,6.642001768,5.712092117,4.341110217,4.104789407,5.727859604,3.81838148,11.33114151,5.695154043,3.373069179,3.433148474,6.24788783,3.960905275,7.703433975,5.727037972,4.248349189,3.637137926,6.837489444,9.257345253,4.627377804,10.58450358,3.92647879,4.239478787,6.581534026,3.908587318,6.805514517,9.629334828,8.068128951,5.298219646,5.58319045,6.914177891,3.612238029,4.298300206,4.219195853,5.353461985,4.958272682,5.508435921,5.224996148,2.868865404,5.097306892,7.621592027,4.787094896,3.562658646,10.26461712,3.003844533,7.706660631,4.447988093,4.739646204,3.948802896,5.727420489,4.634277193,3.684091535,5.719454939,4.423316505,3.26269146,7.22619667,5.572086428,9.081932949,5.131777379,6.251950999,7.690331284,9.416357894,6.775716867,6.4446411,4.34171019,6.450543374,5.380868584,3.483725998,5.342627722,7.849793637,6.449713524,4.450822359,4.248156757,3.524355669,2.906823269,6.327940309,6.908670137,8.685856962,5.605794176,6.970470795,7.032178939,8.960920472,3.876055239,4.664446525,7.294466644,5.766413957,7.193073058,3.881459603,2.870989531
260,3.320477483,4.984930965,3.357107231,8.958565902,5.567302997,2.987970709,12.08665733,5.00481898,4.949944766,3.040188534,3.604460477,6.586872078,3.229601435,5.492094249,3.247614362,6.764810153,2.984930965,7.161809556,5.498369235,6.794786582,6.709169551,3.632633505,4.469683795,7.220285177,5.6739035,3.179434273,4.828270256,10.25056921,4.792079225,5.953388853,3.333087772,7.766544882,5.037622021,2.770967694,6.353051093,8.089911899,7.072179064,5.276531958,5.135973036,6.061082729,7.276523723,4.749850712,6.072418704,5.248806493,5.288974186,5.086365296,2.910368704,3.579953937,7.607753594,4.518115601,8.080960132,3.277504364,4.68273243,3.240517972,10.04692715,3.784228657,5.22102756,4.461692263,5.079038254,7.381220266,5.555802027,4.423334973,5.524719369,3.492652098,3.108749203,3.157440847,3.206362028,7.256099101,7.798694567,3.328685746,6.284432722,2.950811986,7.857400929,4.759269329,4.831277763,5.702855189,3.442829627,5.107616661,6.781222821,5.257774255,7.917596434,6.652146817,6.045756829,9.476586398,8.249267559,5.906122018,3.082205902,7.029389013,7.413625992,7.796230861,3.198770397,4.347473499,4.72307459,4.952242241,8.942146041,5.477713065,5.621562852,3.919765065,8.077333236,3.504991936,7.835132517,4.740703503,4.804061088,4.777869413,4.714132404,5.378859727,3.857059253,7.21709774,8.461106195,4.97281532,3.869222279,3.736013838,7.71417633,5.423617474,4.434209651,4.289401626,5.870222187,3.686705155,10.24469264,5.392808456,3.502157791,3.286800545,5.889684983,3.713591665,7.506999869,6.000196047,4.995829418,3.700331656,7.247133495,9.253108671,4.897847487,10.1279043,4.662146252,4.084609237,7.388420705,4.384958796,8.537219941,8.046459101,7.970994684,5.524687689,5.98099224,8.045399232,3.637430387,6.271292749,4.891527116,4.761155234,4.790577094,5.153593778,6.76291605,4.251387634,5.697289899,7.385424296,5.192210326,3.327487681,9.435150992,3.219620692,9.071617187,5.408884012,4.804248522,4.204302327,6.983624093,5.098021799,3.825324895,5.427259511,4.636416526,3.096940622,5.735623058,5.451399034,7.597974441,3.841382852,5.69923343,7.536933586,9.683483303,7.391022484,7.18156388,3.523245713,6.313080235,7.459734276,3.341729733,6.310465368,8.193257636,6.913101146,5.475132998,4.223848232,3.585569013,2.95272632,5.546506636,6.587944577,10.96636727,5.936760852,3.832863076,6.857071786,8.904055096,4.440967862,4.672293685,7.07421906,5.875040519,6.629594749,4.419408989,3.019317036
2218,3.291417626,4.592437305,3.25291644,10.07071779,6.81141213,3.075003622,12.3928323,5.72634956,4.458918206,3.008187348,3.474190776,4.432780305,3.243991967,4.884851411,3.048526619,6.630183679,3.167253971,6.972323122,3.485279996,7.1389453,6.011415981,3.677033853,4.667611301,5.467305783,6.173135438,3.333985969,3.228664586,11.08156389,4.185647056,6.691254821,3.388968755,7.763298798,5.684958846,2.769793765,4.970235553,8.757184177,7.630863554,5.722727706,4.209903239,6.193234922,6.96589972,5.590706393,4.984183829,5.263863181,4.714951673,4.37576968,2.84344582,3.916023578,6.765098897,4.294755209,5.912670461,3.126857262,4.176019558,3.569039361,7.87889706,3.733399361,5.08307235,3.642022488,5.100813741,7.97969156,6.195811628,3.767931851,5.512754807,3.408870281,2.97861891,3.094356406,3.371408294,7.337699067,6.562939825,3.291715091,4.966397282,3.035073427,7.415540117,4.600141472,4.022090921,5.699944323,3.471963659,5.707081142,6.771026854,5.287233985,8.267461948,9.103692805,4.564822949,8.968039198,8.72288037,5.33782685,3.605227878,6.927068917,7.446251635,8.428666991,3.175062329,4.97547585,4.123685547,4.103546347,8.928713086,6.435200091,7.818245325,3.674049993,6.157925115,3.459855072,7.511058178,5.075523707,4.541800412,4.992869117,5.008337828,5.975183248,4.586911009,5.972020323,9.091572749,4.381382806,7.28102656,3.595955265,6.321864529,5.082040024,4.376181574,3.983884292,5.339075372,3.630532988,11.40436174,5.704989178,3.335932214,3.138038166,6.054862126,3.640600644,6.855592327,6.559636973,5.143084528,3.627200773,5.930606061,9.318480887,4.474341687,10.5018418,4.30396855,4.05716628,6.572960032,3.728346753,7.073429822,8.626876049,8.446254791,6.770196072,5.612428717,6.018996446,3.328684103,4.824263841,4.287754645,4.210875231,4.190822825,5.36183805,5.708749648,4.135724001,5.222033228,6.758958074,4.932215112,3.4086608,9.448198244,3.045907606,8.658830896,5.063402159,4.208589959,4.055479553,4.52910606,4.662708573,3.478268723,5.229915587,4.505635312,3.260408336,5.494802494,5.880305924,9.763749717,4.57727115,6.658604517,7.879679621,10.24156077,6.492094983,6.75063237,3.671064594,7.364964459,5.321889708,3.378177224,6.510898025,7.950357615,8.310673379,4.556581829,4.22210931,3.227264268,3.025964104,5.675871344,6.996324783,5.968079728,6.032623226,6.283241275,6.951970937,8.64055453,4.417788146,4.47628194,7.091492851,5.256012693,5.118058826,4.176775938,2.988406368
379,3.085072529,4.626324874,3.204343228,9.057374544,6.134407988,2.8757307,12.04274715,6.48900084,5.200746726,2.933542808,3.754311156,7.004816066,3.412074379,5.507697268,3.199388983,7.896057125,3.182888347,7.195922287,4.137010975,6.639816294,5.122660878,3.788386881,4.305990743,7.983518851,5.332310593,3.392890846,3.408363045,10.64456552,5.805865177,5.788074277,3.341760946,7.622738776,4.281244803,2.637252374,5.287062457,8.492603815,7.152328018,5.189029733,3.14117649,5.894542472,7.530645418,5.166852032,5.097419263,5.30998905,5.712710761,8.762502786,2.937046619,3.790597973,7.490651745,4.235347418,5.777260734,3.950241908,4.634356304,3.236772902,5.600223044,3.932745148,5.034761356,4.031193351,4.928972269,6.483780358,5.439544566,4.395300872,5.812320498,3.387299392,3.109563994,3.303436707,3.185517004,6.587786099,7.819784609,3.291952232,6.514687571,3.26885678,7.163461577,5.014737847,4.492439889,5.183339462,3.334434245,5.4623455,6.168185017,4.706798146,8.430602493,5.755490411,5.138344774,8.927232984,8.198833781,5.592012245,3.396339154,7.542189621,7.107963315,7.409893022,3.186489389,4.768989421,4.86254457,4.419668217,9.388859346,5.635325001,7.111385324,4.022191861,6.872795757,3.678543082,7.924907803,3.812423134,5.037176924,4.119292934,5.114262773,4.209060039,3.442273818,6.42736771,9.287546686,5.250517744,5.795900536,3.93209686,4.578244375,6.506082719,4.912873808,4.613099581,5.748023999,3.927704551,10.10199666,4.669147828,3.407186969,2.961046722,6.170106604,3.760386873,7.659036001,6.281716416,5.948144135,3.349341708,7.743724923,7.604947811,5.001433966,11.10430905,4.512452221,3.812648847,7.273472362,4.193028226,8.407325472,8.734718198,9.559057513,6.097578881,5.915065961,6.727711724,3.399394762,5.281601109,4.655738481,3.964939501,5.152243522,4.460950145,5.740411791,4.040305777,6.110336902,7.549299725,5.242573602,3.765225286,10.03122667,3.166886195,8.64127993,5.329324171,3.948111867,5.379524986,7.334759519,5.264631727,3.826068177,5.998895879,6.248019476,3.474532933,6.394514899,5.175773383,8.246727698,5.450037111,7.326037301,8.077141853,9.770107733,6.498053753,6.203480938,3.712674136,5.272977977,7.733154899,3.780712063,5.959732083,7.843189309,6.991615434,4.97497721,4.274545651,3.297678683,3.374964901,6.70488441,6.824260053,5.576547201,7.136208257,4.034836064,6.60250598,8.299047693,4.20936501,4.044906349,7.298864563,6.420738581,6.911812086,3.721814616,3.09690444
1373,3.113330283,4.377737308,3.183924428,9.994130433,5.943635967,3.222450747,11.69995226,4.624726304,5.961018716,2.978927832,3.518757113,6.299966351,3.555326593,5.734817101,3.493712307,7.088469944,3.296428812,6.804188148,5.233180066,6.665456392,6.17982832,4.294973207,4.851939053,7.025776258,5.030106202,3.369456371,3.400747999,10.69088401,5.307069589,5.167675244,3.75759917,9.214172503,5.800166744,2.85876986,6.959605718,7.840147188,5.898101384,5.374165113,4.940809668,5.913633228,7.048929659,5.332680457,5.898550186,5.722522392,6.181950675,4.666619519,2.842803018,4.496030151,7.431247636,4.859319609,5.771564828,3.662316547,4.164380648,3.265275805,6.665856021,3.785021158,5.072824937,3.519622097,4.806682067,6.613044934,5.754090608,4.496287432,4.901248729,3.446573729,3.150560935,3.138977163,3.141955563,6.519020335,7.847180293,3.429809861,6.626254347,2.947025728,7.006937925,4.310838657,4.819057187,4.195672728,3.636885997,6.549982969,7.090097717,4.810119718,8.749649835,5.728649425,5.299716971,9.012215489,8.472310064,5.431619129,3.573631009,7.154481143,6.328438679,6.695472361,3.141676068,4.598693967,4.628198987,4.993456636,8.074311518,5.63916525,5.108646485,4.849992397,7.579282096,3.643915406,8.706217545,4.31044942,4.922248203,4.17340311,4.224841046,4.321945018,3.633141024,7.896069693,8.281575075,4.483607062,6.885592956,3.802050179,7.298916708,4.926823415,3.060171958,3.921138776,5.60780957,3.906634112,9.964892099,5.877319617,3.267364072,3.245985374,5.791801693,3.970555139,8.010491739,5.120142303,5.315408451,3.717740005,7.311103865,9.651066038,4.842266986,10.2186763,4.889178536,5.079813854,7.010696438,4.445763688,8.453640519,8.122064912,7.94850617,4.483620592,5.676644302,7.796327616,3.989362361,5.358265665,4.324172854,4.182236573,4.584694068,5.580248905,7.895025492,2.81107105,5.475207849,6.944336203,5.320915932,3.286628965,9.229972778,3.498378123,8.910206552,5.548458003,4.13249973,4.534374014,7.040451105,5.672510049,3.578601766,5.213933939,3.906935448,3.527377374,4.998524753,5.715740422,10.08606526,3.596691037,5.073437013,7.063856186,10.78674702,6.639667497,6.798897626,3.87818313,4.967104155,6.568052596,3.826829693,7.730222276,7.258493432,6.644757043,5.763117013,4.690272984,3.278343249,3.128628745,6.464679478,7.018070595,8.017353175,5.796919891,6.037410047,6.75828778,9.036392476,3.590450678,5.183576475,5.994961925,4.779864704,6.836235606,4.087348236,3.179220881
