"response","DNAJB6","TMPRSS3","ZNF770","TRIM17","TWF2","GCC2","PYY","FAM64A","IFITM1","SMAD5","SEMA6D","C5orf30","SLC13A1","HTR3B","SNUPN","TMEM45A","BARD1","GLMN","TRIM33","UBAP2","ESD","DDX54","CLCA3","FNDC4","FA2H","COX15","EI24","MTF2","EFCAB1","PPYR1","ABT1","ROBO1","CBR3","ADIPOR1","C8orf70","TRPM8","C9orf46","NUP153","SCMH1","SERPINH1","CENPE","HPRT1","UBE2Q1","TLE4","EYA2","CHUK","CADM3","SCAPER","NR4A2","ZBTB20","AASDHPPT","ZCCHC8","RHD","MTHFD1","COL2A1","TRIM36","HGS","TFAM","MAD2L1BP","SERPINA4","PHF3","KLK15","CAPN10","PRKDC","RBM22","SPINK1","UBE2W","PTPN14","PCDHGA8","HABP2","KCTD2","VGLL4","CD28","DEK","FSCN1","TRIM52","KIF14","ZC3H14","APRT","ILF2","DIDO1","C16orf67","SLC39A1","ALOXE3","STEAP1","ALCAM","BCL2L13","SETD2","XPO7","YIF1A","PHF1","RTN3","PPP2R2A","SATB1","TNFRSF14","FLG","BIRC5","CCDC76","KCNJ16","DKFZp762E1312","CNKSR1","CXXC1","RPS11","SUV420H1","C6orf124","EPHB1","STK38","PLOD3","MAP4K2","CEP70","EPHB4","DDX56","FBXL7","CD164","TRPM3","KRTAP5.8","HOXC10","MRPS30","SLC17A1","TRA2A","RABGAP1","RSL1D1","RECQL4","PPP1CB","FZD6","NKG7","PRO1768","COQ2","MYCBP2","TDP1","BFAR","MOCOS","ORM1","CCDC52","ZNF32","TADA3L","COL13A1","CEACAM3","ZNF671","THUMPD1","MAP3K2","KLK11","MSL3L1","CEP27","SEC24B","KIF22","MRPS16","PDS5A","PTPN21","UNG","MGC5590","TFDP2","ELL3","PDHA1","PFKFB3","GFER","UROS","MTHFS","TCIRG1","TMC5","IAPP","WDR68","DDX3X","IHPK2","WNT1","GSPT2","RLN2","FOXG1","LAMA4","BBS5","OPN1SW","KIR2DS4","UBE2NL","BEST1","CASP3","CEL","RPS10","APOA1","RPL9","PAICS","PADI1","MYOD1","U1SNRNPBP","TASP1","PLEC1","RP6.213H19.1","DLG2","CHCHD7","TMEM16A","GJB3","ADM","STXBP6","MEFV","CASP5","ACTG1","HEMK1","FBLN2","DGCR8","SUCLG2","MID1"
1341,6.925004364,8.020884846,4.220350132,3.881217793,4.597208288,7.564437124,3.334510899,4.656527863,10.83130869,5.221708358,3.690407593,6.30419101,3.024829054,3.11947184,7.14869488,6.083585314,6.601577553,6.928656438,6.914435136,7.112370143,8.035038513,5.237234035,3.002968975,4.133593787,3.376836281,6.046352683,7.954190363,6.400358306,3.427030938,3.493535558,4.791555704,6.531072402,4.725251516,7.834428903,6.002516833,3.245375715,6.79982586,6.662280577,4.967239278,6.936564797,3.995132428,8.913629668,8.800438524,4.237148095,6.797207624,5.063167766,3.430663996,4.646912865,4.83972789,5.732324684,7.186389792,6.571785042,3.573215399,7.139947078,3.386820422,4.282383599,5.976492541,6.093172521,5.630109006,3.268658641,5.342806737,3.420733056,3.413165372,7.339870114,7.169607754,3.292528765,6.798069787,3.644990004,3.822437016,3.245324644,4.933516245,8.09469708,3.30888809,8.129944851,6.932485922,4.347344269,4.536929793,6.412553567,6.805022821,9.073790343,4.461989078,4.178458944,6.919732974,3.462929816,5.87744357,6.216690952,4.616420513,5.747713484,6.100373605,6.720981916,5.057453875,9.346793426,8.463553808,7.291555617,3.754700883,2.825665824,5.046738016,5.813001987,6.458072378,5.926458974,5.717603216,5.911161819,9.207427569,6.822465997,4.187497213,3.344475394,4.943817115,5.537973367,4.165975771,5.231070703,4.322444501,6.481624296,4.880083077,8.437812002,3.420165454,4.119858866,3.274435599,6.755356544,3.004756928,6.585238678,6.404461668,6.610363444,4.110992992,8.436977208,6.931653145,3.762487985,3.304568153,6.199653775,6.534548798,5.771818379,6.383324999,5.822371174,3.075218306,2.829104572,6.266564385,5.066003597,3.546094797,3.700337477,4.148510563,6.877507976,4.869559675,7.696814005,5.131248766,6.482244811,5.553230618,4.055169052,7.81608356,5.367129294,3.681115923,6.811443784,3.18211546,6.743900541,5.266807411,7.812849169,6.956239747,4.09162585,6.573751648,6.212213305,5.551628828,3.823024406,3.640164382,5.334556043,6.135005456,7.587398011,3.606966194,3.409505533,2.998713254,3.665851793,4.113088757,5.497932826,3.432918793,3.201554119,6.244980307,3.735446119,5.633514673,4.655402866,9.957132781,10.75675563,11.93585466,7.57563907,4.205314049,4.858542237,7.154251819,5.158858193,4.136581903,5.447075405,3.237577746,7.193041465,9.094514431,3.681343516,7.715925448,3.353020392,3.566966595,3.827888378,11.48670063,4.446367885,4.19995056,3.757081097,6.542216195,5.006561158
1384,6.249556193,8.412534185,4.724321077,4.510414319,5.243948544,7.595355494,3.083406122,5.274149483,10.51066181,5.219552602,3.93181597,6.839466872,3.16497289,2.983195513,8.186552408,6.993509674,6.293104226,6.063184063,6.728432703,8.070685534,9.32122417,5.42903455,2.899322715,4.070662935,3.885103602,5.748283871,8.443617416,6.226848139,3.063874614,3.265053273,5.135207167,6.392992485,5.348917487,7.596250734,6.324637234,3.433624279,6.707539023,7.945679315,5.804920051,7.495487759,4.199819096,8.697811548,9.488615152,4.67389078,6.456346644,4.941294731,3.537506832,4.681208488,3.892904534,6.335778645,6.793621962,7.44236343,3.317317793,8.293031096,3.246800605,3.728640395,5.963529722,6.58565233,6.866922044,3.084434875,6.331752749,3.224892552,3.332414815,6.06569601,8.277837764,2.99024275,5.358228501,4.021018923,3.848946091,3.356859613,4.98390551,8.471138723,3.25681278,9.879803184,5.600475672,4.088686353,5.161894877,6.72970164,7.115039839,9.255147605,4.905732022,4.215909906,7.057673004,3.3591911,7.479650642,7.284737701,4.792020128,5.929040648,5.753758345,7.244951862,5.856021672,8.637856645,8.189078008,5.860207318,4.984504077,2.862494154,5.403998892,5.905113173,3.165671147,6.131067388,5.846628002,5.967822465,10.12205922,8.206615708,4.717888388,4.17882515,6.040347085,6.55105295,3.679461737,5.664885161,4.591155356,5.499493259,4.896927693,7.582778503,3.120598597,4.187269302,3.194964505,7.27373073,3.045295069,5.831845526,6.808158692,6.318773651,4.1986655,8.193804313,6.462242889,3.771920714,3.33489438,5.88457179,8.408053562,5.845169188,5.740254588,3.723002281,3.198339821,2.801790936,6.243101038,5.122792298,5.340446969,3.467585526,3.351817308,6.449883133,3.886426599,8.581041131,5.252922357,6.474806823,6.947200654,3.955295249,7.727461103,5.157524268,3.526303176,7.62559838,3.229242907,5.538271715,4.952413069,9.030436289,7.575179365,4.062195552,5.918664736,5.713189623,6.299862553,4.871554948,3.673655862,4.769713169,5.949788782,6.731910433,3.637523144,4.467499582,3.722103231,4.174855907,4.434567402,5.842551091,3.738760458,3.488887485,5.828317717,3.351105304,6.170270913,3.205031942,10.63840222,7.037249496,12.21206588,6.96739972,4.39612105,4.517053351,7.149069649,6.040546254,4.81661476,4.825351683,3.122053218,7.388550118,4.843564954,4.517845007,6.256346345,6.884335159,3.557099632,4.184230672,12.01104618,4.745605704,4.877733936,4.171650064,7.04450852,7.46401059
1451,5.749650551,6.512942716,4.429501626,3.576692389,5.228934919,7.439675939,3.103984556,4.731696893,10.93844804,5.339366434,3.66853575,6.587867571,2.961732026,3.014324799,7.722580237,7.744063098,5.584806561,6.24697148,6.106352711,6.86270867,8.517974485,4.778150942,2.917549727,4.107792073,3.479387539,4.763244387,8.841918732,5.916251605,3.258782094,3.234285056,5.518419283,6.4642719,5.755820849,7.503763031,7.502358984,3.678971223,8.125756821,8.182909558,5.234878813,8.27619854,3.749012144,8.877208295,8.764910355,4.960102449,5.906724382,4.329948357,3.439415336,4.519330187,6.589384157,5.844399382,8.34678396,7.476751271,3.184054169,8.176091409,3.206158248,3.300989824,7.012192467,6.580343802,6.483565856,3.132401512,6.026992768,3.576613166,3.401277062,6.077819891,8.264036487,3.203440312,6.368057324,3.701081362,3.742835204,3.417264073,5.273772412,8.154367413,3.319327852,9.850185407,5.668751273,4.483241952,4.476930212,6.697292021,6.741434377,9.16365029,4.841400897,4.554457466,6.468091388,3.309696995,7.591246684,7.361680387,5.941263204,5.538385399,5.506155618,8.463024143,5.951231436,8.327562101,7.764382751,6.312604226,4.855354221,5.744154689,5.812769866,5.688140476,3.044161455,5.480129606,5.410185932,5.756141844,10.15898975,7.562998848,4.273739266,3.740394084,6.465473365,5.973172969,3.462483426,6.011167186,4.519728744,6.375894533,5.127691014,9.111733143,3.155900472,4.20104957,3.539265799,7.899395372,3.015650187,5.999941009,6.099599031,6.527018044,4.733111444,8.515089819,7.961160417,4.029067115,3.285613592,5.805794343,7.027871921,5.885439073,6.451989309,4.940138283,2.95728133,2.887850811,7.043632775,5.024502585,4.541526308,3.534571832,3.696745356,7.095130418,3.608387942,8.494393084,5.344572239,6.29185207,7.108914431,4.241290613,8.648559464,6.069550398,3.483435836,7.235776438,3.264823406,6.115190534,4.366249901,8.075696863,7.637301911,4.399853281,6.621194927,6.549991779,6.946477444,3.827934592,3.607324443,5.059263088,6.13393598,6.206081916,3.587698213,6.847586249,4.692528348,3.701348982,5.3445847,5.948524974,3.383812907,3.424196537,5.722725205,3.19303635,5.651945984,2.957853503,10.6782022,4.855929314,12.59218669,8.305249072,4.161713468,3.905469824,7.021654898,5.886710977,5.135235668,5.814995058,3.061715461,7.251563312,3.533471849,4.496152579,8.07959611,6.942953103,3.545817384,4.043541834,12.41342792,5.245691528,5.040397089,4.539375145,7.071596894,6.305665039
787,6.468696001,5.202226227,5.013031768,3.929570677,5.516075587,7.465425659,3.038436782,6.001417472,11.04232701,5.049324609,3.621469175,4.802171893,2.940154596,3.131015561,7.726325963,7.143184668,6.226279148,6.87858953,7.718984943,7.701525605,8.345087374,5.040381703,3.023214079,4.211703263,3.846016084,6.594114304,8.543529376,7.157773886,3.011364622,3.378886576,5.247880299,6.273974686,4.873086215,7.996663206,6.985732255,3.402135498,6.483087048,8.201530339,6.460221272,7.772724231,4.922775834,8.477756043,9.573360575,4.451475505,7.168065627,5.942864088,4.249905948,4.483758589,4.404806347,6.364336673,8.021331777,7.7659754,3.284084318,7.938909858,3.184837972,3.781993671,6.700608093,6.3115891,7.524041753,3.099751186,6.69782003,3.455013725,3.353972342,6.293767708,7.881271013,3.345664989,6.694119795,3.874282645,3.831871034,3.40533782,5.475075836,7.940294238,3.213746352,9.821133908,7.077487432,5.219928608,5.112724087,6.78601621,6.677320812,9.109820135,5.399915588,4.332281087,7.339906123,3.222959214,6.672172485,7.847194346,6.563212102,6.028761834,6.138246954,7.710880091,6.338686472,8.138108651,7.702140655,6.709384873,5.158465157,2.735692567,5.516441981,6.919929874,2.787704123,5.792078332,5.061324053,6.295296708,10.14079405,8.177553972,4.620759915,3.518958645,6.951511506,6.942974574,3.979136185,6.042894402,4.786441938,6.788975954,5.196681813,8.156814651,3.094026447,4.12313043,3.601804673,7.080558624,3.016393451,6.425261499,6.912198249,5.519993468,4.395273934,7.919240424,6.954605283,5.033642787,3.135368453,6.620859454,8.220044521,6.065935086,6.217200565,4.976428822,3.079547284,2.840184846,7.153376375,5.07782869,4.289926991,3.553340552,4.197355145,7.155921003,3.748715045,7.246579699,5.238831539,6.369941805,8.003571782,3.657216051,8.099593413,5.787097288,3.559748636,6.829365148,3.141990321,6.368593182,5.642117044,7.946636196,8.207789474,4.174304897,7.35538457,5.615961279,7.15355064,3.573063386,3.557168362,5.793389381,6.440562779,6.19810777,3.37596769,7.466410964,2.954414923,3.788764027,4.84943975,6.287187194,3.523677763,3.142366212,5.646495098,3.425631336,6.036408072,3.348171625,10.45204463,7.51918883,12.13144629,7.293816671,4.275258365,3.907186834,6.739363034,5.936135039,5.119376531,5.415455529,2.833262945,7.356027819,3.192002881,3.451240296,8.46769609,6.657053224,3.337778678,4.101467121,12.03939367,5.141886513,4.628507951,4.703492274,7.187613647,5.28132476
312,5.855549936,9.569692813,4.371152082,4.653822109,5.2396935,7.978168238,3.130565064,4.125502232,11.05865735,5.267058114,3.745975742,6.241984313,3.220061501,3.036169419,8.073173839,3.551737124,5.632677986,5.069203241,6.65279553,7.840164576,9.174321815,5.55383644,3.074244381,4.227408092,3.978038239,6.365345806,8.954407734,5.75407419,5.02744068,3.310302961,5.171116006,6.785197809,7.636166573,8.190307273,6.865634359,3.803117243,7.585722693,8.192172543,6.186035781,6.299767689,3.865172743,7.536492089,9.607834059,4.292910794,4.102545072,5.42389633,3.434163064,5.435070344,7.85974472,6.733736862,7.618135319,8.332761028,3.263239968,7.915488638,3.419721445,6.218407145,7.228206578,6.842178827,6.673847443,3.154119524,6.776896327,3.142091005,3.562205152,3.815645874,8.08126562,3.083758155,5.539615702,3.623355407,4.189619032,3.44668276,5.725770537,8.689545259,3.236554834,9.110933591,5.371407098,5.442096223,4.291162828,6.18362675,6.332025345,8.596266546,5.875842418,4.484500502,7.102638776,3.575441494,5.990228898,8.05470334,5.816686919,6.360706725,5.650741822,6.85573137,6.361085583,8.983436654,7.674237642,7.487411713,5.555234718,2.932544042,3.819532431,5.176242709,3.047810545,4.17340128,5.384463107,6.563176717,10.234003,8.223984151,5.509872961,3.469121838,6.159090791,6.720476931,3.45493945,5.62104252,4.370692461,6.667673447,4.58241445,7.537615009,3.228903808,4.412369432,3.693442929,6.665466259,2.987948684,6.579808617,7.576275583,7.797764517,4.044972032,8.168409382,6.264029613,3.73041976,3.469326449,5.417611502,8.62498583,5.061875289,6.553600235,6.146532941,2.826395352,3.448047725,6.894716663,5.041374908,4.009105889,3.477687253,3.444348151,7.75440638,3.609564167,7.533058174,5.149920429,6.614743763,7.955850035,4.277763004,7.992064001,5.670359965,3.379691286,7.733264979,3.150258927,5.783096955,5.962104086,8.319131838,8.902637692,4.367557259,6.909350646,5.96831031,6.871089769,6.30900554,3.880874521,5.42990523,5.7797448,6.098320001,3.381304641,4.641327012,5.131345177,3.818485245,4.572108754,5.830060982,3.746263358,3.078176548,5.701176039,3.499155024,5.600148166,8.073210621,10.74783004,4.896678207,12.50352661,7.485384421,4.496468965,3.693138843,7.144453648,6.056861928,5.022509372,6.611807847,2.896803925,5.668158509,4.109359303,3.699211504,3.188853515,3.720362635,3.64732502,4.14747124,11.89085104,5.691435666,3.35327796,4.635869649,6.964944347,6.680684448
524,5.741265248,6.776672579,3.444269786,3.774711668,4.010334483,7.279941653,3.19672368,5.161316441,10.37191992,5.255831939,3.766095341,4.624550732,3.187204502,3.038507449,6.884514312,7.736140013,6.322055081,5.239779872,6.671579074,7.651291961,8.186474427,4.322252762,2.953035682,4.380014445,3.739517244,5.630209346,8.053748601,5.749587746,4.938967182,3.530586366,6.348547846,7.390736675,4.137220694,8.648929032,6.046089518,3.550503733,6.380836489,7.627433358,5.424537816,8.717055093,4.007198746,9.034559708,8.921126152,3.664706706,7.069749509,5.34704048,3.541386164,4.250408157,3.926708971,4.324807099,7.865466155,5.94922685,3.205149207,8.879670274,7.934530086,4.596508835,5.702038641,7.246834666,7.06714251,3.536503353,6.433379646,3.312197042,3.51123207,8.268724595,7.047347112,3.239982163,6.304620928,4.28393205,3.622113501,4.222629247,5.428492313,8.787799758,3.215557439,9.139801133,6.277134839,3.519663485,5.080473559,6.887679415,6.374010252,9.804943578,5.286353155,3.996456938,6.569992782,3.527941905,6.30801469,7.082953173,5.393107606,5.231854277,5.685126363,7.427947187,5.033191082,8.61739202,7.522541783,5.823183051,3.594986973,2.9561652,6.710109811,5.407304724,3.76471369,5.769694003,3.918361836,6.124369518,9.246551141,7.605276378,4.258710078,4.550929576,6.37275336,6.270229159,3.710840794,6.890496505,4.922175326,7.190874053,4.3555608,8.082123534,3.251940889,3.603068706,3.415578799,6.14542642,2.945866546,5.761631575,7.909704879,5.818676665,4.334978372,7.875414806,7.440433514,3.184374007,3.621039501,4.556251339,6.147668111,5.83011564,5.909299825,5.032618854,3.059070449,2.699759777,7.312426824,5.219745786,3.597369258,3.575570522,4.549976508,7.975960066,4.387687764,4.670850281,5.207898474,6.162422985,5.767516486,4.289149146,7.905429517,5.150663036,3.737553105,7.341181901,3.133221091,7.038096461,4.035796016,8.615413327,5.166061306,4.103705129,7.111241396,6.447006018,3.623634602,3.906885826,3.330947232,7.341292,7.381948185,6.462825126,3.663002631,6.677739424,5.110867818,3.856328446,4.225548436,5.305119345,3.312299126,3.088115499,6.595563337,3.392241683,6.100518621,6.835020783,10.32037625,3.918494778,11.94921937,7.133542678,4.22731745,3.820382916,5.864358938,5.39215362,4.220093541,6.391757404,3.096037896,7.13572087,6.188555645,4.508408597,4.2790076,8.085414106,3.629385304,3.536637452,11.87371492,3.963918952,6.873161708,4.290020676,6.497241412,6.510650458
2742,6.683421834,6.690049034,4.483023679,4.256733612,5.35128718,6.951053352,3.049089913,5.584338986,11.3043218,5.596805783,3.715745239,6.252353741,3.132994479,3.171040088,7.278852385,6.365717175,7.579852686,6.26175334,6.75304073,7.456449549,8.943384235,4.683566721,2.917625386,4.219907787,3.86844043,6.779548644,8.942769073,6.273731299,3.290766137,3.301977976,5.356941664,7.001908604,6.986038615,7.949715948,7.258912606,3.548120706,7.341175927,8.381029447,5.25185062,6.935662444,4.137450865,9.388858689,9.09832225,4.585985549,6.649865526,5.38381238,3.547319252,4.596349134,4.964578659,6.61116104,8.259256939,7.642634789,3.167766802,9.144173392,3.210770319,3.629103884,6.250659413,7.224217967,6.802429786,3.067213591,6.417029402,3.418327342,3.288683195,7.06764443,8.201167459,3.018734355,5.862132868,4.017000874,3.720138296,3.278642004,5.013515044,8.540316674,3.325298317,10.66013183,5.942402821,4.843069281,5.717507414,7.399088696,7.375468636,9.387940925,5.141676848,4.264419978,7.057157519,3.440631463,9.027474597,8.610034231,5.559629621,6.105149213,6.174796489,7.520408748,6.115518387,9.171626702,8.77226322,5.726258288,4.248733977,2.859028072,5.760089975,6.279199504,3.096613827,6.593934739,5.442029255,6.164699814,9.936838026,7.234974387,3.870233572,3.82291212,6.317340153,6.502586248,3.404265192,5.762175599,4.757016681,6.639945098,5.202574195,8.044824158,3.15854405,3.543883791,3.426075449,7.669694886,3.195176933,6.213634085,6.531244731,6.531737088,4.556779783,8.414740971,6.964299969,3.237391458,3.43249424,6.657046571,7.121726846,6.214681524,6.816812482,5.407034056,3.050235276,3.031111889,7.004221495,5.177582408,4.384951552,3.759351729,3.37611015,7.273158446,3.977665113,7.999419614,5.297418272,6.15445302,6.849145542,4.414238505,8.580440188,5.453080191,3.599248191,8.322004866,3.170498316,6.657986205,4.840634455,8.789104449,8.012211908,4.539423307,7.153865254,5.984952949,6.159953232,4.257550851,3.752226478,4.711470792,6.172707976,6.711280361,3.657961354,3.660887597,4.843130351,3.992352422,4.036172438,5.723414619,3.425240494,3.182214898,5.83010258,3.286224679,5.599908303,3.337775684,10.62347508,8.605196561,12.15748248,7.589307342,4.695155742,3.555855376,6.731038574,4.595085915,4.563653411,6.162400088,3.094371871,7.587169299,3.322839453,3.498287297,8.79283715,5.673100058,3.639830753,3.958055185,11.73241982,5.375493162,3.599922941,4.323018603,7.252236786,6.629001688
2687,5.979190101,7.118574235,4.926137342,3.760746034,4.795371067,7.750199724,2.999550023,5.937655425,11.47480002,5.530985158,3.891021315,6.073445349,3.017930469,2.881060268,7.920903708,5.541512601,5.620004091,6.110679718,6.495171401,8.002842994,8.475460954,4.888916841,3.132518713,4.360945381,3.406003444,5.17603128,9.1369786,5.647436907,3.110060296,3.56150122,6.102616192,4.343491266,3.89392232,7.941001115,6.941871757,3.655269427,7.028007881,9.203168894,5.755617747,6.993808342,3.706770644,9.155553722,9.4882453,4.76333882,7.810425719,4.691445357,3.391526807,5.020118454,5.656630201,6.966520678,8.874080729,6.952865194,3.38281846,7.863009676,3.559334492,3.01831226,6.273539093,6.897136964,7.188227827,3.227468467,6.515604081,3.343046339,3.382154851,6.698057619,8.488156654,3.163674703,5.708700506,3.941282281,3.921147132,3.525166992,5.041593318,8.309660501,3.278378842,10.96761608,6.163274836,6.66163492,4.750123037,6.321947907,6.954390338,9.251428955,6.627499931,4.516642514,6.795406146,3.45579326,8.184186321,7.275475208,6.384579305,5.723830796,5.160435734,8.536085209,6.255712816,8.17027886,6.852789222,4.939432867,5.154804051,2.929338604,4.292884261,5.848423036,2.967341403,5.89969048,5.025940625,6.221700541,10.32877695,8.899623922,6.443727555,3.781666373,6.774976929,6.712146393,3.389591299,5.777344823,4.655394895,5.761261677,4.699847447,8.541427641,3.259315997,4.474993554,4.014862794,7.658694942,3.093053369,6.360003651,6.710620749,7.177494968,4.373387585,8.32427478,6.119989593,3.279208291,3.243934602,6.302065022,8.173920621,5.009846894,6.968624523,5.756461647,3.010644882,2.849272416,7.083627837,5.013454218,4.588032562,3.612549304,3.749765926,7.832957985,3.816139922,5.480955457,4.860136355,6.29496788,7.728475054,4.055232448,7.999092076,6.012586861,3.402682527,6.473616701,3.161655351,6.361853575,4.471907612,7.431598855,6.576071172,4.576250668,5.730287381,5.861135951,6.360429984,4.0898088,3.679409332,5.197642505,5.967487322,5.578627677,3.666404003,7.199253124,5.405521557,4.008548133,3.918841951,6.036358097,3.370280194,3.251906804,5.557694601,3.50851934,5.405200555,2.994768186,10.81925253,6.452860824,12.39932187,8.148449273,4.420618192,3.918416343,5.906503009,6.405071069,5.756770896,5.474909163,3.027039861,8.210347324,4.465728308,3.411074655,5.879039393,5.492985139,3.621922301,4.031131413,11.94199539,5.189249221,3.474324108,4.465006455,7.388309678,7.235122267
1470,5.059485573,7.725731851,3.741804252,4.325975424,4.792513793,5.326615049,3.173773041,4.938223048,7.284487934,5.530542551,4.131108219,5.193029881,3.160425423,3.018775607,6.242814017,4.853042509,7.519033417,4.897842964,5.724009686,8.049788571,8.272358547,4.518244695,3.114610376,4.275726682,3.806087492,4.681797201,7.851007148,5.530793989,5.755606032,3.60818837,4.524997641,6.022817332,7.895299119,7.230155921,7.674992087,3.758829508,5.900442773,8.155011663,6.004029596,5.715705864,4.165460617,9.080802079,8.737418285,4.910827703,6.264524783,3.732936784,3.713668222,4.935649856,5.370129306,7.824578316,6.6712441,6.46308428,3.326137038,8.503581322,3.282265517,6.738261967,7.720624615,7.224192055,5.508446923,3.491810047,6.026825652,3.280103407,3.486060665,5.936871266,7.304450063,3.634033519,5.371920582,3.30091765,4.537208919,3.3007261,5.694116393,8.962348601,3.455508587,9.321300153,4.589130264,4.684747978,5.283975981,5.898453776,6.447600741,7.169176492,5.497491411,4.499059258,6.725874111,3.491406392,4.412309857,7.676626549,4.619187298,6.017256993,4.801799026,6.363032677,6.550967493,8.370588973,5.474110796,7.468557301,3.982717985,3.200301472,6.641409817,4.245032551,3.894261669,6.650825074,5.543679104,6.729230821,10.06820933,6.30770167,5.681529683,3.630742378,6.548484697,6.555004126,3.540900872,5.418718259,5.128368841,6.764026216,6.320203523,7.578931897,3.426927192,4.535626249,3.855608864,6.663387521,3.388082208,6.910690394,6.685547422,6.161490211,5.202436094,8.29372646,4.709743602,3.542728199,3.395571397,5.746510016,7.151419352,4.28260107,6.533324622,5.654952599,2.991690162,3.20224581,6.055911925,4.940154596,3.89837572,3.668378957,3.479291685,7.57641111,3.506862624,5.04317601,5.767250962,7.254986775,6.91328626,4.481829358,6.609513895,4.970611482,3.633603913,8.240772557,3.282543665,6.214528274,4.565368835,7.62342228,5.789460413,5.27936616,5.26967831,5.187910352,6.950615697,5.505992982,3.391881405,6.037753714,5.518578484,5.939422016,3.366954071,4.976140785,5.471920136,4.001515746,4.239032651,6.487137507,3.660121493,3.294165819,5.622679243,3.559651092,5.465939501,3.419132351,10.0950607,4.165375813,11.44183137,7.100039243,5.060912425,4.097254964,6.131477379,4.854935136,5.556193911,6.505858185,3.159505523,7.500154047,4.675090539,4.777302378,5.306190636,5.612033588,3.538015298,4.013741801,11.38149833,4.811702964,3.644937762,5.169030414,6.39734052,8.752467117
1163,5.837019503,6.961744742,4.689146592,4.03150266,4.603974902,7.478029693,3.304976938,6.282488521,10.9841108,5.076242146,3.892540408,5.985077374,3.228568299,3.025135506,6.754847245,8.982345284,6.67214874,6.101026222,6.641333187,7.934007997,8.116763233,4.830778333,3.140739919,4.528454468,4.162132211,6.255153513,9.370730769,7.351971201,3.417891521,3.617164874,5.245082761,3.453357682,5.162513494,7.887212247,5.696474546,3.728120745,7.344255402,8.188508107,6.242579416,6.96264267,4.217547899,9.334493713,9.436997788,3.656079257,7.396334842,5.746028655,3.53435252,4.283166654,4.007099489,6.840731927,8.510067888,6.730465576,3.248097096,8.417106042,3.670217636,3.206829855,6.01672618,7.233716212,6.397533895,3.312398848,5.851572349,3.352929095,3.27999987,6.671677327,8.204883035,3.340561878,5.646327101,3.590716671,3.614880553,3.607242595,5.275930671,7.969644998,3.37341374,10.24440812,5.469033127,4.382249331,5.073385853,6.839807358,8.039001015,9.273921062,5.30007098,3.697213317,6.642353738,3.38429314,7.721616368,6.487051001,5.741860095,5.356450224,6.080327328,8.42165999,5.553924304,8.452293155,8.26578099,3.917521501,4.838126152,2.988122879,5.859076334,5.574782328,7.34600912,6.228102772,5.296830949,6.690207114,10.12507162,7.983543031,4.627058464,3.412402513,6.432795721,6.882309726,3.848079035,7.0919541,4.590094383,5.597772855,4.391024451,8.339029688,3.437635634,4.597991485,3.39435043,8.636684466,3.192082521,5.336788336,6.84293908,6.559881292,4.037166533,8.160836695,7.115335338,3.400150062,3.487996145,6.769818578,7.027538716,6.821826522,6.974406537,5.820871256,3.286191536,2.846174421,7.412134609,5.25873049,5.059529802,3.562364951,3.489419256,7.814644558,3.682491339,9.198045253,5.416946834,5.764757621,7.035141237,4.603596352,8.250432735,5.538258214,3.625739495,7.924551304,3.192318403,7.114789705,4.054004905,8.664726885,8.666077472,4.334352403,5.981201776,6.148520182,5.889382714,3.706659788,3.740256853,5.365484914,6.164040689,6.287653205,3.361789334,6.115828231,3.672406457,3.944715903,3.703654696,5.526946908,3.454546555,3.50700471,5.394059652,3.206170174,5.955860054,3.16376759,10.66973197,7.340398069,12.2154465,7.984288413,4.104323925,4.572147507,6.181301511,5.937282844,4.146602235,6.550715907,3.106106979,5.617752285,8.748184863,3.295515184,6.962523708,6.398000837,3.66614868,3.772150336,11.96459047,4.577078986,4.832179412,4.5803591,6.667934238,7.243776585
