"response","DNAJB6","TMPRSS3","ZNF770","TRIM17","TWF2","GCC2","PYY","FAM64A","IFITM1","SMAD5","SEMA6D","C5orf30","SLC13A1","HTR3B","SNUPN","TMEM45A","BARD1","GLMN","TRIM33","UBAP2","ESD","DDX54","CLCA3","FNDC4","FA2H","COX15","EI24","MTF2","EFCAB1","PPYR1","ABT1","ROBO1","CBR3","ADIPOR1","C8orf70","TRPM8","C9orf46","NUP153","SCMH1","SERPINH1","CENPE","HPRT1","UBE2Q1","TLE4","EYA2","CHUK","CADM3","SCAPER","NR4A2","ZBTB20","AASDHPPT","ZCCHC8","RHD","MTHFD1","COL2A1","TRIM36","HGS","TFAM","MAD2L1BP","SERPINA4","PHF3","KLK15","CAPN10","PRKDC","RBM22","SPINK1","UBE2W","PTPN14","PCDHGA8","HABP2","KCTD2","VGLL4","CD28","DEK","FSCN1","TRIM52","KIF14","ZC3H14","APRT","ILF2","DIDO1","C16orf67","SLC39A1","ALOXE3","STEAP1","ALCAM","BCL2L13","SETD2","XPO7","YIF1A","PHF1","RTN3","PPP2R2A","SATB1","TNFRSF14","FLG","BIRC5","CCDC76","KCNJ16","DKFZp762E1312","CNKSR1","CXXC1","RPS11","SUV420H1","C6orf124","EPHB1","STK38","PLOD3","MAP4K2","CEP70","EPHB4","DDX56","FBXL7","CD164","TRPM3","KRTAP5.8","HOXC10","MRPS30","SLC17A1","TRA2A","RABGAP1","RSL1D1","RECQL4","PPP1CB","FZD6","NKG7","PRO1768","COQ2","MYCBP2","TDP1","BFAR","MOCOS","ORM1","CCDC52","ZNF32","TADA3L","COL13A1","CEACAM3","ZNF671","THUMPD1","MAP3K2","KLK11","MSL3L1","CEP27","SEC24B","KIF22","MRPS16","PDS5A","PTPN21","UNG","MGC5590","TFDP2","ELL3","PDHA1","PFKFB3","GFER","UROS","MTHFS","TCIRG1","TMC5","IAPP","WDR68","DDX3X","IHPK2","WNT1","GSPT2","RLN2","FOXG1","LAMA4","BBS5","OPN1SW","KIR2DS4","UBE2NL","BEST1","CASP3","CEL","RPS10","APOA1","RPL9","PAICS","PADI1","MYOD1","U1SNRNPBP","TASP1","PLEC1","RP6.213H19.1","DLG2","CHCHD7","TMEM16A","GJB3","ADM","STXBP6","MEFV","CASP5","ACTG1","HEMK1","FBLN2","DGCR8","SUCLG2","MID1"
288,6.08151367,7.797752744,4.436933886,3.904754688,4.894901191,6.808990091,3.166756892,4.44642771,8.603289931,5.420690401,4.775207673,5.989576403,3.275117954,3.112735062,7.038138335,7.030559042,6.2888527,5.592571892,7.127161059,6.784678373,9.085289286,4.819303406,3.241807174,4.329355653,3.670807393,6.307826442,7.857725347,6.495363444,3.509464785,3.392389752,5.446975866,7.621474317,3.92493516,6.702787355,8.200212405,3.806516583,5.030087506,7.169446887,5.70855107,7.515149629,3.792936417,7.601799573,9.871065509,3.6925491,6.36490009,4.365494793,3.425624037,4.807138306,4.777282007,6.697889688,7.363796692,7.430124413,3.514763046,7.884238912,3.764384878,3.29289465,6.412050726,6.220759431,6.173987697,3.113305639,5.527251839,3.266211066,3.946082407,6.48142635,7.621546084,3.134383075,5.793300368,3.980560524,4.081940423,3.591538554,4.875734543,8.425489457,3.324065287,9.602258352,5.808291776,4.487912757,4.010738603,6.84335505,5.740523789,8.911258756,5.60444679,4.728644755,5.999769009,3.654436088,3.549216986,4.821256456,4.403953399,5.576682126,6.392987508,6.260266328,6.360147295,9.098503454,8.734280029,6.69377566,3.899788928,2.799592103,4.679946824,6.286404626,3.623816759,5.466542029,5.789438025,6.831125999,9.986421734,8.455934322,4.448018225,3.947165956,5.844801238,6.643877983,3.447979646,6.319177605,5.489264646,5.96962436,4.264139458,6.639326024,3.332742183,3.848615682,3.437115167,5.317347192,3.157119455,9.346294999,7.632122367,6.231188215,3.531615264,7.091029356,6.346114928,2.918236618,3.672914095,4.985636287,7.904733468,5.368905785,6.261668274,3.794596428,3.448601945,3.075108601,7.072372906,4.760048745,5.420411695,3.622221997,3.207256116,7.192196327,4.259339992,7.858210129,4.803473117,6.9064931,7.358935793,4.196819865,7.577065497,5.443311104,3.587686998,8.382578778,3.45773481,7.38294864,4.525755205,7.772443555,8.259040232,4.097845838,5.282881274,5.571477922,5.888264254,3.809660202,3.442168884,5.436132905,5.682805606,6.569345725,3.414705105,7.296947705,3.71771909,3.974955511,3.903994254,6.501316412,3.17070689,3.30319169,5.617557928,3.526966602,4.971519523,8.145981729,10.55397339,10.94076209,12.02915965,7.317497906,4.697539347,3.609791949,6.448762613,5.249547079,4.113414863,5.360749718,2.992946113,8.11060119,3.607691069,3.329191799,5.414840437,3.642893977,3.629113225,3.707242633,11.71652236,5.569141722,6.599690418,5.043175676,4.775124766,4.833052598
1756,5.772599403,8.533189622,3.920403016,4.237162248,4.475300758,8.765667713,3.570326395,4.628064233,10.54636309,4.987108194,3.463049346,4.696645506,3.149363067,3.041857638,7.408234231,5.930879337,6.060408817,5.286739782,6.922009503,7.262642003,8.245314053,4.705322527,2.98806999,4.306596042,4.210325026,5.281734666,6.137286841,6.029313348,3.432816234,3.262743927,5.54399845,5.381879158,4.713345922,7.167427334,5.133101909,3.573321046,6.92407798,7.428572563,5.430513934,6.631133527,4.167895402,8.440413616,9.178456056,4.374200144,4.290869186,4.034667168,3.331315942,4.785300397,5.092851805,6.365986365,6.238314786,6.930259993,3.317828124,7.116397587,3.274798709,3.640673341,6.190952098,5.406448061,6.216702496,3.238728641,6.227249135,3.4313512,3.423134252,5.538434423,7.103536263,3.478285142,5.144765896,4.015273306,3.935168108,3.546120474,4.739768663,8.161155723,3.464521322,9.645133524,5.640640799,4.635718895,4.275970443,6.949817273,6.171578756,8.494900862,5.08277033,3.615566218,5.894422479,3.466861989,7.086519178,9.005455967,4.929603543,5.376192837,5.675375623,6.028756608,6.535726855,7.238593083,7.567965241,8.086122454,4.910546393,3.119062539,5.196133374,5.193087199,3.114137406,5.52285459,5.822598934,6.906465851,9.564970019,6.071323235,4.810770971,3.730811433,6.685320491,7.230424362,3.659270262,5.784718805,3.990438656,6.122058117,4.907350794,8.526442525,3.20482484,3.424921673,3.317805634,6.805001066,2.748167559,5.724960929,8.239897114,5.814256219,3.623077833,7.432800308,4.835426127,3.901805266,3.215164143,5.302667787,7.168741275,5.447542352,5.562289363,4.035659447,3.105325885,3.090261702,5.97719239,4.902078623,3.797314705,3.584089023,3.596398502,7.090903568,4.581712268,7.030206078,5.345053525,6.352378764,6.858004432,4.390073943,6.683089063,5.585486265,3.804577334,7.323817978,3.221361877,6.244856076,4.261903377,8.731267855,6.648224149,4.237088998,5.502838115,5.608804258,6.207728716,4.889308716,3.671536208,5.468703582,6.381500309,5.673670202,3.426018999,4.556507107,3.204593382,3.843182694,4.056392463,5.949360005,3.512848946,3.108921767,5.559614102,3.579875698,5.476448578,4.211457904,10.40418241,3.521960043,12.08790807,6.420876945,4.532823059,3.724454108,6.393960968,5.146488814,4.892407462,5.747782413,3.135673281,5.826769384,3.436198114,4.297692395,5.931095017,7.067060263,3.32223543,4.296576126,12.18560683,4.385144224,4.332749421,4.910135444,5.385336607,7.095976911
546,6.260850207,9.280368945,4.246284959,3.937742967,4.391017107,7.343656351,3.173858877,4.676916601,10.62071864,5.104968682,3.987982242,6.69003944,2.944970708,3.024296624,6.547706387,5.015520885,5.859798264,5.901521822,6.046037546,7.321599089,8.889341769,4.464881106,3.117711737,4.685115452,3.152712055,5.792396425,8.789726856,5.878641351,3.140342539,3.340365332,6.232230311,5.114464228,4.803332394,7.701342635,5.15020577,3.737305839,6.781545718,8.093163008,5.425500213,7.115963449,3.511589562,9.590050168,9.949895711,3.887545183,7.53712098,4.054491212,3.667035724,4.274457354,6.077493788,5.365336728,7.664196715,6.259931428,3.031519823,7.900750103,3.242010926,3.503982191,6.927871077,5.157377932,6.744798533,3.092977746,5.750363311,3.15275166,3.645801666,6.086794342,7.915577626,3.331672669,4.736188849,3.582090745,3.774969491,3.529957359,5.376057408,8.082440634,3.23958775,9.72478403,5.344668265,4.622851581,4.026243125,6.368075713,7.840278122,9.517978689,5.467422339,3.975996176,7.109324547,3.524654694,7.842197534,8.908306671,5.829487289,5.573930045,5.444592322,8.08184504,6.235121244,9.690756901,7.573278973,7.26501692,4.867262995,8.647077939,5.101028467,4.822249304,3.425411084,5.77962729,5.528080141,6.187844071,10.23294784,8.104779971,4.65674126,3.882105571,6.358423702,6.698694282,3.722683311,5.891087251,4.179577023,6.750696867,4.692913528,7.64347365,3.190066992,3.7548927,3.275192566,8.379804168,2.989775863,6.008222746,6.218447795,6.722210196,4.130821903,8.020134226,7.446396409,3.842614197,3.840296757,5.666533598,8.17607436,5.542391803,6.256645658,4.866236315,3.500013352,2.943719122,6.331274524,4.955248327,4.669333303,3.731491505,4.077971591,6.537659438,4.179554397,7.642746268,4.881298556,5.270163559,7.152613812,4.258956443,8.139750712,5.508220097,3.619970743,7.392373242,3.142984225,5.797377545,4.65384878,8.227313337,6.539667879,4.365861052,6.612902234,5.896018864,6.6651342,4.398802394,3.961085416,5.746328973,5.748259811,5.710962045,3.486211444,5.468498138,3.210480508,4.052041282,4.444505881,4.882957085,3.551110701,3.395540934,5.456413577,3.588889477,5.279050972,3.099575596,10.74019209,9.605342399,12.32778177,7.819846087,4.599128984,3.586546737,5.688894942,5.376674553,4.710923486,6.091471706,3.212150951,6.639025995,3.41377369,4.116450575,6.298651067,7.182017531,3.424514366,3.752155616,11.96232865,4.467633409,3.837626297,4.777766396,6.397084824,6.474545682
1081,6.024152534,4.575189523,4.436425748,3.899189562,4.871376434,6.787630898,3.064586872,6.051517142,8.138789412,5.009208426,4.304271098,5.218052626,3.331717629,3.128199847,7.133685496,7.81728827,6.180432771,6.449276124,6.675273529,7.427187247,8.63663336,4.900449038,2.9198407,4.4695514,3.888185087,5.734739385,7.361139411,6.601863147,3.550439382,3.417569913,5.804830368,6.699951628,4.1160036,7.142858213,5.761845294,3.771365945,5.660001552,7.743026139,4.567204917,9.844436834,4.886394037,7.821908539,9.973655593,4.794067174,7.696603802,4.387976674,3.354524082,4.931300834,5.234200694,4.587591439,8.107658481,6.83356205,3.374671118,7.670745706,3.32779123,3.271275507,7.182143352,5.777231533,7.039538757,3.150542187,5.544320556,3.140288548,3.764442486,7.092199028,7.170813992,3.060645967,4.904543027,4.423938507,4.170376672,3.61705824,5.19325177,8.11467312,3.538256437,9.28582832,6.85432426,4.31090479,4.960547046,6.691766092,7.452510095,9.796158067,5.342724827,4.432932043,6.875299961,3.395298387,3.653887366,8.394980727,5.26293815,5.289438636,6.896993821,8.105453139,5.850423317,8.71108024,9.115177354,8.917627025,3.658676966,2.928268601,7.296716844,4.962739298,3.31886686,6.223934969,4.486353614,7.227950353,9.833931913,7.581149426,5.580371062,5.040267812,6.165904795,6.573972215,3.572400357,5.777799398,4.719469562,6.970294718,7.090780514,7.595738261,3.317798045,4.343380115,3.423176579,7.567439254,3.214182288,6.347570008,7.131738764,5.917530151,4.160075604,7.034660284,5.169063914,3.330339756,3.356437328,5.5864306,8.042402667,6.284262838,6.304249928,4.672326816,3.314753605,2.971156287,6.629022261,5.05472321,3.503956481,3.526670683,3.121749134,6.753178792,3.716893022,4.458809971,4.77702801,6.081265295,6.986295428,4.403802092,7.717451876,5.745367201,3.611957745,8.9573211,3.199962838,6.942974126,4.620257867,8.908283487,5.219557181,4.138858767,6.496508097,6.411561415,5.434972009,3.334220083,3.247154217,6.719644921,6.023073267,5.873572341,3.557598437,5.755577001,3.484804583,4.215031984,5.2761058,5.663146108,3.479485854,3.245353952,5.565324204,3.403580693,5.698565107,6.472066449,10.23119232,4.493918467,12.19975321,9.203974933,4.574522042,3.87504577,6.059891174,5.40222933,4.143769172,6.118396961,3.042095184,7.478502776,3.335520796,3.535102698,7.92823968,4.409212484,3.358018514,3.635101658,12.29117941,4.54120606,5.460955143,4.840990412,5.183336433,6.079429606
303,6.309090775,7.877484479,3.914872775,4.20372721,4.356313063,7.679671338,3.069392565,5.454111623,11.15426094,5.687764697,3.892190739,6.059420548,3.180202071,3.019190607,7.063780662,5.53566196,6.488250572,5.428849441,7.011812805,6.771232938,8.239481992,4.48575255,3.16620094,4.27057123,3.759356809,5.710158694,8.150575344,5.560175143,3.122039311,3.490421246,5.568003293,5.400359479,4.689083017,7.25894825,6.801261453,3.396405925,6.454103212,8.06871367,5.014319009,8.213457732,4.609091357,8.541170603,8.863812618,4.699171464,6.118745945,5.155295536,3.513594724,4.660014722,5.63010845,5.295073993,7.598287219,7.197287645,3.400146934,7.223180083,3.321447702,3.7483238,5.370101761,6.331397683,6.602400976,3.205184564,6.303856401,3.32474723,3.498409412,6.927621281,8.559448513,3.332934308,6.350999187,3.826687255,4.93858462,3.659738344,5.564611909,7.148685572,3.318327655,9.520729929,5.411369524,5.388162635,5.148759727,6.054587096,6.785231939,9.343299186,5.276921936,4.263886099,6.174783081,3.423671455,3.900858058,7.537878485,5.102108829,4.934222489,5.773389262,6.674664369,5.835365983,8.800738687,8.491353664,4.830649435,3.88100844,3.728863831,5.077537957,6.706858521,4.710116644,6.543098155,5.009430393,6.458568821,9.541335231,6.675292484,6.043709695,3.549324758,5.942346081,6.090596561,3.657350945,5.499079945,4.529163504,5.886930758,4.820754128,7.81355448,3.202611259,4.169588029,3.952558106,7.261442459,3.034009524,6.940586117,8.213899983,6.193005358,4.091469607,8.352502021,6.849558867,3.696745462,3.116133883,5.194338607,7.963491975,4.701903209,6.872835672,4.346236421,2.989987678,3.020236491,7.066033826,4.606305011,5.197127735,3.502546553,3.534694238,6.730815786,3.92794457,8.329947262,4.954007139,7.043220074,7.263732401,3.933021353,7.755632517,5.413781436,3.455479866,7.227120576,3.202263898,5.886068931,4.411606152,7.545718539,7.162691884,4.261778874,6.046677076,5.447878531,5.861920159,5.216811417,3.412001091,6.069516965,5.882188524,5.793331627,3.234196308,5.866893942,3.074838547,4.082589737,4.155169205,5.970691343,3.439975797,3.203211769,5.607284141,3.502959845,5.859743772,2.931788564,10.52025263,5.168258789,12.34958279,7.537854438,4.327271251,4.026434963,6.039016416,5.864939896,4.390245986,5.547129882,3.063306365,6.428987541,2.84718622,3.643046846,7.043098561,5.622790712,3.654701031,3.850388501,11.63471203,4.365135651,3.810965574,4.426915422,6.544769213,4.914917653
1169,6.198039406,4.531039552,3.813523362,4.153143318,4.486801517,7.065180261,3.320300221,4.267149722,9.325257549,5.526250872,3.666949611,6.485730689,3.442689556,2.974772455,5.937834723,4.912405866,6.760041231,5.007323321,7.022480079,6.557493267,7.877904084,4.439749103,3.211275342,4.234788347,3.196114308,5.695626237,9.099041792,5.630140898,3.585853898,3.400338369,4.763082862,6.835217155,3.99518713,7.374543108,7.406003315,3.731699275,4.543641939,7.473956889,4.984544408,7.634930113,3.505378602,7.633511569,8.676258951,3.794052792,7.052001634,5.222746711,3.43668956,4.327870978,4.245851221,6.768634426,7.655015075,6.141190837,3.592295062,7.244099283,3.556975372,3.282944603,5.77517642,6.011611166,5.35365016,3.323741028,5.529459508,3.402970922,3.626879501,5.948653561,6.699635885,3.501474838,6.441268718,4.231562665,4.467461396,3.5777507,5.278171654,7.971198396,3.368798706,8.918327257,5.842330584,3.853245774,3.99916375,5.527726713,5.475630779,8.287561903,5.393538801,4.31873849,7.221147074,3.558272156,3.825143479,6.203902666,5.253304052,5.726637686,5.270362347,7.120527726,6.010438639,9.406622574,7.392061752,4.576108088,4.250167992,2.893390046,4.370872816,4.753511801,3.182705468,4.827684029,4.372384595,6.342064763,9.549620649,8.066615454,4.537341175,3.915668706,5.931006169,7.294467766,3.947607957,5.96638628,5.414709878,5.569713786,4.441138249,7.702963907,3.238139383,4.524560366,3.427582548,5.660198329,3.087051967,6.171884425,6.958005342,6.330552853,4.246936263,7.766610795,6.002220478,3.317953817,3.477806183,4.56177843,7.369761068,4.671700648,6.648632749,4.746468499,3.323074007,2.825100282,6.139583046,4.954120769,3.567801188,3.878064481,3.339008342,7.481876524,4.241372524,3.584536035,4.790859434,7.479929851,5.920424279,3.783619558,7.090040035,4.905542539,3.528755744,6.458878291,3.198289457,5.6618368,3.977687208,5.866684481,4.913327262,4.349163772,5.781923256,5.051525772,5.118607185,3.417341473,3.401819991,5.958082982,5.035908249,5.525573259,3.690223635,5.193546867,3.087790745,4.090534215,4.296957644,6.732945166,3.744757685,3.166628956,5.495337336,3.284994342,5.280774876,2.97105952,10.0168552,5.552769812,11.66634874,6.136863168,4.77863564,4.044011829,5.833808218,5.301143652,4.378596898,4.359597433,3.181648799,6.070545021,7.291912196,3.743841902,3.25795304,5.29586154,3.427607482,3.716834111,11.42233763,4.273904846,4.554076355,4.425858851,6.036230638,5.749031177
2717,7.408680364,7.520889594,4.030722359,4.00324081,4.875222987,6.372797191,3.130192843,5.539532287,11.22775268,5.128492191,3.937113089,6.247305055,3.08730388,2.922512178,7.581479549,4.925407206,6.93165594,5.628842651,6.684526165,7.762573344,8.981283405,4.485925712,3.049584028,4.351252936,3.092306957,5.644585982,8.570553971,6.22854863,3.303915054,3.403747883,6.069338639,7.508691604,5.250739494,7.176057615,6.032120576,3.495410902,5.904294947,8.475389456,5.518469591,8.501760302,4.180280392,8.848010627,8.908725744,3.872889578,6.306721882,5.055843099,3.562939708,4.996469351,3.939897863,4.762281763,7.585568899,5.894174966,3.455779843,8.682579744,3.175653858,3.2670604,7.405022363,6.194241505,7.366886857,3.316520469,6.420576175,3.457330275,3.398605276,7.673066836,7.833661642,3.294866525,5.532029353,4.095865715,4.249796171,3.575668496,5.414474662,7.996187702,3.238354442,10.13443337,5.342807822,4.095149417,4.863718867,7.179484541,5.542751221,8.963781314,5.078667479,4.749793029,6.461081833,3.436058923,6.305249211,6.594294758,5.782023276,6.191271164,5.575191947,7.33691443,5.890445943,8.936589418,8.121364827,6.432203275,5.222207798,2.789088525,7.265291259,5.70214351,3.276812491,6.52656025,4.734123914,6.83919081,9.488528367,6.980625281,4.612821826,3.577176512,6.608893799,6.560372721,3.698134368,5.273337896,5.408685028,6.258431609,4.855534158,7.55911401,3.186819868,3.91815644,3.12980292,6.097036942,3.063956714,5.80401883,7.959221072,7.060038667,5.177471701,8.031910148,6.918743794,5.049697851,3.265804735,5.485661663,8.180082912,6.576344905,6.81182612,4.660500624,3.192916742,2.885172229,6.707149617,5.207350261,3.548931826,3.469733844,3.812191214,7.178522771,4.105895884,8.697416537,5.342614702,6.626525184,6.15775369,4.509884676,8.080408172,5.28060541,3.551037925,8.155134146,3.156922173,5.341562256,4.718271039,8.552209754,7.679540341,4.256544022,6.343672072,5.968509217,6.019873359,5.222952436,3.335774011,6.04570801,6.213081074,5.768585162,3.487952612,7.495644265,3.054601006,3.75910746,4.230207971,6.029603854,3.42604844,3.353248745,5.627644756,3.52414628,5.651565802,3.07804491,10.41290717,3.897747521,11.90712567,7.182518777,4.369987185,4.043914406,5.347338321,5.4572243,5.375300125,4.957188234,3.076703078,6.637100106,3.455430198,4.134423343,6.058215891,3.9358499,3.351837927,3.738453715,11.87651845,5.252670052,3.380132192,4.971503385,7.224500027,6.837293477
2278,6.620379703,9.221544937,4.525509459,3.648562755,4.451600011,8.14120035,3.081227743,5.180809097,11.47488652,5.567809658,4.27199525,5.967854999,3.184929809,3.015077936,7.255166627,4.557165791,5.741104536,5.663544098,6.899149633,7.47133151,8.736843481,5.135011721,3.045905774,4.311542815,4.547267351,6.201718026,8.632589687,6.023189201,6.380837017,3.463970941,5.641623256,6.188855476,5.211621432,7.727268513,6.767631552,3.465808879,8.319593296,8.787262125,5.940418274,6.971726055,4.229658492,8.754500069,9.152234546,4.075357548,7.668288812,5.101720056,3.513954522,5.095892429,5.800234595,6.155074991,7.95159661,7.372843677,3.544846785,8.629891745,4.540090545,3.77436381,7.454944218,6.392625321,6.898089387,3.305857604,6.414085433,3.226386761,3.311754689,6.495679394,7.698292094,3.197048824,5.606419898,4.260666039,4.257821866,3.54163501,5.142800889,8.270676729,3.321077424,9.860485828,5.98098919,5.973220713,4.818296531,7.220743197,7.581443115,8.71971865,6.272171427,4.747570084,5.794094449,3.736041511,5.674903324,7.131842677,5.301068834,5.961048135,5.103312464,7.557652187,5.968440574,8.128929181,7.167042906,7.862885045,4.972218807,2.900808779,5.577472163,6.500555383,5.553053628,5.727428695,5.149763862,6.878517034,10.1912314,8.285246138,6.296039869,3.44194456,5.708861606,6.384059501,3.575755387,5.75162108,5.315526201,6.451572973,4.85024961,7.921117251,3.263443151,4.000559179,3.4222777,7.227843738,3.033573057,6.810193772,7.78149169,6.873366194,3.811804958,8.557413333,7.10815544,3.03057891,3.369105805,5.139776313,8.237094689,6.28643847,6.854671244,5.42306037,3.050809691,3.114014889,6.388179324,5.212129424,5.671493016,3.740628676,3.700750523,7.684279595,3.570864877,8.238253842,5.19167193,7.118661201,6.840985035,4.349035369,7.860173305,5.774493714,3.618836798,7.426654679,3.087813077,5.886445392,5.434490667,8.80369324,8.564645631,4.179597979,5.692537181,5.830819814,6.458509747,6.187847695,3.510116917,5.949928207,6.168938936,6.717450202,3.547298539,5.66203963,5.280273782,3.84913103,4.313666654,6.141673574,3.570673941,3.001819461,5.669574116,3.282382043,4.970382935,5.895410719,10.49830873,4.210869584,12.31305684,8.322876439,4.299854031,3.681415798,6.492472773,6.905982884,4.915228572,5.469060959,3.003168223,7.107974965,5.470462024,3.965386309,7.649384581,7.982823719,3.570081753,3.967540883,11.91805833,5.560227747,3.456880644,4.982089944,6.948159378,7.13006068
1265,6.260663455,6.867795947,4.14836455,4.355963991,5.564614932,7.573396058,3.302595558,5.062052068,9.799637455,4.65021624,4.684254229,5.859804329,3.304645018,2.930777485,5.842235906,5.120322844,4.854065394,4.600474311,6.205487224,6.501649038,7.893592333,4.52444451,2.958568556,4.336649021,3.253016744,4.584258576,7.266766671,4.92353387,3.022833414,3.559825758,5.088295078,5.946869339,5.561731008,7.289377984,6.286348924,3.495227528,5.162368431,7.468067392,4.402542927,6.655500698,4.976464397,7.771855648,8.548514565,3.890514503,4.703512657,3.868910701,3.572084692,4.430875537,5.81945252,5.26397218,7.336756062,6.544689279,3.368645265,7.545421139,3.256362183,3.24616432,7.23857632,5.868758607,5.941223079,3.320136162,5.417245657,3.339936425,3.590512241,5.923259017,7.582177134,3.628970883,5.997642687,4.10962903,4.222786797,3.452575824,4.975142305,7.120266042,3.553795552,9.419358835,4.443789387,6.194147252,4.696193707,5.371416005,5.105539301,8.531546257,5.432480222,4.0185094,7.317692348,3.534127593,4.49634632,8.768590311,5.071730922,5.599185523,5.120806445,6.252754495,6.3058679,7.348720456,6.416191256,4.49003153,3.879410962,7.21682,5.997240825,5.016545968,6.586069415,6.129141021,4.637711846,5.993130679,9.185156124,6.269268531,4.730537201,3.822882758,5.859784618,6.144029741,3.714121816,6.073839364,4.215367693,6.949432768,4.419270869,8.859547961,3.301876136,3.949523071,3.373284025,7.668399085,3.069184881,5.338241829,7.04552705,5.057802714,4.920125112,9.029183748,5.676166498,3.539054656,3.354637068,5.9358134,7.121370677,5.164349955,6.114991563,4.214777705,3.184987904,3.301784194,5.832437212,4.707636963,4.696354617,3.540852522,3.514772195,6.661536633,3.479402466,5.732783318,4.966515397,6.924409042,7.479431701,4.267468664,7.07176005,5.674728475,3.735334036,7.701956495,3.239469026,5.537358002,5.409643037,8.404333416,5.977298181,4.35990395,5.969655536,6.080786143,6.210147971,3.412166145,3.786732765,5.842008538,5.896520606,5.336227998,3.792886288,4.437903542,3.249479953,4.386911704,4.273081166,5.602897499,3.722007727,3.036377215,5.673244367,3.616019967,5.492279734,3.403020738,10.03125343,4.367570056,12.16969323,7.158747427,4.406332962,3.790587633,5.67767771,5.905240729,4.496305721,6.855433594,3.229931718,6.317704905,3.13934369,3.823051432,4.312415052,8.126586484,3.601124566,4.067203741,11.94328639,4.62478631,4.20239215,4.491970988,7.803024294,5.454998168
1751,7.672661755,9.130197557,4.353219126,3.76114184,4.122758181,7.461635315,3.158097753,4.178127607,11.21748962,5.92886721,4.042764346,6.098809747,3.256424526,2.813108,7.299557401,5.518425167,7.111861266,5.848491043,7.017298797,7.746441743,8.4557426,4.535059258,3.004710474,4.293652799,4.1297336,5.225428404,8.555004595,6.27998783,3.90306145,3.167234214,5.832376654,8.115803947,7.090608997,8.101173097,7.293829017,3.398293432,7.046259082,8.668084369,5.385073111,7.529155996,4.131986448,9.169369046,9.015972032,4.031696492,4.768146659,4.611098775,3.408163988,4.778053962,5.246011767,6.637711736,7.813733054,6.521022754,3.517483535,7.378617931,2.980310534,5.182882439,6.880829691,5.768586576,6.800735626,3.111086467,5.82953384,3.214008226,3.414062071,7.748824353,7.893809865,3.167343871,6.352577317,4.286951947,4.211062449,3.400808834,5.427423085,9.035745517,3.276310445,10.36857214,4.353330599,4.977667995,4.739538155,6.277507911,7.227605074,9.226656051,5.621164179,4.449229266,6.450523237,3.28112592,6.925915941,8.217907866,6.683568542,6.089824152,5.629414766,7.170963708,6.066798057,9.905126948,7.711741322,8.293208372,4.205869298,2.749681237,5.900698057,5.988096782,6.301345614,5.865319173,4.849039662,6.634348659,9.449716672,7.770597762,4.240339197,3.373174747,6.07816547,6.532084778,3.785551845,5.669397647,4.18274547,5.847457124,6.730996092,8.420685775,3.414795542,3.551202721,3.175610156,7.295889559,3.073544558,5.703444009,7.835023868,6.763696538,4.325894199,8.522090829,7.475582047,4.100154289,3.209753049,5.678215095,7.036489067,5.483144016,7.466541034,4.593248518,2.924894396,2.996072767,6.515203661,5.648438996,3.985934765,3.474848032,4.144704603,8.075127866,4.299185935,7.15488886,5.896211265,6.654888264,6.522721718,4.181558876,6.988042331,6.238870744,3.546696675,7.513279782,3.125620941,6.735204897,5.330660347,8.385754072,7.466740535,4.060113397,7.261869527,6.524898196,6.352956027,4.897295422,3.381762742,6.391147204,7.005634314,6.854744188,3.451261051,6.96089697,5.382639197,3.900342158,4.159489663,5.282665824,3.676608149,3.141224366,5.414370267,3.380605725,5.795332816,3.037921914,10.15574563,7.510079119,12.60110609,8.77009311,4.314060281,3.873338217,5.958835968,5.929742405,4.608688094,5.682606532,2.867684641,6.440574184,2.880179602,4.242367894,5.067226559,5.184182537,3.57403102,3.67786177,11.94893823,4.212839511,3.533664208,4.965362439,7.300010075,6.709713211
