"response","TMEM16K","PARD6A","LGALS3BP","CDC73","CEL","KRT17","IL21R","NAG18","RNF38","MYT1","ACIN1","HOMER2","BAK1","BRP44L","PIK3R3","C16orf44","SIL1","PCNXL2","TRIM36","FLJ13611","PUS1","C8orf4","LYST","IGBP1","SCGB2A1","CYP27A1","PYY","FNDC4","HOXD1","LRRC8D","SNRPA","DONSON","MTNR1A","MEGF6","SERPINA1","VBP1","EPHB3","USP24","ANAPC1","CHST2","SLC38A3","OLFM4","PLAU","APOC1","PAPD1","ATAD3A","DCTN5","ADAM7","U2AF1","BACE2","APPL1","RPE65","COMP","CDK5R1","QARS","ARFGAP1","FARP1","ZNF593","C7orf10","CARD10","C1orf89","C6orf97","CDC37","CRY2","CADM3","C5","SUMO1","EDNRA","FCHSD2","BIN1","PTP4A1","AMDHD2","CHMP2A","MYL4","RRAS","EIF3E","VDAC3","C1orf63","COL5A2","RCL1","RPH3A","BTN3A1","CCNL2","TUFM","COQ7","EP300","CLCN7","SCYL3","MSX1","ISLR","SLC16A2","RICH2","S100A1","ZPBP","HLA.DQB1","ELOVL6","C19orf21","JAG1","FBXL6","TFIP11","KLK10","IL18RAP","TBC1D19","DCHS1","KCNJ5","PHC3","WDR74","TRPV1","HIPK1","C2orf47","FRG1","CRNKL1","NUP214","ATP2B2","HIST1H3D","GATM","GNG7","STXBP2","RC3H2","CFDP1","HOXC10","RAB13","USP21","RPL24","TGIF2","MSH3","CST7","APBB3","GPR1","OBFC1","ERMP1","TEX15","USP22","RALGDS","FLG","GNRHR","HIVEP2","MAP4K5","LRP12","POMT2","NR1H2","ZNF592","PDCD6","MOBKL2B","TMSB4Y","POU2F3","SYP","CASKIN2","JUND","HSP90AA1","RAB27A","ECM1","CDC23","MED27","HABP2","TRAIP","CASP9","SLC9A7","HRH1","RAE1","IDH3G","DMXL1","NIP7","MAK10","DHODH","USP10","RFC5","TRIM5","DFNB31","ZSCAN16","FOS","NOTCH3","TMEM112","RBM38","IL15","PSG5","ZNF93","APBA2BP","SPINK1","TMEM176B","ARMCX5","ING2","C4orf16","CAMTA1","PLSCR3","GDI2","ACVR1","PRDM11","PAX4","CNP","ZNF227","DTYMK","PRPF38B","ARF5","TAF7L","ORM1","ATF1","FAM50B","POLR2G","TMEM165"
1652,5.185899566,4.458874162,10.02137973,5.818121741,3.929826094,4.949314761,3.244049038,3.025342193,6.007376707,3.87619832,5.326989393,5.270577788,5.504871105,6.515545493,4.529945209,3.923940748,6.282731566,5.260584211,3.781204008,3.271297594,5.207044119,7.180748709,4.041287835,8.29605976,11.6499029,6.456672381,3.296855869,4.277943159,3.551000597,7.577702303,7.933771775,4.441164344,3.137555931,4.243520495,8.392392766,7.676276063,3.928938936,5.514304597,6.078391249,6.351938322,3.641821343,3.068253131,3.822319918,4.839562212,6.20955644,4.545614385,5.275945017,3.308984577,8.484283402,9.142403453,6.065582949,2.699634721,3.172739407,3.157939913,9.75879983,5.376012881,6.067001981,6.875175731,3.741808262,3.915556292,2.958947184,5.436921182,6.225378535,5.037879531,3.735932262,4.420361191,7.385704446,3.503162383,5.842512152,5.225972879,6.621295219,4.372031417,8.630929969,4.234700361,6.136946224,10.96359093,7.415951512,5.756516315,5.028532874,5.775534932,3.440016491,5.185333399,4.622720347,9.697256594,5.363103414,5.216414467,5.484603631,5.868909195,3.60477106,4.006329674,4.378701929,4.840581827,8.557320539,3.13886111,9.128755533,4.785608514,6.972263514,5.532022692,4.438002693,5.099334807,5.779270996,3.541954573,4.91891727,3.788481575,3.587081833,3.095653599,5.712019046,4.610458634,7.385544367,7.309050795,7.045846797,7.355578543,4.388779352,4.446717209,3.718721202,4.168560725,3.904405302,5.70313822,5.441787563,5.059157115,3.396185479,10.16654989,6.935377482,11.74661068,5.810930675,5.757835761,3.49287283,4.887418005,4.885728579,6.680698719,5.916865241,3.844062086,6.277318194,5.031466482,3.002985451,3.290917967,5.193779502,3.894526468,4.136104502,4.505154928,4.204634871,4.841908753,8.822290836,5.146252932,3.986145495,3.780539767,3.861570087,4.368832002,7.042323506,10.88055405,5.767459001,3.811174657,6.560909684,5.242448291,3.402954273,4.029463158,5.253273029,2.919273709,6.838505427,7.574830246,6.251658221,5.963317073,4.867964068,6.103445979,4.28877147,5.571163792,5.044367769,4.744910191,4.766118398,6.307256824,10.02917279,4.962596075,4.179391597,6.874488849,3.939694704,3.292139894,5.173225278,5.822894522,3.474058546,4.959176223,5.694296136,5.230269696,5.469074626,3.295082123,7.200207615,9.405385997,6.728892783,3.194228126,3.236896809,7.169488635,3.600847898,5.185063847,5.137462279,6.612748049,3.956712119,3.10500754,6.824415745,5.561192253,8.629383081,8.131421642
788,5.824209641,4.151896357,8.152477653,6.650243307,3.330051381,7.110795193,3.30955837,2.77568653,6.893826896,3.636421615,5.813161933,5.051106358,4.320428866,6.578876286,5.132346753,3.83166232,5.999142498,5.129400314,2.668477753,5.845200493,6.093598419,8.113769027,4.435518429,7.741812788,4.640170121,5.296749887,3.854530292,5.21949544,5.111905032,7.864727412,8.183698374,5.038353551,3.345221544,4.074792662,5.514807343,7.989449939,6.579449568,5.900448486,6.582871971,5.211270143,3.530320363,3.431908937,6.541819668,6.572002092,7.151083605,4.598853977,5.964744684,3.049342061,9.024629564,7.068611177,6.687190377,2.613873078,4.678688138,2.969999308,9.586392802,5.252756227,6.975638439,7.31204231,4.16079485,4.435728243,3.380349819,4.647348957,7.897104828,4.94402041,3.587139991,3.982552623,8.45843778,4.873801358,5.953495161,6.678976702,6.904806128,4.649572834,8.102303817,4.610821986,6.943193283,10.7729182,7.147359285,4.467586894,7.816536152,5.864873227,3.577661395,4.764746588,4.382985304,9.335011368,5.995282292,6.791635983,5.969358765,5.09230728,7.704073761,5.846959153,5.912958299,4.781114139,6.166113115,3.150266365,7.405759794,4.95699662,6.772886089,5.792548743,3.613321859,5.982666115,5.879181524,3.650879185,5.601498438,4.774612346,3.888316936,3.306854802,5.667477363,3.731886512,6.14317875,7.389112564,7.467769836,7.321532068,4.941951344,3.67347795,3.337930266,5.493044039,3.907427265,5.255732263,6.08113784,5.012210373,3.743036723,9.70104296,6.3580742,12.25203491,6.731701761,5.956686599,4.069757702,4.107979114,4.314987543,6.691172059,6.584489012,3.764351162,6.377769605,6.142711472,3.151473393,3.039385639,6.089635551,4.96703219,6.39930883,4.610668704,4.979193939,4.507597954,8.967063686,5.364539331,4.423065244,3.498604433,3.443964245,4.606146955,7.466932294,11.08474757,4.992142337,5.015495874,7.521437379,7.675862947,3.650663167,4.463385175,6.783591285,2.833097778,5.186473671,7.767346043,6.15519021,6.661703086,5.17681291,7.006576053,4.196417675,6.16007622,6.855813763,5.238719896,4.354754753,4.515393297,10.35363751,5.920946038,3.595667816,6.594995626,4.179756352,3.909216219,7.428906292,4.59885568,3.109956237,7.602908936,4.987422936,5.574419023,5.047416012,5.264221085,7.367036485,9.34355863,7.221500834,3.338137075,3.203572941,7.243777601,3.278529996,5.891367838,5.750886049,7.740904805,3.971576618,2.957409227,8.229592634,3.618732752,8.385473274,8.310043847
2478,5.967752294,4.452670579,9.002702582,6.200354012,3.225775821,3.974350867,3.316097537,2.784834703,7.281464144,3.769780652,5.181907316,5.513648091,4.591511047,5.843882245,4.562158327,4.206921494,5.161496055,5.196541496,3.326224285,4.506648622,6.317502322,4.515972639,3.686688701,7.941307001,6.678746586,5.742005092,3.130457289,4.805307072,5.190297024,7.827042985,7.845946812,4.715803461,3.37032583,4.315267748,3.640056234,7.701027091,5.197995028,6.211739944,6.602889006,5.694976107,3.619233652,2.93780348,3.902432805,5.698043731,7.1874291,4.218363685,5.575525283,3.062624599,8.804924678,7.822008939,6.565489004,2.542822881,3.01624874,2.986132385,9.77996667,4.31284945,6.467053483,7.125088962,3.694535581,3.904133489,3.268508448,5.087592166,6.5119817,4.999728242,3.533662069,5.082885462,8.665897756,5.93887828,5.709012378,5.991995259,6.47882318,4.322499927,8.782209495,4.5260666,6.156328622,11.32149849,7.047210134,6.748262882,6.642046844,6.060254434,3.667254828,5.352956835,6.207573831,9.159609611,5.227806289,6.104699362,5.829639419,5.102100177,6.268662638,6.062936628,4.763727737,5.8447479,7.358751928,3.358831324,6.988897269,5.089537766,5.930057818,4.906041531,3.884233694,4.804800144,4.793900235,3.748563555,4.254806469,4.344509934,4.015417945,3.654969747,5.463679272,3.924529014,6.847805764,7.594040476,7.284105222,7.146262256,4.799602972,3.872081713,4.697015266,5.766829943,4.188954451,5.46343881,5.205313303,6.396373781,3.629350727,9.320504615,6.24773039,12.35737749,5.985553775,5.9534893,3.619690279,3.75030616,5.011349947,6.902191908,7.050283111,3.761246152,6.460146139,5.485552344,2.804688694,3.101254705,4.620587216,5.434473868,5.139136778,4.837981265,4.922471891,5.415314451,9.157539225,5.86253549,4.25034483,3.201447031,3.793941104,4.265461389,6.858437329,10.8034065,4.656257472,4.282029466,6.911298718,5.813037619,3.59260337,4.218297457,5.76050728,3.148593726,4.207506808,7.312969623,5.724804531,6.243580346,5.895922469,6.197223443,4.684972111,6.666628404,6.427538688,5.75515521,3.956367028,5.697800627,9.694876134,5.283147997,4.049806017,5.513388827,3.541008676,3.763163525,6.214880252,5.453607616,3.06082504,5.879742058,5.269015785,5.549995421,5.117298924,4.325556353,7.027162228,9.968822331,7.453761825,3.622807689,3.110289584,6.498129616,4.195116543,6.722497377,5.67694059,7.095195625,4.066380104,3.257995036,7.808373879,6.080643196,8.375977629,6.85929515
562,5.733023703,4.140937242,9.079191617,6.119888779,4.883630719,6.895032243,3.402471105,2.94262466,7.154642143,3.479236909,5.615181266,6.017054753,5.547720505,7.162048288,4.760968409,3.875896399,6.187120362,4.315495106,3.07896059,3.536653339,5.674441539,4.556940418,4.171763661,8.160960531,6.31596588,5.02385061,3.271870902,4.240225485,4.980659881,8.314906388,8.042368431,6.351941286,3.445330142,3.962033019,7.628287778,8.813564657,6.359869375,5.413562209,7.212818884,4.656838892,3.971390502,2.964773058,4.324143181,6.760875444,7.314732865,4.122986722,5.4418591,3.067015607,8.63198132,6.765967006,6.21585482,2.546601305,3.752708225,2.937920996,9.440207652,4.78501517,7.130077024,6.164331232,3.50287574,4.242112573,3.190797059,4.973115674,7.203180098,4.485231835,3.626942313,4.171512636,8.513519429,3.93549016,6.585096526,6.043589558,6.198866895,4.203683455,8.447736301,4.393970523,6.235806232,10.83383176,8.12119596,5.77479108,5.235741239,5.253216177,3.506295836,4.379524986,4.40383784,8.545340062,4.560700986,5.925658744,5.182719863,5.031607824,6.064639825,4.550725065,4.915657948,6.83598937,7.280815788,3.156041248,7.163307241,4.236200512,6.485120395,6.206986756,4.443923029,4.988093053,6.066816119,3.673538982,4.00470276,3.818157344,3.826705,3.416500416,5.296330921,3.62835687,5.635444133,7.647871743,7.333347284,6.937218537,4.616733579,3.873611013,3.811554713,4.815272563,4.028711763,5.901121464,5.700511579,5.196371897,3.616364982,9.556711268,6.031708269,11.66894545,6.263521092,5.359499848,3.765939092,4.016940364,4.600575259,6.507033876,6.733012321,3.746780307,6.221301393,5.519704032,8.589118375,3.180798324,6.161908712,5.830941928,4.551211759,4.547518598,4.14327172,5.594020537,8.648868924,6.246679865,4.557460079,3.663119173,3.503524306,4.334786928,6.436489926,11.24070895,6.815174235,3.98060968,8.063487577,6.683762665,3.404090783,4.534967626,5.518503448,2.951028087,4.676353872,7.702888365,6.423433977,7.438200976,5.950184051,6.646999193,4.405789912,6.982100479,6.452794731,5.340879799,3.763900127,6.149358726,9.072303551,5.29198735,3.856528018,6.279728597,4.65921592,3.469157743,6.478501542,5.531684267,3.29813922,6.957077857,6.029432658,5.409159902,4.856969335,3.494108723,7.107388226,9.212970091,7.334929287,3.244166805,3.233095493,6.461573495,4.362840908,5.662934635,4.941343004,7.243993419,3.773855043,3.056881272,7.892972328,5.175444931,7.642399794,7.391986785
1011,5.674607372,4.533801303,9.13796502,6.434856491,3.267350784,3.559351415,3.795566569,2.812752634,5.675613814,3.602530673,4.896491597,5.342135451,5.229475872,7.351854098,4.358335831,4.514375035,5.937281137,3.724358864,4.35130174,3.955571782,6.591828766,8.750412076,3.955836026,6.551540355,9.800851034,5.213081668,3.525182886,4.552048592,5.202045933,7.797476301,7.362355353,3.830644697,3.434917304,4.749682976,7.807814092,6.702409241,3.710343282,4.922643196,6.155880713,7.759140689,3.916576541,3.000797263,7.837394159,7.975286824,6.973348957,5.136012007,5.370139818,3.013085966,8.398734038,7.160604686,4.963966827,2.582472107,3.462676375,3.039692194,9.005133824,4.744064536,7.38808234,6.271127154,5.166792896,4.380137742,3.57859716,3.77335485,7.244090279,4.747525012,3.690493596,3.948234697,7.317794733,4.6777076,7.301745965,7.013687117,6.043840333,4.310572012,7.616866817,4.41086032,8.865417163,10.7773964,6.775320619,4.39264091,8.396165484,4.846863727,3.533501317,4.724864886,4.378627323,8.642638094,4.048998484,6.463169365,6.593075116,4.123478114,9.580204618,4.379777469,3.983978203,3.798804009,8.168878203,3.180539306,6.209757659,4.270438632,7.639689575,6.182270222,4.599894006,5.809305066,4.743953428,4.526780511,4.773625692,4.357316814,4.042671013,3.734795502,5.868851655,3.464255195,6.015308872,6.827059659,6.195660714,3.898734963,4.657049516,5.766463599,3.605954418,3.719460684,4.204859309,6.130124013,5.180325622,5.074182794,3.800958438,9.987680977,4.743993785,12.2347464,5.835509206,4.649054284,4.68825095,3.949924022,4.920395565,7.131584765,5.131134916,3.668957244,5.323290929,5.279326481,2.82790262,3.236142399,6.980837747,4.976637887,4.079700918,4.55150433,6.115185611,5.166081386,8.254545699,5.019169563,4.529443423,3.065552382,3.767130409,4.962073276,6.747437631,10.81442199,6.96661775,5.513498707,5.196646847,5.212538093,3.620834738,3.65110886,5.363364669,3.280323347,8.138897973,6.006671751,5.82497107,6.127718404,6.634031192,6.360154396,4.652018659,6.829545453,5.069814234,4.075839975,4.942296588,3.893464021,9.228036843,5.432498318,4.204329196,5.489642321,5.266386664,3.899488124,5.383169272,5.037901979,3.274018067,6.553748922,2.917815201,5.146650553,5.311288498,4.657090197,7.208173024,8.821532856,6.401314957,3.112014361,3.258303929,6.886773111,3.336543606,4.552458618,4.814549023,6.568307557,3.970425856,3.220130748,7.359870849,3.971512594,8.093051757,6.497295143
982,5.333150709,4.534147902,10.02651584,6.249899584,3.450173953,6.834731913,3.318835837,2.837841174,6.720996106,3.745441475,5.311528403,6.640723312,5.04686838,6.447670603,6.489994548,4.495473974,6.250902676,5.155225731,3.784645827,3.945638955,7.317944711,7.017928091,3.972050045,8.086672233,9.441264665,5.447385584,3.14836936,4.356875325,7.867900742,8.38737171,8.04828015,5.345129075,3.424160393,4.430067993,6.411768407,8.821900464,3.521662257,6.628731204,6.962378081,5.967138113,3.768338211,2.8653069,3.971456286,8.120759626,7.436000191,4.394229258,5.467754788,3.077274226,8.520080299,7.415918899,6.544151904,2.62355959,3.70023036,3.038858555,9.167104176,5.032574802,5.404513901,7.33154967,3.439954118,4.313202466,3.333806265,3.890420708,8.006724818,4.999278094,4.410825262,3.944261484,7.810877834,3.850561047,6.685971993,4.269415077,5.688168656,4.376859724,9.226082132,4.484193529,7.321191821,10.56444061,7.366960739,6.770094421,5.813550664,5.943428682,3.473532354,5.59714917,6.084756819,9.416766995,5.586298187,6.157210297,5.755328933,5.21488366,6.844152237,4.070008066,4.76829964,4.708813836,6.776358932,3.460672487,6.9156347,5.196405518,5.395025326,6.539919388,4.45927226,5.111829435,6.263139512,3.937754818,4.657094123,3.743498127,3.832052668,3.545056021,6.521139844,4.39010019,6.274464606,7.307622606,6.833787086,6.558321327,4.852083212,4.491105413,4.022524102,4.753706122,3.827124319,6.558508649,6.190248187,4.986504977,3.465917462,9.696063352,5.768179983,12.10111489,6.382226372,6.073898678,4.360482363,4.089339105,4.696781644,5.100907237,5.550162686,3.979289988,5.438543526,6.031352053,2.980646634,3.120464603,5.665490873,4.711402837,3.340600722,4.691203375,5.72064674,4.968402779,9.258962766,4.440355569,4.401409103,5.807251336,3.709165658,4.735936496,6.945356225,12.17055317,6.011043625,4.043347418,7.128806812,6.128259328,3.49279559,4.206218774,5.809185621,3.113848337,4.872702588,7.513180852,7.353999389,6.859029021,5.636487221,6.552322112,4.85302918,6.623427304,6.267834673,4.864086371,4.096583749,5.930596948,9.503340504,5.215476122,5.138722709,6.771365341,4.318221859,4.10325851,5.989833366,5.733614096,3.169094966,4.138168974,6.074121532,5.26299118,4.593001006,3.357259756,6.727168571,9.121730166,7.267052111,3.198859553,3.195668222,7.10920449,3.371016445,4.690881237,5.675176813,6.415577123,4.246324831,3.117658319,7.515028683,4.833634332,8.416383023,8.343703107
356,4.863101204,4.34890871,9.532877384,7.582831553,3.736884863,8.922205276,3.50535643,3.276087336,7.175569804,3.587531353,5.365595043,6.787408111,5.477767282,6.354202158,5.039677972,5.011593081,5.313222675,5.372639791,2.707751535,4.120583411,5.38484052,3.696715433,4.0749277,6.230264711,7.753616462,5.582946373,3.234657388,4.647231134,3.730317652,7.51508308,8.356859344,6.889590206,3.445973153,4.123147485,3.71744675,8.302196001,6.144723894,5.404834666,6.259491286,5.906941868,3.337434211,9.474321261,3.50826278,7.920496154,7.576714298,4.694337375,5.088482884,3.225381036,9.038910619,5.874692678,5.809626154,2.567919414,3.548015667,3.365224577,7.801991982,5.951443028,6.922252286,6.081826841,3.687454819,3.936802179,3.271864919,4.56421742,6.217483852,4.970546801,3.697755563,4.047102273,8.128922889,3.785612006,5.939736844,4.868445893,7.230697443,3.606221296,7.921857459,4.512868833,5.556518684,9.880146431,7.298293633,5.952059925,5.891575415,5.951360672,3.516096633,4.909982418,5.05103365,8.256900148,4.78085521,6.320734179,5.539616885,5.619633082,6.871256284,4.845523167,4.331710386,4.182741379,4.66977997,3.139771161,3.546154042,5.446153428,5.819218218,7.73262642,3.998319439,4.638657305,7.142045807,3.624240585,4.353464004,5.126108757,3.774456815,3.31797051,5.385576489,4.06711608,5.543084936,7.239533852,6.81010883,6.362243237,4.800587428,3.94034622,4.226860925,6.578538541,3.943018139,5.299229263,4.781707889,6.017899215,5.396389853,9.15088596,6.654322667,12.01782311,6.681869461,4.866448011,3.995304982,3.809820029,5.121476604,5.695723716,7.633211215,3.725444273,5.759794336,5.418393232,2.720480375,3.171159385,4.128093153,5.580405683,4.653752585,4.764002316,4.626426815,5.054075808,8.261429546,6.196662905,4.348106908,3.350673778,3.705896634,4.415918641,7.311840316,11.49135024,4.861456974,4.341536875,6.908559009,6.29205028,3.469269429,4.128539703,4.944216705,3.137368621,3.690322971,8.787387285,5.753104916,6.050296398,5.801695237,5.87935412,4.557287814,7.240036917,5.024154733,6.232685727,3.918304143,5.788196478,5.620029941,5.78833759,4.107274554,6.586542156,3.728982436,3.810509367,7.286123272,5.938210034,3.299632158,4.495286215,4.543529966,5.25140136,5.246199121,3.886376825,5.848599924,9.092436333,6.367974702,3.355161799,3.187747285,7.734292125,4.637201288,5.869541885,5.496759564,6.566225259,3.870373375,3.653530765,6.970363536,4.452472516,7.899867829,7.388621848
118,7.58066813,4.821898032,9.402662232,6.858360398,3.342310593,4.309790376,3.437448958,2.827190817,6.421342045,3.851672229,5.287057524,7.765521837,5.099575756,8.029948037,6.889262383,4.449073438,7.717660632,5.057517667,4.834791793,4.917250236,6.150827251,5.274946542,4.54731525,7.998372815,12.7889449,4.760272853,3.758280663,4.309912192,4.221590071,8.55222031,8.08347673,5.834103834,3.581864751,4.02760452,7.510944371,8.443773076,4.082477018,6.273412174,5.395424308,5.058610289,3.669301293,4.23816038,3.496019907,4.644960309,7.267122998,4.924049339,6.555094495,3.105172078,9.029297676,8.350029891,6.729658807,2.555113106,3.042758336,3.024835478,9.765500997,5.117385491,5.224404051,7.101605936,3.539355501,4.716653282,3.378198528,4.145150085,7.557941235,5.24247315,3.606032385,3.799707109,7.231877709,3.748987789,5.353253188,4.759405983,6.541326722,4.216315878,9.416634935,4.566109914,5.759443167,11.04046114,8.061124766,6.669535731,4.835201636,6.042801077,3.696606561,5.348849292,5.471254845,9.905223832,5.119872794,6.642081559,6.091111863,5.399026745,3.977651664,3.557414736,3.884540117,4.084848442,4.669316649,3.372543218,5.144297421,4.432289692,7.977682667,5.058002461,4.638294489,5.36988378,5.006703763,3.858053961,4.933826153,3.575286254,3.82308633,3.838030428,5.757927803,4.025469435,6.263831096,6.794066876,7.488166463,7.114615459,5.104631224,4.243718195,5.604723561,7.02819493,4.239105803,6.01583,6.215122363,6.2978393,7.778597243,10.28098254,6.355189765,12.46795338,4.839090446,5.786690994,3.938288657,3.931374514,4.632689855,6.906520625,8.215738422,3.980872864,6.418540185,5.665782088,2.996739138,3.134947193,6.657567054,5.362077055,3.819744661,4.778467307,5.391277814,5.170111342,8.826063036,5.172083793,4.381447632,3.919160575,3.468815055,4.656820021,6.315024455,11.99969496,5.854220091,4.035081819,7.635105977,5.842962379,3.725764609,4.140725099,5.930289504,3.175020285,4.967190896,7.727182493,6.667158439,6.358395396,6.685500156,6.693929717,4.829986683,7.562102531,5.899104169,5.937524328,3.928055119,5.445060831,8.240037063,5.390464193,4.837053103,5.690807936,3.368225217,3.878789226,6.0878435,5.342583643,6.61716308,6.960579037,5.667982407,5.547808154,6.611379339,3.300338734,6.466263454,9.720892599,6.377944181,3.507708639,3.313744281,7.087242687,3.535566689,5.624632609,5.772672389,6.570356161,4.057621282,5.48837734,6.867787748,5.064163178,9.179842744,8.230408676
1077,6.467212607,4.573710165,8.88310256,6.689145632,3.426858109,7.240313281,3.614967472,3.060938145,7.312202029,4.919114555,5.507938569,6.820774867,4.712708977,6.258428014,4.742719274,4.382659644,6.120686548,5.332151582,2.899740165,4.629377411,5.915139745,9.434039334,4.432824898,7.197360094,6.186785721,5.436523222,3.503160441,4.484610514,4.669784294,8.278611238,8.161618603,4.669506645,3.703878973,5.205076253,3.788384591,7.195469234,6.272749512,5.478087849,6.177273989,3.713941591,4.06715236,3.047492065,3.990341009,6.565259697,7.242836399,4.343950013,4.998669014,3.283411704,9.537826599,7.286058391,6.130159214,2.75546209,3.563558923,3.211313669,9.241354047,6.156865713,8.070287871,5.862838707,4.116119443,4.190500947,3.415168974,3.724599824,6.205092665,4.326126612,3.728424295,3.894660328,8.004358673,4.044598566,6.633604689,6.081304472,4.956961448,4.502967734,9.325695508,4.432314035,6.225459295,10.84670145,7.15623402,6.72510212,5.051181055,5.536050101,3.88062542,4.464934686,5.658433238,8.118533681,4.713916007,7.408037749,5.772698461,5.25871554,4.257286835,4.786090914,4.272013766,5.015182943,7.139184253,3.553208466,5.509404014,4.766091094,7.211319611,6.421478041,4.070704857,5.191595882,4.806678134,4.001185849,4.15688006,4.934578136,4.031009888,3.899742839,5.409256257,4.394604649,6.199599713,7.022802096,6.945013499,7.984580565,4.665648089,5.276003537,4.330779593,3.630065334,4.586219834,5.776440161,4.982120503,5.83898921,3.616303615,9.327870704,5.887250649,12.23967296,6.711462285,5.376958393,3.82647585,4.414138739,4.884754453,5.32851935,7.00048491,3.934885927,6.576884374,5.802654505,3.078001245,3.372242696,6.167290269,5.491223365,5.229933038,4.778493075,4.859715435,6.095431633,7.703339235,5.198472769,4.444900635,3.38476307,3.934954565,4.861908709,6.638828739,10.66148912,4.437931092,4.16726653,6.598995348,5.484183815,3.684218587,4.863785211,5.091607289,3.123565732,4.777187378,8.430806898,5.612986799,7.156015471,5.389324771,6.273191605,4.694993742,6.382763193,5.115014907,5.968762403,4.325915466,5.830415785,5.406942222,5.731947608,3.745830527,6.00788463,3.318377033,3.536077618,6.94640944,5.801122587,3.377889918,4.227973995,4.955849237,5.103728337,4.665536413,4.738103705,7.539824988,8.596777239,6.982798483,3.447866301,3.307553542,6.785452668,3.752193907,5.618605735,5.389879041,6.566156843,3.948689025,3.182192767,7.296838649,4.209645378,8.126497316,7.146115705
1089,6.345761484,4.612740289,9.729239328,5.862085371,4.382319792,4.239157239,3.491466947,2.771715232,6.102291481,3.708855924,5.841333802,5.509867888,5.138794254,7.55806331,5.512537578,4.561087578,7.33322825,6.260899727,3.47286855,4.973379352,6.487912267,5.796154304,4.773876166,8.713907619,9.888401763,5.10647652,3.105688114,4.400540853,8.521631229,7.860651772,8.130944572,5.40160727,3.542087102,4.059719575,6.466275902,8.689680256,5.111116085,5.763687725,6.050446702,4.108710126,3.689854582,2.823189369,4.008170076,7.857803261,6.582873808,4.13893218,5.357853455,3.185777248,9.140748967,7.415690327,6.408261835,2.587313078,3.088185554,2.944720817,9.663218004,5.946696069,5.310108769,7.234249382,4.137018639,4.246026704,3.494968227,5.262547814,8.885627584,4.892418951,3.668228749,3.787059315,7.808738669,3.776515161,6.335730949,5.546240726,6.469797303,5.181358842,8.917216814,4.432723224,6.557556954,11.35069185,8.58532018,8.410681661,4.219051651,6.498528107,3.695024763,5.226799201,6.02158086,9.466270798,6.361035503,6.828843852,6.202584358,5.63012323,4.495751235,3.870531413,4.362137268,4.782704529,7.181461213,3.131947838,8.213292929,6.792498998,5.967408603,5.681580939,5.893912324,5.995469923,6.257220356,3.68328775,4.802815603,3.832248672,3.765013383,3.794989301,6.84595284,4.636284196,6.66968375,6.877768192,7.849090264,7.668129719,4.99302829,3.860539345,3.693116398,4.32584988,4.255705038,5.904600355,5.033929398,5.600627205,3.796475955,9.418524487,6.484675534,12.33888121,6.765766742,6.217316698,4.128339103,5.478981134,4.520590268,6.426103354,6.744946109,3.789058069,6.185631329,6.717596209,3.353396024,3.134231708,5.918378944,5.421798137,5.582684915,4.970851927,5.026475995,4.446940161,9.285123068,4.605368851,4.495767579,4.810055175,3.574862807,4.550890719,5.925530536,11.09911646,5.362347994,4.235560995,7.951336569,6.237248334,3.513330992,4.863216079,6.312105479,2.924960704,4.616827565,8.932665232,7.367127427,7.485400882,6.491576919,6.000768558,4.940564163,6.326861469,5.870189445,6.200725327,4.703253361,5.105166002,7.939470083,5.957834821,5.156692619,7.771303978,5.111259388,3.937838762,5.231320807,6.270738172,3.053838735,5.106483229,6.369687329,5.527410665,6.385057571,3.544281992,6.361994893,8.589285852,6.887083087,3.204976738,3.28219537,7.454428201,3.327280573,5.551445187,5.64055453,6.933142052,3.825114746,2.844160285,7.215613425,5.055811,9.62021356,8.117294168
