"response","TMEM16K","PARD6A","LGALS3BP","CDC73","CEL","KRT17","IL21R","NAG18","RNF38","MYT1","ACIN1","HOMER2","BAK1","BRP44L","PIK3R3","C16orf44","SIL1","PCNXL2","TRIM36","FLJ13611","PUS1","C8orf4","LYST","IGBP1","SCGB2A1","CYP27A1","PYY","FNDC4","HOXD1","LRRC8D","SNRPA","DONSON","MTNR1A","MEGF6","SERPINA1","VBP1","EPHB3","USP24","ANAPC1","CHST2","SLC38A3","OLFM4","PLAU","APOC1","PAPD1","ATAD3A","DCTN5","ADAM7","U2AF1","BACE2","APPL1","RPE65","COMP","CDK5R1","QARS","ARFGAP1","FARP1","ZNF593","C7orf10","CARD10","C1orf89","C6orf97","CDC37","CRY2","CADM3","C5","SUMO1","EDNRA","FCHSD2","BIN1","PTP4A1","AMDHD2","CHMP2A","MYL4","RRAS","EIF3E","VDAC3","C1orf63","COL5A2","RCL1","RPH3A","BTN3A1","CCNL2","TUFM","COQ7","EP300","CLCN7","SCYL3","MSX1","ISLR","SLC16A2","RICH2","S100A1","ZPBP","HLA.DQB1","ELOVL6","C19orf21","JAG1","FBXL6","TFIP11","KLK10","IL18RAP","TBC1D19","DCHS1","KCNJ5","PHC3","WDR74","TRPV1","HIPK1","C2orf47","FRG1","CRNKL1","NUP214","ATP2B2","HIST1H3D","GATM","GNG7","STXBP2","RC3H2","CFDP1","HOXC10","RAB13","USP21","RPL24","TGIF2","MSH3","CST7","APBB3","GPR1","OBFC1","ERMP1","TEX15","USP22","RALGDS","FLG","GNRHR","HIVEP2","MAP4K5","LRP12","POMT2","NR1H2","ZNF592","PDCD6","MOBKL2B","TMSB4Y","POU2F3","SYP","CASKIN2","JUND","HSP90AA1","RAB27A","ECM1","CDC23","MED27","HABP2","TRAIP","CASP9","SLC9A7","HRH1","RAE1","IDH3G","DMXL1","NIP7","MAK10","DHODH","USP10","RFC5","TRIM5","DFNB31","ZSCAN16","FOS","NOTCH3","TMEM112","RBM38","IL15","PSG5","ZNF93","APBA2BP","SPINK1","TMEM176B","ARMCX5","ING2","C4orf16","CAMTA1","PLSCR3","GDI2","ACVR1","PRDM11","PAX4","CNP","ZNF227","DTYMK","PRPF38B","ARF5","TAF7L","ORM1","ATF1","FAM50B","POLR2G","TMEM165"
973,5.406274565,4.460462771,9.238812301,6.876292857,3.428053928,4.247856112,3.493191525,2.720732628,5.929803254,3.921236317,5.363027328,4.188842501,4.355843718,8.249129081,5.495301954,5.175179771,6.119514584,5.25709775,2.974293969,4.960060281,6.520560655,3.937168059,4.095551393,7.66052652,6.862867266,4.712384783,3.156125984,4.327441766,3.89361668,6.77077014,7.954510416,5.254753425,3.340896501,5.067419425,5.207771753,8.967561727,4.320415093,5.769656679,6.605755187,4.502577144,3.692532286,2.843434127,5.009804191,7.212407325,6.642952792,4.888021537,5.621992258,3.204012259,8.755236929,7.321116384,5.973687033,2.64427186,3.363681748,2.901447247,9.091240054,4.952465504,6.032842124,7.07976292,3.851951249,3.80108202,3.250404977,3.593303464,7.058497662,4.629449008,3.587435898,3.656157291,7.468902412,4.563235614,4.828907269,6.72395877,5.591204103,4.195887153,8.714605974,4.302294052,5.610420897,11.48306588,6.821216938,8.242980133,6.860895066,5.682991263,3.774156966,5.490670472,5.192935098,9.361259244,4.859060974,6.352942426,5.382934791,5.664713433,9.915459643,3.975364415,4.289125641,6.104085047,7.173977636,3.210947892,4.358710753,3.95290322,5.398987225,5.579869025,4.855980435,4.967255552,5.330442889,3.924404512,4.086409194,3.760414285,3.782829285,3.453579485,5.742765318,3.898780162,5.83524058,7.450569047,7.384601833,6.345676358,4.477226503,3.66212908,4.903875871,3.80343035,4.255374408,5.757978144,4.156797836,6.151493212,3.49365038,9.589384157,5.953453776,12.2156737,5.657151599,5.202164039,4.095888567,4.82740173,4.842798319,6.350232275,5.292129781,3.542315044,6.020574099,5.01890292,2.698351979,3.0778005,4.823294345,5.258805955,3.871084786,4.962549655,4.329793328,4.341268243,8.353043956,5.356637472,4.37694197,4.716946385,3.846125152,4.394489778,5.859970541,10.82017711,4.84534839,4.426350248,8.148560058,5.664886137,3.397130273,4.594558449,5.922877164,3.002820337,5.054050296,7.652326831,7.085539401,7.254437283,6.59492264,6.524024291,4.650512746,6.97116892,6.347009651,6.056445552,3.863135147,5.618431322,7.013727491,5.118439103,4.119604501,4.932906229,5.176273606,3.310497959,6.442492016,5.020783814,3.411820247,4.655369671,4.862236656,5.424128349,4.287276828,3.670044055,7.389345124,9.091132045,6.679561495,3.562421552,3.403382796,6.914507492,4.060611007,5.03579652,5.539115256,6.943304995,3.889080383,3.001665207,6.950997573,3.912923772,8.960980727,7.645008151
1553,5.866339619,4.315578853,9.086190337,7.511515247,3.763865691,3.71105387,3.37809518,2.73527205,5.959117574,3.567869062,4.96327835,5.694907476,4.569148793,7.539141058,5.640705111,4.327586495,5.169176798,4.385623355,3.574841215,5.493744918,6.335997616,4.36416659,3.704799578,7.311585913,10.90733401,5.577456028,3.132487806,4.575646571,6.741494452,7.973614432,7.688796148,6.065606778,3.434582418,3.930265408,5.199808764,8.386856725,4.797666374,5.598681247,6.761379373,6.317859031,3.827715424,2.897906835,3.949392691,6.647013691,6.504102855,4.699660453,6.576497379,3.109790013,9.303676945,9.166666649,6.065141465,2.666468477,3.162914801,3.003859112,9.133638153,4.628273425,5.853158569,8.212319745,4.004454861,4.507093537,3.528649405,3.925174734,7.253094962,4.390107146,3.437739629,4.075143375,8.320367713,3.540354871,5.384072548,5.492928558,5.239362531,4.050617249,8.775692155,4.531058238,5.889720441,10.52131492,7.84463777,6.800803253,4.697333598,6.134995119,3.460291901,4.842326843,4.617466905,9.290293114,5.32243391,6.218900784,5.33514457,5.732253977,8.452973025,4.006612861,4.095166322,4.54827584,6.932263871,3.16398067,4.993533169,5.518047987,5.383109007,5.52097721,3.745137483,5.694673724,4.736379014,3.437412636,5.713493184,4.005234416,3.609420334,3.466402748,5.427423852,3.769117185,5.154567053,7.683701529,7.385114331,6.267847101,4.192845123,3.724173666,3.891508482,6.779829745,3.784763229,4.938519833,5.631660778,5.166454884,3.416774725,9.51208626,6.39797891,11.61779274,6.06235681,4.889597168,3.953055048,4.42603884,4.4169516,6.319895204,5.995384781,3.937942452,5.853071168,5.027698158,2.810797442,3.0555853,4.47827576,4.808235303,4.393450425,4.689426566,4.120552247,5.000385534,9.36057037,5.66102367,4.331483382,3.053210992,3.670504224,4.106868326,6.540285216,10.87826322,4.451067575,4.276517049,6.462369965,6.395190503,3.35027005,4.441432357,7.056717583,3.247041042,3.973520807,8.254017672,5.873594493,3.894410173,5.452954933,7.116475007,4.293248933,6.261514052,6.329627334,3.955259326,4.126937587,5.94256247,6.115322001,5.007810052,3.71422277,5.613297913,3.311946997,3.459741154,7.216858328,5.049595161,3.299105983,6.408592392,4.802126326,5.603059761,4.290241078,3.736555426,7.584128373,9.406369556,6.981151508,3.088028129,3.150587429,6.633490173,3.664359824,6.816676569,4.499266115,8.007526587,4.403116853,3.079403562,7.721265378,4.868712647,9.39396725,8.597353116
1126,5.764047585,4.370488138,8.278454279,7.170980512,3.399350558,3.865370718,3.342516233,2.849133035,5.234277746,3.765603781,4.590881793,5.41771283,4.058611445,6.911152125,4.702361574,4.686479475,5.591967062,5.469297504,2.7972579,5.110988533,6.306476866,7.631378691,6.106311652,9.047911366,3.182350553,5.509809187,3.192278063,4.352405976,4.025293862,6.776842225,8.545735505,5.369342277,3.776641257,4.174808677,6.592765311,9.044482672,6.400032634,5.526670325,6.459006665,6.403029192,3.669057406,2.997594624,3.68090814,5.92052841,6.739487166,4.494325204,5.292536348,3.013967159,8.48780827,6.558188411,7.030953834,2.536646818,3.45602848,2.879119998,9.96050816,4.640303638,8.335855772,6.139654548,4.851640112,3.964766713,3.275872432,3.503599518,5.890625267,4.673733489,3.595941155,4.319644147,7.972072928,6.871064475,5.903242431,6.321270696,5.652030698,3.925455742,8.631274546,4.273789767,3.796681209,11.49776731,7.420778665,5.876035654,9.720583285,5.837943454,3.407518939,4.928530393,4.165940207,8.583458704,4.539500813,6.661507276,5.325567744,6.804318939,10.80060925,4.164895268,6.193251168,4.578004414,7.991034606,3.212828678,6.574861767,5.116087706,5.086786245,6.8813289,3.550534733,5.098025816,4.763264348,3.662511269,5.268904169,5.362891861,3.67661482,3.696061866,5.693196389,3.838530336,5.151539818,7.271744549,8.329047231,7.020869421,4.522136698,3.559725651,3.821379577,4.439272523,4.417770637,5.097258662,4.728100603,5.887117307,3.23975147,10.46326405,7.446440079,12.07524883,5.673123679,5.858377378,6.787985831,4.273169831,4.141923922,6.546764373,5.649347739,3.663184772,6.217271429,5.508483918,2.921638305,3.078597286,5.935322083,5.544771453,4.764300536,4.267605107,4.00017524,4.456410067,8.673931097,4.627820731,4.324151561,3.197204242,3.909582294,4.585356058,5.930896748,10.93307459,6.258578973,3.920145288,7.442637295,5.898031338,3.701318203,4.250216722,5.159924292,2.983533638,3.898962419,7.917756575,6.570022324,6.375806129,5.985063646,5.851113742,4.312407158,6.359035561,6.256705686,6.68992388,4.034760349,5.197474835,4.505450325,5.123821294,4.014636044,4.88872783,4.124086594,3.520943411,5.862856864,3.903616921,3.32318041,7.27432554,6.590964918,5.374326327,4.52736747,3.775500873,7.378431662,9.926813554,7.210144403,3.379437863,3.245666869,6.649726532,3.859544644,6.274647306,5.514827564,6.863621045,3.645118238,3.050633522,7.636789438,5.666909749,9.045713509,7.452939353
31,5.62367992,4.597917173,8.379013276,6.583909124,3.448812762,6.036573076,3.501759208,3.029039809,5.337909856,3.784816136,5.517618332,4.497592642,4.388690159,6.624578397,4.629094988,4.446112275,5.063406767,5.223416828,2.871390348,4.450008784,6.139596316,6.724544037,3.936504233,7.162907888,10.06477647,5.41214999,3.634071308,4.324627347,3.841841299,7.55919525,7.938280759,5.094385886,3.32905257,4.343704056,4.275720289,7.641130071,4.964392343,5.229870126,7.031418692,4.419704345,3.82529005,2.997506506,6.060262682,6.097945953,7.529813942,4.726006167,5.744990235,3.145436838,8.780768723,7.276303203,5.714755833,2.569534519,6.182847743,2.963519668,9.235155728,5.343741867,7.037102169,5.640139553,4.930045271,3.991600644,3.133191297,4.150269465,6.522298602,4.791525201,3.702885301,3.927895123,7.974585788,4.291790817,5.572609451,5.855514103,5.841589684,4.257678453,9.671093757,4.384796263,6.647228608,11.14048921,7.579671222,6.832963971,7.063808799,5.278408762,3.58736951,4.432035909,5.185741261,8.572826146,5.126043041,6.854211339,5.589452852,5.461402506,10.19509581,6.120677058,4.267022955,5.306743156,7.399101347,3.037732436,5.42737436,4.34965986,6.701853939,6.029912999,4.225338668,5.029586331,6.298991498,3.636556697,4.658082228,4.665140708,3.717776397,3.318914565,5.461117314,3.911741697,5.797545269,7.582614863,7.507367969,7.285002105,4.174069405,3.920714663,4.449095484,5.440706605,4.266344911,5.151745888,4.533322127,6.590334283,3.170553786,9.520264379,6.126064001,11.56345721,6.525738242,5.102093607,4.01671751,4.109166383,4.910483353,6.182579242,5.05051479,3.654972915,5.901876509,5.401796559,2.991893913,3.116567969,5.575564521,5.380668208,4.500072088,4.607723573,4.721375743,4.685584634,7.90592607,5.228147848,4.44249518,3.400687031,3.539119399,4.170778089,6.502462544,11.01094531,5.131244055,4.521506751,6.518723742,5.55127408,3.309455121,4.014278822,5.091747379,3.08496276,6.303778101,8.354664775,5.58024718,5.557049953,5.928376414,5.711805692,4.77042496,6.777618829,5.16575164,5.41856489,3.99373951,5.951273775,9.361765645,5.586789633,4.292394238,6.154230183,3.645722631,3.184102006,6.688123611,5.715463204,3.269534501,6.470877289,5.312373641,5.413915952,4.583385246,3.838137793,7.514788084,9.512794103,6.305469387,3.595910319,3.277016043,6.679014191,4.509573756,6.100676293,5.110473752,6.732423855,3.686609844,2.939666639,7.354897844,6.477799762,8.61874832,7.125363175
1064,6.015301044,4.80021978,8.511904993,6.415457979,3.226102717,5.556276134,3.312163105,3.213138788,5.770882527,3.553224172,4.937504393,4.74429463,4.391308367,6.774045638,4.923096492,3.941368528,5.946772624,4.793887439,2.998147848,3.621909673,5.766778697,3.594585442,4.429903315,6.754842862,11.08451987,5.193742211,3.236308701,4.605686585,6.972752402,7.995038205,7.234876767,4.561118585,3.46266402,4.410111772,7.040851726,7.571163561,4.382612154,5.103387547,5.976702208,6.496927632,4.1129547,2.952263307,5.450265719,7.083627512,6.560408525,5.131429178,5.457242715,3.146696694,7.398324358,7.512985863,6.109631102,2.576359207,5.972594833,2.828250593,8.826216982,5.043673322,6.915281738,6.521745873,4.076975229,4.060573078,3.455681906,3.540430316,6.083038254,4.078476274,3.541356148,4.412045297,7.29252694,4.710228601,5.334673877,6.026842027,5.432944145,4.069459274,9.187494646,4.464735309,6.6878689,10.84799811,6.930062331,7.261775288,7.641686753,5.718891219,3.683809881,4.633275859,4.359141088,8.634865654,4.3806797,6.422519346,5.841757144,5.191263633,9.70533993,6.462285083,3.81296792,3.623628798,8.407887648,3.501085667,8.593967213,4.705119151,6.589116088,5.255249483,4.547062438,4.780174485,5.799726078,3.702756078,5.158675632,4.00172636,3.876457274,3.341289964,5.336263417,3.735527722,5.71916945,7.031821829,6.808037777,6.108913474,4.808745248,4.172266498,3.685508497,4.746394688,4.302124027,5.483340127,5.281226829,5.066530548,3.753497315,9.777743224,5.602711549,11.28093484,5.031010224,4.566413532,3.709701434,4.767062903,4.695718831,5.72412057,6.290130529,3.801097122,5.893147912,4.881118443,4.531197723,3.16941049,5.329498548,5.036686589,5.035898854,4.564641445,5.190748841,4.626262147,8.612067007,5.479196318,4.599245239,4.173528617,3.892793388,4.404504157,6.671602288,10.88327646,4.55443018,4.924117135,6.785336919,5.696523257,3.514200318,4.052210148,5.240771974,3.184304233,4.748746467,7.247813385,5.905550986,5.893652968,5.059841511,5.799900444,4.844272271,5.765478942,4.527944648,3.793944774,4.532936104,5.654987223,8.647767684,5.119289292,4.40163383,5.325880067,5.104485021,3.395299172,5.855926368,6.02723615,3.415099068,7.679079393,3.98003539,5.353753793,4.203955224,3.643819977,7.072134731,8.437947977,6.926712319,3.384395913,3.30093887,6.493798414,4.310965375,5.321809766,5.006486512,6.472372294,3.916956239,3.263211021,7.205297491,5.512882091,8.295399854,8.013579616
1977,6.370470312,4.212650149,8.996759478,6.808801897,6.271400191,4.050559295,3.40673298,2.971882842,5.930841448,3.705812072,4.777647922,5.224148033,4.756352203,7.682313013,6.133234107,4.084279636,5.845706918,4.665845723,3.769971584,4.969611275,5.708496343,3.445612789,3.987481487,7.928465604,10.03965739,5.471317369,3.642043758,4.092123521,5.941848838,7.22672072,7.637513305,6.097082125,3.495791972,4.204690387,6.61557183,7.486980198,3.45928627,4.848980942,6.633937212,5.572307481,4.186224134,2.920950398,5.106092757,7.983084063,6.270747723,4.619329601,5.616907526,3.198199216,9.141067944,9.738551228,5.951712653,2.729068556,3.515718003,3.004771499,9.1672287,4.857422192,5.617421952,6.195776641,3.734693497,4.222205292,3.637515074,4.273150618,8.446565904,4.623875798,3.48899361,4.056205064,8.12100509,4.755589326,5.88428084,5.795014477,6.181213538,4.08794771,8.760394284,4.563396928,6.164563716,10.00232179,6.752160415,7.109392304,5.609511641,6.095957601,3.484838133,5.062118952,5.287735203,9.017234731,4.879441906,5.925090231,5.75094563,5.273101376,4.854782798,4.504694263,4.65189049,5.271932579,7.556269,3.062805897,8.08197422,4.992017395,5.362097661,4.547999905,3.727388391,5.497373605,5.15719179,3.459660244,5.126665092,3.743041244,3.717966704,3.197482334,5.139355557,3.33582266,5.749213621,7.314252697,7.989863416,6.899284264,4.308941818,4.295323056,4.755448031,5.181906103,3.771929577,5.186553163,5.04389739,5.503865156,3.27570381,9.588898625,6.263864041,11.36287702,6.658003318,5.532438805,4.192959471,4.00083164,4.32516132,6.127973232,5.896309489,3.499441677,6.333659156,6.069235535,2.913128271,3.074198804,5.210797662,4.304550329,4.261431842,4.657475686,4.593451877,3.974938974,9.037560024,5.326424824,4.543026273,3.019120515,3.59136175,4.325035431,6.479944032,10.50155805,4.773345996,4.686057084,7.616512051,6.881247111,3.481755834,4.384955372,7.425107671,3.136629149,4.672460413,7.991104,5.46901859,5.819760055,5.470084012,6.174359916,4.269474005,6.248978723,5.068644467,5.504379433,4.315564067,5.89080763,5.786433662,5.457077727,4.661587299,6.264487558,4.868536041,3.451891617,5.46534133,4.414506018,3.374278562,4.881189128,4.635898094,5.597044229,5.523175706,3.298087047,6.648981678,8.899908476,6.893111427,3.411548356,3.366642112,7.875618223,4.0390899,6.398558308,5.034397328,7.102598572,3.926826943,2.972981188,7.020514926,5.362935725,8.681415476,8.057837742
1124,5.479962652,4.440300181,9.368443183,6.930377403,3.408807971,5.117578267,3.52708321,2.739940851,6.303491893,3.488472592,5.048899901,4.417655665,4.764229961,6.872519143,4.679203773,4.457866917,5.387004427,5.036098302,3.115711571,5.740702062,6.300091653,7.169753161,4.229847394,7.659082072,8.833889364,5.376440339,3.224924191,4.240910384,7.845613993,7.717843844,7.887737324,5.771230218,3.456715866,4.52150064,5.783411339,8.155051668,5.366230287,5.771100221,6.886122252,5.935846843,3.652251983,2.832810067,7.034477933,7.690791848,7.138121309,4.607768491,6.03187684,3.1714036,8.455110202,8.784887009,6.488170264,2.574315073,7.718989018,2.931431958,8.603826549,5.061057341,7.113912067,6.559548406,6.514676857,4.290482679,3.137269327,4.12990713,7.485967464,4.880329282,3.529178282,3.723356599,8.462110933,6.168359799,5.320362341,5.105257457,6.200556968,4.187080179,8.7364617,4.332965303,7.22633766,10.72325826,7.449680783,7.75952637,9.745077764,6.332077535,3.378874276,4.896280475,5.968461141,8.905438515,5.762056244,7.009421679,5.59360962,5.821906691,4.444627579,6.51294597,4.982530776,3.850240452,5.999815881,3.085981979,6.09179886,5.380251779,6.606390414,4.991687308,4.553832105,5.332948508,6.202511424,3.455842414,5.51712702,4.728331078,3.728650463,3.574299942,5.403019437,3.552900414,5.808413161,7.278700982,8.196306003,7.02494096,4.477060326,3.722627658,6.095616098,5.309666329,3.978822771,5.701815558,4.8953018,6.325185344,3.323765213,9.713777072,6.173223448,11.54042771,6.690996827,5.401443869,5.545572439,4.231748243,5.272966021,6.422996489,6.945232703,3.434563076,5.970231252,5.156574743,2.866883286,3.024600483,5.363492872,5.512848825,5.467578188,4.690162666,4.373853913,4.245043725,8.660821023,5.501232818,4.462527859,3.398639327,3.672617626,4.521669684,7.116092943,10.75024297,6.004253562,6.788695634,7.455755892,6.544355934,3.362423581,4.769337971,5.270069859,2.981352659,4.973750785,8.333050226,5.607855162,6.605443459,5.833460329,6.405197178,4.267282194,6.738147319,6.000930298,6.258033867,3.883561552,5.301669783,9.654935013,5.119093102,3.984370997,6.65937295,5.14061886,3.645511007,6.482648575,5.388703952,3.800132372,7.129114287,6.189577109,5.764417074,5.498810868,4.335446922,7.400940005,8.948500199,7.656334187,3.283109271,3.063736234,7.080073868,6.105910586,6.405118475,5.597897515,6.743126221,3.822079856,2.872237497,8.285458381,5.758678874,8.735553752,8.393251658
1033,5.268395936,4.583805281,9.311179551,7.211319017,3.356922998,3.893661206,3.4014634,2.792050322,4.940545345,3.707646547,5.992930386,5.462200819,4.67042102,6.46730031,4.202468678,5.074757227,6.247155376,4.583191024,2.762001582,4.274122746,5.779896356,5.997375739,4.103480236,7.925037788,10.98938514,5.242803262,3.319780704,4.525729522,5.549203469,7.966703287,7.803109062,5.045699846,3.243217429,4.278814961,5.366161038,7.923393412,5.110626517,5.465497528,6.94050959,4.619082045,4.137091363,2.918065518,5.02670849,6.400028073,6.899957601,4.695965047,6.186225797,3.040338891,8.078799061,6.179568064,5.443935167,2.616912348,3.352032242,3.021979641,8.648167744,5.344634135,6.188708964,6.898643085,3.874952746,4.570042134,3.364443283,4.471112296,6.461623201,5.246343535,3.557319487,3.953021557,8.085335649,3.580991695,6.293384503,6.688165027,6.837045304,4.867867099,9.057408921,4.620612943,6.420178821,10.85410735,7.670904727,6.918818117,5.326664556,5.099591968,3.395356053,4.935321004,5.044998705,9.13863132,5.474531696,6.519604701,6.187239546,5.782843479,4.067945039,4.138515709,3.997021714,4.514252458,7.816553241,3.181144672,5.963560677,5.551773378,6.856621668,6.48733099,4.151337436,5.275299292,6.141622127,3.616002125,5.678690502,3.867471241,3.889642747,3.497836004,5.20071141,3.635796045,5.805199697,7.863136282,7.783888181,6.947988224,4.43814487,4.02968759,4.866952974,5.411742163,3.839674172,5.611188399,5.390241656,6.141115824,3.206061192,10.30228554,6.332093247,11.25558461,7.211663462,5.20479992,4.063243816,4.209124906,4.778550824,6.147461458,4.770754818,3.598809575,6.167073388,5.316828544,2.85972169,3.115920124,4.87323607,4.788373438,3.785495472,4.350968443,4.283860572,4.917737822,9.376899589,5.462184091,4.56082854,4.334256506,3.85898493,4.083830207,7.337336477,10.65934649,5.138402431,4.015825237,6.559678862,6.021951015,3.64629952,3.831296611,6.219426458,3.033266208,4.388422939,8.068942573,5.904571875,5.571499796,6.198373397,5.886313372,4.859598196,6.259846111,5.119128732,5.40967139,3.962932268,5.560143066,7.797688734,5.495390162,4.34697774,6.444037697,5.089643147,3.588228993,6.157928815,6.319949489,3.16094284,4.461828503,5.220138426,5.659047546,5.477663663,3.469527676,7.062672849,8.928150837,7.599604276,3.350628461,3.330708758,7.409795933,3.43992255,6.049940755,4.938735719,7.420827485,3.798707222,3.039986472,7.727937588,5.323490914,8.354813389,8.416575279
91,5.916852579,4.584989788,9.178456208,6.029120545,3.386015995,5.802379,3.337112807,2.634913501,7.102729911,3.53182607,5.132374682,4.470906326,5.000035084,6.925753444,5.324317499,4.034287497,5.642761359,4.280100433,3.829654225,4.29319181,6.084619616,6.734864122,4.478445501,6.897895575,10.35871732,5.137937199,3.117889254,4.634747804,8.743121802,8.178590545,8.05821077,6.366931667,3.462274347,4.09438347,7.300698036,8.591025546,4.472318122,6.223287043,7.048389586,4.738873718,3.735844072,2.921209344,5.098310683,7.879986919,7.500642785,5.171999378,5.038597536,3.08795305,9.291898429,8.614034447,6.322603485,2.603115014,3.983846987,2.885979593,8.767050978,4.564571441,7.223096543,7.068439792,3.967712987,4.141047357,3.387998229,3.539990952,7.069810466,4.739146783,3.474273104,4.100739967,7.900558122,4.891283556,6.083679284,4.187901294,5.318682505,3.616785844,9.517694015,4.211395963,7.191479618,10.76230417,7.465543239,7.658073945,7.647911587,5.697700319,3.361432348,4.481898814,4.682525201,8.199881835,4.089393097,6.920405379,5.553925358,5.266922191,5.799822106,6.110638145,4.335753843,4.27313411,6.311118698,3.192867993,4.503363921,4.411794909,7.189181643,5.840822191,4.04728187,5.168167109,6.14492705,3.744012885,4.548670714,4.548273488,3.736936873,3.504797777,5.406158544,3.464672001,6.257775837,7.560109005,7.555478847,6.11728624,4.30650607,4.338960481,4.356949453,5.115336291,4.058663792,5.890413935,5.98825388,5.338358818,3.320359035,9.684468272,6.081319428,11.79900577,6.754360502,5.01992323,3.812907028,4.668277882,4.643392945,5.353916766,6.840969097,3.632463885,5.638229959,5.125466602,2.849841158,3.018881872,5.548076128,5.179565027,4.302447602,4.480277924,4.223195701,4.408816133,9.230057241,5.951546277,4.152873562,7.682601496,3.751438634,4.075420064,6.224646188,11.03535136,5.425900073,5.071623897,7.757515346,5.684084577,3.471679679,4.200255667,5.46535142,2.98795909,5.355268013,8.225077224,6.083661756,6.767828425,5.592937952,6.682773143,4.66785868,6.469736452,6.036742923,6.344127916,4.108930378,4.023052787,8.847952343,4.944542017,3.837315231,6.159996179,5.111253656,3.61461134,6.000235081,6.590333598,3.179893604,6.703095119,4.7948874,5.33850096,4.780672019,4.093450126,6.797285115,9.196064316,8.24470861,3.367425283,3.151971122,6.896713402,3.591735307,6.467537517,5.395432545,6.975335986,3.82779265,3.791415006,8.22456391,3.92804843,8.999733574,8.602262431
365,6.141378587,4.474273228,8.365120429,6.778911105,2.814810482,7.733195766,3.469677213,2.922911,5.458208084,3.991229799,4.846600075,4.982367047,5.351127281,7.676938008,4.640196384,4.311393418,5.535325812,4.590498421,2.786255966,4.387020736,6.405197568,5.37672396,3.831789968,7.003356118,10.36454214,5.491716238,3.11354538,4.664802608,3.92623183,8.368365513,8.326584604,6.551929409,3.217822393,4.037962789,4.630638075,8.485347566,5.576759154,6.049985111,6.461790417,6.083141838,3.662084301,3.075033501,4.588985523,7.192094865,6.559526584,4.461362161,5.661939632,3.2410968,10.14214758,6.910511351,5.751259231,2.747715532,4.938613154,2.999603095,9.425039654,5.190216833,6.489710544,6.913503308,4.687823419,4.466108458,3.533362649,4.960775831,7.113630901,4.631329062,3.55766282,3.908890628,8.057403633,4.705211665,6.159502289,5.948288711,6.558028032,3.838836813,8.748971006,4.452458942,5.205510342,10.76136801,6.860025025,7.583411301,7.582915373,5.511296142,3.383604766,4.862628089,5.157225103,8.636155728,5.040746398,6.419420048,5.348450052,5.369370768,5.816571111,7.274652566,4.395806185,4.223570316,6.881257288,3.444786668,5.298427891,4.483748136,6.165855585,6.194743932,4.338063471,5.570444762,6.48849147,3.893564191,4.413640324,4.682107975,3.886006022,3.67108004,5.384175469,3.892791165,5.758534424,7.822308149,7.707061757,7.131293361,4.361976426,4.245303896,3.941461845,6.233477348,4.304027894,4.722814826,4.584443708,5.719667583,4.670133118,9.871930329,6.015918453,12.14390133,6.325653378,5.169075998,3.957271941,4.791950995,4.925701659,6.627993457,6.358026699,4.034818605,6.021246707,5.377881182,5.530681371,3.253674826,4.915230123,5.411054219,4.272130838,4.668873193,4.838767099,4.454884995,8.3241495,5.285888698,4.544764026,3.55030656,3.944890215,4.307948979,6.885700097,10.64216685,4.838296901,4.995094291,7.040504784,6.251985371,3.575222306,4.490838026,6.348909925,3.161340739,5.109923249,8.957429509,6.416387533,4.947050439,5.856962973,6.152290568,4.543512738,6.582416862,5.527306374,5.300130485,3.832568848,6.028412815,8.890968268,5.569062199,3.777012654,6.598295398,3.759832018,3.504081754,6.573761701,5.524638076,3.416474386,6.704540618,5.625868002,5.807477958,4.73611895,4.198296202,7.401752168,9.148166067,6.695775532,3.469213898,3.397146989,6.665202093,4.19314271,6.999847357,5.536229427,6.318950688,5.282347539,3.251858853,7.311545171,5.721872176,8.720741916,7.940801963
