"response","ORM1","ACCN1","NT5C2","COL1A2","ZZZ3","GPR37","GHR","ZNF217","SPAM1","MANBA","CARD9","THEG","MTRR","GUCY1A3","ADH1A","SLC7A4","SACM1L","HIST1H4I","FOLR3","LOC51233","GPRASP1","XPNPEP2","FANCA","MPHOSPH8","SV2C","C16orf58","POMGNT1","LGMN","SHARPIN","ADAMTSL2","KIF20A","TMEFF1","WRNIP1","TIMM13","AKR1C3","EDF1","PNPLA4","SIDT2","CADM3","ECE1","TMED1","BCL11A","EIF3I","SELE","SEZ6L2","VAC14","THY1","BRCC3","KHDRBS3","UBXD8","NAG","TRIM36","DAP3","CCDC47","NFYC","BRD7","SSBP1","TMEM87A","CEBPA","BTN2A1","HMGN3","FLG","PFDN6","HABP2","GPR21","CDC37L1","ABCF1","MARK1","PCP4","STAT5B","RBM4","ACADM","RGS3","SPC25","PKDREJ","BTG1","SCNN1D","PRSS21","SEC63","GPAA1","ETV7","SOX2","OR10H3","SPINK1","APBA2","RBBP5","CDKN2AIP","MKRN1","C2orf34","MAP2K1IP1","TBCD","KIAA1109","CCT5","MLL2","SLC22A5","BLVRB","UGT2B17","CHAT","NUP62","ZHX3","CYP4B1","EIF2AK2","SERPINB2","MYLPF","EPM2A","AMOTL2","FKBPL","RGL2","F8A1","GOLGB1","HNT","PYY","FYB","MTAP","SORBS2","RABGGTB","PSIP1","FAH","ZNF409","C6orf15","RANBP1","KIAA0556","CDR2L","CEL","BTN2A2","ZNF432","S100G","CEP135","NPAL2","TMEM30A","FBXL5","CTCF","POLD4","CEP76","RBM39","GSK3B","C1orf116","SFRS14","CORO1A","MTMR4","AKAP3","BMS1","RB1CC1","NUDC","KIAA0907","GIT1","TUBA3C","PDIA5","IFT122","ZBTB5","BAT1","JMJD2C","CYP11B1","SAA3P","ETS1","KCNK15","AHI1","HOXC10","TGIF1","PCK2","MDC1","KIFC1","RUFY3","CWF19L1","HPCA","EXOSC5","GPC1","MAN1B1","MAFG","GNB2","LSM8","DUSP8","PSMA1","FNDC4","HLA.DMB","MGC15523","ZFX","RTP4","UBTF","ZNF107","FGFR1OP","C1orf56","LAG3","DACH1","LTBR","ATP6AP1","C6orf48","CD40LG","PPAP2B","ZNF692","SEC24A","KLRC3","ATAD2B","LYN","TXNDC13","CHD9","CSH2","YY1AP1","CDON","HTR3A"
594,3.327077685,3.608404412,7.644557378,10.13838306,6.133002007,4.588239746,2.683083172,8.098462974,3.167328403,6.941317927,3.775000045,4.036042279,4.558888124,3.988957666,3.318229722,3.260925418,8.266064194,3.945438121,6.219801758,3.633964698,3.486737084,3.230866133,3.272438429,5.566982384,3.801607918,6.155737606,5.965854111,8.597473834,6.303230996,3.453927443,5.990207773,6.108906297,3.111855855,8.511589562,5.379570991,8.680720499,4.715200809,6.614984316,3.445663427,4.878119128,5.900664341,5.132209609,8.502450647,2.88792191,5.360902394,4.875952347,7.01253435,5.873167529,3.057355372,6.041721307,5.57289205,3.472629367,8.749205333,6.464578529,6.34910585,8.729898676,9.902090402,9.159643484,3.902506685,5.297323947,10.37354238,2.859372032,6.516462781,3.370185325,3.577822948,6.044347589,8.306349474,3.728338344,7.313681046,4.466212786,6.544671829,6.615720215,4.206572338,4.169382199,3.645881906,8.837941722,3.049792559,4.717251772,7.006204842,7.149534252,3.88867219,3.552226526,3.176204352,3.181949008,4.298200764,5.560342281,6.114955672,7.93324671,4.108769778,7.692150304,4.403282797,4.327365284,9.627064812,3.651680316,4.403521405,5.597323561,2.849963964,3.818296336,6.111875589,4.34025788,6.725921424,6.369845583,4.47316072,4.830905382,3.619800412,7.500927562,5.747792758,6.603446149,8.297615299,6.673223768,3.205870939,3.224758632,3.8573079,3.817988488,3.59519077,6.012841379,7.219375199,4.452118549,4.065025401,3.829068463,6.015818943,4.219763361,6.996222447,3.012255052,4.466229842,5.6072654,3.243455122,5.211344418,4.093644193,7.674171898,6.959014511,7.550699704,4.904701959,6.708610636,8.793714428,7.509254914,5.008412721,4.634059007,3.893288383,6.829081726,3.548742081,5.862244887,7.686373034,7.424075667,8.639891017,5.250073563,5.276981978,7.588793769,5.856942938,7.442581488,8.402782178,4.366183054,3.132604372,2.855820035,3.559985004,4.950598611,4.322746225,3.32027956,9.246256975,6.497656227,5.031974238,6.033566504,4.584115639,5.114216537,3.535606198,5.369788885,4.415288916,4.561678925,4.882359641,7.178384172,7.393296965,3.699511984,9.324470234,4.054897391,6.657685781,5.407946887,4.73575753,4.133317998,4.889493844,4.153539662,4.540803699,5.240601965,3.267594249,3.395569828,6.903622529,7.914819959,9.078362906,3.208492471,6.751474696,5.045833636,5.635435386,3.422995591,4.713991393,6.73031703,4.914931153,5.893249771,3.418720318,7.492870508,3.561133622,4.138069111
1341,3.075218306,3.73758539,7.775067482,10.56757979,7.422504333,5.537026041,3.315623765,6.793259878,3.313764345,6.18263031,4.63869652,3.733951858,5.103373459,3.554975914,3.253879793,3.223832622,7.984682687,4.210994994,4.15147107,3.618086017,3.430141773,3.262488172,3.745412135,5.706530165,4.630595197,4.789697906,5.762123984,6.701261614,5.584655995,3.286563402,6.053355026,5.577574734,3.222643838,7.090793272,8.913640167,8.913205259,4.993706518,4.966991103,3.430663996,5.012956945,5.410158883,4.637833765,9.096967316,2.853480325,5.874737699,4.419980745,9.300567619,5.116646173,3.619396549,6.626842414,6.425998517,4.282383599,8.960342796,6.133068975,6.614451608,6.878632932,9.99108332,8.448627023,3.995328534,4.673471588,10.29796059,2.825665824,5.674481301,3.245324644,3.849552568,5.47232308,7.172881142,4.310162452,10.46749436,4.046002563,6.473369342,7.789523596,4.449137686,4.169450251,3.569010147,8.399492944,3.395905789,7.723262532,6.205033434,6.518335714,4.06882829,3.449243752,3.02127416,3.292528765,4.358330599,5.18691868,5.541401644,6.871525808,4.932773258,7.902744034,4.578065589,4.388130701,9.744798225,3.763737461,6.169682371,6.357411056,5.326557724,3.81380477,5.088193967,4.363984325,5.775304039,6.866804824,3.226187701,4.970202985,3.716845935,7.117456517,4.497469362,4.846046892,7.278892927,5.978184738,3.285486179,3.334510899,3.748474803,3.593903062,4.064443297,7.247189863,6.152116769,7.029600315,3.984196609,3.772520374,4.797874129,4.739803061,4.654558787,4.655402866,4.105320289,5.265969226,3.145165482,4.240755819,4.926470194,7.227908354,6.46704353,6.761870346,5.342312628,4.231233341,8.56755809,6.673895739,3.572829962,4.433405245,4.118746103,5.600921606,3.613776428,6.034168085,6.396506663,7.867318901,8.537343545,5.131619145,5.243573663,8.446530821,5.361528463,6.804388564,8.623079061,4.345685426,3.178806614,3.12652205,3.792470699,4.942328629,4.041498572,3.274435599,6.943707052,5.842538719,4.160268608,4.595805971,4.358526859,5.130188757,3.786358877,5.22911702,4.340325667,5.358396872,3.992000188,6.755722255,6.359633087,4.040806586,10.19933566,4.133593787,6.24432536,4.735482892,4.20652688,7.868934432,4.785451271,4.446266025,4.848516354,4.226757022,3.237169982,5.283986151,6.518878708,6.534220228,9.64151202,3.229490981,6.018283561,5.447742606,5.448935861,3.740596562,4.406729088,5.672482749,6.546738471,5.64839423,3.418601947,7.517368792,3.878216252,4.771951131
1384,3.198339821,3.727909655,8.054414865,11.76856194,7.934756736,3.790237317,4.195072376,8.093990192,3.285017914,5.355031374,4.770690405,3.727571411,5.206735079,4.882562827,3.446880483,3.251123644,8.524526292,4.048137106,5.535378262,4.044061206,3.631652786,3.220857569,3.602548909,5.987204498,4.058745364,4.801104031,5.38949047,7.79440714,5.557708506,3.555294057,7.002646276,4.05683812,3.319617413,7.475808251,6.696969118,8.875598633,4.64955595,6.608198186,3.537506832,4.224665616,6.299757629,6.196647598,8.840147188,3.155759374,4.971100404,4.37264537,7.370081801,5.637173091,6.763953602,6.934178477,5.741513894,3.728640395,9.412164982,6.958259759,5.445683253,6.240345457,9.767548107,8.439335433,5.574586945,4.911231139,9.980496026,2.862494154,5.477274438,3.356859613,3.566385194,5.080462011,7.437679569,3.467646095,8.708910322,4.268695473,6.753604323,8.334118584,4.517136755,4.797722965,3.607336749,8.723561378,3.010654101,6.591469501,6.050171991,7.044361098,3.566261383,3.560484794,3.340849245,2.99024275,4.101708997,4.892977607,6.617200192,7.535050356,5.392618901,7.945107741,4.767875998,4.184370072,10.14841002,3.770590705,4.461272347,7.318914428,3.073691478,3.698871655,6.053204693,4.537094786,8.542396173,6.194931451,3.838116917,4.424037469,3.660073714,8.034503121,5.076248672,5.898907818,7.566150106,6.543084464,4.064500367,3.083406122,4.369826418,3.893960359,4.608633167,7.15516658,6.822728067,5.726150791,4.02659841,3.490976804,5.358517201,4.616314273,4.826270136,3.205031942,4.415381252,6.433951241,3.232263839,4.433114718,4.087602039,8.249588019,7.202345514,7.268814956,5.369540106,4.124302934,8.669000187,6.749264778,4.958966648,4.603421359,5.160436195,5.99463743,3.500733463,5.8104824,6.332449508,7.196454598,8.448231649,5.221884443,4.968453758,8.194172206,5.458356671,6.789611151,9.312159365,4.715363908,2.964357086,2.745650425,3.39763129,5.740757536,4.233081884,3.194964505,6.087970687,5.368874488,4.572693173,5.290284816,4.129438206,4.122482999,3.585014324,6.492218846,4.599443668,4.928727723,4.850411489,6.769361481,7.805340238,3.884339351,9.473067178,4.070662935,7.233351245,5.490613555,4.405433652,8.543087296,4.218833843,5.162350144,4.495945518,4.368528575,3.399775981,5.614043998,5.709335016,7.988764766,10.37545498,3.28374798,6.524998119,5.410995366,5.931996986,3.42383723,4.204742618,6.150247149,5.592261295,5.766291717,3.495979055,8.150503141,3.421685669,4.535432847
1451,2.95728133,4.068584609,6.350848427,12.50991125,7.38812597,4.995193428,4.074500337,8.6850993,3.266442999,5.528463888,4.073642452,3.892374756,5.734483677,7.348534609,3.44222825,3.340094716,8.178896253,3.747046449,4.417555234,3.847786939,3.856152598,3.305358329,3.274266525,4.836970305,4.02056647,5.796934344,5.643506128,8.647824105,6.476861629,3.334250913,6.344330859,4.574992001,3.224657521,7.538462842,6.850120151,8.650310261,5.603326723,7.10329101,3.439415336,4.260595696,6.610188031,5.589625318,8.72841433,3.263911165,4.938656941,4.087714035,7.900605566,5.455694572,7.357476431,6.989195247,6.021343131,3.300989824,8.882756658,7.341421773,5.223840427,6.967630499,9.853290136,8.568246431,4.64622282,5.599591564,10.97431953,5.744154689,6.073589502,3.417264073,3.867408177,5.458855143,7.478682734,4.047985729,6.205815468,4.092912761,6.951886122,8.232835598,5.177688545,4.897243898,3.509788774,8.923675039,2.983821855,2.837617347,7.015947369,8.114854665,3.805130307,3.463690122,3.24116228,3.203440312,4.608955708,4.166183314,6.162013395,7.444510051,4.208908719,7.806826003,5.041907756,4.185581729,10.07424961,3.597055599,4.451886588,7.458069248,2.892040245,3.666015907,6.156834706,4.086654418,8.084810334,6.251766413,4.567580487,4.488593211,3.735907272,8.546250148,5.488450894,6.578846004,7.193489416,6.358001338,5.128503204,3.103984556,4.222135112,3.828999728,3.709929819,7.192091854,6.813882549,6.008327398,3.907378302,3.798982341,5.749506627,4.603712813,6.0616624,2.957853503,4.6792651,6.547153658,3.007052083,4.874001531,4.398473761,8.82269491,7.83205035,6.860987486,6.290479164,4.575022711,8.700842049,6.197235594,3.900907795,4.68879412,5.238643081,6.34618014,3.259738523,5.092163372,7.288869171,7.46366069,8.356512419,5.062116481,4.982729559,8.856113645,5.425324127,6.5465734,9.06102404,4.642423482,2.963245625,3.002963655,3.614172765,4.422687821,4.807652176,3.539265799,6.910859353,5.610797773,4.825926149,5.0339425,4.372115932,3.713954277,3.462948907,6.23048857,4.473604563,5.383480974,5.56044526,6.410555254,7.989091451,3.403168745,9.758277816,4.107792073,9.122349022,6.157113902,4.578100726,8.394743318,3.837145522,5.799032852,4.611222851,4.052736191,3.765072181,4.350303777,6.54935026,8.367373956,8.8248801,3.497720296,6.62727426,4.985383787,6.409048128,3.723278888,4.367365957,6.533864975,7.440966595,6.661427357,3.229297044,7.273483034,3.588426884,4.442937423
787,3.079547284,3.963538894,7.919915149,12.0869077,7.358717861,5.277664547,4.676073502,9.040497091,3.127347652,6.314698572,4.946448529,3.883350395,5.548744902,6.190331541,3.157906308,3.136647609,8.47752471,4.163515015,3.817212334,3.857436526,4.037894273,3.100411625,3.578452509,5.427448022,3.928359786,5.429008108,6.051582691,8.685750154,6.463353117,3.37683244,6.020438116,5.469941223,3.129997816,8.022465009,6.291910088,9.128724702,5.179189895,7.435068945,4.249905948,4.328296227,5.793629998,3.637742023,8.334358814,2.827151558,6.280744297,4.519019975,6.975183685,5.626398963,6.784529415,6.971097333,6.062524801,3.781993671,9.539288048,6.759393182,6.454126562,6.95780454,8.960797303,7.797547544,5.027248301,5.854705101,10.5747866,2.735692567,5.792120046,3.40533782,3.979110099,4.429148236,7.878625262,3.656385254,5.431881272,4.393301418,6.826755421,7.434741855,5.320765299,4.327109491,3.596235489,8.897349068,2.891652727,4.183969241,6.623748006,7.651423249,4.064068258,3.503624143,3.134990577,3.345664989,4.318510814,4.681995101,6.384203537,7.100137441,4.483702752,8.7471316,4.978150515,4.769011826,10.0258364,3.654474658,4.389492177,6.939030514,2.791101765,3.474371025,6.286860741,4.355324344,4.130796299,6.500365246,3.742115321,4.167032336,3.61598866,7.61644194,5.389904898,7.378888295,8.1472995,6.723417848,5.702133256,3.038436782,5.606299362,3.564602955,3.479269232,7.013708071,6.006671066,6.358570453,4.017534305,3.756422045,5.317278179,5.320781272,5.672888636,3.348171625,4.346021974,6.223883281,3.275233211,4.880475957,4.264954088,8.055485511,7.690594086,7.68948778,6.115664746,5.371582977,8.562153551,6.6412592,3.748712486,4.896621488,6.512087586,6.381446576,3.490486127,6.06955089,7.374446396,7.058670892,8.720019275,5.329889932,5.013003476,8.743790859,6.061106962,6.829642612,9.023125227,4.428587513,3.221007641,3.107050855,3.356261877,5.327811921,4.6837238,3.601804673,6.963809619,6.662390005,5.377320827,5.306938496,4.897047386,4.414975885,3.496980157,5.527561837,4.720546652,5.997410542,5.990599048,6.772325751,7.520739159,4.10425545,10.4942738,4.211703263,8.393740802,6.275802258,4.59736562,7.176321092,4.03740988,4.478749503,5.08462432,5.218605656,3.641645524,5.703611083,7.076764231,8.711783326,9.430884595,3.408000031,7.674738602,5.875527861,6.284194342,3.271386369,4.883311796,7.545581747,7.111686984,6.41679946,3.528758009,8.284038837,3.506757806,5.097005587
312,2.826395352,3.909814912,7.687862174,9.593741477,7.143220019,5.753204913,3.241334697,7.682421469,3.287253857,6.339693588,5.106114169,3.823221932,5.71902099,4.233526645,3.385897938,3.194332595,8.580851308,4.073126266,3.898372121,3.777944941,3.633670092,3.230966956,3.783329402,6.116763074,4.96601409,5.775939659,5.915235868,6.07717886,6.022301262,3.373772951,4.531354092,3.35491546,3.423715176,6.209781304,7.489680291,9.623542511,6.651772599,6.865994204,3.434163064,4.493290736,6.092212096,6.726326483,8.744473464,2.768149284,5.934347497,4.184754754,6.387226939,6.050384755,3.496659251,7.573788855,6.524330319,6.218407145,9.678541148,7.255155243,5.445633373,6.247891596,9.232156518,8.429705932,6.09845687,5.429262807,11.15923357,2.932544042,5.634901428,3.44668276,3.663846019,4.105773463,7.686086908,3.437330082,6.504279405,4.615327333,6.611827429,8.081605987,4.827541965,3.472010777,3.775848256,8.765874261,2.840435361,6.207025644,7.073794919,6.778923133,4.546629211,3.553472743,3.416900717,3.083758155,4.384322523,4.895177801,6.102514157,7.974551218,4.457252235,8.374958137,5.906744839,4.856522414,9.749856643,3.717076122,5.298839398,6.46579929,2.958935682,3.62497334,5.472256509,4.047019208,9.64767745,6.761010525,3.37945148,4.364375818,3.818945469,7.799988064,5.268061347,7.280993722,7.965663908,7.1101857,3.221255365,3.130565064,4.838989306,3.817860589,4.663400226,7.884234532,7.176832232,6.07827087,4.184515967,3.671952292,4.993219152,6.286136953,5.93563547,8.073210621,5.430735321,6.068391571,3.291086085,5.445451392,4.177282506,7.15357275,7.68180535,7.131940148,5.783011802,4.864623331,8.545639482,7.057453544,5.527937492,5.657492914,6.964324297,6.573432349,3.91770523,5.622801322,6.33170246,7.220469111,8.438349352,5.4744323,4.948293524,6.4757735,7.159634554,6.635822167,8.507932401,4.752573385,3.00638207,2.706100322,3.515835163,5.569801616,5.003842989,3.693442929,6.856742853,6.008784389,4.72745539,4.433007969,4.844568049,4.040478697,3.717808081,5.715978847,4.016500742,6.30036513,5.683572932,7.277533877,7.221991204,3.72386089,9.746529902,4.227408092,9.001080334,7.08788169,4.560756486,7.604775244,4.167808139,5.363997822,4.93162835,5.046974261,3.926287578,4.962342069,7.05771861,8.06066625,10.01029384,3.411179289,6.089518855,5.910723876,5.518540066,3.699915526,4.46008813,6.517519458,7.008202568,6.484344257,3.607469953,8.35026978,3.590229303,3.978579898
524,3.059070449,3.616402564,7.233275021,10.64373159,6.831338174,5.098098926,3.165506313,7.540530706,3.251711235,5.904807047,3.764762074,3.874075568,6.021087906,4.663082463,3.259181929,3.379218643,7.315531729,3.976678175,3.46162395,3.325214446,3.77314615,3.372913403,3.571705549,5.87004699,3.704023509,5.49298245,5.019594122,7.872487299,5.092251945,3.854928765,5.778434822,6.735765069,3.320640265,7.392353326,6.958786507,9.387744683,6.080493403,4.508027459,3.541386164,4.624015296,5.540472885,6.85251608,9.181926418,3.091714456,7.573905667,4.221418081,6.824145239,6.104897838,6.787836517,6.246862928,6.466890236,4.596508835,8.540213312,7.785971526,6.011940906,8.551759885,9.278123859,7.503951266,4.363022113,5.032342073,10.96370495,2.9561652,6.100872277,4.222629247,3.632179292,5.421141818,8.105796318,4.31855205,4.420452174,4.366729745,6.84808687,7.762793918,4.649024343,5.7491157,3.487299338,9.162819093,2.964761867,4.480546904,6.385310667,6.310427923,3.915382137,3.426217783,2.962921416,3.239982163,4.635009078,5.569715177,5.859473933,6.875551296,5.105879902,7.405148736,5.507104791,4.174120317,10.15326086,3.536756719,4.147624795,6.303278663,2.840834769,3.969843106,6.601407189,4.23534362,2.932162387,6.816248049,3.322909438,4.606380812,3.763672024,8.485930133,5.57600426,6.077850037,8.992040136,7.301144909,2.968126849,3.19672368,3.544831814,3.701890628,5.173601659,5.923759807,6.460070752,5.395388612,3.872090358,6.544684327,5.704550644,4.349552962,5.996609164,6.835020783,4.48373227,6.365171969,3.229445213,4.298570247,4.198906451,9.04948216,6.12833454,7.445437246,4.708492344,6.136398378,8.338844629,7.790444951,3.511295901,4.72993694,3.401678745,7.171909004,3.288340886,6.794053486,7.280520598,7.581068263,6.977670004,5.053428943,5.956123182,9.401136154,7.432877771,6.918771904,9.049634045,3.969955759,3.08511825,3.260344585,3.596635765,5.454114761,4.104988511,3.415578799,9.901924095,6.306397317,4.828841818,5.055764341,4.292900967,5.60076931,3.411231538,5.851824992,5.523043941,5.889521602,5.821033545,5.918731694,5.365729989,3.664441859,10.44682762,4.380014445,7.140952372,7.315599168,4.825358574,4.095290612,4.887404803,5.409243825,4.224517397,4.250112464,3.530715777,5.071838594,7.042437235,7.951030133,7.641426355,3.430866862,6.742866959,3.689366203,4.826161303,3.416230823,4.705432747,6.734738455,8.653973934,5.821867094,3.472214234,7.226250627,3.681956188,3.127076336
2742,3.050235276,3.958045978,8.04409807,9.826874487,7.979391438,5.241545935,4.614323316,8.01450001,3.335924175,5.74081764,4.153990772,3.637289637,5.603797126,4.362009479,3.529936514,3.264775739,8.906074479,3.837464228,5.920539858,3.895801111,3.388928696,3.252711913,3.550037239,4.819046074,4.079459067,5.821980629,5.736624684,7.961199285,6.76246264,3.487167568,7.897388402,5.529326529,3.19828451,7.475047749,8.065040526,8.735235065,6.145006065,5.896977289,3.547319252,4.50389293,5.176567326,5.888080268,9.2120102,2.972228362,5.258982025,4.434573129,8.621414732,6.46928533,5.811058601,7.063822456,6.551053185,3.629103884,9.047419341,6.565564541,5.606334383,6.965716657,10.20824136,7.439768502,5.064133568,5.181933544,11.14344472,2.859028072,6.096093247,3.278642004,3.879818885,4.619712664,7.84516421,4.226141093,10.72475978,4.046304884,6.739882977,8.906093018,4.51661282,5.537316644,3.598888497,8.440855484,3.142972076,8.152098351,6.988808877,7.881973153,4.127419291,3.838976615,3.411217312,3.018734355,3.9422334,5.431544915,5.526552489,7.362007873,4.640734784,7.936024568,5.09126653,4.131445664,10.60894443,3.367795718,5.149235441,8.116368236,3.059497951,3.383549924,5.449294137,4.10140877,8.435348013,6.806994696,3.526578039,4.563614313,3.761582477,7.595308822,5.836169234,6.435615837,8.522695621,6.348143793,3.329871734,3.049089913,3.834291746,3.727480943,3.356922998,7.195031963,7.898366954,6.572727516,4.048557383,3.794730272,5.685660019,4.884479005,4.5691503,3.337775684,4.389685819,5.510453195,3.174721831,4.490384764,4.194436004,8.091322064,8.680000927,7.372025171,5.863851931,4.133814035,8.896231502,7.039553148,3.523746669,4.710790357,5.503314904,5.91937674,4.142446926,5.770115196,6.789531854,7.754337461,8.19857813,5.071064423,5.452139292,9.029737291,6.436333987,6.129821153,9.292083569,4.398957487,3.011222819,2.878918196,3.732573426,5.013913846,4.228547602,3.426075449,5.918383767,7.122498007,5.448850311,5.400072516,4.08908593,4.283506801,3.373893862,6.172129128,4.214499667,5.147981371,4.985126464,7.25278755,7.838184257,4.245327691,10.42886081,4.219907787,8.495779654,5.059904868,4.725796327,7.695392602,3.986949582,5.015675706,4.903411989,4.47118016,3.284202392,4.107258109,6.599456041,7.735616861,10.28264151,3.28267869,7.181278304,5.648609272,5.859927806,3.585406835,4.328196502,6.462538717,6.270582778,6.355520341,3.141777865,7.833892258,3.550229163,5.883694011
2687,3.010644882,4.149412068,7.431119447,9.957496641,7.8150629,3.880992284,3.636861553,8.509225068,3.276712408,5.738223099,5.528798659,3.972806907,5.834992824,4.419999899,3.293126965,3.147490804,8.786756093,4.212852718,5.561731125,4.163851413,4.441575969,3.223957793,3.329512782,4.369384747,3.976760847,6.25807356,5.838254672,8.241231395,6.779830547,3.358678026,6.059280749,5.367230897,3.18412668,8.056818775,6.044229674,9.314591542,6.027801069,6.505254168,3.391526807,4.298176846,5.49093226,5.847239659,8.078112848,3.06037649,4.602945172,4.393400278,5.023366723,6.488178356,5.764567819,7.1786103,6.389821024,3.01831226,9.784961371,7.4054269,5.260383784,7.482914776,9.8943294,8.254006423,4.657214415,5.965420395,11.3038968,2.929338604,6.542158205,3.525166992,3.832677681,5.085171103,8.144601924,3.721037111,7.738750151,4.178438124,7.373298364,8.161180639,4.242674918,5.102556445,3.850383064,7.165725576,3.169657907,8.073254594,6.70211835,8.191113297,4.299592335,4.076073297,3.246671747,3.163674703,5.058161545,5.180508348,6.288430026,8.028054603,5.335712279,8.665795856,4.709461969,4.426619491,10.2278897,3.612553241,5.599312218,6.510220767,3.121993323,3.674910111,5.960920207,4.432103725,8.259972936,6.972876307,3.6509736,4.393490359,3.887848302,8.51577069,5.468536793,7.001779267,8.096664331,6.932477992,3.667356516,2.999550023,4.173422173,3.889429228,3.707608003,7.750099109,6.884337115,5.48978599,4.067350653,3.901062892,5.768377892,5.133940055,4.916295621,2.994768186,4.660279078,5.999079599,3.111794261,4.818274976,4.156586006,8.649803266,7.939184168,7.713828349,6.158207645,5.132248996,8.994671091,6.740990011,6.789019351,4.879214624,4.62781127,6.403684701,3.507249515,5.527711204,7.519572549,7.286541687,8.619633642,5.414107117,5.050630367,8.326085455,7.421462888,6.727080156,9.129533009,4.530687681,3.001763292,2.646628471,3.638619525,5.981008882,4.546919534,4.014862794,6.991872553,6.439813641,5.352287292,5.512887395,4.23081352,3.655537383,3.512213121,6.212318854,4.779509971,5.790658521,5.297806423,6.905809039,7.935104786,3.862496992,9.879551467,4.360945381,7.233765209,5.794722638,4.864976912,8.335011095,4.058652728,5.98500995,4.477922141,5.883615432,4.154541713,3.373513707,6.919247245,8.031603281,10.56047745,3.658002228,5.870070514,5.430294937,6.769544095,3.667054246,4.685926131,6.330202963,6.536725777,6.872268408,3.376501016,8.495621699,3.512157289,3.405125099
1470,2.991690162,4.073929396,6.870576281,10.1241756,6.412790388,5.395066263,5.70291816,7.309410294,3.315284887,4.228167816,3.827426735,3.967701907,4.897306779,4.853517826,3.4060943,3.273500108,7.453575592,4.112767509,3.736495145,3.871384331,4.368870226,3.50226343,3.579288773,4.90195907,4.070192697,5.611646792,5.139124909,5.359680535,6.891208264,3.722449848,8.320755935,5.476718397,3.580887182,6.729410288,4.466375612,8.633762869,5.928989703,5.603147848,3.713668222,4.709687448,5.537967326,5.900412,8.434098018,3.165708558,6.191571335,4.542230013,5.940773472,5.29468118,6.732127461,7.95363485,5.293581942,6.738261967,8.355435654,7.217792964,5.165243921,6.262327585,8.795882508,6.246942205,7.533120809,4.10423833,11.05810406,3.200301472,6.119568883,3.3007261,3.909698837,4.31584637,5.893550397,3.894820446,8.248775519,3.99670113,5.620596276,7.500088262,4.950077143,4.476484054,3.818621085,6.662394026,3.483499556,6.447698472,7.041441253,7.198328879,4.80662327,5.832597433,3.687036132,3.634033519,4.102038326,4.853921147,6.408587468,6.883636778,4.928384728,5.676187056,6.162802194,4.103965353,9.158697201,3.645582138,4.868662163,8.54416995,3.613152877,4.017116618,5.603815006,4.450718171,10.16364875,6.024787806,3.30370119,4.934414002,4.015234507,7.485002434,5.253786905,6.135140299,8.491126948,6.567475695,4.016102994,3.173773041,3.798318821,3.908838966,4.992683654,5.63238689,6.750512056,3.952025789,4.278815245,3.951334434,5.282918593,5.897513965,7.908873866,3.419132351,4.452400246,5.982264587,3.441326222,4.830076073,4.341232675,7.292375841,6.855910975,7.373353464,4.717286397,3.788565609,7.475163928,6.94136011,4.726339789,5.427686375,5.482207137,6.026297673,4.396115692,5.893561691,6.464316153,6.790596084,7.277365874,5.397964422,4.944681235,7.465552829,7.457462043,6.824779415,8.936483744,4.414440854,3.265912872,2.887191418,3.726438124,3.876390292,5.24334587,3.855608864,6.09785548,6.094535854,5.568700697,6.767435763,4.873688919,3.73580834,3.662548537,6.450794803,5.25631078,4.777331076,5.727610255,6.701732977,6.127037752,3.723261595,8.683246836,4.275726682,6.170889922,7.561127561,4.721046188,4.941902106,4.597362438,5.260910635,4.536456872,4.093794399,3.185518063,5.197376144,6.682729216,7.265874396,8.975715923,3.584426389,6.155770026,4.692929912,5.426053305,3.624596356,3.974296945,5.131590887,8.724161486,6.819638647,3.811027429,7.47220754,3.687125434,3.245852527
