"response","ORM1","ACCN1","NT5C2","COL1A2","ZZZ3","GPR37","GHR","ZNF217","SPAM1","MANBA","CARD9","THEG","MTRR","GUCY1A3","ADH1A","SLC7A4","SACM1L","HIST1H4I","FOLR3","LOC51233","GPRASP1","XPNPEP2","FANCA","MPHOSPH8","SV2C","C16orf58","POMGNT1","LGMN","SHARPIN","ADAMTSL2","KIF20A","TMEFF1","WRNIP1","TIMM13","AKR1C3","EDF1","PNPLA4","SIDT2","CADM3","ECE1","TMED1","BCL11A","EIF3I","SELE","SEZ6L2","VAC14","THY1","BRCC3","KHDRBS3","UBXD8","NAG","TRIM36","DAP3","CCDC47","NFYC","BRD7","SSBP1","TMEM87A","CEBPA","BTN2A1","HMGN3","FLG","PFDN6","HABP2","GPR21","CDC37L1","ABCF1","MARK1","PCP4","STAT5B","RBM4","ACADM","RGS3","SPC25","PKDREJ","BTG1","SCNN1D","PRSS21","SEC63","GPAA1","ETV7","SOX2","OR10H3","SPINK1","APBA2","RBBP5","CDKN2AIP","MKRN1","C2orf34","MAP2K1IP1","TBCD","KIAA1109","CCT5","MLL2","SLC22A5","BLVRB","UGT2B17","CHAT","NUP62","ZHX3","CYP4B1","EIF2AK2","SERPINB2","MYLPF","EPM2A","AMOTL2","FKBPL","RGL2","F8A1","GOLGB1","HNT","PYY","FYB","MTAP","SORBS2","RABGGTB","PSIP1","FAH","ZNF409","C6orf15","RANBP1","KIAA0556","CDR2L","CEL","BTN2A2","ZNF432","S100G","CEP135","NPAL2","TMEM30A","FBXL5","CTCF","POLD4","CEP76","RBM39","GSK3B","C1orf116","SFRS14","CORO1A","MTMR4","AKAP3","BMS1","RB1CC1","NUDC","KIAA0907","GIT1","TUBA3C","PDIA5","IFT122","ZBTB5","BAT1","JMJD2C","CYP11B1","SAA3P","ETS1","KCNK15","AHI1","HOXC10","TGIF1","PCK2","MDC1","KIFC1","RUFY3","CWF19L1","HPCA","EXOSC5","GPC1","MAN1B1","MAFG","GNB2","LSM8","DUSP8","PSMA1","FNDC4","HLA.DMB","MGC15523","ZFX","RTP4","UBTF","ZNF107","FGFR1OP","C1orf56","LAG3","DACH1","LTBR","ATP6AP1","C6orf48","CD40LG","PPAP2B","ZNF692","SEC24A","KLRC3","ATAD2B","LYN","TXNDC13","CHD9","CSH2","YY1AP1","CDON","HTR3A"
372,3.126863562,3.623105414,7.16132413,12.39722077,7.646189524,4.866883475,5.682152137,7.435175796,3.370935456,6.372199778,3.921997068,3.551496233,5.777473956,7.07959318,3.252913698,3.092142075,8.234957874,4.22083322,3.798042784,3.850170429,5.099331275,3.428432762,3.522258247,5.900021194,4.216610439,6.198261725,5.937274581,7.946817592,5.604658643,3.384884644,6.255878606,6.789998819,3.324048114,6.383430742,4.569755732,8.145229555,4.793669882,6.846984969,3.863004097,4.127464004,6.504618259,4.141176958,9.013647082,3.333965912,6.181729771,4.344143226,8.713229591,4.327108394,4.650147529,7.385425613,6.121043203,4.025011446,8.949243506,6.702278918,5.507940746,6.853517731,9.559338577,7.451272875,5.416088532,5.911599629,10.93386873,2.898931706,6.983370718,3.394268908,3.937020389,4.908122749,8.705356701,4.227031974,9.019449731,4.447198021,6.339786814,7.832564019,5.358818181,3.685910737,3.645359388,8.629782379,3.198216904,3.107427977,7.005809213,6.920156922,3.473636022,3.477474066,3.2452254,3.181563274,5.416630297,5.944328874,5.137607054,7.535647961,4.64210944,7.758540321,5.538727821,4.722359787,9.619162217,3.27830411,5.90377283,6.498703394,2.758924333,3.683314632,5.837435546,4.675773806,4.644560459,5.764851247,7.964717984,4.628858,3.694409221,9.305741706,5.335836831,6.923273618,7.323053523,7.338737878,5.824088995,3.012349692,4.265291975,3.674234301,3.957426232,7.201878475,7.727531007,5.151079888,4.045204732,3.738230625,5.566305635,5.654641491,6.362341707,4.034903718,4.66069755,6.521136369,3.199837064,5.696120676,3.678112127,7.349390441,7.208838634,7.181080506,4.981692348,4.212013467,9.880651761,7.177326157,3.523339289,6.016157927,4.496618904,7.357689584,4.02370783,5.761666369,6.843177326,7.444775169,9.044013164,5.237104174,4.903919714,8.23674663,6.88954119,7.411082415,10.05985884,5.191825068,3.07500101,2.811530705,3.737185337,4.60655059,4.872302981,4.280414117,7.009657963,5.759053195,6.31479481,5.832745662,5.484331349,3.800772056,3.259467006,6.426771111,4.767226104,5.290687405,5.660015049,7.473732996,7.035315785,5.063662514,9.499564667,4.56916363,6.673618341,7.107903152,4.172667084,3.391811803,4.557657094,4.872238249,4.222780313,4.384858565,3.557747063,5.454569271,7.097660211,7.728854492,10.36756232,3.523973579,6.881325165,7.109229204,5.562036249,3.527769539,4.460530138,5.400440787,6.096831431,6.725882222,3.47763155,7.257268417,3.522464199,3.112130207
261,2.831814897,3.538373795,7.566459871,11.34050972,7.104666573,6.795317455,3.117234392,7.204355766,3.21486899,7.304087794,3.977894344,3.791926162,6.062427467,6.663353098,3.16815915,3.033608342,7.775115621,4.194437957,4.364770276,3.678715106,3.331490216,3.237828038,3.641315325,5.248610937,3.85764145,6.172365701,6.711931272,8.972913371,6.299416959,3.296258513,6.727106442,5.689041308,3.103925827,8.368127149,8.385548843,9.012356001,5.657243315,6.657107756,3.646454886,4.969622692,6.199800678,6.093579883,9.392818935,3.009479088,6.897393849,5.153489255,6.370822409,5.094961833,4.015612759,6.856691189,6.413435667,4.143285112,9.820545747,7.250816101,7.863638814,7.476184767,10.08425595,8.415419422,4.659332333,5.041291512,10.60365351,2.865289152,7.439496375,3.737336169,3.794471594,5.179514458,8.63371432,3.851967257,3.64858349,4.46932707,6.193802659,7.689105951,4.785878562,5.382821626,3.581550691,8.835774988,3.168269043,3.008419218,6.439987841,7.465443222,4.689105524,3.346332472,3.009800433,3.177727318,3.994652707,5.104000879,6.172294886,8.263063987,5.995892458,9.57429486,5.657755333,4.680619641,10.59372552,3.432525207,4.548638615,6.624104233,7.078650868,3.498649836,6.106932525,4.639981078,5.871475423,7.288376514,7.433083892,4.734791472,3.8127449,7.690734845,5.966520414,7.239846723,7.929353776,6.914122585,3.588754546,3.091142539,5.152658525,3.859567297,3.516916098,6.881824856,5.877924299,5.545733973,3.814759054,3.683440896,5.483126175,5.711062485,7.278367498,2.982442342,4.731027487,5.518472112,3.099762581,5.665800192,4.42295544,7.817609148,7.571982193,7.702367281,5.797263541,5.978908635,8.382012062,7.361496872,5.105640323,4.584161642,6.071702939,6.94214792,3.331649846,5.967584065,7.479407153,7.424108738,8.871466023,5.747617715,5.154628701,6.992790216,6.227239879,7.195378966,8.926260157,4.348823499,2.984259464,2.772163427,3.962496437,4.963532279,4.758119497,3.659437957,7.860076191,6.475727247,5.660110501,6.52507222,5.354263508,4.657270795,4.121045575,6.368678965,3.835801968,6.043311202,5.351369414,7.789894676,8.117040301,4.018839434,9.717979878,4.283463987,8.010662978,6.907282571,4.258393795,7.605689298,5.270025646,5.632040914,4.569893958,4.845693042,4.187437558,7.11229282,7.17524222,8.056168508,9.478750367,3.498213634,6.903231856,5.772711548,5.967781489,3.482564754,4.926181148,6.956033202,6.432590451,5.808106143,3.50141458,8.117251675,3.792256405,3.408308877
328,2.898780808,3.512768428,7.360674312,10.40107403,7.218493766,3.29305945,3.023456576,7.826110085,3.254591254,5.749712536,4.856273918,3.740631044,6.079499595,5.606411539,3.075304987,3.45762636,7.956375094,4.226326781,4.623324593,3.854840616,3.495207884,3.296711104,3.615557238,6.158178362,5.379282773,5.932955054,5.684986232,7.72992823,6.184162404,3.358390298,6.709053935,4.624907653,3.312732451,7.299710544,4.228865065,9.219462057,5.842265355,6.471175446,3.298973465,4.671565901,6.284166943,7.286483029,8.974735351,2.731824275,4.934217179,4.735261513,6.809996711,4.875809522,7.003026298,6.776681212,6.246995102,2.991959633,8.830249035,6.925891228,6.706618057,7.839379791,9.42699576,7.951834465,5.65440003,6.084411842,9.975316654,2.964918619,6.637613795,3.434383638,3.809869474,5.381410268,8.556269117,3.505430941,5.446489552,4.449189586,6.383444322,7.523864135,4.668291193,4.935409946,3.730130834,9.039788899,3.111791396,7.667468484,6.840077538,7.997089269,4.070494905,3.378736585,3.359886528,3.312652554,4.276413112,5.318397446,5.588957053,7.482152225,4.283505106,7.743374546,6.330568991,4.462708947,9.980408949,3.481339624,4.84346844,6.009452605,2.881292114,3.559664977,6.879330934,4.300756957,7.171414596,6.065884809,3.149076784,4.636467971,3.785608115,7.271995108,5.718187931,6.838835659,8.441415259,6.94417398,3.624318909,3.162778996,5.314724568,3.849745445,3.436743689,6.616796386,6.956244977,5.967486706,4.085601152,3.623397161,6.363210783,5.252779755,7.356602549,3.389907785,5.131918331,5.944596347,3.368463033,5.746699133,4.047116754,7.794726703,6.768589705,8.033165199,5.526170383,5.639368091,8.839403629,7.160849464,4.906035474,5.642137431,5.832632391,6.594968755,3.639556441,6.776314349,7.678381355,7.529985588,8.720991724,4.953463722,4.918320068,8.553697604,6.523579663,7.003369159,10.05534682,4.491025141,3.0814797,2.686912959,3.644966138,5.356742368,5.232012873,3.351251319,6.930004381,7.514862591,6.251800501,6.689041734,5.068201951,4.495172377,3.745125478,5.892737812,4.222331636,5.620732736,6.135260722,7.158380095,7.927091801,3.569035304,10.03851934,4.184700735,8.27677544,7.316991047,5.152525465,7.436704681,4.808058307,5.051743978,5.054005402,4.214639434,4.071992233,3.199209981,6.632451903,8.811425752,9.946019116,3.519876045,7.154229101,6.105288474,5.976539389,3.652667758,4.317404195,7.254522633,6.699406288,6.099973131,3.632617531,7.514763769,3.525586281,3.287095016
266,3.077161906,3.989189702,7.586574797,11.58601351,7.398868007,5.978892405,4.965560431,7.781320088,3.255639926,5.839197155,4.203236417,3.693918767,6.04473796,5.594421199,3.230367629,2.989334727,8.167819621,4.236716563,6.594706961,3.843432402,4.502736767,3.209667687,3.799909236,6.791381718,3.831783011,6.810396298,5.588792053,8.157429591,6.206937885,3.367486873,7.582332669,4.475893208,3.323103427,7.534684028,7.022435546,8.73781786,5.407818684,6.634922361,3.563293461,4.393972878,6.057700104,6.236190145,8.147618895,3.165836115,5.95888994,4.566663325,6.318522813,6.194376785,5.137096368,7.489283023,5.870749157,5.952713435,9.216978335,7.495649876,6.000502446,7.105553368,9.362176338,7.826460236,5.432641166,6.168727658,10.84659424,3.091068591,6.499868022,3.414466533,3.994410413,5.539515603,7.77264088,5.094952493,3.73465815,5.089203308,7.206813165,8.167037698,4.749202877,5.038004835,3.822481947,8.277207928,3.109073899,4.876422612,6.936010455,7.631401451,4.41609227,3.5026467,3.130294824,3.32657569,4.566989582,5.193163319,6.329271059,7.687994019,5.765852313,7.834111648,5.069188488,4.86929289,9.843305205,3.463886277,5.066584415,6.794526129,3.096665939,3.630563315,6.872083874,4.434982186,9.221639776,6.834578872,4.010673904,4.47647503,3.510796275,8.988744313,5.091849372,6.245197251,8.415739319,7.688890034,4.874256094,2.99711305,4.788908268,3.794224671,3.683661056,7.758570411,7.801291653,4.223815097,4.173869549,5.07069716,5.526237737,6.191648739,5.829098183,2.771123601,5.04706149,6.840285326,3.173712663,5.190601165,3.822484183,8.472696292,6.922887052,7.594090493,5.907387563,5.709148616,9.303704952,7.005520216,5.400590232,5.665104808,6.075658023,7.181410559,3.357676565,6.023030276,7.263571236,6.892486305,9.234207859,5.012266648,5.078315667,8.331857011,6.442000137,7.360985287,9.401462228,5.36478844,3.000440896,2.656472873,3.790284356,5.917232842,5.221050579,4.488935034,6.517098659,7.381815144,5.55547089,5.868180693,4.790184211,4.220731096,3.329802222,7.007190703,4.948310993,5.918137055,5.055573882,6.635626022,7.150995629,4.776585941,9.568276704,4.162641642,7.335916272,6.398438924,5.148644614,7.321956575,4.61512928,5.643621394,4.827276116,4.220991114,4.120134075,3.269840933,6.655584003,8.834420994,9.554750316,3.442271286,6.436042397,5.742484199,7.20748819,3.595759883,4.481409966,6.558638849,6.206104578,6.728004873,3.222656071,7.99756999,3.513217485,3.073147846
295,3.038833108,3.557048667,6.728257683,12.66982364,8.090371715,4.621318474,4.24357715,7.918524167,3.166589118,6.898997097,4.615948261,3.697106922,5.90216881,6.785419142,3.204436817,3.056897971,8.124533597,4.244190763,4.121093175,3.775130494,4.333299644,3.133914194,3.39647609,5.997439315,4.177848344,6.162654702,6.525556294,8.801540428,6.886297276,3.358283911,6.739376736,4.013542816,3.04880846,7.974523473,6.723837044,8.848975022,4.027212016,7.445244883,3.293713833,4.518163037,5.871904956,6.920677505,8.605878028,3.011557936,5.316282499,4.269015214,7.728262977,5.122618859,4.351840892,7.293592044,6.231089458,3.534819008,9.586985432,7.746292988,6.027944288,7.75830293,9.827119375,8.247457472,5.575679343,5.699246353,10.33075047,3.009065043,6.233983114,3.621935041,3.970800946,5.112195286,8.131090473,5.050072657,6.824811651,4.544400746,6.965434928,8.800696628,5.091472513,4.386808847,3.562657947,8.411728976,3.107675081,7.264163947,6.780239978,8.361182391,3.838053518,3.801694645,3.140058517,3.242113009,4.643541028,4.977270314,6.622961584,7.534641525,5.08377487,8.187981311,5.770384025,4.700603965,10.27669977,3.506501901,4.82064293,7.174230367,2.766927174,3.460709728,6.514849712,4.403854219,6.50972391,6.806772127,3.675092154,4.40477426,3.9198387,7.800102741,4.935022481,7.595070544,7.934509929,7.011701071,5.774160586,2.998464926,4.977065885,3.758461432,4.210981473,7.927226292,6.051514653,7.135932029,3.811270807,3.646282378,5.886633307,5.470868478,7.776441968,3.394920953,4.149027927,5.614343538,3.416687889,5.833426162,4.063839403,8.345734824,7.842157338,8.14208103,6.376389729,6.22836308,8.924527112,7.409010954,4.387662393,5.250817257,6.428370908,6.835080749,4.322766026,6.235996084,7.034039424,7.373516229,8.87170092,4.798728478,5.117998607,7.45021562,4.89111776,7.309128116,9.552915889,4.525309676,3.059528812,2.774940042,3.65916027,5.954392291,5.724595245,4.007729825,7.899294776,6.524115903,5.240856099,4.817032141,4.714260508,3.850884146,3.396694924,5.761346804,4.335213961,6.442669563,6.011869096,6.883579544,6.585677427,3.777318232,10.09461043,4.238637542,7.506710478,6.934499491,4.605594245,7.07860885,4.878087968,5.605374391,4.864692184,5.073816815,3.697664266,5.587992632,7.926202507,8.784074758,8.397467437,3.174886986,6.709978289,6.480142675,6.361571298,3.490070714,5.311787111,7.587227568,7.210618584,6.423584777,3.545196281,7.91893992,3.358790956,3.794371342
191,6.12769007,3.606163902,7.533730143,10.91790532,8.774835208,2.676072533,2.936017286,9.023173631,3.401744488,6.524080622,5.440834705,3.552531908,6.508687615,5.491211741,3.256091325,2.88548618,8.57586281,4.419529608,4.170505804,3.958148225,3.794965313,3.349227362,3.809254031,5.785568008,4.051827601,6.564554115,6.643164461,8.227432037,6.155400391,3.291191079,7.924149401,5.491457528,3.076934467,7.328496341,6.082276407,9.658691456,5.423877357,5.741977842,4.1452266,5.516645038,5.751456819,6.773371452,9.75950971,2.821570906,6.811304326,5.054460078,6.195263909,6.419176596,6.931602653,6.785753171,5.744940772,2.837275381,9.380875453,7.92237271,6.869308989,8.113689555,10.20093242,7.634547636,5.26155035,6.177057539,9.572970669,2.791802885,6.391645453,3.431870053,3.909960542,6.798769605,8.159872568,3.500814533,3.199128187,4.89706207,7.050951475,8.976292547,5.312397601,6.601334527,3.560641985,8.330710672,3.118615897,8.882965664,6.752075459,7.395178341,3.83267913,3.66104575,3.252387238,3.367743204,4.688789746,5.476576016,6.411504006,8.101335347,5.601525301,8.19187069,6.050193585,4.839190426,10.12853058,3.426900582,4.26823215,7.937591584,2.688814179,3.47186049,7.14163725,4.090752899,5.001345824,6.521072611,3.293816812,4.337895432,3.812275642,6.929864733,4.833171242,6.670734686,8.277255044,6.719514788,3.580080146,3.080975904,4.913271101,4.11623845,3.817884296,7.871322283,8.062837346,6.408188612,4.079745345,3.717670462,6.240823643,4.412380545,7.334228677,3.758095905,4.984698852,6.24292985,3.232916088,6.008604893,3.969617422,8.460024743,6.705642406,8.307429581,5.993620667,6.176484999,8.653397153,7.023000147,4.637165903,5.091136242,6.209471958,7.419686603,3.525212763,6.527553843,7.860665316,6.892577001,8.44318841,5.794599699,4.936357753,8.71468646,6.778654186,7.235269255,9.867770501,5.04757111,2.951330788,2.732010461,3.633586842,4.085704715,4.871571774,3.52832712,6.966819969,7.141449377,6.013840432,6.648442837,4.968978731,4.089200721,3.440179005,7.043240937,3.666227146,6.558973112,6.088138635,7.914139561,7.935236733,3.965780146,10.77469729,4.202005565,7.451784488,6.801687048,4.823531678,7.158855883,4.920179824,6.015865552,4.99510059,3.963176996,3.647865926,3.654799347,7.227844472,8.971281733,9.660676771,3.457888203,7.526098488,5.768571937,6.469103947,3.395127469,5.120575343,8.301245544,7.426508933,6.366374112,3.258318452,7.695991376,3.314550608,4.033261502
701,6.789563892,3.506355165,6.590450906,9.066465676,7.254305357,3.388873137,3.01233247,7.773821649,3.289758878,6.068878136,4.65429961,4.190991722,5.634087377,4.252883388,3.308686209,3.155140015,8.972220209,4.099127857,3.808050743,3.963034875,3.278296594,3.290110978,3.618935238,5.646577936,4.026247347,5.826294482,5.812568848,7.577193112,6.025671344,3.393500964,6.879352904,3.775104264,3.159637479,7.434786006,9.590963319,9.70250901,5.287567539,7.267026671,3.774017981,5.306292729,5.926650072,7.078841561,9.613261149,2.900438996,7.361190425,4.455266885,4.512613528,5.861039185,7.555650041,7.438110724,6.152397035,3.612909769,9.152954618,7.449948478,5.940607891,6.06016635,9.836834834,7.935759187,6.391595636,5.313668868,10.59744007,2.805813823,5.463106238,3.568242023,3.943880055,5.022082114,7.814555184,4.377126048,3.403265501,4.582419044,6.421431169,7.772791876,4.772946177,5.219195853,3.72043424,8.338848708,3.130127627,2.961633212,7.004446117,7.136654649,4.906458143,3.466356692,3.388584669,3.298587586,3.972915649,4.398467629,5.567577006,7.814143248,4.405250424,8.226113892,4.765245422,5.322379995,10.21753755,3.568053292,5.250091206,8.134490872,2.772037443,3.520254066,5.469737818,4.340511488,11.12337328,6.960456989,3.238201498,4.287001705,3.462337386,7.164863205,5.096522787,5.935297531,7.6706959,7.312766236,3.168250677,3.120198319,5.230011637,3.847117865,3.251550455,6.538341584,7.27650569,4.589750227,4.101531882,3.748689149,5.693598086,4.551450702,5.573472569,2.879763462,4.863356563,5.422470969,3.323565678,4.531422394,4.361512266,7.038764633,7.874349069,7.156944694,5.697861168,4.680988811,8.067912061,6.645274171,3.877384684,4.509713038,7.371194765,6.662126689,3.576358746,5.492682166,7.386017706,6.643344829,7.925847414,5.368064253,4.864354025,9.474562144,6.030430563,7.195617915,8.079955745,4.568923661,3.228852151,3.061817786,3.659815199,5.631146741,3.972425502,3.643383256,7.189198689,6.580938462,4.898830801,4.906579067,4.437703822,3.7223134,3.598692718,6.162328475,4.010382976,6.755628341,5.102435183,7.130594913,6.860332844,3.734744656,9.938299516,4.545460969,8.617760803,5.976923815,4.291484656,5.612471801,3.96632581,6.01231951,4.090008689,4.975249996,4.178370797,4.862449696,5.94843033,8.131164282,7.839981175,3.985784275,6.360479817,4.200287551,6.397150776,3.930704677,4.380386154,7.781039878,7.052608347,5.713616206,3.413032853,8.529418281,3.760934207,8.689861938
789,3.206594843,3.879031631,7.972287884,9.569397533,8.392781603,3.051568254,3.263877505,7.593603009,3.371385826,5.823174497,4.26573879,3.90441302,5.631710729,6.261026172,3.392624666,3.277044288,8.27018167,4.196386156,5.738400213,4.021350757,3.314385063,3.24518274,3.52089331,6.2491395,5.418506343,5.636561675,6.511186698,8.643938739,5.793994866,3.462788065,6.662358384,5.863029627,3.167056079,8.616602461,5.426104506,9.142303103,4.921275276,7.402933851,3.498148125,4.720223484,7.628085932,7.0286133,9.209367837,2.809978366,3.991205661,5.240926974,6.481252031,5.615508409,5.433499357,6.792454216,6.814553326,4.776443776,8.896822491,6.908084441,5.751646412,5.709244344,9.790373655,7.211254842,4.562107307,4.938545676,10.74346505,2.846243778,6.248917649,3.403290209,3.831810549,5.708870445,8.203406257,4.087993341,9.661065328,4.208692053,6.818371239,8.372994813,4.810207994,4.463487829,3.875802961,8.493478998,3.178924662,6.831548384,5.385810146,6.626985746,4.377850212,3.457492603,3.232711487,3.302502407,4.70882057,5.114595127,5.608514056,7.374068907,5.853405604,8.56101577,4.940756001,4.595950941,10.60498965,3.571988209,5.256412144,5.199600162,2.913025158,3.626052217,5.672697467,4.407290588,7.038812683,6.254805749,3.845424295,4.45872225,3.781816327,9.06036445,5.797812696,6.486170313,7.68678967,7.875365588,3.101534126,3.226313256,4.066319988,3.9414648,4.134774425,7.594066453,7.466693742,3.896249798,4.102209611,3.562383119,6.227291153,5.249998508,6.294257406,3.271900388,4.103422606,6.697664585,3.13860523,5.515781997,4.196115959,7.709998475,6.990542095,7.358162087,5.017400753,5.248634388,8.014049084,8.015241484,4.015583496,5.365284392,4.151104824,6.656439375,4.363997689,6.493767514,7.316558171,7.744706983,8.398459539,5.80316958,4.860779248,8.31811771,6.809097871,7.837777763,9.472210019,4.494316413,2.928743081,2.774112516,3.82711889,3.79004318,4.280511395,3.285341821,7.35309041,5.935172425,5.240273825,5.910294585,4.705493707,4.185250058,3.521038694,6.417248876,5.15322575,5.34003276,4.952882875,6.847687362,8.691146069,3.966133205,9.319103716,4.413257456,5.854455435,6.399073567,4.865941927,4.746218655,4.554978841,4.828342416,5.199862669,4.426468368,3.620360684,7.331701094,6.151086083,6.989245063,9.873859545,3.391479345,9.548065424,5.992597309,5.314067475,3.591522917,4.686325902,5.018453198,6.035040359,4.437725916,3.346515221,7.844209908,3.56652955,2.937300896
797,3.031020829,3.847107253,7.853147144,8.526007121,7.233151387,7.387647801,3.725052908,8.357598313,3.122720903,5.885097921,4.583239582,4.125320288,5.598715318,5.623495514,3.467286502,3.176534761,8.459157546,4.07175465,3.926827847,3.766459454,3.24391093,3.115652523,3.593483108,5.062137073,3.897806966,5.821669772,7.105166321,8.201090413,6.535874431,3.358131629,6.090091577,5.396458973,3.186645042,7.534544524,8.284979944,9.155041783,4.600864567,6.936148251,3.481999912,4.44798305,4.912701065,6.906625213,8.263330243,2.833949376,5.505156139,4.732541443,4.24250426,5.676169082,7.0533537,6.694930105,6.026220663,3.633028578,9.301189016,6.971259803,6.753786699,7.427037462,10.36491064,7.42314772,6.597577265,5.47761043,10.33588466,2.911103105,6.356778228,3.418351408,3.726816436,4.765822374,7.728989181,4.469184206,4.033732002,4.406877234,7.021915105,7.651559562,4.91471131,5.540527986,3.849412355,9.315180112,3.411170494,7.836639645,6.724577551,7.755622025,4.421855524,3.471097408,3.19944545,3.216124899,4.471941836,5.389085248,6.261944255,7.514797593,4.334616462,8.22056166,5.177711505,4.523708627,10.17366082,3.664336818,4.258367914,7.146164816,2.759072097,3.481811501,6.156859234,4.071616042,7.272404113,6.730962623,3.456817116,4.222070827,3.974979922,8.384966303,5.391297615,6.756103658,8.104800123,6.644486747,3.312107142,3.04720564,5.661911805,3.870305921,3.35236893,7.181230071,6.837282793,4.810737145,4.109982372,3.744259004,5.284492029,4.904931415,6.444566415,3.097571166,5.53804799,6.248521474,3.390379171,5.541208541,4.173344394,7.887586644,7.503167722,7.829567517,6.330891446,5.37241741,8.478051177,7.531879362,3.269903695,5.441745272,6.666285776,6.150166251,3.956841839,6.073944591,8.377187755,7.079716866,8.127596405,5.378931676,5.061510459,9.073995895,5.983807942,6.802407007,8.674261999,4.497872785,3.099656332,3.084746115,3.570601103,4.773754153,4.74567535,3.51513579,7.769823218,7.805381374,4.927334273,5.609705056,4.424546785,4.331768464,3.505340679,5.801525035,4.072967189,5.647958234,5.425648877,6.872232799,7.34869412,3.775369151,10.01608888,4.245023989,9.814370062,6.100902746,4.51843177,7.835669086,4.065781129,5.123506057,4.775245054,4.746844669,4.979646559,4.694887396,6.483564872,8.224632794,8.52646939,3.834026655,6.835793392,5.213539608,6.592940461,3.617107016,4.344497201,7.599403031,6.559871842,6.408448698,3.404927154,8.018546414,3.647065858,4.173074271
2196,3.055789491,4.545923526,7.59485967,9.447372972,7.705667187,2.895706827,6.212706099,7.393040159,3.434759414,5.965449724,4.386833181,3.913342146,5.714699873,4.863187148,3.279186749,3.282213473,8.210995439,4.180862048,4.273512486,4.297398959,3.733061677,3.546321046,3.446530063,5.346773412,4.688441883,5.936054231,5.625456025,7.499992435,4.968586293,3.68556004,3.956873913,3.856746652,3.51659599,8.168108792,3.718875127,9.987180552,6.679731679,6.861588165,3.594832796,4.752781203,5.855768243,5.433980521,9.054877027,3.106826004,6.014323266,4.28534041,4.265705173,5.112834627,7.353965479,6.291810907,6.38401153,3.0961494,9.056467052,7.35444566,4.933297054,6.492751957,9.108224528,8.134533487,4.079772847,5.073122016,10.28763869,2.795122514,4.360199416,3.510667358,3.743708387,4.383004427,6.770296101,3.995580593,6.496417031,4.487551189,6.31820972,8.154654194,5.000867735,3.47375925,3.993936755,8.342894338,3.099559384,4.903374015,7.942323796,6.594876523,4.321580373,3.634593942,3.115287071,3.35832094,4.579040235,4.371505608,5.637265312,6.926951237,4.033821715,7.88458567,5.073632646,4.48574862,9.21394506,3.763977909,5.101645366,7.063541229,3.039108982,3.919153935,5.552419567,4.693543533,5.25318775,5.785431115,3.363256242,5.15597117,3.834395338,8.165988341,5.308676906,5.4207707,7.579621738,7.596424209,3.549370473,3.340449007,3.802160058,4.035305044,4.697321507,7.595831575,5.840543891,7.144990978,4.145316328,3.94330893,5.569727807,5.249431776,4.658308362,4.199464172,4.999207975,5.806140213,3.492414705,4.386689934,3.883544213,7.255674787,7.25137492,7.627067484,6.040259115,4.078606081,8.450600006,5.120983266,4.530088018,4.902706042,3.94320822,6.715345368,4.530771609,5.078413402,6.226444974,6.672877956,7.830726988,5.486917858,4.638614333,10.18316694,5.632777039,6.808687123,9.002920403,4.65517016,3.101759643,3.05723058,3.96215361,4.693305306,4.402819512,3.420192316,6.843364539,6.082015978,4.921338936,4.215374803,4.032421111,3.932830916,3.546370978,5.574936468,4.271848681,5.661327642,5.1471998,6.276481552,6.436678378,3.786053612,9.965596011,4.313563422,8.275012494,8.107929164,4.400263049,5.052660415,4.125801586,4.045541548,3.871766899,4.367451946,3.667317964,5.832025135,6.496289017,7.942930917,10.52869745,3.298362442,5.669733807,4.643216768,5.627662121,3.787181303,4.156264423,5.366278586,7.627371346,6.912960126,3.314172469,7.878304669,3.463962462,3.414330004
