"response","MRPL48","ZDHHC18","TOB2","TAS2R9","VPS37C","GABRR2","CPLX3","GSN","FST","SMEK1","PCTP","SPINK1","ATN1","GABRP","C11orf71","TRIM14","BBC3","HOXC10","ZNF267","AMACR","POU1F1","KCTD5","NOL8","WNT5B","SMC3","BTN3A3","JMJD5","PIK3R4","UGDH","DNA2L","ACP6","C1orf108","SGSH","C17orf71","BTBD3","ANP32B","NDP","EFEMP2","MYH9","SDK2","TESK1","ATP13A2","RIF1","ILVBL","MGEA5","C16orf45","NAP1L3","INTS1","BST1","RARRES3","PDE1C","PDK2","NUPL2","FAM3A","ST7","RHOF","CD38","CASP8AP2","JARID1D","CHRNB2","TMEM5","CUL4A","SLC2A1","THBD","CALR","PGK2","HTN1","C9orf31","RUNX3","EPB41L1","PSCD2","TMED2","PRKX","FLJ10213","MED13","SLC25A23","ITIH1","FAM131B","SUCLA2","SGMS1","TGS1","MS4A3","MORC2","JMJD3","RYK","TM9SF1","PELI1","KIAA1045","ENDOGL1","TUBG1","LSM14B","MACF1","PPP2CB","STRN3","RPP38","SLC35A1","PTAFR","MRPS18A","TNFSF10","NSUN5B","HNRNPA2B1","C14orf65","ULK4","NUP88","CEP55","SNRPC","BCL3","TGDS","KIRREL","C12orf44","KLK5","PPP2R5E","TRIM36","HABP2","PDZRN3","ZNF263","PROP1","PCSK5","SMARCA1","TREX1","KPNA6","UNC119B","NRP1","CYP2J2","NSD1","SYNCRIP","SNCG","C14orf106","ORM1","FLJ12716","PLA2G12A","MGC3196","GZMA","LYRM2","CEL","HOXA11","PYY","LLGL1","DRG1","PRRX2","MRPL46","C6orf134","RAD1","E2F1","CSRP2","SGCD","PIGQ","UBTD1","KIAA0423","MS4A5","EXOD1","GPR63","NGDN","CHORDC1","VGLL1","PAWR","C1orf159","SH3GL1","GJA8","TMEM106C","CADM3","FLG","FNDC4","BRCA1","CCNL1","AGRP","NR0B2","MIZF","CXCL2","ETFA","LECT2","SCGB1A1","ITGA3","GGT1","PIK3CA","CDC42EP3","PTN","MCF2L2","CDK6","PRKRA","C1orf165","CPSF3L","IGF2BP3","CASP2","SPO11","GML","ZNF574","USP2","PPP1CC","STARD13","MUC16","TMEM39A","CAMK2G","PILRB","C10orf12","CLIC3","CACNB3","NDST1","MRS2L","BGLAP"
1751,7.628276651,4.172370585,6.098543451,3.264929184,6.092481499,3.745149283,3.605084968,7.107456872,5.533970218,5.24854232,6.153281115,3.167343871,4.523613879,3.610495469,5.960374085,5.701415297,4.936976283,3.175610156,6.229800024,4.105158327,3.358733419,5.59815055,6.970904662,5.270747581,6.97813515,7.166154499,3.459980858,6.006555166,7.341531039,3.966206447,6.13990431,7.500248525,5.47367615,7.449546917,6.378210172,9.501938597,3.383977791,7.056742551,6.648958755,3.202631733,5.446530442,4.560690026,5.868383813,5.643667409,7.670603307,3.663087025,4.624335868,3.730596384,4.536726014,9.32743505,3.36098435,4.308796872,5.041575104,5.04392525,5.530664704,4.225910088,4.078617481,6.355042266,3.142353591,3.409985962,8.030419449,6.515809181,7.632987878,3.838925561,7.152338541,3.214405394,3.329620491,3.390849222,3.695437421,5.698641512,6.067500503,8.84977331,6.746049984,4.192028023,8.085052262,4.504029366,3.374666342,3.562740735,6.542130567,5.693711225,5.787822969,2.907155746,5.0772382,4.32203018,7.039096428,7.629313259,5.884522231,3.423562209,3.51522484,5.296407525,4.477555713,8.020005834,6.326168453,5.122144557,7.311078636,8.177215278,4.090590262,6.609361263,9.513090351,6.472488689,10.41947046,3.05937549,3.350281787,7.013515385,6.364442882,8.401539959,4.580656055,5.435856404,4.956905189,7.215513745,8.810180433,7.125442007,5.182882439,3.400808834,3.968272161,5.959432379,3.589146155,3.449746137,6.134382762,5.915742823,6.287733935,6.545445178,4.689091764,4.679527348,5.125227573,8.323118549,5.110562959,5.762648968,2.924894396,5.202014685,5.808595121,8.390892244,4.602282483,6.653940816,3.037921914,3.17935454,3.158097753,3.601007556,8.768797248,3.981383234,5.403117244,3.765071067,6.880449519,4.148249871,7.422127276,3.524818945,3.668583142,3.376763697,6.429953486,3.340777409,6.534179018,3.753280519,7.615551289,7.134134706,5.780734387,4.253261053,3.876877646,5.490375337,3.630651183,9.000970859,3.408163988,2.749681237,4.293652799,3.539904128,7.316515498,3.344487178,3.922117603,6.402827187,5.32303895,8.881021327,3.118415339,2.989642055,5.404180329,3.706756735,6.081230019,5.174442365,8.211288118,2.919931056,3.213180033,8.441326602,5.046000231,5.96175472,3.76969713,5.205421446,3.599837948,3.350620233,5.638683154,3.317033982,9.678583592,4.784477296,7.096888199,5.367548061,4.744645194,5.102153533,3.04829462,4.400611078,5.317835989,4.113638054,6.797864137,4.279062311
1882,8.894121386,4.760814039,5.519358505,3.143540319,6.497227156,3.743075256,3.425729541,7.220387628,5.588464514,6.225776115,5.638552911,3.372836771,4.442064322,3.420710187,4.76377666,4.864600568,4.308438332,3.152732786,5.124623517,3.605706703,3.4390957,5.172464134,5.652232833,3.109282776,6.440513102,7.467938703,3.612586423,5.648687052,6.281301834,4.22417321,6.771114733,7.887795881,5.23189865,6.880931489,6.323448995,9.669224508,3.280231013,5.216631456,6.75297001,3.542077889,5.056190839,4.507149323,4.94196325,7.622594798,6.800230941,3.864189168,3.100658008,4.199784057,5.428926733,8.174657988,3.50470093,4.368953329,5.758221588,5.27280503,4.98110115,5.502926349,4.712232684,5.283121992,2.939575628,3.738960898,6.936346968,5.913024975,8.502475656,4.25340505,7.719396759,3.243227745,3.143582356,3.359308547,4.468355938,4.073489315,5.710811372,8.779844771,5.388859215,5.017372716,7.075321311,5.03868477,3.318762483,3.477545091,5.959241328,5.43067548,6.940378752,2.931788203,5.396919995,4.548800864,6.702085156,6.950824442,5.60171095,3.722203107,3.257239062,6.155514349,4.02870367,6.784224862,6.310719553,5.224517985,7.851718451,6.706531219,4.091944902,6.309467888,9.936759594,6.860997238,10.42966048,3.456750076,3.755862098,7.484424656,6.672597989,8.345950124,4.855652108,5.293898741,4.603494709,6.954237231,6.492020024,6.554463555,3.960478642,3.784099926,4.371297811,4.907566719,3.692567829,4.10147738,4.879727197,5.064711522,6.236411918,6.026421116,4.148113765,3.934345158,4.882772141,8.266448289,4.778169294,5.470389657,3.119041636,5.372165098,6.564574814,8.053370274,6.01672448,6.272790653,2.914463786,3.31499722,3.119086926,3.691224252,10.06007743,4.415711987,5.490034958,4.112686072,6.523800499,4.141925481,6.53742922,3.543593918,3.681737805,3.839221188,4.249150353,3.288715014,4.207198762,3.982809274,7.770779313,7.535726144,3.434496521,4.356622428,4.152819728,6.739693479,3.712750007,8.477518411,3.439612917,4.029666025,4.156111939,3.954276019,7.083610633,3.518451461,4.122700842,5.395820956,5.748701637,7.784663897,2.96512927,3.034502617,4.799245549,3.586671454,6.908965278,4.447985698,7.127663624,2.783220179,3.142062172,8.22011185,3.900599118,5.734637479,6.746224602,4.19304312,3.452943122,3.060929242,4.333592147,3.20960671,10.05183971,4.495477633,9.078846935,5.390295325,4.333551339,4.532998626,3.119282642,3.158838783,4.297111763,4.080419883,5.995477601,4.742164881
1684,8.342624738,4.625036235,5.980153265,2.990832551,6.656360157,3.142957435,3.485993374,8.019883537,3.967140048,6.485705265,7.060315134,3.227923773,4.570707985,4.163387406,7.118626986,5.972579847,4.595212856,3.113290853,5.708533916,3.478941523,3.278476257,6.396326349,6.514784713,3.508121423,7.964587824,5.519171429,3.511357075,6.297374889,6.382067754,4.080850213,6.781814727,7.383108743,5.193699806,7.512880283,6.590916619,10.3352539,3.611863554,6.54738233,7.059039248,3.169045405,5.616537851,4.544555809,5.713299559,5.898411611,6.61631158,4.765107498,4.2184509,3.920833762,5.423419357,8.263927636,3.356318169,4.692183302,4.992000966,5.020693964,4.726312449,5.93474603,5.473407124,6.452692193,3.003448942,3.573783308,7.811743037,6.328072521,7.184995619,5.402434282,7.164538858,3.456913974,3.083230804,3.33853442,4.634195197,5.619399684,6.087870039,8.056062803,6.735656832,5.415023225,8.242244601,3.943740849,3.394234361,3.510562092,6.645449767,5.719785067,5.629318707,2.956974648,4.84088854,5.268006217,7.197649553,7.265374824,6.290353868,3.367936055,3.435174524,5.829774213,4.279353689,7.616644972,6.127656068,5.176229771,6.864318127,7.343173378,4.396033616,6.381040012,10.0005272,5.807817039,10.65781758,3.211514494,2.995171686,7.256186081,6.388245422,8.235075654,5.300384542,4.879370574,4.450862371,7.998902247,7.682499912,6.992644155,3.757636502,3.172031588,4.939219776,5.790866591,3.280595923,4.396913856,5.885642757,6.524196986,5.748797334,5.195861028,4.594967958,4.972002964,5.004049833,8.407061942,5.543788943,5.485076407,2.91411574,6.083131934,7.251852065,8.574067526,5.373614463,6.794229828,3.081148245,3.112210084,3.110646268,3.611542225,8.74985695,6.223662666,5.676564141,4.521702748,6.523681711,4.392631871,6.080489987,3.43369062,3.785109187,3.729966181,5.730629861,3.354840421,5.448293287,3.412424093,7.639031075,7.939908801,3.942939058,3.815928529,3.67452839,6.023999804,3.72788733,9.305213162,3.439513496,2.962730826,4.197116784,3.511730941,9.41264569,3.254106074,4.01457237,6.135113206,8.586518448,7.892175171,2.890028114,2.977581795,6.370103092,3.681170626,7.367634306,5.667531611,7.119161985,2.864099221,3.158350969,8.113385292,4.004746472,5.42197581,3.447768329,4.454866551,3.562797205,3.205084011,5.502025671,3.226910449,9.258878686,4.31701355,8.487428029,5.606766199,4.305958329,4.120645895,3.279824079,4.816762102,5.16889855,4.065575225,5.821462301,4.3592332
927,8.334567227,3.889039336,5.655424485,3.35853987,6.23010123,3.32037033,3.575144387,6.518823013,4.539769742,6.464763472,6.083226745,3.252720285,4.21399325,3.202807472,5.682827355,4.578401025,4.705889464,3.325437497,5.343456295,3.795971065,3.571364154,5.433867979,6.148820538,4.312824528,8.113283698,5.291897867,3.641151244,5.562379975,6.234466045,4.969731849,5.856329301,6.817919125,5.868734497,6.649519551,6.721618558,9.997210757,4.072216199,6.945147312,6.334533812,3.582008486,5.395942256,4.310750474,6.009059745,5.687558617,6.968236647,3.955776176,5.006379501,4.147099006,3.625151982,6.693377948,3.251023353,4.164665906,4.754442062,5.554203091,5.305049048,4.866859616,4.68209597,7.234624208,2.905466335,3.503451637,7.70997955,7.118614947,8.020462194,3.902967732,7.119246858,3.475651805,3.359091476,3.219668989,4.392675495,4.706783499,6.267988507,8.654740577,6.573563521,4.603624421,7.209461398,4.041423873,3.234630786,3.483063669,7.553601758,5.711141277,5.68938796,3.074429614,5.078504288,4.417909415,6.747309366,6.871410653,6.297767528,3.4703405,3.317168992,5.140942234,4.478238229,6.439532138,6.754454194,5.189379541,5.212719307,8.541218824,3.82940667,6.107694713,8.925244108,5.454883364,10.293728,3.364734347,3.122784875,6.36361652,5.90900283,8.128292214,4.495543995,6.644040323,4.62185547,6.698531619,7.295843748,8.028874278,2.927631136,3.281019766,5.244285142,5.66266164,3.646561896,4.202195133,5.212141152,5.254790614,5.398668158,7.437388633,3.974895224,3.352262907,4.264811669,8.792224625,5.153971759,6.216102839,2.88583329,5.871343342,5.981186792,8.412270829,4.515978171,7.394944758,3.315616303,3.236107793,3.036248416,3.599290081,8.596300333,4.791364427,6.622682259,4.740183135,6.802495461,4.251181012,7.167801556,3.613125105,3.734480679,3.696563795,6.902675317,3.229646611,6.07684984,3.806524056,7.911838595,7.30108391,3.715629835,4.065591823,4.159923984,5.472432166,3.980268342,9.233294772,3.492781412,2.761439232,4.351323714,3.524178928,7.677587069,3.522033702,4.079590576,5.968025922,4.853847496,9.294823906,3.077358175,3.074210566,4.604045734,3.261979394,6.485170771,5.533108567,6.365036036,2.955644676,3.206460405,8.221602903,4.40179747,6.200188303,5.344891579,4.958511475,3.653328375,3.242996264,5.523939371,3.367443147,10.62020696,4.651799747,4.983017938,5.563421019,4.500552466,4.109147248,3.22278945,4.716891243,4.756783517,3.981370952,6.161358578,4.571411375
547,8.674512012,4.534888808,6.140778762,3.39223382,6.849392119,3.462299438,3.304127772,6.983121475,6.849654784,4.796294837,5.278099748,3.097460736,5.106721231,3.756737715,5.972213985,5.481175152,4.974412402,4.315715934,5.231071875,4.310499623,3.247603933,6.176131594,6.537289151,3.382319,7.645232055,5.951890211,3.752452314,6.369389274,6.714498549,4.329122802,8.166533189,8.329188514,5.096798141,6.721897828,7.110470406,9.908946776,7.729695417,5.711133398,7.31957166,3.567490201,5.025096802,5.326546066,4.707752272,7.308373335,7.996524261,4.234115743,3.363646728,4.426942543,3.900349253,8.409950884,3.579543252,4.365088649,6.523917124,5.516913454,5.717568389,6.373841968,3.622493704,5.67779232,2.977569568,3.770766108,8.431873878,6.407209924,8.126466752,3.747293895,7.478494629,3.383033046,3.300629059,3.624784414,4.448695953,6.45426741,6.998142682,7.485305795,6.37902002,4.780055508,6.952070593,5.050234445,3.333854434,3.686781015,6.818404106,6.750323847,6.124344588,3.066318838,6.198256179,5.617216562,6.615147695,7.180086252,6.719405638,3.415281565,3.093504932,6.383223732,4.110001336,7.723582937,6.465698544,4.580121331,7.943668246,7.229534694,4.743051314,6.23411779,8.733019357,7.507417575,10.06295194,3.708795001,3.244731979,8.362295951,6.79609874,7.900566413,4.515408337,5.716224352,4.596644863,8.417339412,9.885626374,7.902916133,3.763553502,3.536289434,5.351462563,5.959839251,3.513390514,3.508883669,4.980899529,5.996810929,6.086200706,7.440012562,4.781640562,4.851894554,5.189655676,7.343223811,6.9029658,5.174420572,2.922251379,5.481007334,5.775870053,7.946863361,3.914206365,5.957229955,3.249467222,3.298248038,3.138935616,3.749397575,9.142434461,5.245052577,5.953266994,3.98958567,6.78329093,4.339716283,6.33268155,3.472013009,3.739195723,4.088653198,6.399809483,3.363437127,5.628943525,3.584113459,7.35322505,7.129895656,4.833406473,4.388235041,4.360266674,5.875353588,4.218410989,8.697712408,3.349217911,3.163622039,4.523125204,4.06069824,7.207471062,3.585119799,3.991795068,6.277472013,3.829133613,8.379722349,2.925471317,3.128390397,5.337525406,3.26861624,5.787100776,6.201603472,5.376827672,2.954075762,3.302735133,8.22225188,4.160454199,6.390023021,3.847933998,4.231394643,3.355362255,3.363604223,5.109228566,3.250313744,10.80877637,3.986038528,9.810817737,6.214193259,5.418822597,5.235528128,3.172646027,4.504079329,5.488173942,4.135978357,5.411950938,5.57331677
178,7.873188843,4.525612446,6.866227918,3.349868368,6.805060324,3.508431327,3.357759912,7.208909166,3.904596312,4.788298554,7.198716451,3.164206918,5.226843878,4.390180111,6.410664583,5.692151262,4.744741674,3.504397134,6.312764436,3.851550332,3.289507164,7.378333623,6.571008206,3.364560303,7.554950043,4.880877416,3.932218898,6.289552051,7.458641408,3.626488867,7.941351064,6.844113437,5.804632868,6.528138699,7.297065151,9.899091627,5.874770525,5.700099629,7.646072485,3.707176691,5.351924577,4.865753185,4.451159662,5.432481624,7.215119548,6.739044776,5.026021703,4.21629086,5.428329117,7.488067512,3.747115513,4.455799404,5.831026813,5.612061718,5.596080764,7.926505936,3.552224181,4.610793944,3.315135186,4.035668675,8.084186517,6.96938617,7.206060745,3.852675705,7.240871962,3.552128354,3.063158712,3.542887927,4.307558962,6.057824689,6.651078633,7.903301282,6.860682553,5.003355432,7.511918863,4.907113009,3.393874188,4.0171088,7.486901905,7.491845514,5.796560417,2.989230421,5.84232502,5.079209361,6.441837449,6.972379046,6.308286252,3.279358082,2.86131763,5.795868144,3.841064722,7.365004522,6.99607087,4.757841863,7.180785124,6.992367118,4.132819125,6.210402472,7.709557781,6.077358501,9.738738299,3.286258103,3.293464913,7.033446528,4.190871191,7.241771831,5.165013847,5.973014307,4.651598756,8.208067915,3.231313042,7.35904535,3.692181599,3.650558542,5.279541297,7.064240656,3.651393576,3.770830518,5.760209797,6.458514628,5.694204088,7.553234603,4.648566485,4.11447233,5.004044517,7.673310801,6.93804739,3.867182102,3.07158282,5.907604491,6.022127843,8.035023574,4.087344189,5.396836005,3.481570224,3.431719351,3.336753611,3.940480287,9.195310173,5.527775265,5.920593192,3.917050966,5.744938412,4.135247882,6.87296771,3.701081362,4.393368198,4.470754931,6.701117435,3.578967704,6.486038931,3.383734215,6.381229642,6.850564195,6.237677226,3.794371838,3.767736911,6.403577573,3.476906239,9.199742578,3.562744111,5.227986036,5.237837372,3.619899905,6.707587678,3.374833071,3.97522279,5.37965348,3.906098524,8.434804836,3.321710417,3.528425136,6.109708567,4.02062581,5.662772669,6.035139727,8.00146661,2.733039327,3.246396309,7.707827876,3.578348619,6.338647713,4.453711094,4.12603201,3.326300965,3.260507546,4.837344204,3.326893142,10.23840095,5.079406818,10.72417492,6.469258497,5.310295055,3.714944757,3.256971103,4.772243182,6.00422904,4.055085953,4.907147675,3.999528519
92,8.263145531,4.868962494,6.229229409,3.113728338,6.688325661,3.515781876,3.354582998,7.599881523,5.701972988,5.501631668,5.992101786,3.014758956,6.141485862,3.194022174,4.518936441,5.287413525,4.627896857,3.492252591,4.517857379,3.831841758,3.220230996,5.954005186,6.567035089,3.248632941,8.235007267,6.095748717,4.148078068,6.088613412,7.026830547,3.865057929,7.722487371,8.637476933,6.062461395,8.032704434,7.65559765,10.49476173,3.867803958,8.202503951,7.455778087,3.406894746,6.069759177,6.798059698,5.288254838,6.744370499,7.442961334,6.179383244,6.195275775,4.184498714,3.809644895,5.942450073,3.887802666,4.899316445,7.729710144,5.58764271,5.910931705,5.440481927,3.253001879,6.919201773,3.171532029,3.71965432,7.810847639,6.712567721,9.19209622,3.864797771,7.617233492,3.483676555,2.942226239,3.499529389,4.16575532,4.613122744,5.775767897,7.277003552,5.244183068,5.756400462,6.8843346,3.774542978,3.155876854,3.446882628,6.808908612,5.875196171,5.775582051,3.175268722,6.006840533,5.366591558,6.330225535,6.810675964,5.816424433,3.519784283,3.35265207,6.715737804,4.2323855,7.333379771,6.822320988,4.755271571,7.343494248,8.497195232,3.771676852,6.081724625,8.892399679,7.740849954,10.62902949,3.287685611,3.55150034,6.596846834,5.724587751,9.091321903,4.445743359,6.826099802,5.656680495,7.594807858,3.701878786,7.065962195,2.894169506,3.489920583,5.217901951,6.449026194,3.337707097,4.06756057,6.102318877,6.279295872,7.188542063,8.198407721,5.184187986,3.709539797,6.404655909,8.579786294,6.397510263,5.911961353,3.125257533,5.19035626,6.368076779,7.989110859,3.727848077,7.517721884,3.845828928,3.214977309,3.288211742,3.765953554,8.893453559,4.000365417,6.124541169,4.043178513,6.978341523,4.676786106,6.910369985,3.567615764,3.982871406,4.522543938,7.142056094,3.471324067,6.406163865,3.05412716,6.759882293,8.385693915,3.046015224,4.405193023,4.204033609,7.079199594,3.591556358,8.462262238,3.858478307,3.385379925,4.952831254,4.503436108,7.595542394,3.452918119,4.214589042,5.815593303,6.985939281,8.539392659,3.127163106,3.16933066,5.758164544,3.430553492,6.998169976,5.572280415,4.541834907,2.81581647,3.340174873,8.46506464,5.86647697,7.495484343,7.030523008,4.148419791,3.586622096,3.190306972,5.248085512,3.33777582,10.77643514,4.532401944,3.574422373,5.599502465,5.811199357,5.708773219,3.14666904,2.803072396,5.245944187,4.107105945,6.295152907,5.694716759
260,8.437561094,4.934698615,5.833099226,2.928005405,6.78179492,3.618715055,3.309866686,5.332348157,6.036679547,5.154555156,6.757604052,2.99055404,5.26235913,3.506126677,7.223193638,4.231043448,4.440574438,4.426455315,5.762433239,3.868106258,3.268217727,7.030712594,6.410931078,4.497428428,8.552029002,4.154542331,3.965370983,6.561653872,7.328169241,6.560600357,7.415071594,7.881584227,5.568777225,7.774731572,8.587813447,10.05685399,5.983740458,6.295292083,7.189801942,3.495079519,5.826751252,5.086401419,6.049257462,6.048291959,7.22353202,4.774629738,4.667771642,4.604972801,3.482804511,3.083297687,3.583552242,5.186360924,7.142306687,4.665025197,5.633354692,4.82824575,3.541365956,7.21185622,3.169219777,3.653555911,8.456692683,6.424433377,7.999448518,3.806219291,7.768788365,3.388588873,3.055990344,3.50883774,5.645283407,4.991061603,5.671455115,6.879329531,5.046395151,4.066736152,7.093915584,4.37048428,3.121185681,3.765210209,7.726613885,6.134156176,6.32033865,2.942805308,6.124422057,5.710731616,6.85698016,7.751257392,7.506267382,3.271066583,3.015994143,7.633863177,5.434345838,6.574298902,6.507527668,5.888927336,7.448303623,7.229283253,3.498088458,7.169822878,8.777074778,7.396595244,11.11046913,3.417479649,3.521107606,8.450502975,7.693430912,8.912820096,4.698311491,6.130489496,6.276867002,8.476113181,4.602563633,8.342748424,5.021399051,3.479318949,6.984767421,6.333441467,3.406121425,4.789754313,6.637763135,5.927784381,5.986750598,7.578925795,4.995430846,3.96524881,5.482737806,8.73630644,4.466320717,5.963084015,2.910631661,5.662542561,6.083817874,7.995328361,3.295897824,7.015749028,4.747668007,6.015976964,5.20363477,4.18044901,9.275327713,5.36389412,7.538800984,4.15455392,7.810264292,4.968405241,9.620475129,3.850753885,4.250149049,4.037871322,6.749738515,3.374075808,6.484113117,4.529300312,7.871024794,8.113159518,3.629041388,4.211551032,4.494844478,6.374734256,4.86023195,9.782286396,3.449716672,2.973349745,4.734495874,5.216826511,7.473236294,3.407510771,3.917115085,7.051326786,6.48608375,8.062063436,3.050868631,3.316181387,4.493761529,3.280883737,6.518559275,6.569600689,6.422262299,2.77210099,3.443409885,8.59382307,5.935568482,6.31268731,7.816731932,4.951582293,3.357592273,3.126268069,5.557671817,3.58926699,10.5236213,4.482015428,6.194313355,6.191523444,5.512925722,4.742629853,3.286131453,2.810548101,6.930770629,4.180886778,6.918747797,5.741600092
2967,8.402767998,4.633245922,6.13936555,3.38899962,6.947799842,3.813537454,3.616378781,6.849638368,4.042056097,5.190044981,6.97577635,3.321887782,5.037325584,4.526527775,6.110888362,4.927785375,4.673393947,3.688316589,5.8922594,4.054165259,3.328144856,6.168143997,6.361603156,2.995360884,7.562844242,6.136168196,4.033741746,5.545882531,7.36052831,3.371433687,8.205754478,6.814368888,6.671932969,6.074225268,7.281273673,9.507787504,4.161502052,7.008651564,6.185386184,3.537110313,5.193093818,5.058433748,5.126480458,6.778129982,6.689839442,5.724475758,3.450859729,4.628491597,3.605673701,6.693406451,3.592368523,5.002668936,5.485098524,5.380507965,4.967591892,6.118169592,3.574414865,5.812332545,3.275269733,4.049298682,7.242296944,6.834041223,8.010408588,3.797481645,7.210639837,3.384156097,2.873678782,3.493258603,4.264256169,5.339776622,6.102787889,7.234846953,7.572218416,4.399654351,6.612847355,4.664426125,3.613288357,3.749516652,6.988888863,7.096809559,6.125108359,3.004636932,5.370970698,4.911805504,6.035161714,7.241175958,6.660872803,3.430196148,3.202247156,5.97915154,3.894239462,6.369475808,6.719008034,4.620686319,6.096611897,8.982286437,4.213413381,7.248806204,9.667715129,5.995054341,9.49524034,3.478986316,3.213020687,7.689020612,3.996324438,8.096533725,4.381476281,6.263404035,4.41948203,7.939090435,4.408753043,6.865962781,3.572144615,3.425894313,4.665543135,6.505740939,3.515903121,3.64387248,4.552666401,6.458697723,5.936984098,7.617760803,3.798767727,3.826742816,4.972020148,7.478556346,5.863638342,4.581235183,3.087958714,5.242519525,5.772027573,8.379032319,4.050892705,6.601519861,3.266095085,3.293214687,3.283803782,3.724397378,9.51331328,4.442222807,6.598598339,4.513310991,6.840432384,4.306550848,4.657703006,3.592559004,3.896501759,4.368568538,5.139954414,3.346297299,5.508278016,3.432295299,7.605725238,5.284555851,3.478448834,3.71840536,4.16280373,7.027312936,3.807338805,8.673839573,5.061948771,2.846978945,4.723409307,3.344219366,6.143278105,3.667307568,3.983565732,6.621383876,5.222953467,7.743319994,3.253571971,3.340329199,5.064149031,3.497657932,5.293218898,5.266345769,5.916388933,2.93165585,3.170978221,7.484777299,4.135740594,6.715599882,5.782236196,3.894992013,3.1953297,2.995822777,5.034225189,3.559207039,10.89852602,4.975865981,9.433638159,5.654107601,4.373168639,3.831192217,3.148955957,3.74517873,5.313324963,4.116013122,5.8476736,4.527974467
187,8.119006321,4.999270609,7.041875013,3.395505633,5.996099152,3.614177035,3.678241642,6.480481698,4.229762333,4.533795601,7.938203841,3.439325794,4.588390396,5.816325403,5.602754925,4.28139042,5.104449668,3.297154734,6.095436623,4.455765046,3.442047738,5.206586795,5.555761545,3.468218199,7.323984642,4.785353384,4.124802079,5.457322383,6.355054636,4.021859544,7.245517745,7.673652843,4.483672988,6.215341028,6.813996421,8.182019047,7.440478505,4.463521754,6.426970303,3.325571861,4.835364827,4.328740385,4.95542625,7.211899134,6.932190597,3.868478204,3.235048767,3.965736822,4.14556931,7.604537394,4.066648298,4.182620763,6.340877898,5.143988184,5.335507575,5.53044575,3.598032957,4.362891728,3.381122417,4.281680905,7.823346052,7.01673893,8.219303699,3.8355944,7.332879418,3.326539346,3.231868043,3.893810142,6.876531373,4.769956759,5.912068564,8.37214995,5.47359515,4.679145988,6.748839091,4.638702927,3.469556989,3.436321785,7.711074672,8.223070611,6.024406034,3.126439338,5.286961814,4.661893652,6.707045744,6.524416173,7.716235448,3.524491739,3.155425561,5.649655276,4.208710358,5.641312899,5.695058332,5.362214872,6.187920317,9.063505516,3.905991787,5.930466741,9.387987714,6.762589361,9.360041574,3.340090096,3.298869316,7.681659642,4.644465403,7.699263618,4.516540087,5.646027535,4.497161846,7.581030669,3.724632088,7.568589956,3.404118596,3.375479507,6.146270337,5.326609975,3.60082397,3.54974484,4.654096344,6.10904695,5.227321711,6.84105301,3.751722508,4.314375797,4.258138993,7.140729935,4.703870737,5.322705385,3.009437569,4.938974359,4.592608046,8.198502745,5.091009818,5.710743911,3.004463948,3.312147314,3.410034501,3.989670636,9.462919959,5.678482262,5.984636885,3.798858875,6.759718665,4.271834721,6.238421067,3.706898665,3.791735233,3.633343494,6.010179599,3.323139995,6.076854406,3.467894436,6.837842233,6.35344462,5.163975911,3.683267293,4.172328615,5.456790551,4.418538255,8.327939624,3.831936638,2.97663745,4.441841501,3.360043986,5.786993931,3.649047265,4.251860586,5.566094929,6.486653009,7.56270592,3.247579016,3.090700734,4.866082523,3.752301522,4.845065984,6.218540326,7.044543538,2.721866024,3.373385461,7.695643652,3.780356537,6.636316837,6.191753545,3.853129531,3.576825225,3.340612266,4.914255827,3.434767811,9.951130922,4.948542529,9.567506797,6.981770117,4.463246212,4.483923751,3.169335554,6.549954659,4.468463335,4.186489842,6.545968053,4.231005789
