"response","MRPL48","ZDHHC18","TOB2","TAS2R9","VPS37C","GABRR2","CPLX3","GSN","FST","SMEK1","PCTP","SPINK1","ATN1","GABRP","C11orf71","TRIM14","BBC3","HOXC10","ZNF267","AMACR","POU1F1","KCTD5","NOL8","WNT5B","SMC3","BTN3A3","JMJD5","PIK3R4","UGDH","DNA2L","ACP6","C1orf108","SGSH","C17orf71","BTBD3","ANP32B","NDP","EFEMP2","MYH9","SDK2","TESK1","ATP13A2","RIF1","ILVBL","MGEA5","C16orf45","NAP1L3","INTS1","BST1","RARRES3","PDE1C","PDK2","NUPL2","FAM3A","ST7","RHOF","CD38","CASP8AP2","JARID1D","CHRNB2","TMEM5","CUL4A","SLC2A1","THBD","CALR","PGK2","HTN1","C9orf31","RUNX3","EPB41L1","PSCD2","TMED2","PRKX","FLJ10213","MED13","SLC25A23","ITIH1","FAM131B","SUCLA2","SGMS1","TGS1","MS4A3","MORC2","JMJD3","RYK","TM9SF1","PELI1","KIAA1045","ENDOGL1","TUBG1","LSM14B","MACF1","PPP2CB","STRN3","RPP38","SLC35A1","PTAFR","MRPS18A","TNFSF10","NSUN5B","HNRNPA2B1","C14orf65","ULK4","NUP88","CEP55","SNRPC","BCL3","TGDS","KIRREL","C12orf44","KLK5","PPP2R5E","TRIM36","HABP2","PDZRN3","ZNF263","PROP1","PCSK5","SMARCA1","TREX1","KPNA6","UNC119B","NRP1","CYP2J2","NSD1","SYNCRIP","SNCG","C14orf106","ORM1","FLJ12716","PLA2G12A","MGC3196","GZMA","LYRM2","CEL","HOXA11","PYY","LLGL1","DRG1","PRRX2","MRPL46","C6orf134","RAD1","E2F1","CSRP2","SGCD","PIGQ","UBTD1","KIAA0423","MS4A5","EXOD1","GPR63","NGDN","CHORDC1","VGLL1","PAWR","C1orf159","SH3GL1","GJA8","TMEM106C","CADM3","FLG","FNDC4","BRCA1","CCNL1","AGRP","NR0B2","MIZF","CXCL2","ETFA","LECT2","SCGB1A1","ITGA3","GGT1","PIK3CA","CDC42EP3","PTN","MCF2L2","CDK6","PRKRA","C1orf165","CPSF3L","IGF2BP3","CASP2","SPO11","GML","ZNF574","USP2","PPP1CC","STARD13","MUC16","TMEM39A","CAMK2G","PILRB","C10orf12","CLIC3","CACNB3","NDST1","MRS2L","BGLAP"
1933,8.426434328,5.683331018,5.747205168,3.133220778,7.091562096,3.581820398,3.356115562,7.061785985,5.049367157,5.267344068,7.376855221,3.151488722,5.141978164,3.554002323,5.409090093,5.271457898,5.137270422,3.411426163,5.540022889,3.836567032,3.192503529,5.275284655,6.231525312,3.179457661,6.99391698,4.985116907,3.815999062,5.939935874,6.192141231,3.810665668,6.111318934,7.679474408,5.410139987,5.829341145,6.189744794,9.614788687,3.36926399,6.044684272,6.743405057,3.49805631,5.886325653,5.137885775,5.052149604,6.917485354,6.699368583,3.969740455,3.637199077,3.801197598,4.730901382,8.891788708,3.530024655,4.787779038,4.860551375,5.597071062,5.465221118,5.438208592,3.888935973,4.539736261,3.236916365,3.719503925,7.033428883,5.83717575,7.781372922,4.464906027,6.744488452,3.689303384,3.496890461,3.508297845,6.422172713,6.039800945,6.496004664,6.641358437,7.502701566,4.609488533,6.651791099,4.288546478,3.352598598,3.546128012,6.609356078,6.845456838,5.156041865,3.221755257,5.065385071,4.88216305,6.173769229,7.038932549,7.464654055,3.403228438,2.928778406,6.03193538,4.674854308,7.756134207,6.604624599,4.747657559,7.088002078,6.493021921,3.928885549,5.046113171,8.987201201,7.619892854,9.801619068,3.689430512,3.076873321,6.580696534,4.693979791,6.790963707,5.254393165,4.83064344,4.440406772,6.469374025,9.287958913,6.644430525,4.535978815,3.473764947,4.15301154,5.644529324,3.477527675,3.672274475,5.02388698,7.387967606,6.010163717,6.832283252,3.84956383,4.935561468,5.373573975,7.037400663,4.745921391,4.709192273,3.247002059,6.090779545,5.354580173,8.235509576,4.905601205,6.143688689,3.087573068,3.331348475,3.118178941,3.634719559,8.637137484,4.318732147,6.079471112,3.857113657,6.121586792,4.313996506,4.984880826,3.70199963,3.902757924,3.735606532,5.267222462,3.092914051,6.513031058,3.283091038,6.543335614,7.028078385,6.13558342,4.617041308,4.123812139,6.064952898,3.500568512,7.351194559,3.586261417,3.059684427,4.449064493,3.493645128,6.959413186,3.462904861,4.145470424,6.358010328,5.116649345,8.665513968,3.160566835,3.170476922,4.558085037,3.411724839,5.707296144,5.095210276,7.427890938,2.970407863,3.338530883,8.01945567,5.105058071,7.154620358,3.354239561,3.899921472,3.444309475,3.273032206,5.431467636,3.196278834,9.538821819,4.878880601,9.471199762,5.065531674,5.200256266,6.046536537,3.203943727,7.44830085,4.594633504,4.606489707,6.054510919,4.5012717
1442,7.80173845,5.005690503,5.730502788,3.569387218,7.83685881,3.674448974,3.401146964,6.635327658,3.894818688,5.09365612,6.652041971,3.257746781,4.302279966,3.451388218,5.966872236,4.431557157,4.945807442,3.625833452,5.064940896,3.659300754,3.568350703,5.680154315,5.526998351,3.669095155,7.687257453,4.558274259,4.170474018,5.99344938,7.415302199,4.175720093,5.736115543,6.520484883,5.116359668,5.746428929,5.714963827,9.496353147,3.051278819,7.052692749,7.320744782,3.84344122,5.165194074,4.600012695,5.161767739,7.537652093,6.846920046,5.40109578,3.8870192,3.900609988,4.751342397,5.203433442,3.793554295,4.105551609,4.990728094,4.695785725,4.713076847,6.480035897,4.34776652,4.181671393,2.979764554,4.072354422,7.360094368,5.292235401,9.274400904,4.097067171,7.508873033,3.470038445,3.167010431,3.721490897,4.075876526,5.172376842,6.391186284,6.890255369,3.64595126,4.298791304,6.307193581,4.448076217,3.471327913,3.574707735,7.745493997,6.492267507,5.849834383,3.314291288,5.862168348,5.168977792,5.597080385,6.553663625,6.446098389,3.383797222,2.847237556,6.789582895,4.905915055,6.56267518,6.008123047,4.343908955,6.817021891,6.694048359,4.091832104,6.190905091,5.623644871,8.021395662,10.28906962,3.715632034,3.246409212,6.410060518,6.410168202,7.816001015,5.151853478,4.709406645,5.418247035,6.819219583,7.917855801,7.245039806,3.394064756,3.484452438,4.401918659,6.67508246,3.245461892,4.123561311,4.965090332,5.53300659,5.263593155,6.20224581,3.912499795,3.713716251,5.297348298,7.808410607,4.935399874,4.649463306,3.344146477,5.724661333,6.533294676,9.11557109,4.328864035,5.451243943,3.754152911,3.701908496,3.35186973,3.829623549,8.625088869,5.186734498,5.457980481,4.312336245,6.038954144,4.56876737,5.875661903,3.801877553,4.240775177,4.195491161,5.360085525,3.140509648,5.985274938,3.887882597,7.209028645,7.743387387,4.811116532,4.55193199,4.09269134,5.866117812,4.261688788,7.918606053,3.545808784,2.840284654,4.460120886,4.234053013,6.911512773,3.506326106,4.080228422,5.952803533,4.192838803,8.165303427,3.394999822,4.699651981,5.571058449,3.439093543,5.035762966,4.310911999,4.279758347,2.801866504,3.506808642,7.4507339,4.567565053,5.820553051,6.230367336,3.767244899,3.84459975,3.115501877,5.771387407,3.201209046,9.752660252,3.686636771,9.186213402,5.446090309,5.091055674,4.208661247,3.144024449,5.611672116,5.606079841,4.252821469,6.116582087,5.114385429
192,7.618500888,4.471138102,6.000830953,3.069799979,6.701454535,3.654681913,3.550455,6.477369067,3.897724167,5.694889733,6.106034113,3.45132734,5.176904803,3.36077704,5.78902383,5.503653741,4.76286213,3.380790524,6.088636055,3.767441522,3.638611572,6.004372904,5.617737491,3.125500656,7.260270205,7.142521091,3.629839731,6.00249709,5.880285557,3.931147872,7.80100266,6.923406289,4.997706768,6.807802499,6.920619722,9.137870457,4.248242334,6.382213836,5.914007586,3.695725733,5.810663413,5.11030695,4.518654956,6.413995209,6.891739397,5.268486175,3.116838889,4.013189072,4.642504792,7.4702829,3.522801922,4.056412144,5.76393041,5.311234026,5.105982179,6.360000837,4.669957257,4.432558339,2.953091559,4.007306381,7.903185785,5.242221046,7.916775057,4.013067048,7.507581139,3.175384471,2.784509746,3.739354072,3.611922297,5.151991089,6.357590394,7.346425946,5.034494053,4.912097628,7.171794044,5.725498569,3.472636803,3.568629151,6.115998522,7.0599801,5.591556244,3.035733773,5.53802051,4.816526777,5.872244638,7.393632801,5.748266773,3.608587261,2.92088445,5.674514598,4.998472846,6.606454916,6.124788357,4.575728847,7.713932259,6.237893958,4.109785869,6.908738477,9.014897349,7.899190669,9.980355166,3.282037952,3.406652804,6.938352736,5.367110759,8.213657073,5.228648147,6.660923493,4.506079086,7.418350378,3.915158988,7.412370207,3.968995688,3.275217437,3.780133626,6.184044481,3.458386336,3.599762369,5.047421172,6.909938209,4.58449899,6.173517027,3.945940557,5.044711283,4.829008247,6.797009276,6.01670153,5.498889004,3.046783969,5.018818725,5.396701456,8.248772045,3.716244451,5.326342115,4.016821037,3.071777559,3.364445286,3.957523387,8.225847148,5.348496788,6.477600796,4.85727999,5.818924898,4.318748004,6.19506892,3.711687241,3.832848207,4.095256643,6.437266576,3.450384667,5.353600628,3.545435869,7.170810784,6.77926358,4.295220044,3.951615729,3.938777349,5.640341264,3.846938405,8.263299865,3.503123552,2.893677961,4.143011793,3.796414562,7.393571925,3.937153239,4.268570126,5.857539988,4.297681901,8.178561673,3.241124884,3.643108298,5.265019353,3.604651517,5.561745456,5.093990031,8.871871312,2.463101747,3.227648404,7.043568366,4.580473197,5.927349556,4.313789666,3.803921112,3.772467819,3.28582564,5.353477735,3.187454171,9.997233588,3.842307946,10.40259367,5.808225187,4.736613331,4.948870698,3.115596013,3.003066972,5.57757289,4.074690437,5.74807223,5.351891561
194,7.915525383,4.889732137,5.845683281,2.971481195,6.772647524,3.850267068,3.348133795,7.371886294,4.079639238,5.874148288,5.996665964,3.292300988,4.457890957,5.866372449,6.209539931,5.780549079,4.841745053,3.4733022,5.742957804,3.83642613,3.301690433,5.996890042,6.725850506,3.978720582,7.148261044,5.016454834,3.711838978,6.046264245,7.135776128,4.193958427,7.193306221,7.047523517,4.644872208,6.656616673,7.411456551,9.999812269,5.338583655,6.548166107,5.972880688,3.584291842,5.693071933,4.611956619,4.667938676,7.487997004,6.747381286,4.27412175,3.094059478,3.948070684,4.684745946,8.280071539,3.627555258,4.215264736,6.598527692,4.936830659,5.227208438,7.031400181,4.96213825,4.81879991,3.060446915,4.082576581,8.605109956,7.067284667,7.837036351,3.984938699,7.267124856,3.451767136,2.876338577,3.562330826,5.661152553,4.846003455,6.900176294,7.663011864,7.072654215,4.510605914,7.818032874,4.12109697,3.434230525,3.463203922,7.74010025,7.282741179,6.200199531,2.830193511,5.332536921,4.553954411,5.955913694,7.958914979,7.51721054,3.456331101,3.082924595,6.237846998,4.487558058,6.864498272,6.338866793,4.788211616,7.917387833,7.209169241,4.413719984,5.480294197,7.675154841,6.877075333,10.81533335,3.441441476,4.138738643,7.286000982,6.591703353,7.059620236,4.964611795,5.971804977,4.094059317,7.290373134,9.198503644,8.025334082,4.266699912,3.542005483,4.18400073,5.743771654,3.210811482,3.695393346,5.136523547,6.555801208,5.557679762,7.612044277,4.110119892,4.800112125,4.87934851,7.591515841,4.982158811,5.81153776,2.972508154,5.407210962,6.512331651,7.783292129,4.011880524,5.649640148,8.128146973,3.339468244,3.197560772,3.694103849,8.450792034,6.374944477,6.27890852,3.825100961,6.733263634,4.522895167,6.960614121,3.488246649,3.815937321,3.438637304,7.258588173,3.260506685,6.20758098,3.337467423,7.32151858,8.134794789,5.802237185,4.006120759,4.098949621,5.758980636,3.671389459,9.199695856,3.567854675,2.9401952,4.167327331,4.361846348,7.81350888,3.498548802,3.829211441,5.756158136,8.860780669,9.241085741,3.198308793,9.063189989,4.793129768,3.376935216,5.747958358,4.742949377,9.334057599,2.433974665,3.333135009,7.69327244,4.441511257,6.437359167,4.409615459,3.529389684,3.353046515,3.231425847,5.037732603,3.295086188,10.65871303,5.941523187,10.33219912,5.553960971,4.742593981,4.993874147,3.082990681,4.234731639,5.674197442,4.185531371,5.210604762,4.423614653
238,8.471845238,4.315110718,5.873835989,3.042919777,6.962875977,3.256097949,3.091029356,7.748225819,4.989650716,5.612000393,5.819206814,3.178057682,4.319883217,7.081589084,5.71104368,5.918470483,4.830112931,3.352133028,6.616376986,4.028926198,3.146123632,5.815374305,6.368105562,3.170163006,7.702286423,7.264183709,3.778816783,6.268402219,6.421013498,4.685260918,7.403637379,7.020989092,5.067676759,7.365010264,6.261599271,9.748902338,3.796595764,6.685236853,7.146799846,3.27607285,6.147678978,4.719249054,5.454310214,6.760590117,7.047913362,4.041089772,3.677085376,4.125745629,5.065063378,8.007861538,3.364399598,4.349159857,5.018872536,5.385755783,4.051448272,6.115747919,6.44129633,5.487704879,3.007886511,3.878636487,7.72057598,6.518233047,8.639321607,4.83190601,7.302942867,3.48588666,2.94403221,3.306683227,4.77320653,4.92873233,7.160201967,8.214497147,6.482734729,3.912725822,7.540683229,4.868176641,3.302897001,3.536814096,7.672875044,6.914968003,6.166848815,2.915099525,6.342581879,4.487950773,6.600689356,8.175441429,6.508554762,3.411969293,3.194009996,6.894371962,4.438020339,7.51431134,6.293574084,4.52801347,7.888136024,7.531347071,4.380745746,7.455694321,10.79997878,5.632500384,10.10146199,3.436671008,2.926669615,7.695819807,6.73884713,9.258815729,5.041166828,5.89304512,4.930185625,7.938121893,9.045217567,7.923969664,3.00702624,3.259934013,5.74148972,6.026038087,3.34034713,4.156490187,5.45477859,7.277193595,5.484478867,6.173471278,4.453951927,5.588647964,5.364018802,8.119873585,4.991061862,5.809212318,2.871379442,5.75760568,6.127693376,8.150132929,6.431020842,6.209499177,3.064719086,3.300389849,3.077618632,3.589612175,9.253537492,5.44191658,6.24239261,4.576831105,7.452871379,4.439621793,6.610630635,3.821366341,3.489542981,3.743646041,6.591889586,3.040076968,6.909930246,3.620275656,8.307691249,7.314395022,4.83394928,4.573094599,3.935276126,6.083358236,3.867135525,8.675895565,3.457446011,2.742803858,4.219518482,4.553504031,7.844214123,3.387781094,3.804121664,6.736154881,5.03602953,8.539702425,2.95004652,3.220947437,4.886340633,3.290270753,8.010477739,5.615853995,9.417778233,2.724083818,3.121762569,7.821197471,4.598492254,6.27517935,3.219468113,4.4490718,3.312549526,3.090591877,5.358285655,3.246739874,10.63489246,4.845627965,10.01851347,6.675045945,4.737926657,4.427854246,2.941758501,3.560071328,4.610696186,3.958546344,7.135053851,5.284047312
243,8.89358215,4.740514319,5.711195379,2.928701883,6.560436864,3.619895317,3.486971976,6.651155514,5.655388561,5.666565779,6.146242987,3.414316454,4.644322696,3.622027906,6.405451831,4.993933819,4.688245399,3.80234912,6.015422029,3.799393786,3.343177174,6.619889833,6.633127828,3.452034821,7.560807437,4.687289815,3.740676537,5.993582922,6.397166448,3.9126563,6.170037359,7.209348201,5.27461944,6.845370406,7.20332485,9.710290305,3.001185333,7.744680605,7.234082843,3.529349884,5.279324639,4.969333204,5.756761227,5.816553827,6.935600223,4.78600474,4.582919391,4.143054936,4.526065883,5.801231352,3.604668143,4.539850422,6.238534921,4.779403564,5.196417075,7.729211421,3.922080572,6.355495338,3.263796002,3.723641886,9.350473884,7.238084848,9.408758743,4.502934117,7.033411574,3.501541168,2.892665283,3.645925871,4.427616305,4.454289377,7.369881784,8.59840286,5.026961541,4.539511935,7.168629582,4.509499217,3.30961915,3.43479962,8.340974577,6.026797291,6.007127727,2.957313571,5.570373882,4.831474645,6.469254521,7.631754573,6.565357793,3.369220317,2.955678106,6.666652239,5.128375921,6.941625537,6.823751871,5.061132019,7.387834198,7.449949233,4.635332752,6.664864767,8.568670317,7.559000312,10.70171109,3.552433288,3.677758669,7.744926097,6.507600979,8.525958987,4.981349,6.586321899,4.792648526,8.19847232,6.214472394,8.285964448,3.881625579,3.456146828,6.757293151,6.133112887,3.26236845,4.836837338,6.053831942,5.680307258,5.734462177,8.130979282,4.273440917,4.667182049,5.30040144,9.022458913,4.39052835,5.639190096,3.144997666,5.039723147,6.081068743,8.286144287,4.050842233,7.36988378,3.232196344,3.332519575,3.284735866,3.686630467,8.926915867,3.95656617,5.994096241,4.376660511,7.178519427,4.537975144,7.454822759,3.584355962,3.895910361,3.849309741,6.468479618,3.244950411,6.314315631,3.787486927,7.674467939,7.99781029,5.398167501,4.28486278,4.013520837,6.453241743,3.492057932,9.247720395,3.49554241,2.843211741,4.278843029,4.484223528,8.117928876,3.373569727,3.870123583,5.714198869,7.592704643,8.622418744,3.265362232,3.230505427,5.557826978,3.33215049,6.49829655,5.716521728,5.642843861,2.567942154,3.384238588,8.553310315,4.990125696,6.586590143,6.012482007,3.938422108,3.432737877,3.249017363,5.47807365,3.135243184,9.790875339,4.520479848,7.755244061,6.498617458,5.242499754,4.87211413,3.222234631,6.610332239,5.164133706,4.381139716,6.232251541,5.12204579
239,8.353939373,4.5881782,6.01428938,3.184684847,6.303541781,3.737434687,3.489980466,6.147957934,4.129132844,5.924358024,5.531198675,3.37586723,4.435484221,3.257060476,5.353892812,5.347700839,4.690611349,3.85201061,5.193629579,3.869110989,3.2749889,5.342265555,5.974708573,4.659186625,7.820420509,4.913238044,3.573610324,6.014540702,6.082557254,3.898098062,5.931236801,7.475806025,5.635592148,7.544660157,6.006319229,10.3435753,3.341706119,6.381238753,6.565009661,3.688458958,5.349120027,5.165892225,5.215694882,6.560295162,7.692038852,4.201307177,3.466951082,4.017780136,3.61317469,4.265777843,3.694128511,4.199276492,6.026788006,5.333508893,5.537025804,4.348705195,3.611377087,5.59333105,3.423632604,3.930730751,7.782708028,6.347232198,8.008513768,3.775433356,6.575004931,3.522653003,3.141020999,3.415907684,3.52458093,5.039345809,6.379027691,9.237836351,5.207359348,5.084373722,7.264734656,4.4702757,3.709487631,3.50384951,6.132969071,6.700718991,5.540291839,3.095665831,4.833807253,5.161338125,6.416330315,7.7660827,6.394369403,3.40837069,3.425271873,5.116278751,4.706774437,6.701365905,6.347174198,4.160586684,7.01845999,9.120826057,3.611599631,6.466325322,7.030578405,4.836604399,10.51055364,3.609535988,2.914535959,7.698237295,6.334006708,8.253495366,4.432867451,6.428554929,4.522608349,7.993661866,8.54072118,8.021453274,2.59397724,3.376360581,3.860899043,5.566172292,3.436187818,4.320302976,5.276967358,5.801766667,5.608084343,7.958386065,4.133505365,6.404112488,4.063977609,8.137438044,4.777548602,5.429494347,5.36379843,5.568748238,5.735264819,7.801207566,3.325128785,6.902212889,4.912167908,3.689859806,3.280039954,3.791872919,8.79717635,5.169652402,6.172170951,3.805141134,7.782847878,4.198573634,7.542894301,3.449831761,3.744313521,3.97239719,5.897690105,3.432698887,4.537180239,3.151194497,7.662254169,6.245280537,5.983400729,4.423017526,4.81407507,6.336804541,3.72465769,9.866836605,3.46207198,2.848105691,4.38668875,3.841513289,7.490375582,3.449365806,4.22004585,7.099458417,5.892166738,9.283072381,2.902858095,5.788284513,4.173852321,3.927427869,5.92373823,4.766753427,3.431998558,3.069192258,3.5936323,8.468428655,5.615651188,6.591966263,3.460452397,4.112369666,3.441222358,3.276233902,5.377910432,3.108446928,10.96179799,4.173726233,7.541795568,5.949237182,5.170709793,4.705804796,3.284720619,2.790283759,7.040959554,4.135158151,5.916160563,4.736998993
23,8.278520071,4.112907308,5.718913684,3.106902023,6.87009272,3.581177476,3.279616815,6.49404376,7.487584676,5.52229465,6.122837472,3.375820974,4.562048597,4.240612737,5.951257142,4.985075724,5.000924111,3.503573922,7.231823375,3.659086429,3.605787283,6.116358716,6.531097276,3.441859733,7.463658071,5.3102067,3.828022657,6.530833749,6.653447997,3.703034058,6.536964286,7.174921112,5.578651515,6.653306614,6.042627767,9.363839727,4.081155236,6.949185342,6.664440665,3.521128219,5.378209511,4.628560458,4.964431829,6.762927502,6.764561644,4.07952938,4.172717893,4.111193948,4.550736571,7.866205558,3.629167267,4.414604339,5.733867683,4.83530256,4.933252924,6.052757249,3.427401856,5.498979792,3.133271114,3.491395504,8.186029583,7.262262054,8.431188326,4.666098824,7.187989011,3.396535537,3.190334555,3.652799906,4.491745836,4.362199887,6.177901707,7.409565093,5.811279824,5.044112582,7.449303584,4.437312809,3.316565352,3.324074904,8.09047445,6.642684471,5.676481608,2.902123073,5.881475754,4.62486572,6.524764795,7.022108535,7.493771422,3.367379955,3.09192457,5.469597851,4.237633176,7.171521187,6.556388409,4.693149054,7.267418941,7.69628775,4.567484399,5.881978845,8.419820826,7.274783356,10.29911423,3.309169204,3.413781824,7.40216439,5.408351641,7.686414286,4.625984017,6.921938611,4.832535336,7.550435976,7.268303978,7.507366276,3.16668289,3.461912539,6.628010929,5.863151693,3.153038453,4.884584645,5.54363368,5.769967651,5.121284349,6.134256937,4.334851837,4.507056385,5.164262937,8.114104196,5.158483339,4.561740563,3.322112173,5.430991757,5.483732639,7.816864227,6.150504691,6.766334487,3.251914603,3.447231575,3.055340531,3.553653314,8.620024905,4.752565423,5.711238343,3.764581587,5.653875451,4.083429334,6.564368855,3.743978074,3.766703694,4.162515338,5.998113321,3.257239782,6.437304934,3.590409101,6.986556535,7.8316629,4.631684422,3.929210271,3.988234808,5.991150635,3.504397013,8.079873574,3.663900295,2.997225748,4.265603601,3.800973541,7.882132351,3.332846783,3.866104225,6.132035257,6.518851821,8.359593412,3.056705677,6.250454422,4.949046825,3.364190106,5.707345755,4.557454353,6.431883567,2.7123344,3.11984842,8.01247297,4.387399584,5.69035665,6.086806163,3.670569488,3.534601396,3.215481454,5.13576157,3.061255649,10.05508032,5.14821635,10.47949757,6.414644465,5.167032336,4.946776372,3.075176188,3.774027032,5.50980351,4.227310839,5.667175443,5.624169398
190,8.938302388,4.254255899,5.57545846,3.04112805,6.478692238,3.35388568,3.009029153,7.370360023,4.469769485,5.084765414,6.490718574,3.048284474,4.61635309,3.532973784,6.028959406,6.008380576,4.639627977,4.161319209,5.391831465,3.877724202,3.236762685,5.644349764,6.605317189,3.077677953,7.686008018,7.127594044,3.723339724,6.795255418,6.254474624,3.719705283,6.459287146,7.528976624,4.887560987,6.380490527,7.242006854,9.952840672,5.311286835,7.758618392,6.2303581,3.504953518,5.480527306,4.170581596,5.692322097,7.137209435,7.645451307,4.307805045,3.418464008,3.894185052,4.201247791,7.963522402,3.560559894,4.409425769,6.222494674,4.762570405,5.799202459,5.768785236,4.282053087,5.471836557,3.206169876,3.876038372,8.025793996,6.199079498,8.502721109,3.97742187,7.469149916,3.424744491,3.598937665,3.32380726,4.916881729,6.080555696,5.377399208,8.764206773,7.102437586,4.258953137,6.572588751,4.908397477,3.339074692,3.410670923,8.203035332,5.938848674,5.816894101,2.938175927,5.211275045,4.354841362,6.936916723,7.642578715,6.965397671,3.287576698,3.292539016,5.630326346,5.024332305,7.114611806,6.465610369,5.034624017,7.567462929,8.353553787,3.901265304,6.934649039,10.38136419,7.308054559,10.54649886,3.441304436,3.430229461,6.4096811,6.177344408,8.224700056,4.215498488,6.88135999,4.695813012,7.896030509,3.693644342,7.039491569,3.137435386,3.325980638,5.2716387,5.59445389,3.287471018,4.678280978,5.419629387,6.998713684,4.745609602,6.966076686,4.631722717,3.955933376,5.755644333,8.074351538,4.958760758,5.288054275,3.144204517,5.034086959,5.771183259,8.625092437,4.342932984,7.433395311,5.049756338,3.145350227,3.262802985,3.657973671,8.550850334,4.763771798,6.640127194,4.035226667,6.394529814,4.387105824,7.799489342,3.636669201,3.888631039,4.107763185,6.978450547,3.215275847,6.080606765,3.468688048,7.512700322,7.509624614,5.779184614,4.408322743,3.783657522,6.392207481,3.679186481,8.935458687,3.545625932,2.888728852,4.179693643,3.085416861,8.099696778,3.549495626,3.926990947,5.576774605,5.334224039,8.926139333,2.912150178,4.4960132,4.765041618,3.602673383,7.270960827,5.096934512,7.021644394,2.553371491,3.461596475,7.92574756,3.782950333,5.432648939,5.402089426,3.864936119,3.675861439,3.339596822,4.432368456,3.32893099,9.995965843,4.562305436,9.947310629,6.445526536,5.712744446,4.734562131,3.025080745,7.458091408,4.903807208,4.066284016,7.128909363,5.143220953
183,8.138910156,4.605288135,5.64501167,3.03815676,6.70503391,3.386134964,3.404626548,6.338059934,5.062548846,4.892348999,5.052759239,3.237293563,4.570064377,4.02554564,5.735730264,5.100466327,4.2962763,3.600593974,5.145424399,3.999410839,3.280316266,5.932707758,6.064920837,3.693351572,7.773691182,4.737842817,3.863974589,6.213270083,6.28718663,4.928736847,6.269485277,7.491086813,5.760474184,6.678645375,7.59233088,10.00228298,4.370888244,7.178744471,6.297038695,3.4216736,6.360968816,5.113586233,4.819343853,5.497194379,6.815945723,4.10003491,4.414326778,4.120570439,4.791221226,5.527881788,3.579336426,4.597115858,8.214519529,4.913688462,4.918047951,4.307542703,4.105345549,5.77574399,3.051585512,4.087536003,8.522113225,5.974893912,8.882117141,4.39279444,7.120663612,3.65896858,3.194175062,3.691093873,4.428690757,4.748555878,5.85104338,7.587368594,6.150946991,4.147929839,6.322358813,4.531802755,3.345022247,3.913137495,6.694904076,5.650670507,5.24257898,3.053979724,5.828298055,4.833673125,6.266468306,6.897040736,7.780138933,3.309264007,2.913390086,5.894807219,6.008412892,6.477128529,6.329250389,4.361754403,7.653931197,7.977393395,3.601716957,6.751240942,8.014920668,6.746013478,10.75965355,3.693272121,3.682468621,7.362566984,6.332109914,8.743386154,4.200924939,5.947273704,5.155020313,8.162110232,6.552944727,7.322404615,4.045510886,3.36483238,4.496288408,5.994218931,3.498416351,4.265496013,5.666398694,5.71500144,5.656582197,7.363450228,3.967399456,4.266781109,5.021040958,8.069779988,4.240966122,4.714990858,3.050592008,6.102561892,6.575815734,7.584252382,3.699158752,6.500093369,3.133404864,3.260671494,3.077618306,3.804243006,8.689783788,4.99204714,5.926969509,4.610795971,7.594748414,4.410878689,9.148271131,3.652564591,3.84554451,3.813275373,5.205454708,3.436443286,5.910326795,3.567045421,7.403690812,6.843432689,5.6796431,4.807283081,4.979783477,6.480238966,4.296731125,9.076764231,3.531635727,2.927113508,4.613610983,4.018263353,6.925655575,3.520838652,4.018518399,5.844617563,7.186123763,8.415637465,3.264309867,3.261617921,4.70043178,3.295330764,6.122236522,5.439976938,7.775606664,2.701743445,3.462361477,8.496249148,5.281434711,7.508502536,8.060829987,3.924226438,3.561377338,3.178150712,4.713714888,3.354348937,10.36719663,3.768880721,7.471063536,5.939107657,5.351001749,4.750119458,3.228367337,5.246653483,6.069683306,4.124940875,6.665707609,4.338411868
