response,SPATA6,TBX21,NAT9,SMARCA5,HIST1H2AC,LRAP,C20orf149,CAP1,B4GALT2,BXDC2,ZNF133,KCNS3,MRFAP1L1,HOXC10,AHCY,HOXA6,HABP2,DMWD,NTF3,EDG2,ME3,GPR19,COL4A3BP,SSR1,HIST1H1C,CYP3A43,MELK,EFNB3,TAF5,RFTN1,TINF2,TFAP2A,ZNF556,CCNG2,PGK1,FHL1,ANKRD5,HADH,SENP2,UFC1,PACSIN2,CGREF1,FEV,PYY,SPINK1,SLC30A5,BRD8,ERBB2IP,BPGM,YIPF6,ATP9A,TBCE,EFTUD1,TOP2A,RBM12,S100A8,WISP3,TOMM34,FZD8,EPB41L5
1441,3.611874583,3.25778979,4.7817355,6.665463331,9.433026313,3.47238531,7.308354863,9.288076952,5.174256583,6.389233248,5.223195701,4.38954443,6.87092079,3.550294816,8.912639764,3.575514896,3.727617837,4.419925727,4.300623613,4.412510281,4.537730996,3.904118233,4.336367354,7.809493096,9.249693762,3.352185439,7.0644655,4.3882696,5.584445314,7.18096142,4.413912079,6.031081929,4.427270766,5.168418411,6.782445685,4.544100244,5.170514056,6.375558121,4.193962036,8.838391549,6.734467448,3.504310809,3.692994807,3.301551316,3.350647343,5.059843491,6.003012225,7.656677659,6.502536719,7.588888677,7.489339135,6.246277709,6.123405489,8.183575263,6.16700507,10.03590221,6.191454316,6.851779727,3.448851066,3.618989438
1470,3.370665858,3.294739646,6.235694646,5.200683726,8.49631962,3.102370943,7.481102704,9.148780049,4.973604623,6.543045158,5.399302571,3.921238587,6.838433196,3.598501568,9.004653046,3.596664425,3.722840043,4.470662349,4.261498127,3.815697465,4.54373196,4.969400311,7.179362893,7.284132622,8.656214367,3.193865509,6.143322796,4.114393055,4.105183909,5.957141994,5.10552955,3.961530505,3.711188131,5.255910149,6.191860602,3.653293711,5.546004334,5.57373316,4.311749285,9.007627012,6.400981426,4.648394888,3.973207572,3.326012056,3.315739977,5.95822028,4.907846227,8.142764126,5.282372851,6.716109614,6.100988218,5.713753688,5.501662522,6.857515594,5.719664659,4.278669508,5.540558611,6.305303771,3.465536762,3.877733468
1455,4.019944941,3.134216665,4.546033429,6.684734069,7.482063327,3.017481633,8.379807341,9.952584588,5.320405727,6.965284573,5.728251558,5.813675717,7.549990957,3.4876541,8.741283149,3.544117464,3.492047416,4.316118534,3.65433873,4.814038485,4.235470426,5.386489312,6.641386442,7.105271047,7.861530049,3.217695061,7.677510939,4.768090713,4.829491548,7.291532572,5.068352697,4.358161013,3.841113397,5.202348504,8.938470388,4.175221657,5.845193217,6.569073676,4.467369349,9.548156698,6.740314403,3.619755308,3.204430697,3.302746008,3.193256433,5.478288723,5.430182363,7.574773899,5.471589513,8.288001031,8.145055525,5.270767681,5.329702328,8.404988982,6.003513795,5.371297944,6.496022224,7.18427941,3.037877186,3.397569668
1367,3.487678877,3.288404679,5.419213637,5.93096251,8.271336782,3.21417532,6.923969302,9.830768083,5.837192885,6.962692176,5.242481727,6.331678682,8.167474653,3.744848719,8.952092195,3.035562129,3.663614345,4.569835216,6.186006453,4.814624513,3.73362837,5.967777092,6.841708492,8.039046379,7.508967909,3.103827885,7.71506776,5.118530354,6.601423172,6.808201025,5.720711652,5.220204569,3.694406032,7.171612349,8.768121816,4.395729975,4.913717493,6.690673897,5.642727432,9.321291206,6.681376762,3.45746317,3.511952634,3.150446585,3.265017922,5.609022463,5.034296398,8.06625642,5.580631445,8.419791128,8.234473354,7.138994655,6.524864966,9.997031279,6.877345832,4.654292616,4.919940782,7.116904708,3.259305364,3.45717131
1364,3.327219572,3.324950171,5.240895685,6.805633184,7.29635837,2.887566007,7.75140911,10.20511042,5.46527755,5.696268645,4.767127377,5.886045387,7.741911205,3.184063706,9.140060234,3.144912896,3.273895458,4.115405988,3.950560169,4.57782168,4.874466335,4.087715978,5.521862185,6.953859407,5.565806464,3.111961846,6.299840479,4.776272777,5.409054604,7.549816859,5.910996463,3.999328682,3.51178293,5.598751999,9.159838239,8.23288638,4.691944211,7.072398585,4.883692426,9.015899572,6.827021173,3.488781352,3.359992663,3.176285782,3.066456807,5.869703308,5.599426755,8.002476316,4.649734315,8.253325262,7.036915936,6.408331685,5.457247225,6.190435689,5.819382935,5.95793726,6.935228908,6.102018296,3.253000292,3.355057729
1128,4.298444532,3.254498556,5.613339734,6.107194722,9.140196477,6.574094327,6.504716566,9.614306351,4.900824898,6.633563562,5.66788531,5.850702579,7.451695585,3.413654913,8.97803169,3.341539726,3.474544692,4.809730061,3.901637637,5.400701361,5.129729827,4.040356785,7.952432533,7.825468438,9.535637046,3.013096703,7.951094984,4.015465758,5.230283037,6.648829327,5.777805116,5.542851331,3.973002566,6.014931051,8.362046546,6.322419056,6.243966552,6.975328375,5.975693011,9.898305872,6.624186582,4.088632335,3.374210892,3.09718358,2.97582226,6.362415554,6.020721768,9.076174446,6.028645167,7.862145357,7.735011477,7.175612745,5.740141333,9.411747463,7.137052421,3.287900876,5.582682159,6.116854908,3.334767973,3.837074957
842,3.901022462,3.105158966,6.008210263,6.187002831,8.848495723,3.348789467,7.796276417,10.33888338,5.385325415,7.590073932,5.171964115,4.526575293,7.537635743,5.382173985,8.972949032,3.438452153,3.367696953,4.17049526,4.314167075,5.196814164,4.222155606,3.885546597,6.588452962,7.826116584,9.07106475,3.074829893,7.685229794,4.413547489,4.137118575,8.369587496,5.603252685,4.021241453,3.071126306,5.888864459,9.432097606,5.733559485,5.198374446,6.764329292,5.649013265,8.896533632,7.271767769,4.62455274,3.216885556,3.161147418,3.254286612,5.970221771,5.258693115,7.993583094,5.143303643,7.670957118,7.680915114,6.412230249,5.525537297,8.49886515,6.154199737,5.932469161,3.760270517,7.832452472,3.479894213,3.495070245
1036,3.754024222,3.339864135,5.867161265,5.918570024,7.86714024,3.422181184,7.413190298,9.413961131,5.172193999,7.256498385,5.665612418,4.019039727,7.423910176,3.791486251,9.320017548,3.274387254,3.711996368,5.108850479,6.81007391,4.402644539,4.701161653,4.639435772,7.088285534,7.440188132,6.346007226,3.18479939,6.696966359,4.711140227,5.992048005,5.236255995,4.906339963,6.106427477,4.409889009,4.801433265,7.769815451,4.053392151,5.093368559,5.709490681,4.409750493,8.953343379,6.790615471,3.73291764,3.704922394,3.210811036,3.131619616,5.968889814,5.82447557,9.224485013,5.041841098,7.495752699,7.570972086,6.06710229,5.304014103,8.153888751,6.845444204,7.481212114,5.960131887,6.608461604,3.299272171,4.604708745
912,4.73891061,3.029051102,6.614909527,7.465973244,8.577490027,6.018055479,7.085510712,9.48898062,5.304153402,6.960159998,6.284432299,5.079749576,8.707929692,3.689741672,9.942753505,4.000589436,3.437655189,4.19545046,3.788359895,4.343517426,6.587399957,4.982340148,7.839375178,8.232039671,10.18121035,3.105117554,7.179082198,4.704194949,5.209927625,5.78917133,5.353389293,4.001935913,5.531789788,6.10996548,9.116124521,6.040016415,6.476604814,6.687037093,6.078713892,9.94947329,6.823144364,6.072765415,3.387881253,3.157700346,3.152673223,6.57165151,5.907070547,8.714564577,5.926934502,8.151933508,7.943162603,7.004052406,6.738964298,8.131555407,7.154855339,3.509144469,6.584063669,7.770551287,3.126425946,3.675762071
912,4.190070007,3.407116027,5.649558911,7.062972849,9.473423847,6.708986601,6.753790575,9.676400147,4.811347155,6.983826551,5.82804833,4.744098215,8.936180699,3.500974473,10.28466937,3.288955464,3.716596455,4.229532347,6.193645068,4.593755152,6.22343642,5.225922,7.007852815,8.237668183,9.986007877,3.158724933,7.27012819,4.284167084,4.884642958,6.385056122,5.923232263,4.473011545,3.973678275,5.440214117,9.660769677,5.251823178,5.645642822,6.747470412,5.338447506,9.655160877,6.180408489,5.019764622,3.478092664,3.179770017,3.467166451,6.735682446,6.059828476,9.08524811,6.336692737,8.091024834,5.836146307,6.829463869,5.474798903,7.653919939,6.841491886,4.367984697,5.877881156,6.756515501,3.087403273,3.664153195
643,4.130500651,3.092165954,4.64362943,6.369233499,6.436579009,3.122365296,7.070634276,10.16725994,5.627498818,7.064206606,4.690995442,5.231583172,8.324008547,3.517474404,9.259355798,3.125901672,3.400067955,4.324149226,4.432636579,4.216583502,6.275237759,6.435066655,6.464806465,8.389442417,4.536366871,3.032215435,6.955502255,5.077048761,4.91921596,6.650776767,5.250780255,3.728766906,3.691261212,6.04874478,9.274734738,5.496413496,5.997597122,7.997804778,5.838358365,9.453561275,6.540105093,3.766555092,3.384942728,3.089686622,3.144877431,5.740841104,5.229002861,8.360805031,5.885620044,8.54263292,7.637364492,6.831596898,7.092483596,8.267348069,6.942502693,3.372342744,8.31954837,7.934936124,3.117638187,3.377025934
453,3.376683692,2.994320545,4.657783676,6.499501653,9.55258573,7.039671112,7.556047815,9.50940196,5.218604621,6.630967507,4.808004968,4.990528332,7.591946067,3.89499821,8.897643857,3.356586162,3.650065115,4.276161757,4.43156468,4.927582763,3.743763335,3.858698826,7.75773405,8.12479782,10.13809818,3.14862429,7.083625078,4.602650052,5.356126177,7.838000507,5.268404218,4.333422904,3.096678002,6.560396279,9.244838079,4.426437271,5.063151798,7.601929098,5.280958052,9.359730797,6.923772952,4.073350057,3.507021653,3.107986135,2.874789658,6.112186217,5.156863862,8.424673126,4.992244962,8.507434634,7.51034091,6.856424484,6.632212359,8.050147906,6.830529714,6.90394159,3.605421982,6.71415075,3.252908646,3.468125952
420,4.422051288,3.11554966,5.515386559,7.407363857,8.528564995,5.476757203,6.936440341,9.823454223,5.734283958,7.29174024,5.928428555,4.44188784,8.511453235,3.653161062,9.873748706,3.140827431,3.46692545,4.319886937,6.486014372,5.224779972,5.406107149,5.654164868,6.249142684,8.461390015,9.378150759,3.095465276,7.039380117,4.591911608,4.550007285,5.706273518,4.974647576,4.082620595,3.261985131,6.023053633,8.308337225,4.305153448,5.770368497,7.06201879,4.760865802,9.962469254,6.301370456,3.527703808,3.604016768,3.287519632,3.118422468,5.348020704,5.503517391,7.787276674,5.961606631,7.357987114,6.193192954,7.29558847,6.124945922,8.633912276,6.887516737,3.409278791,4.730701995,7.423707612,3.433507635,3.959693795
141,3.725622131,3.223266271,5.515905045,6.523742601,8.189853207,6.151956107,7.338219111,9.434137224,4.840496638,6.557592243,4.794047436,4.820056031,8.214455348,3.428041017,8.581452195,3.741677748,3.472721327,4.20948118,4.226672219,4.634177911,5.12125399,4.695629104,6.397295731,7.261246599,8.378166902,3.148174913,5.779632399,4.201982989,4.881284552,6.748859866,4.307079459,5.124420952,4.062960172,3.854377435,8.127385912,4.352609643,5.577335238,5.787426844,4.64846884,9.673941338,5.930455732,4.284500501,3.649445215,3.32846799,3.251192284,5.58562219,5.648327407,8.005721338,4.265081324,6.805072923,5.607799639,5.576530248,4.961419047,6.728227161,5.434202141,8.117240575,6.314428076,6.023497524,3.379870255,3.453806151
195,4.416195252,3.133108025,5.901889211,7.243090285,9.234197185,6.820748384,6.271280209,9.730474387,5.126349846,6.842023793,6.039712104,4.798327919,8.052661575,3.624814862,10.193123,3.139401932,3.455608668,4.500006907,4.167888513,4.397378126,5.377619101,5.003597516,7.508024194,8.761994078,9.34711863,3.179802509,7.559833108,4.545004864,5.072677273,5.510266652,5.658057596,5.43506462,3.906618241,6.761849453,9.187898727,6.082971196,6.441948484,6.874129146,5.434661184,10.62210881,6.891873146,5.177869933,3.460094506,3.147662366,3.057384957,6.198337873,5.480019621,8.20372721,6.835966826,8.279997178,7.907557184,7.082682472,6.296889328,8.594591934,6.621400981,5.621636739,6.536168824,8.137471972,3.130812792,3.638774616
185,3.829510516,3.122107263,5.419715017,7.346994237,7.930058269,5.178934689,7.626224598,10.26560832,5.244376611,7.157832005,5.047501218,4.633055415,7.307751274,3.511922723,9.127432359,3.176100237,3.435194367,4.233668969,3.838562939,5.1136584,5.103038991,4.836507899,6.90575846,8.752505705,6.797618883,3.063485767,7.16644431,4.371550142,5.424228708,7.583539617,5.629039387,3.951860872,3.903524158,6.426553849,9.848221097,4.953856655,5.702028915,7.792650412,5.956648052,9.523000735,7.127291755,4.672137084,3.29401391,3.081091993,2.909417123,5.985812238,5.435743501,8.190785608,5.658314573,8.260189647,7.519540277,7.192048648,6.304360235,8.849536342,6.759201352,7.194846109,6.50930083,7.235446322,3.293598499,3.320944019
331,3.755549904,3.276115884,5.218724926,5.211568261,8.021509698,6.332011272,8.121321664,10.72631578,5.365842901,6.823052307,5.067370842,4.198866445,5.790045766,3.416257115,9.497933191,3.292247339,3.508163384,4.280468067,4.090792626,4.64203924,4.831852773,3.750234283,6.723233988,7.770180542,7.44058559,3.139474536,6.547236751,4.070997953,4.88201804,7.789779382,5.81589795,3.847661368,3.877536714,4.15150529,8.915890955,5.004496009,4.703674549,5.905401145,4.90214792,9.171470336,7.446889568,4.67663946,3.366985277,3.288839327,3.188822584,5.302666393,5.480264363,7.527170809,5.076027615,7.969334258,7.884878886,7.986597155,5.101623728,6.559696481,6.18870157,5.380424469,5.979741357,7.037293742,3.478860202,3.518562637
201,4.017553164,3.762869327,5.080258517,4.773358472,7.485411201,3.179874171,7.462620091,8.797303028,5.480900497,6.904753034,4.910834929,5.208366249,6.893376714,3.640426221,8.945302638,3.384010344,3.181507467,4.441958106,3.799099175,4.584847841,4.528888657,4.892147371,5.754867628,7.628325607,8.487750014,3.389330155,6.833722532,4.875605288,4.987325085,5.248232488,5.447413206,5.579206814,3.793214624,5.245586651,7.757743713,4.466084679,4.251262364,6.620861467,4.265168479,8.586846429,5.436531736,4.487191739,3.487921219,3.50393938,3.335545193,5.022988468,5.681373116,6.675846691,4.515254201,7.419438823,7.10561299,5.42600607,5.410528082,7.828856826,5.714794605,3.700565445,3.688383827,5.649737714,3.342852437,3.65061091
224,3.536150322,3.423605421,4.598593341,6.026141961,7.060465387,5.820397038,7.964952452,9.567880316,5.725760138,6.261020288,5.67698222,5.762922941,7.545204413,3.239075931,8.539686927,3.290070751,3.252466934,4.407832296,3.785796964,5.750914767,4.376361111,3.998336571,5.49914821,6.722825142,8.518975928,3.117208863,7.960392116,5.169441382,4.685732191,8.05169337,4.987823205,4.561806043,3.304201039,5.173391215,9.18974977,4.613885552,5.249464617,7.879608021,4.782288396,8.908402608,6.768768884,4.844930122,3.43067229,3.317348572,3.420579516,5.391527724,4.844478115,7.614453855,6.483413693,8.192913131,7.365840366,5.574265867,4.813965606,8.298532212,6.124361786,4.991199085,3.564161238,6.406568082,3.183471982,3.216220096
184,3.877011095,3.287423953,5.160264606,6.248975973,9.294434671,3.397385961,7.791084571,9.373844756,5.811778505,7.201013065,5.760888334,3.669395268,6.07414571,3.48106882,9.891354487,3.305975997,3.529420783,4.694966864,7.138452431,4.694241928,4.503488154,5.138979037,6.793955487,6.850012339,9.014627361,3.114759686,7.880326853,4.921736538,5.836455795,6.226127566,5.075189901,3.682063384,3.713672102,4.745782632,7.789382899,5.727662081,5.241795393,6.444377348,4.482567093,8.960711945,5.958413325,4.04299373,3.496968945,3.598956628,3.198844569,5.516307435,5.085067503,7.73784818,4.880194458,7.044706614,6.73297238,5.858629117,5.398097288,8.304134458,6.198714652,3.555470656,4.498529812,7.532940502,3.305802926,4.08773556
180,3.491608723,3.262116214,6.067060591,5.657356179,8.74306981,4.813191493,7.521460144,9.104695043,4.949628061,6.32585482,5.633661113,5.313404961,6.669082608,3.430926823,9.003622905,3.478465992,3.181765554,5.127449047,4.273759182,5.050038105,4.148914076,4.00535282,5.475435348,7.358346698,9.36568661,3.076459093,7.706204052,4.425752331,5.051285292,7.392802693,5.057207109,5.139907744,3.880660728,5.890111077,8.38927645,4.427549685,4.971667387,5.872106613,5.413131404,9.188021771,6.754892292,4.051318985,3.435457006,3.156709436,3.795459755,5.707289087,5.055159948,7.77847984,6.408173967,8.057177355,7.256651416,6.632714813,4.662081367,8.10658115,6.194483196,4.099127375,3.740060299,6.328608919,3.163946899,3.542129386
208,3.874489599,3.412206081,5.252372367,4.853455862,9.00889447,4.354851852,6.991619672,8.827893707,4.973483408,7.079173221,6.384869498,4.278972589,6.315151498,3.263539001,9.690433171,3.37875431,3.364707902,4.598211104,3.802045938,3.822170613,3.67496311,4.49704779,6.628376674,6.831986007,5.078381476,3.209915284,5.530508856,4.772048723,5.241722087,6.516171433,5.183594798,3.832604193,4.088940568,4.128660207,6.430537797,5.723960124,4.690506704,5.757702518,5.053946922,10.38501622,6.403879567,4.883673318,3.643729495,3.260683552,3.206307769,5.060598309,5.877466318,7.69742428,4.734937388,6.72381705,7.79327536,7.314307609,5.580858092,5.689208031,6.595048456,3.588814923,4.243682318,7.148933776,3.367115826,3.608976569
143,3.660972658,3.218511503,5.475217994,5.949145792,8.610737858,3.244016654,8.041123202,9.710296191,5.42056641,6.449808215,4.599256137,4.008935833,6.059858505,3.374096376,9.204536071,3.244453557,3.404336145,4.961307934,3.804269992,4.499233141,4.41836685,4.102456649,6.950604485,8.141336642,8.741846314,3.052622939,7.726380434,4.29824622,5.080102665,7.384556646,5.386618502,3.95403901,3.614403416,6.715078027,8.79553516,4.135354361,5.133592219,6.103124817,5.457327895,10.12605407,6.631673987,4.386746366,3.572315577,3.427854758,3.261715757,5.724083714,5.26820059,7.811604393,6.380378226,8.119925497,7.24347764,7.410967038,5.045072051,8.744789296,6.33192861,4.293080786,4.490290495,6.684595613,3.157825993,3.557261868
128,3.46588932,3.526585441,6.060860819,6.22224613,9.061915655,6.731873154,7.631591066,10.14823171,4.856958131,6.857442791,4.771225078,4.433280049,6.383521843,3.377423701,8.814767952,3.406684978,3.444931463,4.220884722,3.999786124,5.232231922,5.376814956,4.328258283,6.624416976,7.9711276,9.310246093,3.006561501,5.997935247,4.717904177,4.937364929,6.823946577,6.174280969,3.651048625,3.385386245,5.978602241,8.5370181,5.827915894,4.612209339,6.5928481,4.98056157,9.423584649,7.326361044,3.493568906,3.449318069,2.990718401,3.266428415,6.067898278,5.123976124,7.785139726,6.393906257,7.799590424,7.059206966,6.051469348,5.061014148,7.370556781,5.752705776,7.568848184,6.655712172,5.568377263,3.313064731,3.677813177
162,3.404443217,3.432864393,5.821740122,5.926495983,7.247007276,3.24171496,8.912649266,9.969070718,6.091518516,5.800572124,5.476954679,4.245613923,7.478670515,3.473491603,8.150546215,3.278753294,3.544628558,4.69077853,4.241788557,4.58900656,4.220749691,4.635951661,5.60014533,7.048000868,6.14745416,3.203689428,6.167935664,5.123192489,4.702626526,6.704538719,5.402132375,3.88940444,3.602412643,4.39464926,5.992408526,3.89344106,5.106129189,5.975446461,4.949822259,8.824098223,6.562331175,4.034150785,4.026306623,3.322006242,3.392843037,4.467786997,4.870155856,7.21786232,5.147001623,7.251106303,7.855523798,5.644829531,5.273256072,7.305374612,5.570269408,8.237726235,3.415190384,6.151207506,3.230633832,3.848173235
1661,3.400680517,3.231812391,6.019553232,6.302025266,8.23697649,3.304724246,7.244438604,8.495207518,5.121492256,6.141998114,5.828021204,4.7356181,7.932852718,3.3046556,8.794421419,3.062612578,3.463393407,4.186342182,4.450183017,4.924998205,5.16422641,3.978484937,6.463588231,7.569212547,7.504685778,3.123288177,6.010201971,4.559449097,5.851077227,7.166069123,5.353446909,6.394446732,4.221574879,5.66680922,7.964507185,4.477018191,4.54532757,7.172119359,4.603588316,10.12367118,7.613463281,3.807349812,3.434042262,3.252362549,3.210265862,5.752596251,5.278319142,8.541702709,4.77845327,8.013876543,8.319966159,6.610260362,5.678408866,7.886857284,6.653096209,3.504044282,5.602484572,6.086061534,3.323472498,3.727842262
2648,3.583223281,3.170329295,4.754803827,6.451857669,7.570921956,4.570696521,7.965036151,9.710979801,5.095885187,7.246324252,5.632418953,4.665539666,7.851718927,5.264089621,8.875979054,3.485579613,3.377350882,4.242837707,4.155775738,4.717886506,5.877470343,4.667073417,6.228041248,7.628336733,6.911428563,3.122048477,6.608295098,4.50777819,5.499422577,6.884227171,5.805049299,4.507436569,3.030700641,6.000803795,8.786537956,4.621403329,4.853184464,6.71740805,6.02790819,9.65050409,7.383622826,3.731830385,3.228816342,3.808111447,4.069660855,5.416772406,5.433400787,8.166031262,5.686548508,7.592576568,8.188555495,6.343691181,6.203701375,7.971194624,6.677556962,4.092832776,4.503000743,6.41838062,3.024955159,3.785434907
1877,4.203560544,3.195168671,5.435817245,5.769454405,10.1834891,3.221639629,6.896603289,9.081344786,5.469415514,6.574314149,5.344865986,6.427189165,8.014889008,3.450058513,8.917221458,3.127903194,3.325111762,4.41164119,4.014597227,5.816820878,4.354100844,4.146123476,6.959680884,7.351860028,10.23716123,3.056039312,6.300289712,4.91150299,5.234903657,7.496587942,6.119188429,3.616021314,3.759965572,6.109193648,8.367763863,4.645936642,5.586697335,7.35160032,5.149247072,10.0058272,6.709078237,4.189430217,3.261345896,3.252043138,3.173874732,5.225203906,5.919244516,7.506199816,5.988904028,8.222160177,7.916992855,5.555633191,5.281319665,7.285979542,6.828667817,3.199222415,6.037224189,6.399991187,3.128504777,3.697548573
894,3.768873252,3.260679964,6.381513907,7.066000475,10.10449478,7.27884714,6.676310287,9.73102956,5.01587933,6.840238449,5.336200616,4.153248639,8.103189664,3.659446886,9.420160955,3.199119948,3.384301177,3.947853693,5.265400579,4.645309138,3.997250044,4.569014205,6.64201312,8.287247937,9.976901796,3.151701301,6.541965558,4.713572683,5.427466948,7.252067544,5.789868415,5.614829904,3.451589573,6.840172165,9.619309449,5.478367361,5.04799754,7.648648656,5.577465594,9.356222512,7.129215559,3.506729724,3.262790514,3.291715653,3.233153582,6.408826107,5.354824686,7.92369426,5.639493845,8.014386781,7.532862525,6.294598455,6.654391726,7.62894864,6.730810294,10.32711251,3.698910856,6.561752797,3.340561606,3.52808682
2982,3.507583559,3.482190393,5.07491627,5.833056556,7.652170455,3.523375904,7.182267039,9.314713506,4.937196532,7.096756488,5.865066427,3.989945075,7.266425412,3.539465906,8.915155158,3.339316138,3.394640102,4.327820142,4.9257204,4.297196164,3.911430483,4.752028077,6.348420469,8.281597006,6.317559043,3.125369324,7.345507309,4.800735034,6.223513018,8.793217204,5.541131837,5.230661974,4.359373434,5.140607315,7.697570949,3.833519201,5.902847333,5.972608505,4.735304696,9.168638915,7.410240936,4.657530857,3.247822365,3.136215612,3.179124883,5.516170712,5.267673395,7.862690322,6.433928198,7.010193944,7.572264915,6.787357391,5.256457209,8.581438518,6.324588208,5.913518099,5.210751297,7.144791408,3.3824516,3.479503616
629,4.010836245,3.040572841,5.312616412,6.341121757,7.808718738,5.842557133,6.949560918,9.813073054,5.244767395,6.075567936,5.630275347,6.05176588,7.750430682,3.316479176,8.659025654,3.240522193,3.36739422,4.233377724,4.070848465,5.221645823,5.116024389,3.812507156,6.69648155,7.430273495,5.926220245,3.030118497,5.039892791,5.034417648,4.428981281,8.867255547,5.423536051,4.4591319,2.978578239,5.648398838,8.287046952,5.100218306,5.307226524,7.518196301,4.458769052,10.1131848,7.821483614,3.714031234,3.355545746,3.027454011,3.255446735,5.989329269,5.285097239,8.004823779,6.483046566,8.008588138,7.306223184,6.723852247,5.699930454,7.117636444,6.466135848,3.907437076,3.332041057,6.342737575,3.419514434,3.468596203
681,3.895184644,3.210534313,5.181147251,6.270328837,7.434716789,3.426256947,7.007386117,9.250282368,5.253787771,6.662594605,5.820098503,5.287740557,7.425278021,4.454165228,9.794134519,3.205907769,3.316895784,4.080925011,4.335929626,4.727678698,4.969246417,4.080019201,6.935083828,7.975278252,7.642356162,3.115588076,6.66951216,5.324675823,5.591199194,7.467969664,5.126828753,5.625049728,3.136366145,5.886006395,8.411209681,5.39238189,5.175612288,6.813577182,5.095145553,10.12015101,7.333081218,3.735897049,3.305504595,3.207531086,3.268182739,6.204073771,5.419006039,8.768915643,5.488465359,7.462288204,7.79850018,6.737901392,5.085069286,7.458589221,7.506951218,5.399012529,4.085235627,6.96935411,3.371135062,3.791840535
2154,3.461613709,3.268719456,4.813064734,6.035193604,7.447989985,6.699695926,6.38447839,9.663784033,5.422407576,6.652659006,5.268086483,5.540027975,7.810769402,3.304827555,8.016974699,3.245531236,3.607483725,4.140700763,6.054946728,5.479436512,4.565778694,4.74221084,6.926581218,8.41929942,8.430202402,3.101965896,7.667044497,4.019343169,5.515212445,8.968364808,5.417325375,6.036250764,3.486301438,5.875668464,8.388371302,5.048847697,5.410685672,7.078597449,4.71568293,9.015603401,7.801430305,3.904511146,3.462503271,3.283180645,3.558329385,4.749335373,5.309656894,6.313378388,6.406123632,7.409016135,6.685679158,6.754998076,5.570227014,8.726400808,6.161503128,7.232866331,5.629586412,5.893747201,3.2164007,3.69893088
2521,4.373169701,3.034784357,6.155522841,6.554112901,9.1491275,5.079672113,7.235546533,8.929587291,4.867431273,7.290759108,4.800697714,6.842058907,7.344604068,7.061866392,10.04911535,3.460598752,3.669356229,3.988084556,4.372669015,3.99306484,4.940302842,5.627676814,6.449619581,7.823898097,9.444819646,3.252522661,6.812894889,4.592345253,5.168929452,7.85883226,6.135938133,4.739238995,3.501029888,4.49385838,8.798732927,5.014490816,7.133628433,6.406275214,6.328629872,10.82276745,7.580800255,4.055989682,3.426283313,3.293810919,3.188926539,6.250378518,5.602063936,7.491790111,5.524902857,8.593205654,7.05381322,6.849593512,7.294396247,8.005619924,6.944518961,7.156104993,7.235660614,6.55250224,3.222874335,3.698463793
2521,5.303991118,3.067629333,6.031122493,6.728863727,8.91921687,6.053753074,8.087355196,9.846881416,5.45960109,7.854020961,4.692867035,6.733752065,7.487043148,6.955633148,10.33562683,3.300299768,3.682677036,4.065000741,5.316547537,4.861894515,5.477152127,6.180867661,6.708280467,7.942296946,8.771661137,3.096568791,7.166778954,4.806758854,5.360908688,8.248668695,6.768173217,4.904891093,3.150407847,5.22313824,10.70890012,5.619130306,7.229089875,6.940654306,6.748819441,10.47199714,7.691175894,4.370952213,3.299919133,3.065427147,3.319857865,6.531725429,5.479607103,7.994589699,6.157692946,8.861028391,6.802574246,6.884350625,6.604134327,8.183252825,6.818935037,9.907087972,6.338762765,6.676044978,3.029193692,3.45077769
1595,4.00408036,3.147076952,4.910406586,5.941429247,8.448616689,3.313734872,6.481125992,10.08104175,5.439082507,7.035761959,5.744349864,6.405844694,7.120401795,3.26799322,9.250999941,3.41741874,3.248747004,4.187030175,7.682481587,3.931345024,5.024889403,4.821077838,6.561697451,7.164863205,5.976600831,3.331895407,6.480681006,4.810380607,6.378676003,7.918250906,5.190675608,5.367350892,4.232963356,6.155515893,9.390418402,5.825911499,5.685450751,6.33073939,6.160675924,9.777892884,7.036084381,4.329182764,3.146420291,3.356935487,3.333457846,5.959687693,5.325840001,8.247111035,5.283477835,8.208499467,7.697075734,7.333910106,5.735591865,7.877869176,6.839076891,6.247833662,5.357982015,7.446621178,3.204373828,3.383556779
2237,3.902331868,3.172360359,4.475540365,5.803511252,9.018523832,5.408396348,7.698058891,9.395736903,6.011375372,7.840624467,5.940005349,3.618635418,6.702775732,3.500612882,9.003468158,3.525117276,3.409653783,4.627902533,3.984392729,5.034336032,4.165568262,5.000350974,6.637663761,6.675148594,6.876208159,3.22140746,8.569685281,3.952718411,5.09909462,5.269358715,5.360986492,3.747936136,3.451699609,4.817142934,8.373375504,3.764068142,5.260545161,6.29784042,5.538814361,8.681150247,7.281841333,3.431640169,3.185677148,3.504494002,3.309014147,5.230599973,5.355245561,7.165197449,5.073563843,8.010596568,8.612366957,5.464746898,6.371824094,9.164997894,6.176469629,3.925379043,5.637733512,8.062521014,3.551782059,3.736432281
