response,SPATA6,TBX21,NAT9,SMARCA5,HIST1H2AC,LRAP,C20orf149,CAP1,B4GALT2,BXDC2,ZNF133,KCNS3,MRFAP1L1,HOXC10,AHCY,HOXA6,HABP2,DMWD,NTF3,EDG2,ME3,GPR19,COL4A3BP,SSR1,HIST1H1C,CYP3A43,MELK,EFNB3,TAF5,RFTN1,TINF2,TFAP2A,ZNF556,CCNG2,PGK1,FHL1,ANKRD5,HADH,SENP2,UFC1,PACSIN2,CGREF1,FEV,PYY,SPINK1,SLC30A5,BRD8,ERBB2IP,BPGM,YIPF6,ATP9A,TBCE,EFTUD1,TOP2A,RBM12,S100A8,WISP3,TOMM34,FZD8,EPB41L5
493,4.01198781,3.233404935,4.3918759,6.526659938,7.009558363,6.269792291,7.262875514,8.879825895,4.738405471,6.062084193,5.661898978,3.636437657,7.268503594,3.577552031,9.538406478,3.20084833,3.26753753,4.323379449,8.019493508,5.517276751,5.104521493,5.571454544,6.601373069,7.984666869,4.981484276,3.196035491,7.39091769,3.634173479,6.103565876,5.741764862,5.140148723,3.573287642,3.926349026,6.231009892,8.861783793,5.295590291,6.426752559,6.837239187,6.487692123,9.546547377,6.299460421,4.270136605,3.402541236,3.256711012,3.332170162,5.980103135,5.581164601,8.902499049,6.001962363,8.338605144,7.197288695,5.587047487,5.688327262,9.152632688,7.085873575,3.667640317,6.126899473,7.361737673,3.156935439,3.514431624
1721,3.236168536,3.330058769,5.333422494,7.43150041,7.484699132,4.239908328,6.665104808,9.692142959,5.240646361,7.788724206,4.863801372,6.388071169,7.115581567,3.317330629,8.346377789,3.157729947,3.377556354,4.222813177,3.536459244,4.570829795,4.047588748,6.801907542,8.083173171,7.69927241,8.190022519,3.02798241,8.081928074,4.264553846,6.53133291,6.802865092,5.542324963,4.55949636,3.220258751,6.617451547,9.928042826,5.042289936,4.864780866,7.626021572,6.03374729,8.713353999,7.144121723,3.61269755,3.298815491,7.502974045,3.093481559,6.445591195,5.365766826,8.284665416,6.348343334,8.492521182,5.840774275,6.988085077,6.094865858,8.306653888,6.376841314,4.150527932,7.890913734,6.804548976,3.139666257,3.460986879
1249,3.984861622,3.33444993,4.654562283,5.784784891,8.160291231,4.156751091,7.158152469,10.18887464,5.031374434,6.364830377,4.446842379,4.778249719,7.937150455,6.791587598,9.796474866,3.790590914,3.521069855,4.235158942,4.855249271,5.414025801,3.754213173,5.350760633,5.318862172,8.117000973,9.066846167,3.024289352,6.864738179,4.341198464,6.255367204,7.056341853,5.342698788,4.972628311,3.026141116,6.067826083,9.716831914,6.810201619,4.126135074,6.012044435,5.350926371,9.362120408,6.748887703,4.060340864,3.527416512,3.162544533,3.386439711,5.561267548,5.476096613,7.661456498,5.832924579,8.022837815,8.205068794,6.631167728,5.132072609,7.588532796,6.365130577,9.307941755,4.041484869,7.138556486,3.612617243,3.32850045
1579,3.366066565,3.47293881,4.528482131,5.193977371,7.9159832,6.10993791,6.738013482,10.16757511,5.072757403,6.708147621,5.789891194,7.981913625,5.935100109,3.354730006,9.389220379,3.159132994,3.312642584,4.480653891,3.468842145,4.811463775,5.390679349,4.398500509,6.623811959,8.588304263,8.429004531,3.132050637,7.54818869,4.255012573,5.289578363,7.951831265,4.839909018,5.237997062,3.419631701,4.247280714,9.55265022,4.562009106,5.464919858,8.395446797,4.503432347,9.34961829,7.691707104,3.953861893,3.442647038,3.177015858,3.270128761,6.101544225,5.272292047,8.322679257,7.17822504,7.864306318,6.71177734,5.858533796,6.433983067,7.439237388,6.318918702,6.54353445,6.253683914,7.816649522,3.28736688,3.462459586
1259,3.518263908,3.278104144,5.921346927,5.941005235,9.706786871,3.227570116,7.340360578,10.03207752,4.844729035,6.554993357,4.644651768,5.212134175,7.174469186,3.537990306,9.539194435,3.066457792,3.459087863,4.211286632,6.650751243,6.241042231,6.531709369,5.395692979,6.278789728,6.792750783,8.420262619,3.096622191,7.211890967,5.079099145,5.173651977,7.145054125,5.584076862,6.179187769,3.509098428,6.175342894,9.370319976,4.5798589,5.186485459,7.124331808,5.101327812,9.365482912,7.728338241,3.962067449,3.452899901,3.176190806,3.297518328,5.939895981,5.510941836,7.618650988,5.973907878,7.567169978,7.066361051,7.037751703,4.496818311,8.8704999,6.446581805,3.807237379,6.333047223,6.633909394,3.430490581,3.748343866
1767,3.582251113,3.318915944,4.969279446,5.89615924,10.56694082,5.901447247,7.383451046,9.5122212,4.764131941,6.224516219,6.344027112,6.901763568,6.884595264,3.3143592,9.765976512,3.400918123,3.576882529,4.043432364,7.298579755,4.238986165,3.827099502,4.695292234,5.277583961,7.516352285,9.494036067,3.160867155,6.094573706,4.985093101,5.153100321,7.540580485,5.267690109,5.631667216,3.198631631,5.984591082,8.202954203,6.848317676,5.765606208,6.959939337,4.904259294,9.211705788,7.551270207,4.322695621,3.238432584,3.076048335,3.102723024,5.240465419,5.072654869,7.570915241,6.402334998,7.788636896,8.527553724,6.30032393,5.174800298,5.282137808,6.19449041,5.427744934,3.645628311,5.538119292,3.408680752,3.351112989
2692,3.659856674,3.451481793,4.149529291,5.034192774,10.12238726,4.718913161,6.822833854,9.23829627,4.875975493,7.208323676,4.914445629,4.141982372,5.730948427,3.580974449,9.517964156,3.493586984,3.76508392,4.350564393,4.642349661,4.363910291,3.799399518,3.810223589,7.098271322,7.395359584,8.259867081,3.267051254,6.809470133,4.540156306,5.201756009,8.128967714,5.296332321,4.591932147,3.767208118,5.293112788,9.135031455,6.321209992,4.790275406,6.919776156,4.56994621,9.24551731,6.017554183,4.619386138,3.552389545,3.156317356,3.103457825,5.622124117,5.174116964,7.423558747,4.241819828,7.696546179,7.157172048,6.23690002,5.391528118,6.10985456,5.464894688,4.951703939,4.061697829,6.556766338,3.691406592,3.493715116
2148,3.720354388,3.17044101,5.111966302,6.182359192,4.845913993,5.378397528,6.845912367,9.21526281,5.165493126,6.698965312,5.003777122,5.344875465,8.222650618,3.307761973,8.875457273,3.056628124,3.357213302,4.59791081,3.773173925,4.173645726,5.330916331,5.689435844,5.284834123,8.01676086,4.64083505,3.17814828,7.521376151,3.855374754,4.8922329,6.970113353,5.340389919,5.760486062,4.0150376,5.730266648,9.201439403,6.521060747,5.470541711,7.512838218,5.486510255,9.393191158,7.292520621,3.855526745,3.306252672,3.186807479,3.104401836,5.122583789,5.668112943,8.473762347,3.655594593,7.621433849,6.994856386,5.778858081,7.111009394,9.116530372,6.443784582,3.713878784,3.750928768,6.453189234,3.074921169,3.934861007
1213,3.604761673,3.322449177,5.040481205,6.49241116,9.372306074,4.729115246,7.902801617,10.34111171,5.054938615,7.541104889,5.455081598,3.906282704,9.275920018,3.172657777,9.178600271,3.167740774,3.329332384,4.234156538,3.580614885,5.011699536,4.154562418,4.370893696,6.772573933,8.251066707,9.392595582,3.023222203,7.292720143,4.852032715,4.630251569,6.427299287,6.017031468,3.885149509,3.994085707,5.715588781,9.816607534,4.482435628,5.326446357,8.130226785,6.626421245,9.365115354,6.760809776,4.034205203,3.371494973,3.087419461,3.148030885,6.332986875,5.182319027,8.084894008,4.969894297,8.572432163,8.38372657,6.164447556,5.53508442,8.302158061,6.41327192,5.391049239,5.481614566,6.510397054,3.022282465,3.366038809
594,3.75376936,3.42612153,4.558870612,6.743423754,8.969472334,3.037572759,7.307381495,9.879123364,5.36102546,5.917219181,5.112277864,3.742077997,8.038664678,3.32027956,9.529828118,3.062430926,3.370185325,4.127242155,4.469226694,3.940478316,3.82125996,4.125383041,5.66022608,9.333783613,6.965395733,3.183643861,7.514505427,4.341156649,6.065655092,7.923243146,6.198847865,4.790318863,3.637767004,6.678523203,9.068536393,5.704126334,5.39777959,5.797989865,6.116010106,9.432114687,7.050760545,3.374220445,3.327318131,3.224758632,3.181949008,5.385966641,5.166924493,7.388412559,6.063040019,8.384584575,6.925085883,6.872372784,6.615678799,7.759620134,6.503313448,4.332077126,5.009177495,6.653283104,3.250510371,3.566662861
1341,4.295004327,3.420638364,5.013662926,6.097768215,9.255050619,3.268801966,6.311609471,9.783220279,4.501115438,6.202985878,4.86341281,4.120321737,6.814441551,3.274435599,9.267971653,3.267920805,3.245324644,4.296063822,4.883502916,4.895792792,4.439545707,4.504870983,7.376435305,7.114115955,5.35908142,3.306508295,5.392273526,4.518493723,4.729702988,5.596550691,5.47495767,3.716970241,4.334234816,6.008405368,9.321271109,5.553752906,5.130740065,7.017436436,6.058581225,9.767357561,5.13612735,3.892947971,3.413495969,3.334510899,3.292528765,5.754973007,5.686781336,8.112639307,4.805907773,7.236636723,6.694482764,7.051460884,5.790303946,7.532065629,6.132469292,3.512060814,6.166217187,7.072654869,3.45881385,3.63769405
1384,3.683054786,3.464955245,4.702429534,5.47734819,9.852298043,5.737136122,7.32354314,9.847975753,4.649292803,6.393385744,5.398622236,4.795314185,7.242083054,3.194964505,9.144621216,3.434151226,3.356859613,4.282619875,3.86148026,4.267159297,3.57262275,3.899003276,7.175407315,7.602688899,8.872282782,3.126680844,7.269062456,4.178638867,5.594146888,8.335004551,5.245992335,3.77340526,3.861113228,5.043305861,9.777191794,5.675709424,4.722988736,6.559163268,4.996451593,10.26704425,7.174378662,4.543157051,3.347293439,3.083406122,2.99024275,6.175839308,5.449261639,8.157269519,5.54305649,7.980346885,6.841057138,6.686223405,5.778889355,7.373969112,6.241977478,3.974015836,6.092580697,6.595221621,3.482539644,3.453651821
1451,4.155054139,3.074452644,4.764487336,5.700840885,6.502091247,6.238759103,7.074371793,9.728492492,4.901599892,6.718981078,5.16537888,5.77360688,7.906043459,3.539265799,8.811485138,3.274439296,3.417264073,4.169660506,5.960954575,5.193529872,4.543126718,4.119645975,6.341550991,8.376889921,6.299175312,3.06459345,6.566958469,4.291979624,4.348299565,7.17132953,5.878168065,5.476043446,3.483412463,5.902286413,9.909043862,4.642327404,4.559214626,6.765564226,4.532710124,9.354192068,7.455422798,4.146334672,3.132130361,3.103984556,3.203440312,5.99574835,5.64384034,8.10854009,6.181535219,8.268305978,7.125034713,6.249880638,5.970133018,6.509348194,6.365115889,7.172449789,6.774275023,5.417864745,3.473047477,3.75858261
787,4.039560176,3.069730664,5.454775955,6.494520533,9.618383934,5.867645055,6.966425976,10.62683439,5.151777314,6.362303443,5.454773069,4.436871506,7.071517355,3.601804673,8.359998693,3.238439582,3.40533782,4.109206085,4.715169172,5.502353885,3.971120319,4.020488136,6.139932718,8.296512833,7.759523424,2.933021983,6.836970498,5.883333986,6.578769317,7.559191048,5.672673839,4.651093418,3.340812173,6.448937373,9.19854396,5.702373623,5.410944014,7.075923355,5.357678713,9.46388902,7.791245972,3.554302761,3.329371531,3.038436782,3.345664989,5.699513572,5.454411006,7.708426353,5.982143575,7.987704654,8.913029359,7.396456491,5.569061503,7.32574683,6.23322791,8.567555073,3.891547047,6.299411369,3.201700978,3.803092208
312,4.140850829,3.432052991,5.703198432,6.247235072,7.567753035,3.703263818,7.332394736,9.69460848,5.046835082,6.361829083,5.390965301,6.285952035,7.138752703,3.693442929,8.858810638,3.303008108,3.44668276,4.300709904,3.612411168,4.540462006,4.900926493,4.133104418,6.048063915,7.026065956,5.923151546,3.176639606,4.724512916,5.010678855,5.783723357,7.946385255,4.742649588,5.660730079,3.595241658,5.020158648,7.519925822,5.232922235,5.789576229,7.22218701,4.308740639,10.59726729,7.081043217,3.254421135,3.363427101,3.130565064,3.083758155,6.067036129,5.657845375,8.633345046,5.582407214,7.386156677,7.146267229,6.148476427,5.778749922,6.215539221,6.326328261,6.325431184,7.804234536,6.852844169,3.270936026,3.588109444
524,4.430097608,3.396471778,4.869766837,6.360491874,7.599732522,3.156714836,7.923084338,10.08230337,4.795628792,6.008495303,5.514972599,5.948454838,7.631774441,3.415578799,10.24569225,3.507964088,4.222629247,4.025009755,5.008854814,4.680561805,4.034346444,4.671792307,6.273345438,8.0548911,5.947036433,3.056305465,7.220957766,4.990769808,5.37731275,5.277502378,5.573922536,3.518145144,4.030987332,4.886005371,8.627906763,5.245166053,4.708375831,6.532203827,6.004325923,9.66449557,5.880686788,4.046825426,3.30942209,3.19672368,3.239982163,5.642963695,5.068332194,7.562417243,4.434472596,8.353458755,8.842322238,5.769465099,6.417643819,7.850275462,6.551941257,4.239481992,3.382225052,6.403623857,3.514827925,3.305486643
2742,3.862586661,3.219299858,5.116360938,5.658186417,8.038112876,3.220134587,7.814613463,9.955792491,4.765928068,6.742750929,4.67380583,4.815000044,7.753425087,3.426075449,9.364465859,3.327983604,3.278642004,4.042813098,5.060823556,4.563622692,4.498110742,5.50182674,6.229687386,7.948290137,6.578820442,3.264087616,6.92111934,4.123671024,5.286737668,6.504761778,5.673654353,4.231048283,3.964378504,5.385657187,10.16554802,6.543738685,4.549194889,8.195241827,4.827550687,9.283288195,6.887434368,3.714723033,3.152676936,3.049089913,3.018734355,6.162085024,5.559474304,8.772596484,5.128186471,7.934564279,8.071484458,7.81626602,5.776576303,7.74904755,6.449605477,5.621397851,6.585792594,7.50996306,3.251965297,3.594067934
2687,3.482344531,3.176551957,5.544516779,5.848986098,9.838796812,3.349061834,7.596755178,9.691183457,5.193363228,7.324138922,5.745457478,4.103238657,7.475332551,4.014862794,9.762361457,3.00240575,3.525166992,4.075918297,3.951298323,3.869905273,4.725985164,4.762543337,6.315771758,8.320204074,9.050718371,3.196903891,6.382989261,4.220593541,5.112457802,7.619022473,5.787341149,3.965979137,4.373773482,5.616912684,8.659987947,4.841269969,4.579312024,7.679688088,4.867376691,9.442700185,6.941241977,5.980600442,3.327892901,2.999550023,3.163674703,5.143983514,5.642258867,7.15591915,6.045986904,8.188772188,9.210022637,6.449904537,5.738629461,6.904405486,6.612923151,4.977933026,3.815045989,7.59443669,3.411437542,3.179879637
1470,4.455737584,3.3409777,5.683833863,5.081109226,5.89524965,3.188682557,7.995901513,8.930509152,5.798785028,6.161071589,4.624115392,5.559958289,6.625905003,3.855608864,8.006242516,3.621310536,3.3007261,4.452108995,4.267211173,5.011218723,4.160754696,8.185085934,5.552983177,6.036065594,8.488516232,3.116985907,8.127918933,4.61584468,4.598620486,6.755949276,4.820246755,3.713766796,3.904411458,3.706823118,5.827143512,5.356625383,5.420282796,5.927542527,4.335952517,8.970085347,7.010456738,3.702579922,3.941371573,3.173773041,3.634033519,4.855115316,5.709413692,7.914338595,4.371943175,7.138688185,6.806982212,4.540709712,5.284541167,9.078641585,6.155726953,3.848643092,4.347748681,5.360670293,3.35505988,3.627375354
1163,3.524874768,3.272350288,4.448493437,6.016236666,8.453752784,2.931436376,7.893671667,10.6906219,5.737659755,7.351281787,5.369470483,3.974206254,6.594561411,3.39435043,9.311729471,3.314351039,3.607242595,4.351929293,3.626155849,4.019427164,3.785704389,6.142729543,6.822936133,7.753550667,7.226620923,3.068799923,7.342772292,4.388546308,5.861609366,7.724119425,5.090241023,3.717574769,3.864507057,5.365145665,9.161779731,4.678115889,5.393008333,7.501903012,6.08277374,10.13412013,6.756714304,4.646270291,3.373930094,3.304976938,3.340561878,5.582423064,4.957241116,6.711766524,7.053152313,8.666805645,8.560028166,6.214701087,5.278507735,7.483081511,6.354119009,3.775443202,7.934707162,6.262372608,3.126784177,3.524384487
253,3.764931609,3.928169094,4.425300434,5.764077358,8.799722917,5.491367978,6.421382755,10.66460451,4.540633572,6.454623611,5.129920175,4.392598726,6.637924507,3.711230255,10.69715964,3.145585013,3.802143882,4.600718616,3.780812267,4.157957486,3.706486954,4.983956291,6.651769315,8.211794,7.911519996,3.115598711,7.603430415,4.359031806,5.203698388,7.924946211,5.31840517,4.92642133,3.809335294,4.374534485,8.983276594,4.047672613,5.49344015,6.234542644,5.048964737,9.600798228,7.024655431,4.444745349,3.445498752,3.071805049,3.21866581,5.87043424,5.249004049,8.109015057,4.248760176,7.434720097,7.318208617,5.772523696,5.368065452,8.079776752,6.864025237,5.442042421,7.60716887,6.385311984,3.320847502,3.532474952
106,3.797762439,3.316230977,5.690629677,7.071154464,7.452590904,5.195936851,7.674972051,9.980244194,4.862685309,6.623574101,5.872705218,4.831708994,8.11368717,3.770544129,9.106971171,3.385957034,3.546401126,4.546268638,3.876490998,4.643079224,5.071475947,5.259037501,6.723402848,8.372764119,5.885517553,3.072024136,7.581108041,5.100096847,6.138662096,7.152887484,5.449360013,4.042105707,3.201956823,6.111032007,8.67662289,6.266867017,5.640458438,7.561536413,5.062080074,9.389306913,6.585325109,3.828976686,3.619902815,3.196330169,3.27415759,6.286740064,5.686542951,8.53394076,5.93032822,7.563461635,7.052786431,6.493169287,4.965582096,8.75476846,6.429721637,4.888516963,4.723605434,6.078055174,3.341616274,3.608653582
113,4.282139647,3.259509101,5.46075634,6.625813279,9.108296165,5.160589146,8.349964583,9.626259807,4.870938657,6.730955887,6.36732396,4.776308927,8.552424727,4.247655936,9.690379564,3.267505955,3.602751187,4.357478713,5.74007595,5.765170441,7.176907846,5.216932316,7.5043022,7.336520997,8.189760024,3.060954302,6.820777496,5.850870987,5.227463032,5.842403291,5.973190402,5.724937517,3.918283576,6.5885193,8.988174553,5.269433912,6.318556187,7.644315544,5.114878805,9.899914006,6.702107356,3.919337638,3.615578116,3.203001268,3.356026207,6.671002162,5.950352186,8.420469651,6.105449302,8.310427091,7.67980329,6.125743423,5.051131258,7.418197356,6.711929592,3.918577758,4.637209913,6.84632308,3.456138429,3.716650457
116,3.990986842,3.596099309,6.599283497,5.295204907,9.193064182,6.823565788,7.640843874,10.03386119,5.435442126,6.279878051,5.825893453,3.954779913,6.767596195,3.304902875,9.011031849,3.689714056,3.421105211,4.874813761,3.950575297,3.99291993,4.010313992,5.27734913,5.771144563,8.495313057,9.772513326,3.197236194,6.394415722,4.333028518,4.699643616,7.036898501,5.244775088,5.775231087,3.48961966,4.979183122,7.774932605,3.814908737,4.833598915,6.16467235,4.501889045,10.35765428,6.337563651,4.818679688,3.755959766,3.350528244,3.436227348,5.454653855,5.414234633,8.120509691,5.556443842,6.877806284,7.73779115,5.653736625,4.756700665,7.861942302,6.234843592,4.663489265,4.701879949,6.564097261,3.454299545,3.787277073
133,3.738126904,3.361489108,5.961678337,5.398066226,6.587511896,7.337399638,6.19083955,9.913904536,4.96796262,7.222831598,5.967570345,5.601532102,8.28567031,6.248556507,9.958930905,3.327321558,3.751728125,4.498369966,5.217394952,4.042051754,5.841335242,3.89007303,5.950099932,7.903399852,6.392999951,3.133718102,7.131599836,4.949284211,6.45278003,6.688488305,6.106517255,6.580942256,3.144578898,4.367486873,8.664863682,5.209038465,4.751224594,6.337855563,5.019428861,8.449252317,6.467075256,4.173463044,3.626487753,3.128585169,3.288385668,5.316860024,5.89814568,8.826416883,6.579707241,8.301681085,6.797546357,6.344705916,6.297143536,7.10880375,6.851368467,3.837437568,5.586000673,6.799879897,3.336716569,3.942113459
343,3.515963258,3.395800433,4.772868273,5.745388232,9.609712833,6.018455745,8.677339632,10.461235,5.123153959,6.120356862,5.038500583,4.763902051,7.392952145,3.46747769,9.77441328,3.273944958,3.499368316,4.485200505,3.859373738,5.124120996,5.067072247,3.957345989,6.768575471,7.808439676,8.277496276,3.05612401,7.866344242,4.532634393,4.251959375,8.555276852,5.85758716,5.37543947,3.972771155,6.213048581,9.906573471,4.905613323,5.3637304,6.818763055,5.299992753,8.980710602,7.820511469,3.925955499,3.236110421,3.095808907,3.174956608,5.598018641,4.89827819,7.728982955,5.264717048,8.657975306,8.134445749,4.99532629,5.621535688,7.684337388,6.642800683,6.838638625,3.905578895,7.099156918,3.218679702,3.548226326
175,3.658192302,3.383239424,4.797402878,5.630034885,7.332149123,3.302301863,7.959247431,10.1097924,5.222272078,5.625808821,5.292246075,4.758502402,8.071984216,3.820235262,8.900165144,3.321499313,3.574931273,4.543210044,4.226688386,5.329784707,4.14986788,4.568821053,6.449051895,7.513484249,5.863187621,3.047231106,7.02701775,5.229901949,4.303042819,7.756397611,5.520410426,5.766694596,3.495720499,5.545177187,8.837346514,6.378429281,4.821717937,6.818336324,4.523939252,9.143651636,7.449627767,3.604340117,3.513517863,3.063730639,3.109482854,5.551313749,5.418841123,7.63381851,5.227892494,8.082250252,8.536233459,5.915323048,6.571933487,7.586328772,6.380745218,7.050788605,4.552615396,6.413185391,3.262250439,3.774939439
167,3.437509662,3.191150204,5.878916045,6.098519357,8.076524007,4.683173896,7.434552005,9.909696457,4.909915875,6.939909787,5.243805633,5.390977236,7.341042059,4.488362506,9.651306853,3.126229149,3.51924619,4.339114664,5.421916117,5.80823049,4.03823213,5.437899606,6.297773405,7.201445087,7.147832201,3.089084475,7.715512954,5.456516854,5.376006652,7.259677185,6.103928387,3.859189918,3.815201604,6.203649704,9.67871156,4.376357401,5.360318121,7.249431776,4.883908939,8.981711594,7.248694461,3.644991324,3.627083854,3.084612156,4.406391745,5.2593364,5.423394607,7.394754438,6.421100587,7.600903009,7.812508037,7.249223138,5.777380343,9.363258381,6.705719174,3.944110248,4.38639024,6.979799348,3.41377369,3.954073188
298,4.025592443,3.137013634,4.920504331,5.772529535,5.71961714,6.480086328,7.413008828,9.390099009,4.594368802,6.502272051,4.913440032,4.758754803,7.361896935,3.436787905,9.834455522,3.923206325,3.634113529,4.50214917,3.955655849,4.353695248,4.158456373,4.661266635,5.194057503,8.44360869,4.652337555,3.167421668,6.94888914,3.939749127,4.538514942,5.951637693,5.405752784,4.617153213,4.589054694,5.783865606,9.029120039,4.24008803,4.715265443,5.827816195,6.383786413,9.72159457,6.069712639,4.165265392,3.225180218,3.225788175,3.83747289,5.497045841,5.533169774,7.169538027,5.760585854,8.453832269,7.338193807,6.802539833,5.570397277,8.580529667,6.769096296,9.653923109,4.159945073,6.781867842,3.433840607,3.412690522
689,3.831645603,3.545728554,4.993238245,5.347055083,8.01318413,6.353337599,7.409889009,9.157044802,4.955266067,5.965800046,5.363309587,3.790119267,7.079570558,4.196267876,8.523766407,3.552362455,3.498905799,4.918965661,4.831750351,4.581754901,4.846836283,4.292198463,6.280653123,5.91429096,7.214420514,3.318682505,6.509855085,4.364083344,5.146005977,8.417533473,4.731852753,3.868045294,4.474060403,4.157593654,6.90540592,5.749485656,4.836923705,6.128279469,5.164256338,9.016947503,6.511117431,4.372676719,3.282170054,3.668237298,3.343991341,4.866930531,5.126987356,7.231666516,4.26367997,7.232520617,7.969477253,5.608065274,5.185940538,6.85649164,6.101017563,5.089053431,4.633328969,6.701645633,3.331161197,3.577140084
919,4.694614537,3.285497891,5.396312105,6.115196091,8.318584871,6.470570134,7.199737037,10.49412386,5.01518022,7.668382095,5.377549337,5.708406987,7.152413128,3.260104345,9.650430353,3.346076367,3.29445781,4.08645131,3.821201461,4.596345153,4.715217361,4.586964709,5.453821093,7.893170877,8.047996542,3.047160865,8.474422521,4.200682079,5.85015526,7.129881353,5.602103592,4.168023838,3.764374348,5.844055571,9.499911197,4.408575289,5.040612972,7.065745307,5.653682621,9.367296362,6.295018765,3.599422442,3.099084343,3.069863719,3.230357953,5.261439159,5.445388747,6.942278867,6.483567578,8.800321009,6.756609867,6.692192882,5.231512422,8.59680874,6.403807682,6.1540611,6.710052094,7.130405597,3.258174225,3.598909391
336,3.572800824,3.177012207,5.438335645,5.803789989,7.627037529,6.287988212,7.516715964,9.845380744,4.712248955,6.362889855,4.289114522,4.325697155,8.062823021,4.108900237,10.01338691,3.238486669,3.379510179,4.677552983,4.200993914,4.773140616,3.968203858,3.765984603,6.601722284,8.015938524,5.943996184,3.053924722,7.414787802,4.636909555,5.252723461,7.036960694,6.085470838,5.141764615,4.318609418,6.025938935,9.482195071,4.741694616,4.376015797,6.418857332,6.757057183,8.890933025,6.475716735,4.64204993,3.236589429,2.994115323,3.137090581,5.84063359,5.496338761,7.882671033,6.356166082,8.496627193,8.489179616,6.150752117,5.529776418,7.89024173,7.023854163,8.311472554,3.501552708,7.846209531,3.282232,3.462827996
2467,3.55428168,3.560856405,5.574215158,5.232466015,9.042966854,3.139555412,6.946242809,9.805931383,4.981130076,5.591949034,5.523187673,4.540532125,6.897576928,3.164270765,8.803269814,3.219140006,3.417367229,4.565726059,3.914542802,4.469203586,4.179417264,4.125796385,5.697209817,8.180196607,8.284925034,3.146066282,5.768553261,4.009123833,5.064099186,7.595399205,5.841293295,4.798301713,3.6626536,5.428372569,9.282853991,4.281561492,5.47673125,5.657462711,5.991406366,9.405200945,6.424846345,3.800371176,3.419330414,3.361517487,3.128740433,5.537644273,5.306134163,7.746657929,5.134974915,8.421477013,7.430396017,5.877309225,5.505408649,6.002343595,5.936757527,4.568337829,4.484827196,6.034456607,3.242418342,3.749176581
148,3.775057331,3.079880408,4.949097779,6.391083075,8.549487047,5.260967185,7.712829022,9.338867065,5.370275537,6.442158757,5.578268219,7.752417808,7.664592354,3.745309441,9.985387001,3.375255575,3.532442967,4.571652667,4.668361859,3.844549948,5.647737936,3.774790075,6.859994041,6.361544393,8.967422676,3.103344963,7.849930377,5.276675355,6.875905302,6.929983891,5.491137349,3.788866361,3.55602091,5.969508783,9.348066374,5.069157669,4.983681754,6.904643073,4.7645909,8.930336974,6.330619183,4.455703726,3.213148729,3.078472202,3.129493233,5.622833823,5.479696523,7.556913062,6.58644549,8.858410864,7.030633968,6.09303273,5.542910356,9.032948199,6.690519598,6.948455997,3.732261638,7.031676302,3.253294528,3.401128079
1364,4.27086889,3.015870315,5.790988855,5.637956006,9.361197655,5.479873496,7.276930169,10.02226265,4.97670885,6.643613137,5.610263066,5.047095947,6.824171078,3.293409062,10.80887975,3.485786079,3.281707078,4.298109707,3.839367584,3.943640438,4.193407899,4.381692386,6.659153626,8.220807394,8.061810371,3.106937795,6.338681169,4.731397346,5.489248718,6.981543678,5.027918142,4.865323232,3.915880382,5.704321511,10.07248936,4.28042233,5.637379197,6.497323409,5.883111512,10.01196478,6.523619861,4.387697097,3.34579031,3.115056195,3.434464578,6.519974158,5.537212238,8.497169401,6.191811517,8.277432425,6.451776692,6.590325488,5.842752962,7.077178534,6.346565673,4.90720976,6.65906225,7.387049143,3.41591761,3.609166561
1769,3.584626407,3.09090922,6.267802676,6.640722319,7.633955942,3.261552645,7.955235643,8.747543963,4.800421934,6.411862519,6.005207341,4.949603573,8.098576379,3.624292244,9.806389727,3.28460654,3.525819234,4.527550741,4.27408591,5.41924399,5.559121714,4.504975454,7.492078842,8.119058897,6.86803917,3.277288961,5.314160435,5.762547494,4.511265735,7.427744039,5.558388714,5.722019405,3.340700272,6.152789562,9.162091173,6.09049981,5.068242961,7.855834194,5.241768777,10.25177508,7.612514434,3.902273622,3.234650665,3.092795523,3.050512963,6.044787479,5.870616445,8.304941995,5.466834738,8.634104553,7.736693836,6.895077558,5.701796631,6.687538328,6.851672611,4.748622924,5.976451199,7.306291199,3.256838833,3.942379463
1059,4.054226215,3.355305388,5.294200884,5.932283428,8.549216163,4.932750374,7.121683535,9.911076674,6.11033276,7.177094808,5.084397892,4.3054904,7.151699753,3.262123528,8.679513066,3.399753037,3.322311359,4.444090666,4.251542943,4.10582988,4.887567959,4.623914636,6.352262099,8.141591726,9.707254642,3.190723979,7.70871145,3.908320874,4.283868483,7.749375273,4.976606162,5.160184884,3.364482691,6.672098228,8.576342483,3.64098163,5.888573352,7.173831129,5.485480608,9.093024829,6.530169122,3.497056199,3.625216319,3.304065227,3.312464217,5.352247144,5.062022744,8.44035202,4.960544129,7.466678559,6.71059332,5.324353075,4.982662982,7.012112825,5.722005329,4.105021612,6.241616776,7.112893154,3.29742247,3.587951442
