"response","KCNJ2","COL8A2","PSMB5","GNPDA1","KIF3C","TRDMT1","FN3KRP","SETD6","PNRC1","GOLGA8A","TMEM176A","WDR12","CDC25C","ZMIZ2","HABP2","BACE1","PYY","PPM1B","EIF4E2","ADAMDEC1","BCAT2","PMF1","KRT23","NEUROD6","ASF1B","PYCARD","CCHCR1","LRRC16","AMMECR1","NEO1","HIST1H3F","UBE4B","C9orf3","IQSEC1","INE1","PRKAA1","PALB2","THAP7","ZNF271","ACR","SPAG4","AP4E1","IDS","CYLC1","CTSK","DDR2","SP1","APOO","ADD1","RDH14","CHST4","NDUFA2","FLG","NGRN","TXN","PEMT","RNGTT","HIST1H4C","TMCC1","OLIG2","ANKRD47","TCF21","RAB35","HIST1H2BI","ICT1","CADM3","SCRG1","CGGBP1","TRAF3","MLLT3","LONP1","CDK7","ACN9","EVC","PELP1","CEL","GAS7","CALM1","YY2","SEZ6L","TMEM93","SEC61B","ECEL1","SERPINA5","KCTD13","PSMA4","SEC22A","AMELX","WDR1","RCOR1","NFIC","TTLL1","SSB","ETFB","RPL10","HOXC10","ASPSCR1","ATP1A1","SFRP5","ACBD4","RHBDF1","IL11RA","DNAJC13","PSME1","CIB1","PDE8B","NNT","AHDC1","WNT3","IL5","GRAP","ORM1","STEAP3","APC2","CASZ1","IL13RA2","ATR","MEOX1","C1QTNF3","TRAF1","PTOV1","SURF1","CG018","LST1","HIGD1A","MAP3K8","LPP","ITGBL1","MADCAM1","AAMP","SP2","BMP1","TKT","BCAT1","CLGN","GPR22","RTN2","CASD1","PARL","SEC11A","SEC31A","CACNG1","C6orf49","EPHB2","ABHD4","UTX","RPS6KA5","MTSS1","NARG1L","FBXL11","FLJ20323","TIPIN","ZFYVE26","HIST1H2BF","MNS1","USP12","PLTP","RIG","MRPL2","TMEPAI","CEP164","MAP2K7","PRIM1","RASSF4","CEBPZ","TAF13","HLA.DQA1","TOR1A","WHDC1L1","C1orf156","HDGFRP3","JMJD6","KHSRP","TRAK2","MAP2K4","CLDN18","FNDC4","SPINK1","NFE2L3","ABCD4","RPL3L","CYB5B","CELP","SLC39A6","EFS","DLEU2","TRIM36","KIF11","TAF1A","HTATSF1","AZI1","SNRPD1","TXNIP","COL3A1","APOBEC3G","MPG","COL15A1","RNASEH2A","OXA1L","BLNK"
1007,4.584525599,5.450725343,8.482247643,7.449005407,5.422201463,4.32807211,6.097964112,6.087143444,6.768140297,8.107282537,7.422254213,7.661563271,3.654104322,6.029758013,3.371392474,7.045382233,3.109409522,6.7068424,8.678454322,3.098406429,6.411890829,6.346562562,7.653370801,4.358668637,6.147464408,5.021864626,4.634448816,4.93651915,7.716070144,6.460734971,2.946934912,6.243378559,6.813531093,4.550456761,4.086633039,4.342979086,5.671884824,5.919694245,6.849375128,3.750230705,7.246560274,3.36785316,5.02234546,3.53437152,8.653521799,4.338614936,3.794869259,7.299661361,7.513751206,7.80239182,3.637855761,6.926394816,2.819880382,8.72678817,7.205445013,6.356613161,4.176292175,8.989959189,6.898940007,3.258100309,3.503428101,3.419857465,4.73899614,4.187671634,6.569077037,3.454480915,3.475555578,5.170657385,3.847575545,4.220075823,7.492042525,6.960669794,5.486043597,4.506931611,4.940285634,5.344037138,4.519936617,7.615278496,3.49820718,3.474851497,6.793567194,8.843298686,4.376558908,8.028476724,4.745487329,8.704791031,5.355206437,3.175556708,7.48354556,6.173779597,6.259544587,5.464098239,8.446911773,6.316474066,11.58108056,3.665267814,4.95212233,8.838312483,3.558906686,4.500332541,5.562224021,5.030018784,7.520217851,8.762762699,8.064941225,4.082920698,5.336753474,7.536368531,3.361751726,2.951197547,3.070778546,3.228789338,5.264061694,3.804156925,4.293199389,3.282085759,7.618270219,4.602537129,7.261034065,3.672465592,5.525551754,8.300087742,3.743479431,3.494213365,9.730060537,5.072391716,6.599136704,4.053044398,4.040280857,7.236658179,4.134035817,5.385259446,7.314237067,7.853435588,5.626833504,3.325695645,4.08761871,4.932850015,8.445760532,9.533003975,8.789919543,4.446751404,9.563570909,6.752743847,5.364422442,5.256298397,4.064761675,4.115002838,4.3068149,6.692371906,6.26505957,4.710721739,5.906941043,5.623026913,5.160360175,4.174805935,9.619604427,3.071275929,4.914730559,5.52714348,4.063274597,3.510986612,6.123385754,4.148552145,7.489458212,3.584265229,3.326433876,6.664331284,3.194128762,5.129689743,5.800667897,4.544570194,6.342736354,7.125868258,5.519599663,3.414547437,4.374668465,3.259688821,3.433254576,4.775852575,3.248413038,5.124903496,3.452637151,8.285048544,5.227989854,4.194160932,3.371582046,5.856763176,4.111274991,6.356878414,4.709940018,7.05448525,8.482827155,11.66528668,4.702758931,5.799748011,5.883212497,7.000998873,7.695344277,3.832240461
1699,5.243387421,3.95345715,8.804756235,7.617715635,4.201234477,3.922744807,6.960868254,5.957499209,6.30602566,8.230927243,6.103596769,8.197850791,4.179239108,6.016918267,3.469770851,6.07379018,3.084593667,7.223418154,7.910783246,3.367167696,6.260688433,6.994650463,6.627959959,4.145977533,6.195656509,5.588262396,4.953516564,5.187217643,9.562756919,6.325331535,3.078029432,4.967444665,6.865975709,4.316391337,3.826380222,3.867187665,6.382414394,5.54087451,6.863296344,3.738916793,5.493659419,3.170607267,5.848623322,3.462806658,6.019499616,4.884681707,3.590933747,8.016169492,7.599621187,7.883665395,4.051979404,7.704193577,2.91524517,9.873188655,8.167418146,6.21266781,4.235962059,8.998549629,5.520487521,3.148914231,3.64967172,5.172885109,4.579894453,4.703836105,6.834521973,3.38719025,3.447116278,4.888349734,4.280004827,5.116664097,7.939493936,6.423018039,7.209580088,4.495070001,4.986580056,6.00490811,3.951218806,8.171915264,3.496376921,3.410725002,6.533611339,9.282280083,3.652569733,9.836815962,5.585955874,8.951600345,4.899786808,2.864066434,7.610509887,6.920277248,6.618794688,4.732411123,8.266466877,7.493790109,12.28129943,3.457670317,4.825147265,9.356029701,3.614649754,4.524640467,5.583225577,6.478081181,6.174409599,9.898028477,8.690961991,3.924178313,5.642695266,7.01710693,3.129291036,3.012807627,3.226340747,2.934133564,5.63602747,3.518522177,4.355797621,3.161367036,6.67497539,7.796175499,5.875616068,3.508242466,5.326349659,8.809141649,3.986689327,3.723019369,10.00839169,5.091977013,5.677076879,3.236928332,4.101814935,7.168757187,4.297360894,4.663837009,7.625872126,3.896620102,8.806761706,2.965494995,4.223556029,5.07477421,8.724575261,9.975827594,8.778201986,4.067456846,9.875614849,4.664406159,5.633401591,4.67159473,4.396723925,4.318759311,4.42026249,6.75997522,6.830688502,4.676805148,5.663545727,7.413059978,5.570035415,4.510389568,7.976743718,3.066498359,5.711901348,4.207375733,3.83325503,3.402616046,5.822864189,3.791049685,7.747490798,3.408646808,3.184308774,7.023284819,3.136723637,5.510532273,6.720220039,4.835066384,6.407106688,7.239385987,5.348603629,3.321626475,4.303611594,3.159036881,5.035917475,4.850782685,3.241585938,5.428920217,3.366967274,7.529023108,3.839214747,4.343052576,5.000598891,5.620798054,3.746041268,6.441199812,4.799082174,7.379445266,9.761193895,9.870686706,5.637059963,5.533995993,6.505699512,6.962041671,8.103716493,4.563016426
1620,6.124533282,6.217441548,9.03627156,7.046045541,4.771079663,3.990232707,6.624080912,5.921177648,7.251513472,5.559213459,5.352880347,8.322985744,3.681963906,5.358072188,3.571287763,5.579187705,3.106787993,7.074665287,8.017413497,3.73716171,6.296758007,6.794523452,9.510971647,4.27042309,5.578648751,6.084653837,4.786634367,5.46952718,5.820699115,5.57400803,2.890948792,6.504142265,8.927827775,4.455732819,3.754652262,4.64203395,5.386942218,5.193493326,6.917142043,3.511256686,4.999531529,3.28499166,4.905297111,3.498067391,9.221300065,4.840654526,3.732151999,7.815151656,6.394849143,7.559719234,3.873455471,7.488373907,3.33767008,9.120700785,7.846303661,5.288501701,4.472530708,8.705368409,5.629745367,3.333771468,3.409110039,3.622540063,4.677432224,4.192112779,6.723142623,3.458489722,3.522401818,5.205339855,3.728016917,4.783507859,6.050376119,5.774995723,5.346662107,4.269095995,4.924615453,3.071267253,4.638084093,7.878044175,3.695989252,3.473980416,6.041268782,9.187965157,3.858267146,10.49590979,4.829414606,8.953341248,5.133360021,2.928903796,7.290763607,7.278630236,6.070169599,5.032170866,8.294270449,7.023637788,11.8800884,3.346335989,4.575979686,9.40310892,3.775782262,4.549801233,5.675403407,5.42913227,6.338802473,9.944263361,7.115433613,3.691954964,5.36534861,7.753351325,3.189647232,2.992996491,3.281862552,2.788778561,6.880304616,3.774125288,4.7638585,3.130938604,6.467444355,5.11926285,6.735923588,3.473543749,5.018517889,7.994139067,3.60762888,3.9681403,9.641250158,4.931949751,7.451776944,7.370273409,3.889965193,6.852117034,4.425314266,5.053599303,6.878603561,4.675650853,3.981601336,3.088293137,6.331171313,5.516335331,8.336546739,9.649314076,9.549480819,4.264508891,9.056668307,5.658415913,6.380111577,4.625582551,5.128160664,4.379660354,4.621410595,6.178041569,5.399157426,5.422190169,5.507326953,5.686902383,3.783655424,4.83736538,5.178059203,3.156197443,5.372563543,6.176888372,3.825114358,3.466957802,6.528216694,3.873573561,7.959563446,3.248241755,6.013447743,6.582567662,3.436101762,5.213359386,5.359360162,5.244265396,5.4703117,6.986438747,4.618695902,3.421508089,4.415464297,3.85863348,4.385842526,4.488361157,3.474873153,5.638265981,3.267519099,8.414994331,4.349081952,4.098752091,2.938502514,4.807391284,3.753719484,5.973150542,4.560859553,6.525456768,9.06425875,11.5260832,6.731866733,5.876108557,6.845270662,6.305044593,9.047729185,5.584311801
31,4.683744678,5.003433672,7.903358108,7.313756319,4.70300828,4.741575611,5.990723853,5.365971953,6.982473416,6.339318585,4.916717027,7.754282506,3.708291836,5.822907356,3.318575494,5.904989555,3.315632886,7.165982669,8.026714737,4.038690631,6.523005283,6.347230846,6.717648187,4.464840484,6.990708967,5.417069977,5.102489488,5.375263795,6.895638237,5.427145293,2.971088034,4.847791621,5.445289345,4.185218899,3.833733243,3.896742222,5.085111441,5.012902231,4.340732187,3.757272496,5.222670662,3.40800703,4.348579047,3.692490357,5.371745011,4.664164265,3.665148951,7.3408578,6.319088414,8.164731266,4.229908401,7.180713963,2.833683837,8.855420381,7.375373047,6.672639097,4.262320128,9.035002591,5.666819187,3.097281652,3.373968714,4.852640943,4.637793864,3.739679781,5.683429866,3.617001051,3.656670349,5.035659447,4.541708734,3.545815617,6.651436169,6.953201975,7.566124899,4.260353631,5.226488339,3.19634593,4.631348603,7.123272861,3.567710568,3.673775212,6.326662773,8.774944867,4.672699409,7.188105103,4.229032355,8.686152539,5.404413591,2.792211119,6.908047873,5.873600219,6.579272658,4.94528665,8.381158071,5.887743644,11.82925887,3.464672998,4.489247003,7.975351556,3.728788803,4.593024949,5.051805368,4.935067817,6.479888911,9.689432752,7.529970342,4.202377352,3.760405148,6.701554053,3.432443393,3.140715271,3.199733892,3.298313912,5.701681269,3.862825656,4.24710321,2.97563153,6.632595345,5.03263365,4.784195901,3.693093421,5.036489402,8.157130868,4.035292121,4.25789479,9.631079226,4.525528934,6.318452752,3.177585449,4.267462234,6.743358828,4.176582848,4.17432151,7.038720098,3.904199195,7.1007374,2.996365991,4.178043089,4.501033899,8.293389134,9.275742167,8.965370895,4.099073264,9.651061658,4.943313223,5.115640936,4.0781772,4.61971356,3.970290066,4.617003742,6.023651153,6.715774769,5.031646354,5.289990433,5.174188147,4.841740159,4.28218151,9.144934672,3.045370067,5.443536481,4.505054348,4.315595851,3.673668585,5.18457544,4.203200565,7.470689156,3.240008812,6.869223409,6.175228207,3.005692045,5.643194414,4.30147303,4.197750026,5.986203838,5.287505682,4.915089675,3.307443201,4.40155389,3.195077033,5.511840344,4.661127104,3.467848179,5.189703478,3.352906202,7.030895085,3.607397144,4.14814077,3.702306612,5.328576324,3.455304391,5.750394492,4.801334977,7.079233943,9.490389171,9.066481771,6.278850117,5.598209059,3.821565359,9.272157755,8.024255191,4.876869311
819,4.863080592,4.170378811,8.244380096,6.855484257,4.205191277,3.395523938,7.973316634,5.775029894,7.04933641,7.295168185,5.847847618,8.58634183,3.366791898,5.74403373,3.412791034,6.346107892,3.288502827,6.464021811,7.816081606,4.435477353,5.741926734,6.546720576,9.472655146,4.30660661,4.245001495,6.394624011,5.734961878,5.920662787,6.042590865,6.118344835,2.845772374,4.626095788,6.140104245,4.682697394,3.587143082,4.427407611,5.198102373,5.364650066,5.276761244,4.139567277,3.691346311,3.294195414,5.358251846,3.631547994,7.273239564,4.890398441,3.825686977,7.681120535,6.69538007,7.966615462,6.037661061,6.850054224,2.717518187,10.12710216,8.1368347,6.161797564,4.257807195,8.625656232,4.786023491,3.059685913,3.491464134,6.244289643,4.69809663,4.990268809,6.293708501,3.586281463,3.646261061,6.019288187,4.708982288,4.160031582,6.608668921,6.12325265,6.396089031,4.725446249,5.433555007,3.21442422,4.919212505,7.440594967,3.573483086,3.773754757,7.0636714,8.525156356,4.452072914,7.755598189,4.445600161,9.959090857,4.618269771,2.821965453,7.94005752,6.776049636,5.728486056,4.825041162,8.743285885,7.978673631,12.13430724,3.377613541,4.668244874,9.035517662,3.493649281,4.135288282,6.889666696,4.443015102,6.074557663,10.56081035,8.634699842,3.909363924,4.535725788,5.56213072,3.469218619,2.993358503,3.286944194,3.044995204,5.070699617,3.671694818,4.464652684,3.151661358,5.596073596,3.470009019,4.570660277,3.448361982,4.746473317,7.998935637,4.267703966,5.0427762,9.642024912,4.775462795,5.646758757,3.002104735,4.099636589,6.973570116,4.076190923,4.045277902,7.637051116,3.767690748,6.13973354,3.11661064,4.219108831,5.267924804,7.458556931,10.22183283,9.486959214,4.551398246,10.45879195,4.832618389,5.707662448,4.894416557,5.238057288,4.090656643,4.100590802,6.733643056,7.077417508,5.343740376,5.818652483,7.726911102,3.198092478,3.797024321,6.849075083,2.895395278,5.502675348,5.305630391,3.774758311,3.610289992,5.053732363,4.596028085,7.141545577,3.23089002,3.151121086,6.036321538,3.401304149,6.329012729,6.204483385,4.73070241,5.672340953,7.017759411,5.621233614,3.234080357,4.734301532,3.298291395,5.897500117,4.278535384,3.48608068,5.409115479,2.982414313,6.897369012,5.258451162,3.506718104,3.201822252,4.728126975,3.858842312,6.769004256,4.78087603,6.923436485,10.70501038,10.22682242,9.070951945,5.818742384,4.312944288,5.410911934,8.221974689,6.17132724
973,5.334723926,3.969919672,8.482061603,7.54624579,4.235803165,4.184431368,6.926626639,5.751866926,6.722812637,6.479719463,5.165805453,8.196394111,4.032975767,5.448916332,3.397130273,6.211295843,3.156125984,5.803289623,7.757800875,4.529916622,6.573255624,6.497870836,3.24317471,4.559646307,5.276813769,5.708677671,5.147855175,5.473227002,5.820102789,4.221095138,3.068157659,4.529366448,7.825434276,4.656888306,3.78924995,4.18060653,5.130594285,4.930024601,4.542731268,3.77491009,5.085751712,3.439355219,4.909085625,3.564414562,6.178268663,3.855416769,3.319981039,7.112415166,5.415358684,7.743259892,3.51922303,7.823468121,2.698351979,8.803435967,7.416637512,6.927553015,4.294802316,8.933100979,4.57936336,3.219012347,3.6783115,3.284893696,4.539809254,4.961402266,6.428547901,3.587435898,3.630170456,4.917531517,3.914048476,3.973607951,6.780853007,6.886056368,7.062149757,4.251589893,5.122733856,3.428053928,4.067089977,7.21869522,3.773676293,3.570380252,6.394820104,8.709104748,3.80689364,4.326232653,4.412240071,9.001830282,5.306523592,2.770603811,5.879975425,6.033989031,5.45386052,3.764350352,9.054878848,7.632912907,12.88078028,3.49365038,4.692246315,9.591583636,3.701789759,4.819527656,6.091904722,6.301462424,5.96787531,10.76936047,6.521318636,3.594457649,4.702860472,5.926913063,3.525111659,3.057379833,3.130190014,3.001665207,5.654859099,3.822462399,4.274772694,3.568724932,6.156350072,3.984564486,5.377653519,3.561704442,5.106286888,7.653179216,4.128056171,4.079250874,9.261456663,3.787108351,5.224099297,2.956565993,4.202575839,6.740480864,3.998669961,4.235586996,7.111980306,3.340993043,4.251542943,3.188110386,4.152149426,5.237218132,7.517459146,9.537826599,8.86136165,4.88387371,10.416923,3.931181064,5.800753496,4.006982768,4.699464326,3.96719978,4.587765844,5.716315005,6.410856051,5.176450759,5.823113938,7.019242707,4.708497711,3.86777446,6.114340944,3.092176441,5.965694025,4.105219405,4.106924859,3.676451047,5.52932486,3.910357998,7.633217425,3.357244853,3.430485349,5.840063415,2.880597677,6.36581434,4.381573315,4.220439884,6.442668171,6.183525744,5.023388891,3.299426462,4.327441766,3.411820247,4.013997988,4.899319487,3.523230395,5.446901932,3.414235536,6.712588396,3.630113006,4.411944475,2.974293969,6.867362738,4.579377632,6.375416666,4.806559947,7.287152945,9.542782388,10.44124769,6.304471787,5.916441965,5.267976509,6.784486282,8.982937103,6.557919273
1553,4.548743256,4.211873,8.955322834,7.29422066,5.054229528,4.072739578,6.918387133,5.152309448,6.297604944,7.266666032,6.444829122,8.553000761,3.661155816,5.407279695,3.35027005,6.22373881,3.132487806,7.069188488,8.606488577,3.070991404,5.749905631,6.238784026,6.73102987,4.361618281,6.644718982,5.303815301,5.353960769,4.787537941,7.941320614,6.047526513,3.038683431,5.646964596,8.572095219,4.478928073,3.537356106,4.135331343,5.649149257,5.818461353,5.647631123,3.917553642,7.702635086,3.410297101,4.695650979,3.483068468,4.759823588,3.435304516,3.274448397,8.371231862,7.127770034,8.596566728,3.996338749,6.824983982,2.810797442,9.953288311,8.011323157,6.020246327,3.93572709,9.356786017,4.643040899,3.109718131,3.704770033,4.767040367,4.575366473,4.36725823,6.136842834,3.437739629,3.374547883,5.500604008,4.629427107,5.504174399,6.468250397,8.060791569,7.85676688,4.102819119,5.801584336,3.763865691,4.663661791,7.613311741,3.711334037,3.487812685,7.682537846,9.391649255,4.361143696,6.551640796,4.897645149,10.01894943,5.238307059,2.962715472,7.777535559,6.57675189,4.893689625,4.591426698,8.75443513,6.525485443,11.89919168,3.416774725,5.204997477,8.86540102,3.799518195,4.335480179,4.965098084,4.578599693,6.000792794,9.685751971,9.249216916,4.066192192,5.057834107,5.569598024,3.455529156,3.13866444,3.282627085,3.079403562,4.60799949,3.703804323,4.146141349,2.833046999,6.069501723,3.87753662,4.982339191,3.775248772,4.869486253,8.96231656,4.006097468,3.713222563,10.51244993,4.767245404,5.22309728,3.113172079,3.980235302,7.57453925,3.616957317,3.964317686,7.865965612,5.558123818,3.339568281,3.04428488,4.153771882,4.955061778,8.253371577,10.28045546,8.919326726,4.224102831,10.35706802,5.389329104,6.045699179,5.841990692,4.467042037,4.140002486,4.257578616,5.876909862,7.249486608,4.80128356,5.246754078,6.075719384,4.916430393,3.586449613,8.901198266,3.037717357,5.588000297,3.771021513,4.239847451,3.57872579,5.757295999,4.247759793,7.657111464,3.282418951,3.652891023,6.979520356,3.206266775,5.775591394,6.683698746,4.718759554,5.604522689,5.841821052,6.370599482,3.262794814,4.575646571,3.299105983,5.978683143,4.723354932,3.229427903,5.253895082,3.176945575,7.074071376,5.157326733,3.52655237,3.574841215,6.116538939,4.227294826,6.053045062,4.818521815,7.856680742,8.40709294,8.304223742,5.945843155,6.065296477,4.165043452,8.006579991,8.24727854,3.96152344
1126,3.738974191,6.682902241,8.769904816,7.170265105,4.904152971,4.511027042,7.178318515,5.909524066,6.899275873,6.238767557,6.774619785,8.220582471,3.799616805,5.462714313,3.701318203,5.885855627,3.192278063,6.79767231,7.892420618,5.158394889,5.081382986,7.268429919,3.164292865,4.22963033,5.420063526,7.35222936,4.611317196,5.233977704,6.667968985,5.326198495,3.04452703,4.59134223,5.093805035,5.189577712,3.545385551,3.824722807,5.327009958,4.753290416,4.961803814,3.738221449,3.735110567,3.420641576,5.015891918,3.568766906,11.05453957,7.268138754,3.579340455,8.212659944,6.514891357,7.971030568,3.202956594,7.087156396,2.921638305,9.486176452,7.756308729,7.613357272,4.286431419,9.373046073,4.941958953,3.153401735,3.750809603,3.094705133,4.445972396,3.634773502,6.127361665,3.595941155,3.418975939,5.447096725,4.213636606,4.691893535,6.524509434,7.276883326,6.679527777,4.642004303,5.536133244,3.399350558,5.534255618,7.213908138,3.714391116,3.681564854,6.415024773,9.04571984,3.529227739,4.193114729,4.379140228,9.009186894,4.765064186,2.82672769,6.456428618,6.589041889,5.716764419,5.373122296,8.503897903,6.942635487,12.71706775,3.23975147,4.341689698,8.043668149,3.793919777,4.145367332,5.38938504,6.024452028,6.206141402,10.23412876,6.952853022,3.967443521,5.150984631,4.512158012,3.3475227,3.180056803,3.177376498,3.050633522,5.050752742,3.565084874,4.076082433,2.975229176,6.12247273,4.122201601,6.692661896,3.646350395,4.900044787,7.726912349,4.28692911,3.809461301,9.662419018,4.818722006,5.596461063,5.628842874,4.133154601,6.636691324,4.230111787,4.397720324,8.389924455,5.385994543,3.018537076,3.117217743,5.071161831,5.334133182,8.105901637,9.793192095,8.474120082,4.036399351,9.555119427,4.728630536,5.513534609,5.066570292,5.075768666,3.874913265,4.624422442,5.73232427,7.56675285,5.549811337,5.539831376,5.169099401,4.797212276,3.746586383,6.706576325,3.021791784,4.881292208,4.521838708,3.979006273,3.654990281,7.389437428,3.709868836,7.546601188,3.263383546,5.920407196,6.138460087,3.571818134,7.759043846,6.471446997,4.369837065,6.174164673,5.591954169,5.11402061,3.350119618,4.352405976,3.32318041,4.556203969,4.714745354,3.193002349,5.876631039,3.33011705,6.740702885,5.164775145,4.324844036,2.7972579,7.41959197,5.826298459,6.632976677,4.964544288,7.62992842,8.97738728,7.859358002,7.582047203,5.944341476,3.998038237,6.48775075,8.770129415,6.902002695
31,4.070597264,4.613033802,8.334299749,6.635051603,4.882662265,4.823224945,6.643719037,5.776625395,6.740410144,7.949691817,6.006976264,8.519553114,3.584884533,5.046806945,3.309455121,5.702481004,3.634071308,6.937545699,7.9970897,4.062113022,7.245924318,6.791792753,4.012555662,4.206883647,5.052982398,5.619996258,5.363978045,5.875163917,6.18554604,5.456293621,3.163001899,4.413936089,6.921248123,4.611811224,3.499738125,3.543562296,5.554322086,4.942223465,6.031445616,3.391305614,5.266527784,3.353165406,4.261830943,3.469014738,6.946839986,4.474258249,3.640260164,6.804728175,6.127901148,7.836804214,4.293523709,6.198123211,2.991893913,9.445039355,7.062142674,6.560731301,4.230037885,8.608562446,5.551242157,3.241360449,3.57799969,5.15402725,4.421274107,4.813536769,5.621755329,3.702885301,3.599709598,4.840558681,3.719431751,4.203962391,6.716020099,7.131417246,6.418005187,4.072480529,5.497655374,3.448812762,4.902084789,7.318785096,3.268150607,3.461232372,6.39026895,8.281468389,4.025339151,5.528291703,4.051431842,8.924725442,4.827063828,3.063222417,6.482646606,6.101156582,6.212776442,4.974033872,8.570537411,7.53288202,11.90863881,3.170553786,4.352085061,8.662520831,3.64815238,4.571420634,5.972053464,6.285456406,6.543614094,9.423028558,6.596980215,3.668122251,4.349919647,5.431467126,3.462944789,2.86226939,3.175566606,2.939666639,6.308121654,3.688510075,4.069508278,3.071942494,6.534233767,6.479294893,5.163265161,3.415820152,5.194152363,7.260934748,3.570938975,3.631264886,9.087820359,5.034728282,6.148357722,4.842743756,3.958772792,7.25726338,4.141071376,4.198562843,8.11761758,5.969298947,4.016576062,3.068575753,4.583441487,4.390615724,8.171501336,9.76423067,8.77823909,4.0326355,10.21026096,4.221250644,5.176837862,4.083314732,5.088466385,4.128659578,4.427614898,5.688375929,5.96215617,5.363155829,5.832537268,6.741907915,4.758448114,3.754110084,8.15804134,2.96391569,4.894596221,5.52316697,3.920590648,3.687515262,5.754406686,4.033498619,7.950833162,3.453010465,4.832931145,5.737008796,3.186434981,6.040599093,5.746639479,4.368818284,5.833756402,6.032648951,5.086759524,3.409098382,4.324627347,3.269534501,4.374533424,4.691967207,3.218502487,6.1783021,3.182951827,7.308631777,4.883290259,3.817775511,2.871390348,5.786412423,4.054220749,5.860395555,4.499759775,6.947237402,8.444645649,10.01917347,5.716547684,5.798385474,5.000121759,5.911079235,8.293943772,6.042401999
1064,3.980353684,5.556201981,8.078341242,7.209491146,4.69834085,3.67863925,6.303969804,6.476268835,7.564472943,5.202952261,7.122150562,7.434716026,3.581796728,5.733739241,3.514200318,6.091591472,3.236308701,6.559332158,6.669450092,3.648215041,6.463874057,6.010454348,8.962513559,4.402494135,4.948064889,5.010958116,4.904340248,5.673522592,6.607548177,5.33464401,3.238064142,4.880518462,7.137401769,4.365726118,3.842804168,3.861749061,5.192731518,5.522306625,5.364669434,3.703076315,6.293471088,3.466388185,4.766050541,3.67726564,7.620607686,4.298832128,3.281172766,7.047314824,6.374392797,7.443748798,3.669690669,6.696153689,4.531197723,8.434527699,6.980175933,6.125792917,4.469547177,8.19828511,5.759600427,3.210634635,3.683769518,4.034403374,4.671820916,3.929125191,6.328978364,3.541356148,3.816409198,4.836303323,3.761098002,3.66395826,6.589823704,5.364563776,6.978937168,3.986731419,5.229210483,3.226102717,4.722622343,7.450410846,3.721612822,3.509665082,6.657886906,8.291224108,3.771959793,9.013258601,3.993998497,7.990598269,4.6336334,2.96340704,6.840442084,5.883914531,6.295257746,4.814824756,7.801819546,7.802467456,11.44160636,3.753497315,4.590223477,8.677264565,3.601005288,4.675785003,5.630658848,4.408534864,6.937704539,9.237450104,6.842706069,3.672757561,5.187624973,5.868669133,3.387074919,3.165448655,3.166545754,3.263211021,5.978388049,3.712075004,4.594523825,2.961436535,6.587921922,4.574807731,5.757105723,3.791345447,5.100801232,8.131950506,3.713965182,4.303650889,9.507944858,4.47301997,5.906170749,4.743051931,4.198940913,6.538437265,4.196240106,4.152990967,7.609993891,3.567289882,6.859041726,3.080603675,4.935728079,4.262624083,7.669548815,8.830569074,8.0541694,4.362537956,9.658632408,5.060582973,5.638256368,4.109899662,5.014368731,4.501176803,3.945241278,5.990007074,6.097985323,4.481303898,5.625812834,5.562775432,3.670267566,3.667448885,7.348233232,2.985147315,5.293181003,5.449216039,4.081984294,3.65964831,6.007084429,4.426184377,7.424404415,3.339518399,8.538650156,5.886981257,3.057135864,5.552996893,4.53312687,4.478825278,5.868564582,6.042623259,5.125399123,3.498813668,4.605686585,3.415099068,4.501101221,4.450526258,3.477913744,4.590535655,3.309761793,7.55455302,3.886115831,3.515511686,2.998147848,5.254016229,3.168833072,5.590480717,4.69556539,6.561119284,9.528863387,10.07194953,5.261932637,5.709895333,3.715002593,6.396125755,8.535782732,4.648485517
