"response","KCNJ2","COL8A2","PSMB5","GNPDA1","KIF3C","TRDMT1","FN3KRP","SETD6","PNRC1","GOLGA8A","TMEM176A","WDR12","CDC25C","ZMIZ2","HABP2","BACE1","PYY","PPM1B","EIF4E2","ADAMDEC1","BCAT2","PMF1","KRT23","NEUROD6","ASF1B","PYCARD","CCHCR1","LRRC16","AMMECR1","NEO1","HIST1H3F","UBE4B","C9orf3","IQSEC1","INE1","PRKAA1","PALB2","THAP7","ZNF271","ACR","SPAG4","AP4E1","IDS","CYLC1","CTSK","DDR2","SP1","APOO","ADD1","RDH14","CHST4","NDUFA2","FLG","NGRN","TXN","PEMT","RNGTT","HIST1H4C","TMCC1","OLIG2","ANKRD47","TCF21","RAB35","HIST1H2BI","ICT1","CADM3","SCRG1","CGGBP1","TRAF3","MLLT3","LONP1","CDK7","ACN9","EVC","PELP1","CEL","GAS7","CALM1","YY2","SEZ6L","TMEM93","SEC61B","ECEL1","SERPINA5","KCTD13","PSMA4","SEC22A","AMELX","WDR1","RCOR1","NFIC","TTLL1","SSB","ETFB","RPL10","HOXC10","ASPSCR1","ATP1A1","SFRP5","ACBD4","RHBDF1","IL11RA","DNAJC13","PSME1","CIB1","PDE8B","NNT","AHDC1","WNT3","IL5","GRAP","ORM1","STEAP3","APC2","CASZ1","IL13RA2","ATR","MEOX1","C1QTNF3","TRAF1","PTOV1","SURF1","CG018","LST1","HIGD1A","MAP3K8","LPP","ITGBL1","MADCAM1","AAMP","SP2","BMP1","TKT","BCAT1","CLGN","GPR22","RTN2","CASD1","PARL","SEC11A","SEC31A","CACNG1","C6orf49","EPHB2","ABHD4","UTX","RPS6KA5","MTSS1","NARG1L","FBXL11","FLJ20323","TIPIN","ZFYVE26","HIST1H2BF","MNS1","USP12","PLTP","RIG","MRPL2","TMEPAI","CEP164","MAP2K7","PRIM1","RASSF4","CEBPZ","TAF13","HLA.DQA1","TOR1A","WHDC1L1","C1orf156","HDGFRP3","JMJD6","KHSRP","TRAK2","MAP2K4","CLDN18","FNDC4","SPINK1","NFE2L3","ABCD4","RPL3L","CYB5B","CELP","SLC39A6","EFS","DLEU2","TRIM36","KIF11","TAF1A","HTATSF1","AZI1","SNRPD1","TXNIP","COL3A1","APOBEC3G","MPG","COL15A1","RNASEH2A","OXA1L","BLNK"
2967,4.840934244,4.815894433,9.29790883,7.483910347,4.783016999,3.445015351,7.715728065,5.089386307,8.242504987,5.28270329,4.842384491,8.346664677,3.904108584,5.963692869,3.425894313,7.478848231,3.283803782,7.307166198,7.60078065,3.735594757,5.904987626,7.227662798,7.329080499,4.422956979,4.968408229,7.706912573,5.499787264,4.655691539,7.034078729,5.988860786,2.839489651,4.76878241,6.858080243,4.633882684,3.591789398,3.822926119,6.203109585,5.630250125,4.685228083,3.64137244,4.343974674,3.476791683,4.731138351,3.665918785,4.305374473,4.268171457,3.73097744,7.216838202,6.857756285,7.743591911,5.348182704,7.777196109,2.846978945,9.500351507,7.162053975,6.663906265,4.516226028,9.386751365,4.68708794,3.178994241,3.79899193,3.966145089,4.388979788,3.844323328,7.104196731,5.061948771,3.712222921,4.758589421,3.850517364,4.54664958,7.393579256,6.541394908,5.803277501,4.33206196,6.194559994,3.266095085,4.659073032,7.589306085,4.056266265,3.649590047,7.60243813,8.490190343,3.961815293,5.272509478,4.758761816,9.4656496,4.834125346,2.816731248,6.970266979,7.249621145,6.666343103,4.680408782,8.466126884,6.058756757,12.82968364,3.688316589,4.841209684,9.010440688,3.618113693,4.151384821,6.092711822,5.295782524,6.120561738,10.4906242,8.330231006,4.377849682,4.772168865,6.524975051,3.556433317,3.05486163,3.129995301,3.087958714,7.154758941,3.844006325,4.234596728,3.060374016,5.571539259,4.176242252,5.24683771,3.477870029,4.907156846,7.71121996,4.429060354,3.931033501,9.572310604,4.091107988,5.652552119,3.156254546,4.19514764,7.923845204,3.996559085,4.288541409,8.642574859,5.223517142,8.65019761,3.290603184,5.0355727,3.683480947,8.617727852,10.3418729,8.812570317,4.198582626,10.46246283,5.558373065,5.437923728,4.919778793,5.892031441,4.359776365,4.56233828,5.831525963,6.758645736,4.970290066,4.989869391,4.884443977,5.315683462,4.330518934,6.014310325,3.201080539,6.206377084,5.255060275,4.273307871,3.676141097,5.72293049,3.945424368,8.06798458,3.120154488,8.287518082,5.851463882,3.203260468,6.239173996,5.706460922,4.22672704,6.351043145,6.229231903,4.884418916,3.424392625,4.723409307,3.321887782,4.437111737,4.506367877,3.771131462,4.965321128,3.162766859,6.303215106,3.91343848,4.024619758,3.572144615,4.009097344,3.687468595,6.119202205,5.309069397,6.85341617,11.0845708,8.817024722,5.856599254,6.468295523,4.796378418,6.903918611,9.043505123,4.136027971
187,6.542543067,3.876471794,8.103415563,6.832551754,3.983069533,3.582185061,6.539850659,5.223751918,7.295108195,5.935609754,7.376986601,8.369440529,3.716902858,5.231839192,3.375479507,5.419326685,3.410034501,8.08373219,8.041375743,4.079166383,5.822200378,6.661932349,7.009960993,4.546506989,4.92953483,7.054150185,4.521550241,5.354509824,7.042178199,4.219769268,3.055150678,4.187732035,5.827300154,4.479909628,3.830858973,4.535377076,6.058126525,5.837503785,4.925365279,3.73501313,6.705754499,3.657707475,4.652883476,3.637001239,4.507593115,3.937832209,3.435830341,6.794232407,5.390198483,7.494324105,5.920533861,7.148111282,2.97663745,8.499263682,8.063466676,6.220674127,4.199627568,9.634912061,4.641683225,3.194269013,3.545909979,3.947648887,4.308972221,4.369782763,7.392073547,3.831936638,3.639655575,4.646933184,4.038311013,5.269033341,6.425827741,6.382308709,7.423634912,3.664224715,5.015918453,3.004463948,4.046312045,6.753430188,3.909130226,3.574879548,6.689527557,7.894889538,3.800733454,5.379426625,4.730489417,8.262484157,5.718422816,2.998192018,5.736438371,5.123998219,4.910170952,4.610503128,8.166740652,6.863500342,12.05582771,3.297154734,4.609304558,8.864064261,3.432749981,4.717760293,4.792538417,3.950653693,5.798336325,9.869614268,7.933271027,3.82374915,4.484940255,5.6085259,3.552853521,3.327290716,3.478054758,3.009437569,6.102754416,3.805970535,4.239510107,3.001258536,5.868794207,3.565160664,4.473107569,3.591360494,4.854617889,8.976530824,3.673862859,5.613065849,10.33792278,4.568328666,5.485962552,3.015194345,4.189550718,7.315900255,3.754211439,4.122052744,7.954945738,3.580427881,3.932078923,3.274070265,5.71921573,5.607345215,8.106620285,9.742947939,9.059841841,4.237154661,9.759552682,4.406604799,4.631322289,4.741099392,4.122112478,4.648064694,4.15791155,5.31352924,6.545594119,5.069302742,4.676622998,6.382607537,4.09054116,4.269831519,6.947782901,3.021942715,5.699552015,4.737187091,3.867147405,3.654111426,5.874541005,5.11228041,8.458635776,3.364145478,6.98986636,6.261319924,3.031758741,5.666641947,5.884873298,4.225307921,5.447663289,6.927554824,5.397756746,3.412155418,4.441841501,3.439325794,4.750663239,4.345239821,3.526087859,4.746194663,3.127478489,7.368826542,3.562296002,4.36978223,3.404118596,4.085392871,3.69980933,5.793782782,4.54428494,7.229908988,9.951890923,7.832162121,7.824792329,5.919694427,4.346970303,6.049808176,7.182007829,4.930137608
186,5.288183996,4.074912678,9.171987471,8.090531469,4.822178395,4.744269579,8.068588381,5.348402908,7.013967841,5.440786685,6.595942748,8.792776694,4.147686275,4.977987598,3.472629862,5.917987332,3.171809617,5.600454688,8.390663345,7.320530782,7.930457808,7.457359961,6.661704282,4.198850413,7.302126816,7.077471948,5.924706326,4.507179817,7.042255865,6.364338811,2.845505556,4.354373824,8.05119533,4.938507539,3.761453029,6.063768485,5.922612711,6.670018762,5.491796471,3.622636798,6.599543894,3.376579971,4.7037661,3.607413399,6.973253301,5.026325875,3.419911329,8.492208086,6.770070117,7.50459256,5.34142313,8.52226639,2.980928545,9.757380344,7.685396531,6.835155557,5.101345126,10.08230808,5.681730943,3.136931365,3.296102623,3.493407899,4.488134952,4.298010391,7.842381325,4.46641893,3.645858933,5.81879601,3.541332749,4.167626707,7.380808884,6.861043067,8.085705849,3.8523652,5.598384004,3.159440387,4.345440441,7.876149785,3.866192726,3.349600878,7.121164967,8.919982595,3.771238581,4.663794346,4.371542831,9.896616961,6.3505563,3.014378948,7.543424828,6.621238869,5.300500591,5.08546711,8.573350289,8.176600956,12.31697365,3.355081663,5.684073659,8.581401623,3.951261233,4.492680822,4.917610728,7.099830468,6.769257451,10.71306908,8.794663252,3.886545213,7.220240887,5.776071831,3.385718926,3.037571251,3.159615462,3.013497495,5.736577412,3.784300357,3.987652964,3.115449488,6.688954685,3.45721265,4.451697346,3.645088215,5.311575658,8.432410385,4.006490793,5.831599797,11.01129261,4.642343931,5.622477617,3.516136679,4.01187933,7.802821124,4.16120617,4.17435885,8.813634425,7.563983257,7.706978949,3.094799348,6.395777165,5.37971455,8.459013546,10.17761829,8.442934134,4.158581492,9.863908442,4.482817802,4.906385383,5.146201338,4.385015296,4.197564521,4.110663949,5.345261211,6.511393875,7.398322401,5.60201816,6.535612249,2.805076073,4.925859997,7.527757968,2.90831336,5.766361685,4.319586268,3.519284829,3.538823831,7.837845985,4.421035592,7.542037257,4.046292059,3.387321877,6.93124086,3.093635167,4.778481645,6.299560336,5.320868706,5.961258027,6.300178674,5.429584373,3.264943067,4.243891469,3.271400334,5.367002213,4.792261768,3.502289049,6.722594412,2.832979708,6.68497992,3.986081507,4.555353862,2.901749576,7.308906416,5.533532803,6.730649553,5.234401429,7.675945838,7.845553411,8.573270766,7.714704904,6.63962047,6.377039309,7.860509603,8.416397585,5.76154758
1069,6.381221851,4.801545361,8.773545008,6.856719871,4.516289038,3.271337922,7.652411414,6.512610755,6.484873772,5.777043365,5.997904762,7.846610787,3.412933133,6.03399491,3.561073706,7.334077791,3.170291545,7.954960998,7.726246852,6.363843202,6.566993065,7.096465523,7.754540132,4.319251076,4.873573467,7.309467888,4.775915654,5.509326083,7.462729413,7.160402033,2.783213483,5.206868746,7.222301857,5.152051609,4.028299155,3.877354445,6.455772068,5.727328973,6.786176683,3.424843526,3.901670041,3.395046383,4.775032206,3.54333939,6.624070199,4.131752892,3.42490156,7.931496162,7.407536573,8.422655231,3.849912725,6.522890739,2.927426874,9.640505216,7.848597536,6.309270114,4.225452823,8.211618907,5.827978093,3.253720986,3.44455302,4.338814168,4.688504953,4.552806391,7.145210271,3.639189213,3.45980843,5.202821966,4.325645007,6.004544013,6.734810384,6.296526696,6.690186329,4.74071853,5.496192817,3.994296977,4.086634497,7.991259819,3.700075281,3.562988603,6.546623677,9.094740565,3.530237242,4.950814744,5.860962014,9.280912331,4.710905414,2.860160799,7.507543516,7.548626387,6.297046254,4.629564847,7.985744239,7.348671566,11.92530768,3.583697645,5.502982661,9.821399626,3.622753855,4.564941768,6.310066875,4.549430759,6.279786114,10.18752017,8.317219238,3.415441473,6.140338794,6.512067447,3.171945185,2.98996629,3.365698756,2.991768604,7.191268754,3.807046795,4.445629964,2.824278896,6.781183793,6.167910711,4.815343128,3.829925344,5.31523872,8.823687449,3.933660583,4.39261222,9.738346401,5.922875078,7.055796771,3.040364645,3.845787589,6.957883253,4.139574615,4.130201171,8.148974725,5.692190008,3.919762338,3.18260167,6.081363642,5.461576367,8.719694422,9.599510524,10.10218173,4.129952238,9.768578096,5.387188015,6.691207423,5.753914491,5.435514106,4.35175235,4.62673627,7.057787017,6.262246998,5.479910984,6.265631212,7.092291309,4.033942668,4.596924386,6.820590152,3.103838928,5.835648849,5.564923865,3.921731817,3.568712641,5.271362003,4.267433372,8.515273213,3.247411401,3.278034788,7.141249473,3.053739156,6.369514014,6.11071237,5.05700907,5.796667249,6.121825161,5.262885261,3.298755652,5.141382953,3.32810088,4.287088533,4.691392214,3.27915231,6.167117349,3.075045909,7.862177052,4.11607755,3.490786746,3.180450983,4.038819547,4.152058419,6.622564862,4.990618436,6.967308682,10.78982833,9.901933483,6.010947192,6.117940128,5.112698638,5.867253945,8.119661329,5.866766345
137,5.386345109,3.909934822,8.839627852,8.415286337,5.226178585,4.60327227,6.905419142,4.954092984,7.111601029,6.181818167,6.446303387,8.792905149,4.279769256,5.214636173,3.225618155,5.543247457,3.274750518,7.383748451,9.284735442,3.661556095,5.456720878,8.150433104,4.075416473,4.200251176,5.683374499,6.066531862,5.084982055,4.897352023,6.017621293,6.186573867,3.134466274,4.557127101,7.357869961,4.511966141,3.625103699,4.225619773,5.128556065,6.048667463,6.077907393,3.762737764,4.322119327,3.319709465,4.959444938,3.652840707,5.935369747,4.311968055,3.134999505,8.443731096,7.221176581,7.507997951,3.765991379,8.627090535,2.920006046,9.355377983,7.457809317,7.091490753,4.932087125,10.71520615,5.320174182,3.204729038,3.499338143,4.593065197,4.506574295,4.186255725,7.553638902,3.668684521,3.831014825,5.503941685,3.540003609,4.091383892,6.85942796,7.631921057,7.846081909,4.289807415,5.759047301,6.337531803,4.144279836,6.978917012,3.902353032,3.475851905,8.073596039,8.630807577,3.962197042,4.561730659,4.460363151,10.27828,5.896511275,2.855737167,7.362048285,4.70155786,4.083942009,4.696739626,8.924304557,6.632007511,12.10536985,3.434113802,5.068680709,8.981365899,3.705022833,4.509167066,5.86837835,7.278496108,6.2411179,8.649455521,8.117388821,3.710424531,5.844547936,5.910672097,3.629028711,3.26653479,3.203162022,2.876652583,4.320548823,3.63937582,4.260263744,8.660674704,6.481770121,6.062543411,5.952489677,3.519832864,5.391551323,9.288949833,4.282477916,4.42081361,10.2950154,5.393812406,6.368356054,3.111572217,4.256119839,7.177440373,3.98187087,4.69446576,7.826203208,3.942183545,4.13812506,3.056833655,4.306772771,6.155691907,9.220250041,10.40807287,9.177376194,4.107138039,11.19913433,4.689951065,5.260582201,6.799640913,4.080070126,4.066636638,4.412743492,5.143197905,7.334491258,6.344285612,4.345745921,5.72099402,6.109442681,3.830114866,7.324790622,2.928993587,6.013010464,4.078175408,3.905921939,3.706028001,7.470043412,4.304121921,8.035450205,3.570679615,5.41558112,6.850860974,3.149987856,7.12196851,6.876171055,4.96075215,5.814000138,5.938585966,6.878504311,3.340629107,4.71044366,3.378020013,4.742640954,4.379561605,3.617164986,5.905809681,3.776749073,6.816402753,5.147159887,4.116154987,2.968882082,6.607305026,6.070115211,6.314353391,4.503377388,8.758224537,7.893248289,9.667612059,3.645925871,6.875376932,6.431611223,8.373947878,7.230290954,4.271380385
3418,5.365058337,6.058064577,8.948158665,7.061835416,5.352791195,4.807928837,6.510570422,5.505930006,8.155447025,7.487882466,6.138151315,9.011702095,3.642132693,5.566035219,3.661198557,5.63766962,3.272545073,6.778317506,8.264580046,2.969047085,5.32588432,7.459561444,3.846691981,4.091115737,5.025447131,4.829520001,5.495176526,4.208297328,7.449642501,6.278395149,3.230339628,5.488321804,6.240006191,4.484062335,3.706103801,3.572669236,5.669451714,5.330197217,6.337800315,3.634082944,6.737834877,3.612955875,5.11766672,3.699274422,5.191007089,3.880735732,3.370617307,6.33243462,6.316676379,8.002509623,3.474948389,6.822203296,3.092008317,9.101738648,6.61093978,6.87510597,4.593980316,9.599487142,5.065044801,3.308587757,3.535350138,5.500919298,4.247547291,4.010046048,5.563433006,3.676466974,3.715787545,5.369228972,4.267811961,3.599016126,6.380118581,7.391368159,6.502066474,4.324797625,5.397141243,6.110973563,4.419612672,7.452488603,3.762425533,3.512375298,6.350199221,8.401891585,5.785528697,5.822599323,4.924549039,8.323575023,5.419348419,3.022852543,6.140432415,5.891244427,5.466727966,4.646216227,8.942360401,5.864381043,12.58088983,7.510972974,4.271987844,8.59520705,3.845884044,4.350047297,4.64201852,7.259114244,5.85817939,9.292073456,7.371894799,4.749693102,4.644327758,5.279458265,3.74883991,3.214405987,3.113408662,3.345290317,5.186834222,3.576855203,4.083267655,9.387443104,6.149635496,3.700342664,4.869074173,3.978385867,4.960538385,7.5015323,4.606023119,3.674597998,9.749547239,3.96924264,6.239344611,3.218574026,4.054600675,7.81923089,4.009401517,4.30564695,6.932239176,6.036331432,4.117265152,3.202970041,4.308851159,5.136876777,8.94797815,9.781114839,8.533826368,4.296205711,10.27704727,4.354784878,5.270242421,5.518015801,5.430447575,4.163185911,4.896865164,5.914624184,6.083522502,5.698857775,5.860187801,5.995696688,5.573277702,4.204911385,8.60387057,3.118260385,5.937118119,5.749106388,3.960576298,3.685204445,5.257169559,4.280021682,7.042913934,3.208448414,3.390814986,6.247210874,3.015885284,5.650956952,6.040842197,4.201172246,5.916651705,6.500320869,5.297413374,3.472957645,4.388515039,3.45256778,5.191187563,5.154105459,3.316366338,4.234430229,3.630850115,7.792966692,6.757327947,3.973234817,2.740113533,5.778262755,4.707393996,6.724477215,4.755200044,7.185461653,10.03622862,9.086606154,6.16599386,5.355489558,5.411437801,6.128544108,7.383463175,4.26394153
2163,4.048549068,5.553416376,9.931792711,7.676220851,5.173646946,6.481074858,7.108248301,5.457085119,7.443278218,6.168231699,5.464365267,8.917386376,4.309356028,5.829347146,3.622045338,6.277404187,3.142147578,6.735905207,8.800448596,4.260977231,6.341254668,7.211902847,5.830561241,4.214927818,7.019230658,5.030146456,5.92739866,5.319713736,6.907747319,6.062537153,3.216430749,5.719434571,7.293102121,4.402319773,3.850332508,4.738156598,6.815059381,5.350930012,5.728587256,3.786044037,6.967375531,3.386796483,4.844132311,3.608159713,5.748971927,4.795805932,4.077461516,8.890881551,6.687503302,7.30459656,3.579460042,7.492174339,3.108086348,9.945180361,8.29895669,7.177882095,4.715635909,10.46333703,4.920690406,3.292393536,3.543748359,3.978785073,4.687675648,4.537182965,6.918983944,3.445603444,3.387303731,5.443155774,4.630077336,4.738171858,6.657870229,7.200966085,8.242744978,4.23949452,5.521721436,3.223708765,4.233980482,7.523107611,3.873375488,3.557008688,6.872211566,9.083729755,4.285034147,5.285904779,5.735535779,9.491517592,5.733134207,2.786138387,7.503122217,6.342255516,4.859106106,4.706698567,9.678509664,6.648847864,11.97286097,3.327347739,5.242682622,8.788593388,3.689199711,4.058006591,6.366481772,6.79919307,5.715391247,9.506592211,9.268140753,3.620738329,5.678253787,5.690980741,3.583486938,3.314425864,3.031350201,2.929969628,6.379783152,3.723586583,4.444140094,2.893800701,5.943513728,5.462902241,6.636619864,3.483814301,5.192857912,8.18327918,4.125528718,4.415145242,9.562394067,5.605896335,6.068371724,3.020390468,4.073054986,7.967850163,4.24320319,4.325865385,7.553991429,8.670252328,5.171727476,3.127296951,4.893045398,5.603659507,8.96662215,9.868038227,8.543359334,4.221125975,10.29944086,5.626699959,6.560206053,6.682032298,4.916127024,4.426249524,4.299967329,6.019937139,6.204851998,5.4208975,5.258516291,6.124451244,4.749963616,3.920580745,8.05761302,3.197739379,7.111849807,5.906365288,3.907585055,3.721732233,7.509188213,4.891800665,7.680983019,3.612644462,5.884932158,6.576629772,2.818003413,6.524785355,6.58529886,4.700258093,6.685861666,5.640918323,5.928274113,3.367440881,4.38512987,3.166624206,6.976932116,4.891659772,3.507604366,6.188632759,3.134680592,6.878938303,5.893297549,4.050991152,4.571781802,7.40911237,4.893438561,6.590689149,4.513966686,8.311072259,8.216195372,8.513307858,7.033099985,6.809623898,4.395589569,8.574627363,7.694282743,4.958555813
1919,6.27071294,4.61373372,8.517918756,7.293470807,4.481954597,4.047576268,7.801921945,5.93824423,6.991617683,7.17181664,8.225939058,8.459461262,4.246350784,6.09920942,3.496085757,7.077036044,3.086232621,6.810699397,7.766247934,6.654696661,6.297322267,7.761180197,7.998823933,4.329603247,6.961577576,7.845576094,5.755815044,5.596126387,7.046130162,5.967782983,4.763229795,5.549587162,6.184291671,4.735751643,3.743998304,5.118094165,6.859779405,5.575973225,6.631089109,4.000539753,4.488384082,3.318071772,5.668087725,3.51947141,6.540896734,3.828889745,3.214121947,7.911236443,6.613604464,7.946114275,4.122549824,7.73857844,2.777979945,8.953018714,8.549996008,7.491637834,4.580389005,9.483510504,5.468845003,3.192411571,3.369330028,4.630276236,4.611648368,5.345820488,7.681267692,3.781654468,3.730108335,5.018071614,4.264481258,5.213929788,6.70852297,7.914785203,6.73630035,4.43270322,6.306253228,3.459555441,4.705264935,7.930263603,3.542415303,3.526266874,7.797589992,9.471292434,3.903126378,4.170196938,5.35321374,9.710948597,5.510976595,2.824254613,7.117197764,6.528513608,6.295085207,5.117993853,7.914396812,7.301764243,12.09895315,4.262889131,5.65840469,8.699878681,3.347169872,4.410712064,6.10578577,5.43594756,6.298962422,10.49002259,8.352830789,3.818897601,6.867365472,6.434332984,3.465303835,2.958930108,3.170792909,3.183644921,7.313517339,3.627564831,4.390904442,2.919279802,7.205026869,3.603662449,4.774669145,3.90565693,4.956797537,8.713494967,3.769665758,4.894330881,9.883946124,5.222796229,6.400366646,3.147089998,4.03468698,7.221491246,4.267142148,4.587639963,7.956410723,5.313850683,4.670126525,3.119623497,4.273646367,4.789529665,8.49316782,9.617634934,8.982419275,4.113186708,10.10607854,5.190841508,5.431979946,4.470414856,5.54522221,4.088846456,4.393204384,5.571659957,7.293223951,6.203210574,5.998115129,7.230815279,4.78484169,4.162623972,7.581872105,2.999354663,5.874019642,5.206597972,3.955125028,3.53584252,8.585041955,4.08754361,7.780803358,3.141364398,3.599829437,6.79298575,3.189254802,7.386728345,6.100002978,5.363762611,5.879672704,6.823435855,6.621616619,3.313667485,4.346146723,3.147458042,5.062228826,4.312703511,3.458109436,6.470931143,3.129542442,7.980321779,3.851220995,3.904459419,3.228325204,6.786158931,3.748691196,7.377515447,5.150567132,7.52908866,10.15209201,9.195526005,7.48500907,6.422610836,5.480968765,8.394791588,7.517740383,5.459901711
1209,4.907960435,4.721325882,8.547360559,7.728214703,5.488771425,3.504235391,7.161603381,5.699351319,6.699140002,8.1440783,6.411132081,7.984283632,4.221064596,5.994227996,3.255012717,6.35802737,3.279259876,7.301790054,8.636195454,6.775586973,5.858119713,6.984368563,4.594874473,4.226942925,6.13499183,7.011190224,5.238899891,4.845257165,7.66954449,6.992606125,3.002170679,5.262216741,6.275060961,4.859315343,3.634639582,3.92290338,5.770682038,5.412441667,6.133952594,3.649020175,5.48687012,3.148435619,4.981400743,3.443585042,6.836395309,5.433495409,3.202876954,7.623415024,6.780578914,7.598155322,3.450554197,7.854428611,2.926799893,9.492176051,7.351457845,6.330509908,4.259678478,9.001037027,6.157092617,3.083698109,3.357201621,6.140407294,4.306276734,4.306445019,6.646143039,3.862131448,3.495673417,5.839247719,4.166907949,4.03127161,7.068722361,7.277289529,5.768139186,4.571665627,6.159649335,5.002884016,4.964135832,7.38507456,3.827527623,3.482800819,6.355978101,8.667960434,4.556452496,6.809192982,4.181105991,9.871401441,4.931958766,2.773032228,6.530527311,5.752814578,5.88001131,4.83021663,8.482108023,6.535907052,12.28163988,3.323359106,5.089445955,9.317263685,4.535494548,4.540683347,5.414515954,6.343825752,6.91708084,10.34842114,8.394621656,4.265751236,4.864417318,7.365492924,3.58060649,3.075996126,3.001674998,2.95949022,5.914472911,3.561898665,4.317332561,3.262583368,6.9752849,5.310352892,4.711599867,3.934234909,5.254938206,7.796490412,3.85996713,4.646129852,8.554585924,4.466230091,6.765993199,3.112693071,4.188074005,7.579921837,3.757728354,5.409158089,8.234966788,4.753564948,6.785340212,3.11098694,4.578652091,5.012729383,8.937944337,9.637154624,9.394201515,4.258223405,10.00918057,5.306508295,5.713801505,4.481940436,4.043392812,4.086146432,4.736872893,6.448493185,6.438626898,5.737111669,5.479371009,6.134684979,6.060528551,3.880741429,9.072655687,2.995135448,6.138568516,5.802831081,4.02160458,3.564839575,5.907808553,4.424886443,7.952157797,3.151829639,7.545575503,6.010250639,3.212876163,5.228976447,5.805133949,5.046860056,6.329796065,5.465320402,4.919586872,3.292291438,4.814609748,3.283838817,6.323993847,4.487064867,3.372310193,5.337834607,3.289264414,6.672904602,4.541058438,4.527916022,3.3563711,6.364251434,4.03569703,6.604991346,5.572932169,7.191505372,9.197223443,10.31496874,7.193020704,5.997834576,5.746934649,8.272085691,8.367800782,4.880341895
636,5.240548978,6.985157133,9.253933302,7.833225589,5.927598857,4.270619561,7.149437963,5.818488366,7.258402134,7.873309958,6.799842357,7.777252004,4.353994006,5.731542259,3.48204695,7.054980501,3.053950898,7.592047044,8.888106381,3.948063374,6.117776248,7.880916267,2.646348417,4.302426126,8.414425756,6.094781633,5.557262803,5.229125236,7.379601661,7.237261757,2.938539215,5.239589644,6.734031168,5.122645239,3.654875593,4.435301463,7.144105381,5.460799202,5.786349603,3.710848569,7.255605352,3.21541939,4.423498223,3.533372511,6.614485084,6.218541065,3.375909244,8.484518817,7.578234354,7.979124669,3.492033843,7.543094968,2.763326256,9.782443185,7.217777436,6.589072758,5.137771354,10.26504869,5.308513047,2.927817198,3.786094105,3.622333278,4.614883136,4.527595482,5.675027849,3.514569836,3.930260263,5.871470911,4.232808376,4.024933184,7.063283156,7.082120935,6.5143943,4.834625162,5.457303719,3.731454526,4.322726974,7.672162987,3.980275577,3.443235971,6.837150239,9.236676571,4.628752671,4.174084038,5.610198058,9.27983867,5.378726533,2.866600254,7.254240903,6.343057999,5.434001144,5.749721025,8.025175223,6.757703637,12.35799355,3.544408176,5.340463133,9.000782653,3.462550824,4.205831573,6.383204216,8.57360836,6.310701805,9.640119689,8.272028009,4.154111332,6.296321677,6.114078771,3.452183164,3.094700463,2.914293242,3.044307729,4.243237771,3.647495317,4.248745267,7.196299849,6.178039593,3.575095441,6.996137521,3.812688894,5.069970874,8.402350093,4.066732539,4.189082081,9.218313867,5.396006431,5.7986829,3.194620408,4.035040863,6.914327827,4.327157884,5.020896204,7.290311537,7.578534395,4.551970467,3.178180505,4.143978067,6.395245165,8.221128926,10.47208728,9.08743063,3.96878938,10.78371027,5.575916346,6.079291082,6.169394127,4.863910237,4.350958195,4.529918052,5.522154541,7.389538391,5.885407792,5.958036505,6.6449514,5.854171001,3.618348196,8.287211294,3.015409948,6.166143617,3.8439268,4.124433416,3.525361895,7.389834413,4.322426208,8.397227434,3.407995754,3.178727301,7.09054326,2.980505701,6.590892412,7.18545515,4.472238409,6.14117805,5.807210843,6.11075649,3.313830898,5.248443152,3.21702376,6.0038128,4.989692462,3.587978673,6.409574416,3.126357724,6.989541583,7.553263904,4.38205878,4.121139824,7.786465171,5.993026734,7.172172935,4.564503993,9.153395704,9.696006238,10.86903632,5.758887542,6.742511337,7.077510739,9.508651834,8.30323225,4.558045438
