"response","PIK3R2","NOC4L","UPK1B","PYCR1","LAMA2","CHD1","PALMD","OR7A17","SLC17A4","FARS2","TMEM2","LRP6","NRG1","C20orf12","GYPB","ERBB4","CENPQ","MTA1","FAM59A","ZNF34","GRB2","C3orf64","TRIO","SLC5A1","GPR77","TRIM36","PTH2R","OSBPL8","PKP4","LILRA5","RAI16","SNX6","TSPAN13","FTHP1","SPG20","GNAZ","FLG","ARFIP1","NUCKS1","CYP1B1","CRTAM","FXYD6","SLC43A3","RCAN3","SPINK1","SLIT3","DCC","NCAPG","ZBTB33","RBMX","PKN2","PCAF","MAPKAP1","NR5A2","GAS2","WDR32","NIF3L1","AMOT","NOX5","HSPA12A","HYAL2","TGM1","RPLP0","C1orf27","FZR1","DDIT3","GEMIN8","SNTB2","DBP","BTC","CDH22","RBM6","NEK4","SURF2","FAM120A","HIST1H2BH","MTERFD1","TSPAN1","PCYT2","FOXN2","AMELY","MMP7","FUT5","BMP10","MFAP2","KIAA0947","RHOBTB3","RAB36","SS18L2","SHANK1","AHNAK","HINT1","FRMD4B","UBP1","TSC22D4","ANK1","ADAMTS5","ATP5G2","TM9SF4","PFKFB2","ACVRL1","GLI3","ABCA4","RPL7A","FAHD2A","IARS","HOXC10","C8orf33","MTL5","COL5A1","UBIAD1","CA6","RFXAP","PML","OGDHL","HABP2","LGALS2","COX8A","CTNNBIP1","GRAMD1C","PTPN3","ANKRD15","ORM1","HSPB2","PTPN2","SLC9A8","BTBD7","ADAMTS3","RNF40","SPSB3","C20orf19","ATP8B3","RHOB","POP5","SETMAR","ESRRG","SBNO2","CCL15","PYY","AHNAK2","SFRS11","ERCC6L","SMAD7","PIK3C2B","PACS2","LOC390688","MAP3K6","BFSP1","WDR57","DIP2C","C5orf23","GPR126","DOCK9","TSPAN12","SC5DL","NEK2","ATP6V0E2","NPFFR1","TPMT","TCF15","CDS2","CEL","CLK4","C9orf78","NPR3","POLL","NOTCH1","OGT","MEIS2","IL6ST","GPR6","LBA1","FASTKD1","HEATR6","SPRY4","VAPB","PAEP","KLRF1","TGFBRAP1","SNW1","FNDC4","CADM3","PARC","C3orf58","DNMBP","ZNF391","MED24","PIGG","C14orf104","WWC2","C21orf59","LTB","HOXD3","KIAA0143","ANXA7","UBB","CYB5R2","RELB","ARHGEF2","LMO7"
1446,4.600101195,4.80971083,4.572754573,5.628449656,3.732091223,7.171338541,7.487017011,3.325710191,3.289113536,6.051819305,4.704328372,5.978007418,3.197240694,4.242429391,3.780114497,5.880874334,4.070624777,5.701538718,6.039981286,4.141160427,7.765948599,4.052970296,4.714049896,3.704173626,3.260643214,3.550070951,7.356140016,6.723730304,7.12189739,3.111608033,5.013030575,7.451521661,7.68672973,8.956368269,6.400478183,3.530176506,2.905298029,5.507257864,5.275904535,4.261149449,3.445955099,5.552911317,6.236251907,4.337621085,3.342899084,4.263515504,3.091887617,4.748729681,3.054646875,8.805679822,7.175297507,5.769914902,5.333446108,3.119751079,3.37285231,5.209058253,8.023669933,4.87347143,4.283929084,3.928297611,5.312194826,5.353021604,12.39354469,6.360076011,3.594923323,5.797387441,3.853082689,4.461631943,5.668365322,4.07766899,3.875736605,6.031802314,5.816902692,6.005254122,6.44265577,5.345808173,7.083939413,4.234153028,4.774347823,3.766407487,3.214351585,9.896552756,3.433636376,3.220727701,3.867375559,8.645223038,4.974951224,4.059890514,7.061458709,3.352853548,6.553611952,10.31775665,5.233783637,7.011981499,5.204382336,3.513226281,3.759942925,10.29056058,6.328236228,3.812185533,3.551191454,4.568945341,3.867216892,12.00303883,5.550025962,9.36952107,3.332714871,6.945776371,5.337246224,5.099441241,4.437086458,3.673369683,3.54744364,4.86833916,5.717034063,3.400048405,3.630708167,9.338528843,5.253359313,5.470449115,4.802691281,7.664146032,3.436344154,3.902804009,6.122219299,4.289231622,3.260036129,4.090880153,5.511651809,5.945786907,5.525659038,3.370597221,6.851884263,7.509393986,5.932893437,3.792140506,4.487751731,3.807705036,3.189632755,6.934231939,8.946333133,4.463066564,4.751394398,6.053092804,5.498003459,2.970132316,4.687607097,3.343391366,6.507513756,4.535077298,4.285764836,5.372127892,4.082592823,7.52811592,5.074778456,4.290035304,7.128100078,4.363802038,5.696680947,3.623431323,5.804510377,3.278428472,6.567398982,6.116665049,3.224059542,4.724677672,4.467194443,8.053931017,5.740747965,5.204679642,3.157646847,5.270455599,7.554740598,4.900958913,4.733345672,4.980742934,3.264611112,5.432573503,5.225816559,7.582487842,4.267148865,3.561923247,4.672360702,4.303013824,5.258175519,3.038945272,4.338583655,6.707716154,4.980053612,4.867113179,7.296768087,5.190425289,5.958731735,8.164597627,8.155914056,11.1133845,5.549772919,5.046758162,5.899342723,3.746989269
962,4.767108076,5.51279579,6.112458438,6.494513453,3.739292259,6.652639642,7.921793368,2.984459921,3.100858966,5.335853865,4.956149332,6.433709974,3.269981574,4.472735331,3.539489453,5.167813497,3.728421596,5.868686463,4.525397144,5.510782032,7.497594104,3.563223625,5.055218048,7.186144926,3.128509497,3.018572561,6.521336729,7.472562066,7.354935497,2.979832137,6.515944736,7.809051638,9.084975731,8.275420929,6.672076964,4.38642708,2.839867702,5.872508435,5.778188347,6.475295562,3.244574339,5.001075866,5.897061608,3.279980323,3.237585478,5.925887336,2.979455288,4.186237889,3.159177043,8.11807816,8.184740228,5.438201483,6.201041042,3.089162566,3.384487744,6.679449602,7.713849425,4.773377691,4.38118633,6.334000023,6.721874783,6.165895291,12.30861192,6.309706431,3.60432213,5.441405887,4.431926785,4.562432615,6.028285495,3.385877274,3.941364588,7.175943898,6.50618916,6.375640839,6.934810717,6.269558185,8.092546825,6.445955478,5.649361445,3.524854328,3.027608906,8.67171112,3.451224446,3.171492326,6.453754919,8.046018888,5.09988134,4.222292717,8.082467272,3.511609949,7.3564157,8.895274153,5.377181929,8.631452077,5.254226339,3.629789715,4.050948155,10.05561409,6.466990152,3.813664856,3.512867025,5.108404493,5.559544788,11.83710008,5.625184876,9.750135614,3.397257339,8.820147792,4.372614021,7.826414265,4.54210352,3.577594325,3.645582468,4.772543127,5.133795068,3.326607095,4.257846318,9.5202344,5.125805369,5.641007879,5.649851386,7.682832283,4.351409182,4.684580632,5.700826918,4.430283961,3.520458506,3.242093523,6.563107691,6.815795464,5.42718584,3.020462702,8.085799681,8.133648499,5.273920777,7.028787796,5.097677569,3.860419047,3.113341412,7.196791206,9.680576077,4.217984462,6.572509418,6.085747823,6.075923029,3.203162172,4.317537928,3.381612654,5.839816871,5.82774585,6.403196056,3.812929643,4.339081762,6.704053386,5.512765415,4.685587842,7.133251669,4.296914247,5.18266304,3.819766973,5.863048065,3.770819833,6.155288278,6.219562942,4.119576798,5.084548253,4.616746141,7.994560006,5.259321888,5.380086865,3.153996182,5.012984386,7.915364447,6.001158354,5.736263493,5.687389888,7.776564657,3.139555099,5.144312359,7.907919923,4.357140664,3.870502722,4.682507199,4.157684929,6.610861402,2.817956587,4.084565608,6.996099152,5.832007552,5.226974372,7.90625233,5.911826437,3.406812892,8.825969903,8.741253622,12.00374848,7.424057209,5.415464813,7.267779821,4.012494283
2143,4.587580337,5.136517758,4.566047881,5.439251721,4.152082874,7.046352516,6.483634982,3.147003487,3.209706056,4.722060589,5.962066655,5.93940677,3.396756845,5.192403293,3.649156276,5.453703559,4.361573574,6.198402774,4.953743981,4.89228553,7.412360386,4.353306366,5.450080041,3.084303969,3.284937738,3.894442925,5.71530263,7.378550067,6.521753659,3.053917929,5.858835579,7.686285717,8.616612668,7.760194262,6.487005599,4.306305664,3.020019912,5.185391629,4.524479663,6.058886369,3.035444835,6.921635582,4.720822477,3.804909912,3.162558516,7.086948177,2.927996818,4.199864166,3.220984622,9.360606536,7.173317247,5.013654919,5.233447067,3.170420838,3.637824481,6.295289981,7.065738242,4.550419653,4.316735341,4.757326319,5.931012213,5.810132077,11.96005719,6.343767887,3.484287336,5.886961076,3.714739904,4.254445501,4.562454975,3.175984393,3.886626051,6.179547867,4.926538782,5.113561435,6.135550543,4.512067808,6.203912969,4.530314052,4.546343657,3.508677703,3.059434081,6.521539339,3.407576508,3.228484483,9.302582311,8.322767264,7.758291136,4.079566814,7.965721148,3.289915174,6.234360203,10.13422027,4.350524198,7.893661299,5.13493341,3.363677872,6.434516118,10.39783494,6.34956565,3.589957964,3.488353924,6.741753651,4.118298254,11.56131114,5.005316152,9.939201389,3.732850894,6.875922171,4.292979719,9.209738178,4.096703735,3.641970468,3.358809463,4.072469734,6.08256976,3.409790237,3.615832335,9.080920946,6.256478373,5.483576065,4.962223701,7.243098713,3.015626369,4.073589175,6.026923054,3.903699658,3.266509912,4.503191262,6.209847329,6.297668889,6.612089286,3.264841871,8.05889479,7.376833367,5.125308778,4.643748428,3.920292697,4.45272386,3.135057296,5.734251806,9.318688848,4.18714559,5.648784572,5.63167765,5.784091937,3.115642047,4.313412573,3.140295726,5.811827099,5.249681756,5.807297135,4.449012462,4.240315319,5.753990162,4.357174231,3.938564341,6.590320462,4.417427625,5.102615551,4.017711675,5.029172456,3.809254423,6.860498426,5.513052148,4.152992978,4.651621308,4.969735538,7.016673649,8.213101697,5.558419545,3.067432063,5.314465833,7.144455671,5.759300623,5.977762137,6.020825177,3.274767292,4.247463991,5.126925303,7.289672633,4.37875841,3.861058785,5.129364308,3.959378162,4.965994633,3.573784464,4.379347032,8.208191484,5.1653022,5.529571507,7.581709511,4.031195875,5.88389263,7.266201914,7.946887182,11.46120376,5.858701956,3.9374198,6.753904293,4.110500833
1356,4.630566648,5.317069186,4.657538489,5.672589681,3.492371183,7.06193938,3.657148981,3.197122935,3.126379467,5.346884707,4.715045235,6.108152408,3.213930974,4.778273485,3.596787361,5.256514653,4.025554426,5.921249485,7.081328856,5.076642738,8.292773213,3.581868083,5.129579858,5.613889261,3.225146231,3.01794049,7.134750772,6.836090239,6.688371873,3.100967372,5.388868146,7.273990189,7.730630068,8.714704799,5.887809451,4.510051222,2.83579214,5.355982401,5.320080093,5.792146365,3.541741106,6.898617624,6.470533271,3.603744049,3.343410072,3.634030748,3.082831551,5.282775391,3.080958181,8.857112423,6.929536455,4.925078094,6.071769704,2.915498121,3.334239045,5.761260357,7.500429925,4.255536491,4.149685108,6.089866329,6.187047095,6.504978605,12.43081187,6.375339636,3.603938352,5.577688014,4.013078637,4.446007872,5.257615588,3.588274178,4.033687815,6.783220878,6.145367177,6.162579106,6.67235045,5.90307736,7.575413795,5.548739376,5.213820945,3.352586072,3.294989608,5.564447823,3.347746924,2.889659548,7.87540065,7.979624494,4.116837937,5.574111424,7.863488999,3.514685164,6.570621253,10.07212361,5.006208267,8.534822569,4.910319658,3.390118432,4.474309996,10.55963289,6.573512325,4.024453211,3.505871023,4.724351681,3.786336839,12.28051224,5.876774906,9.709472381,3.418040457,7.373948541,4.122343492,5.652473125,4.84863039,3.610741236,3.652915415,4.221309507,6.229681959,3.689138592,4.580296412,9.506399235,5.754346127,3.700139326,5.025317352,7.362591061,3.164310821,4.273038468,6.25698017,4.205441732,3.704948348,3.070356176,6.060421352,6.352468345,5.026199046,3.09851004,5.684400317,8.02146971,5.850105458,4.515713071,4.558513086,3.619626702,3.213992064,7.238226577,8.775532923,4.643350775,5.692892357,6.489926951,5.823788016,3.12212354,4.315025561,3.227831842,5.95179321,4.734938525,4.476249673,4.257707367,4.635377372,6.247777175,4.996688201,5.226723219,6.706996544,4.516967419,5.381843522,3.833277134,6.135954724,3.437664078,6.194512203,6.045568543,3.554340238,4.747261827,5.063650501,6.831150457,8.640951521,4.88940444,3.330948599,4.228552299,7.578190926,5.321640649,5.765542577,5.903469086,3.285890955,3.384932718,5.579626342,7.876733883,4.366836578,3.496423858,5.078048331,4.142729699,4.589365182,3.069507787,4.27574998,7.145670055,4.963267148,4.22188518,7.845155594,7.423711971,5.622091153,8.311237352,8.157156779,11.33046505,6.495927713,5.526389151,6.699590138,4.030759398
25,3.88294207,5.650744451,3.594781097,5.192702626,3.502805588,6.336818431,7.620555336,3.128688837,3.322464581,5.637646074,5.471335356,6.072248916,3.2188566,5.300520002,3.67408815,6.527241696,4.305246428,5.532343915,6.078833745,4.474598285,7.060751501,3.560919593,4.950193931,3.1822055,3.050145414,5.525826401,4.94557752,7.597711715,6.899161252,2.962201544,5.340115503,7.440690766,8.970992929,8.980061895,4.995998008,3.578340095,3.207558937,5.49332971,5.11362804,5.841588245,3.259427638,6.632743985,5.138221795,3.535764937,3.239488839,4.6489502,3.265917306,4.602172703,3.234694368,8.919094545,7.13050128,6.198167435,5.606974437,3.074593103,3.319077937,6.507415276,7.776213631,4.1779049,4.17801299,5.196174957,5.35971726,6.920227901,12.06200446,6.587426397,3.671359762,6.663313896,4.448451468,4.455430951,5.020717868,3.785065073,3.977865004,6.141077146,5.355141093,5.740827931,6.378895173,4.945352653,6.625843372,5.931174028,4.408490421,3.939935336,3.52290606,3.892252451,3.623722,3.086025727,6.489871842,8.176315765,5.115751094,3.605107694,6.987259848,3.539556661,7.583614903,10.270319,4.476760911,5.729215882,4.605516254,3.343138535,4.160838541,10.62714476,6.79062432,3.665044937,3.631112096,4.887718641,3.56347979,11.8622254,5.263301728,9.912405591,4.005456652,6.668449403,4.265032664,7.377897991,4.860341843,3.826829499,3.388875239,4.470948018,5.435374722,3.461055346,3.855861942,10.13464017,4.879506597,5.014979731,5.174830464,7.762063849,3.002510996,6.22478056,6.273757759,4.566758888,3.48464198,2.959310587,6.394549177,6.041163819,5.798463099,3.201314806,5.72054446,7.774145301,4.204161107,3.669412569,4.310551072,3.695142464,3.055515961,6.94470813,9.060184495,4.686722571,4.04787593,5.664103921,5.143654283,2.978401229,3.656866817,3.334616598,5.749005185,6.742191408,5.828226183,4.016527096,4.157749681,7.277556294,7.376223843,4.761750966,6.227128804,4.259395598,5.234962843,3.535532755,5.571876563,2.751613419,7.239765307,5.522454501,4.222405787,5.14140338,4.87070072,7.885118314,6.919302718,4.859223953,3.171157399,5.398182378,8.157587178,5.162255628,4.933529031,6.13705899,3.136383044,3.710262239,4.973792293,7.614680305,4.389403816,3.561872336,4.619406513,4.549035271,5.004355758,3.104591556,4.474391079,7.2527633,5.004552071,5.074318052,7.69311427,4.898878211,3.740673964,8.212295548,8.370771336,10.63411331,4.251378532,4.654868384,5.908718415,4.292829651
2049,4.059760001,4.941853851,7.475829151,5.931345836,3.743305611,7.070245445,6.739651868,3.194903656,3.170242332,6.281241689,6.633682728,6.000612644,3.394725789,4.241237652,3.681681515,3.620175406,3.956611543,5.472506538,7.03640673,5.612773692,7.904852607,4.629157704,5.456085399,3.618189101,3.140678299,3.243413136,5.341631068,7.060783819,6.999328854,3.024019932,5.711096104,7.443677102,7.962016333,8.804068081,6.910430468,3.629980987,3.082990356,6.221827962,5.234270874,6.949128511,3.091435063,4.902998542,5.547633439,4.654225848,3.246919162,4.730359844,2.932941542,5.485142389,3.139370235,8.790396824,7.860455517,6.349620044,6.28223299,3.095657462,3.632048127,6.011420588,7.904199747,4.722759282,4.05951858,4.85460134,5.679505227,4.542855699,12.3020865,6.47704105,3.582249275,5.504810867,3.862831993,4.763154811,4.438286272,3.109607033,4.02834182,7.090848663,6.519339066,6.257921686,6.326630272,5.801213291,7.939035986,6.999011105,5.376498764,3.520613166,3.187977084,8.233271217,3.377877344,3.241993475,8.678794073,8.194688182,6.16328098,3.99236755,7.522802879,3.323832268,7.070735315,10.0216078,4.537684437,8.429353231,4.621606558,3.365386392,7.238540898,10.23430728,5.486796976,3.870897091,3.375142203,6.596471073,3.962848712,11.89980801,5.47957047,10.01499947,3.486920804,7.942132972,5.079178919,9.622983026,6.041101974,3.662612097,3.379103995,4.756019443,3.861833856,3.51924439,3.325084992,9.93494503,6.570206396,5.249217494,5.014944838,6.641114191,2.970942128,4.150499423,6.628966101,4.124914852,4.190937333,3.708413302,5.933329926,6.398698685,5.083120894,3.178947451,8.606277445,8.277650928,5.542536219,4.352758873,4.453365595,3.497000143,3.060858017,5.386061399,8.898445657,4.367033684,5.594319933,5.656854818,5.431089853,2.985064341,3.922423526,3.541086805,6.497040479,5.582627381,4.765442621,4.587984623,4.358315037,5.75394529,6.115556804,4.759062951,5.903127205,4.465254878,4.98935032,3.799706516,5.49890726,3.609064747,6.747122378,5.841207956,3.750140419,4.363539392,5.060430093,6.421854368,9.086372909,5.583056477,3.14338446,5.338653425,8.119288184,5.649744839,6.3960493,6.071013506,3.044278042,3.078304265,5.291467653,7.702580028,4.466102731,3.537835247,5.057203472,4.211173728,5.306806557,2.921631859,4.371099026,8.405074706,6.562171722,5.127169247,7.940377945,5.000521357,3.58839806,9.688853121,9.010795277,12.72058652,5.285169785,4.772006323,6.223419333,3.695057376
1102,4.160568374,5.52181535,4.117394687,6.803441091,3.537701971,6.553620506,5.664848495,3.021137057,3.165389002,6.049115845,5.278170661,5.829772955,3.183347186,3.994360084,3.930533335,4.995404536,4.647376188,6.046184796,6.164579521,4.460312901,7.989479044,4.174796184,4.977945949,5.316769171,3.09280278,3.035415804,3.037812519,7.090593007,7.2217088,3.038132808,5.430198956,8.690172472,8.307604402,8.436961836,4.124693399,4.000691548,2.76105467,5.60892233,5.161413171,5.192964436,2.858016672,4.543179004,6.704301984,3.519942254,3.457266641,3.720969604,2.96090501,5.769033423,3.207173883,8.637497385,8.369236828,5.389106917,6.213421688,2.914239765,3.310725793,6.491743879,7.255876878,4.214339874,4.390461306,4.672262388,6.251619941,4.337296184,12.52356064,6.385663901,3.764720978,7.054489225,3.972486856,4.520860108,5.849113177,3.120625647,3.926103763,6.406371632,6.577179048,7.223729679,6.661573926,6.57482378,7.161132652,8.398232751,6.26625368,3.814764432,3.203340982,6.23935379,3.444948771,2.957700055,6.805502414,8.138227108,3.971008809,3.932134265,8.05771861,3.726090697,7.72966337,9.501004733,5.475930676,8.355041459,5.596523053,3.431356811,4.046634116,10.57042299,6.753243584,4.067950454,3.598004325,4.36999863,3.623936175,12.39120556,6.180249732,9.378735924,3.634837411,9.030882628,4.532446534,6.152380477,5.039070985,3.683132659,3.287980606,5.507555372,5.013393218,3.33184772,4.553517859,9.325419517,5.614127597,3.980755832,5.951505547,7.772214483,5.95000833,3.634283288,6.821737105,4.066516425,3.386950504,2.828098317,6.722419724,6.189462945,5.68428623,3.031712812,7.60587509,8.583423008,5.374359496,3.537210816,4.64023655,3.800311232,3.276206777,5.162530551,9.49406574,5.138223045,6.487184745,6.271021117,5.708658624,2.871339394,4.352015938,3.120776867,7.614324889,5.494929175,5.181445896,4.316845251,4.104877848,8.293435163,4.900812924,5.862825184,6.47066843,4.418616229,5.694985137,4.36739822,6.893195139,3.708140357,5.794600393,6.442323941,3.93875456,4.759664219,5.794750496,7.798690909,7.040548762,4.933235091,3.510394518,4.594471431,8.20698765,5.427713992,6.384713146,5.723814863,3.785659096,3.583094707,5.61863665,8.324443589,4.166215654,4.20869369,4.373441089,4.135098955,4.77216383,3.004459147,4.235282989,6.946655291,6.365439392,4.74120897,7.82443546,5.798833864,6.128216684,8.20915362,8.935142653,12.25817451,4.510458025,5.333172142,6.342781514,3.692652213
506,4.456594306,5.308159298,6.776805587,6.409074291,3.970864914,7.145465293,5.911342336,3.009197147,3.168380459,6.285491118,7.019461439,6.225689342,3.153538734,4.221941658,3.798552982,4.076334149,4.318700707,5.512795308,5.439289266,4.484133897,7.663358745,6.105216846,5.434148426,3.477885959,3.189950605,3.339612044,6.84260499,7.953131089,6.991217773,3.084961949,5.731946469,7.773679512,8.616067545,9.000680891,7.286744435,4.461501055,2.669685263,6.038338311,5.653668299,7.942351272,3.1319673,5.704742915,6.393701399,3.82710813,3.095110775,6.354558652,3.082792577,4.84756312,3.167614304,8.513750844,7.293688858,6.416216389,6.093728807,3.1319436,3.217876516,6.170440857,7.591351591,4.267363644,4.146436762,6.87759681,6.183415038,5.316188985,12.37549687,6.774786557,3.583691448,5.425087817,4.649797675,4.59031772,4.848948765,3.568931081,3.776709019,6.752047785,6.289714279,5.704838724,6.657050279,4.646027645,7.384368507,7.172713316,4.968260821,3.419682231,3.013617949,8.303887191,3.368708801,3.2763441,8.41280757,8.231186163,6.891284112,5.086070932,7.468202286,3.699605282,6.624521394,9.850176439,5.444798671,7.929029176,4.946658325,3.333750043,4.721498303,10.29257833,6.696046579,3.889834608,3.633084913,6.636422943,4.03935652,12.00638806,5.918179102,9.549444273,3.357476431,7.709722255,4.843013578,10.28270612,4.856275723,3.564423051,3.321929746,4.883211751,5.757210938,3.413993789,5.166874399,9.554318806,5.681543837,4.855496614,5.085205473,7.576415377,3.570569605,4.873605194,6.206843564,4.485421397,3.594490111,3.676353119,6.075780905,6.310007085,6.593731904,3.139360398,7.76034951,7.540140102,5.740296078,4.87730754,4.584412969,4.08439189,3.057352727,7.774259537,9.128452072,4.662946366,6.047074307,7.320668632,5.7675671,2.913991887,5.728080772,3.258842896,6.636504369,6.201685724,5.240267709,3.746326308,4.310173687,6.470232374,5.458988023,5.204256649,6.53243607,4.436111296,5.635961621,3.930389315,6.360316781,3.593477181,6.506473572,5.836544978,3.518843779,4.87285267,5.665186801,7.028131683,7.894486131,6.003869575,3.274305773,5.59750134,7.6471077,5.746706717,6.051120634,6.205885253,4.660589843,3.729405516,5.083920915,8.116339677,4.775288565,4.076635725,4.843540515,3.813995834,6.131019802,2.853898215,4.351876064,7.451322812,5.573049629,5.836665935,6.950050081,7.12571568,3.648602031,8.602519459,8.925210237,12.55416772,6.970658258,5.681933997,6.483611244,4.138060046
1007,4.619966939,5.048111822,7.474066718,5.236873167,3.526112939,6.288201883,5.73187305,3.173801857,3.287186207,5.859065051,5.772969326,6.063271634,3.248514525,5.917699859,3.60180286,6.025582305,3.834667208,5.97665152,5.942148726,4.421276291,7.24153386,3.648344415,6.070614133,4.853248344,3.070684878,3.371582046,7.79213117,7.484388391,6.827593327,2.979854286,5.532611685,6.814264728,9.599210613,8.349490062,6.357524621,5.22014256,2.819880382,5.293863809,5.664274528,4.756449838,2.756369817,7.995676678,4.331032959,4.837692121,3.259688821,5.139879336,2.913321783,5.34978092,3.195096262,8.427192619,6.898810693,5.593794809,5.645989068,3.132356638,3.345179034,6.259855734,7.932612432,4.476335963,4.378206203,4.930879789,6.55282808,4.152825761,12.03506117,6.24848615,3.62217384,7.084820712,4.021472591,4.112321777,4.816684283,3.07257637,4.379226973,6.471863094,6.215328585,5.247084081,6.352954546,4.348611868,7.648389622,8.03281573,4.610376174,3.445246398,3.280093634,5.626936634,3.659345727,3.381512059,10.696941,8.574564887,5.211908638,5.269065453,8.080489987,3.302388611,6.726091217,9.579276341,5.194499729,8.314499162,4.793481168,3.368473823,4.634934987,10.5639907,7.586324763,3.872643885,3.366799367,6.321803024,3.568787661,11.41316615,5.594671543,9.276307747,3.665267814,7.764915921,4.676728977,8.476540913,4.632832719,3.774027937,3.438799592,4.42287539,4.577468591,3.371392474,3.589651946,9.269408228,6.743822183,4.334460297,5.632795895,6.464633367,3.228789338,3.612774479,6.169243178,4.406554847,3.651409453,2.795946697,5.616832051,6.189496577,5.477707137,3.146229,6.720425159,8.887991612,5.866473857,5.526396435,4.458703104,3.748047244,3.109409522,7.70687991,8.976468243,4.770184172,5.842614293,6.184332688,5.679254682,2.973129428,5.447696832,3.5684189,6.681357351,6.372442387,4.766811749,3.242423576,4.059731125,5.216708712,5.413304852,5.126451154,7.042484328,4.575411948,5.244419585,4.12441259,6.209523273,5.344037138,5.936698408,5.883070109,3.494780647,4.675880063,5.196602577,5.646195787,8.314725813,5.094074624,3.217446873,5.111174204,7.53657319,5.23364542,5.424621617,6.58717113,4.084001558,3.659972817,4.517759483,7.035652903,4.374668465,3.454480915,4.683231949,4.675632872,5.801339911,2.888712039,4.676295327,7.716154735,5.049570568,4.698494951,8.630629522,3.611166669,5.0085442,8.819017122,7.937657401,9.764264591,6.048996323,4.253866812,6.164195561,3.978143968
1699,4.450198878,4.329570675,4.640546477,6.390141004,4.426771239,6.348338336,6.531625495,3.11943986,3.289890275,4.853334211,6.502917369,5.983293731,3.387695651,5.330012663,3.856380788,6.276915548,4.496409351,5.930176509,5.46613286,5.293302264,7.281419146,4.24159743,4.950521369,4.268163603,3.059512309,5.000598891,8.337972719,6.629845065,7.223474867,2.889332299,5.280994571,8.08870576,9.260996033,8.941528202,7.021614576,4.475398857,2.91524517,5.467638633,6.574627248,4.699617566,3.147444844,5.492908393,5.458236376,3.956423131,3.159036881,3.888163808,3.000022186,6.51268212,3.288354828,8.863278759,7.592558548,5.401798382,6.036230805,3.151148654,3.663261336,6.414667431,8.560008102,4.450947929,4.227832577,6.870993104,6.682723858,4.786648923,12.05189015,7.11759301,3.814017649,6.393175836,4.146909825,4.241337025,6.159830541,3.85591354,3.901710085,7.320336171,7.093671431,6.275688893,6.509962577,6.426681037,8.317510051,8.47674435,5.867969628,3.43644964,3.164424077,8.222794755,3.365579291,3.241622013,5.102772033,7.808709116,4.743319788,5.594800114,7.735721486,3.478790106,6.587082864,10.35500314,5.17983667,8.488199077,5.080554721,3.34828511,5.46834388,10.37646551,7.002410386,3.987347901,3.349623284,5.585402251,4.12736749,11.97765752,6.034558365,10.06334093,3.457670317,8.110318262,5.272732429,5.958338978,4.748107044,3.749724093,3.621992482,4.135462084,6.524492336,3.469770851,3.425409163,10.3946609,6.600339665,5.509044771,5.920050038,7.931630604,2.934133564,3.432140181,6.373046604,4.803807525,3.639119864,4.657546121,6.320577743,6.050456998,5.444264098,2.993161524,7.051657529,7.307782676,4.762214537,5.446271326,4.439471899,3.833320377,3.084593667,6.863434552,9.260913936,4.989032619,4.811960139,7.297036735,6.076751348,3.134491968,5.108481545,3.506461586,6.291309276,6.128034138,5.912528119,4.285880939,4.444055775,7.669670451,6.155378154,5.834119848,7.485567821,4.18441472,5.937648512,3.705613089,5.520107643,6.00490811,7.097138561,6.408705756,3.915836991,4.647069372,5.00536173,7.466889987,7.816998071,4.95901513,3.198409819,5.176201613,7.948211879,5.452458188,5.893134022,6.020027884,4.539655456,4.181386445,4.621978513,7.944571148,4.303611594,3.38719025,5.123091583,4.887448406,5.186521579,2.932943794,4.346158493,8.70560866,5.917002692,5.269555331,8.857321475,3.93310125,6.686737637,9.178383412,8.533505594,12.1149166,6.777986765,4.983779679,6.030833977,4.077856555
