"response","PIK3R2","NOC4L","UPK1B","PYCR1","LAMA2","CHD1","PALMD","OR7A17","SLC17A4","FARS2","TMEM2","LRP6","NRG1","C20orf12","GYPB","ERBB4","CENPQ","MTA1","FAM59A","ZNF34","GRB2","C3orf64","TRIO","SLC5A1","GPR77","TRIM36","PTH2R","OSBPL8","PKP4","LILRA5","RAI16","SNX6","TSPAN13","FTHP1","SPG20","GNAZ","FLG","ARFIP1","NUCKS1","CYP1B1","CRTAM","FXYD6","SLC43A3","RCAN3","SPINK1","SLIT3","DCC","NCAPG","ZBTB33","RBMX","PKN2","PCAF","MAPKAP1","NR5A2","GAS2","WDR32","NIF3L1","AMOT","NOX5","HSPA12A","HYAL2","TGM1","RPLP0","C1orf27","FZR1","DDIT3","GEMIN8","SNTB2","DBP","BTC","CDH22","RBM6","NEK4","SURF2","FAM120A","HIST1H2BH","MTERFD1","TSPAN1","PCYT2","FOXN2","AMELY","MMP7","FUT5","BMP10","MFAP2","KIAA0947","RHOBTB3","RAB36","SS18L2","SHANK1","AHNAK","HINT1","FRMD4B","UBP1","TSC22D4","ANK1","ADAMTS5","ATP5G2","TM9SF4","PFKFB2","ACVRL1","GLI3","ABCA4","RPL7A","FAHD2A","IARS","HOXC10","C8orf33","MTL5","COL5A1","UBIAD1","CA6","RFXAP","PML","OGDHL","HABP2","LGALS2","COX8A","CTNNBIP1","GRAMD1C","PTPN3","ANKRD15","ORM1","HSPB2","PTPN2","SLC9A8","BTBD7","ADAMTS3","RNF40","SPSB3","C20orf19","ATP8B3","RHOB","POP5","SETMAR","ESRRG","SBNO2","CCL15","PYY","AHNAK2","SFRS11","ERCC6L","SMAD7","PIK3C2B","PACS2","LOC390688","MAP3K6","BFSP1","WDR57","DIP2C","C5orf23","GPR126","DOCK9","TSPAN12","SC5DL","NEK2","ATP6V0E2","NPFFR1","TPMT","TCF15","CDS2","CEL","CLK4","C9orf78","NPR3","POLL","NOTCH1","OGT","MEIS2","IL6ST","GPR6","LBA1","FASTKD1","HEATR6","SPRY4","VAPB","PAEP","KLRF1","TGFBRAP1","SNW1","FNDC4","CADM3","PARC","C3orf58","DNMBP","ZNF391","MED24","PIGG","C14orf104","WWC2","C21orf59","LTB","HOXD3","KIAA0143","ANXA7","UBB","CYB5R2","RELB","ARHGEF2","LMO7"
249,4.174573724,4.843460964,4.328790777,5.961501979,3.759814853,5.423857742,5.156855995,3.332897578,3.22106194,5.797658162,4.018320581,6.101909969,3.278234196,4.807895731,3.686035064,5.016657668,4.424224094,5.953248075,4.951505458,4.256317691,7.20401629,3.485692369,5.29595414,3.542673535,3.393391374,4.054931,8.130041192,6.404218537,6.851700248,3.122897174,4.261484641,7.936308863,8.285552497,7.748561712,5.145569465,4.837652088,2.920006773,5.342574555,6.601818952,4.566433624,2.849132271,8.155813406,5.935240151,3.405021584,3.706775912,6.385342532,3.829239415,5.409274647,3.306484793,9.280828812,6.296973463,3.688152965,6.506106333,3.140441465,3.235282842,5.733531454,8.597324925,4.445959518,4.15786222,5.566046139,7.17513179,4.390100978,12.62580392,6.520073223,3.817703114,7.851218421,3.68332502,4.386546673,6.170586181,3.794900782,3.664995151,6.31297433,5.957696867,6.644793672,5.976944087,5.433201972,7.979193067,7.94845671,5.546068295,3.592209846,3.18369474,8.444557443,3.356769632,3.178136424,9.793643888,8.180652509,6.439133628,4.243751893,8.60289614,3.850573541,6.586495427,10.3463621,4.278941264,7.300594709,4.914714503,3.330686467,5.113900307,11.26757182,6.252543161,3.942802624,3.466060276,4.297939467,4.25116295,12.59365897,5.939684572,10.25918681,3.365643497,8.177635325,5.518002349,4.678332027,4.398514861,3.566742516,3.291923715,4.167969342,5.426150202,3.60434894,3.646287873,10.19146576,5.943519272,4.459539182,5.178499976,5.884120201,3.806163819,4.758457467,6.539835635,3.979566931,3.587418271,5.927000173,5.960984526,6.642265037,5.972646978,3.204250678,7.560302277,8.068824027,5.558648191,5.129413364,3.906606682,3.454780849,3.19482312,3.917249781,8.244997286,4.41192069,5.785941602,6.583831558,5.447039324,3.131598423,3.775257414,4.648248181,5.094819639,5.214180361,6.956793461,3.422047951,3.947290918,4.941991449,5.795515541,5.249071053,7.623146171,4.504974364,5.646732722,3.803493022,5.717079575,3.861119003,6.064055755,6.137366431,4.763178218,5.378125748,5.055119889,5.480745834,4.659328195,4.39848446,3.149922134,3.929986689,7.417465999,6.621271516,4.544922232,5.454349,3.102947715,4.172548675,4.421293243,7.796415453,4.672140753,3.660240227,5.258435059,3.989806,5.992694198,3.195199316,4.457267518,7.529735438,5.674024016,4.654554526,8.574360235,4.999211932,3.452082469,6.018479177,8.627240412,9.315798425,7.390122238,4.37640841,6.154070683,4.007347276
1333,4.98681152,4.606277332,3.479961913,5.433481147,3.513748796,5.044567384,5.525720323,3.102790612,3.34121299,5.001963908,4.779597636,5.473325737,3.39553845,4.048662142,4.163432094,5.441675122,3.654890448,6.741665303,4.94186728,4.580998593,7.185586115,3.748447777,4.671857188,4.615859045,3.350974916,3.394039759,4.366383585,6.761282173,6.694472455,3.141538717,5.560455523,7.396187439,9.163159493,8.024398763,5.093784085,4.232913454,2.925152182,5.605478388,6.873707784,5.493900636,2.981227041,4.465769029,4.837856089,3.584851396,4.772180748,4.10846974,3.071206685,4.858601233,3.032128986,7.620551085,7.007642751,5.413167697,5.936585195,3.227008463,3.429797605,5.011131518,6.357652405,4.823211046,4.824446532,3.963698689,6.32389932,5.803447004,12.27451409,5.658579131,4.014265709,4.758085228,3.917881198,4.624871965,4.455271652,3.198649015,4.222279596,5.987912004,5.107014287,5.381372376,6.834840873,5.238436812,6.802648984,8.114113253,6.177054649,4.238152361,3.134453426,10.12822912,3.516629891,3.047088956,4.836740084,6.543873764,3.779775653,4.297891623,8.020071304,4.125174748,7.116640938,9.299786271,4.403826531,8.489342933,5.071444359,3.403317128,3.900510307,10.56828796,5.770139903,4.0242535,3.850983216,4.469562329,4.087457338,11.45637409,5.6176949,8.1213955,3.538255845,6.576082363,4.147328694,5.893141523,4.901973612,3.798633861,3.908363024,4.781315585,4.851465884,3.43170711,4.549574589,10.23034183,5.993572125,4.725523011,4.51854751,7.210056387,4.483050749,5.201405151,5.669736401,4.426318252,3.623617524,3.42652672,6.196354185,6.292297758,4.547504713,3.533216718,6.249303008,7.491702906,4.480821134,4.935052885,4.109050458,3.823169637,3.359774489,7.239808419,8.322758051,4.282936828,3.591128641,5.659629258,5.846012066,3.528135599,5.090566196,3.520012897,4.452699607,4.200195339,5.143478507,4.092040749,4.231205211,6.567881244,5.581205295,4.54203584,8.824171564,4.793059398,5.68427831,4.152020188,5.689405557,3.085992835,6.022735735,4.804844938,4.065600698,5.178389187,5.255218935,6.04282445,7.150064889,4.919565688,3.68698101,4.649567243,7.871174298,5.892158677,4.747441318,6.133325054,3.389779283,4.699469833,4.64317228,6.941350617,4.950517364,3.748915028,4.881631367,3.753319187,4.540988463,2.874120608,4.291466388,6.606734012,3.732576324,4.627963075,8.021437177,5.22549504,3.752494986,8.176598065,7.698007793,12.0592999,5.994594619,4.296360751,6.178089757,4.612140931
1073,4.438608752,4.515734122,5.7277003,4.180613207,3.71379406,4.593150134,4.47857807,3.341224258,3.319631745,5.156593104,4.021504106,4.886426971,3.575084012,3.72862161,3.616491186,4.496447021,3.913527869,5.627896078,4.552467413,4.444541898,6.776135301,3.50387401,5.445280882,4.047960942,3.689058695,3.387462563,5.242309884,6.943603776,5.931365225,3.272056637,5.037573094,7.24588806,7.649119318,8.465279543,5.015928148,3.202766827,3.08416283,4.653539293,5.456328468,4.859054811,3.031470016,5.21906879,5.8408268,3.650761321,3.445793361,4.530642679,3.456222546,4.817305935,3.275576371,8.354788106,6.453463438,4.807481594,5.079672113,3.398912096,3.413891941,4.432348447,7.392305761,4.922422256,4.8787448,4.570852141,5.212099136,5.397987916,12.62649499,5.219562499,3.803924855,5.232470993,3.866472348,4.268319829,4.213049768,3.330630534,4.07573815,6.347341701,5.155120863,5.390565215,6.080824357,4.346303657,4.718613874,9.702660553,5.043415175,3.73859287,3.65486183,7.884691953,3.602311144,3.318607764,6.153927242,9.183118012,3.715388523,3.739851361,7.828898555,4.03628917,6.746182154,10.71870939,4.929495822,7.966675039,5.00372,3.483572129,4.319939018,10.73408824,5.381256975,3.803052879,3.600814558,4.90772871,3.929812462,12.0047247,4.645881136,8.907381053,3.277158682,5.413268304,4.415638754,4.156595418,4.5159202,3.837431793,4.306561556,4.330937388,4.223779016,3.559142958,3.848642137,9.964209969,5.759894379,5.605964248,4.990501672,3.550874166,4.017768415,3.724582131,5.287004947,3.923944283,3.66172135,3.296366073,5.399437791,6.340280566,4.871636912,3.677099037,5.85504705,9.118471422,4.846631062,4.208889673,4.037097141,3.523450686,3.322791327,5.357642339,8.607853695,4.621629585,4.378162403,5.961158209,5.000590983,3.019448204,4.837294344,3.639027872,4.579409975,3.784329316,4.938416185,3.769536226,4.077075988,6.226493777,5.196907492,4.379361972,5.604390117,4.675352038,5.564337336,3.606944965,5.491240372,3.873112413,5.406794601,4.332412083,3.752368497,4.357650929,5.055324145,7.3334674,5.148476582,4.497982513,3.410466232,4.37946642,7.187617422,4.543554273,5.393406432,4.979037771,4.079660395,4.783245362,4.220795883,6.838930753,4.272882752,3.710424321,5.106946898,3.634120954,5.363952788,3.200965636,3.827408223,6.348747737,4.285579447,4.055395148,6.711403992,4.905834465,3.843496235,7.720817886,7.459861449,11.20683671,4.111137899,4.559895758,6.15431518,4.063690817
1073,4.181350652,3.73935469,3.775672867,4.81801151,3.537794851,4.881878614,4.350883623,3.083858604,3.142404076,5.15140619,4.544701658,4.709481531,3.662663704,3.880526122,3.821030625,3.843032753,3.919723701,5.728639046,4.715848697,3.680094958,7.081338447,3.691739047,4.308905305,5.648089167,3.747363562,3.728563903,6.315068002,6.203806056,5.876250508,3.199691663,4.854766441,8.562576087,8.528452799,8.478830337,5.079105332,3.948390493,2.903867231,4.689765662,4.998548597,4.862518464,3.388540527,5.77374852,5.033468877,3.493618988,8.117086765,4.170416406,3.317960577,4.47518261,3.20329856,9.101656426,6.258148053,5.472945006,5.444566289,3.123978965,3.576443288,3.777929895,7.478971139,5.243676653,4.177124622,4.532672199,6.283192941,7.113560958,12.38427351,5.33091346,3.89097309,5.210072593,3.540300117,4.118899579,4.172520902,3.348958808,4.174961635,5.438229662,5.490472661,6.021837522,6.012446883,4.617391907,6.949035868,7.733219562,4.929398929,3.786847704,3.121123695,8.43698356,3.349424189,3.14225012,6.963529369,6.211585044,4.735150759,3.76481653,8.76409346,3.905988024,6.42437148,11.06428145,4.699856976,8.351490196,5.37584894,3.345205028,3.865639644,10.81045004,5.761427869,3.790201814,3.427097326,4.92473568,4.198596563,12.40284891,4.313153879,8.815877239,3.464714622,4.772048219,3.925170115,6.740698768,4.073125776,3.753190526,3.612430179,4.785133938,4.880256032,3.366189992,5.0584098,10.04745812,5.684024418,3.979123098,4.766209509,6.555601949,3.661295671,6.55272057,6.100629939,3.496299381,3.599389182,5.029945678,5.62741343,5.54452126,4.206220563,3.33412636,6.264285811,6.979603999,5.373088567,3.823836111,3.872923198,3.957981793,3.682451368,6.897249438,7.77380656,5.116432807,4.776276794,5.043705357,5.097799232,3.233226154,4.737580645,3.561774701,5.014728825,4.666052651,4.49292648,3.95568857,3.778594035,5.669767645,5.516928237,4.379271798,6.765627149,4.592907052,5.567649996,4.376485781,5.644414131,3.352592268,5.644046596,4.979573996,3.444391756,5.267592677,5.110879444,6.413584288,4.770039559,4.512929217,3.262224197,4.338887598,7.349760272,4.907377935,5.423529383,5.898774904,4.820978542,4.445197388,4.293650414,6.707481519,4.587548177,5.601967624,4.758232163,3.980437452,4.709943067,2.956740563,3.848026869,5.88046839,4.568482686,4.395202927,7.480309114,5.305253526,3.789887315,8.496624633,7.959073164,12.58532511,4.531606578,4.439904673,6.23737614,3.946102581
414,4.140188518,4.512918852,5.365683406,5.199502065,3.695067362,7.134401564,6.533436559,3.353789054,3.833109363,5.846669125,5.515690215,5.849530043,3.527670166,4.149524329,3.791697779,5.641508051,4.163805971,5.67638379,4.300028096,4.364704963,7.187823084,4.269780879,5.176438432,4.614181304,3.320429968,4.183215412,6.758836521,6.733106995,6.511847823,3.243917175,4.736178008,7.472788992,7.504321721,8.832596371,6.451426328,3.961931665,3.006894964,6.275576939,6.343669632,5.647375968,3.094941382,6.761878967,4.79177497,4.937315086,3.705853721,5.021949321,3.371305788,6.539921399,3.24256706,8.981453006,7.42537433,4.816657333,6.077993098,3.263645589,3.605048334,5.762619469,7.310012218,4.324049076,4.27774144,4.93490167,5.997340418,4.447264245,12.40952029,5.874429374,4.042216782,6.096521983,3.895957682,4.492967297,4.632096622,3.712450068,4.161496516,5.353273248,5.835503809,6.018812953,6.385117228,4.209966731,7.811026645,3.400063784,4.765068031,3.866219616,3.325676708,10.04668507,3.74774544,3.477424409,7.834872788,6.976349891,5.292270512,4.448856484,7.649516372,3.895862484,6.822475431,10.52461692,5.64514771,7.673868034,4.950765096,3.736830788,5.144744273,10.29640388,5.675914727,3.817285049,3.820744878,6.363040299,4.511537204,12.46741687,5.232221088,9.233709923,3.688752723,7.136906495,4.63953105,7.62030564,4.373070375,3.768411412,3.523627398,4.773194454,5.235804042,3.692578683,3.801552466,9.975418296,6.055333248,4.721410061,5.109695019,7.468682828,3.374238756,4.290966886,5.671350043,4.337242821,4.035549041,3.154030341,4.521667648,5.662424886,5.752742418,3.357233307,6.532044221,6.894128234,5.525685201,4.029566785,4.474193252,4.071015307,3.395101574,6.91240952,8.744362799,4.424681838,5.694861154,5.189860293,5.613239113,3.249118083,4.398148708,3.626990534,4.379910302,5.112238406,6.528467346,6.622571676,4.176991518,7.139425509,5.25585196,5.029025987,6.36388383,4.507001563,5.451065688,3.81321743,4.798244946,3.77238415,6.18168595,5.338565974,4.734918374,5.003996324,5.552545393,5.2783865,6.931769541,5.216934683,3.387717867,4.460879049,7.289643227,5.488312118,4.950982628,5.251717446,4.720673457,3.692553143,4.635577867,8.132020819,4.5571264,3.656013117,4.895032243,3.713112411,4.633592052,3.206414348,4.59387845,6.067621784,3.561899131,5.585146969,8.070968155,4.474654105,6.331536276,8.361664459,7.54580148,12.30185758,7.509975862,5.28745129,6.126798983,4.160762081
2096,4.273870707,4.072996128,4.56310187,5.470820082,3.650753763,6.587323266,6.322813465,3.321554087,3.590592418,6.075219776,5.47299172,7.236787351,3.549464955,4.48877743,3.868546685,7.04299106,4.819699645,5.767883472,4.533529595,4.928362316,7.324124773,3.454583829,5.311904187,3.644919834,3.350290421,3.306153358,3.466233825,7.021480893,7.559719467,3.159352919,4.816720215,7.226401167,8.328944545,8.741990593,7.306709924,4.054397309,3.289975241,5.213692815,6.677890474,4.516661628,3.045749331,4.863744006,4.493898438,3.674481948,3.186810803,5.446347816,3.341625368,5.171514621,3.184158317,9.102448159,7.725563471,5.576684778,6.67318397,3.123293704,3.368814289,4.73208149,7.655123418,4.62631351,4.238072745,5.656336915,6.223237395,4.982470022,12.38203912,5.907112826,3.882797231,5.134117624,3.888958633,4.041380089,4.960022531,4.382905644,4.051163128,6.380015899,6.835997271,5.576112241,6.764450585,5.463128695,7.63900479,4.247849015,5.198170433,3.636521849,3.18233479,9.144590722,3.356533777,3.153047579,5.402472276,7.911197668,4.385880959,4.495060849,7.612409368,3.893764047,7.026156485,10.13019457,5.635325776,8.698482234,4.73459717,3.630264681,4.103176534,9.671201548,5.226672953,3.658487936,3.959569725,5.074837731,4.393515628,12.4994699,4.75411865,8.958685367,3.633337285,6.436423968,4.065179768,5.110354427,4.689560614,3.824339309,3.507642834,4.502178191,5.632829946,3.504415077,3.824487515,9.236967004,5.351550314,5.914396994,5.10059401,5.837082081,3.115970115,4.846045553,5.834931699,4.512730458,3.736322442,4.804728569,6.02153308,6.334855791,5.096073617,3.221237513,5.969001487,6.626297578,5.654611119,3.90576663,4.35164965,3.724645513,3.319898649,6.903057495,9.814767854,4.309532558,4.665884097,5.535794476,6.081785078,3.191755051,4.081928237,3.302004341,4.22247669,4.736036554,6.05146885,3.968126937,4.204863189,7.725819621,5.641278827,4.547280768,6.57673517,5.000574823,6.74069496,3.287786344,5.210165514,3.449802171,7.487636193,5.917749201,4.730194077,5.037522154,4.36142793,6.314915375,7.082172761,5.818270197,3.348151224,4.262286288,8.205282574,5.488077689,4.906228196,5.199350938,3.168099608,3.254818433,4.810173174,7.440965835,4.650372609,3.748558846,5.007868722,3.43745861,4.763457765,3.124646864,4.492230094,7.413072119,5.115201648,5.113900307,6.957596359,5.47989372,6.503947627,9.089722663,7.909226933,10.73482692,4.445168839,4.809204957,6.975727292,3.94206539
3260,4.815271488,4.058283613,4.628363323,5.577180085,3.480713051,6.084512408,6.13862679,2.985076419,3.429808202,5.00627351,4.519900634,5.850412443,3.354603039,4.253929696,3.704631059,6.457341423,3.769025147,5.845332117,4.642949267,4.420085892,6.926679024,3.863103662,5.236587385,3.580842569,3.408082854,2.892025973,6.652254828,6.841086036,7.045793483,3.280079188,5.919314358,6.303244934,6.894539327,8.275358975,5.807597643,4.342237473,2.980489053,5.032831197,5.619236899,5.839116307,2.957582278,5.353379332,5.757418394,4.708341097,3.345133814,4.4723387,3.181863045,4.983885249,3.108135973,8.406316092,6.735582156,6.024796935,5.454918747,3.122197651,3.466047701,6.25940623,7.458172031,4.105119153,4.390133786,5.13517851,6.192862727,4.847833189,12.21831505,5.664708442,3.959473239,5.715810582,4.117562891,4.30036513,5.066318838,4.372075801,4.431070337,5.636034774,5.38777978,5.428160789,6.463013788,4.3739431,7.689252082,4.669090071,4.311480869,3.461676527,3.171843205,7.933283815,3.772984624,3.399319783,7.727475126,7.813123172,4.203670612,4.86175862,7.636417964,3.719722723,7.113427581,9.51747933,5.44246063,8.354620256,5.190407354,3.543546839,4.504859469,10.60088827,5.927750931,3.593893605,3.640021912,4.9742509,4.288851715,11.79619927,5.446279152,8.883574323,3.3421151,8.350049186,4.503475658,6.740153998,4.467872178,3.768383445,3.442996252,4.508473763,5.179551208,3.320012037,3.739141734,9.085647181,5.953952807,4.900435034,4.680372616,8.579745214,3.186002825,6.114930579,5.809894491,4.231958545,3.403686652,3.132381429,5.582602345,5.869309083,5.504580801,3.318260206,6.103383385,7.655027307,5.882779137,3.803333183,4.145420045,3.92574584,3.263134353,6.986539002,8.433741933,4.727212102,4.416591772,5.306241683,5.116399173,3.341666626,4.746965495,3.449002635,5.534618611,4.820739036,4.496745792,3.583539158,4.174768454,4.350401986,5.150931657,4.696282231,6.622683264,4.786087622,5.139579923,4.13673756,5.366464963,3.20618553,5.054216111,6.094157924,3.705471876,5.109734069,5.097476007,5.962643023,8.47986622,4.94323076,3.348323881,5.045740501,7.564667957,5.140925544,3.643424765,6.059019767,3.86336734,3.241951301,5.019962073,6.722699152,4.200044435,3.697537332,4.468485708,4.564823181,5.469849707,3.049487644,4.247592923,6.837578852,4.656504078,4.84022769,7.729945132,5.254822469,5.398405129,8.853988039,7.869703496,11.00290942,7.171227201,4.961063242,6.089271369,3.867554192
2780,4.364591026,4.521557669,3.344034835,5.217582805,3.550504437,5.874474402,5.438107169,3.38169661,3.52876242,5.414980271,3.830322546,5.701881958,3.487672376,3.859575733,3.883781906,6.593912976,4.424870942,4.987883041,5.616900573,4.075127702,7.111683005,4.358503384,4.678118146,7.343473103,3.173879306,4.810915185,6.363555433,7.098862904,8.028618021,3.145938052,4.740496717,7.292900967,6.195007775,8.535836352,6.422800853,4.286946449,3.085660309,5.664652786,5.781399738,5.749474097,3.56685932,4.403951839,5.425144177,4.683333374,3.452742207,4.176713556,3.353250764,4.961204674,3.293615056,8.511131913,7.738457116,6.535268968,6.018307505,3.139438781,3.47889821,5.738877737,8.277316208,4.566694561,4.319770094,5.25147432,5.565244006,5.716207079,12.4525669,5.811279236,3.89405087,5.142946999,4.59551781,4.427792623,5.646006873,3.579964637,4.347021956,5.531362064,5.807370941,5.98427659,6.505124391,5.807378705,7.467782769,5.276763657,4.958337208,4.184776391,3.397870573,7.744503952,3.756174327,3.575826234,8.181945672,6.916234199,4.547467058,3.840696492,7.838895178,4.119247016,7.261866802,10.63129531,5.429584246,7.790641421,5.341091616,3.606267278,3.661221939,10.32387802,6.025210883,3.767323915,3.745876883,4.262910057,4.139767571,12.34628756,5.35659261,9.263910019,3.707068605,6.430881023,4.83714119,6.292270793,4.67754922,4.235622198,3.719817125,5.173302148,3.926786957,3.564325008,5.228550978,9.652709876,5.46879629,4.849104107,5.240021918,8.1696391,3.352133432,3.694490841,6.687126609,4.170942474,3.669820726,3.065629292,5.110187612,6.475350489,6.16863509,3.076279829,5.096472601,7.22797326,5.146111665,3.535651757,4.35319745,3.992992171,3.568368449,7.64262201,8.696477199,5.050009532,5.547809684,6.810208484,5.515529973,3.286172778,4.071561053,3.724103079,4.881340851,4.593460311,4.791549146,5.815378605,4.583377785,8.353727684,5.394629506,4.906556957,5.136741314,4.705542959,5.402144869,4.29348933,5.773902116,3.300393201,5.766946983,5.68302265,3.619950712,4.882917169,5.215718429,6.293130193,4.732661713,5.757766496,3.757734253,5.115689349,8.496063685,5.000644963,4.505786845,6.035763133,3.479305132,3.688896862,5.345121087,7.619932583,4.213380895,3.893646118,4.939504339,4.104865214,4.818853923,3.179454776,4.117856605,5.954759061,3.747732739,3.551971758,7.97043042,6.177232162,5.122632286,9.72125046,8.478159213,11.7806548,4.7011168,5.768146759,6.616092343,4.093686742
2259,5.086045494,4.835781444,3.575662034,5.79715517,3.538911312,6.198017367,6.800570347,3.009947841,3.364985826,5.680502358,5.114087193,5.786764267,3.27991304,4.02715514,3.610642349,5.012501785,4.189287534,5.406167888,4.483225343,3.881319564,7.618635866,4.297015738,5.277601696,4.1431842,3.056718575,3.341880635,4.443758408,7.509496076,6.053754069,3.131989273,5.443416082,7.602247816,8.748105816,9.423461804,6.680475209,4.101512807,3.214163459,6.371360831,5.804494031,6.725339524,3.660695266,5.157591032,5.203275555,4.126944675,3.364323981,4.876591229,3.258943795,5.880336102,3.012363845,7.945026541,7.376193632,6.345390898,6.740266222,3.05571073,3.160435426,4.777064742,7.246849015,4.645440422,4.42659889,5.552307569,6.025297411,4.368168056,12.19079359,6.607716011,3.75795811,6.910677495,3.487540395,4.4536203,5.101670691,4.411047493,4.156893172,5.687230324,5.525072459,5.948553044,6.479875346,4.836633482,7.414427176,4.324472844,5.662456941,3.775847051,3.257691112,10.45496015,3.32916086,3.190491302,6.756895473,7.716898777,5.583046948,4.083690157,7.180870696,3.598114421,6.854141793,10.15100384,5.354641507,8.179237134,4.805902559,3.650687816,5.664299596,9.885317389,6.044936024,3.731667791,3.93703027,5.721625858,3.627647428,11.92697964,5.924039368,9.244708174,3.779575094,6.705483793,4.173669817,8.369137762,3.804026711,4.040829491,3.242223227,4.820639133,4.673291928,3.400777961,3.590972454,9.513268697,5.819891196,5.396829082,4.635454208,6.323343162,2.910100117,4.201726699,6.267825246,4.216121642,3.779084798,2.72190033,5.422657797,5.394203085,5.28509851,2.950850956,6.622228254,7.025692463,4.987163374,3.615462497,4.316271587,3.909269515,3.032095851,8.195500773,8.707254326,4.654091754,5.055095223,7.191797664,6.176585435,3.03904822,4.00185055,3.398409696,4.312382228,5.167442801,6.862334382,4.666370844,4.195553939,7.971744821,5.638762355,4.828518393,6.731489951,4.634990915,6.252821902,3.352763856,5.465387917,3.30101216,6.582053407,5.4476131,5.177003079,4.910468348,5.250615902,6.306833947,8.824880489,5.720221396,3.147842136,4.808957009,7.598265635,5.474608806,5.423058446,4.957949213,3.112370938,5.1476959,4.609351005,7.061688107,4.524446663,3.511362746,5.224227095,3.68899789,5.993305891,3.028975588,4.549816741,6.995098778,3.541417242,5.541486015,7.80258243,5.292382722,4.292995722,8.370262498,7.701237497,11.41184533,7.208493662,4.616867265,6.336894958,4.0003073
2027,4.028106721,4.503890383,5.831917991,5.506244255,3.714153896,6.664271164,7.033396786,3.160553756,3.287014251,5.053307458,4.842433888,6.028880347,3.293256371,3.759727197,3.517469118,4.266307876,4.74062106,5.446689321,5.386305372,4.829168849,6.403245084,3.990466183,4.867906868,3.018282033,2.979581497,4.486137285,6.180237438,7.356198731,7.041705267,3.002861016,4.889662055,8.281091244,8.641943907,8.876962774,7.612681691,4.5689676,2.738453715,5.85753211,6.8803276,5.659744113,2.833065534,5.425048493,5.281173333,3.830963198,3.263676102,3.778229964,3.071037737,6.810236143,3.172969015,8.789156998,7.718263617,6.445956236,6.04378561,3.007446174,3.329317053,6.188268129,8.162033839,4.337141398,3.911533985,7.179353477,6.006885379,4.450669471,11.87030272,6.635229777,3.853087735,7.434832954,5.421459806,4.173263256,5.045214066,3.765296116,3.794405752,5.440852317,5.944974728,5.127328285,6.650312123,4.685680869,7.190759088,7.350406842,4.787915509,3.580074854,3.010979963,9.11931795,3.365640693,3.191389703,4.174802278,8.092766979,5.031830409,4.621498463,7.234355378,3.65454666,6.095091937,10.22626489,5.48178884,7.392950966,4.784337904,3.548531497,3.86186499,10.26835281,6.20990205,3.753055731,3.63270605,5.285313597,4.160473434,11.82351788,5.808830466,9.955201138,4.086403039,7.976221738,3.935496005,6.185921034,4.484084714,3.921187093,3.557091333,4.520419179,6.598269043,3.490074143,3.821785074,9.835169439,5.642925698,6.182623339,6.145783696,7.064625518,3.05682109,4.813533735,6.564367692,4.304813076,3.302252071,3.845123236,5.502929384,5.600715101,5.482633682,2.983017067,9.012827401,6.62199941,5.648707236,3.639366877,4.729348981,3.523981593,3.165465217,7.194259392,8.933584229,5.229679173,4.481184269,6.837302141,5.132149192,2.962956796,3.858520991,3.380500303,5.196875233,5.094876647,5.138426025,3.611612012,4.317183487,7.219245493,6.07798153,5.594701153,7.355762813,4.466661509,5.586003881,3.356792329,5.948617204,3.438611163,5.7853921,5.171845342,3.61739684,5.050886728,4.616813097,7.010124268,6.903392128,5.076235784,3.224727872,4.606964161,8.354069493,4.815062216,5.940331791,5.828219693,3.666867177,5.439037472,5.238957165,7.481966665,4.516560044,3.517458665,5.051234502,3.541520045,4.588546406,2.923970752,4.379094209,7.473363768,4.924888599,5.118136791,8.32457983,4.77407953,5.262337192,9.143165201,7.365690481,12.43004999,7.352542565,5.124300725,6.524614166,3.735285791
